ISO3,year,nGDP,rGDP,deflator,source
ABW,1970,353.7469,430.7568,.8212218,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1971,372.6045,469.906,.792934,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1972,392.4673,512.6134,.7656205,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1973,413.389,559.2021,.739248,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1974,435.4261,610.0251,.7137839,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1975,458.6378,665.4671,.6891968,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1976,483.0869,725.9479,.6654567,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1977,508.8394,791.9255,.6425344,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1978,535.9647,863.8996,.6204016,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1979,564.536,942.4149,.5990313,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1980,594.6304,1028.066,.578397,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1981,626.329,1121.502,.5584736,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1982,659.7175,1223.429,.5392363,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1983,694.8858,1334.62,.5206619,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1984,731.9289,1455.917,.5027271,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1985,770.9467,1588.238,.4854101,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ABW,1986,812.0444,1732.584,.4686897,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1987,976.5489,2011.157,.4855658,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1988,1194.491,2386.21,.5005808,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1989,1392.525,2675.654,.520443,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1990,1531.882,2781.647,.5507106,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1991,1746.681,3003.146,.5816172,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1992,1919.568,3179.802,.6036754,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1993,2168.944,3412.172,.6356491,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1994,2495.054,3692.103,.6757812,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1995,2477.24,3786.146,.6542905,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1996,2588.317,3831.042,.675617,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1997,2873.346,4101.011,.7006435,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1998,3123.795,4182.702,.7468367,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,1999,3231.53,4234.485,.7631457,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2000,3353.48,4557.277,.7358516,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2001,3394.658,4747.862,.7149866,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2002,3511.7,4702.998,.746694,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2003,3658.96,4755.225,.769461,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2004,4036.147,5102.057,.7910823,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2005,4224.43,5082.51,.8311701,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2006,4420.91,5139.811,.860131,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2007,4792.98,5298.607,.9045735,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2008,5089.01,5395.876,.9431294,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2009,4571.29,4765.76,.9591943,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2010,4391.94,4635.49,.9474596,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2011,4721.77,4791.671,.985412,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2012,4681.22,4741.799,.9872245,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2013,4882.85,5046.766,.9675206,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2014,4995.62,5118.738,.9759477,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2015,5303.6,5303.6,1,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2016,5340.71,5369.064,.9947189,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2017,5535.45,5556.629,.9961886,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2018,5864.37,5735.134,1.022534,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2019,6078.48,5805.396,1.04704,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2020,4442.524,4418.023,1.005546,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2021,5243.709,5068.824,1.034502,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2022,5870.025,5607.967,1.04673,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2023,6530.946,6040.162,1.081254,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
ABW,2024,7264.85,6451.543,1.126064,Derived using data on nominal GDP from WDI and the spliced real GDP with data from WDI
ABW,2025,7583.199,6580.72,1.152336,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
ABW,2026,7851.985,6672.394,1.176787,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
ABW,2027,8122.678,6766.151,1.200487,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
ABW,2028,8400.995,6860.95,1.224465,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
ABW,2029,8688.844,6956.79,1.248973,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AFG,1960,24.2,606107.8,.0000399,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1961,24.7,611690.3,.0000404,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1962,24.6,622058.3,.0000395,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1963,33.8,633223.3,.0000534,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1964,36,645983.3,.0000557,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1965,45.3,659541.3,.0000687,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1966,63,666718.8,.0000945,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1967,75.3,685859.1,.0001098,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1968,61.8,709784.4,.0000871,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1969,63.4,720949.6,.0000879,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from WDI_ARC
AFG,1970,78.69714,735304,.000107,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1971,82.39703,733276.7,.0001124,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1972,71.79749,613010.3,.0001171,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1973,77.99727,630762.3,.0001237,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1974,96.9966,665157.8,.0001458,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1975,106.4963,706432.6,.0001508,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1976,114.996,745061.4,.0001543,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1977,132.8954,707490.8,.0001878,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1978,148.4948,759878.1,.0001954,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1979,161.7137,740298.9,.0002184,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1980,160.7062,712782.4,.0002255,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1981,172.1301,728128.3,.0002364,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1982,174.0062,742944.8,.0002342,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1983,172.0103,779456.9,.0002207,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1984,170.0372,793744.4,.0002142,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1985,168.0868,795861.1,.0002112,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1986,168.021,819673.4,.000205,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1987,146.1064,735536.4,.0001986,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1988,134.8125,674682.7,.0001998,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1989,169.114,627058.1,.0002697,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1990,183.2515,607479.1,.0003017,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1991,169.0077,541077.9,.0003124,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1992,175.8134,549813.5,.0003198,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1993,134.8176,412552.9,.0003268,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1994,898.9163,320713.7,.0028029,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1995,2696.917,480860.8,.0056085,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1996,7810.969,455518,.0171474,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1997,9048.963,432100,.0209418,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1998,8736.033,412488.1,.0211789,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,1999,126804.8,392468.6,.3230953,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AFG,2000,167260.8,370869.4,.4509964,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2001,171975,335889.1,.5119994,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2002,202531,431953.4,.4688723,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2003,238878.5,470104.7,.5081391,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2004,263344.1,476752.5,.5523706,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2005,320476.5,530290.5,.6043414,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2006,364100.1,558700.3,.6516913,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2007,499587,635948,.7855784,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2008,517377.4,660908.9,.7828271,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2009,600457.8,802280.8,.7484385,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2010,703502.6,917507.8,.7667537,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2011,837851.3,921419.6,.9093048,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2012,1007959,1038922,.970197,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2013,1102256,1097109,1.004692,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2014,1116353,1127000,.9905521,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2015,1143357,1143357,1,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2016,1236815,1169200,1.05783,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2017,1294845,1200149,1.078903,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2018,1359225,1214421,1.119236,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2019,1505967,1261925,1.193389,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2020,1534966,1232256,1.245655,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2021,1251172,976700,1.281019,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2022,1283441,915752.3,1.401516,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2023,1357275,936511.9,1.449287,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AFG,2024,1280568,952899.4,1.343865,Derived using data on nominal GDP from IMF_IFS and the spliced real GDP with data from IMF_IFS
AGO,1969,.0001016,3177422,3.20e-11,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
AGO,1970,.000109,3373802,3.23e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1971,.000113,3576230,3.16e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1972,.000111,3583383,3.10e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1973,.000123,3873637,3.18e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1974,.000143,3993720,3.58e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1975,.000106,3794034,2.79e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1976,.000117,3596744,3.25e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1977,.00013,3625518,3.59e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1978,.000145,3433365,4.22e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1979,.000161,3443666,4.68e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AGO,1980,.000214,3526313,6.07e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1981,.0002,3371155,5.93e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1982,.0002,3371155,5.93e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1983,.000209,3512744,5.95e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1984,.000221,3723509,5.94e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1985,.000273,3853832,7.08e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1986,.000256,3965593,6.46e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1987,.000295,4127498,7.15e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1988,.000318,4380468,7.26e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1989,.00037,4382291,8.44e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1990,.000409,4231098,9.67e-11,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1991,.000892,4273043,2.09e-10,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1992,.004673,4023571,1.16e-09,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1993,.035827,3058581,1.17e-08,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1994,.824921,3099547,2.66e-07,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1995,18.26765,3564478,5.12e-06,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1996,1117.154,4047265,.000276,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1997,2342.345,4341674,.0005395,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1998,3385.27,4545348,.0007448,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,1999,22959.67,4644505,.0049434,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2000,122568.5,4786377,.0256078,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2001,263560.6,4987692,.0528422,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2002,665385,5669294,.1173665,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2003,1328940,5867000,.226511,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2004,1967570,6537004,.3009896,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2005,3222350,7462302,.4318172,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2006,4209762,8345974,.5044063,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2007,5006335,9431175,.5308284,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2008,6643353,1.04e+07,.63582,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2009,5577341,1.07e+07,.5233505,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2010,7701652,1.12e+07,.6863523,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2011,1.05e+07,1.16e+07,.9033527,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2012,1.22e+07,1.26e+07,.969246,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2013,1.32e+07,1.32e+07,.9974499,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2014,1.43e+07,1.38e+07,1.034615,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2015,1.40e+07,1.40e+07,1,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2016,1.65e+07,1.37e+07,1.206847,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2017,2.03e+07,1.37e+07,1.479802,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2018,2.56e+07,1.36e+07,1.882844,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2019,3.03e+07,1.36e+07,2.232916,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2020,3.17e+07,1.30e+07,2.432117,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2021,4.41e+07,1.33e+07,3.316831,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2022,5.22e+07,1.39e+07,3.762532,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2023,6.20e+07,1.40e+07,4.41665,Derived using data on nominal GDP from UN and the spliced real GDP with data from WDI
AGO,2024,8.07e+07,1.47e+07,5.503348,Derived using data on nominal GDP from IMF_IFS and the spliced real GDP with data from WDI
AGO,2025,9.94e+07,1.51e+07,6.591609,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AGO,2026,1.18e+08,1.56e+07,7.577037,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AGO,2027,1.36e+08,1.61e+07,8.461801,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AGO,2028,1.56e+08,1.66e+07,9.37526,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AGO,2029,1.79e+08,1.72e+07,10.41642,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced real GDP with data from IMF_WEO_forecast
AIA,1970,7.817934,111.5531,.0700826,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1971,9.016203,108.7659,.0828955,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1972,10.4103,121.3158,.0858116,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1973,12.00808,126.3857,.0950114,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1974,13.85868,126.1308,.1098755,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1975,15.99454,130.4466,.1226137,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1976,18.45649,132.4695,.1393263,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1977,21.30153,132.7191,.1605008,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1978,24.57865,142.6043,.1723556,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1979,28.36128,156.1681,.1816074,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1980,32.73083,163.7754,.1998519,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1981,37.76886,169.8696,.2223403,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1982,43.58466,167.9689,.2594806,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1983,50.29872,168.1066,.2992074,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1984,58.39017,175.5865,.3325436,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1985,73.24142,198.1638,.3696003,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1986,94.67424,223.4283,.4237344,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1987,118.0839,247.1911,.4777029,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1988,147.8058,285.6541,.5174293,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1989,183.9399,309.9392,.593471,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1990,204.1248,388.9848,.5247627,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1991,209.8442,318.3253,.6592133,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1992,228.0161,409.6986,.556546,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1993,248.6729,440.1211,.5650102,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1994,277.4786,475.3583,.5837252,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1995,280.0885,464.3268,.603214,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1996,296.4945,477.1463,.6213912,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1997,332.8604,529.4528,.6286876,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1998,377.1109,585.4804,.6441051,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,1999,401.6698,608.5724,.6600196,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2000,410.693,618.9962,.6634823,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2001,420.9641,624.3604,.6742326,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2002,423.1012,594.141,.7121225,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2003,460.5411,629.4853,.7316154,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2004,544.1625,717.4119,.7585078,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2005,617.7886,800.1167,.7721232,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2006,765.0447,945.9299,.8087752,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2007,957.2799,1065.861,.8981281,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2008,960.6457,1054.29,.9111782,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2009,765.4584,872.8881,.8769262,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2010,720.9688,830.6972,.8679081,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2011,790.2328,859.5759,.9193287,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2012,773.9076,816.4958,.9478403,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2013,773.5588,808.8083,.956418,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2014,853.6184,848.8903,1.00557,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2015,891.9136,891.9136,1,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2016,859.8061,852.6916,1.008344,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2017,752.9909,805.3154,.935026,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2018,860.5408,869.7117,.9894552,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2019,1025.034,927.0057,1.105747,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2020,705.7144,657.3014,1.073654,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2021,824.1168,728.0736,1.131914,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2022,1050.224,909.6949,1.15448,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
AIA,2023,1122.485,932.1413,1.204201,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
ALB,1952,8514.16,130173.7,.0654062,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1953,8744.042,138666.3,.0630582,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1954,8980.131,146836.4,.0611574,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1955,9222.594,159303.1,.0578934,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1956,9471.604,165531.1,.0572195,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1957,9727.336,180885.4,.0537762,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1958,9989.974,194062.7,.0514781,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1959,10259.7,209921.2,.0488741,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1960,10536.71,227497.1,.0463158,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1961,10821.2,236636.9,.0457291,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1962,11113.38,252038,.0440941,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1963,11413.44,268429.9,.0425192,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1964,11721.6,285702.2,.0410273,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1965,12038.08,304396.5,.0395474,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1966,12363.11,324227.6,.038131,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1967,12696.91,345606.4,.0367381,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1968,13039.73,368305.6,.0354046,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1969,13391.8,391981.9,.0341643,Derived using data on nominal GDP from IMF_GDD and the spliced real GDP with data from Maddison
ALB,1970,13753.38,416992.7,.0329823,Derived using data on nominal GDP from UN and the spliced real GDP with data from UN
