ISO3,year,gen_govdef_GDP,source,nGDP,gen_govdef
ABW,1995,-.834,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2477.24,-20.66018
ABW,1996,-2.343,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2588.317,-60.64427
ABW,1997,-2.102,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2873.346,-60.39774
ABW,1998,.114,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3123.795,3.561126
ABW,1999,.086,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3231.53,2.779115
ABW,2000,.645,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3353.48,21.62995
ABW,2001,-.835,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3394.658,-28.34539
ABW,2002,-3.169,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3511.7,-111.2858
ABW,2003,1.896,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3658.96,69.37388
ABW,2004,-8.531,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4036.147,-344.3237
ABW,2005,-2.957,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4224.43,-124.9164
ABW,2006,-2.541,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4420.91,-112.3353
ABW,2007,-1.046,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4792.98,-50.13457
ABW,2008,1.466,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5089.01,74.60488
ABW,2009,-2.631,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4571.29,-120.2706
ABW,2010,-3.487,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4391.94,-153.1469
ABW,2011,-6.429,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4721.77,-303.5626
ABW,2012,-8.955,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4681.22,-419.2033
ABW,2013,-6.048,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4882.85,-295.3148
ABW,2014,-7.459,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4995.62,-372.6233
ABW,2015,-1.475,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5303.6,-78.2281
ABW,2016,-1.455,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5340.71,-77.70733
ABW,2017,-2.587,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5535.45,-143.2021
ABW,2018,-2.641,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5864.37,-154.878
ABW,2019,-.243,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,6078.48,-14.77071
ABW,2020,-16.23,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4442.524,-721.0217
ABW,2021,-9.161,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5243.709,-480.3763
ABW,2022,-.465,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5870.025,-27.29562
ABW,2023,2.579962,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6530.946,168.4959
ABW,2024,2.35,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,7264.85,170.724
ABW,2025,1.904,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,7583.199,144.3841
ABW,2026,1.931,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,7851.985,151.6218
ABW,2027,1.743,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,8122.678,141.5783
ABW,2028,1.643,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,8400.995,138.0284
ABW,2029,1.483,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,8688.844,128.8556
AFG,2002,-.098,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,202531,-198.4804
AFG,2003,-2.102,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,238878.5,-5021.227
AFG,2004,-2.393,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,263344.1,-6301.824
AFG,2005,-.917,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,320476.5,-2938.77
AFG,2006,.684,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,364100.1,2490.445
AFG,2007,-2.462,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,499587,-12299.83
AFG,2008,-3.864,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,517377.4,-19991.46
AFG,2009,-1.761,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,600457.8,-10574.06
AFG,2010,.933,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,703502.6,6563.679
AFG,2011,-.672,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,837851.3,-5630.361
AFG,2012,.182,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1007959,1834.485
AFG,2013,-.631,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1102256,-6955.237
AFG,2014,-1.719,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1116353,-19190.1
AFG,2015,-1.378,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1143357,-15755.45
AFG,2016,.127,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1236815,1570.755
AFG,2017,-.673,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1294845,-8714.305
AFG,2018,1.634,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1359225,22209.73
AFG,2019,-1.058,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1505967,-15933.13
AFG,2020,-2.243,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1534966,-34429.28
AFG,2021,-.485,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1251172,-6068.183
AFG,2022,-.997,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1283441,-12795.91
AFG,2023,-1.358,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1357275,-18431.79
AGO,1996,5.216,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1117.154,58.27073
AGO,1997,-.269,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2342.345,-6.300908
AGO,1998,-5.924,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3385.27,-200.5434
AGO,1999,-9.399,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,22959.67,-2157.979
AGO,2000,2.021,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,122568.5,2477.109
AGO,2001,2.805,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,263560.6,7392.875
AGO,2002,-2.245,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,665385,-14937.89
AGO,2003,-4.102,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1328940,-54513.12
AGO,2004,1.032,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1967570,20305.32
AGO,2005,6.404,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3222350,206359.3
AGO,2006,8.415,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4209762,354251.5
AGO,2007,3.853,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5006335,192894.1
AGO,2008,-3.796,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,6643353,-252181.7
AGO,2009,-6.796,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5577341,-379036.1
AGO,2010,2.977,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7701652,229278.2
AGO,2011,7.195,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.05e+07,755542.8
AGO,2012,3.685,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.22e+07,450489.4
AGO,2013,-.27,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.32e+07,-35626.51
AGO,2014,-5.069,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.43e+07,-726076.4
AGO,2015,-2.575,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.40e+07,-359220
AGO,2016,-3.983,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.65e+07,-659169.2
AGO,2017,-5.747,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.03e+07,-1164474
AGO,2018,2.03,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.56e+07,520243.2
AGO,2019,.693,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3.03e+07,210189.9
AGO,2020,-1.659,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3.17e+07,-525915.8
AGO,2021,3.399,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4.41e+07,1500366
AGO,2022,1.739527,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,5.22e+07,907754.6
AGO,2023,-2.568365,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,6.20e+07,-1593159
AGO,2024,1.573,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,8.07e+07,1269594
AGO,2025,1.259,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,9.94e+07,1251045
AGO,2026,.909,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.18e+08,1072247
AGO,2027,.899,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.36e+08,1223657
AGO,2028,.768,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.56e+08,1197126
AGO,2029,-.185,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.79e+08,-331277.8
ALB,1997,-11.902,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,336480.8,-40047.95
ALB,1998,-9.926,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,393070,-39016.13
ALB,1999,-8.841,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,453512.3,-40095.02
ALB,2000,-7.772,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,516206.8,-40119.59
ALB,2001,-6.837,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,583125.1,-39868.27
ALB,2002,-6.212,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,633932.6,-39379.89
ALB,2003,-5.006,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,700711.6,-35077.63
ALB,2004,-5.163,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,760444.8,-39261.77
ALB,2005,-3.458,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,824594.6,-28514.48
ALB,2006,-3.263,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,897697.7,-29291.88
ALB,2007,-3.179,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1005281,-31957.89
ALB,2008,-4.884,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1112317,-54325.57
ALB,2009,-6.586,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1171607,-77162
ALB,2010,-3.52,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1256235,-44219.48
ALB,2011,-3.516,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1308998,-46024.37
ALB,2012,-3.441,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1324877,-45589.03
ALB,2013,-5.215,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1352247,-70519.67
ALB,2014,-5.458,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1402496,-76548.24
ALB,2015,-4.318,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1444802,-62386.55
ALB,2016,-1.498,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1488303,-22294.78
ALB,2017,-1.406,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1579056,-22201.52
ALB,2018,-1.62,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1660820,-26905.29
ALB,2019,-1.866,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1712037,-31946.61
ALB,2020,-6.7,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1655985,-110951
ALB,2021,-4.597,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1866672,-85810.91
ALB,2022,-3.281589,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,2149742,-70545.69
ALB,2023,-1.216454,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,2364276,-28760.32
ALB,2024,-2.194,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2517820,-55240.96
ALB,2025,-2.583,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2668823,-68935.7
ALB,2026,-2.64,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2831995,-74764.68
ALB,2027,-2.651,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3015590,-79943.28
ALB,2028,-2.578,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3212191,-82810.29
ALB,2029,-2.43,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3422070,-83156.29
AND,2001,.658,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1728.691,11.37479
AND,2002,.978,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1865.833,18.24785
AND,2003,1.764,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2092.49,36.91152
AND,2004,1.855,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2331.566,43.25055
AND,2005,-.081,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2540.884,-2.058116
AND,2006,-1.436,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2755.127,-39.56362
AND,2007,-2.828,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2887.768,-81.66608
AND,2008,-3.192,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2789.261,-89.03322
AND,2009,-3.51,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2644.839,-92.83383
AND,2010,-.349,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2602.312,-9.082069
AND,2011,.405,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2607.221,10.55925
AND,2012,-1.653,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2481.846,-41.02492
AND,2013,3.36,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2404.538,80.79249
AND,2014,2.143,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2462.69,52.77545
AND,2015,1.654,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2514.508,41.58997
AND,2016,4.068,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2616.862,106.4539
AND,2017,3.338,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2655.758,88.64922
AND,2018,2.671,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2725.27,72.79195
AND,2019,2.306,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2818.422,64.99282
AND,2020,-1.057,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2531.087,-26.75359
AND,2021,-1.163,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2810.965,-32.69153
AND,2022,4.844,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3210.31,155.5074
AND,2023,2.197521,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,3500.58,76.92597
AND,2024,1.704,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3732.37,63.59959
AND,2025,1.473,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3877.107,57.10979
AND,2026,1.483,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4012.606,59.50694
AND,2027,1.427,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4142.972,59.12021
AND,2028,1.509,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4277.444,64.54662
AND,2029,1.43,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4414.996,63.13443
ARE,1991,3.89,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,191720.8,7457.938
ARE,1992,3.337,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,201714.1,6731.2
ARE,1993,-2.886,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,206868.9,-5970.237
ARE,1994,-1.784,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,220554.2,-3934.686
ARE,1995,3.583,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,244498.8,8760.39
ARE,1996,.917,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,273609.4,2508.999
ARE,1997,6.711,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,293199.8,19676.63
ARE,1998,.996,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,281546.1,2804.199
ARE,1999,1.306,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,314178.6,4103.172
ARE,2000,10.66,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,388186.8,41380.72
ARE,2001,1.205,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,384370.3,4631.662
ARE,2002,-1.238,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,408570.4,-5058.102
ARE,2003,2.352,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,462629.8,10881.05
ARE,2004,6.4,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,549979.1,35198.66
ARE,2005,15.987,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,671985.6,107430.3
ARE,2006,20.15,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,826382.6,166516.1
ARE,2007,17.126,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,959575.3,164336.9
ARE,2008,17.638,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1187600,209468.8
ARE,2009,-6.127,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,965761.2,-59172.19
ARE,2010,.532,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1102444,5865.003
ARE,2011,5.166,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1325158,68457.67
ARE,2012,8.771,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1412481,123888.7
ARE,2013,2.67347,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1469803,39294.73
ARE,2014,1.911038,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1520802,29063.11
ARE,2015,-3.363277,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1359837,-45735.07
ARE,2016,-2.420858,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1356090,-32829.02
ARE,2017,-.1986072,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1434173,-2848.371
ARE,2018,3.818468,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1568339,59886.52
ARE,2019,2.570799,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1535067,39463.49
ARE,2020,-2.468,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1283440,-31675.29
ARE,2021,3.051174,Derived using data on general government deficit to GDP from AMF and the spliced GDP,1524744,46522.59
ARE,2022,9.974,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1846283,184148.3
ARE,2023,5.913517,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1888144,111655.7
ARE,2024,4.802,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1995455,95821.73
ARE,2025,4.354,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2081540,90630.25
ARE,2026,4.235,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2203056,93299.44
ARE,2027,4.17,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2330998,97202.59
ARE,2028,4.108,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2465774,101294
ARE,2029,4.067,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2609172,106115
ARG,1865,-.78599,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.96e-11,-2.33e-13
ARG,1866,-2.09111,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.64e-11,-5.52e-13
ARG,1867,-1.07971,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.40e-11,-2.59e-13
ARG,1868,-1.79772,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.46e-11,-4.42e-13
ARG,1869,-1.60891,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.55e-11,-4.11e-13
ARG,1870,-2.73512,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.69e-11,-7.36e-13
ARG,1871,-5.53736,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.69e-11,-1.49e-12
ARG,1872,-1.18293,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.92e-11,-3.46e-13
ARG,1873,-1.39318,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.08e-11,-4.29e-13
ARG,1874,-2.59377,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.06e-11,-7.95e-13
ARG,1875,-3.08305,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.25e-11,-1.00e-12
ARG,1876,-4.15362,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.62e-11,-1.50e-12
ARG,1877,-1.67669,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.35e-11,-7.30e-13
ARG,1878,-1.08495,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.51e-11,-4.89e-13
ARG,1879,-1.0898,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.51e-11,-4.92e-13
ARG,1880,-2.14978,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.25e-11,-9.14e-13
ARG,1881,-2.30827,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.15e-11,-9.57e-13
ARG,1882,-5.41596,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.01e-11,-2.71e-12
ARG,1883,-4.18548,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.36e-11,-2.24e-12
ARG,1884,-4.06794,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.83e-11,-2.37e-12
ARG,1885,-2.66807,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.95e-11,-1.85e-12
ARG,1886,-2.38812,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,7.08e-11,-1.69e-12
ARG,1887,.35467,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.42e-11,3.34e-13
ARG,1888,-.6863699,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.11e-10,-7.60e-13
ARG,1889,-2.876659,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.23e-10,-3.54e-12
ARG,1890,-1.81723,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.29e-10,-2.35e-12
ARG,1891,-4.48423,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.27e-10,-5.69e-12
ARG,1892,-1.33005,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.57e-10,-2.09e-12
ARG,1893,.0603399,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.72e-10,1.04e-13
ARG,1894,-1.06352,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.06e-10,-2.19e-12
ARG,1895,-1.59317,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.36e-10,-3.75e-12
ARG,1896,-4.18935,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.69e-10,-1.13e-11
ARG,1897,-1.45674,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.00e-10,-2.92e-12
ARG,1898,-9.31258,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.98e-10,-1.84e-11
ARG,1899,-.3984499,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.10e-10,-8.35e-13
ARG,1900,-.4178801,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.00e-10,-8.34e-13
ARG,1901,-.5432997,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.11e-10,-1.14e-12
ARG,1902,-2.20091,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.23e-10,-4.90e-12
ARG,1903,-.2532897,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.47e-10,-6.26e-13
ARG,1904,.15446,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.70e-10,4.18e-13
ARG,1905,-3.523099,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.28e-10,-1.16e-11
ARG,1906,-.3249497,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.53e-10,-1.15e-12
ARG,1907,-.2002602,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.64e-10,-7.28e-13
ARG,1908,.2788796,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.11e-10,1.14e-12
ARG,1909,-2.57127,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.34e-10,-1.12e-11
ARG,1910,-2.235149,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.81e-10,-1.07e-11
ARG,1911,-2.18726,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.81e-10,-1.05e-11
ARG,1912,-.7756901,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.51e-10,-4.28e-12
ARG,1913,-.6117902,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.63e-10,-3.44e-12
ARG,1914,-3.02506,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.08e-10,-1.54e-11
ARG,1915,-2.63756,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.49e-10,-1.45e-11
ARG,1916,-2.13053,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.87e-10,-1.25e-11
ARG,1917,-2.18347,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.50e-10,-1.42e-11
ARG,1918,-1.13567,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.08e-10,-1.03e-11
ARG,1919,-.30406,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.26e-10,-2.81e-12
ARG,1920,.1986299,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.10e-09,2.19e-12
ARG,1921,-.9855304,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.53e-10,-9.39e-12
ARG,1922,-1.86314,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.01e-10,-1.68e-11
ARG,1923,-.9313898,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.01e-09,-9.39e-12
ARG,1924,-.6786599,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.14e-09,-7.72e-12
