ISO3,year,gen_govdef_GDP,source,nGDP,gen_govdef
KGZ,2017,-3.733,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,548227.2,-20465.32
KGZ,2018,-.59,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,594931,-3510.093
KGZ,2019,-.074,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,654015.2,-483.9713
KGZ,2020,-3.062,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,639688.6,-19587.27
KGZ,2021,-.707,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,782854.3,-5534.78
KGZ,2022,-.294,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1020745,-3000.989
KGZ,2023,2.699286,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1228899,33171.5
KGZ,2024,.499,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1403510,7003.513
KGZ,2025,-1.324,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1547208,-20485.03
KGZ,2026,-2.114,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1690988,-35747.49
KGZ,2027,-2.954,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1864235,-55069.5
KGZ,2028,-3.429,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2037500,-69865.87
KGZ,2029,-4.111,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2227133,-91557.43
KHM,1996,-7.531,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9201921,-692996.7
KHM,1997,-3.704,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.01e+07,-375783
KHM,1998,-5.354,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.18e+07,-634213.4
KHM,1999,-3.793,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.37e+07,-518258.8
KHM,2000,-4.763,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.45e+07,-692496.3
KHM,2001,-4.946,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.62e+07,-801624.4
KHM,2002,-6.073,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.77e+07,-1072950
KHM,2003,-5.694,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.02e+07,-1147664
KHM,2004,-3.231,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.40e+07,-776348.7
KHM,2005,-.342,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.93e+07,-100119.5
KHM,2006,-.15,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3.44e+07,-51594.16
KHM,2007,.62,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4.07e+07,252443.9
KHM,2008,.428,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4.99e+07,213508.8
KHM,2009,-3.978,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5.30e+07,-2109614
KHM,2010,-3.09,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5.75e+07,-1775828
KHM,2011,-3.757,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,6.52e+07,-2450454
KHM,2012,-3.567,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7.16e+07,-2554156
KHM,2013,-2.011,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7.93e+07,-1593861
KHM,2014,-1.245,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,8.90e+07,-1107956
KHM,2015,-.647,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9.78e+07,-632612.6
KHM,2016,-.292,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.07e+08,-313683.8
KHM,2017,-.763,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.18e+08,-898834.6
KHM,2018,.278,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.33e+08,369444
KHM,2019,2.188,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.46e+08,3197395
KHM,2020,-2.528,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.41e+08,-3561079
KHM,2021,-5.177,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.48e+08,-7673558
KHM,2022,-.288,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.63e+08,-468013.3
KHM,2023,-2.542201,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1.76e+08,-4475163
KHM,2024,-2.277,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.91e+08,-4347802
KHM,2025,-2.103,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.08e+08,-4369125
KHM,2026,-2.009,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.27e+08,-4560391
KHM,2027,-1.945,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.48e+08,-4819624
KHM,2028,-1.89,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.70e+08,-5107473
KHM,2029,-1.762,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.95e+08,-5190864
KIR,1990,-4.62,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,46.80251,-2.162276
KIR,1991,3.874,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,52.95208,2.051363
KIR,1992,.789,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,83.72964,.6606268
KIR,1993,6.267,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,86.69485,5.433166
KIR,1994,.741,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,91.71504,.6796085
KIR,1995,-5.143,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,92.53876,-4.759269
KIR,1996,-20.246,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,104.0907,-21.0742
KIR,1997,5.919,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,108.0677,6.396526
KIR,1998,14.583,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,119.237,17.38834
KIR,1999,-1.811,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,119.8483,-2.170452
KIR,2000,-.029,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,129.2077,-.0374702
KIR,2001,-10.875,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,125.5497,-13.65353
KIR,2002,3.128,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,137.5708,4.303216
KIR,2003,-8.933,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,148.1866,-13.23751
KIR,2004,-19.202,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,141.531,-27.17677
KIR,2005,-9.957,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,149.143,-14.85017
KIR,2006,-12.271,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,149.1823,-18.30616
KIR,2007,-12.473,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,164.9856,-20.57866
KIR,2008,-15.829,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,175.2715,-27.74373
KIR,2009,-8.564,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,179.7339,-15.39241
KIR,2010,-7.796,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,180.3761,-14.06212
KIR,2011,-17.555,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,189.9858,-33.352
KIR,2012,-5.426,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,199.9223,-10.84778
KIR,2013,11.757,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,208.9615,24.5676
KIR,2014,34.973,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,222.1913,77.70696
KIR,2015,42.518,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,254.9828,108.4136
KIR,2016,20.102,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,277.7434,55.83198
KIR,2017,34.085,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,290.7989,99.1188
KIR,2018,5.182,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,312.5389,16.19576
KIR,2019,10.822,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,312.1349,33.77924
KIR,2020,3.537,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,320.9836,11.35319
KIR,2021,-10.615,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,379.7448,-40.30991
KIR,2022,-9.867487,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,389.3076,-38.41488
KIR,2023,-1.462703,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,434.4143,-6.354189
KIR,2024,-22.388,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,466.522,-104.4449
KIR,2025,-14.927,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,497.2926,-74.23087
KIR,2026,-12.996,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,523.1002,-67.9821
KIR,2027,-14.011,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,546.9226,-76.62933
KIR,2028,-15.647,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,567.7672,-88.83853
KIR,2029,-16.245,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,590.597,-95.94248
KNA,1980,-6.468,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,184.84,-11.95545
KNA,1981,-4.444,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,218.4,-9.705695
KNA,1982,-4.595,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,232.26,-10.67235
KNA,1983,-3.997,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,234.56,-9.375363
KNA,1984,-4.777,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,266.23,-12.71781
KNA,1985,-8.411,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,299.72,-25.20945
KNA,1986,-4.265,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,352.85,-15.04905
KNA,1987,-15.227,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,398.92,-60.74355
KNA,1988,-7.51,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,466.27,-35.01688
KNA,1989,-2.993,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,519.8,-15.55761
KNA,1990,.62,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,586.6,3.63692
KNA,1991,.919,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,595.46,5.472278
KNA,1992,.498,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,653.77,3.255775
KNA,1993,.244,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,712.14,1.737622
KNA,1994,.791,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,796.93,6.303716
KNA,1995,.899,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,846.41,7.609226
KNA,1996,-2.267,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,901.65,-20.4404
KNA,1997,-2.333,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1010.52,-23.57543
KNA,1998,-5.128,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1033.76,-53.01121
KNA,1999,-11.119,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1096.71,-121.9432
KNA,2000,-13.334,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1181.14,-157.4932
KNA,2001,-10.866,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1294.23,-140.631
KNA,2002,-11.713,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1348.31,-157.9276
KNA,2003,-5.657,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1304.99,-73.82329
KNA,2004,-6.598,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1423.5,-93.92253
KNA,2005,-3.449,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1549.7,-53.44915
KNA,2006,-1.368,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1816.75,-24.85314
KNA,2007,-1.03,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1936.27,-19.94358
KNA,2008,-1.569,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2099.77,-32.94539
KNA,2009,-1.227,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2090.54,-25.65093
KNA,2010,-4.145,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2102.54,-87.15028
KNA,2011,1.597,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2257.45,36.05148
KNA,2012,4.319,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2228.53,96.25021
KNA,2013,10.93,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2362.22,258.1906
KNA,2014,8.516,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2573.56,219.1644
KNA,2015,5.659,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2584.5,146.2569
KNA,2016,3.763,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2718.41,102.2938
KNA,2017,1.679,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2853.84,47.91598
KNA,2018,1.796,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2906.68,52.20397
KNA,2019,-.702,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2991.21,-20.99829
KNA,2020,-3.057,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2386.59,-72.95805
KNA,2021,5.406,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2318.28,125.3262
KNA,2022,-3.965229,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2649.86,-105.073
KNA,2023,.9212797,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2856.32,26.3147
KNA,2024,-4.126,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2909.233,-120.035
KNA,2025,-3.843,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3072.046,-118.0587
KNA,2026,-3.86,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3254.397,-125.6197
KNA,2027,-3.884,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3423.722,-132.9774
KNA,2028,-3.911,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3593.047,-140.5241
KNA,2029,-4.236,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3770.746,-159.7288
KOR,1953,-4.141701,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,50519.71,-2092.375
KOR,1954,-10.3246,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,69917.59,-7218.71
KOR,1955,-10.5697,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,120543.9,-12741.13
KOR,1956,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,159979.1,
KOR,1957,-10.05161,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,208580.4,-20965.69
KOR,1958,-10.01864,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,216680.6,-21708.45
KOR,1959,-6.5166,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,230216.5,-15002.28
KOR,1960,-5.180499,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,259100.1,-13422.68
KOR,1961,-9.475599,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,312857.2,-29645.09
KOR,1962,-7.8188,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,379400.3,-29664.55
KOR,1963,-4.3185,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,537716.1,-23221.27
KOR,1964,-4.095551,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,767034.1,-31414.27
KOR,1965,-3.42896,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,862135.6,-29562.29
KOR,1966,-4.2689,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1105484,-47192
KOR,1967,-2.8708,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1362189,-39105.71
KOR,1968,-2.3633,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1755505,-41487.86
KOR,1969,-2.8486,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2294476,-65360.45
KOR,1970,2.63e-16,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2900021,7.63e-12
KOR,1971,-1.015388,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,3565141,-36200
KOR,1972,-2.422369,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,4425420,-107200
KOR,1973,-2.227958,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5731705,-127700
KOR,1974,-1.679814,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,8197335,-137700
KOR,1975,-3.89079,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.09e+07,-425400
KOR,1976,-1.061433,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.50e+07,-159300
KOR,1977,-1.819525,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.93e+07,-351100
KOR,1978,-.348863,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.61e+07,-90999.99
KOR,1979,-.1877944,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,3.36e+07,-63100
KOR,1980,-1.290959,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,4.12e+07,-531800
KOR,1981,-3.45296,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5.15e+07,-1778500
KOR,1982,-.6701455,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5.94e+07,-398100
KOR,1983,.6816079,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,7.06e+07,481200
KOR,1984,1.12494,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,8.15e+07,916800
KOR,1985,.6242564,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,9.14e+07,570499.9
KOR,1986,1.062135,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.07e+08,1134300
KOR,1987,1.983385,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.26e+08,2503000
KOR,1988,2.52626,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.51e+08,3824600
KOR,1989,2.047188,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.72e+08,3519800
KOR,1990,2.394255,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.08e+08,4979400
KOR,1991,.9978596,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.51e+08,2509100
KOR,1992,.8725717,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.88e+08,2511300
KOR,1993,1.354681,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,3.27e+08,4427600
KOR,1994,2.425696,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,3.86e+08,9369700
KOR,1995,2.688696,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,4.53e+08,1.22e+07
KOR,1996,2.926368,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5.09e+08,1.49e+07
KOR,1997,2.228663,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5.62e+08,1.25e+07
KOR,1998,.2428008,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5.57e+08,1352600
KOR,1999,1.352659,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,6.13e+08,8296200
KOR,2000,4.018025,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,6.76e+08,2.72e+07
KOR,2001,2.805152,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,7.33e+08,2.06e+07
KOR,2002,3.002255,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,8.13e+08,2.44e+07
KOR,2003,-2.057468,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,8.68e+08,-1.79e+07
KOR,2004,-.0751311,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,9.43e+08,-708400
KOR,2005,1.300565,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,9.95e+08,1.29e+07
KOR,2006,1.893612,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.05e+09,1.98e+07
KOR,2007,3.773878,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.13e+09,4.28e+07
KOR,2008,2.017419,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.20e+09,2.43e+07
KOR,2009,-1.26848,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.26e+09,-1.59e+07
KOR,2010,.8138111,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.38e+09,1.12e+07
KOR,2011,.9047716,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.45e+09,1.31e+07
KOR,2012,.9368008,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.50e+09,1.41e+07
KOR,2013,1.182198,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.57e+09,1.86e+07
KOR,2014,1.119241,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.64e+09,1.83e+07
KOR,2015,1.091818,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.74e+09,1.90e+07
KOR,2016,2.06883,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.83e+09,3.79e+07
KOR,2017,2.48716,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,1.93e+09,4.81e+07
KOR,2018,2.852408,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.01e+09,5.72e+07
KOR,2019,.9055646,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.04e+09,1.85e+07
KOR,2020,-2.575203,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.06e+09,-5.30e+07
KOR,2021,-.3149358,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.22e+09,-6997600
KOR,2022,-.0080429,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.32e+09,-186900
KOR,2023,-.7070246,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.40e+09,-1.70e+07
KOR,2024,-3.140953,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.56e+09,-8.05e+07
KOR,2025,-2.795164,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.68e+09,-7.48e+07
KOR,2026,-2.149058,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,2.79e+09,-5.99e+07
KOR,2027,-.004,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.91e+09,-116261.9
KOR,2028,.038,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3.02e+09,1148090
KOR,2029,.037,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,3.13e+09,1159496
KWT,1985,28.92,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,6450,1865.34
KWT,1986,37.402,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5203,1946.026
KWT,1987,23.006,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,6233,1433.964
KWT,1988,27.167,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5773,1568.351
KWT,1989,29.391,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7143,2099.399
KWT,1990,-49.612,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5328,-2643.327
KWT,1991,-143.534,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3131,-4494.049
KWT,1992,-27.886,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5826,-1624.638
KWT,1993,-3.253,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7231,-235.2244
KWT,1994,1.723,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7380,127.1574
KWT,1995,11.756,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7925,931.663
KWT,1996,24.197,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9429,2281.535
KWT,1997,29.273,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9207,2695.165
KWT,1998,19.298,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,7907,1525.893
KWT,1999,27.803,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9170,2549.535
KWT,2000,51.927,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,11570,6007.954
KWT,2001,44.625,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,10700,4774.875
KWT,2002,30.628,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,11590,3549.785
KWT,2003,26.792,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,14267,3822.415
KWT,2004,31.963,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,17516,5598.639
KWT,2005,38.257,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,23593,9025.974
KWT,2006,27.09,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,29470,7983.423
KWT,2007,35.96,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,32581,11716.13
KWT,2008,23.964,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,39620,9494.537
KWT,2009,33.587,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,30496,10242.69
KWT,2010,35.315,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,33079,11681.85
KWT,2011,40.961,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,42512,17413.34
KWT,2012,43.613,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,48722,21249.13
KWT,2013,26.13388,Derived using data on general government deficit to GDP from AMF and the spliced GDP,49392.1,12908.08
KWT,2014,7.584336,Derived using data on general government deficit to GDP from AMF and the spliced GDP,46285,3510.41
KWT,2015,19.3774,Derived using data on general government deficit to GDP from AMF and the spliced GDP,34473,6679.972
KWT,2016,-12.32468,Derived using data on general government deficit to GDP from AMF and the spliced GDP,33055.7,-4074.008
KWT,2017,-16.79259,Derived using data on general government deficit to GDP from AMF and the spliced GDP,36610.57,-6147.864
KWT,2018,-13.77049,Derived using data on general government deficit to GDP from AMF and the spliced GDP,41865.09,-5765.026
KWT,2019,-1.406363,Derived using data on general government deficit to GDP from AMF and the spliced GDP,42765.55,-601.4387
KWT,2020,-12.52611,Derived using data on general government deficit to GDP from AMF and the spliced GDP,34005.79,-4259.604
KWT,2021,8.471,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,44781.71,3793.458
KWT,2022,30.406,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,56331.69,17128.21
KWT,2023,29.91847,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,50287.68,15045.3
KWT,2024,25.56,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,48640.98,12432.63
KWT,2025,25.344,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,48679.14,12337.24
