ISO3,year,inv,source,USDfx,inv_USD
ABW,1970,104.832,Derived using data on investment from UN and the spliced USD exchange rate,1.79,58.56538
ABW,1971,110.4204,Derived using data on investment from UN and the spliced USD exchange rate,1.79,61.68739
ABW,1972,116.3068,Derived using data on investment from UN and the spliced USD exchange rate,1.79,64.97585
ABW,1973,122.5068,Derived using data on investment from UN and the spliced USD exchange rate,1.79,68.43957
ABW,1974,129.0374,Derived using data on investment from UN and the spliced USD exchange rate,1.79,72.08796
ABW,1975,135.9163,Derived using data on investment from UN and the spliced USD exchange rate,1.79,75.93089
ABW,1976,143.1615,Derived using data on investment from UN and the spliced USD exchange rate,1.79,79.97849
ABW,1977,150.7934,Derived using data on investment from UN and the spliced USD exchange rate,1.79,84.24211
ABW,1978,158.8322,Derived using data on investment from UN and the spliced USD exchange rate,1.79,88.73309
ABW,1979,167.2979,Derived using data on investment from UN and the spliced USD exchange rate,1.79,93.46252
ABW,1980,176.2181,Derived using data on investment from UN and the spliced USD exchange rate,1.79,98.44585
ABW,1981,185.6127,Derived using data on investment from UN and the spliced USD exchange rate,1.79,103.6942
ABW,1982,195.4997,Derived using data on investment from UN and the spliced USD exchange rate,1.79,109.2177
ABW,1983,205.935,Derived using data on investment from UN and the spliced USD exchange rate,1.79,115.0475
ABW,1984,216.9098,Derived using data on investment from UN and the spliced USD exchange rate,1.79,121.1787
ABW,1985,228.4345,Derived using data on investment from UN and the spliced USD exchange rate,1.79,127.617
ABW,1986,240.7035,Derived using data on investment from UN and the spliced USD exchange rate,1.79,134.4712
ABW,1987,289.391,Derived using data on investment from UN and the spliced USD exchange rate,1.79,161.6709
ABW,1988,353.7538,Derived using data on investment from UN and the spliced USD exchange rate,1.79,197.6278
ABW,1989,413.2391,Derived using data on investment from UN and the spliced USD exchange rate,1.79,230.8598
ABW,1990,453.6086,Derived using data on investment from UN and the spliced USD exchange rate,1.79,253.4126
ABW,1991,516.3123,Derived using data on investment from UN and the spliced USD exchange rate,1.79,288.4426
ABW,1992,573.1016,Derived using data on investment from UN and the spliced USD exchange rate,1.79,320.1685
ABW,1993,638.0641,Derived using data on investment from UN and the spliced USD exchange rate,1.79,356.4604
ABW,1994,733.6679,Derived using data on investment from UN and the spliced USD exchange rate,1.79,409.8704
ABW,1995,761.6073,Derived using data on investment from UN and the spliced USD exchange rate,1.79,425.4789
ABW,1996,727.4591,Derived using data on investment from UN and the spliced USD exchange rate,1.79,406.4017
ABW,1997,858.8777,Derived using data on investment from UN and the spliced USD exchange rate,1.79,479.82
ABW,1998,977.8789,Derived using data on investment from UN and the spliced USD exchange rate,1.79,546.3011
ABW,1999,985.3398,Derived using data on investment from UN and the spliced USD exchange rate,1.79,550.4692
ABW,2000,854.94,Derived using data on investment from UN and the spliced USD exchange rate,1.79,477.6201
ABW,2001,814.69,Derived using data on investment from UN and the spliced USD exchange rate,1.79,455.1341
ABW,2002,935.165,Derived using data on investment from UN and the spliced USD exchange rate,1.79,522.4385
ABW,2003,1056.77,Derived using data on investment from UN and the spliced USD exchange rate,1.79,590.3743
ABW,2004,1148.34,Derived using data on investment from UN and the spliced USD exchange rate,1.79,641.5307
ABW,2005,1400.84,Derived using data on investment from UN and the spliced USD exchange rate,1.79,782.5922
ABW,2006,1526.06,Derived using data on investment from UN and the spliced USD exchange rate,1.79,852.5475
ABW,2007,1521.61,Derived using data on investment from UN and the spliced USD exchange rate,1.79,850.0615
ABW,2008,1633.729,Derived using data on investment from UN and the spliced USD exchange rate,1.79,912.6978
ABW,2009,1355.03,Derived using data on investment from UN and the spliced USD exchange rate,1.79,757.0001
ABW,2010,1242.18,Derived using data on investment from UN and the spliced USD exchange rate,1.79,693.9553
ABW,2011,1294.55,Derived using data on investment from UN and the spliced USD exchange rate,1.79,723.2123
ABW,2012,1101.14,Derived using data on investment from UN and the spliced USD exchange rate,1.79,615.162
ABW,2013,1163.38,Derived using data on investment from UN and the spliced USD exchange rate,1.79,649.933
ABW,2014,1154.56,Derived using data on investment from UN and the spliced USD exchange rate,1.79,645.0056
ABW,2015,1142.34,Derived using data on investment from UN and the spliced USD exchange rate,1.79,638.1788
ABW,2016,1098.85,Derived using data on investment from UN and the spliced USD exchange rate,1.79,613.8827
ABW,2017,1137.6,Derived using data on investment from UN and the spliced USD exchange rate,1.79,635.5307
ABW,2018,1313.72,Derived using data on investment from UN and the spliced USD exchange rate,1.79,733.9218
ABW,2019,1363.92,Derived using data on investment from UN and the spliced USD exchange rate,1.79,761.9665
ABW,2020,1074.148,Derived using data on investment from UN and the spliced USD exchange rate,1.79,600.0829
ABW,2021,1142.509,Derived using data on investment from UN and the spliced USD exchange rate,1.79,638.2731
ABW,2022,1227.864,Derived using data on investment from UN and the spliced USD exchange rate,1.79,685.9574
ABW,2023,1401.606,Derived using data on investment from UN and the spliced USD exchange rate,1.79,783.0204
ABW,2024,1755.85,Derived using data on investment from WDI and the spliced USD exchange rate,1.79,980.9219
AFG,1960,3.899866,Derived using data on investment from WDI and the spliced USD exchange rate,17.19656,.2267817
AFG,1961,4.099859,Derived using data on investment from WDI and the spliced USD exchange rate,17.19656,.2384115
AFG,1962,4.699839,Derived using data on investment from WDI and the spliced USD exchange rate,17.19656,.2733011
AFG,1963,4.799835,Derived using data on investment from WDI and the spliced USD exchange rate,35.10965,.1367099
AFG,1964,4.999827,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1292204
AFG,1965,5.099822,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1318047
AFG,1966,5.299815,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1369735
AFG,1967,3.899864,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1007918
AFG,1968,3.99986,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1033762
AFG,1969,4.099857,Derived using data on investment from WDI and the spliced USD exchange rate,38.69226,.1059606
AFG,1970,4.29985,Derived using data on investment from UN and the spliced USD exchange rate,38.69226,.1111295
AFG,1971,4.499842,Derived using data on investment from UN and the spliced USD exchange rate,38.69226,.1162983
AFG,1972,4.699836,Derived using data on investment from UN and the spliced USD exchange rate,38.69226,.1214671
AFG,1973,5.6998,Derived using data on investment from UN and the spliced USD exchange rate,38.69226,.1473111
AFG,1974,8.499703,Derived using data on investment from UN and the spliced USD exchange rate,38.37871,.2214692
AFG,1975,10.39964,Derived using data on investment from UN and the spliced USD exchange rate,34.92963,.2977311
AFG,1976,15.69945,Derived using data on investment from UN and the spliced USD exchange rate,34.92963,.4494594
AFG,1977,16.49942,Derived using data on investment from UN and the spliced USD exchange rate,34.92963,.4723618
AFG,1978,20.59928,Derived using data on investment from UN and the spliced USD exchange rate,34.92963,.5897365
AFG,1979,21.52926,Derived using data on investment from UN and the spliced USD exchange rate,33.84616,.6360915
AFG,1980,21.21354,Derived using data on investment from UN and the spliced USD exchange rate,34.36946,.6172206
AFG,1981,23.17183,Derived using data on investment from UN and the spliced USD exchange rate,38.56166,.6009034
AFG,1982,23.18645,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.59034
AFG,1983,22.9273,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5837419
AFG,1984,22.73733,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5789052
AFG,1985,22.42618,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5709832
AFG,1986,22.4269,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5710015
AFG,1987,19.51088,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.496758
AFG,1988,17.99459,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.4581524
AFG,1989,22.57639,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5748077
AFG,1990,24.46503,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.6228935
AFG,1991,22.37044,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.569564
AFG,1992,23.07052,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.5873884
AFG,1993,17.53705,Derived using data on investment from UN and the spliced USD exchange rate,39.27643,.4465032
AFG,1994,115.9045,Derived using data on investment from UN and the spliced USD exchange rate,38.81846,2.985809
AFG,1995,344.6559,Derived using data on investment from UN and the spliced USD exchange rate,36.56715,9.425288
AFG,1996,989.2943,Derived using data on investment from UN and the spliced USD exchange rate,47.5,20.82725
AFG,1997,1135.76,Derived using data on investment from UN and the spliced USD exchange rate,47.5,23.91073
AFG,1998,1086.508,Derived using data on investment from UN and the spliced USD exchange rate,47.5,22.87386
AFG,1999,15626.04,Derived using data on investment from UN and the spliced USD exchange rate,46.61953,335.1823
AFG,2000,20420.42,Derived using data on investment from UN and the spliced USD exchange rate,47.35757,431.1966
AFG,2001,23382.6,Derived using data on investment from UN and the spliced USD exchange rate,47.50002,492.265
AFG,2002,22875,Derived using data on investment from UN and the spliced USD exchange rate,47.263,483.9938
AFG,2003,26079.29,Derived using data on investment from UN and the spliced USD exchange rate,48.76275,534.8199
AFG,2004,41304.3,Derived using data on investment from UN and the spliced USD exchange rate,47.84531,863.2883
AFG,2005,58966.41,Derived using data on investment from UN and the spliced USD exchange rate,49.4946,1191.371
AFG,2006,71623.97,Derived using data on investment from UN and the spliced USD exchange rate,49.92533,1434.622
AFG,2007,74331.77,Derived using data on investment from UN and the spliced USD exchange rate,49.96202,1487.766
AFG,2008,64574.21,Derived using data on investment from UN and the spliced USD exchange rate,50.24961,1285.069
AFG,2009,77013.23,Derived using data on investment from UN and the spliced USD exchange rate,50.325,1530.318
AFG,2010,92436.27,Derived using data on investment from UN and the spliced USD exchange rate,46.45246,1989.911
AFG,2011,110912.3,Derived using data on investment from UN and the spliced USD exchange rate,46.74701,2372.606
AFG,2012,153445.6,Derived using data on investment from UN and the spliced USD exchange rate,50.9214,3013.381
AFG,2013,165352.5,Derived using data on investment from UN and the spliced USD exchange rate,55.3775,2985.915
AFG,2014,160056.1,Derived using data on investment from UN and the spliced USD exchange rate,57.2475,2795.861
AFG,2015,165788.2,Derived using data on investment from UN and the spliced USD exchange rate,61.14346,2711.463
AFG,2016,158244.1,Derived using data on investment from UN and the spliced USD exchange rate,67.86609,2331.711
AFG,2017,179625.8,Derived using data on investment from UN and the spliced USD exchange rate,68.0269,2640.511
AFG,2018,193869.3,Derived using data on investment from UN and the spliced USD exchange rate,72.08324,2689.519
AFG,2019,189245.6,Derived using data on investment from UN and the spliced USD exchange rate,77.73795,2434.404
AFG,2020,175840,Derived using data on investment from UN and the spliced USD exchange rate,76.81354,2289.18
AFG,2021,162485.9,Derived using data on investment from UN and the spliced USD exchange rate,82.52611,1968.903
AFG,2022,213929.8,Derived using data on investment from UN and the spliced USD exchange rate,90.54264,2362.752
AFG,2023,205645,Derived using data on investment from UN and the spliced USD exchange rate,82.67624,2487.353
AGO,1970,.000027,Derived using data on investment from UN and the spliced USD exchange rate,2.86e-08,944.0559
AGO,1971,.000028,Derived using data on investment from UN and the spliced USD exchange rate,2.82e-08,992.9078
AGO,1972,.000027,Derived using data on investment from UN and the spliced USD exchange rate,2.71e-08,996.3099
AGO,1973,.00003,Derived using data on investment from UN and the spliced USD exchange rate,2.45e-08,1224.49
AGO,1974,.000035,Derived using data on investment from UN and the spliced USD exchange rate,2.54e-08,1377.953
AGO,1975,.000026,Derived using data on investment from UN and the spliced USD exchange rate,2.56e-08,1015.625
AGO,1976,.000028,Derived using data on investment from UN and the spliced USD exchange rate,2.94e-08,952.3809
AGO,1977,.000032,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1070.234
AGO,1978,.000036,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1204.013
AGO,1979,.000039,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1304.348
AGO,1980,.000049,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1638.796
AGO,1981,.00005,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1672.241
AGO,1982,.000056,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1872.91
AGO,1983,.000049,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1638.796
AGO,1984,.000051,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1705.686
AGO,1985,.000049,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1638.796
AGO,1986,.000046,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1538.462
AGO,1987,.000054,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1806.02
AGO,1988,.000046,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1538.462
AGO,1989,.000045,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1505.017
AGO,1990,.000048,Derived using data on investment from UN and the spliced USD exchange rate,2.99e-08,1605.351
AGO,1991,.000111,Derived using data on investment from UN and the spliced USD exchange rate,5.51e-08,2014.519
AGO,1992,.00018,Derived using data on investment from UN and the spliced USD exchange rate,2.51e-07,715.9905
AGO,1993,.003996,Derived using data on investment from UN and the spliced USD exchange rate,2.66e-06,1502.143
AGO,1994,.136866,Derived using data on investment from UN and the spliced USD exchange rate,.0000595,2299.689
AGO,1995,5.100329,Derived using data on investment from UN and the spliced USD exchange rate,.0027502,1854.51
AGO,1996,387.6523,Derived using data on investment from UN and the spliced USD exchange rate,.1280292,3027.844
AGO,1997,596.361,Derived using data on investment from UN and the spliced USD exchange rate,.2290401,2603.741
AGO,1998,1191.615,Derived using data on investment from UN and the spliced USD exchange rate,.3928235,3033.461
AGO,1999,6327.685,Derived using data on investment from UN and the spliced USD exchange rate,2.790706,2267.414
AGO,2000,14352.77,Derived using data on investment from UN and the spliced USD exchange rate,10.04054,1429.481
AGO,2001,35317.12,Derived using data on investment from UN and the spliced USD exchange rate,22.05786,1601.113
AGO,2002,202897,Derived using data on investment from UN and the spliced USD exchange rate,43.5302,4661.063
AGO,2003,404677,Derived using data on investment from UN and the spliced USD exchange rate,74.6063,5424.167
AGO,2004,607855,Derived using data on investment from UN and the spliced USD exchange rate,83.54136,7276.097
AGO,2005,887970,Derived using data on investment from UN and the spliced USD exchange rate,87.15914,10187.92
AGO,2006,980907,Derived using data on investment from UN and the spliced USD exchange rate,80.36807,12205.18
AGO,2007,1288159,Derived using data on investment from UN and the spliced USD exchange rate,76.70615,16793.43
AGO,2008,2046422,Derived using data on investment from UN and the spliced USD exchange rate,75.03336,27273.5
AGO,2009,2388265,Derived using data on investment from UN and the spliced USD exchange rate,79.32816,30106.15
AGO,2010,2171659,Derived using data on investment from UN and the spliced USD exchange rate,91.90572,23629.2
AGO,2011,2774806,Derived using data on investment from UN and the spliced USD exchange rate,93.93475,29539.72
AGO,2012,3260098,Derived using data on investment from UN and the spliced USD exchange rate,95.46796,34148.61
AGO,2013,3449566,Derived using data on investment from UN and the spliced USD exchange rate,96.51828,35740.02
AGO,2014,3939128,Derived using data on investment from UN and the spliced USD exchange rate,98.30241,40071.52
AGO,2015,4771347,Derived using data on investment from UN and the spliced USD exchange rate,120.0607,39741.12
AGO,2016,4503916,Derived using data on investment from UN and the spliced USD exchange rate,163.6564,27520.56
AGO,2017,4889354,Derived using data on investment from UN and the spliced USD exchange rate,165.916,29468.86
AGO,2018,4579529,Derived using data on investment from UN and the spliced USD exchange rate,252.8557,18111.23
AGO,2019,5372203,Derived using data on investment from UN and the spliced USD exchange rate,364.8258,14725.39
AGO,2020,4193869,Derived using data on investment from UN and the spliced USD exchange rate,578.2588,7252.582
AGO,2021,4521986,Derived using data on investment from UN and the spliced USD exchange rate,631.442,7161.364
AGO,2022,5183384,Derived using data on investment from UN and the spliced USD exchange rate,460.5675,11254.34
AGO,2023,6012919,Derived using data on investment from UN and the spliced USD exchange rate,685.0203,8777.724
AGO,2024,6618161,Derived using data on investment from WDI and the spliced USD exchange rate,869.8462,7608.426
AGO,2025,8161659,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,1033.824,7894.633
AGO,2026,9706387,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,1170.313,8293.84
AGO,2027,1.11e+07,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,1258.678,8847.937
AGO,2028,1.27e+07,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,1357.476,9329.456
AGO,2029,1.44e+07,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,1464.037,9853.145
AIA,1970,3.578981,Derived using data on investment from UN and the spliced USD exchange rate,2.003376,1.786475
AIA,1971,4.126374,Derived using data on investment from UN and the spliced USD exchange rate,1.964366,2.100614
AIA,1972,4.7691,Derived using data on investment from UN and the spliced USD exchange rate,1.921872,2.481487
AIA,1973,5.505817,Derived using data on investment from UN and the spliced USD exchange rate,1.959219,2.81021
AIA,1974,6.34949,Derived using data on investment from UN and the spliced USD exchange rate,2.053232,3.092437
AIA,1975,7.301678,Derived using data on investment from UN and the spliced USD exchange rate,2.169796,3.365145
AIA,1976,8.434917,Derived using data on investment from UN and the spliced USD exchange rate,2.614671,3.225996
AIA,1977,9.806643,Derived using data on investment from UN and the spliced USD exchange rate,2.7,3.63209
AIA,1978,11.31815,Derived using data on investment from UN and the spliced USD exchange rate,2.7,4.191908
AIA,1979,12.94442,Derived using data on investment from UN and the spliced USD exchange rate,2.7,4.79423
AIA,1980,14.67211,Derived using data on investment from UN and the spliced USD exchange rate,2.7,5.434115
AIA,1981,17.35647,Derived using data on investment from UN and the spliced USD exchange rate,2.7,6.428322
AIA,1982,20.79662,Derived using data on investment from UN and the spliced USD exchange rate,2.7,7.70245
AIA,1983,23.19068,Derived using data on investment from UN and the spliced USD exchange rate,2.7,8.589139
AIA,1984,25.46016,Derived using data on investment from UN and the spliced USD exchange rate,2.7,9.429688
AIA,1985,29.84853,Derived using data on investment from UN and the spliced USD exchange rate,2.7,11.05501
AIA,1986,48.84603,Derived using data on investment from UN and the spliced USD exchange rate,2.7,18.09112
AIA,1987,66.74152,Derived using data on investment from UN and the spliced USD exchange rate,2.7,24.71908
AIA,1988,56.25214,Derived using data on investment from UN and the spliced USD exchange rate,2.7,20.83413
AIA,1989,74.9024,Derived using data on investment from UN and the spliced USD exchange rate,2.7,27.74163
AIA,1990,78.61987,Derived using data on investment from UN and the spliced USD exchange rate,2.7,29.11847
AIA,1991,68.87608,Derived using data on investment from UN and the spliced USD exchange rate,2.7,25.50966
AIA,1992,75.68075,Derived using data on investment from UN and the spliced USD exchange rate,2.7,28.02991
AIA,1993,63.66219,Derived using data on investment from UN and the spliced USD exchange rate,2.7,23.57859
AIA,1994,69.42381,Derived using data on investment from UN and the spliced USD exchange rate,2.7,25.71252
AIA,1995,76.71593,Derived using data on investment from UN and the spliced USD exchange rate,2.7,28.41331
AIA,1996,85.93439,Derived using data on investment from UN and the spliced USD exchange rate,2.7,31.82755
AIA,1997,84.88061,Derived using data on investment from UN and the spliced USD exchange rate,2.7,31.43726
AIA,1998,126.3703,Derived using data on investment from UN and the spliced USD exchange rate,2.7,46.80382
AIA,1999,166.321,Derived using data on investment from UN and the spliced USD exchange rate,2.7,61.60038
AIA,2000,167.9867,Derived using data on investment from UN and the spliced USD exchange rate,2.7,62.21731
AIA,2001,132.584,Derived using data on investment from UN and the spliced USD exchange rate,2.7,49.10517
AIA,2002,99.7243,Derived using data on investment from UN and the spliced USD exchange rate,2.7,36.93493
AIA,2003,115.7694,Derived using data on investment from UN and the spliced USD exchange rate,2.7,42.87757
AIA,2004,179.1873,Derived using data on investment from UN and the spliced USD exchange rate,2.7,66.36568
AIA,2005,216.4367,Derived using data on investment from UN and the spliced USD exchange rate,2.7,80.16174
AIA,2006,305.2216,Derived using data on investment from UN and the spliced USD exchange rate,2.7,113.0451
AIA,2007,497.2376,Derived using data on investment from UN and the spliced USD exchange rate,2.7,184.1621
AIA,2008,551.2468,Derived using data on investment from UN and the spliced USD exchange rate,2.7,204.1655
AIA,2009,227.6029,Derived using data on investment from UN and the spliced USD exchange rate,2.7,84.29738
AIA,2010,174.1134,Derived using data on investment from UN and the spliced USD exchange rate,2.7,64.48646
AIA,2011,122.5359,Derived using data on investment from UN and the spliced USD exchange rate,2.7,45.38367
AIA,2012,138.687,Derived using data on investment from UN and the spliced USD exchange rate,2.7,51.36556
AIA,2013,150.6822,Derived using data on investment from UN and the spliced USD exchange rate,2.7,55.80821
AIA,2014,210.5617,Derived using data on investment from UN and the spliced USD exchange rate,2.7,77.98582
AIA,2015,224.7015,Derived using data on investment from UN and the spliced USD exchange rate,2.7,83.22278
AIA,2016,178.938,Derived using data on investment from UN and the spliced USD exchange rate,2.7,66.27333
AIA,2017,164.5005,Derived using data on investment from UN and the spliced USD exchange rate,2.7,60.92611
AIA,2018,393.172,Derived using data on investment from UN and the spliced USD exchange rate,2.7,145.6193
AIA,2019,199.847,Derived using data on investment from UN and the spliced USD exchange rate,2.7,74.01739
AIA,2020,187.7715,Derived using data on investment from UN and the spliced USD exchange rate,2.7,69.54501
AIA,2021,221.606,Derived using data on investment from UN and the spliced USD exchange rate,2.7,82.07629
AIA,2022,295.1746,Derived using data on investment from UN and the spliced USD exchange rate,2.7,109.3239
AIA,2023,329.5366,Derived using data on investment from UN and the spliced USD exchange rate,2.7,122.0506
ALB,1970,3916.943,Derived using data on investment from UN and the spliced USD exchange rate,5,783.3885
ALB,1971,4028.388,Derived using data on investment from UN and the spliced USD exchange rate,5,805.6776
ALB,1972,4142.476,Derived using data on investment from UN and the spliced USD exchange rate,5,828.4952
ALB,1973,4268.063,Derived using data on investment from UN and the spliced USD exchange rate,5,853.6125
ALB,1974,4382.108,Derived using data on investment from UN and the spliced USD exchange rate,5,876.4217
ALB,1975,4504.493,Derived using data on investment from UN and the spliced USD exchange rate,5,900.8986
ALB,1976,4668.071,Derived using data on investment from UN and the spliced USD exchange rate,5,933.6141
ALB,1977,4742.766,Derived using data on investment from UN and the spliced USD exchange rate,5,948.5532
ALB,1978,4892.521,Derived using data on investment from UN and the spliced USD exchange rate,5,978.5042
ALB,1979,5193.772,Derived using data on investment from UN and the spliced USD exchange rate,6.167123,842.1709
ALB,1980,4969.961,Derived using data on investment from UN and the spliced USD exchange rate,7,709.9944
ALB,1981,5370.749,Derived using data on investment from UN and the spliced USD exchange rate,7,767.2499
ALB,1982,6180.873,Derived using data on investment from UN and the spliced USD exchange rate,7,882.9818
ALB,1983,5663.267,Derived using data on investment from UN and the spliced USD exchange rate,7,809.0381
ALB,1984,4971.86,Derived using data on investment from UN and the spliced USD exchange rate,7,710.2657
ALB,1985,5386.895,Derived using data on investment from UN and the spliced USD exchange rate,7,769.5563
ALB,1986,5181.752,Derived using data on investment from UN and the spliced USD exchange rate,7,740.2503
ALB,1987,4574.872,Derived using data on investment from UN and the spliced USD exchange rate,7,653.5531
ALB,1988,4721.13,Derived using data on investment from UN and the spliced USD exchange rate,6.67,707.8156
ALB,1989,5628.127,Derived using data on investment from UN and the spliced USD exchange rate,6.13,918.1284
ALB,1990,3901.51,Derived using data on investment from UN and the spliced USD exchange rate,7.745833,503.6914
ALB,1991,1103.585,Derived using data on investment from UN and the spliced USD exchange rate,16.24583,67.93036
ALB,1992,2416.676,Derived using data on investment from UN and the spliced USD exchange rate,75.0325,32.20839
ALB,1993,15166.18,Derived using data on investment from UN and the spliced USD exchange rate,102.0625,148.597
ALB,1994,30257.35,Derived using data on investment from UN and the spliced USD exchange rate,94.62334,319.7663
ALB,1995,44237.4,Derived using data on investment from EUS and the spliced USD exchange rate,92.6975,477.2232
ALB,1996,71478.7,Derived using data on investment from EUS and the spliced USD exchange rate,104.4989,684.0138
ALB,1997,66484.5,Derived using data on investment from EUS and the spliced USD exchange rate,148.9329,446.4057
ALB,1998,89579,Derived using data on investment from EUS and the spliced USD exchange rate,150.6171,594.7466
ALB,1999,110074.3,Derived using data on investment from EUS and the spliced USD exchange rate,137.3497,801.4166
ALB,2000,175717.5,Derived using data on investment from EUS and the spliced USD exchange rate,143.8199,1221.788
ALB,2001,222917.3,Derived using data on investment from EUS and the spliced USD exchange rate,143.559,1552.792
ALB,2002,244541.6,Derived using data on investment from EUS and the spliced USD exchange rate,140.1912,1744.344
ALB,2003,257316.2,Derived using data on investment from EUS and the spliced USD exchange rate,121.8555,2111.651
ALB,2004,276284.4,Derived using data on investment from EUS and the spliced USD exchange rate,102.7803,2688.106
ALB,2005,316515.6,Derived using data on investment from EUS and the spliced USD exchange rate,99.86993,3169.278
ALB,2006,335191,Derived using data on investment from EUS and the spliced USD exchange rate,98.10376,3416.699
ALB,2007,358572.5,Derived using data on investment from EUS and the spliced USD exchange rate,90.42789,3965.287
ALB,2008,370464.7,Derived using data on investment from EUS and the spliced USD exchange rate,83.89858,4415.625
ALB,2009,380074.5,Derived using data on investment from EUS and the spliced USD exchange rate,94.97861,4001.685
ALB,2010,408183.8,Derived using data on investment from EUS and the spliced USD exchange rate,103.937,3927.223
ALB,2011,442933.6,Derived using data on investment from EUS and the spliced USD exchange rate,100.895,4390.043
ALB,2012,393687.7,Derived using data on investment from EUS and the spliced USD exchange rate,108.184,3639.057
ALB,2013,392917.5,Derived using data on investment from EUS and the spliced USD exchange rate,105.6687,3718.392
ALB,2014,396973.5,Derived using data on investment from EUS and the spliced USD exchange rate,105.4792,3763.523
ALB,2015,401849.5,Derived using data on investment from EUS and the spliced USD exchange rate,125.9608,3190.273
ALB,2016,399078.8,Derived using data on investment from EUS and the spliced USD exchange rate,124.1409,3214.725
ALB,2017,436728.8,Derived using data on investment from EUS and the spliced USD exchange rate,119.0995,3666.925
ALB,2018,450502.5,Derived using data on investment from EUS and the spliced USD exchange rate,107.9879,4171.787
ALB,2019,432931.9,Derived using data on investment from EUS and the spliced USD exchange rate,109.8508,3941.089
ALB,2020,434171.9,Derived using data on investment from EUS and the spliced USD exchange rate,108.6494,3996.083
ALB,2021,535217.1,Derived using data on investment from EUS and the spliced USD exchange rate,103.5184,5170.261
ALB,2022,576181.5,Derived using data on investment from EUS and the spliced USD exchange rate,113.0434,5096.994
ALB,2023,554171.3,Derived using data on investment from EUS and the spliced USD exchange rate,100.5974,5508.803
ALB,2024,628233.7,Derived using data on investment from EUS and the spliced USD exchange rate,93.09167,6748.548
ALB,2025,709162.9,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,92.6119,7657.362
ALB,2026,791889.2,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,91.96022,8611.215
ALB,2027,863157.9,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,91.96412,9385.812
ALB,2028,940398,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,91.98216,10223.7
ALB,2029,1034039,Derived using data on investment from IMF_WEO_forecast and the spliced USD exchange rate,91.98843,11240.96
AND,1970,11.86856,Derived using data on investment from UN and the spliced USD exchange rate,.4207085,28.2109
AND,1971,12.31456,Derived using data on investment from UN and the spliced USD exchange rate,.4175151,29.49489
AND,1972,15.14033,Derived using data on investment from UN and the spliced USD exchange rate,.386279,39.19532
AND,1973,19.17954,Derived using data on investment from UN and the spliced USD exchange rate,.3501501,54.7752
AND,1974,26.06304,Derived using data on investment from UN and the spliced USD exchange rate,.3467028,75.17401
AND,1975,28.93257,Derived using data on investment from UN and the spliced USD exchange rate,.3450225,83.85705
AND,1976,32.86239,Derived using data on investment from UN and the spliced USD exchange rate,.4020946,81.728
AND,1977,38.6856,Derived using data on investment from UN and the spliced USD exchange rate,.4565398,84.73653
AND,1978,43.40979,Derived using data on investment from UN and the spliced USD exchange rate,.4607829,94.20877
AND,1979,49.50396,Derived using data on investment from UN and the spliced USD exchange rate,.4034294,122.7079
AND,1980,59.32262,Derived using data on investment from UN and the spliced USD exchange rate,.4309372,137.6596
AND,1981,62.01349,Derived using data on investment from UN and the spliced USD exchange rate,.5548654,111.7631
