ISO3,year,gen_govexp_GDP,source,nGDP,gen_govexp
BEL,1960,24.08496,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,14641.74,3526.458
BEL,1961,22.41594,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,15548.94,3485.442
BEL,1962,22.79157,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,16622.39,3788.504
BEL,1963,23.42833,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,17881.06,4189.233
BEL,1964,22.83153,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,20013.36,4569.355
BEL,1965,23.77475,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,21811.91,5185.725
BEL,1966,25.48463,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,23419.65,5968.413
BEL,1967,25.8488,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,25102.38,6488.663
BEL,1968,27.04677,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,26840.6,7259.514
BEL,1969,26.87224,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,29771.69,8000.319
BEL,1970,43.26204,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,33102.33,14320.74
BEL,1971,44.55576,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,36266.12,16158.65
BEL,1972,45.97256,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,40599.2,18664.49
BEL,1973,45.67701,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,46130.06,21070.83
BEL,1974,45.13847,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,54105.54,24422.41
BEL,1975,50.98326,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,59878.8,30528.17
BEL,1976,51.28549,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,68055.98,34902.85
BEL,1977,53.08773,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,73603.26,39074.3
BEL,1978,54.66376,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,79043.16,43207.96
BEL,1979,56.83121,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,84538.07,48044.01
BEL,1980,56.89696,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,91938.57,52310.25
BEL,1981,63.22308,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,96393.51,60942.95
BEL,1982,60.88199,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,104307.8,63504.7
BEL,1983,63.26838,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,110506,69915.37
BEL,1984,59.39215,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,119389.9,70908.2
BEL,1985,59.09444,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,126978.3,75037.09
BEL,1986,58.238,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,132908.8,77403.44
BEL,1987,56.27142,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,138264.5,77803.4
BEL,1988,54.48555,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,147935.6,80603.55
BEL,1989,52.86591,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,160411.1,84802.8
BEL,1990,52.84695,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,170096.8,89890.98
BEL,1991,54.02154,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,178197.6,96265.07
BEL,1992,54.25962,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,187121,101531.1
BEL,1993,55.40456,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,192721.4,106776.4
BEL,1994,53.03729,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,203106.9,107722.4
BEL,1995,52.64482,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,210489.1,110811.6
BEL,1996,53.05214,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,214287.1,113683.9
BEL,1997,51.60166,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,224101.5,115640.1
BEL,1998,50.95932,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,232623.8,118543.5
BEL,1999,50.49672,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,242307.6,122357.4
BEL,2000,49.39831,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,256376.4,126645.6
BEL,2001,49.37939,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,264334.8,130526.9
BEL,2002,49.90355,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,273255.9,136364.4
BEL,2003,51.04737,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,281200.2,143545.3
BEL,2004,49.3189,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,296819.7,146388.2
BEL,2005,51.86197,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,310037.6,160791.6
BEL,2006,48.78939,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,325151.4,158639.4
BEL,2007,48.56293,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,343618.9,166871.4
BEL,2008,50.77534,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,351743,178598.7
BEL,2009,54.53039,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,347734.9,189621.2
BEL,2010,53.90246,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,363242.4,195796.6
BEL,2011,55.02726,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,378745.4,208413.2
BEL,2012,56.24507,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,387935,218194.3
BEL,2013,55.90207,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,394616.2,220598.6
BEL,2014,55.41655,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,404958.3,224413.9
BEL,2015,53.88094,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,415538,223895.8
BEL,2016,53.37833,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,428467.1,228708.6
BEL,2017,52.25433,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,443407.1,231699.4
BEL,2018,52.45103,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,459491.8,241008.2
BEL,2019,51.75136,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,479445,248119.3
BEL,2020,58.45296,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,463751,271076.2
BEL,2021,54.93075,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,506023.1,277962.3
BEL,2022,52.24078,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,563543.6,294399.6
BEL,2023,53.25911,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,596320.5,317595
BEL,2024,54.45853,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,613923.4,334333.7
BEL,2025,54.35081,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,637611.5,346547
BEL,2026,54.01741,Derived using data on general government expenditure to GDP from OECD_EO and the spliced GDP,661009.3,357060.1
BEL,2027,54.1034,Derived using data on general government expenditure to GDP from AMECO and the spliced GDP,683632.8,369868.6
BEL,2028,54.38334,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,703480.8,382576.3
BEL,2029,54.71252,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,724878.9,396599.5
BEN,1989,17.08,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,517656,88415.64
BEN,1990,18.122,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,542609.8,98331.73
BEN,1991,17.226,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,569818.4,98156.91
BEN,1992,18.402,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,604419.6,111225.3
BEN,1993,16.378,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,654908.5,107260.9
BEN,1994,18.531,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,902190.4,167184.9
BEN,1995,20.196,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1170413,236376.5
BEN,1996,18.151,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1411348,256173.8
BEN,1997,17.349,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1672671,290191.6
BEN,1998,14.884,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1978532,294484.8
BEN,1999,10.746,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2263338,243218.3
BEN,2000,15.641,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2499926,391013.3
BEN,2001,15.447,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2685133,414772.4
BEN,2002,15.284,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2909672,444714.2
BEN,2003,13.686,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3102021,424542.6
BEN,2004,13.36,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3264365,436119.2
BEN,2005,14.139,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3462851,489612.5
BEN,2006,13.006,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3674800,477944.5
BEN,2007,15.809,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3909982,618129.1
BEN,2008,14.549,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4365330,635111.9
BEN,2009,16.997,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4580012,778464.6
BEN,2010,14.076,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4718034,664110.4
BEN,2011,14.728,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,5039213,742175.2
BEN,2012,14.236,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,5688292,809785.2
BEN,2013,14.894,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6182559,920830.3
BEN,2014,14.225,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6559333,933065.1
BEN,2015,18.153,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6732814,1222208
BEN,2016,15.428,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,7005230,1080767
BEN,2017,17.785,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,7375302,1311698
BEN,2018,16.568,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,7922004,1312518
BEN,2019,14.601,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,8432248,1231193
BEN,2020,19.071,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,9008810,1718070
BEN,2021,19.855,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,9809694,1947715
BEN,2022,19.864,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.09e+07,2156140
BEN,2023,19.17006,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,1.19e+07,2287927
BEN,2024,18.947,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.30e+07,2457425
BEN,2025,18.61,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.41e+07,2623168
BEN,2026,18.956,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.53e+07,2894791
BEN,2027,19.357,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.65e+07,3202072
BEN,2028,19.751,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.79e+07,3533151
BEN,2029,20.157,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.93e+07,3898828
BFA,1985,11.47,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,792557.3,90906.33
BFA,1986,16.31,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,801306.7,130693.1
BFA,1987,19.232,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,809260.7,155637
BFA,1988,16.209,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,885391.6,143513.1
BFA,1989,14.183,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,948114.4,134471.1
BFA,1990,18.422,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,959477.3,176754.9
BFA,1991,16.969,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1004929,170526.3
BFA,1992,16.75,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1009587,169105.9
BFA,1993,17.865,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1029472,183915.2
BFA,1994,17.83,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1195711,213195.2
BFA,1995,19.435,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1349563,262287.6
BFA,1996,19.752,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1503438,296959.2
BFA,1997,20.026,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1623283,325078.5
BFA,1998,19.741,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1880221,371174.3
BFA,1999,21.394,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2086188,446319
BFA,2000,19.827,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2108160,417984.9
BFA,2001,19.66,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2336621,459379.6
BFA,2002,19.467,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2512872,489180.8
BFA,2003,17.598,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2749159,483797
BFA,2004,20.257,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2874883,582365
BFA,2005,20.217,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3240716,655175.5
BFA,2006,21.878,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3420540,748345.8
BFA,2007,22.838,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3649928,833570.6
BFA,2008,18.591,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4215341,783673.9
BFA,2009,21.519,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4444601,956433.6
BFA,2010,21.655,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,5002182,1083223
BFA,2011,20.436,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,5692823,1163385
BFA,2012,22.668,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6413106,1453723
BFA,2013,25.261,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6640135,1677365
BFA,2014,20.928,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6884467,1440781
BFA,2015,20.359,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6995311,1424175
BFA,2016,21.633,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,7605123,1645216
BFA,2017,26.262,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,8191299,2151199
BFA,2018,24.192,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,8826081,2135206
BFA,2019,23.437,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,9393802,2201626
BFA,2020,24.542,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.02e+07,2503841
BFA,2021,27.886,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.09e+07,3045954
BFA,2022,32.435,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.17e+07,3807640
BFA,2023,19.9611,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,1.23e+07,2460864
BFA,2024,27.535,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.35e+07,3720653
BFA,2025,27.47,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.46e+07,4012819
BFA,2026,27.141,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.57e+07,4253611
BFA,2027,26.884,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.68e+07,4518228
BFA,2028,27.122,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.80e+07,4889418
BFA,2029,27.297,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,1.93e+07,5280184
BGD,1980,10.987,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,258534.6,28405.19
BGD,1981,10.291,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,305194.7,31407.59
BGD,1982,10.579,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,341567.6,36134.44
BGD,1983,10.603,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,387952.2,41134.57
BGD,1984,9.443,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,468388.7,44229.94
BGD,1985,9.325,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,536629.6,50040.71
BGD,1986,9.848,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,614821.7,60547.64
BGD,1987,9.488,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,711053.8,67464.78
BGD,1988,9.317,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,787453.7,73367.06
BGD,1989,9.601,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,869823.4,83511.74
BGD,1990,9.138,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,972647.8,88880.55
BGD,1991,8.862,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1100327,97511.01
BGD,1992,8.797,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1195420,105161.1
BGD,1993,9.739,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1253700,122097.8
BGD,1994,10.048,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1354120,136062
BGD,1995,10.462,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1525180,159564.3
BGD,1996,9.791,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1663240,162847.8
BGD,1997,9.889,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1807010,178695.2
BGD,1998,9.821,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2001770,196593.8
BGD,1999,8.658,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2196970,190213.7
BGD,2000,9.756,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2370860,231301.1
BGD,2001,10.73,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2535460,272054.8
BGD,2002,10.356,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2732010,282927
BGD,2003,10.152,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3005801,305148.9
BGD,2004,9.885,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3329731,329143.9
BGD,2005,10.263,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3707070,380456.6
BGD,2006,10.127,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,4823370,488462.7
BGD,2007,9.627,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,5598183,538937
BGD,2008,11.54,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,6518029,752180.6
BGD,2009,10.576,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,7443223,787195.3
BGD,2010,10.601,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,8572786,908801
BGD,2011,11.534,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.00e+07,1156131
BGD,2012,11.695,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.18e+07,1375283
BGD,2013,12.088,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.36e+07,1644537
BGD,2014,11.748,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.55e+07,1823889
BGD,2015,11.503,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,1.78e+07,2051335
BGD,2016,11.601,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2.08e+07,2408160
BGD,2017,12.235,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2.32e+07,2843790
BGD,2018,12.95,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2.64e+07,3417826
BGD,2019,13.552,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,2.95e+07,3999776
BGD,2020,13.308,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3.17e+07,4219261
BGD,2021,12.917,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3.53e+07,4559940
BGD,2022,13.035,Derived using data on general government expenditure to GDP from IMF_WEO and the spliced GDP,3.97e+07,5177133
BGD,2023,12.78515,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,4.49e+07,5741610
BGD,2024,13.479,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,5.00e+07,6743077
BGD,2025,13.326,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,5.77e+07,7685634
BGD,2026,14.645,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,6.55e+07,9590318
BGD,2027,14.874,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,7.39e+07,1.10e+07
BGD,2028,15.134,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,8.31e+07,1.26e+07
BGD,2029,15.301,Derived using data on general government expenditure to GDP from IMF_WEO_forecast and the spliced GDP,9.33e+07,1.43e+07
BGR,1924,14.592,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0719996,.0105062
BGR,1925,13.7816,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0818177,.0112758
BGR,1926,11.2892,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0801814,.0090518
BGR,1927,12.6336,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0867268,.0109567
BGR,1928,14.7395,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0916359,.0135067
BGR,1929,18.6593,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0916359,.0170986
BGR,1930,16.9043,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0801814,.0135541
BGR,1931,14.6516,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.073636,.0107888
BGR,1932,14.318,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0638178,.0091374
BGR,1933,15.2683,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0589088,.0089944
BGR,1934,12.0383,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0572724,.0068946
BGR,1935,15.3646,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0605451,.0093025
BGR,1936,15.4675,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0654542,.0101241
BGR,1937,15.0792,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0769087,.0115972
BGR,1938,14.1314,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0834541,.0117932
BGR,1939,14.0508,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.0965449,.0135653
BGR,1940,14.2851,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.1063631,.0151941
BGR,1941,18.4528,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.1456356,.0268738
BGR,1942,23.0123,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.1996353,.0459407
BGR,1943,13.4049,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.2650895,.035535
BGR,1944,10.1324,Derived using data on general government expenditure to GDP from IMF_FPP and the spliced GDP,.4090887,.0414505
BGR,1945,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,.4679975,
BGR,1946,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,.5465425,
BGR,1947,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,,
BGR,1948,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,2.580531,
BGR,1949,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,2.708167,
BGR,1950,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,3.071438,
BGR,1951,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,3.853615,
BGR,1952,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,3.997615,
BGR,1953,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,4.549066,
BGR,1954,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,4.431248,
BGR,1955,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,4.61452,
BGR,1956,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,4.491794,
BGR,1957,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,5.251062,
BGR,1958,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,5.704332,
BGR,1959,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,6.905416,
BGR,1960,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,7.345596,
BGR,1961,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,7.717049,
BGR,1962,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,8.440317,
BGR,1963,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,9.28795,
BGR,1964,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,10.15194,
BGR,1965,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,10.85885,
BGR,1966,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,11.90284,
BGR,1967,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,12.85029,
BGR,1968,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,14.00065,
BGR,1969,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,15.29992,
BGR,1970,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,15.29992,
BGR,1971,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,15.12556,
BGR,1972,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,16.33153,
BGR,1973,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,17.65375,
BGR,1974,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,19.01955,
BGR,1975,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,20.76313,
BGR,1976,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,22.0127,
BGR,1977,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,22.50671,
BGR,1978,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,27.22237,
BGR,1979,,Derived using data on general government expenditure to GDP from IMF_GFS and the spliced GDP,31.93803,
