ISO3,year,finv,source,nGDP,finv_GDP
ABW,1970,103.7065,Derived using data on fixed investment from UN and the spliced GDP,353.7469,.2931658
ABW,1971,109.2349,Derived using data on fixed investment from UN and the spliced GDP,372.6045,.2931659
ABW,1972,115.058,Derived using data on fixed investment from UN and the spliced GDP,392.4673,.2931658
ABW,1973,121.1915,Derived using data on fixed investment from UN and the spliced GDP,413.389,.2931658
ABW,1974,127.6521,Derived using data on fixed investment from UN and the spliced GDP,435.4261,.293166
ABW,1975,134.4569,Derived using data on fixed investment from UN and the spliced GDP,458.6378,.2931658
ABW,1976,141.6245,Derived using data on fixed investment from UN and the spliced GDP,483.0869,.2931656
ABW,1977,149.1748,Derived using data on fixed investment from UN and the spliced GDP,508.8394,.2931667
ABW,1978,157.1261,Derived using data on fixed investment from UN and the spliced GDP,535.9647,.293165
ABW,1979,165.5022,Derived using data on fixed investment from UN and the spliced GDP,564.536,.293165
ABW,1980,174.3279,Derived using data on fixed investment from UN and the spliced GDP,594.6304,.2931702
ABW,1981,183.6145,Derived using data on fixed investment from UN and the spliced GDP,626.329,.2931597
ABW,1982,193.4061,Derived using data on fixed investment from UN and the spliced GDP,659.7175,.293165
ABW,1983,203.7307,Derived using data on fixed investment from UN and the spliced GDP,694.8858,.2931859
ABW,1984,214.549,Derived using data on fixed investment from UN and the spliced GDP,731.9289,.2931283
ABW,1985,226.0268,Derived using data on fixed investment from UN and the spliced GDP,770.9467,.2931809
ABW,1986,238.1309,Derived using data on fixed investment from UN and the spliced GDP,812.0444,.2932486
ABW,1987,286.0851,Derived using data on fixed investment from UN and the spliced GDP,976.5489,.2929553
ABW,1988,350.3906,Derived using data on fixed investment from UN and the spliced GDP,1194.491,.2933388
ABW,1989,408.6389,Derived using data on fixed investment from UN and the spliced GDP,1392.525,.2934517
ABW,1990,447.425,Derived using data on fixed investment from UN and the spliced GDP,1531.882,.2920753
ABW,1991,514.3792,Derived using data on fixed investment from UN and the spliced GDP,1746.681,.2944894
ABW,1992,563.9508,Derived using data on fixed investment from UN and the spliced GDP,1919.568,.2937905
ABW,1993,624.5386,Derived using data on fixed investment from UN and the spliced GDP,2168.944,.2879459
ABW,1994,752.8377,Derived using data on fixed investment from UN and the spliced GDP,2495.054,.301732
ABW,1995,722.5946,Derived using data on fixed investment from UN and the spliced GDP,2477.24,.2916935
ABW,1996,699.9122,Derived using data on fixed investment from UN and the spliced GDP,2588.317,.2704121
ABW,1997,836.0063,Derived using data on fixed investment from UN and the spliced GDP,2873.346,.2909521
ABW,1998,920.255,Derived using data on fixed investment from UN and the spliced GDP,3123.795,.2945952
ABW,1999,971.1498,Derived using data on fixed investment from UN and the spliced GDP,3231.53,.3005233
ABW,2000,806.41,Derived using data on fixed investment from UN and the spliced GDP,3353.48,.2404696
ABW,2001,767.61,Derived using data on fixed investment from UN and the spliced GDP,3394.658,.2261229
ABW,2002,881.75,Derived using data on fixed investment from UN and the spliced GDP,3511.7,.2510892
ABW,2003,980.01,Derived using data on fixed investment from UN and the spliced GDP,3658.96,.2678384
ABW,2004,1073.34,Derived using data on fixed investment from UN and the spliced GDP,4036.147,.2659318
ABW,2005,1338.58,Derived using data on fixed investment from UN and the spliced GDP,4224.43,.3168664
ABW,2006,1462.03,Derived using data on fixed investment from UN and the spliced GDP,4420.91,.3307079
ABW,2007,1446.76,Derived using data on fixed investment from UN and the spliced GDP,4792.98,.3018498
ABW,2008,1554.87,Derived using data on fixed investment from UN and the spliced GDP,5089.01,.3055349
ABW,2009,1265.17,Derived using data on fixed investment from UN and the spliced GDP,4571.29,.2767643
ABW,2010,1171.21,Derived using data on fixed investment from UN and the spliced GDP,4391.94,.2666726
ABW,2011,1221.08,Derived using data on fixed investment from UN and the spliced GDP,4721.77,.2586064
ABW,2012,1025.63,Derived using data on fixed investment from UN and the spliced GDP,4681.22,.2190946
ABW,2013,1087.87,Derived using data on fixed investment from UN and the spliced GDP,4882.85,.2227941
ABW,2014,1079.05,Derived using data on fixed investment from UN and the spliced GDP,4995.62,.2159992
ABW,2015,1066.83,Derived using data on fixed investment from UN and the spliced GDP,5303.6,.201152
ABW,2016,1023.34,Derived using data on fixed investment from UN and the spliced GDP,5340.71,.1916112
ABW,2017,1062.09,Derived using data on fixed investment from UN and the spliced GDP,5535.45,.1918706
ABW,2018,1238.21,Derived using data on fixed investment from UN and the spliced GDP,5864.37,.2111412
ABW,2019,1288.41,Derived using data on fixed investment from UN and the spliced GDP,6078.48,.2119625
ABW,2020,1074.148,Derived using data on fixed investment from UN and the spliced GDP,4442.524,.2417878
ABW,2021,1142.509,Derived using data on fixed investment from UN and the spliced GDP,5243.709,.2178818
ABW,2022,1227.864,Derived using data on fixed investment from UN and the spliced GDP,5870.025,.2091752
ABW,2023,1401.606,Derived using data on fixed investment from UN and the spliced GDP,6530.946,.21461
AFG,1970,4.29985,Derived using data on fixed investment from UN and the spliced GDP,78.69714,.0546379
AFG,1971,4.499842,Derived using data on fixed investment from UN and the spliced GDP,82.39703,.0546117
AFG,1972,4.699836,Derived using data on fixed investment from UN and the spliced GDP,71.79749,.0654596
AFG,1973,5.6998,Derived using data on fixed investment from UN and the spliced GDP,77.99727,.0730769
AFG,1974,8.499703,Derived using data on fixed investment from UN and the spliced GDP,96.9966,.0876289
AFG,1975,10.39964,Derived using data on fixed investment from UN and the spliced GDP,106.4963,.0976526
AFG,1976,15.69945,Derived using data on fixed investment from UN and the spliced GDP,114.996,.1365217
AFG,1977,16.49942,Derived using data on fixed investment from UN and the spliced GDP,132.8954,.1241535
AFG,1978,20.59928,Derived using data on fixed investment from UN and the spliced GDP,148.4948,.1387205
AFG,1979,21.52926,Derived using data on fixed investment from UN and the spliced GDP,161.7137,.1331319
AFG,1980,21.21354,Derived using data on fixed investment from UN and the spliced GDP,160.7062,.132002
AFG,1981,23.17183,Derived using data on fixed investment from UN and the spliced GDP,172.1301,.1346181
AFG,1982,23.18645,Derived using data on fixed investment from UN and the spliced GDP,174.0062,.1332507
AFG,1983,22.9273,Derived using data on fixed investment from UN and the spliced GDP,172.0103,.1332903
AFG,1984,22.73733,Derived using data on fixed investment from UN and the spliced GDP,170.0372,.1337197
AFG,1985,22.42618,Derived using data on fixed investment from UN and the spliced GDP,168.0868,.1334202
AFG,1986,22.4269,Derived using data on fixed investment from UN and the spliced GDP,168.021,.1334767
AFG,1987,19.51088,Derived using data on fixed investment from UN and the spliced GDP,146.1064,.1335389
AFG,1988,17.99459,Derived using data on fixed investment from UN and the spliced GDP,134.8125,.1334786
AFG,1989,22.57639,Derived using data on fixed investment from UN and the spliced GDP,169.114,.1334981
AFG,1990,24.46503,Derived using data on fixed investment from UN and the spliced GDP,183.2515,.1335052
AFG,1991,22.37044,Derived using data on fixed investment from UN and the spliced GDP,169.0077,.1323634
AFG,1992,23.07052,Derived using data on fixed investment from UN and the spliced GDP,175.8134,.1312216
AFG,1993,17.53705,Derived using data on fixed investment from UN and the spliced GDP,134.8176,.1300799
AFG,1994,115.9045,Derived using data on fixed investment from UN and the spliced GDP,898.9163,.128938
AFG,1995,344.6559,Derived using data on fixed investment from UN and the spliced GDP,2696.917,.1277963
AFG,1996,989.2943,Derived using data on fixed investment from UN and the spliced GDP,7810.969,.1266545
AFG,1997,1135.76,Derived using data on fixed investment from UN and the spliced GDP,9048.963,.1255127
AFG,1998,1086.508,Derived using data on fixed investment from UN and the spliced GDP,8736.033,.1243709
AFG,1999,15626.04,Derived using data on fixed investment from UN and the spliced GDP,126804.8,.1232291
AFG,2000,20420.42,Derived using data on fixed investment from UN and the spliced GDP,167260.8,.1220874
AFG,2001,23382.6,Derived using data on fixed investment from UN and the spliced GDP,171975,.1359651
AFG,2002,22875,Derived using data on fixed investment from UN and the spliced GDP,202531,.1129457
AFG,2003,26079.29,Derived using data on fixed investment from UN and the spliced GDP,238878.5,.1091738
AFG,2004,41304.3,Derived using data on fixed investment from UN and the spliced GDP,263344.1,.1568453
AFG,2005,58966.41,Derived using data on fixed investment from UN and the spliced GDP,320476.5,.1839961
AFG,2006,71623.97,Derived using data on fixed investment from UN and the spliced GDP,364100.1,.1967151
AFG,2007,74331.77,Derived using data on fixed investment from UN and the spliced GDP,499587,.1487864
AFG,2008,64574.21,Derived using data on fixed investment from UN and the spliced GDP,517377.4,.1248107
AFG,2009,77013.23,Derived using data on fixed investment from UN and the spliced GDP,600457.8,.1282575
AFG,2010,92436.27,Derived using data on fixed investment from UN and the spliced GDP,703502.6,.1313944
AFG,2011,110912.3,Derived using data on fixed investment from UN and the spliced GDP,837851.3,.132377
AFG,2012,153445.6,Derived using data on fixed investment from UN and the spliced GDP,1007959,.152234
AFG,2013,165352.5,Derived using data on fixed investment from UN and the spliced GDP,1102256,.1500127
AFG,2014,160056.1,Derived using data on fixed investment from UN and the spliced GDP,1116353,.1433741
AFG,2015,165788.2,Derived using data on fixed investment from UN and the spliced GDP,1143357,.1450013
AFG,2016,158244.1,Derived using data on fixed investment from UN and the spliced GDP,1236815,.1279448
AFG,2017,179625.8,Derived using data on fixed investment from UN and the spliced GDP,1294845,.1387238
AFG,2018,193869.3,Derived using data on fixed investment from UN and the spliced GDP,1359225,.1426322
AFG,2019,189245.6,Derived using data on fixed investment from UN and the spliced GDP,1505967,.1256638
AFG,2020,175840,Derived using data on fixed investment from UN and the spliced GDP,1534966,.1145563
AFG,2021,162485.9,Derived using data on fixed investment from UN and the spliced GDP,1251172,.129867
AFG,2022,213929.8,Derived using data on fixed investment from UN and the spliced GDP,1283441,.1666845
AFG,2023,205645,Derived using data on fixed investment from UN and the spliced GDP,1357275,.1515131
AGO,1970,.000026,Derived using data on fixed investment from UN and the spliced GDP,.000109,.2385321
AGO,1971,.000027,Derived using data on fixed investment from UN and the spliced GDP,.000113,.238938
AGO,1972,.000026,Derived using data on fixed investment from UN and the spliced GDP,.000111,.2342342
AGO,1973,.000029,Derived using data on fixed investment from UN and the spliced GDP,.000123,.2357724
AGO,1974,.000034,Derived using data on fixed investment from UN and the spliced GDP,.000143,.2377622
AGO,1975,.000025,Derived using data on fixed investment from UN and the spliced GDP,.000106,.2358491
AGO,1976,.000027,Derived using data on fixed investment from UN and the spliced GDP,.000117,.2307692
AGO,1977,.000031,Derived using data on fixed investment from UN and the spliced GDP,.00013,.2384615
AGO,1978,.000034,Derived using data on fixed investment from UN and the spliced GDP,.000145,.2344828
AGO,1979,.000038,Derived using data on fixed investment from UN and the spliced GDP,.000161,.2360248
AGO,1980,.000047,Derived using data on fixed investment from UN and the spliced GDP,.000214,.2196262
AGO,1981,.000048,Derived using data on fixed investment from UN and the spliced GDP,.0002,.24
AGO,1982,.000054,Derived using data on fixed investment from UN and the spliced GDP,.0002,.27
AGO,1983,.000047,Derived using data on fixed investment from UN and the spliced GDP,.000209,.2248804
AGO,1984,.000049,Derived using data on fixed investment from UN and the spliced GDP,.000221,.2217195
AGO,1985,.000047,Derived using data on fixed investment from UN and the spliced GDP,.000273,.1721612
AGO,1986,.000045,Derived using data on fixed investment from UN and the spliced GDP,.000256,.1757813
AGO,1987,.000051,Derived using data on fixed investment from UN and the spliced GDP,.000295,.1728813
AGO,1988,.000046,Derived using data on fixed investment from UN and the spliced GDP,.000318,.1446541
AGO,1989,.000042,Derived using data on fixed investment from UN and the spliced GDP,.00037,.1135135
AGO,1990,.000045,Derived using data on fixed investment from UN and the spliced GDP,.000409,.1100245
AGO,1991,.000111,Derived using data on fixed investment from UN and the spliced GDP,.000892,.1244395
AGO,1992,.00018,Derived using data on fixed investment from UN and the spliced GDP,.004673,.0385192
AGO,1993,.009456,Derived using data on fixed investment from UN and the spliced GDP,.035827,.263935
AGO,1994,.251786,Derived using data on fixed investment from UN and the spliced GDP,.824921,.3052244
AGO,1995,5.100329,Derived using data on fixed investment from UN and the spliced GDP,18.26765,.2792
AGO,1996,387.6523,Derived using data on fixed investment from UN and the spliced GDP,1117.154,.347
AGO,1997,596.361,Derived using data on fixed investment from UN and the spliced GDP,2342.345,.2546
AGO,1998,1191.615,Derived using data on fixed investment from UN and the spliced GDP,3385.27,.352
AGO,1999,6327.685,Derived using data on fixed investment from UN and the spliced GDP,22959.67,.2756
AGO,2000,14352.77,Derived using data on fixed investment from UN and the spliced GDP,122568.5,.1171
AGO,2001,35317.12,Derived using data on fixed investment from UN and the spliced GDP,263560.6,.134
AGO,2002,201789,Derived using data on fixed investment from UN and the spliced GDP,665385,.3032665
AGO,2003,394360,Derived using data on fixed investment from UN and the spliced GDP,1328940,.2967478
AGO,2004,602229,Derived using data on fixed investment from UN and the spliced GDP,1967570,.3060775
AGO,2005,895564,Derived using data on fixed investment from UN and the spliced GDP,3222350,.2779226
AGO,2006,923944,Derived using data on fixed investment from UN and the spliced GDP,4209762,.2194765
AGO,2007,1259386,Derived using data on fixed investment from UN and the spliced GDP,5006335,.2515585
AGO,2008,1941186,Derived using data on fixed investment from UN and the spliced GDP,6643353,.2921997
AGO,2009,2386684,Derived using data on fixed investment from UN and the spliced GDP,5577341,.427925
AGO,2010,2174677,Derived using data on fixed investment from UN and the spliced GDP,7701652,.282365
AGO,2011,2771452,Derived using data on fixed investment from UN and the spliced GDP,1.05e+07,.2639241
AGO,2012,3261719,Derived using data on fixed investment from UN and the spliced GDP,1.22e+07,.2668084
AGO,2013,3451615,Derived using data on fixed investment from UN and the spliced GDP,1.32e+07,.261585
AGO,2014,3936027,Derived using data on fixed investment from UN and the spliced GDP,1.43e+07,.2747881
AGO,2015,3935322,Derived using data on fixed investment from UN and the spliced GDP,1.40e+07,.282096
AGO,2016,4338173,Derived using data on fixed investment from UN and the spliced GDP,1.65e+07,.2621321
AGO,2017,4709427,Derived using data on fixed investment from UN and the spliced GDP,2.03e+07,.2324231
AGO,2018,4406613,Derived using data on fixed investment from UN and the spliced GDP,2.56e+07,.171947
AGO,2019,4924921,Derived using data on fixed investment from UN and the spliced GDP,3.03e+07,.1623756
AGO,2020,4035921,Derived using data on fixed investment from UN and the spliced GDP,3.17e+07,.127313
AGO,2021,4313264,Derived using data on fixed investment from UN and the spliced GDP,4.41e+07,.0977147
AGO,2022,4944134,Derived using data on fixed investment from UN and the spliced GDP,5.22e+07,.0947443
AGO,2023,5735380,Derived using data on fixed investment from UN and the spliced GDP,6.20e+07,.0924613
AGO,2024,6311105,Derived using data on fixed investment from WDI and the spliced GDP,8.07e+07,.0781932
AIA,1970,3.578981,Derived using data on fixed investment from UN and the spliced GDP,7.817934,.4577911
AIA,1971,4.126374,Derived using data on fixed investment from UN and the spliced GDP,9.016203,.457662
AIA,1972,4.7691,Derived using data on fixed investment from UN and the spliced GDP,10.4103,.4581138
AIA,1973,5.505817,Derived using data on fixed investment from UN and the spliced GDP,12.00808,.4585093
AIA,1974,6.34949,Derived using data on fixed investment from UN and the spliced GDP,13.85868,.4581597
AIA,1975,7.301678,Derived using data on fixed investment from UN and the spliced GDP,15.99454,.4565108
AIA,1976,8.434917,Derived using data on fixed investment from UN and the spliced GDP,18.45649,.4570164
AIA,1977,9.806643,Derived using data on fixed investment from UN and the spliced GDP,21.30153,.4603727
AIA,1978,11.31815,Derived using data on fixed investment from UN and the spliced GDP,24.57865,.4604871
AIA,1979,12.94442,Derived using data on fixed investment from UN and the spliced GDP,28.36128,.4564117
AIA,1980,14.67211,Derived using data on fixed investment from UN and the spliced GDP,32.73083,.4482659
AIA,1981,17.35647,Derived using data on fixed investment from UN and the spliced GDP,37.76886,.4595445
AIA,1982,20.79662,Derived using data on fixed investment from UN and the spliced GDP,43.58466,.4771544
AIA,1983,23.19068,Derived using data on fixed investment from UN and the spliced GDP,50.29872,.4610589
AIA,1984,25.46016,Derived using data on fixed investment from UN and the spliced GDP,58.39017,.436035
AIA,1985,29.84853,Derived using data on fixed investment from UN and the spliced GDP,73.24142,.4075362
AIA,1986,48.84603,Derived using data on fixed investment from UN and the spliced GDP,94.67424,.5159379
AIA,1987,66.74152,Derived using data on fixed investment from UN and the spliced GDP,118.0839,.5652043
AIA,1988,56.25214,Derived using data on fixed investment from UN and the spliced GDP,147.8058,.3805814
AIA,1989,74.9024,Derived using data on fixed investment from UN and the spliced GDP,183.9399,.4072112
AIA,1990,78.61987,Derived using data on fixed investment from UN and the spliced GDP,204.1248,.3851559
AIA,1991,68.87608,Derived using data on fixed investment from UN and the spliced GDP,209.8442,.3282248
AIA,1992,75.68075,Derived using data on fixed investment from UN and the spliced GDP,228.0161,.3319096
AIA,1993,63.66219,Derived using data on fixed investment from UN and the spliced GDP,248.6729,.2560077
AIA,1994,69.42381,Derived using data on fixed investment from UN and the spliced GDP,277.4786,.2501952
AIA,1995,76.71593,Derived using data on fixed investment from UN and the spliced GDP,280.0885,.2738989
AIA,1996,85.93439,Derived using data on fixed investment from UN and the spliced GDP,296.4945,.2898347
AIA,1997,84.88061,Derived using data on fixed investment from UN and the spliced GDP,332.8604,.2550036
AIA,1998,126.3703,Derived using data on fixed investment from UN and the spliced GDP,377.1109,.3351012
AIA,1999,166.321,Derived using data on fixed investment from UN and the spliced GDP,401.6698,.414074
AIA,2000,167.9867,Derived using data on fixed investment from UN and the spliced GDP,410.693,.4090324
AIA,2001,132.584,Derived using data on fixed investment from UN and the spliced GDP,420.9641,.3149531
AIA,2002,99.7243,Derived using data on fixed investment from UN and the spliced GDP,423.1012,.2356985
AIA,2003,115.7694,Derived using data on fixed investment from UN and the spliced GDP,460.5411,.251377
AIA,2004,179.1873,Derived using data on fixed investment from UN and the spliced GDP,544.1625,.3292901
AIA,2005,216.4367,Derived using data on fixed investment from UN and the spliced GDP,617.7886,.350341
AIA,2006,305.2216,Derived using data on fixed investment from UN and the spliced GDP,765.0447,.3989592
AIA,2007,497.2376,Derived using data on fixed investment from UN and the spliced GDP,957.2799,.5194276
AIA,2008,551.2468,Derived using data on fixed investment from UN and the spliced GDP,960.6457,.5738294
AIA,2009,227.6029,Derived using data on fixed investment from UN and the spliced GDP,765.4584,.297342
AIA,2010,174.1134,Derived using data on fixed investment from UN and the spliced GDP,720.9688,.2414993
AIA,2011,122.5359,Derived using data on fixed investment from UN and the spliced GDP,790.2328,.1550631
AIA,2012,138.687,Derived using data on fixed investment from UN and the spliced GDP,773.9076,.1792036
AIA,2013,150.6822,Derived using data on fixed investment from UN and the spliced GDP,773.5588,.1947909
AIA,2014,210.5617,Derived using data on fixed investment from UN and the spliced GDP,853.6184,.2466696
AIA,2015,224.7015,Derived using data on fixed investment from UN and the spliced GDP,891.9136,.2519319
AIA,2016,178.938,Derived using data on fixed investment from UN and the spliced GDP,859.8061,.2081144
AIA,2017,164.5005,Derived using data on fixed investment from UN and the spliced GDP,752.9909,.2184628
AIA,2018,393.172,Derived using data on fixed investment from UN and the spliced GDP,860.5408,.4568895
AIA,2019,199.847,Derived using data on fixed investment from UN and the spliced GDP,1025.034,.1949662
AIA,2020,187.7715,Derived using data on fixed investment from UN and the spliced GDP,705.7144,.266073
AIA,2021,221.606,Derived using data on fixed investment from UN and the spliced GDP,824.1168,.2689012
AIA,2022,295.1746,Derived using data on fixed investment from UN and the spliced GDP,1050.224,.2810585
AIA,2023,329.5366,Derived using data on fixed investment from UN and the spliced GDP,1122.485,.2935777
ALB,1970,5208.351,Derived using data on fixed investment from UN and the spliced GDP,13753.38,.3786961
ALB,1971,5359.001,Derived using data on fixed investment from UN and the spliced GDP,14148.01,.3787812
ALB,1972,5510.293,Derived using data on fixed investment from UN and the spliced GDP,14554.39,.3786001
ALB,1973,5670.518,Derived using data on fixed investment from UN and the spliced GDP,14973.36,.3787071
ALB,1974,5837.604,Derived using data on fixed investment from UN and the spliced GDP,15401.17,.3790363
ALB,1975,5990.273,Derived using data on fixed investment from UN and the spliced GDP,15844.9,.3780569
ALB,1976,6179.69,Derived using data on fixed investment from UN and the spliced GDP,16304.05,.379028
ALB,1977,6368.957,Derived using data on fixed investment from UN and the spliced GDP,16759.35,.3800242
ALB,1978,6472.4,Derived using data on fixed investment from UN and the spliced GDP,17254.28,.3751185
ALB,1979,6784.38,Derived using data on fixed investment from UN and the spliced GDP,17762.9,.3819411
ALB,1980,6972.02,Derived using data on fixed investment from UN and the spliced GDP,18203.09,.383013
ALB,1981,6785.972,Derived using data on fixed investment from UN and the spliced GDP,18828.92,.3604016
ALB,1982,7799.047,Derived using data on fixed investment from UN and the spliced GDP,19380.92,.4024085
ALB,1983,7948.428,Derived using data on fixed investment from UN and the spliced GDP,19593.05,.4056759
ALB,1984,8282.498,Derived using data on fixed investment from UN and the spliced GDP,19341.07,.4282337
ALB,1985,7596.704,Derived using data on fixed investment from UN and the spliced GDP,19754.78,.3845502
ALB,1986,7409.298,Derived using data on fixed investment from UN and the spliced GDP,20372.41,.3636928
ALB,1987,7471.767,Derived using data on fixed investment from UN and the spliced GDP,20211.85,.3696726
ALB,1988,7357.694,Derived using data on fixed investment from UN and the spliced GDP,19924.71,.3692748
ALB,1989,7949.786,Derived using data on fixed investment from UN and the spliced GDP,21885.43,.3632457
ALB,1990,7890.034,Derived using data on fixed investment from UN and the spliced GDP,19703.21,.400444
ALB,1991,1577.998,Derived using data on fixed investment from UN and the spliced GDP,19223.9,.0820852
ALB,1992,3455.564,Derived using data on fixed investment from UN and the spliced GDP,59411.99,.0581627
ALB,1993,21685.87,Derived using data on fixed investment from UN and the spliced GDP,146879.3,.1476441
ALB,1994,43264.47,Derived using data on fixed investment from UN and the spliced GDP,216090.8,.2002143
ALB,1995,63254.3,Derived using data on fixed investment from EUS and the spliced GDP,269295.2,.2348883
ALB,1996,77157.9,Derived using data on fixed investment from EUS and the spliced GDP,338000.3,.2282776
ALB,1997,70039.3,Derived using data on fixed investment from EUS and the spliced GDP,336480.8,.2081524
ALB,1998,87299,Derived using data on fixed investment from EUS and the spliced GDP,393070,.2220953
ALB,1999,110273.7,Derived using data on fixed investment from EUS and the spliced GDP,453512.3,.2431548
ALB,2000,167165.7,Derived using data on fixed investment from EUS and the spliced GDP,516206.8,.3238347
ALB,2001,215024.4,Derived using data on fixed investment from EUS and the spliced GDP,583125.1,.3687449
ALB,2002,228358.5,Derived using data on fixed investment from EUS and the spliced GDP,633932.6,.3602252
ALB,2003,253548.4,Derived using data on fixed investment from EUS and the spliced GDP,700711.6,.3618442
ALB,2004,290270.2,Derived using data on fixed investment from EUS and the spliced GDP,760444.8,.381711
ALB,2005,317080.4,Derived using data on fixed investment from EUS and the spliced GDP,824594.6,.3845288
ALB,2006,344476.3,Derived using data on fixed investment from EUS and the spliced GDP,897697.7,.3837331
ALB,2007,366375.7,Derived using data on fixed investment from EUS and the spliced GDP,1005281,.3644509
ALB,2008,390000.6,Derived using data on fixed investment from EUS and the spliced GDP,1112317,.35062
ALB,2009,403848.8,Derived using data on fixed investment from EUS and the spliced GDP,1171607,.3446966
ALB,2010,379064.3,Derived using data on fixed investment from EUS and the spliced GDP,1256235,.3017463
ALB,2011,414826,Derived using data on fixed investment from EUS and the spliced GDP,1308998,.3169035
ALB,2012,379220.7,Derived using data on fixed investment from EUS and the spliced GDP,1324877,.2862308
ALB,2013,376018.5,Derived using data on fixed investment from EUS and the spliced GDP,1352247,.2780694
ALB,2014,372081.2,Derived using data on fixed investment from EUS and the spliced GDP,1402496,.2652993
ALB,2015,376819.4,Derived using data on fixed investment from EUS and the spliced GDP,1444802,.2608104
ALB,2016,381403.7,Derived using data on fixed investment from EUS and the spliced GDP,1488303,.2562675
ALB,2017,414654.8,Derived using data on fixed investment from EUS and the spliced GDP,1579056,.2625967
ALB,2018,430477.7,Derived using data on fixed investment from EUS and the spliced GDP,1660820,.2591958
ALB,2019,421244,Derived using data on fixed investment from EUS and the spliced GDP,1712037,.2460485
ALB,2020,417268.1,Derived using data on fixed investment from EUS and the spliced GDP,1655985,.2519758
ALB,2021,508015.7,Derived using data on fixed investment from EUS and the spliced GDP,1866672,.2721505
ALB,2022,552372,Derived using data on fixed investment from EUS and the spliced GDP,2149742,.2569481
ALB,2023,574200.3,Derived using data on fixed investment from EUS and the spliced GDP,2364276,.2428652
ALB,2024,613221.2,Derived using data on fixed investment from EUS and the spliced GDP,2517820,.2435525
AND,1970,11.25414,Derived using data on fixed investment from UN and the spliced GDP,41.85073,.2689115
AND,1971,11.61442,Derived using data on fixed investment from UN and the spliced GDP,47.23285,.245897
AND,1972,14.2729,Derived using data on fixed investment from UN and the spliced GDP,55.43335,.2574786
AND,1973,18.22772,Derived using data on fixed investment from UN and the spliced GDP,66.83099,.2727436
AND,1974,23.62201,Derived using data on fixed investment from UN and the spliced GDP,81.8411,.2886326
AND,1975,26.19824,Derived using data on fixed investment from UN and the spliced GDP,96.09371,.2726322
AND,1976,29.73356,Derived using data on fixed investment from UN and the spliced GDP,115.6377,.2571268
AND,1977,36.21691,Derived using data on fixed investment from UN and the spliced GDP,146.7274,.2468313
AND,1978,41.97477,Derived using data on fixed investment from UN and the spliced GDP,179.5883,.2337278
AND,1979,46.76036,Derived using data on fixed investment from UN and the spliced GDP,210.0827,.2225807
AND,1980,55.41031,Derived using data on fixed investment from UN and the spliced GDP,243.3988,.2276524
AND,1981,61.84107,Derived using data on fixed investment from UN and the spliced GDP,273.0992,.2264418
AND,1982,70.39761,Derived using data on fixed investment from UN and the spliced GDP,314.0588,.2241542
AND,1983,77.96754,Derived using data on fixed investment from UN and the spliced GDP,357.6022,.2180287
AND,1984,80.63495,Derived using data on fixed investment from UN and the spliced GDP,403.5302,.1998238
AND,1985,92.01147,Derived using data on fixed investment from UN and the spliced GDP,448.3885,.2052048
AND,1986,108.138,Derived using data on fixed investment from UN and the spliced GDP,513.3423,.2106547
AND,1987,127.9973,Derived using data on fixed investment from UN and the spliced GDP,574.0248,.2229821
AND,1988,154.1424,Derived using data on fixed investment from UN and the spliced GDP,639.0782,.2411949
AND,1989,182.632,Derived using data on fixed investment from UN and the spliced GDP,716.1261,.2550277
AND,1990,205.4207,Derived using data on fixed investment from UN and the spliced GDP,797.6548,.2575308
AND,1991,218.834,Derived using data on fixed investment from UN and the spliced GDP,874.6899,.2501846
AND,1992,216.9625,Derived using data on fixed investment from UN and the spliced GDP,942.0616,.230306
AND,1993,206.359,Derived using data on fixed investment from UN and the spliced GDP,974.647,.2117269
AND,1994,217.9109,Derived using data on fixed investment from UN and the spliced GDP,1036.591,.2102189
AND,1995,244.7452,Derived using data on fixed investment from UN and the spliced GDP,1117.721,.218968
AND,1996,255.8002,Derived using data on fixed investment from UN and the spliced GDP,1179.017,.2169606
AND,1997,291.0295,Derived using data on fixed investment from UN and the spliced GDP,1314.579,.2213862
AND,1998,320.5936,Derived using data on fixed investment from UN and the spliced GDP,1376.919,.232834
AND,1999,364.3115,Derived using data on fixed investment from UN and the spliced GDP,1472.519,.2474069
AND,2000,402.8586,Derived using data on fixed investment from UN and the spliced GDP,1551.086,.2597268
AND,2001,447.743,Derived using data on fixed investment from UN and the spliced GDP,1728.691,.2590069
AND,2002,488.4254,Derived using data on fixed investment from UN and the spliced GDP,1865.833,.2617734
AND,2003,567.565,Derived using data on fixed investment from UN and the spliced GDP,2092.49,.2712391
AND,2004,648.7651,Derived using data on fixed investment from UN and the spliced GDP,2331.566,.278253
AND,2005,737.5779,Derived using data on fixed investment from UN and the spliced GDP,2540.884,.290284
AND,2006,827.7915,Derived using data on fixed investment from UN and the spliced GDP,2755.127,.3004549
AND,2007,862.7438,Derived using data on fixed investment from UN and the spliced GDP,2887.768,.298758
AND,2008,776.994,Derived using data on fixed investment from UN and the spliced GDP,2789.261,.2785662
AND,2009,612.6026,Derived using data on fixed investment from UN and the spliced GDP,2644.839,.2316219
AND,2010,569.2353,Derived using data on fixed investment from UN and the spliced GDP,2602.312,.2187421
AND,2011,525.2769,Derived using data on fixed investment from UN and the spliced GDP,2607.221,.20147
AND,2012,464.3681,Derived using data on fixed investment from UN and the spliced GDP,2481.846,.1871059
