ISO3,year,finv,source,nGDP,finv_GDP
ECU,1952,87.08635,Derived using data on fixed investment from Mitchell and the spliced GDP,996.0729,.0874297
ECU,1953,108.8579,Derived using data on fixed investment from Mitchell and the spliced GDP,1054.772,.1032052
ECU,1954,152.4011,Derived using data on fixed investment from Mitchell and the spliced GDP,1171.605,.1300789
ECU,1955,163.2869,Derived using data on fixed investment from Mitchell and the spliced GDP,1243.624,.1312993
ECU,1956,174.1727,Derived using data on fixed investment from Mitchell and the spliced GDP,1267.781,.137384
ECU,1957,174.1727,Derived using data on fixed investment from Mitchell and the spliced GDP,1353.684,.1286657
ECU,1958,163.2869,Derived using data on fixed investment from Mitchell and the spliced GDP,1398.95,.1167211
ECU,1959,185.0585,Derived using data on fixed investment from Mitchell and the spliced GDP,1463.518,.1264477
ECU,1960,206.8301,Derived using data on fixed investment from WDI and the spliced GDP,1588.366,.1302156
ECU,1961,195.6097,Derived using data on fixed investment from WDI and the spliced GDP,1689.396,.1157868
ECU,1962,165.5468,Derived using data on fixed investment from WDI and the spliced GDP,1803.632,.0917852
ECU,1963,200.211,Derived using data on fixed investment from WDI and the spliced GDP,1962.796,.1020029
ECU,1964,241.1395,Derived using data on fixed investment from WDI and the spliced GDP,2185.062,.1103582
ECU,1965,201.7742,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2339.033,.0862639
ECU,1966,222.294,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2442.572,.0910082
ECU,1967,275.7908,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2535.654,.1087652
ECU,1968,308.9146,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2556.129,.1208525
ECU,1969,365.854,Derived using data on fixed investment from IMF_IFS and the spliced GDP,3153.718,.1160072
ECU,1970,358.9846,Derived using data on fixed investment from UN and the spliced GDP,2798.598,.128273
ECU,1971,409.9637,Derived using data on fixed investment from UN and the spliced GDP,2689.986,.1524037
ECU,1972,502.3818,Derived using data on fixed investment from UN and the spliced GDP,3091.27,.1625163
ECU,1973,746.2362,Derived using data on fixed investment from UN and the spliced GDP,3900.13,.1913362
ECU,1974,752.7931,Derived using data on fixed investment from UN and the spliced GDP,6470.75,.1163378
ECU,1975,1151.723,Derived using data on fixed investment from UN and the spliced GDP,7708.141,.1494164
ECU,1976,1382.271,Derived using data on fixed investment from UN and the spliced GDP,9044.61,.1528281
ECU,1977,1769.578,Derived using data on fixed investment from UN and the spliced GDP,11055.22,.1600672
ECU,1978,2110.733,Derived using data on fixed investment from UN and the spliced GDP,11806.45,.178778
ECU,1979,2337.097,Derived using data on fixed investment from UN and the spliced GDP,14361.49,.1627337
ECU,1980,2779.33,Derived using data on fixed investment from UN and the spliced GDP,18253.79,.1522605
ECU,1981,3420.155,Derived using data on fixed investment from UN and the spliced GDP,22115.45,.15465
ECU,1982,3298.108,Derived using data on fixed investment from UN and the spliced GDP,20059.81,.1644137
ECU,1983,2167.973,Derived using data on fixed investment from UN and the spliced GDP,17256.55,.1256319
ECU,1984,2171.532,Derived using data on fixed investment from UN and the spliced GDP,16943.15,.1281658
ECU,1985,2322.942,Derived using data on fixed investment from UN and the spliced GDP,17304.17,.1342417
ECU,1986,2343.949,Derived using data on fixed investment from UN and the spliced GDP,14981.73,.1564539
ECU,1987,2386.964,Derived using data on fixed investment from UN and the spliced GDP,13419.72,.1778698
ECU,1988,2042.866,Derived using data on fixed investment from UN and the spliced GDP,12251.6,.1667428
ECU,1989,2208.897,Derived using data on fixed investment from UN and the spliced GDP,13247.37,.1667423
ECU,1990,2191.367,Derived using data on fixed investment from UN and the spliced GDP,14949.43,.1465853
ECU,1991,2404.016,Derived using data on fixed investment from UN and the spliced GDP,16437.65,.1462506
ECU,1992,2443.916,Derived using data on fixed investment from UN and the spliced GDP,17390.51,.1405316
ECU,1993,2710.113,Derived using data on fixed investment from UN and the spliced GDP,18334.69,.1478135
ECU,1994,3168.612,Derived using data on fixed investment from UN and the spliced GDP,22117.65,.1432617
ECU,1995,3320.348,Derived using data on fixed investment from UN and the spliced GDP,23898.13,.1389376
ECU,1996,3316.702,Derived using data on fixed investment from UN and the spliced GDP,24796.94,.1337545
ECU,1997,3765.081,Derived using data on fixed investment from UN and the spliced GDP,27552.82,.1366495
ECU,1998,4163.137,Derived using data on fixed investment from UN and the spliced GDP,27192.3,.1530998
ECU,1999,2511.204,Derived using data on fixed investment from UN and the spliced GDP,19023.35,.1320064
ECU,2000,2631.511,Derived using data on fixed investment from UN and the spliced GDP,17530.69,.1501088
ECU,2001,3537.75,Derived using data on fixed investment from UN and the spliced GDP,23127.05,.1529702
ECU,2002,4523.192,Derived using data on fixed investment from UN and the spliced GDP,27054.2,.16719
ECU,2003,4779.964,Derived using data on fixed investment from UN and the spliced GDP,30965.21,.1543657
ECU,2004,5550.229,Derived using data on fixed investment from UN and the spliced GDP,35194.95,.1576996
ECU,2005,6563.548,Derived using data on fixed investment from UN and the spliced GDP,40278.85,.1629527
ECU,2006,7574.31,Derived using data on fixed investment from UN and the spliced GDP,45690.76,.1657733
ECU,2007,8208.248,Derived using data on fixed investment from UN and the spliced GDP,49848.73,.1646632
ECU,2008,10660.48,Derived using data on fixed investment from UN and the spliced GDP,61139.44,.1743634
ECU,2009,10901.92,Derived using data on fixed investment from UN and the spliced GDP,60094.98,.1814115
ECU,2010,13434.52,Derived using data on fixed investment from UN and the spliced GDP,68151.33,.1971277
ECU,2011,16540.61,Derived using data on fixed investment from UN and the spliced GDP,78986.65,.2094102
ECU,2012,19424.18,Derived using data on fixed investment from UN and the spliced GDP,87735.05,.2213959
ECU,2013,23104.79,Derived using data on fixed investment from UN and the spliced GDP,96570.34,.2392535
ECU,2014,24122.13,Derived using data on fixed investment from UN and the spliced GDP,102717.8,.2348389
ECU,2015,21912.5,Derived using data on fixed investment from UN and the spliced GDP,97209.55,.2254151
ECU,2016,20232.48,Derived using data on fixed investment from UN and the spliced GDP,97671.43,.2071484
ECU,2017,22420.01,Derived using data on fixed investment from UN and the spliced GDP,104467.5,.2146123
ECU,2018,22558.14,Derived using data on fixed investment from UN and the spliced GDP,107479,.2098842
ECU,2019,22223.84,Derived using data on fixed investment from UN and the spliced GDP,107595.8,.2065493
ECU,2020,17251.42,Derived using data on fixed investment from UN and the spliced GDP,95865.48,.1799544
ECU,2021,20493.16,Derived using data on fixed investment from UN and the spliced GDP,107435.1,.1907492
ECU,2022,23466.91,Derived using data on fixed investment from UN and the spliced GDP,116586.1,.201284
ECU,2023,23356.46,Derived using data on fixed investment from UN and the spliced GDP,118844.8,.1965291
ECU,2024,22291.25,Derived using data on fixed investment from IMF_IFS and the spliced GDP,122306.8,.1822569
EGY,1952,153.2614,Derived using data on fixed investment from Mitchell and the spliced GDP,992.42,.154432
EGY,1953,125.3957,Derived using data on fixed investment from Mitchell and the spliced GDP,1050.043,.1194196
EGY,1954,113.785,Derived using data on fixed investment from Mitchell and the spliced GDP,1108.775,.1026222
EGY,1955,169.5164,Derived using data on fixed investment from Mitchell and the spliced GDP,1165.126,.1454919
EGY,1956,199.7042,Derived using data on fixed investment from Mitchell and the spliced GDP,1215.07,.1643561
EGY,1957,175.3217,Derived using data on fixed investment from Mitchell and the spliced GDP,1292.706,.1356238
EGY,1958,191.5767,Derived using data on fixed investment from Mitchell and the spliced GDP,1355.082,.1413764
EGY,1959,210.1538,Derived using data on fixed investment from Mitchell and the spliced GDP,1476.328,.142349
EGY,1960,198.5431,Derived using data on fixed investment from WDI and the spliced GDP,1562.619,.127058
EGY,1961,261.1172,Derived using data on fixed investment from WDI and the spliced GDP,1642.915,.1589352
EGY,1962,290.5222,Derived using data on fixed investment from WDI and the spliced GDP,1767.95,.1643272
EGY,1963,346.98,Derived using data on fixed investment from IMF_IFS and the spliced GDP,1884.983,.1840759
EGY,1964,430.2552,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2013.902,.2136425
EGY,1965,414.0628,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2379.376,.1740216
EGY,1966,436.0382,Derived using data on fixed investment from IMF_IFS and the spliced GDP,2898.378,.1504422
EGY,1967,415.2194,Derived using data on fixed investment from IMF_IFS and the spliced GDP,3058.029,.1357801
EGY,1968,337.7272,Derived using data on fixed investment from IMF_IFS and the spliced GDP,3071.438,.1099573
EGY,1969,385.1478,Derived using data on fixed investment from IMF_IFS and the spliced GDP,3348.744,.1150126
EGY,1970,408.2798,Derived using data on fixed investment from UN and the spliced GDP,3540.354,.1153217
EGY,1971,397.0294,Derived using data on fixed investment from UN and the spliced GDP,3751.844,.1058225
EGY,1972,407.6392,Derived using data on fixed investment from UN and the spliced GDP,4011.728,.1016119
EGY,1973,452.312,Derived using data on fixed investment from UN and the spliced GDP,3816.173,.118525
EGY,1974,517.646,Derived using data on fixed investment from UN and the spliced GDP,4435.003,.1167183
EGY,1975,759.5491,Derived using data on fixed investment from UN and the spliced GDP,4960.802,.1531102
EGY,1976,1413.112,Derived using data on fixed investment from UN and the spliced GDP,5859.507,.2411657
EGY,1977,1619.5,Derived using data on fixed investment from UN and the spliced GDP,7487.83,.2162843
EGY,1978,2053.05,Derived using data on fixed investment from UN and the spliced GDP,9168.979,.2239126
EGY,1979,2945.947,Derived using data on fixed investment from UN and the spliced GDP,10930.87,.269507
EGY,1980,4140.051,Derived using data on fixed investment from UN and the spliced GDP,14083.32,.2939684
EGY,1981,5704.715,Derived using data on fixed investment from UN and the spliced GDP,19152.34,.2978599
EGY,1982,6868.441,Derived using data on fixed investment from UN and the spliced GDP,22583.77,.3041317
EGY,1983,8507.549,Derived using data on fixed investment from UN and the spliced GDP,28783.24,.295573
EGY,1984,9346.108,Derived using data on fixed investment from UN and the spliced GDP,34896.71,.2678221
EGY,1985,10291.79,Derived using data on fixed investment from UN and the spliced GDP,40895.59,.25166
EGY,1986,10213.26,Derived using data on fixed investment from UN and the spliced GDP,45588.25,.2240327
EGY,1987,15916.69,Derived using data on fixed investment from UN and the spliced GDP,58014.32,.274358
EGY,1988,22511.29,Derived using data on fixed investment from UN and the spliced GDP,68247.74,.3298467
EGY,1989,22569.7,Derived using data on fixed investment from UN and the spliced GDP,80171.47,.2815178
EGY,1990,25117.39,Derived using data on fixed investment from UN and the spliced GDP,97990.88,.2563237
EGY,1991,27494.54,Derived using data on fixed investment from UN and the spliced GDP,123009.7,.2235153
EGY,1992,27269.39,Derived using data on fixed investment from UN and the spliced GDP,152099.7,.1792863
EGY,1993,31710.21,Derived using data on fixed investment from UN and the spliced GDP,169704.3,.1868557
EGY,1994,37177.49,Derived using data on fixed investment from UN and the spliced GDP,191354.8,.1942857
EGY,1995,42754.12,Derived using data on fixed investment from UN and the spliced GDP,223065,.1916667
EGY,1996,45972.1,Derived using data on fixed investment from UN and the spliced GDP,250838.7,.1832735
EGY,1997,48768.62,Derived using data on fixed investment from UN and the spliced GDP,276426.3,.1764254
EGY,1998,54971.7,Derived using data on fixed investment from UN and the spliced GDP,295251.7,.1861859
EGY,1999,55837.26,Derived using data on fixed investment from UN and the spliced GDP,312044.3,.1789402
EGY,2000,56635.58,Derived using data on fixed investment from UN and the spliced GDP,332218.4,.170477
EGY,2001,57293.64,Derived using data on fixed investment from UN and the spliced GDP,360447.8,.1589513
EGY,2002,63993.38,Derived using data on fixed investment from UN and the spliced GDP,389318.9,.1643726
EGY,2003,74512.77,Derived using data on fixed investment from UN and the spliced GDP,433412,.1719213
EGY,2004,76194.91,Derived using data on fixed investment from UN and the spliced GDP,490664.3,.1552893
EGY,2005,92442.79,Derived using data on fixed investment from UN and the spliced GDP,545847.3,.1693565
EGY,2006,115597.9,Derived using data on fixed investment from UN and the spliced GDP,617700,.1871425
EGY,2007,152045,Derived using data on fixed investment from UN and the spliced GDP,744809,.2041396
EGY,2008,199534,Derived using data on fixed investment from UN and the spliced GDP,895515,.2228148
EGY,2009,197100,Derived using data on fixed investment from UN and the spliced GDP,1042135,.1891311
EGY,2010,231827,Derived using data on fixed investment from UN and the spliced GDP,1206640,.1921261
EGY,2011,229066.4,Derived using data on fixed investment from UN and the spliced GDP,1371078,.1670703
EGY,2012,246110.7,Derived using data on fixed investment from UN and the spliced GDP,1674720,.1469563
EGY,2013,241605.3,Derived using data on fixed investment from UN and the spliced GDP,1860364,.1298699
EGY,2014,265091.3,Derived using data on fixed investment from UN and the spliced GDP,2130000,.124456
EGY,2015,333732,Derived using data on fixed investment from UN and the spliced GDP,2443856,.1365596
EGY,2016,392000,Derived using data on fixed investment from UN and the spliced GDP,2709418,.1446805
EGY,2017,626800,Derived using data on fixed investment from UN and the spliced GDP,3655900,.1714489
EGY,2018,873000,Derived using data on fixed investment from UN and the spliced GDP,4666200,.1870901
EGY,2019,1122200,Derived using data on fixed investment from UN and the spliced GDP,5596000,.2005361
EGY,2020,984100,Derived using data on fixed investment from UN and the spliced GDP,6152600,.1599486
EGY,2021,1010900,Derived using data on fixed investment from UN and the spliced GDP,6663100,.1517162
EGY,2022,1334700,Derived using data on fixed investment from UN and the spliced GDP,7842500,.1701881
EGY,2023,1307800,Derived using data on fixed investment from UN and the spliced GDP,1.02e+07,.1287788
EGY,2024,1470302,Derived using data on fixed investment from IMF_IFS and the spliced GDP,1.38e+07,.1065437
ERI,1990,298.1186,Derived using data on fixed investment from UN and the spliced GDP,1521.944,.1958801
ERI,1991,385.7569,Derived using data on fixed investment from UN and the spliced GDP,1837.359,.2099519
ERI,1992,261.6262,Derived using data on fixed investment from UN and the spliced GDP,2191,.1194095
ERI,1993,652.8661,Derived using data on fixed investment from UN and the spliced GDP,2527.755,.258279
ERI,1994,870.0815,Derived using data on fixed investment from UN and the spliced GDP,3450.415,.2521672
ERI,1995,878.6827,Derived using data on fixed investment from UN and the spliced GDP,3943.373,.2228252
ERI,1996,1279.671,Derived using data on fixed investment from UN and the spliced GDP,4758.459,.2689255
ERI,1997,1629.561,Derived using data on fixed investment from UN and the spliced GDP,5347.199,.3047504
ERI,1998,1810.025,Derived using data on fixed investment from UN and the spliced GDP,5958.076,.3037935
ERI,1999,2594.634,Derived using data on fixed investment from UN and the spliced GDP,6470.751,.4009787
ERI,2000,1495.52,Derived using data on fixed investment from UN and the spliced GDP,6798.819,.2199676
ERI,2001,3000.295,Derived using data on fixed investment from UN and the spliced GDP,8508.911,.3526062
ERI,2002,3008.085,Derived using data on fixed investment from UN and the spliced GDP,10180.01,.2954893
ERI,2003,3205.77,Derived using data on fixed investment from UN and the spliced GDP,12077.21,.2654396
ERI,2004,3098.42,Derived using data on fixed investment from UN and the spliced GDP,15291.08,.2026292
ERI,2005,3433.399,Derived using data on fixed investment from UN and the spliced GDP,16880.5,.2033944
ERI,2006,2483.091,Derived using data on fixed investment from UN and the spliced GDP,14411.27,.172302
ERI,2007,2490.24,Derived using data on fixed investment from UN and the spliced GDP,15682.2,.1587941
ERI,2008,2576.137,Derived using data on fixed investment from UN and the spliced GDP,14186.4,.181592
ERI,2009,2496.841,Derived using data on fixed investment from UN and the spliced GDP,19936.4,.1252403
ERI,2010,4441.352,Derived using data on fixed investment from UN and the spliced GDP,24438.8,.1817336
ERI,2011,4078.531,Derived using data on fixed investment from UN and the spliced GDP,31749.4,.1284601
ERI,2012,3545.295,Derived using data on fixed investment from UN and the spliced GDP,34668.5,.1022627
ERI,2013,3267.509,Derived using data on fixed investment from UN and the spliced GDP,30103.5,.1085425
ERI,2014,2956.669,Derived using data on fixed investment from UN and the spliced GDP,40040.1,.0738427
ERI,2015,3183.107,Derived using data on fixed investment from UN and the spliced GDP,30952.9,.1028371
ERI,2016,2310.93,Derived using data on fixed investment from UN and the spliced GDP,33366.5,.069259
ERI,2017,2484.832,Derived using data on fixed investment from UN and the spliced GDP,28702.3,.0865726
ERI,2018,885.0914,Derived using data on fixed investment from UN and the spliced GDP,30235.3,.0292734
ERI,2019,1495.506,Derived using data on fixed investment from UN and the spliced GDP,29876.49,.0500563
ERI,2020,2412.328,Derived using data on fixed investment from UN and the spliced GDP,31841.4,.0757607
ERI,2021,2455.238,Derived using data on fixed investment from UN and the spliced GDP,33345.21,.0736309
ERI,2022,2645.427,Derived using data on fixed investment from UN and the spliced GDP,35928.21,.0736309
ERI,2023,2549.891,Derived using data on fixed investment from UN and the spliced GDP,34300,.0743408
ESP,1850,1.567784,Derived using data on fixed investment from CS2 and the spliced GDP,40.12747,.0390701
ESP,1851,1.757957,Derived using data on fixed investment from CS2 and the spliced GDP,40.12747,.0438093
ESP,1852,2.057221,Derived using data on fixed investment from CS2 and the spliced GDP,40.12747,.0512672
ESP,1853,2.073772,Derived using data on fixed investment from CS2 and the spliced GDP,47.84429,.0433442
ESP,1854,1.788876,Derived using data on fixed investment from CS2 and the spliced GDP,49.38766,.0362211
ESP,1855,1.534133,Derived using data on fixed investment from CS2 and the spliced GDP,52.47438,.0292358
ESP,1856,2.144136,Derived using data on fixed investment from CS2 and the spliced GDP,52.47438,.0408606
ESP,1857,2.689667,Derived using data on fixed investment from CS2 and the spliced GDP,49.38766,.0544603
ESP,1858,3.846042,Derived using data on fixed investment from CS2 and the spliced GDP,49.38766,.0778746
ESP,1859,4.071392,Derived using data on fixed investment from CS2 and the spliced GDP,52.47438,.0775882
ESP,1860,4.900968,Derived using data on fixed investment from CS2 and the spliced GDP,55.56112,.0882086
ESP,1861,4.488685,Derived using data on fixed investment from CS2 and the spliced GDP,57.10448,.0786048
ESP,1862,4.864477,Derived using data on fixed investment from CS2 and the spliced GDP,58.64784,.0829438
ESP,1863,4.774371,Derived using data on fixed investment from CS2 and the spliced GDP,61.73457,.0773371
ESP,1864,4.250616,Derived using data on fixed investment from CS2 and the spliced GDP,61.73457,.0688531
ESP,1865,3.606996,Derived using data on fixed investment from CS2 and the spliced GDP,57.10448,.0631649
ESP,1866,3.563272,Derived using data on fixed investment from CS2 and the spliced GDP,61.73457,.0577192
ESP,1867,3.743301,Derived using data on fixed investment from CS2 and the spliced GDP,64.8213,.057748
ESP,1868,2.062147,Derived using data on fixed investment from CS2 and the spliced GDP,55.56112,.0371149
ESP,1869,1.917726,Derived using data on fixed investment from CS2 and the spliced GDP,50.93102,.0376534
ESP,1870,2.236141,Derived using data on fixed investment from CS2 and the spliced GDP,55.56112,.0402465
ESP,1871,2.588323,Derived using data on fixed investment from CS2 and the spliced GDP,60.19121,.0430017
ESP,1872,2.895305,Derived using data on fixed investment from CS2 and the spliced GDP,67.90803,.0426357
ESP,1873,2.544863,Derived using data on fixed investment from CS2 and the spliced GDP,72.53812,.0350831
ESP,1874,2.914,Derived using data on fixed investment from CS2 and the spliced GDP,72.53812,.040172
ESP,1875,2.914745,Derived using data on fixed investment from CS2 and the spliced GDP,70.99476,.0410558
ESP,1876,3.72211,Derived using data on fixed investment from CS2 and the spliced GDP,74.08148,.0502435
ESP,1877,3.777657,Derived using data on fixed investment from CS2 and the spliced GDP,81.79831,.0461826
ESP,1878,4.569074,Derived using data on fixed investment from CS2 and the spliced GDP,80.25494,.056932
ESP,1879,3.416762,Derived using data on fixed investment from CS2 and the spliced GDP,78.71158,.0434086
ESP,1880,4.375248,Derived using data on fixed investment from CS2 and the spliced GDP,83.34167,.0524977
ESP,1881,3.701141,Derived using data on fixed investment from CS2 and the spliced GDP,87.97176,.0420719
ESP,1882,4.641612,Derived using data on fixed investment from CS2 and the spliced GDP,92.60186,.0501244
ESP,1883,5.526205,Derived using data on fixed investment from CS2 and the spliced GDP,94.14522,.0586987
ESP,1884,5.369616,Derived using data on fixed investment from CS2 and the spliced GDP,91.05849,.0589689
ESP,1885,3.922266,Derived using data on fixed investment from CS2 and the spliced GDP,89.51513,.0438168
ESP,1886,3.617505,Derived using data on fixed investment from CS2 and the spliced GDP,91.05849,.0397273
ESP,1887,3.477508,Derived using data on fixed investment from CS2 and the spliced GDP,83.34167,.0417259
ESP,1888,3.222213,Derived using data on fixed investment from CS2 and the spliced GDP,87.97176,.0366278
ESP,1889,3.644916,Derived using data on fixed investment from CS2 and the spliced GDP,80.25494,.0454167
ESP,1890,4.031414,Derived using data on fixed investment from CS2 and the spliced GDP,81.79831,.0492848
ESP,1891,3.871822,Derived using data on fixed investment from CS2 and the spliced GDP,83.34167,.0464572
ESP,1892,3.933282,Derived using data on fixed investment from CS2 and the spliced GDP,83.34167,.0471947
ESP,1893,3.840081,Derived using data on fixed investment from CS2 and the spliced GDP,80.25494,.0478485
ESP,1894,3.739537,Derived using data on fixed investment from CS2 and the spliced GDP,78.71158,.0475094
ESP,1895,4.020625,Derived using data on fixed investment from CS2 and the spliced GDP,80.25494,.0500982
ESP,1896,3.933759,Derived using data on fixed investment from CS2 and the spliced GDP,75.62485,.0520168
ESP,1897,4.167955,Derived using data on fixed investment from CS2 and the spliced GDP,83.34167,.0500105
ESP,1898,4.380135,Derived using data on fixed investment from CS2 and the spliced GDP,89.51513,.0489318
ESP,1899,6.689215,Derived using data on fixed investment from CS2 and the spliced GDP,89.51513,.0747272
ESP,1900,8.715521,Derived using data on fixed investment from CS2 and the spliced GDP,95.68858,.0910821
ESP,1901,6.679103,Derived using data on fixed investment from CS2 and the spliced GDP,100.3187,.0665789
ESP,1902,5.744798,Derived using data on fixed investment from CS2 and the spliced GDP,97.23195,.0590834
ESP,1903,6.340338,Derived using data on fixed investment from CS2 and the spliced GDP,103.4054,.0613153
ESP,1904,6.860641,Derived using data on fixed investment from CS2 and the spliced GDP,109.5789,.0626092
ESP,1905,6.104461,Derived using data on fixed investment from CS2 and the spliced GDP,104.9488,.0581661
ESP,1906,6.42357,Derived using data on fixed investment from CS2 and the spliced GDP,108.0355,.059458
ESP,1907,7.410167,Derived using data on fixed investment from CS2 and the spliced GDP,111.1222,.0666848
ESP,1908,6.929156,Derived using data on fixed investment from CS2 and the spliced GDP,111.1222,.0623562
ESP,1909,7.480701,Derived using data on fixed investment from CS2 and the spliced GDP,112.6656,.0663974
ESP,1910,8.315664,Derived using data on fixed investment from CS2 and the spliced GDP,108.0355,.0769716
ESP,1911,8.866843,Derived using data on fixed investment from CS2 and the spliced GDP,117.2957,.0755939
ESP,1912,10.55177,Derived using data on fixed investment from CS2 and the spliced GDP,118.8391,.0887905
ESP,1913,11.75082,Derived using data on fixed investment from CS2 and the spliced GDP,128.0992,.0917321
ESP,1914,10.43647,Derived using data on fixed investment from CS2 and the spliced GDP,128.0992,.0814718
ESP,1915,8.908902,Derived using data on fixed investment from CS2 and the spliced GDP,140.4462,.0634329
ESP,1916,10.09421,Derived using data on fixed investment from CS2 and the spliced GDP,162.0533,.0622895
ESP,1917,11.54722,Derived using data on fixed investment from CS2 and the spliced GDP,175.9435,.0656302
ESP,1918,13.99179,Derived using data on fixed investment from CS2 and the spliced GDP,212.9843,.065694
ESP,1919,14.57598,Derived using data on fixed investment from CS2 and the spliced GDP,229.9613,.0633845
ESP,1920,19.19568,Derived using data on fixed investment from CS2 and the spliced GDP,273.1755,.0702687
ESP,1921,23.13257,Derived using data on fixed investment from CS2 and the spliced GDP,251.5684,.0919534
ESP,1922,22.33879,Derived using data on fixed investment from CS2 and the spliced GDP,254.6551,.0877217
ESP,1923,22.92639,Derived using data on fixed investment from CS2 and the spliced GDP,254.6551,.0900292
ESP,1924,28.73355,Derived using data on fixed investment from CS2 and the spliced GDP,279.3489,.102859
ESP,1925,27.58988,Derived using data on fixed investment from CS2 and the spliced GDP,296.3259,.0931065
ESP,1926,32.27547,Derived using data on fixed investment from CS2 and the spliced GDP,290.1525,.1112362
ESP,1927,34.62394,Derived using data on fixed investment from CS2 and the spliced GDP,310.2162,.1116123
ESP,1928,41.58618,Derived using data on fixed investment from CS2 and the spliced GDP,304.0428,.1367774
ESP,1929,47.41668,Derived using data on fixed investment from CS2 and the spliced GDP,327.1932,.1449195
ESP,1930,46.79257,Derived using data on fixed investment from CS2 and the spliced GDP,327.1932,.143012
ESP,1931,32.49614,Derived using data on fixed investment from CS2 and the spliced GDP,321.0198,.1012279
ESP,1932,27.88417,Derived using data on fixed investment from CS2 and the spliced GDP,321.0198,.0868612
ESP,1933,31.46579,Derived using data on fixed investment from CS2 and the spliced GDP,305.5861,.1029686
ESP,1934,31.60129,Derived using data on fixed investment from CS2 and the spliced GDP,337.9968,.0934958
ESP,1935,33.19015,Derived using data on fixed investment from CS2 and the spliced GDP,348.8003,.0951552
ESP,1936,28.20901,Derived using data on fixed investment from CS2 and the spliced GDP,282.4357,.0998777
ESP,1937,22.9441,Derived using data on fixed investment from CS2 and the spliced GDP,296.3259,.0774286
ESP,1938,22.96419,Derived using data on fixed investment from CS2 and the spliced GDP,336.4534,.0682537
ESP,1939,23.93394,Derived using data on fixed investment from CS2 and the spliced GDP,387.3844,.0617834
ESP,1940,33.67117,Derived using data on fixed investment from CS2 and the spliced GDP,483.073,.069702
ESP,1941,52.20412,Derived using data on fixed investment from CS2 and the spliced GDP,534.004,.0977598
ESP,1942,66.61279,Derived using data on fixed investment from CS2 and the spliced GDP,643.5829,.103503
ESP,1943,69.61065,Derived using data on fixed investment from CS2 and the spliced GDP,692.9706,.1004525
ESP,1944,69.61642,Derived using data on fixed investment from CS2 and the spliced GDP,799.4627,.087079
ESP,1945,75.03835,Derived using data on fixed investment from CS2 and the spliced GDP,793.2892,.0945914
ESP,1946,93.92341,Derived using data on fixed investment from CS2 and the spliced GDP,1003.187,.093625
ESP,1947,127.1182,Derived using data on fixed investment from CS2 and the spliced GDP,1166.783,.1089476
ESP,1948,177.2835,Derived using data on fixed investment from CS2 and the spliced GDP,1259.385,.1407699
ESP,1949,178.4534,Derived using data on fixed investment from CS2 and the spliced GDP,1348.9,.1322955
ESP,1950,211.6768,Derived using data on fixed investment from CS2 and the spliced GDP,1665.29,.1271111
ESP,1951,206.2545,Derived using data on fixed investment from CS2 and the spliced GDP,2094.972,.0984521
ESP,1952,256.7276,Derived using data on fixed investment from CS2 and the spliced GDP,2168.431,.1183933
ESP,1953,294.0776,Derived using data on fixed investment from CS2 and the spliced GDP,2115.935,.1389824
ESP,1954,420.5215,Derived using data on fixed investment from CS2 and the spliced GDP,2463.477,.1707024
ESP,1955,541.5662,Derived using data on fixed investment from CS2 and the spliced GDP,2760.08,.196214
ESP,1956,768.1876,Derived using data on fixed investment from CS2 and the spliced GDP,3182.547,.2413751
ESP,1957,847.8149,Derived using data on fixed investment from CS2 and the spliced GDP,3714.304,.2282568
ESP,1958,967.8093,Derived using data on fixed investment from CS2 and the spliced GDP,4275.667,.2263528
ESP,1959,917.2463,Derived using data on fixed investment from CS2 and the spliced GDP,4408.691,.2080541
ESP,1960,959.6105,Derived using data on fixed investment from OECD_EO and the spliced GDP,4517.69,.2124118
ESP,1961,1141.209,Derived using data on fixed investment from OECD_EO and the spliced GDP,5170.334,.2207225
ESP,1962,1337.547,Derived using data on fixed investment from OECD_EO and the spliced GDP,5988.043,.2233696
ESP,1963,1593.577,Derived using data on fixed investment from OECD_EO and the spliced GDP,7064.181,.2255855
ESP,1964,1936.122,Derived using data on fixed investment from OECD_EO and the spliced GDP,7986.691,.2424185
ESP,1965,2364.004,Derived using data on fixed investment from OECD_EO and the spliced GDP,9264.479,.2551685
ESP,1966,2763.521,Derived using data on fixed investment from OECD_EO and the spliced GDP,10747.53,.2571308
ESP,1967,3144.884,Derived using data on fixed investment from OECD_EO and the spliced GDP,12170.45,.2584032
ESP,1968,3610.332,Derived using data on fixed investment from OECD_EO and the spliced GDP,13740.13,.2627582
ESP,1969,4184.371,Derived using data on fixed investment from OECD_EO and the spliced GDP,15732.51,.2659697
ESP,1970,4632.099,Derived using data on fixed investment from OECD_EO and the spliced GDP,17375.5,.2665879
ESP,1971,4783.183,Derived using data on fixed investment from OECD_EO and the spliced GDP,19602.28,.2440115
ESP,1972,5878.03,Derived using data on fixed investment from OECD_EO and the spliced GDP,23005.23,.2555085
