ISO3,year,govexp_GDP,nGDP,govexp,source
CUB,1916,6.21118,843.2095,52.37326,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1917,6.489676,887.7268,57.61059,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1918,8.583106,961.0494,82.48788,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1919,7.308585,1128.644,82.48788,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1920,5.289672,1559.414,82.48788,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1921,10.71429,769.887,82.48789,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1922,8.384147,858.9215,72.01324,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1923,8.278581,996.4013,82.48788,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1924,8.939975,1025.207,91.65321,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1925,11.86441,927.0067,109.9838,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1926,14.23841,790.8362,112.6025,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1927,12.5,848.4468,106.0559,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1928,13.90728,790.8362,109.9838,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1929,,773.232,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1930,12.87625,700.1068,90.14752,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1931,,530.8353,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1932,,383.2306,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1933,9.417041,398.1264,37.49173,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1934,,492.9185,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1935,,589.0646,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1936,11.56894,690.6275,79.89827,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1937,,831.4613,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1938,,633.7523,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1939,15.57377,660.8357,102.917,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1940,14.41606,742.086,106.9796,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1941,11.50443,918.1283,105.6254,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1942,14.3662,961.4618,138.1255,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1943,12.00429,1263.442,151.6672,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1944,10.9736,1641.256,180.1048,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1945,13.56408,1447.609,196.3549,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1946,13.95349,1688.652,235.6258,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1947,12.06792,2233.029,269.4801,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1948,18.03995,2169.383,391.3556,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1949,15.17561,2043.445,310.1053,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1950,16.01655,2291.258,366.9805,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1951,13.58696,3239.178,440.1057,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1952,13.78335,3350.22,461.7725,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1953,14.2656,2885.74,411.6682,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1954,15.16129,2938.552,445.5224,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1955,14.32349,3072.615,440.1057,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1956,14.32607,3355.637,480.7309,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1957,13.61552,3839.076,522.7102,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1958,17.58833,3526.263,620.2106,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1959,,,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1960,,,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1961,,,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1962,54.84939,4090.952,2243.862,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1963,84.17391,4671.892,3932.514,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1964,58.87117,5518.249,3248.657,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1965,61.28564,5603.562,3434.179,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1966,,5397.728,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1967,,5529.083,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1968,,5927.208,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1969,,5661.791,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1970,,5692.937,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1971,,6914.576,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1972,,7752.706,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1973,,8279.712,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1974,,9352.772,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1975,,10682.35,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1976,,11321.11,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1977,,11790.97,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1978,,13740.26,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1979,,14296.47,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1980,,14337.11,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1981,,16724.51,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1982,,17810.27,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1983,,19073.81,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1984,,21118.35,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1985,,20992.63,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1986,,20190.19,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1987,,19825.48,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1988,,20813.67,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1989,,21086.16,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1990,,21541.11,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1991,,17816.53,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1992,,16343.34,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1993,,16551.57,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1994,,21051.51,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1995,,23835.38,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1996,,25017,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1997,,25364.5,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1998,,25736.7,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,1999,,28364.9,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2000,,30565.8,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2001,,31682.3,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2002,,33590.5,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2003,51.95213,35901.1,18651.39,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2004,53.10922,38203.4,20289.53,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2005,64.01957,42643.6,27300.25,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2006,63.44392,52742.7,33462.04,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2007,68.24222,58603.8,39992.54,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2008,78.10556,60806.3,47493.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2009,75.55992,62080,46907.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2010,69.97482,64328,45013.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2011,66.69735,68990,46014.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2012,70.14588,73141,51305.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2013,64.62527,77148,49857.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2014,60.79325,80656,49033.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2015,63.43934,87133,55276.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2016,63.27306,91370,57812.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2017,67.01294,96851,64902.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CUB,2018,67.07162,100050,67105.16,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1950,12.55422,79.45773,9.975296,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1951,13.10204,96.43305,12.6347,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1952,11.55556,113.7576,13.14532,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1953,13.53033,124.78,16.88314,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1954,15.51977,132.9813,20.63839,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1955,15.3417,141.2338,21.66767,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1956,18.35294,168.672,30.95628,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1957,23.918,176.6336,42.24722,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1958,26.22577,167.8674,44.02451,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1959,26.77165,177.8816,47.62185,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1960,18.77729,175.5395,32.96157,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1961,18.3,192.4095,35.21094,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1962,16.37168,216.1694,35.39057,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1963,15.42373,225.5594,34.78967,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1964,16.94444,206.7794,35.03763,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1965,14.48529,260.2493,37.69788,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1966,14.52703,283.4393,41.1753,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1967,15.2071,323.8691,49.25111,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1968,16.28415,351.4691,57.23376,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1969,16.54029,404.1689,66.85069,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1970,16.87225,434.2589,73.26923,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1971,17.39464,501.1387,87.17126,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1972,18.21549,568.9785,103.6422,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1973,21.30303,632.2283,134.6838,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1974,25.96721,583.7385,151.5806,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1975,32.91829,492.5187,162.1287,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1976,29.94012,639.8884,191.5833,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1977,27.65957,810.8379,224.2743,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1978,27.0751,970.6674,262.8091,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1979,27.61905,1206.957,333.35,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1980,29.21053,1457.236,425.6664,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1981,29.22374,1678.776,490.6011,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1982,28.97561,1964.135,569.1201,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1983,31.39842,2178.384,683.9781,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1984,30.66567,2563.013,785.9651,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1985,29.50709,2840.502,838.1496,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1986,29.83114,3065.682,914.528,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1987,31.14109,3413.321,1062.945,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1988,32.69809,3818.26,1248.498,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1989,30.05319,4323.809,1299.443,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1990,30.08641,4897.777,1473.565,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1991,33.19564,5125.826,1701.551,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1992,29.51456,5946.435,1755.064,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1993,32.10218,6296.184,2021.212,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1994,32.64859,7020.202,2291.997,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1995,32.5,7678.3,2495.448,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1996,34.4,7979.5,2744.948,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1997,35.9,8373.4,3006.051,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1998,35.9,9059.8,3252.468,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,1999,35.9,9731.6,3493.644,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2000,36.4,10595,3856.58,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2001,37.1,11416.9,4235.67,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2002,38.9,11877,4620.153,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2003,42.9,12845.3,5510.634,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2004,40.9,13856.4,5667.268,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2005,41.5,14822.3,6151.254,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2006,41,16000,6560,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2007,40.1,17511.6,7022.151,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2008,40.8,19009.5,7755.876,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2009,44.9,18675.5,8385.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2010,44.5,19461.1,8660.189,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2011,44.9,19858.1,8916.287,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2012,54.6,19495.4,10644.49,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2013,46.3,18040.3,8352.659,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2014,52.1,17482.8,9108.539,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2015,43.1,17944.2,7733.95,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2016,39.6,19013.8,7529.465,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2017,38.5,20312.4,7820.274,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2018,44.3,21807.8,9660.855,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2019,40.3,23400.9,9430.563,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2020,45.9,22373.6,10269.48,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2021,42.7,25679.9,10965.32,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2022,37.7,29645.4,11176.32,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2023,40.6,32439.2,13170.31,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2024,38.3,34770.2,13316.99,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2025,39.6364,36546.56,14485.74,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2026,39.91125,38158.72,15229.62,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2027,39.29492,39807.39,15642.28,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2028,41.513,41870.57,17381.73,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CYP,2029,41.692,44091.5,18382.63,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,1995,52.8,1606298,848125.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,1996,41.4,1839067,761373.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,1997,41.3,1980360,817888.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,1998,41.6,2166790,901384.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,1999,40.9,2262042,925175.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2000,40.6,2400996,974804.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2001,43.1,2592618,1117418,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2002,44.4,2703808,1200491,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2003,49,2832496,1387923,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2004,42.2,3082837,1300957,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2005,42.3,3285402,1389725,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2006,41.5,3531962,1465764,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2007,40.5,3858082,1562523,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2008,40.9,4033909,1649869,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2009,44.5,3946989,1756410,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2010,43.2,4029188,1740609,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2011,42.8,4091604,1751207,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2012,44.4,4117155,1828017,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2013,42.4,4168159,1767300,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2014,42.3,4377010,1851475,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2015,41.7,4653823,1940644,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2016,39.4,4841122,1907402,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2017,38.5,5185332,1996353,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2018,40.1,5481286,2197996,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2019,40.4,5891418,2380133,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2020,46.3,5829971,2699277,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2021,45,6306061,2837728,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2022,43,7048467,3030841,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2023,43.7,7626573,3332813,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2024,42.9,8026285,3443276,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2025,43.6501,8388154,3661438,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2026,42.4726,8767742,3723888,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2027,41.73042,9184669,3832801,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2028,41.458,9559031,3962983,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
CZE,2029,40.963,9950932,4076201,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1950,.0828179,29100,24.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1951,.0773371,35300,27.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1952,.0805486,40100,32.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1953,.0818396,42400,34.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1954,.078308,46100,36.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1955,.0766,50000,38.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1956,.0686424,52300,35.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1957,.065,56000,36.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1958,.0680645,62000,42.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1959,.0688889,67500,46.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1960,.0692308,71500,49.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1961,.0629492,80700,50.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1962,.067029,82800,55.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1963,.0653846,85800,56.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1964,.0625556,90000,56.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1965,.0592357,94200,55.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1966,.0615385,98800,60.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1967,.0567308,104000,59,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1968,.0545872,109000,59.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1969,.0565217,115000,65,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1970,.057377,122000,70,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1971,.0622835,127000,79.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1972,.0639552,134000,85.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1973,.0657042,142000,93.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1974,.0682119,151000,103,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1975,.0721519,158000,114,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1976,.0713415,164000,117,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1977,.072093,172000,124,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1978,.0741573,178000,132,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1979,.0756757,185000,140,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1980,.0824742,194000,160,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1981,.082266,203000,167,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1982,.0875,208000,182,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1983,.0880734,218000,192,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1984,.0921739,230000,212,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1985,.0966942,242000,234,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1986,.097619,252000,246,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1987,.0996169,261000,260,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DDR,1988,.1003731,268000,269,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1872,25.87377,8.11e-09,2.10e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1873,9.110448,8.79e-09,8.01e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1874,5.656383,9.04e-09,5.11e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1875,3.938422,8.90e-09,3.50e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1876,3.21684,9.10e-09,2.93e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1877,3.358663,9.04e-09,3.03e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1878,4.492967,9.12e-09,4.10e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1879,3.745994,9.10e-09,3.41e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1880,18.02323,9.26e-09,1.67e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1881,19.51556,9.44e-09,1.84e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1882,21.69768,9.67e-09,2.10e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1883,21.79817,9.74e-09,2.12e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1884,22.09545,1.01e-08,2.23e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1885,22.98396,1.02e-08,2.33e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1886,23.83419,1.03e-08,2.46e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1887,26.09234,1.06e-08,2.76e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1888,26.55581,1.11e-08,2.96e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1889,26.7,1.17e-08,3.13e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1890,28.51564,1.22e-08,3.49e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1891,29.48139,1.25e-08,3.69e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1892,29.42494,1.26e-08,3.70e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1893,28.27429,1.27e-08,3.59e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1894,29.80995,1.29e-08,3.84e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1895,28.52245,1.35e-08,3.85e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1896,29.34874,1.41e-08,4.14e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1897,29.2923,1.48e-08,4.33e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1898,31.18308,1.56e-08,4.86e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1899,29.3269,1.60e-08,4.69e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1900,31.20423,1.66e-08,5.19e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
