ISO3,year,govexp_GDP,nGDP,govexp,source
ABW,1995,26.332,2477.24,652.3067,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,1996,27.458,2588.317,710.7001,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,1997,24.989,2873.346,718.0206,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,1998,21.574,3123.795,673.9275,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,1999,22.798,3231.53,736.7241,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2000,21.606,3353.48,724.5529,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2001,22.508,3394.658,764.0696,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2002,24.66,3511.7,865.9852,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2003,25.136,3658.96,919.7162,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2004,29.245,4036.147,1180.371,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2005,24.477,4224.43,1034.014,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2006,24.827,4420.91,1097.579,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2007,22.62,4792.98,1084.172,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2008,25.359,5089.01,1290.522,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2009,26.888,4571.29,1229.129,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2010,30.443,4391.94,1337.038,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2011,27.199,4721.77,1284.274,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2012,30.761,4681.22,1439.99,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2013,29.454,4882.85,1438.195,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2014,29.834,4995.62,1490.393,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2015,25.373,5303.6,1345.682,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2016,25.119,5340.71,1341.533,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2017,24.558,5535.45,1359.396,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2018,24.863,5864.37,1458.058,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2019,23.688,6078.48,1439.87,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2020,40.237,4442.524,1787.539,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2021,28.859,5243.709,1513.282,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2022,21.679,5870.025,1272.563,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2023,21.69743,6530.946,1417.047,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2024,21.248,7264.85,1543.635,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2025,21.02,7583.199,1593.989,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2026,20.928,7851.985,1643.263,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2027,21.051,8122.678,1709.905,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2028,21.087,8400.995,1771.518,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ABW,2029,21.183,8688.844,1840.558,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2002,6.943,202531,14061.73,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2003,11.927,238878.5,28491.04,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2004,15.069,263344.1,39683.32,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2005,15.651,320476.5,50157.78,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2006,18.262,364100.1,66491.95,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2007,21.448,499587,107151.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2008,20.899,517377.4,108126.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2009,21.151,600457.8,127002.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2010,20.789,703502.6,146251.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2011,21.937,837851.3,183799.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2012,25.028,1007959,252272,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2013,24.977,1102256,275310.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2014,25.402,1116353,283575.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2015,25.947,1143357,296666.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2016,28.029,1236815,346666.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2017,27.732,1294845,359086.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2018,28.936,1359225,393305.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2019,27.999,1505967,421655.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2020,27.937,1534966,428823.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2021,17.934,1251172,224385.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2022,16.116,1283441,206839.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AFG,2023,16.887,1357275,229203,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1980,36.35243,.000214,.0000778,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1981,42.79131,.0002,.0000856,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1982,47.3996,.0002,.0000948,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1983,42.95641,.000209,.0000898,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1984,48.8677,.000221,.000108,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1985,43.77648,.000273,.0001195,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1986,42.93221,.000256,.0001099,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1987,36.20449,.000295,.0001068,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1988,40.48433,.000318,.0001287,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1989,36.74891,.00037,.000136,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1990,49.31081,.000409,.0002017,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1991,47.94177,.000892,.0004276,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1992,58.76971,.004673,.0027463,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1993,52.74069,.035827,.0188954,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1994,62.08797,.824921,.5121767,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1995,67.2354,18.26765,12.28233,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1996,29.312,1117.154,327.4601,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1997,31.068,2342.345,727.7197,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1998,30.32,3385.27,1026.414,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,1999,45.714,22959.67,10495.78,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2000,35.821,122568.5,43905.25,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2001,30.274,263560.6,79790.34,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2002,27.569,665385,183440,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2003,30.122,1328940,400303.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2004,25.999,1967570,511548.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2005,23.691,3222350,763406.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2006,27.331,4209762,1150570,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2007,34.072,5006335,1705758,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2008,47.201,6643353,3135729,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2009,38.729,5577341,2160048,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2010,34.551,7701652,2660998,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2011,33.302,1.05e+07,3497024,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2012,33.187,1.22e+07,4057094,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2013,32.941,1.32e+07,4346567,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2014,32.303,1.43e+07,4627037,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2015,23.873,1.40e+07,3330353,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2016,19.423,1.65e+07,3214422,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2017,21.032,2.03e+07,4261566,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2018,18.265,2.56e+07,4680907,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2019,18.214,3.03e+07,5524385,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2020,19.994,3.17e+07,6338252,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2021,17.28,4.41e+07,7627634,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2022,19.48651,5.22e+07,1.02e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2023,20.18139,6.20e+07,1.25e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2024,16.441,8.07e+07,1.33e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2025,15.542,9.94e+07,1.54e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2026,15.169,1.18e+08,1.79e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2027,14.407,1.36e+08,1.96e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2028,14.066,1.56e+08,2.19e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AGO,2029,13.862,1.79e+08,2.48e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,1997,30.3,336480.8,101953.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,1998,36.751,393070,144457.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,1999,37.108,453512.3,168289.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2000,33.838,516206.8,174674.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2001,32.685,583125.1,190594.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2002,31.535,633932.6,199910.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2003,29.68,700711.6,207971.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2004,30.155,760444.8,229312.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2005,28.892,824594.6,238241.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2006,29.191,897697.7,262046.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2007,29.309,1005281,294637.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2008,31.726,1112317,352893.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2009,32.679,1171607,382869.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2010,29.387,1256235,369169.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2011,28.923,1308998,378601.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2012,28.229,1324877,373999.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2013,29.193,1352247,394761.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2014,31.729,1402496,444998,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2015,30.758,1444802,444392.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2016,29.139,1488303,433676.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2017,29.162,1579056,460484.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2018,29.077,1660820,482916.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2019,29.075,1712037,497774.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2020,32.552,1655985,539056.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2021,32.124,1866672,599649.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2022,30.445,2149742,654488.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2023,29.174,2364276,689753.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2024,30.819,2517820,775966.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2025,30.839,2668823,823038.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2026,31.032,2831995,878824.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2027,31.039,3015590,936008.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2028,31.018,3212191,996357.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ALB,2029,30.91,3422070,1057762,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2001,26.704,1728.691,461.6297,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2002,25,1865.833,466.4583,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2003,24.216,2092.49,506.7173,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2004,23.69,2331.566,552.3479,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2005,23.387,2540.884,594.2364,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2006,25.189,2755.127,693.9889,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2007,27.602,2887.768,797.0817,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2008,29.461,2789.261,821.7443,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2009,29.916,2644.839,791.2299,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2010,28.85,2602.312,750.767,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2011,29.109,2607.221,758.936,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2012,33.935,2481.846,842.2145,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2013,31.962,2404.538,768.5385,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2014,31.662,2462.69,779.7371,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2015,33.329,2514.508,838.0604,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2016,34.568,2616.862,904.5968,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2017,34.852,2655.758,925.5849,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2018,35.93,2725.27,979.1893,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2019,35.844,2818.422,1010.235,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2020,42.328,2531.087,1071.358,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2021,39.04,2810.965,1097.401,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2022,34.89,3210.31,1120.077,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2023,29.13418,3500.58,1019.865,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2024,36.702,3732.37,1369.854,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2025,36.746,3877.107,1424.682,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2026,36.743,4012.606,1474.352,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2027,36.836,4142.972,1526.105,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2028,36.826,4277.444,1575.211,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
AND,2029,36.905,4414.996,1629.354,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1991,35.964,191720.8,68950.46,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1992,29.564,201714.1,59634.76,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1993,31.491,206868.9,65145.09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1994,30.128,220554.2,66448.55,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1995,26.144,244498.8,63921.75,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1996,27.604,273609.4,75527.15,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1997,22.562,293199.8,66151.73,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1998,25.843,281546.1,72759.95,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,1999,24.28,314178.6,76282.55,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2000,21.788,388186.8,84578.15,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2001,25.228,384370.3,96968.93,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2002,21.333,408570.4,87160.34,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2003,20.05,462629.8,92757.27,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2004,17.709,549979.1,97395.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2005,15.744,671985.6,105797.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2006,15.627,826382.6,129138.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2007,17.657,959575.3,169432.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2008,21.951,1187600,260690,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2009,34.997,965761.2,337987.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2010,31.114,1102444,343014.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2011,30.293,1325158,401430.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2012,28.382,1412481,400890.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2013,29.561,1469803,434488.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2014,32.25,1520802,490458.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2015,27.239,1359837,370405.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2016,32.775,1356090,444458.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2017,28.136,1434173,403518.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2018,26.692,1568339,418621.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2019,28.449,1535067,436711.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2020,31.131,1283440,399547.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2021,26.39,1524744,402380,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2022,23.133,1846283,427100.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2023,23.44475,1888144,442670.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2024,23.66435,1995455,472211.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2025,23.82755,2081540,495980,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2026,23.73185,2203056,522826,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2027,23.6019,2330998,550159.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2028,23.60492,2465774,582043.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARE,2029,23.56664,2609172,614894.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1864,4.682613,3.18e-11,1.49e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1865,5.800509,2.96e-11,1.72e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1866,8.158373,2.64e-11,2.15e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1867,9.791937,2.40e-11,2.35e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1868,11.89446,2.46e-11,2.93e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1869,11.12292,2.55e-11,2.84e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1870,14.15425,2.69e-11,3.81e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1871,15.86767,2.69e-11,4.27e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1872,14.23042,2.92e-11,4.16e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1873,15.17581,3.08e-11,4.67e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1874,14.73405,3.06e-11,4.51e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1875,16.46777,3.25e-11,5.35e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1876,14.2659,3.62e-11,5.16e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1877,9.231575,4.35e-11,4.02e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1878,10.30956,4.51e-11,4.65e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1879,12.58017,4.51e-11,5.68e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1880,13.29448,4.25e-11,5.65e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1881,14.40098,4.15e-11,5.97e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1882,18.22727,5.01e-11,9.14e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1883,17.45299,5.36e-11,9.35e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1884,17.41213,5.83e-11,1.02e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1885,14.26211,6.95e-11,9.91e-12,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1886,15.31313,7.08e-11,1.08e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1887,12.00833,9.42e-11,1.13e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1888,11.97696,1.11e-10,1.33e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1889,20.85267,1.23e-10,2.56e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1890,12.78501,1.29e-10,1.65e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1891,17.69283,1.27e-10,2.24e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1892,14.08033,1.57e-10,2.21e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1893,12.2754,1.72e-10,2.12e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1894,11.97915,2.06e-10,2.46e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1895,12.22473,2.36e-10,2.88e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1896,14.88591,2.69e-10,4.01e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1897,15.3182,2.00e-10,3.07e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1898,27.39467,1.98e-10,5.41e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1899,14.17024,2.10e-10,2.97e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1900,13.65138,2.00e-10,2.72e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1901,13.23501,2.11e-10,2.79e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1902,15.56911,2.23e-10,3.46e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1903,12.42946,2.47e-10,3.07e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1904,12.45578,2.70e-10,3.37e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1905,16.90531,3.28e-10,5.55e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1906,11.87368,3.53e-10,4.19e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1907,11.9725,3.64e-10,4.35e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1908,10.56781,4.11e-10,4.34e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1909,15.58163,4.34e-10,6.76e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1910,14.75282,4.81e-10,7.09e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1911,14.93754,4.81e-10,7.18e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1912,12.64302,5.51e-10,6.97e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1913,12.35827,5.63e-10,6.96e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1914,14.29648,5.08e-10,7.26e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1915,12.27237,5.49e-10,6.73e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1916,11.01288,5.87e-10,6.47e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1917,10.35706,6.50e-10,6.73e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1918,7.988431,9.08e-10,7.25e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1919,7.972551,9.26e-10,7.38e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1920,7.635146,1.10e-09,8.41e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1921,10.14327,9.53e-10,9.66e-11,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1922,11.75313,9.01e-10,1.06e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1923,10.81854,1.01e-09,1.09e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1924,10.1791,1.14e-09,1.16e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1925,10.93693,1.13e-09,1.23e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1926,11.64159,1.10e-09,1.29e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1927,15.52969,1.17e-09,1.81e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1928,12.84764,1.23e-09,1.59e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
ARG,1929,13.25356,1.28e-09,1.70e-10,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
