ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
AUT,1981,27.72135,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,81915.26,22708.02
AUT,1982,26.66212,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,88037.81,23472.75
AUT,1983,26.42508,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,93803.52,24787.65
AUT,1984,27.6569,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,98497.05,27241.23
AUT,1985,28.04065,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,103949.6,29148.14
AUT,1986,28.01559,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,109480,30671.47
AUT,1987,27.59555,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,113670,31367.87
AUT,1988,26.85001,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,119209.2,32007.68
AUT,1989,25.92072,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,127514.6,33052.71
AUT,1990,26.05289,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,137047.2,35704.75
AUT,1991,26.45061,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,146926.7,38863.01
AUT,1992,27.32564,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,155221.4,42415.23
AUT,1993,27.15951,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,160341.2,43547.89
AUT,1994,26.90516,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,168338.6,45291.77
AUT,1995,42.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,175964.8,75488.91
AUT,1996,44.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,181406.3,80544.39
AUT,1997,45.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,187764,84681.55
AUT,1998,45.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,195166.3,88019.98
AUT,1999,44.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,202800,90651.58
AUT,2000,43.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,212611.5,93336.46
AUT,2001,45.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,219557.2,99678.95
AUT,2002,44.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,225215.3,99770.38
AUT,2003,43.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,230631.3,101247.1
AUT,2004,43.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,240256.1,104511.4
AUT,2005,42.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,252313.5,106728.6
AUT,2006,41.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,266251.2,110760.5
AUT,2007,41.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,282326.2,117730
AUT,2008,42.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,291601,123930.4
AUT,2009,42.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,286054.9,120429.1
AUT,2010,42.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,293699.9,123647.6
AUT,2011,42.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,308204.4,130062.3
AUT,2012,42.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,316511,135783.2
AUT,2013,43.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,320957.3,140579.3
AUT,2014,43.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,330183.9,144950.7
AUT,2015,44.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,341871.8,151107.3
AUT,2016,42.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,355582.4,151833.7
AUT,2017,42.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,367693.5,157372.8
AUT,2018,43.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,383190.7,165155.2
AUT,2019,43.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,395692.6,171334.9
AUT,2020,42.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,379500.2,162426.1
AUT,2021,43.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,406024.2,177838.6
AUT,2022,43.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,448153.7,193602.4
AUT,2023,42.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,473916.9,203310.4
AUT,2024,43.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,483657.7,211358.4
AUT,2025,44.23616,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,500413.6,221363.7
AUT,2026,44.31802,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,516303.9,228815.7
AUT,2027,43.85495,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,536336,235209.9
AZE,2000,12.2,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,4718.1,575.6082
AZE,2001,13.4,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,5315.6,712.2904
AZE,2002,13.8,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,6062.46,836.6195
AZE,2003,14.1,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,7146.5,1007.657
AZE,2004,14.4,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,8530.2,1228.349
AZE,2005,14,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,12522.5,1753.15
AZE,2006,16.3,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,18746.2,3055.63
AZE,2007,18.4,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,28360.5,5218.332
AZE,2008,16.58113,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,40137.2,6655.2
AZE,2009,14.30642,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,35601.5,5093.3
AZE,2010,12.29012,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,42465,5219
AZE,2011,12.33324,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,52082,6423.4
AZE,2012,12.89336,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,54743.7,7058.3
AZE,2013,13.50916,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,58182,7859.9
AZE,2014,14.34827,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,59014.1,8467.5
AZE,2015,15.74844,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,54380,8564
AZE,2016,14.68349,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,60425.2,8872.528
AZE,2017,13.27864,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,70337.8,9339.899
AZE,2018,13.08467,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,80092,10479.77
AZE,2019,14.34157,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,81896.2,11745.2
AZE,2020,15.3552,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,72578.1,11144.51
AZE,2021,13.57872,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,93203.2,12655.8
AZE,2022,15.59734,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,133972.7,20896.17
AZE,2023,17.95734,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,123005.5,22088.52
BEL,1973,24.87575,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,46130.06,11475.2
BEL,1974,25.65336,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,54105.54,13879.89
BEL,1975,27.23423,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,59878.8,16307.53
BEL,1976,27.3492,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,68055.98,18612.77
BEL,1977,28.46153,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,73603.26,20948.61
BEL,1978,29.83212,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,79043.16,23580.26
BEL,1979,29.83263,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,84538.07,25219.93
BEL,1980,29.01781,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,91938.57,26678.56
BEL,1981,28.92008,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,96393.51,27877.08
BEL,1982,30.23396,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,104307.8,31536.39
BEL,1983,29.68966,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,110506,32808.86
BEL,1984,29.76158,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,119389.9,35532.31
BEL,1985,30.07383,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,126978.3,38187.22
BEL,1986,29.54348,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,132908.8,39265.89
BEL,1987,29.60691,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,138264.5,40935.85
BEL,1988,28.66945,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,147935.6,42412.33
BEL,1989,27.47307,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,160411.1,44069.86
BEL,1990,,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,170096.8,
BEL,1991,,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,178197.6,
BEL,1992,,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,187121,
BEL,1993,,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,192721.4,
BEL,1994,,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,203106.9,
BEL,1995,44.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,210489.1,93878.13
BEL,1996,45.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,214287.1,97286.34
BEL,1997,45.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,224101.5,102638.5
BEL,1998,46.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,232623.8,107937.4
BEL,1999,46.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,242307.6,111946.1
BEL,2000,45.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,256376.4,117420.4
BEL,2001,45.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,264334.8,120801
