ISO3,year,nGDP,source,USDfx,nGDP_USD
ABW,1970,353.7469,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,197.624
ABW,1971,372.6045,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,208.1589
ABW,1972,392.4673,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,219.2555
ABW,1973,413.389,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,230.9436
ABW,1974,435.4261,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,243.2548
ABW,1975,458.6378,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,256.2223
ABW,1976,483.0869,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,269.881
ABW,1977,508.8394,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,284.2678
ABW,1978,535.9647,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,299.4216
ABW,1979,564.536,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,315.3832
ABW,1980,594.6304,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,332.1957
ABW,1981,626.329,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,349.9045
ABW,1982,659.7175,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,368.5573
ABW,1983,694.8858,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,388.2044
ABW,1984,731.9289,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,408.8988
ABW,1985,770.9467,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,430.6965
ABW,1986,812.0444,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,453.6561
ABW,1987,976.5489,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,545.558
ABW,1988,1194.491,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,667.3135
ABW,1989,1392.525,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,777.947
ABW,1990,1531.882,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,855.8003
ABW,1991,1746.681,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,975.7996
ABW,1992,1919.568,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1072.384
ABW,1993,2168.944,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1211.701
ABW,1994,2495.054,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1393.885
ABW,1995,2477.24,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1383.933
ABW,1996,2588.317,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1445.987
ABW,1997,2873.346,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1605.222
ABW,1998,3123.795,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1745.137
ABW,1999,3231.53,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1805.324
ABW,2000,3353.48,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1873.453
ABW,2001,3394.658,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1896.457
ABW,2002,3511.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,1961.844
ABW,2003,3658.96,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2044.112
ABW,2004,4036.147,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2254.831
ABW,2005,4224.43,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2360.017
ABW,2006,4420.91,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2469.782
ABW,2007,4792.98,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2677.643
ABW,2008,5089.01,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2843.022
ABW,2009,4571.29,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2553.793
ABW,2010,4391.94,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2453.598
ABW,2011,4721.77,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2637.86
ABW,2012,4681.22,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2615.207
ABW,2013,4882.85,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2727.849
ABW,2014,4995.62,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2790.849
ABW,2015,5303.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2962.905
ABW,2016,5340.71,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2983.637
ABW,2017,5535.45,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,3092.43
ABW,2018,5864.37,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,3276.185
ABW,2019,6078.48,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,3395.799
ABW,2020,4442.524,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2481.857
ABW,2021,5243.709,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,2929.447
ABW,2022,5870.025,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,3279.344
ABW,2023,6530.946,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.79,3648.573
ABW,2024,7264.85,Derived using data on nominal GDP from WDI and the spliced USD exchange rate,1.79,4058.575
ABW,2025,7583.199,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.789876,4236.717
ABW,2026,7851.985,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.790091,4386.36
ABW,2027,8122.678,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.78996,4537.91
ABW,2028,8400.995,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.790008,4693.272
ABW,2029,8688.844,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.789908,4854.353
AFG,1960,24.2,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,17.19656,1.407258
AFG,1961,24.7,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,17.19656,1.436334
AFG,1962,24.6,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,17.19656,1.430519
AFG,1963,33.8,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35.10965,.9626985
AFG,1964,36,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,.9304187
AFG,1965,45.3,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,1.170777
AFG,1966,63,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,1.628233
AFG,1967,75.3,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,1.946126
AFG,1968,61.8,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,1.597219
AFG,1969,63.4,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,38.69226,1.638571
AFG,1970,78.69714,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.69226,2.033925
AFG,1971,82.39703,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.69226,2.129548
AFG,1972,71.79749,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.69226,1.855603
AFG,1973,77.99727,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.69226,2.015836
AFG,1974,96.9966,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.37871,2.527355
AFG,1975,106.4963,Derived using data on nominal GDP from UN and the spliced USD exchange rate,34.92963,3.048881
AFG,1976,114.996,Derived using data on nominal GDP from UN and the spliced USD exchange rate,34.92963,3.292219
AFG,1977,132.8954,Derived using data on nominal GDP from UN and the spliced USD exchange rate,34.92963,3.80466
AFG,1978,148.4948,Derived using data on nominal GDP from UN and the spliced USD exchange rate,34.92963,4.251256
AFG,1979,161.7137,Derived using data on nominal GDP from UN and the spliced USD exchange rate,33.84616,4.777904
AFG,1980,160.7062,Derived using data on nominal GDP from UN and the spliced USD exchange rate,34.36946,4.675844
AFG,1981,172.1301,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.56166,4.463762
AFG,1982,174.0062,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.430296
AFG,1983,172.0103,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.379479
AFG,1984,170.0372,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.329244
AFG,1985,168.0868,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.279585
AFG,1986,168.021,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.27791
AFG,1987,146.1064,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,3.71995
AFG,1988,134.8125,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,3.432403
AFG,1989,169.114,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.305737
AFG,1990,183.2515,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.665687
AFG,1991,169.0077,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.303032
AFG,1992,175.8134,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,4.476308
AFG,1993,134.8176,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.27643,3.432532
AFG,1994,898.9163,Derived using data on nominal GDP from UN and the spliced USD exchange rate,38.81846,23.15693
AFG,1995,2696.917,Derived using data on nominal GDP from UN and the spliced USD exchange rate,36.56715,73.75246
AFG,1996,7810.969,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.5,164.4415
AFG,1997,9048.963,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.5,190.5045
AFG,1998,8736.033,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.5,183.9165
AFG,1999,126804.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,46.61953,2719.992
AFG,2000,167260.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.35757,3531.869
AFG,2001,171975,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.50002,3620.525
AFG,2002,202531,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.263,4285.191
AFG,2003,238878.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,48.76275,4898.792
AFG,2004,263344.1,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.84531,5504.073
AFG,2005,320476.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,49.4946,6474.98
AFG,2006,364100.1,Derived using data on nominal GDP from UN and the spliced USD exchange rate,49.92533,7292.893
AFG,2007,499587,Derived using data on nominal GDP from UN and the spliced USD exchange rate,49.96202,9999.336
AFG,2008,517377.4,Derived using data on nominal GDP from UN and the spliced USD exchange rate,50.24961,10296.15
AFG,2009,600457.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,50.325,11931.6
AFG,2010,703502.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,46.45246,15144.57
AFG,2011,837851.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,46.74701,17923.1
AFG,2012,1007959,Derived using data on nominal GDP from UN and the spliced USD exchange rate,50.9214,19794.41
AFG,2013,1102256,Derived using data on nominal GDP from UN and the spliced USD exchange rate,55.3775,19904.41
AFG,2014,1116353,Derived using data on nominal GDP from UN and the spliced USD exchange rate,57.2475,19500.46
AFG,2015,1143357,Derived using data on nominal GDP from UN and the spliced USD exchange rate,61.14346,18699.57
AFG,2016,1236815,Derived using data on nominal GDP from UN and the spliced USD exchange rate,67.86609,18224.35
AFG,2017,1294845,Derived using data on nominal GDP from UN and the spliced USD exchange rate,68.0269,19034.3
AFG,2018,1359225,Derived using data on nominal GDP from UN and the spliced USD exchange rate,72.08324,18856.32
AFG,2019,1505967,Derived using data on nominal GDP from UN and the spliced USD exchange rate,77.73795,19372.36
AFG,2020,1534966,Derived using data on nominal GDP from UN and the spliced USD exchange rate,76.81354,19983.01
AFG,2021,1251172,Derived using data on nominal GDP from UN and the spliced USD exchange rate,82.52611,15160.92
AFG,2022,1283441,Derived using data on nominal GDP from UN and the spliced USD exchange rate,90.54264,14174.99
AFG,2023,1357275,Derived using data on nominal GDP from UN and the spliced USD exchange rate,82.67624,16416.75
AGO,1969,.0001016,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,2.86e-08,3550.99
AGO,1970,.000109,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.86e-08,3811.189
AGO,1971,.000113,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.82e-08,4007.092
AGO,1972,.000111,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.71e-08,4095.941
AGO,1973,.000123,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.45e-08,5020.408
AGO,1974,.000143,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.54e-08,5629.921
AGO,1975,.000106,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.56e-08,4140.625
AGO,1976,.000117,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.94e-08,3979.592
AGO,1977,.00013,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,4347.826
AGO,1978,.000145,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,4849.498
AGO,1979,.000161,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,5384.615
AGO,1980,.000214,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,7157.19
AGO,1981,.0002,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,6688.963
AGO,1982,.0002,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,6688.963
AGO,1983,.000209,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,6989.967
AGO,1984,.000221,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,7391.304
AGO,1985,.000273,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,9130.435
AGO,1986,.000256,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,8561.873
AGO,1987,.000295,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,9866.221
AGO,1988,.000318,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,10635.45
AGO,1989,.00037,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,12374.58
AGO,1990,.000409,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.99e-08,13678.93
AGO,1991,.000892,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5.51e-08,16188.75
AGO,1992,.004673,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.51e-07,18587.91
AGO,1993,.035827,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.66e-06,13467.78
AGO,1994,.824921,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.0000595,13860.72
AGO,1995,18.26765,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.0027502,6642.229
AGO,1996,1117.154,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.1280292,8725.773
AGO,1997,2342.345,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.2290401,10226.79
AGO,1998,3385.27,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.3928235,8617.788
AGO,1999,22959.67,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.790706,8227.19
AGO,2000,122568.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,10.04054,12207.35
AGO,2001,263560.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,22.05786,11948.6
AGO,2002,665385,Derived using data on nominal GDP from UN and the spliced USD exchange rate,43.5302,15285.59
AGO,2003,1328940,Derived using data on nominal GDP from UN and the spliced USD exchange rate,74.6063,17812.71
AGO,2004,1967570,Derived using data on nominal GDP from UN and the spliced USD exchange rate,83.54136,23552.05
AGO,2005,3222350,Derived using data on nominal GDP from UN and the spliced USD exchange rate,87.15914,36970.88
AGO,2006,4209762,Derived using data on nominal GDP from UN and the spliced USD exchange rate,80.36807,52381.02
AGO,2007,5006335,Derived using data on nominal GDP from UN and the spliced USD exchange rate,76.70615,65266.41
AGO,2008,6643353,Derived using data on nominal GDP from UN and the spliced USD exchange rate,75.03336,88538.66
AGO,2009,5577341,Derived using data on nominal GDP from UN and the spliced USD exchange rate,79.32816,70307.2
AGO,2010,7701652,Derived using data on nominal GDP from UN and the spliced USD exchange rate,91.90572,83799.48
AGO,2011,1.05e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,93.93475,111789.7
AGO,2012,1.22e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,95.46796,128052.9
AGO,2013,1.32e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,96.51828,136709.9
AGO,2014,1.43e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,98.30241,145712.2
AGO,2015,1.40e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,120.0607,116193.6
AGO,2016,1.65e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,163.6564,101123.8
AGO,2017,2.03e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,165.916,122123.9
AGO,2018,2.56e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,252.8557,101353.2
AGO,2019,3.03e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,364.8258,83136.74
AGO,2020,3.17e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,578.2588,54821.08
AGO,2021,4.41e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,631.442,69905.71
AGO,2022,5.22e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,460.5675,113303.7
AGO,2023,6.20e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,685.0203,90552.16
AGO,2024,8.07e+07,Derived using data on nominal GDP from IMF_IFS and the spliced USD exchange rate,869.8462,92788.41
AGO,2025,9.94e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1033.824,96117.1
AGO,2026,1.18e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1170.313,100792.7
AGO,2027,1.36e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1258.678,108139.8
AGO,2028,1.56e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1357.476,114827.7
AGO,2029,1.79e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1464.037,122311.9
AIA,1970,7.817934,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.003376,3.90238
AIA,1971,9.016203,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.964366,4.58988
AIA,1972,10.4103,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.921872,5.416748
AIA,1973,12.00808,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.959219,6.129014
AIA,1974,13.85868,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.053232,6.749691
AIA,1975,15.99454,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.169796,7.371447
AIA,1976,18.45649,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.614671,7.058818
AIA,1977,21.30153,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,7.889455
AIA,1978,24.57865,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,9.103205
AIA,1979,28.36128,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,10.50418
AIA,1980,32.73083,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,12.12253
AIA,1981,37.76886,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,13.98847
AIA,1982,43.58466,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,16.14247
AIA,1983,50.29872,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,18.62916
AIA,1984,58.39017,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,21.62599
AIA,1985,73.24142,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,27.12645
AIA,1986,94.67424,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,35.06453
AIA,1987,118.0839,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,43.73478
AIA,1988,147.8058,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,54.74289
AIA,1989,183.9399,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,68.1259
AIA,1990,204.1248,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,75.60176
AIA,1991,209.8442,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,77.72009
AIA,1992,228.0161,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,84.45042
AIA,1993,248.6729,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,92.10108
AIA,1994,277.4786,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,102.7699
AIA,1995,280.0885,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,103.7365
AIA,1996,296.4945,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,109.8128
AIA,1997,332.8604,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,123.2816
AIA,1998,377.1109,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,139.6707
AIA,1999,401.6698,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,148.7666
AIA,2000,410.693,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,152.1085
AIA,2001,420.9641,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,155.9126
AIA,2002,423.1012,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,156.7041
AIA,2003,460.5411,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,170.5708
AIA,2004,544.1625,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,201.5417
AIA,2005,617.7886,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,228.8106
AIA,2006,765.0447,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,283.3499
AIA,2007,957.2799,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,354.5481
AIA,2008,960.6457,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,355.7947
AIA,2009,765.4584,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,283.5031
AIA,2010,720.9688,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,267.0255
AIA,2011,790.2328,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,292.6788
AIA,2012,773.9076,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,286.6324
AIA,2013,773.5588,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,286.5032
AIA,2014,853.6184,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,316.155
AIA,2015,891.9136,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,330.3384
AIA,2016,859.8061,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,318.4467
AIA,2017,752.9909,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,278.8855
AIA,2018,860.5408,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,318.7188
AIA,2019,1025.034,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,379.6421
AIA,2020,705.7144,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,261.3757
AIA,2021,824.1168,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,305.2285
AIA,2022,1050.224,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,388.972
AIA,2023,1122.485,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,415.7353
ALB,1950,8072.368,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1951,8290.321,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1952,8514.16,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1953,8744.042,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1954,8980.131,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1955,9222.594,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1956,9471.604,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1957,9727.336,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1958,9989.974,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1959,10259.7,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1960,10536.71,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1961,10821.2,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1962,11113.38,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1963,11413.44,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1964,11721.6,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1965,12038.08,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1966,12363.11,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1967,12696.91,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1968,13039.73,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1969,13391.8,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,,
ALB,1970,13753.38,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,2750.676
ALB,1971,14148.01,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,2829.603
ALB,1972,14554.39,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,2910.878
ALB,1973,14973.36,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,2994.673
ALB,1974,15401.17,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,3080.234
ALB,1975,15844.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,3168.979
ALB,1976,16304.05,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,3260.81
ALB,1977,16759.35,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,3351.87
ALB,1978,17254.28,Derived using data on nominal GDP from UN and the spliced USD exchange rate,5,3450.856
ALB,1979,17762.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,6.167123,2880.257
ALB,1980,18203.09,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2600.441
ALB,1981,18828.92,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2689.846
ALB,1982,19380.92,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2768.703
ALB,1983,19593.05,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2799.007
ALB,1984,19341.07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2763.01
ALB,1985,19754.78,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2822.111
ALB,1986,20372.41,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2910.344
ALB,1987,20211.85,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2887.407
ALB,1988,19924.71,Derived using data on nominal GDP from UN and the spliced USD exchange rate,6.67,2987.213
ALB,1989,21885.43,Derived using data on nominal GDP from UN and the spliced USD exchange rate,6.13,3570.216
ALB,1990,19703.21,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7.745833,2543.718
