ISO3,year,govdef_GDP,nGDP,govdef,source
ABW,1995,-.834,2477.24,-20.66018,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,1996,-2.343,2588.317,-60.64427,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,1997,-2.102,2873.346,-60.39774,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,1998,.114,3123.795,3.561126,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,1999,.086,3231.53,2.779115,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2000,.645,3353.48,21.62995,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2001,-.835,3394.658,-28.34539,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2002,-3.169,3511.7,-111.2858,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2003,1.896,3658.96,69.37388,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2004,-8.531,4036.147,-344.3237,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2005,-2.957,4224.43,-124.9164,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2006,-2.541,4420.91,-112.3353,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2007,-1.046,4792.98,-50.13457,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2008,1.466,5089.01,74.60488,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2009,-2.631,4571.29,-120.2706,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2010,-3.487,4391.94,-153.1469,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2011,-6.429,4721.77,-303.5626,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2012,-8.955,4681.22,-419.2033,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2013,-6.048,4882.85,-295.3148,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2014,-7.459,4995.62,-372.6233,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2015,-1.475,5303.6,-78.2281,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2016,-1.455,5340.71,-77.70733,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2017,-2.587,5535.45,-143.2021,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2018,-2.641,5864.37,-154.878,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2019,-.243,6078.48,-14.77071,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2020,-16.23,4442.524,-721.0217,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2021,-9.161,5243.709,-480.3763,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2022,-.465,5870.025,-27.29562,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2023,2.579962,6530.946,168.4959,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2024,2.35,7264.85,170.724,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2025,1.904,7583.199,144.3841,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2026,1.931,7851.985,151.6218,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2027,1.743,8122.678,141.5783,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2028,1.643,8400.995,138.0284,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ABW,2029,1.483,8688.844,128.8556,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2002,-.098,202531,-198.4804,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2003,-2.102,238878.5,-5021.227,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2004,-2.393,263344.1,-6301.824,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2005,-.917,320476.5,-2938.77,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2006,.684,364100.1,2490.445,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2007,-2.462,499587,-12299.83,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2008,-3.864,517377.4,-19991.46,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2009,-1.761,600457.8,-10574.06,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2010,.933,703502.6,6563.679,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2011,-.672,837851.3,-5630.361,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2012,.182,1007959,1834.485,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2013,-.631,1102256,-6955.237,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2014,-1.719,1116353,-19190.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2015,-1.378,1143357,-15755.45,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2016,.127,1236815,1570.755,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2017,-.673,1294845,-8714.305,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2018,1.634,1359225,22209.73,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2019,-1.058,1505967,-15933.13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2020,-2.243,1534966,-34429.28,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2021,-.485,1251172,-6068.183,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2022,-.997,1283441,-12795.91,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AFG,2023,-1.358,1357275,-18431.79,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1980,-9.858286,.000214,-.0000211,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1981,-12.50823,.0002,-.000025,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1982,-13.82488,.0002,-.0000276,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1983,-7.580544,.000209,-.0000158,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1984,-4.171633,.000221,-9.22e-06,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1985,-5.790588,.000273,-.0000158,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1986,-6.144025,.000256,-.0000157,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1987,-8.099542,.000295,-.0000239,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1988,-9.949482,.000318,-.0000316,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1989,-10.19683,.00037,-.0000377,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1990,-23.72002,.000409,-.000097,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1991,-25.98513,.000892,-.0002318,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1992,-31.98535,.004673,-.0014947,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1993,-13.762,.035827,-.0049305,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1994,-19.99119,.824921,-.1649115,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1995,-37.2536,18.26765,-6.805358,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1996,5.216,1117.154,58.27073,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1997,-.269,2342.345,-6.300908,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1998,-5.924,3385.27,-200.5434,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,1999,-9.399,22959.67,-2157.979,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2000,2.021,122568.5,2477.109,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2001,2.805,263560.6,7392.875,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2002,-2.245,665385,-14937.89,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2003,-4.102,1328940,-54513.12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2004,1.032,1967570,20305.32,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2005,6.404,3222350,206359.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2006,8.415,4209762,354251.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2007,3.853,5006335,192894.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2008,-3.796,6643353,-252181.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2009,-6.796,5577341,-379036.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2010,2.977,7701652,229278.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2011,7.195,1.05e+07,755542.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2012,3.685,1.22e+07,450489.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2013,-.27,1.32e+07,-35626.51,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2014,-5.069,1.43e+07,-726076.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2015,-2.575,1.40e+07,-359220,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2016,-3.983,1.65e+07,-659169.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2017,-5.747,2.03e+07,-1164474,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2018,2.03,2.56e+07,520243.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2019,.693,3.03e+07,210189.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2020,-1.659,3.17e+07,-525915.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2021,3.399,4.41e+07,1500366,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2022,1.739527,5.22e+07,907754.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2023,-2.568365,6.20e+07,-1593159,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2024,1.573,8.07e+07,1269594,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2025,1.259,9.94e+07,1251045,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2026,.909,1.18e+08,1072247,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2027,.899,1.36e+08,1223657,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2028,.768,1.56e+08,1197126,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AGO,2029,-.185,1.79e+08,-331277.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,1997,-11.902,336480.8,-40047.95,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,1998,-9.926,393070,-39016.13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,1999,-8.841,453512.3,-40095.02,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2000,-7.772,516206.8,-40119.59,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2001,-6.837,583125.1,-39868.27,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2002,-6.212,633932.6,-39379.89,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2003,-5.006,700711.6,-35077.63,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2004,-5.163,760444.8,-39261.77,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2005,-3.458,824594.6,-28514.48,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2006,-3.263,897697.7,-29291.88,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2007,-3.179,1005281,-31957.89,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2008,-4.884,1112317,-54325.57,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2009,-6.586,1171607,-77162,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2010,-3.52,1256235,-44219.48,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2011,-3.516,1308998,-46024.37,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2012,-3.441,1324877,-45589.03,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2013,-5.215,1352247,-70519.67,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2014,-5.458,1402496,-76548.24,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2015,-4.318,1444802,-62386.55,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2016,-1.498,1488303,-22294.78,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2017,-1.406,1579056,-22201.52,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2018,-1.62,1660820,-26905.29,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2019,-1.866,1712037,-31946.61,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2020,-6.7,1655985,-110951,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2021,-4.597,1866672,-85810.91,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2022,-3.281589,2149742,-70545.69,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2023,-1.216454,2364276,-28760.32,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2024,-2.194,2517820,-55240.96,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2025,-2.583,2668823,-68935.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2026,-2.64,2831995,-74764.68,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2027,-2.651,3015590,-79943.28,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2028,-2.578,3212191,-82810.29,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ALB,2029,-2.43,3422070,-83156.29,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2001,.658,1728.691,11.37479,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2002,.978,1865.833,18.24785,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2003,1.764,2092.49,36.91152,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2004,1.855,2331.566,43.25055,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2005,-.081,2540.884,-2.058116,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2006,-1.436,2755.127,-39.56362,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2007,-2.828,2887.768,-81.66608,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2008,-3.192,2789.261,-89.03322,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2009,-3.51,2644.839,-92.83383,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2010,-.349,2602.312,-9.082069,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2011,.405,2607.221,10.55925,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2012,-1.653,2481.846,-41.02492,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2013,3.36,2404.538,80.79249,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2014,2.143,2462.69,52.77545,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2015,1.654,2514.508,41.58997,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2016,4.068,2616.862,106.4539,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2017,3.338,2655.758,88.64922,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2018,2.671,2725.27,72.79195,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2019,2.306,2818.422,64.99282,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2020,-1.057,2531.087,-26.75359,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2021,-1.163,2810.965,-32.69153,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2022,4.844,3210.31,155.5074,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2023,2.197521,3500.58,76.92597,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2024,1.704,3732.37,63.59959,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2025,1.473,3877.107,57.10979,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2026,1.483,4012.606,59.50694,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2027,1.427,4142.972,59.12021,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2028,1.509,4277.444,64.54662,Derived using data on general government deficit to GDP and central government and the spliced GDP.
AND,2029,1.43,4414.996,63.13443,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1991,3.89,191720.8,7457.938,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1992,3.337,201714.1,6731.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1993,-2.886,206868.9,-5970.237,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1994,-1.784,220554.2,-3934.686,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1995,3.583,244498.8,8760.39,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1996,.917,273609.4,2508.999,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1997,6.711,293199.8,19676.63,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1998,.996,281546.1,2804.199,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,1999,1.306,314178.6,4103.172,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2000,10.66,388186.8,41380.72,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2001,1.205,384370.3,4631.662,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2002,-1.238,408570.4,-5058.102,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2003,2.352,462629.8,10881.05,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2004,6.4,549979.1,35198.66,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2005,15.987,671985.6,107430.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2006,20.15,826382.6,166516.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2007,17.126,959575.3,164336.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2008,17.638,1187600,209468.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2009,-6.127,965761.2,-59172.19,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2010,.532,1102444,5865.003,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2011,5.166,1325158,68457.67,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2012,8.771,1412481,123888.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2013,2.67347,1469803,39294.73,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2014,1.911038,1520802,29063.11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2015,-3.363277,1359837,-45735.07,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2016,-2.420858,1356090,-32829.02,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2017,-.1986072,1434173,-2848.371,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2018,3.818468,1568339,59886.52,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2019,2.570799,1535067,39463.49,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2020,-2.468,1283440,-31675.29,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2021,3.051174,1524744,46522.59,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2022,9.974,1846283,184148.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2023,5.913517,1888144,111655.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2024,4.802,1995455,95821.73,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2025,4.354,2081540,90630.25,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2026,4.235,2203056,93299.44,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2027,4.17,2330998,97202.59,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2028,4.108,2465774,101294,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARE,2029,4.067,2609172,106115,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1865,-.78599,2.96e-11,-2.33e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1866,-2.09111,2.64e-11,-5.52e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1867,-1.07971,2.40e-11,-2.59e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1868,-1.79772,2.46e-11,-4.42e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1869,-1.60891,2.55e-11,-4.11e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1870,-2.73512,2.69e-11,-7.36e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1871,-5.53736,2.69e-11,-1.49e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1872,-1.18293,2.92e-11,-3.46e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1873,-1.39318,3.08e-11,-4.29e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1874,-2.59377,3.06e-11,-7.95e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1875,-3.08305,3.25e-11,-1.00e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1876,-4.15362,3.62e-11,-1.50e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1877,-1.67669,4.35e-11,-7.30e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1878,-1.08495,4.51e-11,-4.89e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1879,-1.0898,4.51e-11,-4.92e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1880,-2.14978,4.25e-11,-9.14e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1881,-2.30827,4.15e-11,-9.57e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1882,-5.41596,5.01e-11,-2.71e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1883,-4.18548,5.36e-11,-2.24e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1884,-4.06794,5.83e-11,-2.37e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1885,-2.66807,6.95e-11,-1.85e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1886,-2.38812,7.08e-11,-1.69e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1887,.35467,9.42e-11,3.34e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1888,-.6863699,1.11e-10,-7.60e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1889,-2.876659,1.23e-10,-3.54e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1890,-1.81723,1.29e-10,-2.35e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1891,-4.48423,1.27e-10,-5.69e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1892,-1.33005,1.57e-10,-2.09e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1893,.0603399,1.72e-10,1.04e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1894,-1.06352,2.06e-10,-2.19e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1895,-1.59317,2.36e-10,-3.75e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1896,-4.18935,2.69e-10,-1.13e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1897,-1.45674,2.00e-10,-2.92e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1898,-9.31258,1.98e-10,-1.84e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1899,-.3984499,2.10e-10,-8.35e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1900,-.4178801,2.00e-10,-8.34e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1901,-.5432997,2.11e-10,-1.14e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1902,-2.20091,2.23e-10,-4.90e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1903,-.2532897,2.47e-10,-6.26e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1904,.15446,2.70e-10,4.18e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1905,-3.523099,3.28e-10,-1.16e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1906,-.3249497,3.53e-10,-1.15e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1907,-.2002602,3.64e-10,-7.28e-13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1908,.2788796,4.11e-10,1.14e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1909,-2.57127,4.34e-10,-1.12e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1910,-2.235149,4.81e-10,-1.07e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1911,-2.18726,4.81e-10,-1.05e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1912,-.7756901,5.51e-10,-4.28e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1913,-.6117902,5.63e-10,-3.44e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1914,-3.02506,5.08e-10,-1.54e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1915,-2.63756,5.49e-10,-1.45e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1916,-2.13053,5.87e-10,-1.25e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1917,-2.18347,6.50e-10,-1.42e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1918,-1.13567,9.08e-10,-1.03e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1919,-.30406,9.26e-10,-2.81e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1920,.1986299,1.10e-09,2.19e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1921,-.9855304,9.53e-10,-9.39e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1922,-1.86314,9.01e-10,-1.68e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1923,-.9313898,1.01e-09,-9.39e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1924,-.6786599,1.14e-09,-7.72e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1925,-.4636698,1.13e-09,-5.22e-12,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1926,-1.00004,1.10e-09,-1.10e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1927,-3.29941,1.17e-09,-3.85e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1928,-1.52131,1.23e-09,-1.88e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
ARG,1929,-1.94636,1.28e-09,-2.50e-11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
