ISO3,year,govdef_GDP,nGDP,govdef,source
BEL,1909,.1269007,183.523,.2328919,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1910,-.1826,194.1287,-.354479,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1911,-.91572,200.4001,-1.835104,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1912,-1.393061,210.8822,-2.937716,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1913,-1.4035,217.0257,-3.045955,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1914,,300.3343,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1915,,377.679,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1916,,455.0236,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1917,,532.3683,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1918,,609.7129,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1919,,687.0576,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1920,,715.7403,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1921,,714.7809,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1922,,730.9954,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1923,,883.9664,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1924,-5.530352,1068.078,-59.06847,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1925,,1122.255,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1926,,1386.243,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1927,3.064301,1759.563,53.9183,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1928,,2000.776,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1929,,2245.804,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1930,-2.481201,2274.931,-56.44563,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1931,,2066.413,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1932,,1774.967,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1933,-1.686201,1730.081,-29.17264,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1934,-2.782999,1673.36,-46.56959,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1935,-5.9415,1640.397,-97.46418,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1936,-4.9188,1794.353,-88.26066,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1937,-4.713202,2149.264,-101.2992,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1938,-5.1749,2083.512,-107.8197,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1939,-6.858501,2056.896,-141.0722,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1940,,1903.988,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1941,-5.273912,1578.081,-83.22659,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1942,,1732.458,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1943,-5.814501,1886.835,-109.7101,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1944,,3476.351,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1945,,5065.868,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1946,-15.44691,5400.86,-834.2659,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1947,-13.57339,6569.274,-891.6735,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1948,-31.63589,8312.677,-2629.789,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1949,-2.0499,8094.794,-165.9352,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1950,-2.0056,8470.958,-169.8935,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1951,.5881996,9994.217,58.78595,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1952,-.2563992,10513.33,-26.9561,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1953,.1386013,10578.92,14.66252,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1954,2.336401,11015.06,257.3559,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1955,-1.050299,11710.8,-122.9984,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1956,1.848101,12450.67,230.101,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1957,-1.2738,13206.12,-168.2196,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1958,-4.3346,13312.56,-577.0464,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1959,-5.2097,13787.64,-718.2946,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1960,-4.886002,14641.74,-715.3958,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1961,-2.342199,15548.94,-364.1873,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1962,-2.119701,16622.39,-352.345,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1963,-2.802099,17881.06,-501.045,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1964,-2.2658,20013.36,-453.4627,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1965,-2.8992,21811.91,-632.3709,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1966,-3.080299,23419.65,-721.3954,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1967,-2.7642,25102.38,-693.8799,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1968,-3.6884,26840.6,-989.9888,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1969,-3.3368,29771.69,-993.4216,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1970,-3.305095,33102.33,-1094.063,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1971,-4.206937,36266.12,-1525.693,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1972,-6.181157,40599.2,-2509.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1973,-4.97062,46130.06,-2292.95,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1974,-3.683881,54105.54,-1993.183,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1975,-6.445782,59878.8,-3859.657,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1976,-6.655168,68055.98,-4529.24,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1977,-6.649877,73603.26,-4894.526,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1978,-7.522571,79043.16,-5946.078,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1979,-9.206414,84538.07,-7782.925,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1980,-10.50138,91938.57,-9654.821,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1981,-16.20562,96393.51,-15621.17,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1982,-12.60682,104307.8,-13149.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1983,-14.66779,110506,-16208.79,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1984,-10.30359,119389.9,-12301.44,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1985,-10.14786,126978.3,-12885.57,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1986,-10.06816,132908.8,-13381.47,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1987,-7.876897,138264.5,-10890.95,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1988,-7.362053,147935.6,-10891.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1989,-7.549686,160411.1,-12110.54,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1990,-6.721903,170096.8,-11433.74,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1991,-7.285794,178197.6,-12983.11,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1992,-7.970915,187121,-14915.25,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1993,-7.36895,192721.4,-14201.54,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1994,-5.026336,203106.9,-10208.83,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1995,-4.5,210489.1,-9472.009,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1996,-4,214287.1,-8571.483,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1997,-2.2,224101.5,-4930.233,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1998,-1,232623.8,-2326.238,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,1999,-.6,242307.6,-1453.846,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2000,-.1,256376.4,-256.3764,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2001,.2,264334.8,528.6696,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2002,-.0436953,273255.9,-119.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2003,-1.9,281200.2,-5342.804,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2004,-.2,296819.7,-593.6394,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2005,-2.7,310037.6,-8371.016,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2006,.2,325151.4,650.3028,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2007,.1,343618.9,343.6189,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2008,-1.1,351743,-3869.173,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2009,-5.4,347734.9,-18777.69,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2010,-4.1,363242.4,-14892.94,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2011,-4.4,378745.4,-16664.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2012,-4.3,387935,-16681.21,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2013,-3.2,394616.2,-12627.72,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2014,-3.2,404958.3,-12958.67,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2015,-2.5,415538,-10388.45,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2016,-2.4,428467.1,-10283.21,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2017,-.8,443407.1,-3547.257,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2018,-1,459491.8,-4594.918,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2019,-2,479445,-9588.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2020,-9,463751,-41737.59,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2021,-5.4,506023.1,-27325.25,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2022,-3.6,563543.6,-20287.57,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2023,-4,596320.5,-23852.82,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2024,-4.4,613923.4,-27012.63,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2025,-4.745394,637611.5,-30257.18,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2026,-4.466929,661009.3,-29526.82,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2027,-5.76,683632.8,-39377.25,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2028,-5.96,703480.8,-41927.46,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEL,2029,-6.302,724878.9,-45681.87,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1965,-.7911392,77947.81,-616.6757,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1966,-.7254677,80753.69,-585.842,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1967,-.3022289,81617.03,-246.6703,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1968,-.4001455,84762.08,-339.1716,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1969,-.6718529,87197.95,-585.8419,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1970,.0692761,89017.15,61.66758,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1971,.1757469,94113.44,165.4015,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1972,-.2311757,106083.5,-245.2393,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1973,.0318674,114923.8,36.62327,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1974,.0616143,133327.2,82.14858,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1975,-3.659326,144437.9,-5285.453,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1976,-4.206808,171510.4,-7215.112,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1977,-5.963303,193076.7,-11513.75,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1978,-2.568752,215241.9,-5529.031,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1979,-6.211004,247126,-15349,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1980,-12.13489,313634.4,-38059.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1981,-4.607961,381585.6,-17583.32,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1982,-9.584514,450073.3,-43137.34,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1983,-14.95927,450937.6,-67456.97,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1984,-17.05196,496202.2,-84612.19,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1985,-11.08983,507477.8,-56278.41,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1986,-10.2313,499653.6,-51121.05,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1987,-10.97948,507235.9,-55691.86,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1988,-9.449785,521149.5,-49247.51,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1989,.886,517656,4586.432,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1990,-3.244,542609.8,-17602.26,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1991,-3.078,569818.4,-17539.01,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1992,-2.711,604419.6,-16385.81,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1993,-.565,654908.5,-3700.233,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1994,-2.141,902190.4,-19315.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1995,-2.615,1170413,-30606.29,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1996,-.148,1411348,-2088.796,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1997,.64,1672671,10705.09,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1998,2.504,1978532,49542.45,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,1999,1.944,2263338,43999.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2000,-3.692,2499926,-92297.25,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2001,-3.269,2685133,-87776.99,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2002,-3.33,2909672,-96892.06,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2003,-1.072,3102021,-33253.66,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2004,-.705,3264365,-23013.78,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2005,-1.523,3462851,-52739.22,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2006,-.147,3674800,-5401.956,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2007,.222,3909982,8680.161,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2008,-.041,4365330,-1789.785,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2009,-2.241,4580012,-102638.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2010,-.276,4718034,-13021.77,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2011,-.981,5039213,-49434.68,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2012,-.216,5688292,-12286.71,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2013,-1.365,6182559,-84391.93,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2014,-1.651,6559333,-108294.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2015,-5.553,6732814,-373873.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2016,-4.289,7005230,-300454.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2017,-4.204,7375302,-310057.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2018,-2.976,7922004,-235758.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2019,-.54,8432248,-45534.14,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2020,-4.682,9008810,-421792.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2021,-5.709,9809694,-560035.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2022,-5.555,1.09e+07,-602967.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2023,-4.129499,1.19e+07,-492851.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2024,-3.7,1.30e+07,-479889.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2025,-2.9,1.41e+07,-408768.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2026,-2.9,1.53e+07,-442862.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2027,-2.9,1.65e+07,-479723.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2028,-2.9,1.79e+07,-518765.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BEN,2029,-2.9,1.93e+07,-560926.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1954,-1.477663,51208.07,-756.6828,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1955,,54903.5,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1956,,61414.49,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1957,,64582,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1958,,69861.19,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1959,,74964.4,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1960,,89308.14,,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1961,-3.594771,94725.45,-3405.163,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1962,-4.769231,100607.1,-4798.184,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1963,-1.788376,103857.5,-1857.362,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1964,-2.456647,107107.9,-2631.262,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1965,-1.854494,108500.9,-2012.142,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1966,-.2801121,110513,-309.5603,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1967,.5722461,108191.3,619.1205,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1968,.618047,125217.1,773.9008,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1969,.9791921,126455.4,1238.241,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1970,.9955752,139921.3,1393.021,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1971,1.104418,142290.6,1571.482,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1972,.6030151,166296.3,1002.792,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1973,.1025641,170191.6,174.5555,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1974,1.916058,202440.5,3878.879,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1975,2.55102,214416.9,5469.818,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1976,-1.086957,229232.9,-2491.662,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1977,1.255493,284774.2,3575.319,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1978,.2247191,337085.6,757.4957,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1979,.0792079,426400.2,337.7427,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1980,-22.12422,459373.3,-101632.8,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1981,-22.21195,547508,-121612.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1982,-27.5659,607285.1,-167403.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1983,-31.07611,643439.8,-199956.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1984,-28.72504,659570.8,-189462,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1985,-1.214,792557.3,-9621.646,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1986,-5.1,801306.7,-40866.64,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1987,-5.27,809260.7,-42648.04,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1988,-4.323,885391.6,-38275.48,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1989,1.965,948114.4,18630.45,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1990,-7.536,959477.3,-72306.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1991,-2.772,1004929,-27856.62,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1992,-2.509,1009587,-25330.55,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1993,-3.81,1029472,-39222.89,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1994,-1.887,1195711,-22563.06,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1995,-2.646,1349563,-35709.44,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1996,-1.666,1503438,-25047.28,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1997,-2.643,1623283,-42903.36,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1998,-2.598,1880221,-48848.13,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,1999,-3.287,2086188,-68573,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2000,-3.028,2108160,-63835.09,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2001,-3.557,2336621,-83113.59,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2002,-4.433,2512872,-111395.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2003,-1.79,2749159,-49209.95,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2004,-4.194,2874883,-120572.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2005,-4.89,3240716,-158471,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2006,14.346,3420540,490710.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2007,-5.015,3649928,-183043.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2008,-3.627,4215341,-152890.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2009,-4.16,4444601,-184895.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2010,-4.058,5002182,-202988.5,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2011,-2.039,5692823,-116076.7,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2012,-2.763,6413106,-177194.1,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2013,-3.548,6640135,-235592,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2014,-1.737,6884467,-119583.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2015,-2.09,6995311,-146202,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2016,-3.082,7605123,-234389.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2017,-6.919,8191299,-566756,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2018,-4.434,8826081,-391348.4,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2019,-3.4,9393802,-319389.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2020,-5.184,1.02e+07,-528885.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2021,-7.47,1.09e+07,-815938.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2022,-10.749,1.17e+07,-1261857,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2023,-5.24563,1.23e+07,-646696.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2024,-5.69,1.35e+07,-768858.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2025,-4.708,1.46e+07,-687744.9,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2026,-3.818,1.57e+07,-598367.3,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2027,-3.041,1.68e+07,-511082,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2028,-3.041,1.80e+07,-548216.2,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BFA,2029,-3.041,1.93e+07,-588234.6,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1973,-.8203983,65742.02,-539.3464,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1974,-.0140648,99895.48,-14.05009,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1975,.7460318,164007.6,1223.548,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1976,-2.579439,145480.9,-3752.592,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1977,-.7619047,152975.2,-1165.525,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1978,.8904114,191469.9,1704.869,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1979,-1.445086,229518.8,-3316.745,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1980,-5.936,258534.6,-15346.61,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1981,-5.185,305194.7,-15824.35,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1982,-5.648,341567.6,-19291.74,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1983,-5.769,387952.2,-22380.96,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1984,-4.628,468388.7,-21677.03,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1985,-4.238,536629.6,-22742.36,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1986,-4.633,614821.7,-28484.69,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1987,-4.4,711053.8,-31286.37,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1988,-4.14,787453.7,-32600.58,Derived using data on general government deficit to GDP and central government and the spliced GDP.
BGD,1989,-4.311,869823.4,-37498.09,Derived using data on general government deficit to GDP and central government and the spliced GDP.
