ISO3,year,govtax_GDP,nGDP,govtax,source
AFG,2005,2.882165,320476.5,9236.661,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2006,7.125222,364100.1,25942.94,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2007,6.085217,499587,30400.96,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2008,6.10163,517377.4,31568.46,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2009,8.706008,600457.8,52275.91,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2010,9.428106,703502.6,66326.97,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2011,9.181273,837851.3,76925.41,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2012,7.741053,1007959,78026.63,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2013,7.26605,1102256,80090.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2014,6.843885,1116353,76401.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2015,7.5618,1143357,86458.34,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2016,8.846468,1236815,109414.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2017,9.247727,1294845,119743.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2018,9.455128,1359225,128516.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2019,8.360591,1505967,125907.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AFG,2020,7.46868,1534966,114641.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2018,9.928881,2.56e+07,2544548,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2019,11.28885,3.03e+07,3423957,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2020,20.51761,3.17e+07,6504240,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2021,10.70333,4.41e+07,4724600,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2022,12.72829,5.22e+07,6642129,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AGO,2023,9.242218,6.20e+07,5732954,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,1998,14.56893,393070,57266.09,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,1999,,453512.3,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2000,,516206.8,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2001,,583125.1,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2002,16.48424,633932.6,104498.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2003,17.19615,700711.6,120495.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2004,17.96509,760444.8,136614.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2005,18.02354,824594.6,148621.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2006,18.71675,897697.7,168019.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2007,19.05995,1005281,191606.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2008,19.85576,1112317,220859,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2009,19.68641,1171607,230647.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2010,18.95035,1256235,238061,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2011,18.76128,1308998,245584.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2012,18.11008,1324877,239936.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2013,17.1145,1352247,231430.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2014,19.01316,1402496,266658.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2015,19.15853,1444802,276802.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2016,18.33358,1488303,272859.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2017,19.79038,1579056,312501.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2018,19.58935,1660820,325343.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2019,19.24259,1712037,329440.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2020,18.05603,1655985,299005.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2021,19.34927,1866672,361187.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2022,19.20296,2149742,412814,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ALB,2023,19.33496,2364276,457131.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2018,15.46245,2725.27,421.3935,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2019,15.2259,2818.422,429.1302,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2020,14.45771,2531.087,365.9372,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2021,14.84676,2810.965,417.3372,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2022,16.69284,3210.31,535.8921,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AND,2023,15.89099,3500.58,556.2768,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2011,21.03272,1325158,278716.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2012,21.85305,1412481,308670.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2013,21.42301,1469803,314875.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2014,18.12348,1520802,275622.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2015,11.76843,1359837,160031.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2016,8.007421,1356090,108587.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2017,11.31334,1434173,162252.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2018,13.58342,1568339,213034.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2019,14.88795,1535067,228540,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2020,11.77963,1283440,151184.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2021,13.02293,1524744,198566.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2022,17.61568,1846283,325235.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARE,2023,16.79825,1888144,317175.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2002,15.12938,338745.9,51250.16,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2003,18.20093,407376.3,74146.28,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2004,21.12829,485115.2,102496.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2005,10.9141,582538.2,63578.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2006,10.75884,715904.3,77023,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2007,10.35509,896980.2,92883.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2008,11.27629,1149646,129637.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2009,10.34727,1247929,129126.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2010,10.7949,1661721,179381.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2011,10.57069,2179024,230338,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2012,10.71439,2637914,282636.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2013,10.22501,3348309,342365,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2014,10.35921,4579087,474357.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2015,9.982732,5954511,594422.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2016,8.727927,8228160,718147.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2017,8.396081,1.07e+07,895041.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2018,7.161506,1.47e+07,1055951,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2019,7.796274,2.16e+07,1680755,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2020,7.880855,2.72e+07,2144366,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2021,8.659128,4.62e+07,4002170,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2022,8.424643,8.27e+07,6963205,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARG,2023,7.120998,1.91e+08,1.36e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2000,14.79153,1099842,162683.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2001,14.35601,1253982,180021.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2002,14.57784,1452971,211811.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2003,13.99979,1732556,242554.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2004,14.45262,2034676,294063.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2005,14.75774,2391859,352984.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2006,14.80935,2832621,419492.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2007,16.36806,3358467,549715.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2008,17.70871,3805239,673858.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2009,17.06365,3350328,571688.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2010,17.61566,3690038,650024.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2011,17.73577,4028887,714553.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2012,17.96032,4266461,766270,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2013,22.04985,4555638,1004511,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2014,22.08018,4828627,1066169,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2015,21.57493,5043633,1088160,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2016,21.7615,5067294,1102719,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2017,21.2609,5564494,1183061,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2018,21.30656,6017035,1282023,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2019,22.75939,6543322,1489220,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2020,22.33672,6181903,1380834,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2021,22.51159,6991778,1573961,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2022,22.29962,8501449,1895791,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
ARM,2023,23.00005,9505222,2186206,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1850,1.888372,39.46145,.7451792,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1851,3.692487,45.96942,1.697415,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1852,2.727041,79.47443,2.1673,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1853,3.598374,134.2406,4.83048,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1854,3.659878,172.8472,6.325997,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1855,4.446582,185.4771,8.247392,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1856,5.354187,185.9735,9.957366,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1857,4.942379,193.0054,9.539056,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1858,5.054399,201.3334,10.17619,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1859,4.573083,212.5844,9.721663,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1860,4.347095,225.5728,9.805862,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1861,,231.8326,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1862,,232.4944,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1863,,230.0401,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1864,,231.7774,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1865,,236.8514,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1866,,248.9022,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1867,,260.429,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1868,,270.0531,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1869,,278.6017,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1870,,287.8673,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1871,,291.7004,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1872,,313.5406,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1873,,367.5072,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1874,,396.5172,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1875,,414.6624,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1876,,429.1674,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1877,,432.4766,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1878,,447.147,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1879,,461.1282,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1880,,474.7508,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1881,,500.2587,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1882,,527.1454,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1883,,568.2063,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1884,,593.5212,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1885,,608.9087,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1886,,624.4616,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1887,,651.5138,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1888,,693.6226,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1889,,738.6819,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1890,,762.0941,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1891,,744.9693,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1892,,683.4745,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1893,,594.4036,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1894,,553.1773,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1895,,531.6955,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1896,,552.6534,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1897,,576.0655,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1898,,608.3847,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1899,,658.5181,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1900,,678.9521,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1901,3.923923,695.6908,27.29837,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1902,3.660184,737.1928,26.98261,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1903,3.562146,710.6371,25.31393,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1904,3.290931,743.8387,24.47922,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1905,3.396047,737.1928,25.03541,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1906,3.392738,795.3234,26.98324,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1907,3.605649,893.2737,32.20831,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1908,3.375772,889.9647,30.04318,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1909,3.391701,951.3767,32.26785,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1910,3.630445,1034.408,37.55363,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1911,3.57611,1135.696,40.61372,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1912,3.537934,1218.7,43.11679,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1913,3.19618,1331.624,42.5611,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1914,2.869869,1434.566,41.17016,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1915,4.238439,1391.382,58.97286,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1916,3.596282,1608.902,57.86066,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1917,3.376995,1696.897,57.30414,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1918,4.385654,1763.301,77.33228,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1919,5.106627,1901.126,97.08342,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1920,6.150648,2080.427,127.9597,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1921,5.334071,2294.61,122.3961,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1922,5.592716,2287.992,127.9609,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1923,5.214768,2507.14,130.7415,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1924,5.125455,2605.118,133.5241,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1925,4.864643,2859.094,139.0847,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1926,5.554314,2754.58,152.998,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1927,5.038746,2870.676,144.6461,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1928,4.990503,2887.497,144.1006,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1929,5.186642,2842.548,147.4328,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1930,4.493364,2600.154,116.8344,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1931,5.441415,2136.875,116.2762,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1932,6.092302,2008.922,122.3896,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1933,5.739247,2098.82,120.4564,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1934,5.782295,2251.316,130.1777,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1935,5.826402,2377.615,138.5294,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1936,5.492362,2613.39,143.5368,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1937,5.600873,2850.821,159.6709,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1938,5.322973,3083.288,164.1226,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1939,6.447324,3020.138,194.7181,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1940,8.12307,3287.627,267.0562,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1941,10.54437,3561.458,375.5333,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1942,13.82174,4145.796,573.0213,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1943,14.77245,4745.302,700.9972,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1944,16.32129,4823.342,787.2314,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1945,19.27693,4718.828,909.645,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1946,19.75068,4873.255,962.5011,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1947,20.61349,5182.107,1068.213,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1948,19.53943,6221.453,1215.636,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1949,18.0557,7179.999,1296.399,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1950,22.11282,8472.769,1873.568,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1951,21.27314,9285.98,1975.419,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1952,19.08927,9724.984,1856.428,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1953,17.15215,10612.75,1820.314,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1954,16.30213,11555.69,1883.824,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1955,16.39967,12534.6,2055.632,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1956,16.61697,13454.65,2235.754,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1957,16.12992,13661.25,2203.55,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1958,15.31093,14792.66,2264.895,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1959,15.76055,16371.63,2580.26,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1960,16.35324,17316,2831.728,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1961,15.2485,17477,2664.98,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1962,15.10628,18555,2802.97,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1963,15.68231,20254,3176.295,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1964,16.7031,22242,3715.104,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1965,16.84358,23912,4027.638,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1966,17.10934,25585,4377.424,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1967,17.17081,28321,4862.946,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1968,17.97547,30898,5554.06,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1969,18.5285,34721,6433.279,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1970,18.89274,38604,7293.352,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1971,19.03822,42670,8123.607,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1972,21.07477,46780,9858.775,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1973,19.44094,55240,10739.17,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1974,20.73025,65972,13676.16,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1975,22.98005,77011,17697.17,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1976,23.47127,90441,21227.65,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1977,24.55491,100677,24721.15,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1978,24.06914,111097,26740.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1979,23.08123,127505,29429.72,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1980,23.71668,143846,34115.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1981,24.4394,164648,40238.98,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1982,25.33564,183878,46586.67,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1983,25.69366,199108,51158.13,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1984,24.97655,224873,56165.51,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1985,26.23099,249741,65509.53,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1986,26.75327,271730,72696.66,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1987,26.86679,305634,82114.05,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1988,26.87145,345703,92895.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1989,26.75865,388910,104067.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1990,27.32415,413639,113023.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1991,28.09064,416635,117035.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1992,26.16512,432300,113111.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1993,25.60313,455183,116541.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1994,25.62152,482674,123668.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1995,16.43848,512080,84178.19,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1996,17.2187,543197,93531.48,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1997,17.54942,573428,100633.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1998,17.54192,605254,106173.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,1999,28.22569,638239,180147.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2000,28.55531,687695,196373.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2001,29.40583,730883,214922.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2002,27.86744,782955,218189.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2003,28.72242,830775,238618.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2004,28.78956,895202,257724.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2005,28.90756,964944,278941.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2006,28.66266,1040321,298183.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2007,28.25327,1133965,320382.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2008,28.19421,1236693,348675.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2009,26.78848,1263823,338558.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2010,24.39893,1366328,333369.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2011,24.41942,1469072,358738.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2012,25.68139,1516083,389351.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2013,26.41188,1569948,414652.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2014,26.81698,1614274,432899.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
AUS,2015,27.09506,1640094,444384.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
