ISO3,year,govtax_GDP,nGDP,govtax,source
CHL,1989,12.22592,8416443,1028988,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1990,11.6418,1.06e+07,1231889,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1991,18.64034,1.38e+07,2581530,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1992,16.68612,1.74e+07,2900037,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1993,17.35295,2.06e+07,3569943,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1994,16.61675,2.45e+07,4068957,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1995,16.15218,2.96e+07,4783489,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1996,17.36363,3.24e+07,5617747,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1997,17.13165,3.59e+07,6158710,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1998,17.21235,3.77e+07,6496518,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,1999,16.60464,3.84e+07,6374952,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2000,17.54387,4.23e+07,7419604,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2001,17.40184,4.55e+07,7920458,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2002,17.56608,4.84e+07,8508924,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2003,17.25894,5.28e+07,9120241,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2004,17.74042,6.02e+07,1.07e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2005,19.47481,6.83e+07,1.33e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2006,20.82681,8.17e+07,1.70e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2007,21.57396,9.03e+07,1.95e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2008,19.70024,9.37e+07,1.85e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2009,15.90019,9.61e+07,1.53e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2010,18.79316,1.11e+08,2.08e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2011,20.30261,1.21e+08,2.46e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2012,20.4104,1.30e+08,2.66e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2013,18.88519,1.37e+08,2.59e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2014,18.53267,1.48e+08,2.74e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2015,19.07299,1.59e+08,3.02e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2016,19.0329,1.68e+08,3.21e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2017,19.08571,1.79e+08,3.42e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2018,20.05613,1.90e+08,3.80e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2019,19.46312,1.96e+08,3.81e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2020,17.89559,2.01e+08,3.59e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2021,21.23336,2.39e+08,5.08e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2022,22.91948,2.64e+08,6.05e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHL,2023,19.4913,2.82e+08,5.50e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1952,14.35926,67516.04,9694.804,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1953,14.48982,81509.45,11810.57,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1954,15.3456,85401.23,13105.33,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1955,13.95569,90508.88,12631.13,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1956,13.64372,102150.1,13937.07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1957,14.4307,106136.9,15316.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1958,14.25146,129116.7,18401.01,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1959,14.1168,139708.4,19722.35,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1960,13.8278,139767.2,19326.74,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1961,12.85998,120691,15520.83,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1962,13.91994,116307.5,16189.94,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1963,13.13895,124808.2,16398.49,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1964,12.35945,147142.7,18186.04,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1965,11.76075,173666.9,20424.52,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1966,11.73079,189038.9,22175.77,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1967,10.93943,179516.1,19638.04,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1968,10.9635,174375.2,19117.63,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1969,11.97713,196112.7,23488.66,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1970,12.3127,227970,28069.26,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1971,12.69877,245690,31199.61,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1972,12.39806,255240,31644.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1973,12.6377,275620,34832.04,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1974,12.72234,282770,35974.97,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1975,13.22728,303950,40204.33,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1976,13.62591,298860,40722.39,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1977,14.38231,325000,46742.51,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1978,14.09039,367870,51834.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1979,13.0923,410050,53684.96,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1980,12.43937,458760,57066.85,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1981,12.73863,493580,62875.34,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1982,13.004,537340,69875.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1983,12.85839,602090,77419.05,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1984,12.99225,727850,94564.06,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1985,22.3885,909890,203710.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1986,20.11293,1037620,208695.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1987,17.54881,1217460,213649.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1988,15.71867,1518040,238615.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1989,15.84707,1717970,272247.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1990,14.92494,1887290,281676.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1991,13.56371,2200560,298477.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1992,12.10157,2719450,329096.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1993,11.90704,3567320,424762.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1994,10.52198,4863750,511762.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1995,9.825815,6133990,602714.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1996,9.604521,7181360,689735.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1997,10.31071,7971500,821918.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1998,10.85279,8519550,924608.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,1999,11.77428,9056440,1066331,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2000,12.52373,1.00e+07,1255881,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2001,13.77714,1.11e+07,1527377,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2002,14.46352,1.22e+07,1760462,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2003,14.54002,1.37e+07,1998119,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2004,14.90487,1.62e+07,2412208,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2005,15.33567,1.87e+07,2872660,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2006,18.76046,2.19e+07,4116767,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2007,17.15854,2.70e+07,4634391,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2008,18.39083,3.19e+07,5871173,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2009,18.52871,3.49e+07,6457582,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2010,19.06194,4.12e+07,7855791,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2011,19.79477,4.88e+07,9658662,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2012,19.94936,5.39e+07,1.07e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2013,19.86886,5.93e+07,1.18e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2014,19.74461,6.44e+07,1.27e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2015,19.44155,6.89e+07,1.34e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2016,18.88915,7.46e+07,1.41e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2017,18.84578,8.32e+07,1.57e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2018,18.52376,9.19e+07,1.70e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2019,17.27659,9.87e+07,1.70e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2020,16.26965,1.01e+08,1.65e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2021,16.29022,1.15e+08,1.87e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2022,14.99801,1.20e+08,1.81e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CHN,2023,15.46647,1.26e+08,1.95e+07,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1960,17.41294,160360.1,27923.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1961,18.76962,181559.1,34077.95,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1962,17.941,189309.3,33963.98,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1963,17.30475,223273.3,38636.87,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1964,18.00928,270230.2,48666.51,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1965,20.65034,269888.3,55732.83,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1966,21.36824,269888.3,57670.38,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1967,18.57754,293252.8,54479.13,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1968,25.2551,312742.1,78983.34,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1969,21.34728,370526.5,79097.33,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1970,22.8022,414862,94597.66,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1971,21.71498,439777,95497.47,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1972,23.26428,471837,109769.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1973,24.95759,566194,141308.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1974,24.9687,739020,184523.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1975,29.72448,834545,248064.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1976,32.02977,1113957,356797.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1977,38.08268,1539265,586193.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1978,39.42973,1783008,703035.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1979,26.38383,1944666,513077.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1980,25.78528,2149886,554354.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1981,27.01424,2291401,619004.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1982,25.41048,2486544,631842.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1983,23.92424,2605913,623444.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1984,23.60653,2989400,705693.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1985,19.80861,3134800,620960.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1986,20.81337,3171700,660137.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1987,22.11228,3031700,670377.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1988,20.42887,3054000,623897.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1989,18.11224,3418000,619076.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1990,13.85277,3238000,448552.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1991,12.22503,3253000,397680.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1992,12.26106,3185000,390514.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1993,10.68677,3158000,337488.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1994,11.53207,4616000,532320.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1995,11.87318,5543000,658130.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1996,12.12335,6209810,752837.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1997,11.76579,6841856,804998.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1998,11.104,7457508,828081.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,1999,10.90852,7734000,843664.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2000,10.21547,7605000,776886.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2001,10.30185,8204580,845223.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2002,10.58589,8605700,910990.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2003,9.67584,8896200,860782.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2004,10.26858,8745500,898038.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2005,10.04433,9011755,905170.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2006,10.60095,9307908,986726.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2007,10.89278,9749183,1061957,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2008,10.84632,1.08e+07,1176613,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2009,11.91968,1.15e+07,1366412,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2010,11.32019,1.30e+07,1472526,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2011,8.917677,1.35e+07,1203252,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2012,11.70454,1.61e+07,1881910,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2013,11.28076,1.92e+07,2162597,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2014,10.66117,2.29e+07,2438009,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2015,10.90918,2.71e+07,2954900,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2016,11.68695,2.87e+07,3352601,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2017,11.34116,3.05e+07,3458105,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2018,11.70248,3.25e+07,3804019,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2019,11.70192,3.54e+07,4140028,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2020,11.8125,3.63e+07,4285332,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2021,12.41422,4.04e+07,5011232,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2022,11.97352,4.38e+07,5240951,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2023,13.37749,4.78e+07,6393226,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CIV,2024,14.37748,5.24e+07,7533803,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1975,9.593824,777135.4,74557,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1976,10.69378,944109.4,100961,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1977,10.77004,1135413,122284.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1978,11.95222,1372796,164079.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1979,9.137674,1722104,157360.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1980,10.3758,2131725,221183.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1981,11.01715,2573033,283474.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1982,11.38254,3122022,355365.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1983,16.05898,3777673,606655.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1984,15.20604,4267048,648849.2,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1985,,4311625,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1986,11.68407,4063661,474801.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1987,9.776335,3844054,375807.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1988,10.70356,3723966,398596.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1989,11.5441,3824736,441531.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1990,7.439394,3776996,280985.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1991,6.782701,3912189,265352.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1992,7.429121,3892834,289203.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1993,7.24499,4582085,331971.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1994,6.310432,4942680,311904.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1995,7.409,5423134,401800,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1996,8.391297,5674927,476200,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1997,8.055608,6297477,507300,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1998,9.000263,6665361,599900,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,1999,,7118458,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2000,,7504469,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2001,,8022308,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2002,,8614012,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2003,,9261145,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2004,,9927779,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2005,,1.03e+07,,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2006,9.977859,1.09e+07,1090000,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2007,10.56504,1.15e+07,1210000,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2008,10.53317,1.24e+07,1302000,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2009,10.87793,1.31e+07,1429000,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
CMR,2010,10.58002,1.36e+07,1440000,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2001,8.476546,2226897,188764,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2002,7.583407,2320858,176000.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2003,8.167029,2240807,183007.4,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2004,7.366074,2690990,198220.3,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2005,5.874849,3506269,205988,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2006,5.766888,4217179,243200,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2007,6.516429,4203698,273931,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2008,6.289709,5195837,326803,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2009,8.538939,4572805,390469,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2010,7.142588,6505751,464679,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2011,8.359086,7377578,616698.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2012,7.449993,9033228,672974.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2013,8.903488,8869805,789722.1,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2014,9.762271,8847796,863745.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2015,12.75633,7351596,937793.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2016,13.09021,6477967,847979.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2017,10.25785,6871767,704895.5,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2018,6.923213,8206111,568126.6,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2019,7.167495,8189066,586950.8,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2020,8.467677,6601217,558969.7,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COG,2021,7.290057,7419749,540903.9,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2000,22.30142,220.079,49.08075,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2001,24.13229,249.7865,60.27919,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2002,25.07348,262.3426,65.77843,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2003,23.09215,287.068,66.29017,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2004,22.31154,293.8056,65.55256,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2005,17.99549,282.9136,50.91167,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2006,21.40235,316.082,67.64898,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2007,22.59481,308.412,69.68511,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2008,24.05574,320.759,77.16095,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2009,23.1128,345.099,79.76205,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2010,27.02212,334.174,90.30091,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2011,26.40159,344.263,90.89091,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2012,23.79837,369.521,87.93997,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2013,28.06457,352.655,98.97109,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2014,25.33394,385.08,97.55595,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2015,23.51217,433.309,101.8803,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2016,26.26294,445.119,116.9013,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2017,25.96248,486.413,126.2849,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2018,26.99463,524.215,141.5099,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2019,29.53093,541.571,159.931,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2020,34.04352,437.011,148.7739,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2021,18.88328,349.1918,65.93888,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COK,2022,23.74878,456.9883,108.5292,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1945,4.196078,2562.316,107.5168,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1946,4.322581,3114.972,134.6472,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1947,5.079365,3798.256,192.9273,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1948,4.449438,4471.492,198.9563,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1949,4.169811,5325.597,222.0674,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1950,4.198473,7897.961,331.5938,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1951,5.615212,8965.851,503.4516,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1952,5.450777,9692.702,528.3276,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1953,6.009346,10789.05,648.3511,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1954,6.609375,12850.88,849.363,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1955,7.315384,13391.25,979.6218,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1956,5.653333,15010.01,848.5659,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1957,4.483333,17927.85,803.7651,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1958,6.528572,20769.79,1355.971,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1959,6.483333,23724.4,1538.132,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1960,6.744444,27050.05,1824.376,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1961,6.116667,30843.03,1886.566,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1962,5.15,34586.21,1781.19,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
COL,1963,5.190909,45563.93,2365.182,Derived using data on general government tax revenue to GDP and central government and the spliced GDP.
