ISO3,year,cons,source,USDfx,cons_USD
ABW,1970,236.4856,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,132.1149
ABW,1971,249.0922,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,139.1576
ABW,1972,262.3709,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,146.5759
ABW,1973,276.3574,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,154.3896
ABW,1974,291.0893,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,162.6197
ABW,1975,306.6071,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,171.2889
ABW,1976,322.9518,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,180.42
ABW,1977,340.1663,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,190.037
ABW,1978,358.3029,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,200.1692
ABW,1979,377.402,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,210.8391
ABW,1980,397.5136,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,222.0746
ABW,1981,418.7238,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,233.9239
ABW,1982,441.0275,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,246.3841
ABW,1983,464.5103,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,259.503
ABW,1984,489.3894,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,273.4019
ABW,1985,515.3232,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,287.8901
ABW,1986,542.7307,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,303.2015
ABW,1987,653.4175,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,365.0378
ABW,1988,797.714,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,445.6503
ABW,1989,930.3693,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,519.7594
ABW,1990,1028.479,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,574.5693
ABW,1991,1159.767,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,647.9147
ABW,1992,1284.161,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,717.4084
ABW,1993,1477.441,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,825.3862
ABW,1994,1601.29,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,894.5753
ABW,1995,1694.401,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,946.5929
ABW,1996,1857.807,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1037.881
ABW,1997,2020.761,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1128.917
ABW,1998,2176.357,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1215.842
ABW,1999,2305.663,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1288.08
ABW,2000,2374.49,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1326.531
ABW,2001,2525.57,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1410.933
ABW,2002,2720.59,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1519.883
ABW,2003,2870.46,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1603.609
ABW,2004,3012.92,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1683.196
ABW,2005,3199.55,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1787.458
ABW,2006,3418.92,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,1910.011
ABW,2007,3743.47,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2091.324
ABW,2008,3865.03,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2159.235
ABW,2009,3751.99,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2096.084
ABW,2010,3809.8,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2128.38
ABW,2011,4132.45,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2308.631
ABW,2012,4068.71,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2273.022
ABW,2013,4148.9,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2317.821
ABW,2014,4157.34,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2322.536
ABW,2015,4168.04,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2328.514
ABW,2016,4167.03,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2327.95
ABW,2017,4326.27,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2416.911
ABW,2018,4592.17,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2565.458
ABW,2019,4646.13,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2595.603
ABW,2020,4174.786,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2332.282
ABW,2021,4391.465,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2453.333
ABW,2022,4509.71,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2519.391
ABW,2023,4679.404,Derived using data on consumption from UN and the spliced USD exchange rate,1.79,2614.192
ABW,2024,4859.746,Derived using data on consumption from WDI and the spliced USD exchange rate,1.79,2714.942
AFG,1960,20.99927,Derived using data on consumption from WDI and the spliced USD exchange rate,17.19656,1.221132
AFG,1961,21.49925,Derived using data on consumption from WDI and the spliced USD exchange rate,17.19656,1.250206
AFG,1962,20.99927,Derived using data on consumption from WDI and the spliced USD exchange rate,17.19656,1.221132
AFG,1963,31.5989,Derived using data on consumption from WDI and the spliced USD exchange rate,35.10965,.9000061
AFG,1964,34.2988,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,.8864512
AFG,1965,44.79844,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,1.157814
AFG,1966,63.99776,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,1.65402
AFG,1967,76.99731,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,1.989992
AFG,1968,61.69785,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,1.594579
AFG,1969,62.39782,Derived using data on consumption from WDI and the spliced USD exchange rate,38.69226,1.612669
AFG,1970,76.09724,Derived using data on consumption from UN and the spliced USD exchange rate,38.69226,1.96673
AFG,1971,82.19702,Derived using data on consumption from UN and the spliced USD exchange rate,38.69226,2.124379
AFG,1972,69.49757,Derived using data on consumption from UN and the spliced USD exchange rate,38.69226,1.796162
AFG,1973,73.69743,Derived using data on consumption from UN and the spliced USD exchange rate,38.69226,1.904707
AFG,1974,89.29688,Derived using data on consumption from UN and the spliced USD exchange rate,38.37871,2.32673
AFG,1975,97.79659,Derived using data on consumption from UN and the spliced USD exchange rate,34.92963,2.799817
AFG,1976,101.1965,Derived using data on consumption from UN and the spliced USD exchange rate,34.92963,2.897152
AFG,1977,120.5958,Derived using data on consumption from UN and the spliced USD exchange rate,34.92963,3.452535
AFG,1978,132.3954,Derived using data on consumption from UN and the spliced USD exchange rate,34.92963,3.790346
AFG,1979,144.412,Derived using data on consumption from UN and the spliced USD exchange rate,33.84616,4.266718
AFG,1980,144.2093,Derived using data on consumption from UN and the spliced USD exchange rate,34.36946,4.195856
AFG,1981,153.8809,Derived using data on consumption from UN and the spliced USD exchange rate,38.56166,3.990515
AFG,1982,155.6972,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.964138
AFG,1983,154.0127,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.921249
AFG,1984,152.1339,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.873415
AFG,1985,150.4297,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.830026
AFG,1986,150.3806,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.828774
AFG,1987,130.7492,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.328949
AFG,1988,120.6506,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.071833
AFG,1989,151.3487,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.853423
AFG,1990,163.9975,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,4.175468
AFG,1991,157.6938,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,4.014972
AFG,1992,170.7468,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,4.34731
AFG,1993,136.0724,Derived using data on consumption from UN and the spliced USD exchange rate,39.27643,3.46448
AFG,1994,941.5548,Derived using data on consumption from UN and the spliced USD exchange rate,38.81846,24.25533
AFG,1995,2927.662,Derived using data on consumption from UN and the spliced USD exchange rate,36.56715,80.06262
AFG,1996,8777.063,Derived using data on consumption from UN and the spliced USD exchange rate,47.5,184.7803
AFG,1997,10513.17,Derived using data on consumption from UN and the spliced USD exchange rate,47.5,221.33
AFG,1998,10482.68,Derived using data on consumption from UN and the spliced USD exchange rate,47.5,220.6879
AFG,1999,156992,Derived using data on consumption from UN and the spliced USD exchange rate,46.61953,3367.516
AFG,2000,213455.9,Derived using data on consumption from UN and the spliced USD exchange rate,47.35757,4507.324
AFG,2001,220711.2,Derived using data on consumption from UN and the spliced USD exchange rate,47.50002,4646.55
AFG,2002,240678,Derived using data on consumption from UN and the spliced USD exchange rate,47.263,5092.313
AFG,2003,308110.2,Derived using data on consumption from UN and the spliced USD exchange rate,48.76275,6318.557
AFG,2004,317243.8,Derived using data on consumption from UN and the spliced USD exchange rate,47.84531,6630.613
AFG,2005,363697.6,Derived using data on consumption from UN and the spliced USD exchange rate,49.4946,7348.229
AFG,2006,385285.6,Derived using data on consumption from UN and the spliced USD exchange rate,49.92533,7717.236
AFG,2007,530500.4,Derived using data on consumption from UN and the spliced USD exchange rate,49.96202,10618.08
AFG,2008,504161.6,Derived using data on consumption from UN and the spliced USD exchange rate,50.24961,10033.14
AFG,2009,575766.5,Derived using data on consumption from UN and the spliced USD exchange rate,50.325,11440.96
AFG,2010,722769.6,Derived using data on consumption from UN and the spliced USD exchange rate,46.45246,15559.34
AFG,2011,911697.8,Derived using data on consumption from UN and the spliced USD exchange rate,46.74701,19502.8
AFG,2012,1162263,Derived using data on consumption from UN and the spliced USD exchange rate,50.9214,22824.65
AFG,2013,1213178,Derived using data on consumption from UN and the spliced USD exchange rate,55.3775,21907.41
AFG,2014,1154152,Derived using data on consumption from UN and the spliced USD exchange rate,57.2475,20160.74
AFG,2015,1165048,Derived using data on consumption from UN and the spliced USD exchange rate,61.14346,19054.34
AFG,2016,1249790,Derived using data on consumption from UN and the spliced USD exchange rate,67.86609,18415.52
AFG,2017,1265019,Derived using data on consumption from UN and the spliced USD exchange rate,68.0269,18595.87
AFG,2018,1501280,Derived using data on consumption from UN and the spliced USD exchange rate,72.08324,20827.03
AFG,2019,1662108,Derived using data on consumption from UN and the spliced USD exchange rate,77.73795,21380.9
AFG,2020,1756195,Derived using data on consumption from UN and the spliced USD exchange rate,76.81354,22863.09
AFG,2021,1373045,Derived using data on consumption from UN and the spliced USD exchange rate,82.52611,16637.7
AFG,2022,1533160,Derived using data on consumption from UN and the spliced USD exchange rate,90.54264,16933.01
AFG,2023,1609344,Derived using data on consumption from UN and the spliced USD exchange rate,82.67624,19465.62
AGO,1970,.000082,Derived using data on consumption from UN and the spliced USD exchange rate,2.86e-08,2867.133
AGO,1971,.000085,Derived using data on consumption from UN and the spliced USD exchange rate,2.82e-08,3014.184
AGO,1972,.000083,Derived using data on consumption from UN and the spliced USD exchange rate,2.71e-08,3062.73
AGO,1973,.000092,Derived using data on consumption from UN and the spliced USD exchange rate,2.45e-08,3755.102
AGO,1974,.000107,Derived using data on consumption from UN and the spliced USD exchange rate,2.54e-08,4212.598
AGO,1975,.000079,Derived using data on consumption from UN and the spliced USD exchange rate,2.56e-08,3085.937
AGO,1976,.000087,Derived using data on consumption from UN and the spliced USD exchange rate,2.94e-08,2959.184
AGO,1977,.000098,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,3277.592
AGO,1978,.00011,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,3678.93
AGO,1979,.000121,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,4046.823
AGO,1980,.000156,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,5217.391
AGO,1981,.000149,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,4983.277
AGO,1982,.000154,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,5150.501
AGO,1983,.000163,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,5451.505
AGO,1984,.000165,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,5518.395
AGO,1985,.000212,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,7090.301
AGO,1986,.000216,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,7224.08
AGO,1987,.000221,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,7391.304
AGO,1988,.000249,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,8327.759
AGO,1989,.000285,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,9531.771
AGO,1990,.000299,Derived using data on consumption from UN and the spliced USD exchange rate,2.99e-08,10000
AGO,1991,.00078,Derived using data on consumption from UN and the spliced USD exchange rate,5.51e-08,14156.08
AGO,1992,.004673,Derived using data on consumption from UN and the spliced USD exchange rate,2.51e-07,18587.91
AGO,1993,.026904,Derived using data on consumption from UN and the spliced USD exchange rate,2.66e-06,10113.53
AGO,1994,.555977,Derived using data on consumption from UN and the spliced USD exchange rate,.0000595,9341.796
AGO,1995,13.54547,Derived using data on consumption from UN and the spliced USD exchange rate,.0027502,4925.213
AGO,1996,580.473,Derived using data on consumption from UN and the spliced USD exchange rate,.1280292,4533.912
AGO,1997,1761.912,Derived using data on consumption from UN and the spliced USD exchange rate,.2290401,7692.592
AGO,1998,2744.438,Derived using data on consumption from UN and the spliced USD exchange rate,.3928235,6986.441
AGO,1999,18099.11,Derived using data on consumption from UN and the spliced USD exchange rate,2.790706,6485.494
AGO,2000,90283.95,Derived using data on consumption from UN and the spliced USD exchange rate,10.04054,8991.938
AGO,2001,227083.8,Derived using data on consumption from UN and the spliced USD exchange rate,22.05786,10294.92
AGO,2002,403479,Derived using data on consumption from UN and the spliced USD exchange rate,43.5302,9268.943
AGO,2003,861252,Derived using data on consumption from UN and the spliced USD exchange rate,74.6063,11543.96
AGO,2004,1100375,Derived using data on consumption from UN and the spliced USD exchange rate,83.54136,13171.62
AGO,2005,1546142,Derived using data on consumption from UN and the spliced USD exchange rate,87.15914,17739.3
AGO,2006,1868657,Derived using data on consumption from UN and the spliced USD exchange rate,80.36807,23251.24
AGO,2007,2328843,Derived using data on consumption from UN and the spliced USD exchange rate,76.70615,30360.58
AGO,2008,3030073,Derived using data on consumption from UN and the spliced USD exchange rate,75.03336,40383.01
AGO,2009,3464124,Derived using data on consumption from UN and the spliced USD exchange rate,79.32816,43668.27
AGO,2010,4069560,Derived using data on consumption from UN and the spliced USD exchange rate,91.90572,44279.72
AGO,2011,5483409,Derived using data on consumption from UN and the spliced USD exchange rate,93.93475,58374.66
AGO,2012,6510062,Derived using data on consumption from UN and the spliced USD exchange rate,95.46796,68191.06
AGO,2013,7808116,Derived using data on consumption from UN and the spliced USD exchange rate,96.51828,80897.8
AGO,2014,8944162,Derived using data on consumption from UN and the spliced USD exchange rate,98.30241,90986.19
AGO,2015,9650369,Derived using data on consumption from UN and the spliced USD exchange rate,120.0607,80379.09
AGO,2016,1.16e+07,Derived using data on consumption from UN and the spliced USD exchange rate,163.6564,70692.11
AGO,2017,1.42e+07,Derived using data on consumption from UN and the spliced USD exchange rate,165.916,85631.2
AGO,2018,1.71e+07,Derived using data on consumption from UN and the spliced USD exchange rate,252.8557,67740.45
AGO,2019,1.78e+07,Derived using data on consumption from UN and the spliced USD exchange rate,364.8258,48664.73
AGO,2020,2.09e+07,Derived using data on consumption from UN and the spliced USD exchange rate,578.2588,36174.18
AGO,2021,2.58e+07,Derived using data on consumption from UN and the spliced USD exchange rate,631.442,40806.42
AGO,2022,3.51e+07,Derived using data on consumption from UN and the spliced USD exchange rate,460.5675,76153.19
AGO,2023,4.23e+07,Derived using data on consumption from UN and the spliced USD exchange rate,685.0203,61710.41
AGO,2024,5.60e+07,Derived using data on consumption from WDI and the spliced USD exchange rate,869.8462,64390.58
AIA,1970,4.094753,Derived using data on consumption from UN and the spliced USD exchange rate,2.003376,2.043926
AIA,1971,4.721774,Derived using data on consumption from UN and the spliced USD exchange rate,1.964366,2.403714
AIA,1972,5.446982,Derived using data on consumption from UN and the spliced USD exchange rate,1.921872,2.834206
AIA,1973,6.279657,Derived using data on consumption from UN and the spliced USD exchange rate,1.959219,3.205184
AIA,1974,7.261201,Derived using data on consumption from UN and the spliced USD exchange rate,2.053232,3.536474
AIA,1975,8.397018,Derived using data on consumption from UN and the spliced USD exchange rate,2.169796,3.869958
AIA,1976,9.659601,Derived using data on consumption from UN and the spliced USD exchange rate,2.614671,3.694385
AIA,1977,11.09571,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,4.109524
AIA,1978,12.81935,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,4.747907
AIA,1979,15.00064,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,5.555793
AIA,1980,17.3548,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,6.427702
AIA,1981,19.46097,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,7.207767
AIA,1982,22.16155,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,8.20798
AIA,1983,26.40406,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,9.779282
AIA,1984,33.02867,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,12.23284
AIA,1985,39.31623,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,14.56157
AIA,1986,41.69936,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,15.44421
AIA,1987,56.03107,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,20.75225
AIA,1988,89.7645,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,33.24611
AIA,1989,98.45343,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,36.46423
AIA,1990,117.8598,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,43.65177
AIA,1991,125.8355,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,46.60572
AIA,1992,165.2449,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,61.2018
AIA,1993,179.4754,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,66.47237
AIA,1994,183.4046,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,67.92762
AIA,1995,236.8419,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,87.71922
AIA,1996,271.6071,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,100.5952
AIA,1997,293.3892,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,108.6627
AIA,1998,303.557,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,112.4285
AIA,1999,365.9565,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,135.5394
AIA,2000,392.4682,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,145.3586
AIA,2001,379.7673,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,140.6546
AIA,2002,404.8956,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,149.9613
AIA,2003,436.8886,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,161.8106
AIA,2004,507.9049,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,188.1129
AIA,2005,555.0185,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,205.5624
AIA,2006,872.1039,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,323.0015
AIA,2007,938.6068,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,347.6321
AIA,2008,923.9983,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,342.2216
AIA,2009,765.9769,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,283.6951
AIA,2010,706.0418,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,261.4969
AIA,2011,795.5858,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,294.6614
AIA,2012,767.7675,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,284.3583
AIA,2013,735.9143,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,272.5609
AIA,2014,803.6475,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,297.6472
AIA,2015,851.4885,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,315.3661
AIA,2016,856.7466,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,317.3136
AIA,2017,601.9089,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,222.9292
AIA,2018,961.3365,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,356.0505
AIA,2019,1118.507,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,414.2618
AIA,2020,699.8988,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,259.2218
AIA,2021,823.4377,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,304.9769
AIA,2022,1049.933,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,388.8642
AIA,2023,1167.156,Derived using data on consumption from UN and the spliced USD exchange rate,2.7,432.2798
ALB,1970,8785.961,Derived using data on consumption from UN and the spliced USD exchange rate,5,1757.192
ALB,1971,9038.708,Derived using data on consumption from UN and the spliced USD exchange rate,5,1807.742
ALB,1972,9298.764,Derived using data on consumption from UN and the spliced USD exchange rate,5,1859.753
ALB,1973,9563.497,Derived using data on consumption from UN and the spliced USD exchange rate,5,1912.699
ALB,1974,9841.419,Derived using data on consumption from UN and the spliced USD exchange rate,5,1968.284
ALB,1975,10124.69,Derived using data on consumption from UN and the spliced USD exchange rate,5,2024.938
ALB,1976,10403.78,Derived using data on consumption from UN and the spliced USD exchange rate,5,2080.755
ALB,1977,10724.58,Derived using data on consumption from UN and the spliced USD exchange rate,5,2144.916
ALB,1978,11024.38,Derived using data on consumption from UN and the spliced USD exchange rate,5,2204.875
ALB,1979,11287.94,Derived using data on consumption from UN and the spliced USD exchange rate,6.167123,1830.34
ALB,1980,11747.09,Derived using data on consumption from UN and the spliced USD exchange rate,7,1678.155
ALB,1981,11975.08,Derived using data on consumption from UN and the spliced USD exchange rate,7,1710.726
ALB,1982,12115.12,Derived using data on consumption from UN and the spliced USD exchange rate,7,1730.732
ALB,1983,12714.63,Derived using data on consumption from UN and the spliced USD exchange rate,7,1816.376
ALB,1984,13177.57,Derived using data on consumption from UN and the spliced USD exchange rate,7,1882.51
ALB,1985,13250.48,Derived using data on consumption from UN and the spliced USD exchange rate,7,1892.926
ALB,1986,13838.42,Derived using data on consumption from UN and the spliced USD exchange rate,7,1976.916
ALB,1987,14406.67,Derived using data on consumption from UN and the spliced USD exchange rate,7,2058.096
ALB,1988,14318.71,Derived using data on consumption from UN and the spliced USD exchange rate,6.67,2146.734
ALB,1989,15088.35,Derived using data on consumption from UN and the spliced USD exchange rate,6.13,2461.395
ALB,1990,16135.75,Derived using data on consumption from UN and the spliced USD exchange rate,7.745833,2083.152
ALB,1991,20712.52,Derived using data on consumption from UN and the spliced USD exchange rate,16.24583,1274.944
ALB,1992,97309.63,Derived using data on consumption from UN and the spliced USD exchange rate,75.0325,1296.9
ALB,1993,187153.7,Derived using data on consumption from UN and the spliced USD exchange rate,102.0625,1833.716
ALB,1994,225964.9,Derived using data on consumption from UN and the spliced USD exchange rate,94.62334,2388.046
ALB,1995,267066,Derived using data on consumption from EUS and the spliced USD exchange rate,92.6975,2881.049
ALB,1996,338926,Derived using data on consumption from EUS and the spliced USD exchange rate,104.4989,3243.345
ALB,1997,352931,Derived using data on consumption from EUS and the spliced USD exchange rate,148.9329,2369.731
ALB,1998,400485,Derived using data on consumption from EUS and the spliced USD exchange rate,150.6171,2658.961
ALB,1999,420302,Derived using data on consumption from EUS and the spliced USD exchange rate,137.3497,3060.087
ALB,2000,456885,Derived using data on consumption from EUS and the spliced USD exchange rate,143.8199,3176.785
ALB,2001,494445,Derived using data on consumption from EUS and the spliced USD exchange rate,143.559,3444.194
ALB,2002,551989,Derived using data on consumption from EUS and the spliced USD exchange rate,140.1912,3937.401
ALB,2003,615038,Derived using data on consumption from EUS and the spliced USD exchange rate,121.8555,5047.275
ALB,2004,650960,Derived using data on consumption from EUS and the spliced USD exchange rate,102.7803,6333.509
ALB,2005,707884,Derived using data on consumption from EUS and the spliced USD exchange rate,99.86993,7088.059
ALB,2006,770635,Derived using data on consumption from EUS and the spliced USD exchange rate,98.10376,7855.306
ALB,2007,904566,Derived using data on consumption from EUS and the spliced USD exchange rate,90.42789,10003.17
ALB,2008,1031981,Derived using data on consumption from EUS and the spliced USD exchange rate,83.89858,12300.34
ALB,2009,1073094,Derived using data on consumption from EUS and the spliced USD exchange rate,94.97861,11298.27
ALB,2010,1103226,Derived using data on consumption from EUS and the spliced USD exchange rate,103.937,10614.37
ALB,2011,1161768,Derived using data on consumption from EUS and the spliced USD exchange rate,100.895,11514.62
ALB,2012,1179562,Derived using data on consumption from EUS and the spliced USD exchange rate,108.184,10903.3
ALB,2013,1202894,Derived using data on consumption from EUS and the spliced USD exchange rate,105.6687,11383.64
ALB,2014,1270377,Derived using data on consumption from EUS and the spliced USD exchange rate,105.4792,12043.86
ALB,2015,1290603,Derived using data on consumption from EUS and the spliced USD exchange rate,125.9608,10246.07
ALB,2016,1337398,Derived using data on consumption from EUS and the spliced USD exchange rate,124.1409,10773.23
ALB,2017,1375771,Derived using data on consumption from EUS and the spliced USD exchange rate,119.0995,11551.45
ALB,2018,1433965,Derived using data on consumption from EUS and the spliced USD exchange rate,107.9879,13278.94
ALB,2019,1510399,Derived using data on consumption from EUS and the spliced USD exchange rate,109.8508,13749.55
ALB,2020,1460924,Derived using data on consumption from EUS and the spliced USD exchange rate,108.6494,13446.22
ALB,2021,1580175,Derived using data on consumption from EUS and the spliced USD exchange rate,103.5184,15264.68
ALB,2022,1795067,Derived using data on consumption from EUS and the spliced USD exchange rate,113.0434,15879.45
ALB,2023,1940493,Derived using data on consumption from EUS and the spliced USD exchange rate,100.5974,19289.69
ALB,2024,2062935,Derived using data on consumption from EUS and the spliced USD exchange rate,93.09167,22160.26
AND,1970,30.85413,Derived using data on consumption from UN and the spliced USD exchange rate,.4207085,73.33849
AND,1971,34.99339,Derived using data on consumption from UN and the spliced USD exchange rate,.4175151,83.81347
AND,1972,40.77449,Derived using data on consumption from UN and the spliced USD exchange rate,.386279,105.5571
AND,1973,48.95188,Derived using data on consumption from UN and the spliced USD exchange rate,.3501501,139.8026
AND,1974,60.80309,Derived using data on consumption from UN and the spliced USD exchange rate,.3467028,175.3752
AND,1975,72.04411,Derived using data on consumption from UN and the spliced USD exchange rate,.3450225,208.8099
AND,1976,89.28401,Derived using data on consumption from UN and the spliced USD exchange rate,.4020946,222.0473
AND,1977,112.6294,Derived using data on consumption from UN and the spliced USD exchange rate,.4565398,246.7023
AND,1978,136.5558,Derived using data on consumption from UN and the spliced USD exchange rate,.4607829,296.356
AND,1979,162.0052,Derived using data on consumption from UN and the spliced USD exchange rate,.4034294,401.5701
AND,1980,192.2274,Derived using data on consumption from UN and the spliced USD exchange rate,.4309372,446.0681
AND,1981,219.4652,Derived using data on consumption from UN and the spliced USD exchange rate,.5548654,395.5286
AND,1982,251.8974,Derived using data on consumption from UN and the spliced USD exchange rate,.6602669,381.5084
AND,1983,286.051,Derived using data on consumption from UN and the spliced USD exchange rate,.8620312,331.8337
AND,1984,316.1208,Derived using data on consumption from UN and the spliced USD exchange rate,.9661931,327.1818
AND,1985,351.1956,Derived using data on consumption from UN and the spliced USD exchange rate,1.021986,343.6404
AND,1986,397.091,Derived using data on consumption from UN and the spliced USD exchange rate,.8417077,471.7683
AND,1987,446.8602,Derived using data on consumption from UN and the spliced USD exchange rate,.7421197,602.1403
