ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
KOR,1933,3.894795,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,999.8763,38.94313
KOR,1934,3.95115,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1127.508,44.54953
KOR,1935,3.73982,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1303.483,48.74791
KOR,1936,4.078093,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1322.105,53.91666
KOR,1937,3.521408,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1652.243,58.18222
KOR,1938,4.184975,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1705.805,71.3875
KOR,1939,4.816918,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1726.341,83.15642
KOR,1940,5.110318,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2188.533,111.841
KOR,1941,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1942,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1943,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1944,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1945,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1946,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1947,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1948,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1949,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1950,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1951,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1952,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,,
KOR,1953,4.390448,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,50519.71,2218.042
KOR,1954,7.843995,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,69917.59,5484.332
KOR,1955,9.678662,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,120543.9,11667.04
KOR,1956,,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,159979.1,
KOR,1957,5.914726,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,208580.4,12336.96
KOR,1958,7.061856,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,216680.6,15301.67
KOR,1959,10.00498,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,230216.5,23033.12
KOR,1960,9.994797,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,259100.1,25896.53
KOR,1961,7.690701,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,312857.2,24060.91
KOR,1962,7.720401,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,379400.3,29291.22
KOR,1963,5.994175,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,537716.1,32231.64
KOR,1964,5.059695,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,767034.1,38809.59
KOR,1965,6.572511,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,862135.6,56663.96
KOR,1966,8.222954,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1105484,90903.44
KOR,1967,9.841235,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1362189,134056.2
KOR,1968,11.48044,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1755505,201539.6
KOR,1969,11.88244,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2294476,272639.8
KOR,1970,11.97663,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2900021,347324.9
KOR,1971,11.87438,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,3565141,423338.3
KOR,1972,10.17527,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,4425420,450298.3
KOR,1973,9.458456,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5731705,542130.8
KOR,1974,10.71934,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,8197335,878699.9
KOR,1975,11.95114,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.09e+07,1306679
KOR,1976,13.28468,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.50e+07,1993767
KOR,1977,12.97324,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.93e+07,2503347
KOR,1978,13.4766,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2.61e+07,3515335
KOR,1979,13.66188,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,3.36e+07,4590470
KOR,1980,13.42165,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,4.12e+07,5528939
KOR,1981,13.33618,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5.15e+07,6869005
KOR,1982,13.43057,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5.94e+07,7978433
KOR,1983,13.65846,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,7.06e+07,9642570
KOR,1984,12.9133,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,8.15e+07,1.05e+07
KOR,1985,12.66332,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,9.14e+07,1.16e+07
KOR,1986,12.39424,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.07e+08,1.32e+07
KOR,1987,12.84422,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.26e+08,1.62e+07
KOR,1988,12.86646,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.51e+08,1.95e+07
KOR,1989,12.98485,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.72e+08,2.23e+07
KOR,1990,13.57904,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2.08e+08,2.82e+07
KOR,1991,11.80918,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2.51e+08,2.97e+07
KOR,1992,11.77311,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,2.88e+08,3.39e+07
KOR,1993,11.56695,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,3.27e+08,3.78e+07
KOR,1994,11.66711,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,3.86e+08,4.51e+07
KOR,1995,11.75759,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,4.53e+08,5.33e+07
KOR,1996,11.85892,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5.09e+08,6.04e+07
KOR,1997,11.48478,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5.62e+08,6.45e+07
KOR,1998,11.21834,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,5.57e+08,6.25e+07
KOR,1999,11.27927,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,6.13e+08,6.92e+07
KOR,2000,12.9072,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,6.76e+08,8.72e+07
KOR,2001,12.55786,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,7.33e+08,9.20e+07
KOR,2002,12.37446,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,8.13e+08,1.01e+08
KOR,2003,12.93917,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,8.68e+08,1.12e+08
KOR,2004,12.34776,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,9.43e+08,1.16e+08
KOR,2005,13.30637,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,9.95e+08,1.32e+08
KOR,2006,13.73374,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.05e+09,1.44e+08
KOR,2007,14.89471,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.13e+09,1.69e+08
KOR,2008,14.55148,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.20e+09,1.75e+08
KOR,2009,13.71257,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.26e+09,1.72e+08
KOR,2010,13.50965,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.38e+09,1.86e+08
KOR,2011,13.87857,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1.45e+09,2.01e+08
KOR,2012,13.47355,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.50e+09,2.03e+08
KOR,2013,13.02222,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.57e+09,2.05e+08
KOR,2014,12.63057,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.64e+09,2.07e+08
KOR,2015,12.53261,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.74e+09,2.18e+08
KOR,2016,13.27831,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.83e+09,2.43e+08
KOR,2017,13.75546,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.93e+09,2.66e+08
KOR,2018,14.69428,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.01e+09,2.95e+08
KOR,2019,14.33481,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.04e+09,2.93e+08
KOR,2020,14.01122,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.06e+09,2.88e+08
KOR,2021,15.66739,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.22e+09,3.48e+08
KOR,2022,17.15867,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.32e+09,3.99e+08
KOR,2023,14.64469,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.40e+09,3.52e+08
KWT,1980,2.691935,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7755,208.7596
KWT,1981,3.707913,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7039,261
KWT,1982,3.443836,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6214,214
KWT,1983,3.238302,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6083,196.9859
KWT,1984,3.128599,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6425,201.0125
KWT,1985,1.938105,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6450,125.0078
KWT,1986,2.095013,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5203,109.0035
KWT,1987,1.267414,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6233,78.99793
KWT,1988,1.229842,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5773,70.99877
KWT,1989,1.176026,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7143,84.00352
KWT,1990,1.53916,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5328,82.00646
KWT,1991,.2555211,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3131,8.000365
KWT,1992,.0858138,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5826,4.99951
KWT,1993,1.092582,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7231,79.00458
KWT,1994,1.422811,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7380,105.0035
