ISO3,year,exports,source,nGDP,exports_GDP
TUV,1993,.326217,Derived using data on exports from UN and the spliced GDP,14.086,.023159
TUV,1994,.353747,Derived using data on exports from UN and the spliced GDP,15.631,.0226311
TUV,1995,.370189,Derived using data on exports from UN and the spliced GDP,15.868,.0233293
TUV,1996,.763657,Derived using data on exports from UN and the spliced GDP,15.9646,.0478344
TUV,1997,.672985,Derived using data on exports from UN and the spliced GDP,18.0516,.0372812
TUV,1998,.630883,Derived using data on exports from UN and the spliced GDP,20.6641,.0305304
TUV,1999,.547798,Derived using data on exports from UN and the spliced GDP,21.3618,.0256438
TUV,2000,.43878,Derived using data on exports from UN and the spliced GDP,23.86143,.0183887
TUV,2001,3.82841,Derived using data on exports from UN and the spliced GDP,25.67359,.1491186
TUV,2002,4.14168,Derived using data on exports from UN and the spliced GDP,28.59145,.1448573
TUV,2003,5.08914,Derived using data on exports from UN and the spliced GDP,28.30617,.1797891
TUV,2004,4.644266,Derived using data on exports from UN and the spliced GDP,29.40867,.1579217
TUV,2005,4.566465,Derived using data on exports from UN and the spliced GDP,28.38853,.160856
TUV,2006,3.215544,Derived using data on exports from UN and the spliced GDP,30.4015,.1057692
TUV,2007,2.794879,Derived using data on exports from UN and the spliced GDP,32.28568,.0865672
TUV,2008,4.07401,Derived using data on exports from UN and the spliced GDP,35.77179,.1138889
TUV,2009,3.691855,Derived using data on exports from UN and the spliced GDP,34.52383,.1069364
TUV,2010,4.833111,Derived using data on exports from UN and the spliced GDP,34.22632,.1412104
TUV,2011,4.86673,Derived using data on exports from UN and the spliced GDP,37.08448,.1312336
TUV,2012,4.38613,Derived using data on exports from UN and the spliced GDP,35.92894,.1220779
TUV,2013,5.717082,Derived using data on exports from UN and the spliced GDP,38.85603,.147135
TUV,2014,5.715891,Derived using data on exports from UN and the spliced GDP,41.69781,.1370789
TUV,2015,7.018307,Derived using data on exports from UN and the spliced GDP,48.17723,.1456769
TUV,2016,7.547719,Derived using data on exports from UN and the spliced GDP,55.5,.1359949
TUV,2017,8.640712,Derived using data on exports from UN and the spliced GDP,59.1,.1462049
TUV,2018,8.536745,Derived using data on exports from UN and the spliced GDP,64.3,.1327643
TUV,2019,10.27761,Derived using data on exports from UN and the spliced GDP,77.9,.1319334
TUV,2020,3.089437,Derived using data on exports from UN and the spliced GDP,75.2,.0410829
TUV,2021,2.745021,Derived using data on exports from UN and the spliced GDP,83.1,.0330327
TUV,2022,2.231923,Derived using data on exports from UN and the spliced GDP,91.6,.024366
TUV,2023,3.336949,Derived using data on exports from UN and the spliced GDP,101.6519,.0328272
TWN,1901,.0003924,Derived using data on exports from Tena and the spliced GDP,.0028121,.1395442
TWN,1902,.0005322,Derived using data on exports from Tena and the spliced GDP,.0033043,.1610631
TWN,1903,.0005219,Derived using data on exports from Tena and the spliced GDP,.0037028,.1409371
TWN,1904,.0005722,Derived using data on exports from Tena and the spliced GDP,.00346,.1653866
TWN,1905,.0006118,Derived using data on exports from Tena and the spliced GDP,.0031521,.1940904
TWN,1906,.0007062,Derived using data on exports from Tena and the spliced GDP,.0035517,.1988453
TWN,1907,.0006896,Derived using data on exports from Tena and the spliced GDP,.004153,.1660518
TWN,1908,.0008493,Derived using data on exports from Tena and the spliced GDP,.0042022,.2021085
TWN,1909,.001209,Derived using data on exports from Tena and the spliced GDP,.0049015,.2466495
TWN,1910,.0015102,Derived using data on exports from Tena and the spliced GDP,.0062733,.2407351
TWN,1911,.0016326,Derived using data on exports from Tena and the spliced GDP,.0062115,.2628365
TWN,1912,.0015815,Derived using data on exports from Tena and the spliced GDP,.0065449,.241635
TWN,1913,.0013447,Derived using data on exports from Tena and the spliced GDP,.00667,.2016071
TWN,1914,.001479,Derived using data on exports from Tena and the spliced GDP,.0062182,.2378431
TWN,1915,.0019046,Derived using data on exports from Tena and the spliced GDP,.0067937,.2803493
TWN,1916,.0028297,Derived using data on exports from Tena and the spliced GDP,.0080572,.3512034
TWN,1917,.0036722,Derived using data on exports from Tena and the spliced GDP,.0100727,.3645714
TWN,1918,.00351,Derived using data on exports from Tena and the spliced GDP,.0125341,.2800369
TWN,1919,.0044789,Derived using data on exports from Tena and the spliced GDP,.0164499,.272278
TWN,1920,.0054454,Derived using data on exports from Tena and the spliced GDP,.0176162,.3091109
TWN,1921,.0038395,Derived using data on exports from Tena and the spliced GDP,.0150483,.2551425
TWN,1922,.003976,Derived using data on exports from Tena and the spliced GDP,.0145908,.2724977
TWN,1923,.0050018,Derived using data on exports from Tena and the spliced GDP,.0156325,.3199632
TWN,1924,.0063891,Derived using data on exports from Tena and the spliced GDP,.0178558,.3578158
TWN,1925,.0066294,Derived using data on exports from Tena and the spliced GDP,.0195239,.3395519
TWN,1926,.0063324,Derived using data on exports from Tena and the spliced GDP,.0192441,.3290589
TWN,1927,.006213,Derived using data on exports from Tena and the spliced GDP,.018432,.3370796
TWN,1928,.0062569,Derived using data on exports from Tena and the spliced GDP,.0202867,.3084226
TWN,1929,.006848,Derived using data on exports from Tena and the spliced GDP,.0208543,.3283737
TWN,1930,.0060811,Derived using data on exports from Tena and the spliced GDP,.018755,.3242375
TWN,1931,.0055579,Derived using data on exports from Tena and the spliced GDP,.0163157,.3406501
TWN,1932,.0060632,Derived using data on exports from Tena and the spliced GDP,.0189068,.3206882
TWN,1933,.0062566,Derived using data on exports from Tena and the spliced GDP,.0188871,.3312644
TWN,1934,.0077054,Derived using data on exports from Tena and the spliced GDP,.0210003,.366917
TWN,1935,.008834,Derived using data on exports from Tena and the spliced GDP,.0247653,.356708
TWN,1936,.0097707,Derived using data on exports from Tena and the spliced GDP,.026835,.3641014
TWN,1937,.0110801,Derived using data on exports from Tena and the spliced GDP,.0286701,.3864695
TWN,1938,.011483,Derived using data on exports from Tena and the spliced GDP,.0329479,.3485208
TWN,1939,.014933,Derived using data on exports from Mitchell and the spliced GDP,.0385711,.3871553
TWN,1940,.0142531,Derived using data on exports from Mitchell and the spliced GDP,.0402343,.3542521
TWN,1941,.01244,Derived using data on exports from Mitchell and the spliced GDP,.0432964,.2873208
TWN,1942,.0131702,Derived using data on exports from Mitchell and the spliced GDP,.0491179,.2681352
TWN,1943,.010098,Derived using data on exports from Mitchell and the spliced GDP,.0534296,.1889969
TWN,1944,.0078316,Derived using data on exports from Mitchell and the spliced GDP,.0679689,.1152238
TWN,1945,24.17482,Derived using data on exports from Mitchell and the spliced GDP,.1179403,204.9751
TWN,1946,,Derived using data on exports from Mitchell and the spliced GDP,1.368359,
TWN,1947,,Derived using data on exports from Mitchell and the spliced GDP,5.92443,
TWN,1948,,Derived using data on exports from Mitchell and the spliced GDP,50.82891,
TWN,1949,289.0906,Derived using data on exports from Mitchell and the spliced GDP,2960.898,.0976361
TWN,1950,605.3779,Derived using data on exports from Mitchell and the spliced GDP,9216.167,.0656865
TWN,1951,1091.896,Derived using data on exports from CS2 and the spliced GDP,14139.35,.0772239
TWN,1952,1203.952,Derived using data on exports from CS2 and the spliced GDP,19700.96,.0611114
TWN,1953,1723.406,Derived using data on exports from CS2 and the spliced GDP,26183.73,.0658198
TWN,1954,1419.378,Derived using data on exports from CS2 and the spliced GDP,28781.75,.0493152
TWN,1955,2149.915,Derived using data on exports from CS2 and the spliced GDP,34303.12,.062674
TWN,1956,2701.509,Derived using data on exports from CS2 and the spliced GDP,39343.78,.0686642
TWN,1957,3378.189,Derived using data on exports from CS2 and the spliced GDP,45941.7,.0735321
TWN,1958,4073.111,Derived using data on exports from CS2 and the spliced GDP,51412.76,.0792237
TWN,1959,5709.653,Derived using data on exports from CS2 and the spliced GDP,59226.96,.0964029
TWN,1960,6247.349,Derived using data on exports from CS2 and the spliced GDP,71283.64,.0876407
TWN,1961,8515.4,Derived using data on exports from CS2 and the spliced GDP,79806.6,.1067005
TWN,1962,9119.113,Derived using data on exports from CS2 and the spliced GDP,87799.66,.1038627
TWN,1963,13583.12,Derived using data on exports from CS2 and the spliced GDP,99174.41,.1369619
TWN,1964,17695.32,Derived using data on exports from CS2 and the spliced GDP,115690.4,.152954
TWN,1965,18911.43,Derived using data on exports from CS2 and the spliced GDP,127843.3,.1479267
TWN,1966,23907.05,Derived using data on exports from CS2 and the spliced GDP,142729.4,.1674992
TWN,1967,28045.31,Derived using data on exports from CS2 and the spliced GDP,164850.6,.1701256
TWN,1968,35847.55,Derived using data on exports from CS2 and the spliced GDP,192076.2,.1866319
TWN,1969,45959.53,Derived using data on exports from CS2 and the spliced GDP,219726.9,.2091666
TWN,1970,59716.38,Derived using data on exports from CS2 and the spliced GDP,253350.3,.2357068
TWN,1971,81458.75,Derived using data on exports from CS2 and the spliced GDP,293756.9,.2772998
TWN,1972,116060.7,Derived using data on exports from CS2 and the spliced GDP,342617.1,.3387474
TWN,1973,168305.8,Derived using data on exports from CS2 and the spliced GDP,418353.2,.4023055
TWN,1974,209688.4,Derived using data on exports from CS2 and the spliced GDP,559939.2,.3744842
TWN,1975,203005,Derived using data on exports from CS2 and the spliced GDP,601623.1,.3374288
TWN,1976,292065.3,Derived using data on exports from CS2 and the spliced GDP,721338.4,.4048935
TWN,1977,352268.1,Derived using data on exports from CS2 and the spliced GDP,845370.4,.4167027
TWN,1978,451153.8,Derived using data on exports from CS2 and the spliced GDP,1011158,.4461753
TWN,1979,553840.6,Derived using data on exports from CS2 and the spliced GDP,1219183,.4542721
TWN,1980,680391.1,Derived using data on exports from CS2 and the spliced GDP,1522109,.4470055
TWN,1981,796767.1,Derived using data on exports from CS2 and the spliced GDP,1804431,.4415614
TWN,1982,823095.1,Derived using data on exports from CS2 and the spliced GDP,1938023,.4247086
TWN,1983,970744.3,Derived using data on exports from CS2 and the spliced GDP,2169446,.4474618
TWN,1984,1148648,Derived using data on exports from CS2 and the spliced GDP,2418240,.4749933
TWN,1985,1168869,Derived using data on exports from CS2 and the spliced GDP,2535056,.4610822
TWN,1986,1443351,Derived using data on exports from CS2 and the spliced GDP,2965448,.4867228
TWN,1987,1614921,Derived using data on exports from CS2 and the spliced GDP,3344935,.4827958
TWN,1988,1667487,Derived using data on exports from CS2 and the spliced GDP,3615662,.4611844
TWN,1989,1702522,Derived using data on exports from CS2 and the spliced GDP,4032464,.4222038
TWN,1990,1755318,Derived using data on exports from CS2 and the spliced GDP,4474288,.3923123
TWN,1991,2006083,Derived using data on exports from CS2 and the spliced GDP,5018019,.399776
TWN,1992,2053358,Derived using data on exports from CS2 and the spliced GDP,5609357,.3660594
TWN,1993,2322946,Derived using data on exports from CS2 and the spliced GDP,6200154,.3746594
TWN,1994,2517081,Derived using data on exports from CS2 and the spliced GDP,6779396,.371284
TWN,1995,2995513,Derived using data on exports from CS2 and the spliced GDP,7391062,.4052886
TWN,1996,3247689,Derived using data on exports from CS2 and the spliced GDP,8031305,.4043788
TWN,1997,3585157,Derived using data on exports from CS2 and the spliced GDP,8705149,.4118433
TWN,1998,3838227,Derived using data on exports from CS2 and the spliced GDP,9366337,.4097896
TWN,1999,4019291,Derived using data on exports from CS2 and the spliced GDP,9804503,.4099433
TWN,2000,4729300,Derived using data on exports from ADB and the spliced GDP,1.03e+07,.4578862
TWN,2001,4270574,Derived using data on exports from ADB and the spliced GDP,1.01e+07,.4220173
TWN,2002,4692830,Derived using data on exports from ADB and the spliced GDP,1.06e+07,.4414325
TWN,2003,5205742,Derived using data on exports from ADB and the spliced GDP,1.09e+07,.4765405
TWN,2004,6148515,Derived using data on exports from ADB and the spliced GDP,1.16e+07,.5302162
TWN,2005,6426903,Derived using data on exports from ADB and the spliced GDP,1.20e+07,.5339434
TWN,2006,7351936,Derived using data on exports from ADB and the spliced GDP,1.26e+07,.5847592
TWN,2007,8165709,Derived using data on exports from ADB and the spliced GDP,1.34e+07,.6110266
TWN,2008,8089845,Derived using data on exports from ADB and the spliced GDP,1.31e+07,.6168346
TWN,2009,6769509,Derived using data on exports from ADB and the spliced GDP,1.29e+07,.5239783
TWN,2010,8757385,Derived using data on exports from ADB and the spliced GDP,1.41e+07,.6228428
TWN,2011,9172423,Derived using data on exports from ADB and the spliced GDP,1.43e+07,.6431282
TWN,2012,9037337,Derived using data on exports from ADB and the spliced GDP,1.47e+07,.6157162
TWN,2013,9219045,Derived using data on exports from ADB and the spliced GDP,1.53e+07,.603707
TWN,2014,9663422,Derived using data on exports from ADB and the spliced GDP,1.63e+07,.5943778
TWN,2015,9013732,Derived using data on exports from ADB and the spliced GDP,1.71e+07,.5285072
TWN,2016,8997181,Derived using data on exports from ADB and the spliced GDP,1.76e+07,.5125061
TWN,2017,9605762,Derived using data on exports from ADB and the spliced GDP,1.80e+07,.5341476
TWN,2018,1.01e+07,Derived using data on exports from ADB and the spliced GDP,1.84e+07,.547977
TWN,2019,1.02e+07,Derived using data on exports from ADB and the spliced GDP,1.89e+07,.5384813
TWN,2020,1.02e+07,Derived using data on exports from ADB and the spliced GDP,1.99e+07,.5121183
TWN,2021,1.25e+07,Derived using data on exports from ADB and the spliced GDP,2.17e+07,.5770873
TWN,2022,1.42e+07,Derived using data on exports from ADB and the spliced GDP,2.27e+07,.626911
TWN,2023,1.35e+07,Derived using data on exports from ADB and the spliced GDP,2.36e+07,.5724634
TZA,1955,1291.07,Derived using data on exports from Mitchell and the spliced GDP,5614.248,.2299632
TZA,1956,1598.153,Derived using data on exports from Mitchell and the spliced GDP,5795.352,.2757647
TZA,1957,1421.498,Derived using data on exports from Mitchell and the spliced GDP,6157.562,.230854
TZA,1958,1533.765,Derived using data on exports from Mitchell and the spliced GDP,6338.667,.2419697
TZA,1959,1644.381,Derived using data on exports from Mitchell and the spliced GDP,6881.98,.2389401
TZA,1960,1944.86,Derived using data on exports from Mitchell and the spliced GDP,7063.085,.2753556
TZA,1961,1745.091,Derived using data on exports from Mitchell and the spliced GDP,7391.015,.2361098
TZA,1962,1842.499,Derived using data on exports from Mitchell and the spliced GDP,8025.252,.2295877
TZA,1963,2263.5,Derived using data on exports from Mitchell and the spliced GDP,8886.516,.2547118
TZA,1964,2527.658,Derived using data on exports from Mitchell and the spliced GDP,10864.9,.2326443
TZA,1965,2311.379,Derived using data on exports from Mitchell and the spliced GDP,11063.1,.2089269
TZA,1966,2947.008,Derived using data on exports from Mitchell and the spliced GDP,12688.33,.2322613
TZA,1967,2753.843,Derived using data on exports from Mitchell and the spliced GDP,13230.67,.2081408
TZA,1968,2836.392,Derived using data on exports from Mitchell and the spliced GDP,14187.43,.1999228
TZA,1969,2958.565,Derived using data on exports from Mitchell and the spliced GDP,14902.75,.1985247
TZA,1970,3057.624,Derived using data on exports from Mitchell and the spliced GDP,16529.79,.1849767
TZA,1971,3283.809,Derived using data on exports from Mitchell and the spliced GDP,17684.87,.1856847
TZA,1972,3759.293,Derived using data on exports from Mitchell and the spliced GDP,20131.99,.1867323
TZA,1973,4271.098,Derived using data on exports from Mitchell and the spliced GDP,23611.66,.1808894
TZA,1974,4723.468,Derived using data on exports from Mitchell and the spliced GDP,28821.26,.1638884
TZA,1975,4563.323,Derived using data on exports from Mitchell and the spliced GDP,34257.9,.133205
TZA,1976,6349.688,Derived using data on exports from Mitchell and the spliced GDP,42188.52,.1505075
TZA,1977,6930.835,Derived using data on exports from Mitchell and the spliced GDP,49875.03,.138964
TZA,1978,6057.464,Derived using data on exports from Mitchell and the spliced GDP,55578.14,.10899
TZA,1979,6960.553,Derived using data on exports from Mitchell and the spliced GDP,62685.87,.1110386
TZA,1980,6868.098,Derived using data on exports from Mitchell and the spliced GDP,72766.95,.0943848
TZA,1981,8398.561,Derived using data on exports from Mitchell and the spliced GDP,84833.16,.0990009
TZA,1982,6983.667,Derived using data on exports from Mitchell and the spliced GDP,100596.6,.0694225
TZA,1983,6818.568,Derived using data on exports from Mitchell and the spliced GDP,121817.9,.0559735
TZA,1984,10128.79,Derived using data on exports from Mitchell and the spliced GDP,153578,.0659521
TZA,1985,10191.53,Derived using data on exports from Mitchell and the spliced GDP,193501.6,.052669
TZA,1986,18631.37,Derived using data on exports from Mitchell and the spliced GDP,255814.3,.0728316
TZA,1987,30563.04,Derived using data on exports from Mitchell and the spliced GDP,352278.2,.0867582
TZA,1988,44642.64,Derived using data on exports from WDI_ARC and the spliced GDP,634365.5,.0703737
TZA,1989,90780.43,Derived using data on exports from WDI_ARC and the spliced GDP,978343.9,.0927899
TZA,1990,104843,Derived using data on exports from IMF_WEO and the spliced GDP,1298826,.0807214
TZA,1991,111474,Derived using data on exports from IMF_WEO and the spliced GDP,1649376,.0675856
TZA,1992,170438,Derived using data on exports from IMF_WEO and the spliced GDP,1999314,.0852482
TZA,1993,310305,Derived using data on exports from IMF_WEO and the spliced GDP,2487264,.1247576
TZA,1994,473888,Derived using data on exports from IMF_WEO and the spliced GDP,3226554,.1468713
TZA,1995,727177,Derived using data on exports from IMF_WEO and the spliced GDP,4244137,.1713368
TZA,1996,751161,Derived using data on exports from IMF_WEO and the spliced GDP,5300082,.1417263
TZA,1997,762812,Derived using data on exports from IMF_WEO and the spliced GDP,6613062,.1153493
TZA,1998,817623.3,Derived using data on exports from IMF_WEO and the spliced GDP,7817656,.1045868
TZA,1999,962143.4,Derived using data on exports from IMF_WEO and the spliced GDP,8978562,.1071601
TZA,2000,1157247,Derived using data on exports from IMF_WEO and the spliced GDP,1.01e+07,.1141386
TZA,2001,1646472,Derived using data on exports from IMF_WEO and the spliced GDP,1.13e+07,.1453269
TZA,2002,1951550,Derived using data on exports from IMF_WEO and the spliced GDP,1.30e+07,.1500748
TZA,2003,2385275,Derived using data on exports from IMF_WEO and the spliced GDP,1.51e+07,.158372
TZA,2004,2913789,Derived using data on exports from IMF_WEO and the spliced GDP,1.74e+07,.1674817
TZA,2005,3527668,Derived using data on exports from IMF_WEO and the spliced GDP,1.99e+07,.1774304
TZA,2006,4299426,Derived using data on exports from IMF_WEO and the spliced GDP,2.43e+07,.1771361
TZA,2007,5393131,Derived using data on exports from IMF_WEO and the spliced GDP,2.79e+07,.1933671
TZA,2008,6511044,Derived using data on exports from IMF_WEO and the spliced GDP,3.41e+07,.190854
TZA,2009,6986068,Derived using data on exports from IMF_WEO and the spliced GDP,3.93e+07,.1778938
TZA,2010,8760621,Derived using data on exports from IMF_WEO and the spliced GDP,4.56e+07,.1920219
TZA,2011,1.17e+07,Derived using data on exports from IMF_WEO and the spliced GDP,5.49e+07,.2127425
TZA,2012,1.39e+07,Derived using data on exports from IMF_WEO and the spliced GDP,6.39e+07,.2181119
TZA,2013,1.39e+07,Derived using data on exports from IMF_WEO and the spliced GDP,7.48e+07,.1854438
TZA,2014,1.49e+07,Derived using data on exports from IMF_WEO and the spliced GDP,8.48e+07,.1761145
TZA,2015,1.61e+07,Derived using data on exports from IMF_WEO and the spliced GDP,9.67e+07,.166884
TZA,2016,1.77e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.11e+08,.1594494
TZA,2017,1.86e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.22e+08,.152559
TZA,2018,1.90e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.28e+08,.1489163
TZA,2019,2.24e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.39e+08,.161669
TZA,2020,2.05e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.50e+08,.1367726
TZA,2021,2.29e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.61e+08,.1422774
TZA,2022,2.69e+07,Derived using data on exports from IMF_WEO and the spliced GDP,1.76e+08,.1530234
TZA,2023,2.68e+07,Derived using data on exports from IMF_IFS and the spliced GDP,1.96e+08,.1368826
TZA,2024,3.04e+07,Derived using data on exports from IMF_IFS and the spliced GDP,2.16e+08,.1410031
TZA,2025,3.24e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2.39e+08,.1357388
TZA,2026,3.51e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2.65e+08,.1325697
TZA,2027,3.82e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2.96e+08,.1293234
TZA,2028,4.16e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.31e+08,.1258575
TZA,2029,4.33e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.70e+08,.1171486
UGA,1950,10.59804,Derived using data on exports from Mitchell and the spliced GDP,18.94155,.5595129
UGA,1951,16.89592,Derived using data on exports from Mitchell and the spliced GDP,25.24907,.6691698
UGA,1952,17.36995,Derived using data on exports from Mitchell and the spliced GDP,28.32351,.6132697
UGA,1953,12.93435,Derived using data on exports from Mitchell and the spliced GDP,25.24073,.5124397
UGA,1954,15.62618,Derived using data on exports from Mitchell and the spliced GDP,28.70918,.5442922
UGA,1955,15.93092,Derived using data on exports from Mitchell and the spliced GDP,30.88096,.5158816
UGA,1956,14.96592,Derived using data on exports from Mitchell and the spliced GDP,31.01533,.4825332
UGA,1957,17.20065,Derived using data on exports from Mitchell and the spliced GDP,32.31246,.5323227
UGA,1958,17.33609,Derived using data on exports from Mitchell and the spliced GDP,31.95961,.5424375
UGA,1959,16.40495,Derived using data on exports from Mitchell and the spliced GDP,32.05267,.5118124
UGA,1960,16.79434,Derived using data on exports from IMF_WEO and the spliced GDP,32.71772,.5133103
UGA,1961,15.66216,Derived using data on exports from IMF_WEO and the spliced GDP,33.68634,.464941
UGA,1962,15.72505,Derived using data on exports from IMF_WEO and the spliced GDP,33.68634,.466808
UGA,1963,21.21312,Derived using data on exports from IMF_WEO and the spliced GDP,37.88367,.559954
UGA,1964,25.58469,Derived using data on exports from IMF_WEO and the spliced GDP,41.97339,.6095454
UGA,1965,24.60798,Derived using data on exports from IMF_WEO and the spliced GDP,48.10796,.5115158
UGA,1966,25.73483,Derived using data on exports from IMF_WEO and the spliced GDP,50.26044,.5120295
UGA,1967,26.61804,Derived using data on exports from IMF_WEO and the spliced GDP,53.38154,.4986376
UGA,1968,27.01396,Derived using data on exports from IMF_WEO and the spliced GDP,79.64176,.3391934
UGA,1969,27.3642,Derived using data on exports from IMF_WEO and the spliced GDP,89.75843,.3048649
UGA,1970,31.99342,Derived using data on exports from UN and the spliced GDP,101.7047,.3145717
UGA,1971,30.46993,Derived using data on exports from UN and the spliced GDP,112.5244,.2707852
UGA,1972,31.99342,Derived using data on exports from UN and the spliced GDP,122.262,.2616791
UGA,1973,30.46993,Derived using data on exports from UN and the spliced GDP,140.6554,.2166281
UGA,1974,33.51692,Derived using data on exports from UN and the spliced GDP,173.1144,.1936114
UGA,1975,27.42294,Derived using data on exports from UN and the spliced GDP,243.4421,.1126466
UGA,1976,42.6579,Derived using data on exports from UN and the spliced GDP,286.7207,.1487786
UGA,1977,70.08083,Derived using data on exports from UN and the spliced GDP,525.835,.1332753
UGA,1978,39.6109,Derived using data on exports from UN and the spliced GDP,695.7034,.0569365
UGA,1979,66.78202,Derived using data on exports from UN and the spliced GDP,1034.597,.0645488
UGA,1980,109.9939,Derived using data on exports from UN and the spliced GDP,1930.656,.0569723
UGA,1981,130.1267,Derived using data on exports from UN and the spliced GDP,3462.877,.0375776
UGA,1982,391.3513,Derived using data on exports from UN and the spliced GDP,4996.667,.0783225
UGA,1983,626.3563,Derived using data on exports from UN and the spliced GDP,7708.252,.0812579
UGA,1984,1483.833,Derived using data on exports from UN and the spliced GDP,12302.69,.1206105
UGA,1985,2922.996,Derived using data on exports from UN and the spliced GDP,31875.57,.0917002
UGA,1986,7485.201,Derived using data on exports from UN and the spliced GDP,75642.36,.0989551
UGA,1987,18685.81,Derived using data on exports from UN and the spliced GDP,258954.1,.0721588
UGA,1988,47092.29,Derived using data on exports from UN and the spliced GDP,733531.1,.0641994
UGA,1989,85294.2,Derived using data on exports from UN and the spliced GDP,1361786,.0626341
UGA,1990,108310.1,Derived using data on exports from UN and the spliced GDP,1851754,.0584906
UGA,1991,181148.1,Derived using data on exports from UN and the spliced GDP,2569256,.0705061
UGA,1992,246105.6,Derived using data on exports from UN and the spliced GDP,4262304,.05774
UGA,1993,301221.1,Derived using data on exports from UN and the spliced GDP,4642960,.064877
UGA,1994,538396.4,Derived using data on exports from UN and the spliced GDP,5984265,.0899687
UGA,1995,640387.5,Derived using data on exports from UN and the spliced GDP,6926229,.0924583
UGA,1996,875682.5,Derived using data on exports from UN and the spliced GDP,7577906,.1155573
UGA,1997,809531.4,Derived using data on exports from UN and the spliced GDP,8448981,.0958141
UGA,1998,881608,Derived using data on exports from UN and the spliced GDP,9294108,.0948567
UGA,1999,1012003,Derived using data on exports from UN and the spliced GDP,1.03e+07,.0977791
UGA,2000,1016755,Derived using data on exports from UN and the spliced GDP,1.11e+07,.0912093
UGA,2001,1128720,Derived using data on exports from UN and the spliced GDP,1.24e+07,.0912336
UGA,2002,1176025,Derived using data on exports from UN and the spliced GDP,1.33e+07,.0882579
UGA,2003,1529306,Derived using data on exports from UN and the spliced GDP,1.54e+07,.0994031
UGA,2004,1898665,Derived using data on exports from UN and the spliced GDP,1.70e+07,.1118705
UGA,2005,2521344,Derived using data on exports from UN and the spliced GDP,1.99e+07,.126899
UGA,2006,2787195,Derived using data on exports from UN and the spliced GDP,2.24e+07,.1243618
UGA,2007,4088644,Derived using data on exports from UN and the spliced GDP,2.60e+07,.1575492
UGA,2008,5220905,Derived using data on exports from UN and the spliced GDP,3.13e+07,.1667263
UGA,2009,6573848,Derived using data on exports from UN and the spliced GDP,5.06e+07,.1299242
UGA,2010,7314298,Derived using data on exports from UN and the spliced GDP,6.69e+07,.1094087
UGA,2011,1.02e+07,Derived using data on exports from UN and the spliced GDP,7.17e+07,.1416191
UGA,2012,1.18e+07,Derived using data on exports from UN and the spliced GDP,7.72e+07,.1530568
UGA,2013,1.11e+07,Derived using data on exports from UN and the spliced GDP,6.07e+07,.1828258
UGA,2014,1.28e+07,Derived using data on exports from UN and the spliced GDP,1.01e+08,.1259535
UGA,2015,1.30e+07,Derived using data on exports from UN and the spliced GDP,9.78e+07,.1329306
UGA,2016,1.53e+07,Derived using data on exports from UN and the spliced GDP,1.04e+08,.1466411
UGA,2017,1.83e+07,Derived using data on exports from UN and the spliced GDP,1.14e+08,.1606882
UGA,2018,1.98e+07,Derived using data on exports from UN and the spliced GDP,1.27e+08,.1560768
UGA,2019,2.39e+07,Derived using data on exports from UN and the spliced GDP,1.40e+08,.1711276
UGA,2020,2.07e+07,Derived using data on exports from UN and the spliced GDP,1.42e+08,.1462792
UGA,2021,2.15e+07,Derived using data on exports from UN and the spliced GDP,1.54e+08,.139789
UGA,2022,2.07e+07,Derived using data on exports from UN and the spliced GDP,1.75e+08,.1182352
UGA,2023,2.97e+07,Derived using data on exports from UN and the spliced GDP,1.90e+08,.1562566
UGA,2024,3.73e+07,Derived using data on exports from IMF_IFS and the spliced GDP,2.09e+08,.1783196
UGA,2025,3.65e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2.35e+08,.1555356
UGA,2026,5.43e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2.77e+08,.1960271
UGA,2027,5.16e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.08e+08,.1675804
UGA,2028,5.40e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.41e+08,.1582671
UGA,2029,5.75e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3.79e+08,.1519665
UKR,1989,.4917551,Derived using data on exports from IMF_WEO and the spliced GDP,1.588529,.3095663
UKR,1990,.46177,Derived using data on exports from UN and the spliced GDP,1.730822,.2667923
UKR,1991,.78254,Derived using data on exports from UN and the spliced GDP,3.101352,.2523222
UKR,1992,12.06928,Derived using data on exports from UN and the spliced GDP,52.12024,.2315661
UKR,1993,383.7,Derived using data on exports from UN and the spliced GDP,1535.546,.2498786
UKR,1994,4260.02,Derived using data on exports from UN and the spliced GDP,12466.48,.3417179
UKR,1995,25662.65,Derived using data on exports from UN and the spliced GDP,56458.33,.4545414
