ISO3,year,exports,source,nGDP,exports_GDP
ABW,1970,329.0844,Derived using data on exports from UN and the spliced GDP,353.7469,.9302821
ABW,1971,346.6273,Derived using data on exports from UN and the spliced GDP,372.6045,.9302821
ABW,1972,365.1054,Derived using data on exports from UN and the spliced GDP,392.4673,.9302822
ABW,1973,384.5685,Derived using data on exports from UN and the spliced GDP,413.389,.9302823
ABW,1974,405.0689,Derived using data on exports from UN and the spliced GDP,435.4261,.9302817
ABW,1975,426.6628,Derived using data on exports from UN and the spliced GDP,458.6378,.9302827
ABW,1976,449.4073,Derived using data on exports from UN and the spliced GDP,483.0869,.9302825
ABW,1977,473.363,Derived using data on exports from UN and the spliced GDP,508.8394,.9302798
ABW,1978,498.6003,Derived using data on exports from UN and the spliced GDP,535.9647,.9302858
ABW,1979,525.1777,Derived using data on exports from UN and the spliced GDP,564.536,.930282
ABW,1980,553.1678,Derived using data on exports from UN and the spliced GDP,594.6304,.9302717
ABW,1981,582.6762,Derived using data on exports from UN and the spliced GDP,626.329,.9303037
ABW,1982,613.7157,Derived using data on exports from UN and the spliced GDP,659.7175,.9302705
ABW,1983,646.4112,Derived using data on exports from UN and the spliced GDP,694.8858,.9302409
ABW,1984,680.9863,Derived using data on exports from UN and the spliced GDP,731.9289,.9303996
ABW,1985,717.1122,Derived using data on exports from UN and the spliced GDP,770.9467,.930171
ABW,1986,755.3249,Derived using data on exports from UN and the spliced GDP,812.0444,.9301522
ABW,1987,909.0455,Derived using data on exports from UN and the spliced GDP,976.5489,.9308755
ABW,1988,1110.261,Derived using data on exports from UN and the spliced GDP,1194.491,.929485
ABW,1989,1295.182,Derived using data on exports from UN and the spliced GDP,1392.525,.9300962
ABW,1990,1429.316,Derived using data on exports from UN and the spliced GDP,1531.882,.9330455
ABW,1991,1616.227,Derived using data on exports from UN and the spliced GDP,1746.681,.9253132
ABW,1992,1788.903,Derived using data on exports from UN and the spliced GDP,1919.568,.9319299
ABW,1993,2042.915,Derived using data on exports from UN and the spliced GDP,2168.944,.9418935
ABW,1994,2250.828,Derived using data on exports from UN and the spliced GDP,2495.054,.9021161
ABW,1995,2357.787,Derived using data on exports from UN and the spliced GDP,2477.24,.95178
ABW,1996,2515.286,Derived using data on exports from UN and the spliced GDP,2588.317,.9717844
ABW,1997,2659.856,Derived using data on exports from UN and the spliced GDP,2873.346,.9256998
ABW,1998,2790.322,Derived using data on exports from UN and the spliced GDP,3123.795,.8932475
ABW,1999,2897.845,Derived using data on exports from UN and the spliced GDP,3231.53,.8967409
ABW,2000,2494.52,Derived using data on exports from UN and the spliced GDP,3353.48,.7438601
ABW,2001,2410.1,Derived using data on exports from UN and the spliced GDP,3394.658,.7099684
ABW,2002,2267.31,Derived using data on exports from UN and the spliced GDP,3511.7,.6456446
ABW,2003,2295.31,Derived using data on exports from UN and the spliced GDP,3658.96,.6273122
ABW,2004,2610,Derived using data on exports from UN and the spliced GDP,4036.147,.6466563
ABW,2005,2875.79,Derived using data on exports from UN and the spliced GDP,4224.43,.6807522
ABW,2006,2855.65,Derived using data on exports from UN and the spliced GDP,4420.91,.6459416
ABW,2007,3118.37,Derived using data on exports from UN and the spliced GDP,4792.98,.6506119
ABW,2008,3334.79,Derived using data on exports from UN and the spliced GDP,5089.01,.6552925
ABW,2009,2876.19,Derived using data on exports from UN and the spliced GDP,4571.29,.6291856
ABW,2010,2644.75,Derived using data on exports from UN and the spliced GDP,4391.94,.6021826
ABW,2011,3293.48,Derived using data on exports from UN and the spliced GDP,4721.77,.6975096
ABW,2012,3422.14,Derived using data on exports from UN and the spliced GDP,4681.22,.7310359
ABW,2013,3737.74,Derived using data on exports from UN and the spliced GDP,4882.85,.7654833
ABW,2014,3910.35,Derived using data on exports from UN and the spliced GDP,4995.62,.7827557
ABW,2015,3863.83,Derived using data on exports from UN and the spliced GDP,5303.6,.7285297
ABW,2016,3835.72,Derived using data on exports from UN and the spliced GDP,5340.71,.7182041
ABW,2017,4015.9,Derived using data on exports from UN and the spliced GDP,5535.45,.7254875
ABW,2018,4237.17,Derived using data on exports from UN and the spliced GDP,5864.37,.7225277
ABW,2019,4451.55,Derived using data on exports from UN and the spliced GDP,6078.48,.7323459
ABW,2020,2354.209,Derived using data on exports from UN and the spliced GDP,4442.524,.529926
ABW,2021,3709.402,Derived using data on exports from UN and the spliced GDP,5243.709,.7074004
ABW,2022,5140.397,Derived using data on exports from UN and the spliced GDP,5870.025,.8757029
ABW,2023,5769.685,Derived using data on exports from UN and the spliced GDP,6530.946,.8834379
ABW,2024,6542.074,Derived using data on exports from IMF_WEO and the spliced GDP,7264.85,.9005106
AFG,1960,.9999655,Derived using data on exports from IMF_WEO and the spliced GDP,24.2,.0413209
AFG,1961,1.099962,Derived using data on exports from IMF_WEO and the spliced GDP,24.7,.0445329
AFG,1962,1.199959,Derived using data on exports from IMF_WEO and the spliced GDP,24.6,.0487788
AFG,1963,3.099893,Derived using data on exports from IMF_WEO and the spliced GDP,33.8,.0917128
AFG,1964,3.19989,Derived using data on exports from IMF_WEO and the spliced GDP,36,.0888858
AFG,1965,5.099822,Derived using data on exports from IMF_WEO and the spliced GDP,45.3,.1125789
AFG,1966,5.399811,Derived using data on exports from IMF_WEO and the spliced GDP,63,.0857113
AFG,1967,5.099822,Derived using data on exports from IMF_WEO and the spliced GDP,75.3,.0677267
AFG,1968,5.499808,Derived using data on exports from IMF_WEO and the spliced GDP,61.8,.0889937
AFG,1969,6.399776,Derived using data on exports from IMF_WEO and the spliced GDP,63.4,.1009428
AFG,1970,7.699731,Derived using data on exports from UN and the spliced GDP,78.69714,.09784
AFG,1971,8.999685,Derived using data on exports from UN and the spliced GDP,82.39703,.1092234
AFG,1972,10.59963,Derived using data on exports from UN and the spliced GDP,71.79749,.1476323
AFG,1973,10.09965,Derived using data on exports from UN and the spliced GDP,77.99727,.1294872
AFG,1974,13.59953,Derived using data on exports from UN and the spliced GDP,96.9966,.1402062
AFG,1975,13.49953,Derived using data on exports from UN and the spliced GDP,106.4963,.1267606
AFG,1976,15.19947,Derived using data on exports from UN and the spliced GDP,114.996,.1321739
AFG,1977,15.49946,Derived using data on exports from UN and the spliced GDP,132.8954,.116629
AFG,1978,16.09944,Derived using data on exports from UN and the spliced GDP,148.4948,.1084175
AFG,1979,19.25582,Derived using data on exports from UN and the spliced GDP,161.7137,.1190735
AFG,1980,18.43408,Derived using data on exports from UN and the spliced GDP,160.7062,.1147067
AFG,1981,19.63417,Derived using data on exports from UN and the spliced GDP,172.1301,.1140659
AFG,1982,20.17579,Derived using data on exports from UN and the spliced GDP,174.0062,.1159487
AFG,1983,19.7652,Derived using data on exports from UN and the spliced GDP,172.0103,.1149071
AFG,1984,19.54984,Derived using data on exports from UN and the spliced GDP,170.0372,.1149739
AFG,1985,19.37647,Derived using data on exports from UN and the spliced GDP,168.0868,.1152766
AFG,1986,19.33124,Derived using data on exports from UN and the spliced GDP,168.021,.1150525
AFG,1987,16.81698,Derived using data on exports from UN and the spliced GDP,146.1064,.115101
AFG,1988,15.52277,Derived using data on exports from UN and the spliced GDP,134.8125,.1151434
AFG,1989,19.46484,Derived using data on exports from UN and the spliced GDP,169.114,.115099
AFG,1990,21.09489,Derived using data on exports from UN and the spliced GDP,183.2515,.1151144
AFG,1991,23.37185,Derived using data on exports from UN and the spliced GDP,169.0077,.1382886
AFG,1992,28.38733,Derived using data on exports from UN and the spliced GDP,175.8134,.1614628
AFG,1993,24.89232,Derived using data on exports from UN and the spliced GDP,134.8176,.184637
AFG,1994,186.8049,Derived using data on exports from UN and the spliced GDP,898.9163,.2078112
AFG,1995,622.9484,Derived using data on exports from UN and the spliced GDP,2696.917,.2309854
AFG,1996,1985.233,Derived using data on exports from UN and the spliced GDP,7810.969,.2541596
AFG,1997,2509.583,Derived using data on exports from UN and the spliced GDP,9048.963,.2773338
AFG,1998,2625.248,Derived using data on exports from UN and the spliced GDP,8736.033,.300508
AFG,1999,41044.45,Derived using data on exports from UN and the spliced GDP,126804.8,.3236822
AFG,2000,58015.47,Derived using data on exports from UN and the spliced GDP,167260.8,.3468564
AFG,2001,58011.23,Derived using data on exports from UN and the spliced GDP,171975,.3373236
AFG,2002,60068,Derived using data on exports from UN and the spliced GDP,202531,.2965867
AFG,2003,99150.34,Derived using data on exports from UN and the spliced GDP,238878.5,.4150659
AFG,2004,86424.22,Derived using data on exports from UN and the spliced GDP,263344.1,.3281798
AFG,2005,92952.73,Derived using data on exports from UN and the spliced GDP,320476.5,.2900454
AFG,2006,105289.2,Derived using data on exports from UN and the spliced GDP,364100.1,.2891766
AFG,2007,106013.9,Derived using data on exports from UN and the spliced GDP,499587,.2122031
AFG,2008,107381.1,Derived using data on exports from UN and the spliced GDP,517377.4,.2075489
AFG,2009,121124,Derived using data on exports from UN and the spliced GDP,600457.8,.2017193
AFG,2010,108849,Derived using data on exports from UN and the spliced GDP,703502.6,.1547244
AFG,2011,94212.88,Derived using data on exports from UN and the spliced GDP,837851.3,.1124458
AFG,2012,127482.3,Derived using data on exports from UN and the spliced GDP,1007959,.1264756
AFG,2013,167793.2,Derived using data on exports from UN and the spliced GDP,1102256,.152227
AFG,2014,177081.1,Derived using data on exports from UN and the spliced GDP,1116353,.1586247
AFG,2015,199978.9,Derived using data on exports from UN and the spliced GDP,1143357,.1749051
AFG,2016,225620.6,Derived using data on exports from UN and the spliced GDP,1236815,.1824206
AFG,2017,284222.2,Derived using data on exports from UN and the spliced GDP,1294845,.2195029
AFG,2018,212223.8,Derived using data on exports from UN and the spliced GDP,1359225,.1561359
AFG,2019,184730.9,Derived using data on exports from UN and the spliced GDP,1505967,.1226659
AFG,2020,159956,Derived using data on exports from UN and the spliced GDP,1534966,.1042082
AFG,2021,179445.5,Derived using data on exports from UN and the spliced GDP,1251172,.1434219
AFG,2022,235896.8,Derived using data on exports from UN and the spliced GDP,1283441,.1838002
AFG,2023,227685,Derived using data on exports from UN and the spliced GDP,1357275,.1677516
AGO,1969,.0000301,Derived using data on exports from Mitchell and the spliced GDP,.0001016,.2961516
AGO,1970,.000039,Derived using data on exports from UN and the spliced GDP,.000109,.3577982
AGO,1971,.00004,Derived using data on exports from UN and the spliced GDP,.000113,.3539823
AGO,1972,.000039,Derived using data on exports from UN and the spliced GDP,.000111,.3513513
AGO,1973,.000044,Derived using data on exports from UN and the spliced GDP,.000123,.3577236
AGO,1974,.000051,Derived using data on exports from UN and the spliced GDP,.000143,.3566433
AGO,1975,.000037,Derived using data on exports from UN and the spliced GDP,.000106,.3490566
AGO,1976,.000042,Derived using data on exports from UN and the spliced GDP,.000117,.3589743
AGO,1977,.000046,Derived using data on exports from UN and the spliced GDP,.00013,.3538462
AGO,1978,.000051,Derived using data on exports from UN and the spliced GDP,.000145,.3517241
AGO,1979,.000057,Derived using data on exports from UN and the spliced GDP,.000161,.3540373
AGO,1980,.000072,Derived using data on exports from UN and the spliced GDP,.000214,.3364486
AGO,1981,.000078,Derived using data on exports from UN and the spliced GDP,.0002,.39
AGO,1982,.000068,Derived using data on exports from UN and the spliced GDP,.0002,.34
AGO,1983,.000071,Derived using data on exports from UN and the spliced GDP,.000209,.3397129
AGO,1984,.00008,Derived using data on exports from UN and the spliced GDP,.000221,.361991
AGO,1985,.00009,Derived using data on exports from UN and the spliced GDP,.000273,.3296703
AGO,1986,.000059,Derived using data on exports from UN and the spliced GDP,.000256,.2304688
AGO,1987,.000097,Derived using data on exports from UN and the spliced GDP,.000295,.3288136
AGO,1988,.000104,Derived using data on exports from UN and the spliced GDP,.000318,.327044
AGO,1989,.000125,Derived using data on exports from UN and the spliced GDP,.00037,.3378378
AGO,1990,.000159,Derived using data on exports from UN and the spliced GDP,.000409,.3887531
AGO,1991,.000223,Derived using data on exports from UN and the spliced GDP,.000892,.25
AGO,1992,.003235,Derived using data on exports from UN and the spliced GDP,.004673,.6922747
AGO,1993,.019312,Derived using data on exports from UN and the spliced GDP,.035827,.5390348
AGO,1994,.704149,Derived using data on exports from UN and the spliced GDP,.824921,.8535957
AGO,1995,13.91447,Derived using data on exports from UN and the spliced GDP,18.26765,.7617
AGO,1996,924.1094,Derived using data on exports from UN and the spliced GDP,1117.154,.8272
AGO,1997,1604.038,Derived using data on exports from UN and the spliced GDP,2342.345,.6848
AGO,1998,1902.183,Derived using data on exports from UN and the spliced GDP,3385.27,.5619
AGO,1999,19779.76,Derived using data on exports from UN and the spliced GDP,22959.67,.8615
AGO,2000,82709.21,Derived using data on exports from UN and the spliced GDP,122568.5,.6748
AGO,2001,198698.3,Derived using data on exports from UN and the spliced GDP,263560.6,.7539
AGO,2002,379835,Derived using data on exports from UN and the spliced GDP,665385,.57085
AGO,2003,721898,Derived using data on exports from UN and the spliced GDP,1328940,.5432134
AGO,2004,1148680,Derived using data on exports from UN and the spliced GDP,1967570,.5838064
AGO,2005,2111490,Derived using data on exports from UN and the spliced GDP,3222350,.655264
AGO,2006,2671846,Derived using data on exports from UN and the spliced GDP,4209762,.6346787
AGO,2007,3399591,Derived using data on exports from UN and the spliced GDP,5006335,.6790578
AGO,2008,4814772,Derived using data on exports from UN and the spliced GDP,6643353,.7247503
AGO,2009,3277095,Derived using data on exports from UN and the spliced GDP,5577341,.5875731
AGO,2010,4739836,Derived using data on exports from UN and the spliced GDP,7701652,.6154311
AGO,2011,6370916,Derived using data on exports from UN and the spliced GDP,1.05e+07,.6066995
AGO,2012,6838653,Derived using data on exports from UN and the spliced GDP,1.22e+07,.5594013
AGO,2013,6696080,Derived using data on exports from UN and the spliced GDP,1.32e+07,.5074708
AGO,2014,6402054,Derived using data on exports from UN and the spliced GDP,1.43e+07,.4469503
AGO,2015,4150853,Derived using data on exports from UN and the spliced GDP,1.40e+07,.297546
AGO,2016,4654480,Derived using data on exports from UN and the spliced GDP,1.65e+07,.2812448
AGO,2017,5876897,Derived using data on exports from UN and the spliced GDP,2.03e+07,.290041
AGO,2018,1.05e+07,Derived using data on exports from UN and the spliced GDP,2.56e+07,.4083629
AGO,2019,1.24e+07,Derived using data on exports from UN and the spliced GDP,3.03e+07,.4079076
AGO,2020,1.21e+07,Derived using data on exports from UN and the spliced GDP,3.17e+07,.3819239
AGO,2021,2.10e+07,Derived using data on exports from UN and the spliced GDP,4.41e+07,.4757867
AGO,2022,2.29e+07,Derived using data on exports from UN and the spliced GDP,5.22e+07,.4384485
AGO,2023,2.50e+07,Derived using data on exports from UN and the spliced GDP,6.20e+07,.4032951
AGO,2024,3.17e+07,Derived using data on exports from WDI and the spliced GDP,8.07e+07,.3927808
AGO,2025,3.35e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,9.94e+07,.3370229
AGO,2026,3.55e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.18e+08,.3009609
AGO,2027,3.66e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.36e+08,.2690074
AGO,2028,3.76e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.56e+08,.2410745
AGO,2029,3.87e+07,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1.79e+08,.2163744
AIA,1970,3.545882,Derived using data on exports from UN and the spliced GDP,7.817934,.4535574
AIA,1971,4.090172,Derived using data on exports from UN and the spliced GDP,9.016203,.4536468
AIA,1972,4.72397,Derived using data on exports from UN and the spliced GDP,10.4103,.4537786
AIA,1973,5.45659,Derived using data on exports from UN and the spliced GDP,12.00808,.4544098
AIA,1974,6.2775,Derived using data on exports from UN and the spliced GDP,13.85868,.4529652
AIA,1975,7.245311,Derived using data on exports from UN and the spliced GDP,15.99454,.4529866
AIA,1976,8.380981,Derived using data on exports from UN and the spliced GDP,18.45649,.4540941
AIA,1977,9.680211,Derived using data on exports from UN and the spliced GDP,21.30153,.4544374
AIA,1978,11.24636,Derived using data on exports from UN and the spliced GDP,24.57865,.457566
AIA,1979,12.64181,Derived using data on exports from UN and the spliced GDP,28.36128,.4457417
AIA,1980,14.83014,Derived using data on exports from UN and the spliced GDP,32.73083,.4530939
AIA,1981,17.35975,Derived using data on exports from UN and the spliced GDP,37.76886,.4596315
AIA,1982,19.88131,Derived using data on exports from UN and the spliced GDP,43.58466,.4561537
AIA,1983,23.80182,Derived using data on exports from UN and the spliced GDP,50.29872,.4732093
AIA,1984,22.57482,Derived using data on exports from UN and the spliced GDP,58.39017,.3866202
AIA,1985,35.87766,Derived using data on exports from UN and the spliced GDP,73.24142,.4898548
AIA,1986,46.60995,Derived using data on exports from UN and the spliced GDP,94.67424,.4923193
AIA,1987,51.81107,Derived using data on exports from UN and the spliced GDP,118.0839,.4387649
AIA,1988,82.54763,Derived using data on exports from UN and the spliced GDP,147.8058,.558487
AIA,1989,112.9141,Derived using data on exports from UN and the spliced GDP,183.9399,.6138641
AIA,1990,111.1937,Derived using data on exports from UN and the spliced GDP,204.1248,.5447342
AIA,1991,117.105,Derived using data on exports from UN and the spliced GDP,209.8442,.5580568
AIA,1992,123.2363,Derived using data on exports from UN and the spliced GDP,228.0161,.540472
AIA,1993,147.2715,Derived using data on exports from UN and the spliced GDP,248.6729,.5922295
AIA,1994,170.4164,Derived using data on exports from UN and the spliced GDP,277.4786,.6141605
AIA,1995,153.3528,Derived using data on exports from UN and the spliced GDP,280.0885,.5475154
AIA,1996,167.8372,Derived using data on exports from UN and the spliced GDP,296.4945,.566072
AIA,1997,196.8329,Derived using data on exports from UN and the spliced GDP,332.8604,.5913377
AIA,1998,240.1486,Derived using data on exports from UN and the spliced GDP,377.1109,.6368116
AIA,1999,197.424,Derived using data on exports from UN and the spliced GDP,401.6698,.4915083
AIA,2000,189.612,Derived using data on exports from UN and the spliced GDP,410.693,.4616879
AIA,2001,201.0093,Derived using data on exports from UN and the spliced GDP,420.9641,.4774975
AIA,2002,187.682,Derived using data on exports from UN and the spliced GDP,423.1012,.4435866
AIA,2003,207.6353,Derived using data on exports from UN and the spliced GDP,460.5411,.4508507
AIA,2004,227.082,Derived using data on exports from UN and the spliced GDP,544.1625,.4173055
AIA,2005,306.4039,Derived using data on exports from UN and the spliced GDP,617.7886,.4959689
AIA,2006,366.7693,Derived using data on exports from UN and the spliced GDP,765.0447,.4794089
AIA,2007,386.7,Derived using data on exports from UN and the spliced GDP,957.2799,.403957
AIA,2008,368.0218,Derived using data on exports from UN and the spliced GDP,960.6457,.3830984
AIA,2009,364.1368,Derived using data on exports from UN and the spliced GDP,765.4584,.4757108
AIA,2010,343.4087,Derived using data on exports from UN and the spliced GDP,720.9688,.4763156
AIA,2011,372.9895,Derived using data on exports from UN and the spliced GDP,790.2328,.4719995
AIA,2012,378.1176,Derived using data on exports from UN and the spliced GDP,773.9076,.4885824
AIA,2013,403.8238,Derived using data on exports from UN and the spliced GDP,773.5588,.5220338
AIA,2014,527.3538,Derived using data on exports from UN and the spliced GDP,853.6184,.6177863
AIA,2015,560.5917,Derived using data on exports from UN and the spliced GDP,891.9136,.6285269
AIA,2016,559.0251,Derived using data on exports from UN and the spliced GDP,859.8061,.6501758
AIA,2017,759.3896,Derived using data on exports from UN and the spliced GDP,752.9909,1.008498
AIA,2018,590.4429,Derived using data on exports from UN and the spliced GDP,860.5408,.68613
AIA,2019,729.4579,Derived using data on exports from UN and the spliced GDP,1025.034,.7116429
AIA,2020,520.1078,Derived using data on exports from UN and the spliced GDP,705.7144,.7369947
AIA,2021,625.2477,Derived using data on exports from UN and the spliced GDP,824.1168,.7586882
AIA,2022,819.5855,Derived using data on exports from UN and the spliced GDP,1050.224,.7803908
AIA,2023,824.7677,Derived using data on exports from UN and the spliced GDP,1122.485,.7347693
ALB,1950,427.7573,Derived using data on exports from Mitchell and the spliced GDP,8072.368,.0529903
ALB,1951,712.9289,Derived using data on exports from Mitchell and the spliced GDP,8290.321,.0859953
ALB,1952,998.1005,Derived using data on exports from Mitchell and the spliced GDP,8514.16,.1172283
ALB,1953,712.9289,Derived using data on exports from Mitchell and the spliced GDP,8744.042,.0815331
ALB,1954,712.9289,Derived using data on exports from Mitchell and the spliced GDP,8980.131,.0793896
ALB,1955,855.5146,Derived using data on exports from Mitchell and the spliced GDP,9222.594,.0927629
ALB,1956,1283.272,Derived using data on exports from Mitchell and the spliced GDP,9471.604,.1354862
ALB,1957,2138.787,Derived using data on exports from Mitchell and the spliced GDP,9727.336,.2198738
ALB,1958,2138.787,Derived using data on exports from Mitchell and the spliced GDP,9989.974,.2140933
ALB,1959,2423.958,Derived using data on exports from Mitchell and the spliced GDP,10259.7,.2362601
ALB,1960,3422.059,Derived using data on exports from Mitchell and the spliced GDP,10536.71,.3247747
ALB,1961,3422.059,Derived using data on exports from Mitchell and the spliced GDP,10821.2,.3162364
ALB,1962,2851.716,Derived using data on exports from Mitchell and the spliced GDP,11113.38,.2566021
ALB,1963,3422.059,Derived using data on exports from Mitchell and the spliced GDP,11413.44,.2998272
ALB,1964,4277.573,Derived using data on exports from Mitchell and the spliced GDP,11721.6,.3649309
ALB,1965,,Derived using data on exports from UN and the spliced GDP,12038.08,
ALB,1966,,Derived using data on exports from UN and the spliced GDP,12363.11,
ALB,1967,,Derived using data on exports from UN and the spliced GDP,12696.91,
ALB,1968,,Derived using data on exports from UN and the spliced GDP,13039.73,
ALB,1969,,Derived using data on exports from UN and the spliced GDP,13391.8,
ALB,1970,3035.989,Derived using data on exports from UN and the spliced GDP,13753.38,.2207449
ALB,1971,3123.372,Derived using data on exports from UN and the spliced GDP,14148.01,.220764
ALB,1972,3214.979,Derived using data on exports from UN and the spliced GDP,14554.39,.2208941
ALB,1973,3302.775,Derived using data on exports from UN and the spliced GDP,14973.36,.2205767
ALB,1974,3400.904,Derived using data on exports from UN and the spliced GDP,15401.17,.2208211
ALB,1975,3506.23,Derived using data on exports from UN and the spliced GDP,15844.9,.2212845
ALB,1976,3580.769,Derived using data on exports from UN and the spliced GDP,16304.05,.2196245
ALB,1977,3713.105,Derived using data on exports from UN and the spliced GDP,16759.35,.2215542
ALB,1978,3842.091,Derived using data on exports from UN and the spliced GDP,17254.28,.2226747
ALB,1979,3812.711,Derived using data on exports from UN and the spliced GDP,17762.9,.2146447
ALB,1980,4138.353,Derived using data on exports from UN and the spliced GDP,18203.09,.2273435
ALB,1981,4256.013,Derived using data on exports from UN and the spliced GDP,18828.92,.2260359
ALB,1982,3693.122,Derived using data on exports from UN and the spliced GDP,19380.92,.1905545
ALB,1983,3506.468,Derived using data on exports from UN and the spliced GDP,19593.05,.1789649
ALB,1984,3312.331,Derived using data on exports from UN and the spliced GDP,19341.07,.1712589
ALB,1985,3154.399,Derived using data on exports from UN and the spliced GDP,19754.78,.1596777
ALB,1986,3016.983,Derived using data on exports from UN and the spliced GDP,20372.41,.1480916
ALB,1987,3074.468,Derived using data on exports from UN and the spliced GDP,20211.85,.1521121
ALB,1988,3210.29,Derived using data on exports from UN and the spliced GDP,19924.71,.161121
ALB,1989,3861.523,Derived using data on exports from UN and the spliced GDP,21885.43,.1764427
ALB,1990,2881.438,Derived using data on exports from UN and the spliced GDP,19703.21,.1462421
ALB,1991,1365.94,Derived using data on exports from UN and the spliced GDP,19223.9,.0710543
ALB,1992,6714.106,Derived using data on exports from UN and the spliced GDP,59411.99,.1130093
ALB,1993,22278.9,Derived using data on exports from UN and the spliced GDP,146879.3,.1516816
ALB,1994,24125.38,Derived using data on exports from UN and the spliced GDP,216090.8,.1116447
ALB,1995,33041.5,Derived using data on exports from EUS and the spliced GDP,269295.2,.1226962
ALB,1996,38853.6,Derived using data on exports from EUS and the spliced GDP,338000.3,.1149514
ALB,1997,33785.5,Derived using data on exports from EUS and the spliced GDP,336480.8,.1004084
ALB,1998,44131.2,Derived using data on exports from EUS and the spliced GDP,393070,.1122731
ALB,1999,74709.1,Derived using data on exports from EUS and the spliced GDP,453512.3,.1647345
ALB,2000,100817.6,Derived using data on exports from EUS and the spliced GDP,516206.8,.1953047
ALB,2001,120202.9,Derived using data on exports from EUS and the spliced GDP,583125.1,.2061357
ALB,2002,127871.7,Derived using data on exports from EUS and the spliced GDP,633932.6,.2017118
ALB,2003,141290.7,Derived using data on exports from EUS and the spliced GDP,700711.6,.2016389
ALB,2004,163889.2,Derived using data on exports from EUS and the spliced GDP,760444.8,.2155176
ALB,2005,185062,Derived using data on exports from EUS and the spliced GDP,824594.6,.2244278
ALB,2006,220013.1,Derived using data on exports from EUS and the spliced GDP,897697.7,.245086
ALB,2007,272741.1,Derived using data on exports from EUS and the spliced GDP,1005281,.2713082
ALB,2008,273437.2,Derived using data on exports from EUS and the spliced GDP,1112317,.2458266
ALB,2009,288738,Derived using data on exports from EUS and the spliced GDP,1171607,.2464462
ALB,2010,346845.7,Derived using data on exports from EUS and the spliced GDP,1256235,.2760993
ALB,2011,380322.5,Derived using data on exports from EUS and the spliced GDP,1308998,.2905448
ALB,2012,385682,Derived using data on exports from EUS and the spliced GDP,1324877,.2911077
ALB,2013,390385.6,Derived using data on exports from EUS and the spliced GDP,1352247,.2886941
ALB,2014,393657.4,Derived using data on exports from EUS and the spliced GDP,1402496,.2806834
ALB,2015,391098.1,Derived using data on exports from EUS and the spliced GDP,1444802,.2706932
ALB,2016,426693.5,Derived using data on exports from EUS and the spliced GDP,1488303,.286698
ALB,2017,489535.7,Derived using data on exports from EUS and the spliced GDP,1579056,.310018
ALB,2018,516747.5,Derived using data on exports from EUS and the spliced GDP,1660820,.3111399
ALB,2019,529638.5,Derived using data on exports from EUS and the spliced GDP,1712037,.3093616
ALB,2020,373271.5,Derived using data on exports from EUS and the spliced GDP,1655985,.2254076
ALB,2021,581151.9,Derived using data on exports from EUS and the spliced GDP,1866672,.3113305
ALB,2022,799640.9,Derived using data on exports from EUS and the spliced GDP,2149742,.3719707
ALB,2023,908326.5,Derived using data on exports from EUS and the spliced GDP,2364276,.384188
ALB,2024,913587.6,Derived using data on exports from EUS and the spliced GDP,2517820,.3628487
ALB,2025,976497.3,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2668823,.3658906
ALB,2026,1024961,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2831995,.3619218
ALB,2027,1071043,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3015590,.3551687
ALB,2028,1121596,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3212191,.3491686
ALB,2029,1171956,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3422070,.34247
AND,1970,5.085829,Derived using data on exports from UN and the spliced GDP,41.85073,.1215231
AND,1971,6.157604,Derived using data on exports from UN and the spliced GDP,47.23285,.130367
AND,1972,7.407523,Derived using data on exports from UN and the spliced GDP,55.43335,.1336294
AND,1973,8.918817,Derived using data on exports from UN and the spliced GDP,66.83099,.1334533
AND,1974,10.80976,Derived using data on exports from UN and the spliced GDP,81.8411,.1320823
AND,1975,11.91366,Derived using data on exports from UN and the spliced GDP,96.09371,.1239796
AND,1976,14.55805,Derived using data on exports from UN and the spliced GDP,115.6377,.1258936
AND,1977,19.47888,Derived using data on exports from UN and the spliced GDP,146.7274,.1327556
AND,1978,24.97064,Derived using data on exports from UN and the spliced GDP,179.5883,.1390438
AND,1979,28.84159,Derived using data on exports from UN and the spliced GDP,210.0827,.1372868
AND,1980,34.84588,Derived using data on exports from UN and the spliced GDP,243.3988,.1431637
AND,1981,44.54958,Derived using data on exports from UN and the spliced GDP,273.0992,.163126
AND,1982,53.41356,Derived using data on exports from UN and the spliced GDP,314.0588,.170075
AND,1983,68.33586,Derived using data on exports from UN and the spliced GDP,357.6022,.1910946
AND,1984,86.11815,Derived using data on exports from UN and the spliced GDP,403.5302,.2134119
AND,1985,93.72255,Derived using data on exports from UN and the spliced GDP,448.3885,.2090209
AND,1986,93.58177,Derived using data on exports from UN and the spliced GDP,513.3423,.182299
AND,1987,101.9271,Derived using data on exports from UN and the spliced GDP,574.0248,.1775657
