ISO3,year,cgovdef_GDP,source,nGDP,cgovdef
GBR,1988,.7522274,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,555683,4180
GBR,1989,1.004342,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,614631,6173
GBR,1990,-.8346788,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,670797,-5599
GBR,1991,-2.143128,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,705884,-15128
GBR,1992,-5.612732,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,730874,-41022
GBR,1993,-6.881815,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,769855,-52980
GBR,1994,-5.700091,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,810794,-46216
GBR,1995,-7.030974,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,851845,-59893
GBR,1996,-5.880375,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,909993,-53511
GBR,1997,-3.850305,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,953405,-36709
GBR,1998,-2.196292,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,998501,-21930
GBR,1999,-1.39775,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1043248,-14582
GBR,2000,-1.295841,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1100752,-14264
GBR,2001,-1.959804,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1146135,-22462
GBR,2002,-4.470728,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1191439,-53266
GBR,2003,-5.907891,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1258334,-74341
GBR,2004,-5.617566,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1322637,-74300
GBR,2005,-5.45709,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1398749,-76331
GBR,2006,-5.340079,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1472038,-78608
GBR,2007,-5.233851,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1544637,-80844
GBR,2008,-7.684676,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1593600,-122463
GBR,2009,-12.55118,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1548802,-194393
GBR,2010,-6.625271,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1608553,-106571
GBR,2011,-9.627749,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1662590,-160070
GBR,2012,-9.904914,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1713715,-169742
GBR,2013,-6.601301,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1781361,-117593
GBR,2014,-6.888056,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1862514,-128291
GBR,2015,-5.61945,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1916451,-107694
GBR,2016,-3.808962,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1991645,-75861
GBR,2017,-3.443151,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2082482,-71703
GBR,2018,-3.886533,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2152304,-83650
GBR,2019,-3.571568,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2233921,-79786
GBR,2020,-14.95841,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2103486,-314648
GBR,2021,-9.32362,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2285400,-213082
GBR,2022,-5.722625,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2526428,-144578
GBR,2023,-7.059484,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2720029,-192020
GEO,1995,-4.299139,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3885.482,-167.0423
GEO,1996,-5.579583,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4069.557,-227.0643
GEO,1997,-5.883483,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4791.688,-281.9182
GEO,1998,-2.678623,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5283.14,-141.5154
GEO,1999,-3.085265,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5963.35,-183.9852
GEO,2000,-.5794675,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6357.165,-36.8377
GEO,2001,-.5167534,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,7020.901,-36.28075
GEO,2002,-.8313982,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,7843.578,-65.21136
GEO,2003,-.883639,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,9009.24,-79.60916
GEO,2004,.3950417,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,10334.95,40.82734
GEO,2005,1.483168,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,12224.98,181.317
GEO,2006,1.513014,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,14506.69,219.4883
GEO,2007,.7418092,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,17877.09,132.6139
GEO,2008,-1.84442,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,20066.33,-370.1074
GEO,2009,-7.544792,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,18920.83,-1427.538
GEO,2010,-4.147431,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,22148.65,-918.6
GEO,2011,-1.126081,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,26099.38,-293.9
GEO,2012,-.4337406,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,27896.86,-121
GEO,2013,-.8531894,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,29137.73,-248.6
GEO,2014,-2.213578,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,31722.4,-702.2
GEO,2015,-1.130017,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,34548.16,-390.4
GEO,2016,-1.493709,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,36553.3,-546
GEO,2017,-.5556393,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,41339.77,-229.7
GEO,2018,-1.781182,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,45374.36,-808.2
GEO,2019,-1.942836,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,49726.29,-966.1
GEO,2020,-8.273591,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,49788.54,-4119.3
GEO,2021,-5.893044,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,60724.14,-3578.5
GEO,2022,-2.520174,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,72860.06,-1836.2
GEO,2023,-2.032498,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,80246.08,-1631
GHA,1950,1.781905,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.1424629,.0025386
GHA,1951,6.783863,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.1695089,.0114993
GHA,1952,1.966427,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.1748552,.0034384
GHA,1953,.0178967,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.1720248,.0000308
GHA,1954,13.96783,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.1987562,.0277619
GHA,1955,.0208817,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2050785,.0000428
GHA,1956,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2116019,
GHA,1957,-2.120844,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2209794,-.0046866
GHA,1958,2.377171,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2361819,.0056144
GHA,1959,1.494322,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2683037,.0040093
GHA,1960,-1.636534,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2901565,-.0047485
GHA,1961,-6.415537,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.3101882,-.0199002
GHA,1962,-12.72941,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.332041,-.0422669
GHA,1963,-10.87601,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2233017,-.0242863
GHA,1964,-8.119434,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.2587783,-.0210113
GHA,1965,-5.934515,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.3315591,-.0196764
GHA,1966,-2.766799,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.375961,-.0104021
GHA,1967,-4.454786,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.3338377,-.0148718
GHA,1968,-6,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.3833352,-.0230001
GHA,1969,-3.151575,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.4355609,-.013727
GHA,1970,-1.372288,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.479097,-.0065746
GHA,1971,-2.918833,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.530409,-.0154818
GHA,1972,-4.404973,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.597206,-.0263068
GHA,1973,-4.483152,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.742679,-.0332954
GHA,1974,-3.755365,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.988506,-.037122
GHA,1975,-6.360023,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.120637,-.0712728
GHA,1976,-9.393197,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.384346,-.1300343
GHA,1977,-8.922332,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.367995,-.2112804
GHA,1978,-8.44849,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4.451598,-.3760928
GHA,1979,-6.009496,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.986402,-.3597526
GHA,1980,-11.63336,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,9.090139,-1.057489
GHA,1981,-8.394996,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,15.40554,-1.293295
GHA,1982,-4.353886,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,18.33805,-.7984179
GHA,1983,-2.545939,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,39.03846,-.9938954
GHA,1984,-2.216928,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,57.39166,-1.272332
GHA,1985,-2.858009,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,72.76778,-2.07971
GHA,1986,-3.147063,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,108.4788,-3.413897
GHA,1987,-2.294188,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,158.2425,-3.630381
GHA,1988,-2.647022,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,222.9819,-5.902381
GHA,1989,-1.99692,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,300.6183,-6.003106
GHA,1990,-4.624843,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,430.9668,-19.93154
GHA,1991,-3.574368,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,546.1699,-19.52212
GHA,1992,-11.0492,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,638.2305,-70.51937
GHA,1993,-12.70571,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,821.4396,-104.3698
GHA,1994,-12.14454,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1104.134,-134.092
GHA,1995,-9.929593,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1644.491,-163.2912
GHA,1996,-13.35972,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2405.29,-321.3401
GHA,1997,-14.57701,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2993.751,-436.3995
GHA,1998,-12.45234,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3668.849,-456.8578
GHA,1999,-14.29027,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4365.457,-623.8358
GHA,2000,-7.881411,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5759.68,-453.944
GHA,2001,-7.666526,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,8075.686,-619.1245
GHA,2002,-6.778216,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,10364.77,-702.5467
GHA,2003,-1.172554,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,14033.59,-164.5515
GHA,2004,-.3252876,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,16946.09,-55.12354
GHA,2005,-1.155337,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,20631.29,-238.3609
GHA,2006,-3.993448,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,24759.02,-988.7385
GHA,2007,-4.115404,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,30648.34,-1261.303
GHA,2008,-8.33372,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,39945.93,-3328.982
GHA,2009,-4.024992,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,48442.44,-1949.804
GHA,2010,-5.235429,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,60943.66,-3190.662
GHA,2011,-.8721791,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,79175.49,-690.5521
GHA,2012,-5.677868,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,99690.76,-5660.31
GHA,2013,-8.554741,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,124477.6,-10648.73
GHA,2014,-6.367152,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,158684,-10103.65
GHA,2015,-5.77571,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,183525.6,-10599.91
GHA,2016,-8.947052,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,219594.6,-19647.24
GHA,2017,-4.748137,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,262798,-12478.01
GHA,2018,-3.961855,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,308587.4,-12225.78
GHA,2019,-3.449083,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,356544.3,-12297.51
GIN,1980,-.4724556,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,185712.4,-877.4086
GIN,1981,2.35002,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,202983.7,4770.159
GIN,1982,-.3130687,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,267937.8,-838.8295
GIN,1983,-1.607134,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,350999.5,-5641.03
GIN,1984,-.4340492,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,445769,-1934.857
GIN,1985,-3.023898,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,556988.2,-16842.75
GIN,1986,-5.98651,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,974420.3,-58333.77
GIN,1987,-3.99002,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1280968,-51110.87
GIN,1988,-6.78272,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1656646,-112365.7
GIN,1989,-2.581515,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2107460,-54404.4
GIN,1990,-5.472272,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2578486,-141101.8
GIN,1991,-4.51938,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3110758,-140587
GIN,1992,-3.143302,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4010089,-126049.2
GIN,1993,-3.67998,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4225775,-155507.6
GIN,1994,-3.624596,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4525557,-164033.2
GIN,1995,-2.708045,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5214978,-141223.9
GIN,1996,-3.045012,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5526408,-168279.8
GIN,1997,-2.95979,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5886898,-174239.8
GIN,1998,-3.051091,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6068046,-185141.6
GIN,1999,-1.722513,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6592122,-113550.1
GIN,2000,-3.436403,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,7458153,-256292.2
GIN,2001,-3.024708,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,7948832,-240428.9
GIN,2002,-4.812403,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,8060552,-387906.3
GIN,2003,-4.966269,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,9459699,-469794.2
GIN,2004,-5.354403,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.13e+07,-604122.4
GIN,2005,-.8731025,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.48e+07,-129283.4
GIN,2006,-.3439201,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2.17e+07,-74726.35
GIN,2007,.4914325,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2.64e+07,129590.4
GIN,2008,.6145062,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3.20e+07,196930.8
GIN,2009,-7.075979,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3.22e+07,-2281891
GIN,2010,-13.93451,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3.92e+07,-5468383
GIN,2011,-1.192007,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4.52e+07,-538497.1
GIN,2012,-3.869856,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5.34e+07,-2064881
GIN,2013,-6.942681,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5.79e+07,-4017357
GIN,2014,-5.454539,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,6.16e+07,-3358538
GIN,2015,-9.25373,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,6.58e+07,-6091652
GIN,2016,.3455073,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,7.71e+07,266344.3
GIN,2017,-.3781605,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,9.38e+07,-354842.7
GIN,2018,-1.621832,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.07e+08,-1732851
GIN,2019,-1.844297,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.23e+08,-2276932
GMB,1980,-23.00884,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1441.458,-331.6627
GMB,1981,-11.37992,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1765.698,-200.9351
GMB,1982,-7.036398,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2039.032,-143.4744
GMB,1983,-9.339716,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2323.238,-216.9838
GMB,1984,-9.274846,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3088.899,-286.4907
GMB,1985,-10.42972,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4234.385,-441.6346
GMB,1986,-1.492812,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5116.142,-76.3744
GMB,1987,-4.192463,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5845.191,-245.0575
GMB,1988,2.045307,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,6952.12,142.1922
GMB,1989,-2.253257,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,8169.822,-184.0871
GMB,1990,.9222,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,9266.063,85.45164
GMB,1991,.883441,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,10019.07,88.51255
GMB,1992,1.605666,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,10559.56,169.5512
GMB,1993,.9459709,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,11436.98,108.1905
GMB,1994,-2.497285,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,11887.32,-296.8604
GMB,1995,-10.46179,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,12467.43,-1304.317
GMB,1996,-9.998629,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,13811.19,-1380.93
GMB,1997,-6.48535,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,13623.14,-883.5083
GMB,1998,-2.422784,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,14863.01,-360.0987
GMB,1999,-3.301634,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,15429.09,-509.4121
GMB,2000,-.7059916,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,16638.56,-117.4669
GMB,2001,-13.90787,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,17921.39,-2492.484
GMB,2002,-3.114925,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,19140.75,-596.22
GMB,2003,-3.264094,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,23093.31,-753.7872
GMB,2004,-3.943391,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,28885.96,-1139.086
GMB,2005,-7.244568,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,29367,-2127.513
GMB,2006,-5.552316,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,29584.43,-1642.621
GMB,2007,.0580533,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,31830.61,18.4787
GMB,2008,-1.659566,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,34659.28,-575.1934
GMB,2009,-3.227819,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,38638.12,-1247.168
GMB,2010,-4.744243,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,43230.71,-2050.97
GMB,2011,-4.698502,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,41531.71,-1951.368
GMB,2012,-4.40381,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,45389.3,-1998.858
GMB,2013,-8.461757,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,49463.6,-4185.49
GMB,2014,-5.875979,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,51309.1,-3014.912
GMB,2015,-7.849072,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,58581.1,-4598.073
GMB,2016,-9.520203,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,64389.9,-6130.049
GMB,2017,-2.475203,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,70142.2,-1736.162
GMB,2018,-3.602219,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,80301.8,-2892.646
GMB,2019,-3.016747,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,90793.8,-2739.019
GNB,1980,11.47944,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,243.918,28.00041
GNB,1981,-13.5069,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,293.4691,-39.63858
GNB,1982,-3.479742,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,356.3806,-12.40113
GNB,1983,-3.968051,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,424.5089,-16.84473
GNB,1984,-8.624645,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,738.3148,-63.67703
GNB,1985,-5.059303,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1017.592,-51.48307
GNB,1986,2.721258,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2149.203,58.48537
GNB,1987,-3.801649,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4296.195,-163.3263
GNB,1988,-13.20114,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,8068.421,-1065.124
GNB,1989,-12.03593,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,17057.27,-2053.001
GNB,1990,-9.673374,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,23571.62,-2280.171
GNB,1991,-13.53409,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,41593.77,-5629.338
GNB,1992,-16.78877,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,69376.73,-11647.5
GNB,1993,-13.14297,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,105583.8,-13876.85
GNB,1994,-9.762857,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,115801.4,-11305.53
GNB,1995,-5.818349,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,222374.9,-12938.55
GNB,1996,-13.91977,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,217407,-30262.55
GNB,1997,-11.82938,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,240723,-28476.04
GNB,1998,-6.825743,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,221641.3,-15128.66
GNB,1999,-5.438591,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,249890,-13590.5
GNB,2000,-13.56408,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,258220,-35025.16
GNB,2001,-11.61482,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,278627,-32362.04
GNB,2002,-7.62793,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,284549.7,-21705.25
GNB,2003,-11.58734,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,276878,-32082.8
GNB,2004,-16.57981,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,280577,-46519.12
GNB,2005,-11.59102,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,309516,-35876.07
GNB,2006,-8.201912,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,309467,-25382.21
GNB,2007,-9.875447,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,333565,-32941.04
GNB,2008,-10.8734,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,387197,-42101.49
GNB,2009,-12.25397,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,390402.6,-47839.8
GNB,2010,-9.932066,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,420515,-41765.83
GNB,2011,-5.17175,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,518287.6,-26804.54
GNB,2012,-7.148457,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,505078.2,-36105.3
GNB,2013,-6.477275,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,516662.3,-33465.64
GNB,2014,-10.11525,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,520872.4,-52687.52
GNB,2015,-13.43021,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,619725.7,-83230.45
GNB,2016,-9.175928,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,698684.5,-64110.79
GNB,2017,-6.384724,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,783989.4,-50055.55
GNB,2018,-7.86608,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,792885.1,-62368.97
GNB,2019,-7.154367,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,799961.8,-57232.2
GNB,2020,-12.38262,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,803841.6,-99536.66
GNB,2021,-10.70294,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,876729.1,-93835.77
GNB,2022,-9.938105,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,984003.9,-97791.34
GNB,2023,-10.57974,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,1116951,-118170.5
GNB,2024,-8.603678,Derived using data on central government deficit to GDP from BCEAO and the spliced GDP,1185072,-101959.7
GNQ,1980,-16.25357,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,11758.75,-1911.215
GNQ,1981,-17.9449,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,14233.43,-2554.175
GNQ,1982,-17.31235,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,20426.34,-3536.279
