ISO3,year,cgovdef_GDP,source,nGDP,cgovdef
AFG,2006,-2.06592,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,364100.1,-7522.018
AFG,2007,-1.985991,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,499587,-9921.752
AFG,2008,-2.321748,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,517377.4,-12012.2
AFG,2009,.2853447,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,600457.8,1713.375
AFG,2010,1.533686,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,703502.6,10789.52
AFG,2011,-.6414667,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,837851.3,-5374.537
AFG,2012,-.6377659,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1007959,-6428.418
AFG,2013,2.327397,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1102256,25653.88
AFG,2014,-1.984472,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1116353,-22153.71
AFG,2015,-1.192752,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1143357,-13637.41
AFG,2016,.6268157,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1236815,7752.553
AFG,2017,.3318344,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1294845,4296.741
AGO,1980,-9.858286,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000214,-.0000211
AGO,1981,-12.50823,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.0002,-.000025
AGO,1982,-13.82488,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.0002,-.0000276
AGO,1983,-7.580544,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000209,-.0000158
AGO,1984,-4.171633,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000221,-9.22e-06
AGO,1985,-5.790588,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000273,-.0000158
AGO,1986,-6.144025,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000256,-.0000157
AGO,1987,-8.099542,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000295,-.0000239
AGO,1988,-9.949482,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000318,-.0000316
AGO,1989,-10.19683,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.00037,-.0000377
AGO,1990,-23.72002,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000409,-.000097
AGO,1991,-25.98513,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.000892,-.0002318
AGO,1992,-31.98535,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.004673,-.0014947
AGO,1993,-13.762,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.035827,-.0049305
AGO,1994,-19.99119,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,.824921,-.1649115
AGO,1995,-37.2536,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,18.26765,-6.805358
AGO,1996,4.828476,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1117.154,53.9415
AGO,1997,-22.84403,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2342.345,-535.0861
AGO,1998,-8.800855,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3385.27,-297.9327
AGO,1999,-31.21113,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,22959.67,-7165.972
AGO,2000,-7.04542,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,122568.5,-8635.464
AGO,2001,-6.145731,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,263560.6,-16197.73
AGO,2002,-7.065549,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,665385,-47013.11
AGO,2003,-6.964581,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1328940,-92555.11
AGO,2004,1.076239,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1967570,21175.76
AGO,2005,9.190701,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,3222350,296156.5
AGO,2006,9.422799,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,4209762,396677.4
AGO,2007,4.312819,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5006335,215914.1
AGO,2008,-5.630357,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,6643353,-374044.5
AGO,2009,-7.890158,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,5577341,-440061
AGO,2010,3.388533,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,7701652,260973
AGO,2011,8.074737,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.05e+07,847923.4
AGO,2012,4.144475,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.22e+07,506660
AGO,2013,.2326638,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.32e+07,30700
AGO,2014,-5.719129,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.43e+07,-819200
AGO,2015,-2.952075,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.40e+07,-411823.1
AGO,2016,-5.122001,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,1.65e+07,-847668.9
AGO,2017,-5.741602,Derived using data on central government deficit to GDP from AFDB and the spliced GDP,2.03e+07,-1163380
AGO,2018,2.020975,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2.56e+07,517930.3
AGO,2019,-.1965092,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3.03e+07,-59602.07
AGO,2020,-3.515548,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3.17e+07,-1114456
AGO,2021,1.333476,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4.41e+07,588615
AGO,2022,1.739527,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5.22e+07,907754.6
AGO,2023,-2.568365,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6.20e+07,-1593159
ALB,2002,-6.661294,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,633932.6,-42228.12
ALB,2003,-2.661895,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,700711.6,-18652.21
ALB,2004,-2.964368,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,760444.8,-22542.38
ALB,2005,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,824594.6,
ALB,2006,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,897697.7,
ALB,2007,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1005281,
ALB,2008,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1112317,
ALB,2009,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1171607,
ALB,2010,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1256235,
ALB,2011,-3.967062,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1308998,-51928.75
ALB,2012,-3.873907,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1324877,-51324.52
ALB,2013,-5.344538,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1352247,-72271.34
ALB,2014,-3.627338,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1402496,-50873.27
ALB,2015,-2.859484,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1444802,-41313.89
ALB,2016,-2.668534,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1488303,-39715.87
ALB,2017,-1.595981,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1579056,-25201.42
ALB,2018,-1.448503,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1660820,-24057.02
ALB,2019,-1.402307,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1712037,-24008.01
ALB,2020,-6.52721,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1655985,-108089.6
ALB,2021,-4.210191,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1866672,-78590.45
ALB,2022,-2.841314,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2149742,-61080.91
ALB,2023,-1.521764,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2364276,-35978.7
AND,2018,.0783602,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2725.27,2.135527
AND,2019,.3536676,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2818.422,9.967847
AND,2020,-3.815623,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2531.087,-96.57674
AND,2021,-2.611386,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2810.965,-73.40517
AND,2022,2.945128,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3210.31,94.54773
AND,2023,.715483,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3500.58,25.04605
ARE,2011,-.1041396,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1325158,-1380.014
ARE,2012,-.3212838,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1412481,-4538.071
ARE,2013,.1608305,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1469803,2363.891
ARE,2014,-.1767188,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1520802,-2687.543
ARE,2015,-.0982862,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1359837,-1336.532
ARE,2016,-.0127811,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1356090,-173.3236
ARE,2017,.0374616,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1434173,537.2646
ARE,2018,.2287308,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1568339,3587.275
ARE,2019,.9819646,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1535067,15073.82
ARE,2020,-.0504104,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1283440,-646.9872
ARE,2021,.0696822,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1524744,1062.476
ARE,2022,.0917823,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1846283,1694.561
ARE,2023,.7239694,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1888144,13669.58
ARG,1884,-4.864865,Derived using data on central government deficit to GDP from FZ and the spliced GDP,5.83e-11,-2.84e-12
ARG,1885,-3.958333,Derived using data on central government deficit to GDP from FZ and the spliced GDP,6.95e-11,-2.75e-12
ARG,1886,-2.44898,Derived using data on central government deficit to GDP from FZ and the spliced GDP,7.08e-11,-1.73e-12
ARG,1887,-2.64151,Derived using data on central government deficit to GDP from FZ and the spliced GDP,9.42e-11,-2.49e-12
ARG,1888,-4.137931,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.11e-10,-4.58e-12
ARG,1889,-4.146341,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.23e-10,-5.10e-12
ARG,1890,-2,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.29e-10,-2.58e-12
ARG,1891,-4.117647,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.27e-10,-5.22e-12
ARG,1892,-2.030075,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.57e-10,-3.19e-12
ARG,1893,-.5343512,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.72e-10,-9.21e-13
ARG,1894,-1.594203,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.06e-10,-3.28e-12
ARG,1895,-2.108434,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.36e-10,-4.97e-12
ARG,1896,-6.973684,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.69e-10,-1.88e-11
ARG,1897,-1.891892,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.00e-10,-3.79e-12
ARG,1898,-11.36364,Derived using data on central government deficit to GDP from FZ and the spliced GDP,1.98e-10,-2.25e-11
ARG,1899,-.5517241,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.10e-10,-1.16e-12
ARG,1900,-.5031447,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.00e-10,-1.00e-12
ARG,1901,-.794702,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.11e-10,-1.67e-12
ARG,1902,-2.883435,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.23e-10,-6.42e-12
ARG,1903,-.6285715,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.47e-10,-1.55e-12
ARG,1904,.2020202,Derived using data on central government deficit to GDP from FZ and the spliced GDP,2.70e-10,5.46e-13
ARG,1905,-4.489796,Derived using data on central government deficit to GDP from FZ and the spliced GDP,3.28e-10,-1.47e-11
ARG,1906,-1.391941,Derived using data on central government deficit to GDP from FZ and the spliced GDP,3.53e-10,-4.91e-12
ARG,1907,-.2447552,Derived using data on central government deficit to GDP from FZ and the spliced GDP,3.64e-10,-8.90e-13
ARG,1908,.3630363,Derived using data on central government deficit to GDP from FZ and the spliced GDP,4.11e-10,1.49e-12
ARG,1909,-3.092486,Derived using data on central government deficit to GDP from FZ and the spliced GDP,4.34e-10,-1.34e-11
ARG,1910,-2.568578,Derived using data on central government deficit to GDP from FZ and the spliced GDP,4.81e-10,-1.23e-11
ARG,1911,-2.487685,Derived using data on central government deficit to GDP from FZ and the spliced GDP,4.81e-10,-1.20e-11
ARG,1912,-.9111111,Derived using data on central government deficit to GDP from FZ and the spliced GDP,5.51e-10,-5.02e-12
ARG,1913,-.7252747,Derived using data on central government deficit to GDP from FZ and the spliced GDP,5.63e-10,-4.08e-12
ARG,1914,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.08e-10,
ARG,1915,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.49e-10,
ARG,1916,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.87e-10,
ARG,1917,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,6.50e-10,
ARG,1918,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.08e-10,
ARG,1919,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.26e-10,
ARG,1920,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.10e-09,
ARG,1921,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.53e-10,
ARG,1922,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.01e-10,
ARG,1923,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.01e-09,
ARG,1924,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.14e-09,
ARG,1925,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.13e-09,
ARG,1926,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.10e-09,
ARG,1927,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.17e-09,
ARG,1928,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.23e-09,
ARG,1929,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.28e-09,
ARG,1930,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.21e-09,
ARG,1931,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.03e-09,
ARG,1932,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.46e-10,
ARG,1933,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.03e-09,
ARG,1934,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.13e-09,
ARG,1935,-1.440861,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.21e-09,-1.74e-11
ARG,1936,-1.82653,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.28e-09,-2.34e-11
ARG,1937,-2.035398,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.48e-09,-3.01e-11
ARG,1938,-2.609091,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.44e-09,-3.76e-11
ARG,1939,-3.836206,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.52e-09,-5.82e-11
ARG,1940,-2.941667,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.56e-09,-4.60e-11
ARG,1941,-3.542635,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.68e-09,-5.95e-11
ARG,1942,-3.589042,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.90e-09,-6.83e-11
ARG,1943,-4.810457,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.00e-09,-9.63e-11
ARG,1944,-5.754286,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.29e-09,-1.32e-10
ARG,1945,-6.569948,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.53e-09,-1.66e-10
ARG,1946,-5.148855,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3.42e-09,-1.76e-10
ARG,1947,-2,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4.69e-09,-9.39e-11
ARG,1948,-6.276255,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.72e-09,-3.59e-10
ARG,1949,-4.988594,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,6.86e-09,-3.42e-10
ARG,1950,-4.186495,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,8.13e-09,-3.40e-10
ARG,1951,-4.098958,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.16e-08,-4.77e-10
ARG,1952,-3.489285,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.34e-08,-4.66e-10
ARG,1953,-3.580621,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.52e-08,-5.45e-10
ARG,1954,-3.667586,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.70e-08,-6.23e-10
ARG,1955,-4.327486,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.02e-08,-8.74e-10
ARG,1956,-4.587156,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.66e-08,-1.22e-09
ARG,1957,-3.468635,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3.30e-08,-1.15e-09
ARG,1958,-7.855298,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4.69e-08,-3.68e-09
ARG,1959,-5.735493,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.00e-08,-5.16e-09
ARG,1960,-2.286283,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.18e-07,-2.70e-09
ARG,1961,-1.666667,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.47e-07,-2.46e-09
ARG,1962,-3.636363,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.90e-07,-6.91e-09
ARG,1963,-3.396227,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,2.27e-07,-7.70e-09
ARG,1964,-4.651163,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3.04e-07,-1.42e-08
ARG,1965,-2.016575,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,4.62e-07,-9.32e-09
ARG,1966,-3.915929,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,6.08e-07,-2.38e-08
ARG,1967,-1.269035,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,7.87e-07,-9.99e-09
ARG,1968,-1.046512,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,9.84e-07,-1.03e-08
ARG,1969,-1.094527,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.13e-06,-1.24e-08
ARG,1970,-.8421054,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.29e-06,-1.09e-08
ARG,1971,-2.255639,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,1.84e-06,-4.15e-08
ARG,1972,-2,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,3.04e-06,-6.08e-08
ARG,1973,-5.39726,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,5.21e-06,-2.81e-07
ARG,1974,-5.935614,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,7.14e-06,-4.24e-07
ARG,1975,-8.888888,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.000021,-1.87e-06
ARG,1976,-5.428194,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.0001114,-6.05e-06
ARG,1977,-1.43335,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.000307,-4.40e-06
ARG,1978,-1.738633,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.000769,-.0000134
ARG,1979,-.9824562,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.002093,-.0000206
ARG,1980,-1.696114,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.004161,-.0000706
ARG,1981,-5.656935,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.0081,-.0004582
ARG,1982,-4.932433,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.023681,-.001168
ARG,1983,-6.295753,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.118666,-.0074709
ARG,1984,-1.931453,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,.8571269,-.016555
ARG,1985,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5.749075,
ARG,1986,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,10.81986,
ARG,1987,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,25.28542,
ARG,1988,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,120.3589,
ARG,1989,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3515.6,
ARG,1990,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,74691.68,
ARG,1991,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,196040.8,
ARG,1992,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,245609.2,
ARG,1993,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,256302.6,
ARG,1994,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,278990,
ARG,1995,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,279631.5,
ARG,1996,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,294931.1,
ARG,1997,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,317373.8,
ARG,1998,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,323973,
ARG,1999,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,307256.4,
ARG,2000,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,307994.2,
ARG,2001,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,291189,
ARG,2002,-3.561264,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,338745.9,-12063.63
ARG,2003,-1.594464,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,407376.3,-6495.469
ARG,2004,-.1854181,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,485115.2,-899.4916
ARG,2005,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,582538.2,
ARG,2006,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,715904.3,
ARG,2007,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,896980.2,
ARG,2008,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1149646,
ARG,2009,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1247929,
ARG,2010,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1661721,
ARG,2011,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2179024,
ARG,2012,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2637914,
ARG,2013,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3348309,
ARG,2014,-4.197095,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4579087,-192188.6
ARG,2015,-4.447514,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5954511,-264827.7
ARG,2016,-7.750133,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,8228160,-637693.3
ARG,2017,-6.854423,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1.07e+07,-730697.1
ARG,2018,-6.346602,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1.47e+07,-935794.4
ARG,2019,-6.240837,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2.16e+07,-1345427
ARG,2020,-9.305229,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2.72e+07,-2531936
ARG,2021,-5.217762,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4.62e+07,-2411602
ARG,2022,-5.092421,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,8.27e+07,-4209030
ARG,2023,-4.388788,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,1.91e+08,-8400359
ARM,2004,-.9154663,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2034676,-18626.77
ARM,2005,-1.19377,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2391859,-28553.29
ARM,2006,-.6246715,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,2832621,-17694.58
ARM,2007,-.6436217,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3358467,-21615.82
ARM,2008,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3805239,
ARM,2009,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3350328,
ARM,2010,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,3690038,
ARM,2011,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4028887,
ARM,2012,,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4266461,
ARM,2013,-1.567928,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4555638,-71429.12
ARM,2014,-1.770555,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,4828627,-85493.51
ARM,2015,-4.700369,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5043633,-237069.4
ARM,2016,-5.481541,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5067294,-277765.8
ARM,2017,-4.058817,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,5564494,-225852.6
ARM,2018,-1.847697,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6017035,-111176.6
ARM,2019,-.5333703,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6543322,-34900.14
ARM,2020,-5.20256,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6181903,-321617.2
ARM,2021,-4.429751,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,6991778,-309718.3
ARM,2022,-1.97675,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,8501449,-168052.4
ARM,2023,-1.902415,Derived using data on central government deficit to GDP from IMF_GFS and the spliced GDP,9505222,-180828.8
AUS,1839,-.8714285,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,23.30183,-.2030588
AUS,1840,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,28.21039,
AUS,1841,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,28.32069,
AUS,1842,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,24.07397,
AUS,1843,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,22.06091,
AUS,1844,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,21.97818,
AUS,1845,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,24.21185,
AUS,1846,,Derived using data on central government deficit to GDP from Mitchell and the spliced GDP,27.60371,
