ISO3,year,govrev_GDP,nGDP,govrev,source
ABW,1995,25.498,2477.24,631.6465,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,1996,25.114,2588.317,650.03,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,1997,22.887,2873.346,657.6228,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,1998,21.688,3123.795,677.4886,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,1999,22.884,3231.53,739.5032,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2000,22.251,3353.48,746.1828,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2001,21.673,3394.658,735.7242,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2002,21.491,3511.7,754.6994,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2003,27.032,3658.96,989.09,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2004,20.714,4036.147,836.0475,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2005,21.52,4224.43,909.0974,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2006,22.285,4420.91,985.1998,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2007,21.574,4792.98,1034.037,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2008,26.825,5089.01,1365.127,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2009,24.257,4571.29,1108.858,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2010,26.957,4391.94,1183.935,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2011,20.77,4721.77,980.7117,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2012,21.806,4681.22,1020.787,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2013,23.406,4882.85,1142.88,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2014,22.376,4995.62,1117.82,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2015,23.898,5303.6,1267.454,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2016,23.664,5340.71,1263.826,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2017,21.971,5535.45,1216.194,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2018,22.222,5864.37,1303.18,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2019,23.445,6078.48,1425.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2020,24.007,4442.524,1066.517,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2021,19.698,5243.709,1032.906,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2022,21.214,5870.025,1245.267,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2023,24.27739,6530.946,1585.543,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2024,23.598,7264.85,1714.359,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2025,22.924,7583.199,1738.373,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2026,22.858,7851.985,1794.807,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2027,22.794,8122.678,1851.483,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2028,22.73,8400.995,1909.546,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ABW,2029,22.666,8688.844,1969.413,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2002,6.845,202531,13863.25,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2003,9.826,238878.5,23472.21,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2004,12.676,263344.1,33381.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2005,14.733,320476.5,47215.81,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2006,18.946,364100.1,68982.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2007,18.986,499587,94851.59,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2008,17.036,517377.4,88140.41,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2009,19.391,600457.8,116434.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2010,21.722,703502.6,152814.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2011,21.265,837851.3,178169.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2012,25.21,1007959,254106.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2013,24.346,1102256,268355.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2014,23.684,1116353,264397,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2015,24.569,1143357,280911.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2016,28.156,1236815,348237.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2017,27.059,1294845,350372,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2018,30.57,1359225,415515,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2019,26.941,1505967,405722.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2020,25.694,1534966,394394,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2021,17.449,1251172,218317,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2022,15.118,1283441,194030.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AFG,2023,15.529,1357275,210771.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1980,26.49415,.000214,.0000567,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1981,30.28308,.0002,.0000606,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1982,33.57472,.0002,.0000671,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1983,35.37587,.000209,.0000739,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1984,44.69607,.000221,.0000988,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1985,37.98589,.000273,.0001037,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1986,36.78818,.000256,.0000942,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1987,28.10495,.000295,.0000829,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1988,30.53484,.000318,.0000971,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1989,26.55207,.00037,.0000982,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1990,25.59079,.000409,.0001047,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1991,21.95665,.000892,.0001959,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1992,26.78436,.004673,.0012516,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1993,38.97868,.035827,.0139649,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1994,42.09678,.824921,.3472652,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1995,29.9818,18.26765,5.476971,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1996,34.528,1117.154,385.7308,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1997,30.8,2342.345,721.4423,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1998,24.396,3385.27,825.8704,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,1999,36.315,22959.67,8337.804,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2000,37.842,122568.5,46382.36,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2001,33.079,263560.6,87183.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2002,25.324,665385,168502.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2003,26.02,1328940,345790.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2004,27.032,1967570,531873.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2005,30.095,3222350,969766.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2006,35.746,4209762,1504822,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2007,37.925,5006335,1898653,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2008,43.405,6643353,2883547,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2009,31.933,5577341,1781012,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2010,37.528,7701652,2890276,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2011,40.498,1.05e+07,4252672,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2012,36.871,1.22e+07,4507461,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2013,32.671,1.32e+07,4310940,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2014,27.235,1.43e+07,3901103,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2015,21.299,1.40e+07,2971273,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2016,15.44,1.65e+07,2555253,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2017,15.285,2.03e+07,3097092,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2018,20.295,2.56e+07,5201151,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2019,18.907,3.03e+07,5734574,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2020,18.335,3.17e+07,5812336,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2021,20.679,4.41e+07,9128000,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2022,20.09471,5.22e+07,1.05e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2023,17.36655,6.20e+07,1.08e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2024,18.014,8.07e+07,1.45e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2025,16.801,9.94e+07,1.67e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2026,16.078,1.18e+08,1.90e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2027,15.306,1.36e+08,2.08e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2028,14.835,1.56e+08,2.31e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AGO,2029,13.677,1.79e+08,2.45e+07,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,1997,18.398,336480.8,61905.74,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,1998,26.826,393070,105445,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,1999,28.266,453512.3,128189.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2000,26.066,516206.8,134554.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2001,25.848,583125.1,150726.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2002,25.323,633932.6,160530.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2003,24.674,700711.6,172893.6,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2004,24.992,760444.8,190050.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2005,25.434,824594.6,209727.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2006,25.928,897697.7,232755,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2007,26.13,1005281,262680,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2008,26.842,1112317,298568.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2009,26.093,1171607,305707.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2010,25.867,1256235,324950.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2011,25.407,1308998,332577.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2012,24.789,1324877,328423.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2013,23.977,1352247,324228.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2014,26.272,1402496,368463.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2015,26.44,1444802,382005.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2016,27.642,1488303,411396.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2017,27.756,1579056,438282.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2018,27.457,1660820,456011.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2019,27.209,1712037,465828.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2020,25.853,1655985,428121.7,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2021,27.527,1866672,513838.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2022,26.78666,2149742,575844.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2023,27.82188,2364276,657786.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2024,28.625,2517820,720725.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2025,28.256,2668823,754102.6,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2026,28.392,2831995,804060.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2027,28.388,3015590,856065.6,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2028,28.44,3212191,913547.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ALB,2029,28.479,3422070,974571.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2001,27.362,1728.691,473.0044,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2002,25.977,1865.833,484.6875,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2003,25.98,2092.49,543.6288,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2004,25.545,2331.566,595.5984,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2005,23.305,2540.884,592.1529,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2006,23.753,2755.127,654.4253,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2007,24.774,2887.768,715.4156,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2008,26.269,2789.261,732.711,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2009,26.406,2644.839,698.3961,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2010,28.501,2602.312,741.6849,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2011,29.514,2607.221,769.4952,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2012,32.282,2481.846,801.1896,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2013,35.323,2404.538,849.3551,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2014,33.805,2462.69,832.5125,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2015,34.982,2514.508,879.6252,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2016,38.636,2616.862,1011.051,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2017,38.19,2655.758,1014.234,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2018,38.601,2725.27,1051.981,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2019,38.15,2818.422,1075.228,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2020,41.271,2531.087,1044.605,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2021,37.877,2810.965,1064.709,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2022,39.733,3210.31,1275.552,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2023,38.616,3500.58,1351.784,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2024,38.406,3732.37,1433.454,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2025,38.219,3877.107,1481.792,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2026,38.225,4012.606,1533.818,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2027,38.263,4142.972,1585.225,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2028,38.335,4277.444,1639.758,Derived using data on general government revenue to GDP and central government and the spliced GDP.
AND,2029,38.334,4414.996,1692.444,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1990,16.707,188557.1,31502.23,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1991,39.854,191720.8,76408.39,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1992,32.902,201714.1,66367.98,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1993,28.606,206868.9,59176.93,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1994,28.344,220554.2,62513.87,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1995,29.727,244498.8,72682.14,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1996,28.521,273609.4,78036.15,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1997,29.273,293199.8,85828.37,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1998,26.839,281546.1,75564.15,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,1999,25.586,314178.6,80385.73,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2000,32.449,388186.8,125962.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2001,26.434,384370.3,101604.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2002,20.095,408570.4,82102.23,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2003,22.402,462629.8,103638.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2004,24.109,549979.1,132594.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2005,31.731,671985.6,213227.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2006,35.777,826382.6,295654.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2007,34.783,959575.3,333769.1,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2008,39.589,1187600,470158.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2009,28.87,965761.2,278815.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2010,31.646,1102444,348879.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2011,35.459,1325158,469887.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2012,37.153,1412481,524778.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2013,28.76252,1469803,422752.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2014,35.0385,1520802,532866.3,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2015,28.99646,1359837,394304.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2016,29.13434,1356090,395087.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2017,28.92085,1434173,414775,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2018,30.80357,1568339,483104.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2019,30.80691,1535067,472906.8,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2020,28.662,1283440,367859.5,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2021,29.68872,1524744,452677,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2022,33.107,1846283,611248.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2023,28.23106,1888144,533043,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2024,28.293,1995455,564573.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2025,28.007,2081540,582976.9,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2026,27.793,2203056,612295.4,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2027,27.599,2330998,643332,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2028,27.54,2465774,679074.2,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARE,2029,27.46,2609172,716478.6,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1864,4.511775,3.18e-11,1.43e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1865,3.672686,2.96e-11,1.09e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1866,3.835131,2.64e-11,1.01e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1867,6.533525,2.40e-11,1.57e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1868,7.280118,2.46e-11,1.79e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1869,6.90535,2.55e-11,1.76e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1870,7.858909,2.69e-11,2.11e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1871,5.474499,2.69e-11,1.47e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1872,10.01635,2.92e-11,2.93e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1873,10.50405,3.08e-11,3.24e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1874,8.522877,3.06e-11,2.61e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1875,9.27726,3.25e-11,3.02e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1876,6.035214,3.62e-11,2.18e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1877,5.27037,4.35e-11,2.29e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1878,6.94887,4.51e-11,3.13e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1879,8.795324,4.51e-11,3.97e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1880,7.947407,4.25e-11,3.38e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1881,8.636456,4.15e-11,3.58e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1882,7.563999,5.01e-11,3.79e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1883,8.593124,5.36e-11,4.61e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1884,8.718449,5.83e-11,5.08e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1885,8.037445,6.95e-11,5.58e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1886,9.273062,7.08e-11,6.57e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1887,10.27852,9.42e-11,9.69e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1888,8.847646,1.11e-10,9.80e-12,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1889,13.1343,1.23e-10,1.61e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1890,7.980547,1.29e-10,1.03e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1891,8.38558,1.27e-10,1.06e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1892,9.695266,1.57e-10,1.52e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1893,10.09916,1.72e-10,1.74e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1894,8.340319,2.06e-10,1.72e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1895,7.825769,2.36e-10,1.84e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1896,6.49296,2.69e-10,1.75e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1897,10.53445,2.00e-10,2.11e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1898,9.785343,1.98e-10,1.93e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1899,11.0262,2.10e-10,2.31e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1900,10.57654,2.00e-10,2.11e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1901,10.06744,2.11e-10,2.12e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1902,9.734669,2.23e-10,2.17e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1903,9.801529,2.47e-10,2.42e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1904,10.37342,2.70e-10,2.80e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1905,9.040315,3.28e-10,2.97e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1906,9.251234,3.53e-10,3.26e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1907,9.500194,3.64e-10,3.45e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1908,9.000642,4.11e-10,3.69e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1909,9.244944,4.34e-10,4.01e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1910,9.022294,4.81e-10,4.34e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1911,9.237681,4.81e-10,4.44e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1912,9.270633,5.51e-10,5.11e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1913,9.259496,5.63e-10,5.21e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1914,7.5836,5.08e-10,3.85e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1915,6.45484,5.49e-10,3.54e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1916,6.111429,5.87e-10,3.59e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1917,5.504764,6.50e-10,3.58e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1918,4.986178,9.08e-10,4.53e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1919,6.095797,9.26e-10,5.64e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1920,6.499021,1.10e-09,7.16e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1921,6.947372,9.53e-10,6.62e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1922,7.076475,9.01e-10,6.38e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1923,7.571532,1.01e-09,7.63e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1924,7.39085,1.14e-09,8.41e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1925,8.299512,1.13e-09,9.34e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1926,8.150538,1.10e-09,9.00e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1927,8.219652,1.17e-09,9.58e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1928,8.431111,1.23e-09,1.04e-10,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1929,8.188605,1.28e-09,1.05e-10,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1930,7.36774,1.21e-09,8.91e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1931,9.373278,1.03e-09,9.64e-11,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1932,11.04282,9.46e-10,1.04e-10,Derived using data on general government revenue to GDP and central government and the spliced GDP.
ARG,1933,10.26336,1.03e-09,1.06e-10,Derived using data on general government revenue to GDP and central government and the spliced GDP.
