ISO3,year,cgovrev_GDP,source,nGDP,cgovrev
AFG,2006,29.89284,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,364100.1,108839.9
AFG,2007,36.34986,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,499587,181599.2
AFG,2008,87.58479,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,517377.4,453143.9
AFG,2009,74.1031,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,600457.8,444957.8
AFG,2010,85.47652,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,703502.6,601329.6
AFG,2011,95.39289,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,837851.3,799250.6
AFG,2012,66.53925,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1007959,670688.3
AFG,2013,68.45599,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1102256,754560.5
AFG,2014,57.22219,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1116353,638801.5
AFG,2015,53.91817,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1143357,616476.9
AFG,2016,48.09279,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1236815,594819
AFG,2017,44.90629,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1294845,581466.8
AGO,1980,26.49415,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000214,.0000567
AGO,1981,30.28308,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.0002,.0000606
AGO,1982,33.57472,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.0002,.0000671
AGO,1983,35.37587,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000209,.0000739
AGO,1984,44.69607,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000221,.0000988
AGO,1985,37.98589,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000273,.0001037
AGO,1986,36.78818,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000256,.0000942
AGO,1987,28.10495,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000295,.0000829
AGO,1988,30.53484,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000318,.0000971
AGO,1989,26.55207,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.00037,.0000982
AGO,1990,25.59079,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000409,.0001047
AGO,1991,21.95665,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.000892,.0001959
AGO,1992,26.78436,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.004673,.0012516
AGO,1993,38.97868,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.035827,.0139649
AGO,1994,42.09678,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,.824921,.3472652
AGO,1995,29.9818,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,18.26765,5.476971
AGO,1996,47.82837,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1117.154,534.3163
AGO,1997,42.66413,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2342.345,999.3411
AGO,1998,33.7936,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,3385.27,1144.005
AGO,1999,50.30377,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,22959.67,11549.58
AGO,2000,47.21165,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,122568.5,57866.6
AGO,2001,44.54606,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,263560.6,117405.9
AGO,2002,38.33603,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,665385,255082.2
AGO,2003,37.9329,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1328940,504105.4
AGO,2004,36.90386,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1967570,726109.3
AGO,2005,44.1252,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,3222350,1421868
AGO,2006,40.02674,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,4209762,1685031
AGO,2007,40.02674,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,5006335,2003873
AGO,2008,42.44047,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,6643353,2819470
AGO,2009,37.06853,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,5577341,2067438
AGO,2010,42.78939,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,7701652,3295490
AGO,2011,45.4774,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.05e+07,4775555
AGO,2012,41.35117,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.22e+07,5055161
AGO,2013,36.7336,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.32e+07,4847000
AGO,2014,30.73264,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.43e+07,4402100
AGO,2015,24.34648,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.40e+07,3396405
AGO,2016,18.51685,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.65e+07,3064458
AGO,2017,18.93833,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2.03e+07,3837341
AGO,2018,20.0491,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2.56e+07,5138133
AGO,2019,20.78333,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3.03e+07,6303672
AGO,2020,49.31284,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3.17e+07,1.56e+07
AGO,2021,23.74664,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4.41e+07,1.05e+07
AGO,2022,26.01035,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5.22e+07,1.36e+07
AGO,2023,21.5042,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6.20e+07,1.33e+07
ALB,1998,22.28214,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,393070,87584.42
ALB,1999,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,453512.3,
ALB,2000,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,516206.8,
ALB,2001,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,583125.1,
ALB,2002,20.4564,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,633932.6,129679.8
ALB,2003,20.39918,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,700711.6,142939.5
ALB,2004,20.36605,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,760444.8,154872.6
ALB,2005,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,824594.6,
ALB,2006,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,897697.7,
ALB,2007,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1005281,
ALB,2008,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1112317,
ALB,2009,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1171607,
ALB,2010,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1256235,
ALB,2011,20.00691,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1308998,261890.1
ALB,2012,19.30187,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1324877,255726.1
ALB,2013,18.43181,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1352247,249243.5
ALB,2014,20.29191,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1402496,284593.2
ALB,2015,20.67289,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1444802,298682.3
ALB,2016,20.06819,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1488303,298675.5
ALB,2017,20.95876,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1579056,330950.5
ALB,2018,20.38484,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1660820,338555.5
ALB,2019,19.92968,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1712037,341203.4
ALB,2020,18.51094,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1655985,306538.3
ALB,2021,19.99554,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1866672,373251.1
ALB,2022,19.59748,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2149742,421295.2
ALB,2023,20.09956,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2364276,475209
AND,2018,17.71974,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2725.27,482.9107
AND,2019,17.66667,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2818.422,497.9214
AND,2020,17.67073,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2531.087,447.2617
AND,2021,16.74478,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2810.965,470.6901
AND,2022,19.59643,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3210.31,629.1061
AND,2023,17.96523,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3500.58,628.8871
ARE,2011,4.139933,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1325158,54860.66
ARE,2012,4.036364,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1412481,57012.86
ARE,2013,3.964543,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1469803,58270.95
ARE,2014,3.769839,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1520802,57331.79
ARE,2015,4.425164,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1359837,60175
ARE,2016,4.635684,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1356090,62864.05
ARE,2017,4.312588,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1434173,61849.98
ARE,2018,4.191713,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1568339,65740.28
ARE,2019,5.239186,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1535067,80425.03
ARE,2020,4.968872,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1283440,63772.47
ARE,2021,3.782148,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1524744,57668.07
ARE,2022,3.745896,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1846283,69159.84
ARE,2023,4.213759,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1888144,79561.84
ARG,1884,10.27027,Derived using data on central government revenue to GDP from FZ and the spliced GDP,5.83e-11,5.99e-12
ARG,1885,7.708333,Derived using data on central government revenue to GDP from FZ and the spliced GDP,6.95e-11,5.35e-12
ARG,1886,8.571428,Derived using data on central government revenue to GDP from FZ and the spliced GDP,7.08e-11,6.07e-12
ARG,1887,9.622642,Derived using data on central government revenue to GDP from FZ and the spliced GDP,9.42e-11,9.07e-12
ARG,1888,8.965517,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.11e-10,9.93e-12
ARG,1889,8.902439,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.23e-10,1.09e-11
ARG,1890,6.636364,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.29e-10,8.57e-12
ARG,1891,4.836601,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.27e-10,6.14e-12
ARG,1892,8.270677,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.57e-10,1.30e-11
ARG,1893,9.389313,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.72e-10,1.62e-11
ARG,1894,8.768116,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.06e-10,1.80e-11
ARG,1895,7.951807,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.36e-10,1.87e-11
ARG,1896,8.157895,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.69e-10,2.20e-11
ARG,1897,10.2027,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.00e-10,2.04e-11
ARG,1898,8.831169,Derived using data on central government revenue to GDP from FZ and the spliced GDP,1.98e-10,1.75e-11
ARG,1899,11.44828,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.10e-10,2.40e-11
ARG,1900,9.496856,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.00e-10,1.90e-11
ARG,1901,10,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.11e-10,2.11e-11
ARG,1902,9.570552,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.23e-10,2.13e-11
ARG,1903,9.828571,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.47e-10,2.43e-11
ARG,1904,10.0505,Derived using data on central government revenue to GDP from FZ and the spliced GDP,2.70e-10,2.72e-11
ARG,1905,8.653061,Derived using data on central government revenue to GDP from FZ and the spliced GDP,3.28e-10,2.84e-11
ARG,1906,8.498169,Derived using data on central government revenue to GDP from FZ and the spliced GDP,3.53e-10,3.00e-11
ARG,1907,8.601398,Derived using data on central government revenue to GDP from FZ and the spliced GDP,3.64e-10,3.13e-11
ARG,1908,8.679868,Derived using data on central government revenue to GDP from FZ and the spliced GDP,4.11e-10,3.56e-11
ARG,1909,8.236994,Derived using data on central government revenue to GDP from FZ and the spliced GDP,4.34e-10,3.58e-11
ARG,1910,7.680798,Derived using data on central government revenue to GDP from FZ and the spliced GDP,4.81e-10,3.69e-11
ARG,1911,7.783251,Derived using data on central government revenue to GDP from FZ and the spliced GDP,4.81e-10,3.74e-11
ARG,1912,8.066667,Derived using data on central government revenue to GDP from FZ and the spliced GDP,5.51e-10,4.45e-11
ARG,1913,8.131868,Derived using data on central government revenue to GDP from FZ and the spliced GDP,5.63e-10,4.58e-11
ARG,1914,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.08e-10,
ARG,1915,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.49e-10,
ARG,1916,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.87e-10,
ARG,1917,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6.50e-10,
ARG,1918,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.08e-10,
ARG,1919,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.26e-10,
ARG,1920,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.10e-09,
ARG,1921,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.53e-10,
ARG,1922,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.01e-10,
ARG,1923,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.01e-09,
ARG,1924,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.14e-09,
ARG,1925,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.13e-09,
ARG,1926,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.10e-09,
ARG,1927,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.17e-09,
ARG,1928,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.23e-09,
ARG,1929,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.28e-09,
ARG,1930,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.21e-09,
ARG,1931,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.03e-09,
ARG,1932,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.46e-10,
ARG,1933,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.03e-09,
ARG,1934,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.13e-09,
ARG,1935,9.107527,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.21e-09,1.10e-10
ARG,1936,8.908163,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.28e-09,1.14e-10
ARG,1937,8.769912,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.48e-09,1.30e-10
ARG,1938,9.009091,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.44e-09,1.30e-10
ARG,1939,8.75,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.52e-09,1.33e-10
ARG,1940,8.075,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.56e-09,1.26e-10
ARG,1941,7.085271,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.68e-09,1.19e-10
ARG,1942,7.054794,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.90e-09,1.34e-10
ARG,1943,6.862745,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.00e-09,1.37e-10
ARG,1944,8.48,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.29e-09,1.94e-10
ARG,1945,8.015544,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.53e-09,2.02e-10
ARG,1946,7.526718,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3.42e-09,2.57e-10
ARG,1947,9.754874,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.69e-09,4.58e-10
ARG,1948,9.878996,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.72e-09,5.65e-10
ARG,1949,9.807984,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6.86e-09,6.73e-10
ARG,1950,9.800643,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,8.13e-09,7.97e-10
ARG,1951,9.859375,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.16e-08,1.15e-09
ARG,1952,10.26071,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.34e-08,1.37e-09
ARG,1953,9.132558,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.52e-08,1.39e-09
ARG,1954,8.815172,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.70e-08,1.50e-09
ARG,1955,7.368421,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.02e-08,1.49e-09
ARG,1956,7.339449,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.66e-08,1.95e-09
ARG,1957,6.863469,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3.30e-08,2.27e-09
ARG,1958,9.457364,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.69e-08,4.43e-09
ARG,1959,8.974359,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.00e-08,8.07e-09
ARG,1960,10.23857,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.18e-07,1.21e-08
ARG,1961,12.08333,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.47e-07,1.78e-08
ARG,1962,9.62963,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.90e-07,1.83e-08
ARG,1963,8.787062,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2.27e-07,1.99e-08
ARG,1964,8.875969,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3.04e-07,2.70e-08
ARG,1965,8.895027,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.62e-07,4.11e-08
ARG,1966,9.314159,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6.08e-07,5.67e-08
ARG,1967,8.054146,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7.87e-07,6.34e-08
ARG,1968,7.340117,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9.84e-07,7.22e-08
ARG,1969,7.114428,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.13e-06,8.07e-08
ARG,1970,7.157895,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.29e-06,9.22e-08
ARG,1971,6.466166,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1.84e-06,1.19e-07
ARG,1972,6.363636,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3.04e-06,1.93e-07
ARG,1973,5.20548,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.21e-06,2.71e-07
ARG,1974,6.036217,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7.14e-06,4.31e-07
ARG,1975,11.85185,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.000021,2.49e-06
ARG,1976,12.22661,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.0001114,.0000136
ARG,1977,14.0946,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.000307,.0000433
ARG,1978,15.95338,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.000769,.0001227
ARG,1979,16.42105,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.002093,.0003437
ARG,1980,17.31449,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.004161,.0007205
ARG,1981,16.78832,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.0081,.0013599
ARG,1982,15.67568,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.023681,.0037122
ARG,1983,15.51977,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.118666,.0184167
ARG,1984,14.82674,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,.8571269,.127084
ARG,1985,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5.749075,
ARG,1986,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,10.81986,
ARG,1987,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,25.28542,
ARG,1988,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,120.3589,
ARG,1989,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3515.6,
ARG,1990,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,74691.68,
ARG,1991,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,196040.8,
ARG,1992,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,245609.2,
ARG,1993,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,256302.6,
ARG,1994,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,278990,
ARG,1995,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,279631.5,
ARG,1996,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,294931.1,
ARG,1997,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,317373.8,
ARG,1998,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,323973,
ARG,1999,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,307256.4,
ARG,2000,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,307994.2,
ARG,2001,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,291189,
ARG,2002,9.111022,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,338745.9,30863.21
ARG,2003,11.69919,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,407376.3,47659.73
ARG,2004,12.48794,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,485115.2,60580.89
ARG,2005,12.71829,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,582538.2,74088.91
ARG,2006,13.07819,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,715904.3,93627.3
ARG,2007,12.58699,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,896980.2,112902.8
ARG,2008,13.90401,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1149646,159846.9
ARG,2009,14.05834,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1247929,175438.2
ARG,2010,14.54783,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1661721,241744.3
ARG,2011,13.00848,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2179024,283457.9
ARG,2012,13.89526,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2637914,366545.1
ARG,2013,14.12733,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3348309,473026.5
ARG,2014,15.01321,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4579087,687467.7
ARG,2015,14.5161,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5954511,864363.1
ARG,2016,13.46416,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,8228160,1107853
ARG,2017,12.11854,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1.07e+07,1291864
ARG,2018,10.35414,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1.47e+07,1526699
ARG,2019,10.83874,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2.16e+07,2336663
ARG,2020,10.52027,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2.72e+07,2862547
ARG,2021,12.59762,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4.62e+07,5822503
ARG,2022,11.36556,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,8.27e+07,9393954
ARG,2023,11.2023,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1.91e+08,2.14e+07
ARM,2004,16.24637,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2034676,330560.9
ARM,2005,17.13227,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2391859,409779.8
ARM,2006,17.35011,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2832621,491462.9
ARM,2007,19.40023,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3358467,651550.3
ARM,2008,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3805239,
ARM,2009,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3350328,
ARM,2010,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3690038,
ARM,2011,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4028887,
ARM,2012,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4266461,
ARM,2013,23.89315,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4555638,1088485
ARM,2014,24.98688,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4828627,1206523
ARM,2015,23.74792,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5043633,1197758
ARM,2016,23.53103,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5067294,1192387
ARM,2017,22.84041,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5564494,1270953
ARM,2018,22.69055,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6017035,1365298
ARM,2019,24.16389,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6543322,1581121
ARM,2020,25.03761,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6181903,1547801
ARM,2021,23.63291,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6991778,1652361
ARM,2022,23.66047,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,8501449,2011483
ARM,2023,24.13117,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,9505222,2293722
AUS,1824,1.971038,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.274301,.0842481
AUS,1825,2.769231,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.687943,.12982
AUS,1826,2.571429,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4.991281,.1283472
AUS,1827,2.633333,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.349771,.1408773
AUS,1828,2.852941,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5.901294,.1683604
AUS,1829,2.710526,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6.535544,.1771476
AUS,1830,2.386364,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7.362829,.1757039
AUS,1831,2.630435,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7.99708,.210358
