ISO3,year,cgovrev_GDP,source,nGDP,cgovrev
DNK,1935,7.962382,Derived using data on central government revenue to GDP from JST and the spliced GDP,6672.592,531.2973
DNK,1936,7.010463,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7015.437,491.8146
DNK,1937,7.295897,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7490.068,546.4677
DNK,1938,7.226511,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7863.63,568.2661
DNK,1939,7.641196,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,8498.785,649.4089
DNK,1940,10.19722,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,8965.49,914.2304
DNK,1941,9.47078,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,10113.92,957.8672
DNK,1942,10.20871,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,11361.44,1159.857
DNK,1943,9.302885,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,12820.02,1192.631
DNK,1944,8.931408,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,14305.35,1277.669
DNK,1945,9.221429,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,14258.78,1314.863
DNK,1946,12.84459,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,15483.5,1988.793
DNK,1947,12.39264,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,17134.31,2123.393
DNK,1948,12.25989,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,18671.17,2289.064
DNK,1949,11.58201,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,19994.14,2315.723
DNK,1950,11.125,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,22884.27,2545.875
DNK,1951,11.00855,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,24343.71,2679.888
DNK,1952,11.376,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,26050.27,2963.479
DNK,1953,12.43396,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,28022.5,3484.307
DNK,1954,15.31853,Derived using data on central government revenue to GDP from JST and the spliced GDP,29366.99,4498.593
DNK,1955,16.23098,Derived using data on central government revenue to GDP from JST and the spliced GDP,30475.48,4946.47
DNK,1956,16.14666,Derived using data on central government revenue to GDP from JST and the spliced GDP,32687.41,5277.924
DNK,1957,16.30971,Derived using data on central government revenue to GDP from JST and the spliced GDP,34846.95,5683.435
DNK,1958,17.11998,Derived using data on central government revenue to GDP from JST and the spliced GDP,36245.32,6205.19
DNK,1959,17.65571,Derived using data on central government revenue to GDP from JST and the spliced GDP,40594.22,7167.198
DNK,1960,18.06012,Derived using data on central government revenue to GDP from JST and the spliced GDP,43937.94,7935.244
DNK,1961,17.7942,Derived using data on central government revenue to GDP from JST and the spliced GDP,48753.61,8675.313
DNK,1962,19.23444,Derived using data on central government revenue to GDP from JST and the spliced GDP,54934.97,10566.43
DNK,1963,20.39903,Derived using data on central government revenue to GDP from JST and the spliced GDP,58476.78,11928.69
DNK,1964,20.18405,Derived using data on central government revenue to GDP from JST and the spliced GDP,66843.88,13491.8
DNK,1965,20.77044,Derived using data on central government revenue to GDP from JST and the spliced GDP,75086.05,15595.71
DNK,1966,20.83379,Derived using data on central government revenue to GDP from JST and the spliced GDP,82414.2,17170
DNK,1967,20.54027,Derived using data on central government revenue to GDP from JST and the spliced GDP,90845.93,18660
DNK,1968,24.87269,Derived using data on central government revenue to GDP from JST and the spliced GDP,101291.8,25194
DNK,1969,23.90068,Derived using data on central government revenue to GDP from JST and the spliced GDP,115611.8,27632
DNK,1970,28.76956,Derived using data on central government revenue to GDP from JST and the spliced GDP,128065.9,36844
DNK,1971,28.70541,Derived using data on central government revenue to GDP from JST and the spliced GDP,141739.8,40686.98
DNK,1972,29.15847,Derived using data on central government revenue to GDP from JST and the spliced GDP,161436.9,47072.53
DNK,1973,29.35102,Derived using data on central government revenue to GDP from JST and the spliced GDP,185829.6,54542.9
DNK,1974,32.09249,Derived using data on central government revenue to GDP from JST and the spliced GDP,207992.8,66750.07
DNK,1975,28.7947,Derived using data on central government revenue to GDP from JST and the spliced GDP,232255.5,66877.27
DNK,1976,29.90485,Derived using data on central government revenue to GDP from JST and the spliced GDP,269024.3,80451.33
DNK,1977,30.34343,Derived using data on central government revenue to GDP from JST and the spliced GDP,298429.3,90553.7
DNK,1978,31.55876,Derived using data on central government revenue to GDP from JST and the spliced GDP,332641.2,104977.4
DNK,1979,32.09293,Derived using data on central government revenue to GDP from JST and the spliced GDP,370337.8,118852.2
DNK,1980,32.79262,Derived using data on central government revenue to GDP from JST and the spliced GDP,399085.3,130870.5
DNK,1981,32.74646,Derived using data on central government revenue to GDP from JST and the spliced GDP,437803.8,143365.3
DNK,1982,32.22212,Derived using data on central government revenue to GDP from JST and the spliced GDP,500645.7,161318.7
DNK,1983,33.42646,Derived using data on central government revenue to GDP from JST and the spliced GDP,551728.4,184423.3
DNK,1984,35.14813,Derived using data on central government revenue to GDP from JST and the spliced GDP,609681.6,214291.7
DNK,1985,36.37233,Derived using data on central government revenue to GDP from JST and the spliced GDP,661770.8,240701.5
DNK,1986,38.0105,Derived using data on central government revenue to GDP from JST and the spliced GDP,709974.7,269864.9
DNK,1987,37.94636,Derived using data on central government revenue to GDP from JST and the spliced GDP,746847.5,283401.4
DNK,1988,37.61744,Derived using data on central government revenue to GDP from JST and the spliced GDP,777758.8,292572.9
DNK,1989,36.82579,Derived using data on central government revenue to GDP from JST and the spliced GDP,821024.6,302348.8
DNK,1990,36.15211,Derived using data on central government revenue to GDP from JST and the spliced GDP,855374.3,309235.9
DNK,1991,35.14376,Derived using data on central government revenue to GDP from JST and the spliced GDP,890268.1,312873.7
DNK,1992,36.25069,Derived using data on central government revenue to GDP from JST and the spliced GDP,923321.1,334710.3
DNK,1993,37.52705,Derived using data on central government revenue to GDP from JST and the spliced GDP,927919.4,348220.8
DNK,1994,37.92823,Derived using data on central government revenue to GDP from JST and the spliced GDP,992367.6,376387.5
DNK,1995,38.4,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1035595,397668.5
DNK,1996,39,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1087147,423987.3
DNK,1997,38.2,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1144173,437073.9
DNK,1998,38.5,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1185218,456308.9
DNK,1999,38.2,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1240980,474054.5
DNK,2000,37.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1325983,498569.4
DNK,2001,36.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1372277,502253.2
DNK,2002,36.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1411479,516601.4
DNK,2003,36.5,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1438893,525196.1
DNK,2004,38.1,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1509674,575185.9
DNK,2005,39.7,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1590079,631261.2
DNK,2006,38.5,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1685241,648817.7
DNK,2007,41,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1743144,714689.2
DNK,2008,39.9,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1809721,722078.7
DNK,2009,39.2,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1729529,677975.4
DNK,2010,39.7,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1812896,719719.6
DNK,2011,40.3,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1848531,744958
DNK,2012,40.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1892938,768532.8
DNK,2013,40.4,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1935555,781964.4
DNK,2014,42.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,1980261,843591.3
DNK,2015,39.6,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2030206,803961.4
DNK,2016,38.7,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2101520,813288.4
DNK,2017,38.7,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2189589,847371.1
DNK,2018,38.1,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2243542,854789.6
DNK,2019,40.4,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2303637,930669.3
DNK,2020,39.8,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2326591,925983.1
DNK,2021,41.1,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2567520,1055251
DNK,2022,36.4,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2844228,1035299
DNK,2023,37.8,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2804742,1060193
DNK,2024,38.8,Derived using data on central government revenue to GDP from EUS and the spliced GDP,2927346,1135810
DOM,1950,19.04762,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,458.6934,87.37016
DOM,1951,18.5567,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,557.5596,103.4647
DOM,1952,18.3908,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,600.0951,110.3623
DOM,1953,22.92871,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,596.6462,136.8033
DOM,1954,20.51282,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,627.6857,128.756
DOM,1955,23.04964,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,648.3786,149.449
DOM,1956,21.64297,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,727.7015,157.4962
DOM,1957,21.70868,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,820.8197,178.1891
DOM,1958,20.64343,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,857.6071,177.0395
DOM,1959,21.83908,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,800.1268,174.7403
DOM,1960,19.53552,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,841.5126,164.3939
DOM,1961,17.00288,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,818.6107,139.1874
DOM,1962,17.15909,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1031.367,176.9731
DOM,1963,17.2448,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1177.417,203.0432
DOM,1964,17.09706,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1283.545,219.4485
DOM,1965,12.57862,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1111.463,139.8067
DOM,1966,15.17691,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1231.357,186.882
DOM,1967,15.50802,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1295.059,200.838
DOM,1968,16.44909,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1350.501,222.145
DOM,1969,15.91078,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1539.979,245.0227
DOM,1970,16.15074,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1859.113,300.2605
DOM,1971,16.55669,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2085.636,345.3122
DOM,1972,15.85304,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2487.244,394.3039
DOM,1973,16.92964,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2934.532,496.8057
DOM,1974,17.50256,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3661.533,640.8619
DOM,1975,19.31092,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4504.297,869.8212
DOM,1976,15.73887,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4945.328,778.3386
DOM,1977,14.7809,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5740.786,848.54
DOM,1978,14.68103,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5925.132,869.8705
DOM,1979,13.43881,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6881.784,924.8297
DOM,1980,14.38697,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,8298.364,1193.883
DOM,1981,13.59571,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9094.573,1236.472
DOM,1982,10.334,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9967.499,1030.042
DOM,1983,11.58529,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,10791.99,1250.284
DOM,1984,12.19701,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,12959.73,1580.698
DOM,1985,12.36044,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,17486.55,2161.414
DOM,1986,14.25222,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,19749.27,2814.709
DOM,1987,15.45352,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,24449.56,3778.318
DOM,1988,16.43212,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,35483.59,5830.707
DOM,1989,14.41747,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,53055.12,7649.208
DOM,1990,11.30621,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,81181.48,9178.55
DOM,1991,10.80144,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,125238.3,13527.53
DOM,1992,16.40147,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,146178.7,23975.45
DOM,1993,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,164586.6,
DOM,1994,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,185524.8,
DOM,1995,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,214123,
DOM,1996,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,235250.3,
DOM,1997,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,280362.8,
DOM,1998,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,318649,
DOM,1999,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,350520.1,
DOM,2000,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,393303,
DOM,2001,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,427319.1,
DOM,2002,,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,477430.2,
DOM,2003,13.02485,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,628611.1,81875.66
DOM,2004,13.9838,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,935984.8,130886.3
DOM,2005,14.94783,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1083445,161951.5
DOM,2006,15.34547,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1261400,193567.7
DOM,2007,16.6595,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1458417,242964.9
DOM,2008,15.37858,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1661643,255537
DOM,2009,13.45112,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1736041,233517
DOM,2010,13.99104,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,1983202,277470.5
DOM,2011,13.81038,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2210214,305239.1
DOM,2012,14.10879,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2386016,336638
DOM,2013,14.93676,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2619770,391308.7
DOM,2014,14.73019,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,2925665,430955.9
DOM,2015,17.10242,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3205655,548244.5
DOM,2016,14.39149,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3487293,501873.4
DOM,2017,14.39119,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,3802656,547247.3
DOM,2018,14.66018,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4235847,620982.8
DOM,2019,14.85055,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4562235,677517.1
DOM,2020,14.25841,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,4456658,635448.7
DOM,2021,16.03752,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,5392714,864857.6
DOM,2022,15.76558,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6260564,987014.1
DOM,2023,16.17717,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,6820020,1103286
DZA,1950,17.6087,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3981.652,701.1169
DZA,1951,18.11321,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4587.556,830.9534
DZA,1952,17.90322,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5366.574,960.7899
DZA,1953,17.34375,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5539.689,960.7899
DZA,1954,18.84058,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5972.478,1125.25
DZA,1955,21.75676,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,6405.266,1393.578
DZA,1956,22.52747,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7876.746,1774.432
DZA,1957,22.07547,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9175.111,2025.449
DZA,1958,22.04918,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,10560.03,2328.401
DZA,1959,25.77465,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,12291.19,3168.01
DZA,1960,32.04546,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,11425.61,3661.389
DZA,1961,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,10148.06,
DZA,1962,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,8211.264,
DZA,1963,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,13167.54,
DZA,1964,25.60284,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,14193.06,3633.826
DZA,1965,25,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,15653.98,3913.496
DZA,1966,23.80952,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,15290.2,3640.524
DZA,1967,24.81482,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,17165.76,4259.653
DZA,1968,24.4385,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,19799.54,4838.712
DZA,1969,27.7561,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,22244.7,6174.261
DZA,1970,27.55458,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,25451.14,7012.956
DZA,1971,29.44681,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,26349.8,7759.175
DZA,1972,33.50365,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,32154.09,10772.79
DZA,1973,34.57944,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,36572.34,12646.51
DZA,1974,42.08633,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,55435.76,23330.88
DZA,1975,40.74675,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,61435.21,25032.85
DZA,1976,,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,73908.03,
DZA,1977,,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,87044.35,
DZA,1978,,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,104595.7,
DZA,1979,,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,127934,
DZA,1980,37.89723,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,162140.7,61446.83
DZA,1981,42.66893,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,191037.4,81513.61
DZA,1982,37.36609,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,207084.2,77379.24
DZA,1983,36.16217,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,233225.1,84339.27
DZA,1984,37.54301,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,263261.3,98836.19
DZA,1985,37.23936,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,290939.7,108344.1
DZA,1986,31.14767,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,295882.9,92160.66
DZA,1987,29.72658,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,312001.3,92747.29
DZA,1988,26.87748,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,346933.1,93246.88
DZA,1989,27.58321,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,421091.7,116150.6
DZA,1990,28.8961,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,553138.4,159835.5
DZA,1991,31.59609,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,860189.5,271786.3
DZA,1992,29.47812,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1072273,316085.7
DZA,1993,26.9054,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1187042,319378.5
DZA,1994,29.18926,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1484051,433183.5
DZA,1995,29.96758,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2000476,599494.1
DZA,1996,32.10728,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2564237,823306.7
DZA,1997,33.33098,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2773903,924569.2
DZA,1998,27.36313,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2824111,772765.3
DZA,1999,29.9483,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,3230899,967599.3
DZA,2000,38.26717,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,4114219,1574395
DZA,2001,34.98853,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,4251207,1487435
DZA,2002,35.4483,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,4527463,1604909
DZA,2003,37.59337,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,5252321,1974525
DZA,2004,36.25625,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,6149117,2229439
DZA,2005,40.76804,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,7561985,3082873
DZA,2006,42.81347,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,8501636,3639845
DZA,2007,42.81347,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,9352886,4004295
DZA,2008,39.42948,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.10e+07,4354475
DZA,2009,36.87791,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,9968025,3675999
DZA,2010,36.6324,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.20e+07,4392798
DZA,2011,39.6882,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.46e+07,5790100
DZA,2012,39.14868,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.62e+07,6345844
DZA,2013,35.78553,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.66e+07,5957546
DZA,2014,33.30537,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.72e+07,5738049
DZA,2015,30.56344,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.67e+07,5107969
DZA,2016,29.35739,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.75e+07,5141839
DZA,2017,32.19831,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,1.89e+07,6077810
DZA,2018,34.0436,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2.04e+07,6942690
DZA,2019,35.357,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,2.14e+07,7570125
ECU,2013,25.85884,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,96570.34,24971.96
ECU,2014,23.54941,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,102717.8,24189.44
ECU,2015,23.85798,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,97209.55,23192.24
ECU,2016,21.47974,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,97671.43,20979.57
ECU,2017,21.33011,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,104467.5,22283.03
ECU,2018,24.37513,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,107479,26198.14
ECU,2019,22.80211,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,107595.8,24534.12
ECU,2020,19.57893,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,95865.48,18769.44
ECU,2021,23.598,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,107435.1,25352.53
ECU,2022,24.60064,Derived using data on central government revenue to GDP from IMF_GFS and the spliced GDP,116586.1,28680.92
EGY,1951,2.186421,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1064.711,23.27906
EGY,1952,21.08051,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,992.42,209.2072
EGY,1953,23.1441,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1050.043,243.023
EGY,1954,24.42105,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1108.775,270.7745
EGY,1955,27.79886,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1165.126,323.8916
EGY,1956,23.67067,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1215.07,287.6152
EGY,1957,27.28758,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1292.706,352.7482
EGY,1958,31.21611,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1355.082,423.004
EGY,1959,32.36364,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1476.328,477.7934
EGY,1960,39.31686,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1562.619,614.3726
EGY,1961,37.69705,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1642.915,619.3307
EGY,1962,48.11633,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1767.95,850.6727
EGY,1963,45.93472,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,1884.983,865.8618
EGY,1964,43.85593,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2013.902,883.2156
EGY,1965,43.22493,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2379.376,1028.484
EGY,1966,39.86683,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,2898.378,1155.491
EGY,1967,23.78073,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3058.029,727.2218
EGY,1968,23.41097,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3071.438,719.0536
EGY,1969,25.07418,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3348.744,839.6702
EGY,1970,25.54695,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3540.354,904.4525
EGY,1971,,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3751.844,
EGY,1972,36.67965,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4011.728,1471.488
EGY,1973,21.74607,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,3816.173,829.8679
EGY,1974,18.92601,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4435.003,839.3693
EGY,1975,40.62628,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,4960.802,2015.389
EGY,1976,35.07011,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,5859.507,2054.935
EGY,1977,39.47625,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,7487.83,2955.915
EGY,1978,37.96486,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,9168.979,3480.99
EGY,1979,34.44092,Derived using data on central government revenue to GDP from Mitchell and the spliced GDP,10930.87,3764.694
EGY,1980,13.81226,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,14083.32,1945.225
EGY,1981,42.9347,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,19152.34,8223
EGY,1982,41.01427,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,22583.77,9262.569
EGY,1983,39.3089,Derived using data on central government revenue to GDP from AFDB and the spliced GDP,28783.24,11314.37
