ISO3,countryname,year,HPI,BIS,DallasFED,EUS,JST,OECD_HPI,CS2,CS1,chainlinking_ratio,source,source_change,source_change_count
AUS,Australia,1870,1.305379,,,,.1105002,,,,11.81336,JST,,
AUS,Australia,1871,1.246044,,,,.1054775,,,,11.81336,JST,,
AUS,Australia,1872,1.285601,,,,.108826,,,,11.81336,JST,,
AUS,Australia,1873,1.246044,,,,.1054775,,,,11.81336,JST,,
AUS,Australia,1874,1.503164,,,,.1272427,,,,11.81336,JST,,
AUS,Australia,1875,1.503164,,,,.1272427,,,,11.81336,JST,,
AUS,Australia,1876,1.384493,,,,.1171972,,,,11.81336,JST,,
AUS,Australia,1877,1.384493,,,,.1171972,,,,11.81336,JST,,
AUS,Australia,1878,1.562499,,,,.1322654,,,,11.81336,JST,,
AUS,Australia,1879,1.602056,,,,.1356139,,,,11.81336,JST,,
AUS,Australia,1880,1.522942,,,,.1289169,,,,11.81336,JST,,
AUS,Australia,1881,1.522942,,,,.1289169,,,,11.81336,JST,,
AUS,Australia,1882,1.588211,,,,.1344419,,,,11.81336,JST,,
AUS,Australia,1883,1.65348,,,,.1399669,,,,11.81336,JST,,
AUS,Australia,1884,1.740505,,,,.1473336,,,,11.81336,JST,,
AUS,Australia,1885,1.827531,,,,.1547003,,,,11.81336,JST,,
AUS,Australia,1886,1.936312,,,,.1639087,,,,11.81336,JST,,
AUS,Australia,1887,2.06685,,,,.1749587,,,,11.81336,JST,,
AUS,Australia,1888,2.262657,,,,.1915337,,,,11.81336,JST,,
AUS,Australia,1889,2.501976,,,,.2117921,,,,11.81336,JST,,
AUS,Australia,1890,2.175632,,,,.184167,,,,11.81336,JST,,
AUS,Australia,1891,2.153875,,,,.1823254,,,,11.81336,JST,,
AUS,Australia,1892,1.762262,,,,.1491753,,,,11.81336,JST,,
AUS,Australia,1893,1.435917,,,,.1215502,,,,11.81336,JST,,
AUS,Australia,1894,1.24011,,,,.1049752,,,,11.81336,JST,,
AUS,Australia,1895,1.087816,,,,.0920835,,,,11.81336,JST,,
AUS,Australia,1896,1.24011,,,,.1049752,,,,11.81336,JST,,
AUS,Australia,1897,1.414161,,,,.1197086,,,,11.81336,JST,,
AUS,Australia,1898,1.348892,,,,.1141836,,,,11.81336,JST,,
AUS,Australia,1899,1.305379,,,,.1105002,,,,11.81336,JST,,
AUS,Australia,1900,1.47943,,,,.1252336,,,,11.81336,JST,,
AUS,Australia,1901,1.621293,,,,.1372423,,,,11.81336,JST,,
AUS,Australia,1902,1.58076,,,,.1338112,,,,11.81336,JST,,
AUS,Australia,1903,1.540228,,,,.1303802,,,,11.81336,JST,,
AUS,Australia,1904,1.47943,,,,.1252336,,,,11.81336,JST,,
AUS,Australia,1905,1.459163,,,,.1235181,,,,11.81336,JST,,
AUS,Australia,1906,1.540228,,,,.1303802,,,,11.81336,JST,,
AUS,Australia,1907,1.661825,,,,.1406733,,,,11.81336,JST,,
AUS,Australia,1908,1.74289,,,,.1475355,,,,11.81336,JST,,
AUS,Australia,1909,1.763156,,,,.149251,,,,11.81336,JST,,
AUS,Australia,1910,1.783422,,,,.1509665,,,,11.81336,JST,,
AUS,Australia,1911,1.905019,,,,.1612597,,,,11.81336,JST,,
AUS,Australia,1912,2.026616,,,,.1715529,,,,11.81336,JST,,
AUS,Australia,1913,2.168479,,,,.1835616,,,,11.81336,JST,,
AUS,Australia,1914,2.209011,,,,.1869926,,,,11.81336,JST,,
AUS,Australia,1915,2.26981,,,,.1921392,,,,11.81336,JST,,
AUS,Australia,1916,2.350874,,,,.1990013,,,,11.81336,JST,,
AUS,Australia,1917,2.431939,,,,.2058634,,,,11.81336,JST,,
AUS,Australia,1918,2.614334,,,,.2213032,,,,11.81336,JST,,
AUS,Australia,1919,2.958859,,,,.2504672,,,,11.81336,JST,,
AUS,Australia,1920,3.343916,,,,.2830622,,,,11.81336,JST,,
AUS,Australia,1921,3.506046,,,,.2967865,,,,11.81336,JST,,
AUS,Australia,1922,3.58711,,,,.3036486,,,,11.81336,JST,,
AUS,Australia,1923,3.627642,,,,.3070796,,,,11.81336,JST,,
AUS,Australia,1924,3.627642,,,,.3070796,,,,11.81336,JST,,
AUS,Australia,1925,3.627642,,,,.3070796,,,,11.81336,JST,,
AUS,Australia,1926,3.668175,,,,.3105107,,,,11.81336,JST,,
AUS,Australia,1927,3.688441,,,,.3122262,,,,11.81336,JST,,
AUS,Australia,1928,3.830304,,,,.3242349,,,,11.81336,JST,,
AUS,Australia,1929,3.931635,,,,.3328125,,,,11.81336,JST,,
AUS,Australia,1930,3.222319,,,,.272769,,,,11.81336,JST,,
AUS,Australia,1931,2.776464,,,,.2350274,,,,11.81336,JST,,
AUS,Australia,1932,2.654867,,,,.2247342,,,,11.81336,JST,,
AUS,Australia,1933,2.553536,,,,.2161566,,,,11.81336,JST,,
AUS,Australia,1934,2.695399,,,,.2281653,,,,11.81336,JST,,
AUS,Australia,1935,2.918327,,,,.2470361,,,,11.81336,JST,,
AUS,Australia,1936,3.019657,,,,.2556137,,,,11.81336,JST,,
AUS,Australia,1937,3.120988,,,,.2641914,,,,11.81336,JST,,
AUS,Australia,1938,3.181787,,,,.269338,,,,11.81336,JST,,
AUS,Australia,1939,3.262851,,,,.2762001,,,,11.81336,JST,,
AUS,Australia,1940,3.343916,,,,.2830622,,,,11.81336,JST,,
AUS,Australia,1941,3.607376,,,,.3053641,,,,11.81336,JST,,
AUS,Australia,1942,3.911369,,,,.331097,,,,11.81336,JST,,
AUS,Australia,1943,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1944,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1945,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1946,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1947,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1948,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1949,4.11403,,,,.3482523,,,,11.81336,JST,,
AUS,Australia,1950,9.565627,,,,.8097295,,,,11.81336,JST,,
AUS,Australia,1951,11.16665,,,,.9452562,,,,11.81336,JST,,
AUS,Australia,1952,11.02479,,,,.9332476,,,,11.81336,JST,,
AUS,Australia,1953,10.88293,,,,.9212388,,,,11.81336,JST,,
AUS,Australia,1954,11.20719,,,,.9486873,,,,11.81336,JST,,
AUS,Australia,1955,11.51118,,,,.9744202,,,,11.81336,JST,,
AUS,Australia,1956,12.74741,,,,1.079067,,,,11.81336,JST,,
AUS,Australia,1957,14.12551,,,,1.195723,,,,11.81336,JST,,
AUS,Australia,1958,14.53084,,,,1.230034,,,,11.81336,JST,,
AUS,Australia,1959,14.93616,,,,1.264345,,,,11.81336,JST,,
AUS,Australia,1960,17.04384,,,,1.44276,,,,11.81336,JST,,
AUS,Australia,1961,15.44281,,,,1.307233,,,,11.81336,JST,,
AUS,Australia,1962,17.1857,,,,1.454768,,,,11.81336,JST,,
AUS,Australia,1963,19.31365,,,,1.634899,,,,11.81336,JST,,
AUS,Australia,1964,20.12429,,,,1.70352,,,,11.81336,JST,,
AUS,Australia,1965,20.97547,,,,1.775572,,,,11.81336,JST,,
AUS,Australia,1966,21.74559,,,,1.840762,,,,11.81336,JST,,
AUS,Australia,1967,22.55623,,,,1.909383,,,,11.81336,JST,,
AUS,Australia,1968,24.15726,,,,2.04491,,,,11.81336,JST,,
AUS,Australia,1969,26.20414,,,,2.218179,,,,11.81336,JST,1,1
AUS,Australia,1970,28.94007,28.94007,,,2.449775,26.11808,,,1,BIS,,
AUS,Australia,1971,30.43398,30.43398,,,2.765432,27.22396,,,1,BIS,,
AUS,Australia,1972,32.74933,32.74933,,,3.046779,28.60093,,,1,BIS,,
AUS,Australia,1973,10.64985,10.64985,,,3.6678,31.69598,,,1,BIS,,
AUS,Australia,1974,-2.007721,-2.007721,,,4.431211,33.65052,,,1,BIS,,
AUS,Australia,1975,35.26347,35.26347,4.758596,,4.969886,31.85068,,,1,BIS,,
AUS,Australia,1976,33.82193,33.82193,5.309576,,5.61321,31.13725,,,1,BIS,,
AUS,Australia,1977,-1.691257,-1.691257,5.753868,,6.131299,30.54078,,,1,BIS,,
AUS,Australia,1978,32.06162,32.06162,6.199621,,6.464112,29.61452,,,1,BIS,,
AUS,Australia,1979,5.09795,5.09795,7.357117,,6.905003,30.57475,,,1,BIS,,
AUS,Australia,1980,35.56592,35.56592,8.568743,,8.147045,31.32538,,,1,BIS,,
AUS,Australia,1981,36.16566,36.16566,9.82053,,9.358209,33.01588,,,1,BIS,,
AUS,Australia,1982,32.42493,32.42493,9.860011,,9.8986,31.00045,,,1,BIS,,
AUS,Australia,1983,32.95444,32.95444,10.76762,,10.42184,29.98129,,,1,BIS,,
AUS,Australia,1984,35.3674,35.3674,12.00251,,11.75652,31.42956,,,1,BIS,,
AUS,Australia,1985,1.538869,1.538869,13.30408,,12.84759,32.47628,,,1,BIS,,
AUS,Australia,1986,33.89135,33.89135,14.24151,,13.77741,32.13121,,,1,BIS,,
AUS,Australia,1987,34.45816,34.45816,15.52165,,14.46628,31.53047,,,1,BIS,,
AUS,Australia,1988,42.56836,42.56836,20.64219,,17.72818,36.10155,,,1,BIS,,
AUS,Australia,1989,43.65025,43.65025,22.80242,,22.09599,42.32426,,,1,BIS,,
AUS,Australia,1990,41.28689,41.28689,23.04245,,22.44787,40.37988,,,1,BIS,,
AUS,Australia,1991,2.326416,2.326416,24.00255,,22.58896,39.94846,,,1,BIS,,
AUS,Australia,1992,.2951403,.2951403,24.16257,,23.15988,39.8225,,,1,BIS,,
AUS,Australia,1993,42.84834,42.84834,24.88264,,23.80954,40.02583,,,1,BIS,,
AUS,Australia,1994,43.17997,43.17997,25.68273,,24.65607,40.81258,,,1,BIS,,
AUS,Australia,1995,41.19785,41.19785,25.76274,,25.0777,40.19036,,,1,BIS,,
AUS,Australia,1996,41.26628,41.26628,26.16278,,25.40581,39.72511,,,1,BIS,,
AUS,Australia,1997,5.673778,5.673778,27.76295,,26.19492,40.78077,,,1,BIS,,
AUS,Australia,1998,4.337884,4.337884,29.60315,,28.79358,43.19331,,,1,BIS,,
AUS,Australia,1999,6.669653,6.669653,32.40344,,30.66054,45.79861,,,1,BIS,,
AUS,Australia,2000,49.83757,49.83757,34.48367,,33.71528,47.96109,,,1,BIS,,
AUS,Australia,2001,10.71677,10.71677,39.84423,,36.51736,51.5437,,,1,BIS,,
AUS,Australia,2002,13.71314,13.71314,47.68507,,43.99015,59.61802,,,1,BIS,,
AUS,Australia,2003,74.75221,74.75221,56.88604,,51.99635,68.97299,,,1,BIS,,
AUS,Australia,2004,-1.944732,-1.944732,57.04606,,55.38359,72.24697,,,1,BIS,,
AUS,Australia,2005,72.79963,72.79963,58.3262,,56.17542,72.01003,,,1,BIS,,
AUS,Australia,2006,4.515432,4.515432,64.00681,,60.57443,74.32941,,,1,BIS,,
AUS,Australia,2007,84.21249,84.21249,72.96775,,67.4369,79.6705,,,1,BIS,,
AUS,Australia,2008,77.9711,77.9711,70.00744,,70.38423,80.24817,,,1,BIS,,
AUS,Australia,2009,10.69125,10.69125,79.68847,,72.80369,81.37245,,,1,BIS,,
AUS,Australia,2010,1.457233,1.457233,83.44887,,81.60172,89.02513,,,1,BIS,,
AUS,Australia,2011,-6.104532,-6.104532,79.61086,,79.4902,85.23254,,,1,BIS,,
AUS,Australia,2012,.7102817,.7102817,81.16416,,78.87433,83.06112,,,1,BIS,,
AUS,Australia,2013,89.17912,89.17912,87.09941,,84.1,86.59194,,,1,BIS,,
AUS,Australia,2014,93.59087,93.59087,92.98561,,91.7,92.88044,,,1,BIS,,
AUS,Australia,2015,100,100,100,,100,100,,,1,BIS,,
AUS,Australia,2016,106.0911,106.0911,106.5402,,105.5,104.8537,,,1,BIS,,
AUS,Australia,2017,109.2866,109.2866,112.7698,,114.3,112.2366,,,1,BIS,,
AUS,Australia,2018,101.8424,101.8424,108.1426,,112.6556,108.8032,,,1,BIS,,
AUS,Australia,2019,.5777897,.5777897,112.2956,,108.076,102.5419,,,1,BIS,,
AUS,Australia,2020,2.444186,2.444186,120.8143,,113.9083,106.793,,,1,BIS,,
AUS,Australia,2021,125.8366,125.8366,149.9019,,,122.7475,,,1,BIS,,
AUS,Australia,2022,113.1096,113.1096,145.6835,,,124.4217,,,1,BIS,,
AUS,Australia,2023,2.737185,2.737185,152.6815,,,119.1123,,,1,BIS,,
AUS,Australia,2024,2.887253,2.887253,,,,122.2225,,,1,BIS,,
AUS,Australia,2025,120.2825,120.2825,,,,,,,1,BIS,,
AUT,Austria,1986,792.1489,792.1489,,,,,,,1,BIS,,
AUT,Austria,1987,894.1238,894.1238,,,,,,,1,BIS,,
AUT,Austria,1988,1000.644,1000.644,,,,,,,1,BIS,,
AUT,Austria,1989,1175.501,1175.501,,,,,,,1,BIS,,
AUT,Austria,1990,345.5538,345.5538,,,,,,,1,BIS,,
AUT,Austria,1991,1651.198,1651.198,,,,,,,1,BIS,,
AUT,Austria,1992,1744.073,1744.073,,,,,,,1,BIS,,
AUT,Austria,1993,-20.77169,-20.77169,,,,,,,1,BIS,,
AUT,Austria,1994,-95.9557,-95.9557,,,,,,,1,BIS,,
AUT,Austria,1995,1540.961,1540.961,,,,,,,1,BIS,,
AUT,Austria,1996,1519.295,1519.295,,,,,,,1,BIS,,
AUT,Austria,1997,28.97093,28.97093,,,,,,,1,BIS,,
AUT,Austria,1998,-100.2566,-100.2566,,,,,,,1,BIS,,
AUT,Austria,1999,1412.496,1412.496,,,,,,,1,BIS,,
AUT,Austria,2000,1367.761,1367.761,,,,78.3979,,,1,BIS,,
AUT,Austria,2001,1339.573,1339.573,,,,77.25299,,,1,BIS,,
AUT,Austria,2002,1343.589,1343.589,,,,76.89728,,,1,BIS,,
AUT,Austria,2003,16.56956,16.56956,,,,75.96977,,,1,BIS,,
AUT,Austria,2004,-39.81032,-39.81032,,,,73.2789,,,1,BIS,,
AUT,Austria,2005,1349.515,1349.515,,,,75.15908,,,1,BIS,,
AUT,Austria,2006,1362.048,1362.048,,,,76.64172,,,1,BIS,,
AUT,Austria,2007,1373.836,1373.836,,,,78.30453,,,1,BIS,,
AUT,Austria,2008,1387.931,1387.931,,,,77.57201,,,1,BIS,,
AUT,Austria,2009,1409.485,1409.485,,,,80.369,,,1,BIS,,
AUT,Austria,2010,75.54684,75.54684,,77.32,,85.86216,,,1,BIS,,
AUT,Austria,2011,22.84842,22.84842,,81.47,,87.76855,,,1,BIS,,
AUT,Austria,2012,124.9428,124.9428,,86.86,,91.47774,,,1,BIS,,
AUT,Austria,2013,1672.414,1672.414,,91.2,,94.16016,,,1,BIS,,
AUT,Austria,2014,14.93827,14.93827,,94.68,,95.95081,,,1,BIS,,
AUT,Austria,2015,100,100,,100,,100,,,1,BIS,,
AUT,Austria,2016,1861.561,1861.561,,106.71,,105.29,,,1,BIS,,
AUT,Austria,2017,1906.488,1906.488,,112.14,,108.6251,,,1,BIS,,
AUT,Austria,2018,2005.742,2005.742,,118.83,,112.7155,,,1,BIS,,
AUT,Austria,2019,25.10214,25.10214,,125.97,,117.457,,,1,BIS,,
AUT,Austria,2020,126.732,126.732,,135.52,,125.099,,,1,BIS,,
AUT,Austria,2021,2395.445,2395.445,,151.02,,136.8055,,,1,BIS,,
AUT,Austria,2022,2279.564,2279.564,,168.49,,141.8389,,,1,BIS,,
AUT,Austria,2023,2111.307,2111.307,,163.68,,127.4346,,,1,BIS,,
AUT,Austria,2024,-43.39149,-43.39149,,163.06,,122.9195,,,1,BIS,,
AUT,Austria,2025,2004.664,2004.664,,,,,,,1,BIS,,
BEL,Belgium,1878,.7946021,,,,.1434982,,,,5.537366,JST,,
BEL,Belgium,1879,.8203885,,,,.148155,,,,5.537366,JST,,
BEL,Belgium,1880,.6279457,,,,.1134015,,,,5.537366,JST,,
BEL,Belgium,1881,.6246031,,,,.1127979,,,,5.537366,JST,,
BEL,Belgium,1882,.727271,,,,.1313388,,,,5.537366,JST,,
BEL,Belgium,1883,.7263159,,,,.1311663,,,,5.537366,JST,,
BEL,Belgium,1884,.5673,,,,.1024494,,,,5.537366,JST,,
BEL,Belgium,1885,.5840134,,,,.1054677,,,,5.537366,JST,,
BEL,Belgium,1886,.5682551,,,,.1026219,,,,5.537366,JST,,
BEL,Belgium,1887,.6160076,,,,.1112456,,,,5.537366,JST,,
BEL,Belgium,1888,.6446591,,,,.1164198,,,,5.537366,JST,,
BEL,Belgium,1889,.6398839,,,,.1155574,,,,5.537366,JST,,
BEL,Belgium,1890,.5396036,,,,.0974477,,,,5.537366,JST,,
BEL,Belgium,1891,.5443788,,,,.0983101,,,,5.537366,JST,,
BEL,Belgium,1892,.5539293,,,,.1000348,,,,5.537366,JST,,
BEL,Belgium,1893,.6828611,,,,.1233188,,,,5.537366,JST,,
BEL,Belgium,1894,.5587046,,,,.1008972,,,,5.537366,JST,,
BEL,Belgium,1895,.6160076,,,,.1112456,,,,5.537366,JST,,
BEL,Belgium,1896,.6589849,,,,.1190069,,,,5.537366,JST,,
BEL,Belgium,1897,.6494344,,,,.1172822,,,,5.537366,JST,,
BEL,Belgium,1898,.6637601,,,,.1198693,,,,5.537366,JST,,
BEL,Belgium,1899,.6876364,,,,.1241811,,,,5.537366,JST,,
BEL,Belgium,1900,.6637601,,,,.1198693,,,,5.537366,JST,,
BEL,Belgium,1901,.7067375,,,,.1276306,,,,5.537366,JST,,
BEL,Belgium,1902,.7353889,,,,.1328048,,,,5.537366,JST,,
BEL,Belgium,1903,.6924117,,,,.1250435,,,,5.537366,JST,,
BEL,Belgium,1904,.7449394,,,,.1345296,,,,5.537366,JST,,
BEL,Belgium,1905,.7258384,,,,.1310801,,,,5.537366,JST,,
BEL,Belgium,1906,.7162879,,,,.1293554,,,,5.537366,JST,,
BEL,Belgium,1907,.7592652,,,,.1371167,,,,5.537366,JST,,
BEL,Belgium,1908,.7162879,,,,.1293554,,,,5.537366,JST,,
BEL,Belgium,1909,.75449,,,,.1362543,,,,5.537366,JST,,
BEL,Belgium,1910,.8165682,,,,.1474651,,,,5.537366,JST,,
BEL,Belgium,1911,.7831414,,,,.1414285,,,,5.537366,JST,,
BEL,Belgium,1912,.8022425,,,,.144878,,,,5.537366,JST,,
BEL,Belgium,1913,.8213435,,,,.1483275,,,,5.537366,JST,,
BEL,Belgium,1914,,,,,,,,,5.537366,JST,,
BEL,Belgium,1915,,,,,,,,,5.537366,JST,,
BEL,Belgium,1916,,,,,,,,,5.537366,JST,,
BEL,Belgium,1917,,,,,,,,,5.537366,JST,,
BEL,Belgium,1918,,,,,,,,,5.537366,JST,,
BEL,Belgium,1919,.9932526,,,,.1793728,,,,5.537366,JST,,
BEL,Belgium,1920,1.254192,,,,.2264961,,,,5.537366,JST,,
BEL,Belgium,1921,1.683479,,,,.3040216,,,,5.537366,JST,,
BEL,Belgium,1922,2.255862,,,,.407389,,,,5.537366,JST,,
BEL,Belgium,1923,2.802993,,,,.506196,,,,5.537366,JST,,
BEL,Belgium,1924,3.097601,,,,.5593998,,,,5.537366,JST,,
BEL,Belgium,1925,3.03868,,,,.548759,,,,5.537366,JST,,
BEL,Belgium,1926,3.964593,,,,.7159709,,,,5.537366,JST,,
BEL,Belgium,1927,4.402297,,,,.7950165,,,,5.537366,JST,,
BEL,Belgium,1928,5.151445,,,,.9303061,,,,5.537366,JST,,
BEL,Belgium,1929,6.986438,,,,1.26169,,,,5.537366,JST,,
BEL,Belgium,1930,6.506646,,,,1.175044,,,,5.537366,JST,,
BEL,Belgium,1931,6.62449,,,,1.196325,,,,5.537366,JST,,
BEL,Belgium,1932,6.01002,,,,1.085357,,,,5.537366,JST,,
BEL,Belgium,1933,5.244037,,,,.9470273,,,,5.537366,JST,,
BEL,Belgium,1934,4.435967,,,,.801097,,,,5.537366,JST,,
BEL,Belgium,1935,4.671654,,,,.84366,,,,5.537366,JST,,
BEL,Belgium,1936,4.579063,,,,.8269388,,,,5.537366,JST,,
BEL,Belgium,1937,4.444385,,,,.8026171,,,,5.537366,JST,,
BEL,Belgium,1938,4.486472,,,,.8102176,,,,5.537366,JST,,
BEL,Belgium,1939,4.16661,,,,.7524535,,,,5.537366,JST,,
BEL,Belgium,1940,4.536976,,,,.8193383,,,,5.537366,JST,,
BEL,Belgium,1941,6.447725,,,,1.164403,,,,5.537366,JST,,
BEL,Belgium,1942,8.122786,,,,1.466904,,,,5.537366,JST,,
BEL,Belgium,1943,9.385395,,,,1.694921,,,,5.537366,JST,,
BEL,Belgium,1944,11.06887,,,,1.998942,,,,5.537366,JST,,
BEL,Belgium,1945,12.49141,,,,2.255841,,,,5.537366,JST,,
BEL,Belgium,1946,14.78095,,,,2.66931,,,,5.537366,JST,,
BEL,Belgium,1947,14.34324,,,,2.590264,,,,5.537366,JST,,
BEL,Belgium,1948,15.30282,,,,2.763556,,,,5.537366,JST,,
BEL,Belgium,1949,15.44592,,,,2.789398,,,,5.537366,JST,,
BEL,Belgium,1950,14.78095,,,,2.66931,,,,5.537366,JST,,
BEL,Belgium,1951,14.6126,,,,2.638908,,,,5.537366,JST,,
BEL,Belgium,1952,15.60585,,,,2.81828,,,,5.537366,JST,,
BEL,Belgium,1953,16.42234,,,,2.965731,,,,5.537366,JST,,
BEL,Belgium,1954,17.24724,,,,3.114702,,,,5.537366,JST,,
BEL,Belgium,1955,17.40717,,,,3.143584,,,,5.537366,JST,,
BEL,Belgium,1956,18.56036,,,,3.351838,,,,5.537366,JST,,
BEL,Belgium,1957,19.87347,,,,3.588975,,,,5.537366,JST,,
BEL,Belgium,1958,20.0334,,,,3.617857,,,,5.537366,JST,,
BEL,Belgium,1959,20.36168,,,,3.677141,,,,5.537366,JST,,
BEL,Belgium,1960,21.34651,,,,3.854994,,,,5.537366,JST,,
BEL,Belgium,1961,21.93947,,,,3.962077,,,,5.537366,JST,,
BEL,Belgium,1962,23.12539,,,,4.176244,,,,5.537366,JST,,
BEL,Belgium,1963,25.0525,,,,4.524264,,,,5.537366,JST,,
BEL,Belgium,1964,28.46202,,,,5.139992,,,,5.537366,JST,,
BEL,Belgium,1965,30.98209,,,,5.595096,,,,5.537366,JST,,
BEL,Belgium,1966,33.50217,,,,6.050199,,,,5.537366,JST,,
BEL,Belgium,1967,38.54232,,,,6.960406,,,,5.537366,JST,,
BEL,Belgium,1968,35.874,,,,6.478532,,,,5.537366,JST,,
BEL,Belgium,1969,38.69056,,,,6.987177,,,,5.537366,JST,1,1
BEL,Belgium,1970,38.27762,38.27762,,,6.912604,37.89627,,,1,BIS,,
BEL,Belgium,1971,37.24403,37.24403,,,6.859369,35.70525,,,1,BIS,,
BEL,Belgium,1972,5.352022,5.352022,,,7.460898,36.76905,,,1,BIS,,
BEL,Belgium,1973,6.730794,6.730794,,,8.528018,39.60903,,,1,BIS,,
BEL,Belgium,1974,-1.506404,-1.506404,,,9.808938,40.39244,,,1,BIS,,
BEL,Belgium,1975,5.935987,5.935987,12.18486,,11.32405,41.48323,,,1,BIS,,
BEL,Belgium,1976,12.26464,12.26464,14.9091,,14.04068,46.62196,,,1,BIS,,
BEL,Belgium,1977,54.59339,54.59339,17.67555,,16.70011,50.65427,,,1,BIS,,
BEL,Belgium,1978,56.83558,56.83558,19.60741,,18.8957,54.27256,,,1,BIS,,
BEL,Belgium,1979,1.080966,1.080966,21.11488,,20.69333,56.65415,,,1,BIS,,
BEL,Belgium,1980,51.34427,51.34427,20.17939,,20.863,51.59306,,,1,BIS,,
BEL,Belgium,1981,46.05197,46.05197,19.30911,,19.67884,45.42248,,,1,BIS,,
BEL,Belgium,1982,-9.707277,-9.707277,18.89348,,18.97138,40.82632,,,1,BIS,,
BEL,Belgium,1983,37.92385,37.92385,18.5526,,18.65586,37.513,,,1,BIS,,
BEL,Belgium,1984,36.87476,36.87476,18.87796,,18.8907,36.247,,,1,BIS,,
BEL,Belgium,1985,-1.393875,-1.393875,19.44993,,19.23055,35.03386,,,1,BIS,,
BEL,Belgium,1986,38.01101,38.01101,20.65177,,20.16037,36.53172,,,1,BIS,,
BEL,Belgium,1987,4.471337,4.471337,21.68513,,21.36047,38.23456,,,1,BIS,,
BEL,Belgium,1988,42.96296,42.96296,23.66889,,22.92177,40.83315,,,1,BIS,,
BEL,Belgium,1989,11.86684,11.86684,26.92495,,25.80286,44.78067,,,1,BIS,,
BEL,Belgium,1990,3.245564,3.245564,29.02803,,28.50929,48.21067,,,1,BIS,,
BEL,Belgium,1991,50.75122,50.75122,30.81525,,30.01328,48.88522,,,1,BIS,,
BEL,Belgium,1992,52.13276,52.13276,32.84483,,32.40391,51.20248,,,1,BIS,,
BEL,Belgium,1993,54.80937,54.80937,35.33377,,34.37906,52.58404,,,1,BIS,,
BEL,Belgium,1994,2.166572,2.166572,37.50992,,36.96516,54.71811,,,1,BIS,,
BEL,Belgium,1995,3.443378,3.443378,39.28641,,38.81635,56.32138,,,1,BIS,,
BEL,Belgium,1996,-.2739185,-.2739185,39.90152,,39.80893,57.18163,,,1,BIS,,
BEL,Belgium,1997,1.779039,1.779039,41.65648,,40.78569,57.73047,,,1,BIS,,
BEL,Belgium,1998,5.102584,5.102584,44.57518,,43.468,60.71347,,,1,BIS,,
BEL,Belgium,1999,4.087061,4.087061,47.49222,,46.87774,64.78048,,,1,BIS,,
BEL,Belgium,2000,3.25968,3.25968,49.89616,,49.06602,66.0599,,,1,BIS,,
BEL,Belgium,2001,67.80426,67.80426,51.99129,,51.41175,67.68028,,,1,BIS,,
BEL,Belgium,2002,72.38753,72.38753,55.53328,,54.42135,71.27078,,,1,BIS,,
BEL,Belgium,2003,5.276905,5.276905,58.89008,,57.70421,75.06121,,,1,BIS,,
BEL,Belgium,2004,6.671964,6.671964,63.5462,,61.30256,79.58584,,,1,BIS,,
BEL,Belgium,2005,9.899069,9.899069,72.73298,72.85,69.5438,86.40598,,,1,BIS,,
BEL,Belgium,2006,6.965131,6.965131,80.26703,80,77.68776,92.33743,,,1,BIS,,
BEL,Belgium,2007,3.826272,3.826272,86.51673,86.2,85.15868,96.9091,,,1,BIS,,
BEL,Belgium,2008,99.34861,99.34861,89.03395,89.95,89.31436,98.01683,,,1,BIS,,
BEL,Belgium,2009,-.5451719,-.5451719,89.52864,89.58,88.17001,98.20004,,,1,BIS,,
BEL,Belgium,2010,.2050194,.2050194,94.05607,91.6,92.78593,98.67608,,,1,BIS,,
BEL,Belgium,2011,-.2324606,-.2324606,97.42414,94.88,96.32825,99.55924,,,1,BIS,,
BEL,Belgium,2012,98.08523,98.08523,98.7019,97.11,97.81686,99.64967,,,1,BIS,,
BEL,Belgium,2013,98.4009,98.4009,98.38815,98.55,98.962,100.1173,,,1,BIS,,
BEL,Belgium,2014,99.20193,99.20193,99.10422,98.22,98.417,98.9902,,,1,BIS,,
BEL,Belgium,2015,100,100,100,100,100,100,,,1,BIS,,
BEL,Belgium,2016,.5463564,.5463564,103.0338,102.33,102.6405,100.8317,,,1,BIS,,
BEL,Belgium,2017,1.014831,1.014831,106.174,105.95,106.3727,102.3239,,,1,BIS,,
BEL,Belgium,2018,.1006836,.1006836,109.2764,109.15,109.4153,103.2828,,,1,BIS,,
BEL,Belgium,2019,3.625201,3.625201,114.1423,113.23,113.7787,105.6011,,,1,BIS,,
BEL,Belgium,2020,110.9923,110.9923,120.5775,118.09,118.5953,109.1308,,,1,BIS,,
BEL,Belgium,2021,.6909656,.6909656,128.9381,125.96,,113.4459,,,1,BIS,,
BEL,Belgium,2022,105.262,105.262,134.6971,132.93,,108.2679,,,1,BIS,,
BEL,Belgium,2023,107.2968,107.2968,134.8927,136.05,,104.1743,,,1,BIS,,
BEL,Belgium,2024,-.3497273,-.3497273,,140.42,,105.7081,,,1,BIS,,
