ISO3,countryname,year,HPI,BIS,DallasFED,EUS,JST,OECD_HPI,CS2,CS1,chainlinking_ratio,source,source_change,source_change_count
CYP,Cyprus,2005,98.95596,98.95596,,97.06,,,,,1,BIS,,
CYP,Cyprus,2006,24.62985,24.62985,,108.57,,,,,1,BIS,,
CYP,Cyprus,2007,24.59752,24.59752,,121.32,,,,,1,BIS,,
CYP,Cyprus,2008,8.122238,8.122238,,128.17,,,,,1,BIS,,
CYP,Cyprus,2009,-3.698676,-3.698676,,119.76,,,,,1,BIS,,
CYP,Cyprus,2010,-7.54748,-7.54748,,112.9,,,,,1,BIS,,
CYP,Cyprus,2011,-11.28013,-11.28013,,111.09,,,,,1,BIS,,
CYP,Cyprus,2012,115.7211,115.7211,,107.7,,,,,1,BIS,,
CYP,Cyprus,2013,108.05,108.05,,103.29,,,,,1,BIS,,
CYP,Cyprus,2014,-10.10349,-10.10349,,101.47,,,,,1,BIS,,
CYP,Cyprus,2015,100,100,,100,,,,,1,BIS,,
CYP,Cyprus,2016,100.0137,100.0137,,100.27,,,,,1,BIS,,
CYP,Cyprus,2017,2.526146,2.526146,,102.52,,,,,1,BIS,,
CYP,Cyprus,2018,101.9266,101.9266,,104.32,,,,,1,BIS,,
CYP,Cyprus,2019,3.301577,3.301577,,108.2,,,,,1,BIS,,
CYP,Cyprus,2020,106.0751,106.0751,,107.98,,,,,1,BIS,,
CYP,Cyprus,2021,-2.422864,-2.422864,,104.33,,,,,1,BIS,,
CYP,Cyprus,2022,-2.370265,-2.370265,,107.13,,,,,1,BIS,,
CYP,Cyprus,2023,108.4662,108.4662,,110.27,,,,,1,BIS,,
CYP,Cyprus,2024,111.6616,111.6616,,112.62,,,,,1,BIS,,
CYP,Cyprus,2025,3.815929,3.815929,,,,,,,1,BIS,,
CZE,Czech Republic,2008,110.2336,110.2336,,100.8,,110.0219,,,1,BIS,,
CZE,Czech Republic,2009,102.2958,102.2958,,96.9,,104.6886,,,1,BIS,,
CZE,Czech Republic,2010,100.2447,100.2447,,95.2,,100.4836,,,1,BIS,,
CZE,Czech Republic,2011,97.1076,97.1076,,95.3,,99.29164,,,1,BIS,,
CZE,Czech Republic,2012,-3.521664,-3.521664,,93.9,,96.05245,,,1,BIS,,
CZE,Czech Republic,2013,-1.041044,-1.041044,,93.9,,95.48114,,,1,BIS,,
CZE,Czech Republic,2014,95.76958,95.76958,,96.2,,96.71834,,,1,BIS,,
CZE,Czech Republic,2015,100,100,,100,,100,,,1,BIS,,
CZE,Czech Republic,2016,109.3065,109.3065,,107.2,,106.0313,,,1,BIS,,
CZE,Czech Republic,2017,5.691868,5.691868,,119.7,,115.0374,,,1,BIS,,
CZE,Czech Republic,2018,124.3381,124.3381,,130,,121.41,,,1,BIS,,
CZE,Czech Republic,2019,131.4696,131.4696,,141.9,,128.7651,,,1,BIS,,
CZE,Czech Republic,2020,6.182632,6.182632,,153.9,,135.5446,,,1,BIS,,
CZE,Czech Republic,2021,18.57148,18.57148,,184.2,,155.7007,,,1,BIS,,
CZE,Czech Republic,2022,152.8581,152.8581,,215.3,,159.3203,,,1,BIS,,
CZE,Czech Republic,2023,140.6567,140.6567,,211.7,,144.318,,,1,BIS,,
CZE,Czech Republic,2024,148.2415,148.2415,,222.3,,146.9256,,,1,BIS,,
CZE,Czech Republic,2025,149.7515,149.7515,,,,,,,1,BIS,,
DEU,Germany,1870,7.12e-12,,,,1.93e-12,,,,3.685568,JST,,
DEU,Germany,1871,8.63e-12,,,,2.34e-12,,,,3.685568,JST,,
DEU,Germany,1872,1.16e-11,,,,3.16e-12,,,,3.685568,JST,,
DEU,Germany,1873,1.26e-11,,,,3.41e-12,,,,3.685568,JST,,
DEU,Germany,1874,1.16e-11,,,,3.14e-12,,,,3.685568,JST,,
DEU,Germany,1875,1.17e-11,,,,3.16e-12,,,,3.685568,JST,,
DEU,Germany,1876,1.19e-11,,,,3.23e-12,,,,3.685568,JST,,
DEU,Germany,1877,1.12e-11,,,,3.05e-12,,,,3.685568,JST,,
DEU,Germany,1878,1.03e-11,,,,2.79e-12,,,,3.685568,JST,,
DEU,Germany,1879,1.03e-11,,,,2.79e-12,,,,3.685568,JST,,
DEU,Germany,1880,9.55e-12,,,,2.59e-12,,,,3.685568,JST,,
DEU,Germany,1881,1.09e-11,,,,2.96e-12,,,,3.685568,JST,,
DEU,Germany,1882,1.05e-11,,,,2.86e-12,,,,3.685568,JST,,
DEU,Germany,1883,1.06e-11,,,,2.88e-12,,,,3.685568,JST,,
DEU,Germany,1884,1.24e-11,,,,3.37e-12,,,,3.685568,JST,,
DEU,Germany,1885,1.20e-11,,,,3.26e-12,,,,3.685568,JST,,
DEU,Germany,1886,1.14e-11,,,,3.09e-12,,,,3.685568,JST,,
DEU,Germany,1887,1.47e-11,,,,3.99e-12,,,,3.685568,JST,,
DEU,Germany,1888,1.37e-11,,,,3.70e-12,,,,3.685568,JST,,
DEU,Germany,1889,1.45e-11,,,,3.94e-12,,,,3.685568,JST,,
DEU,Germany,1890,1.58e-11,,,,4.29e-12,,,,3.685568,JST,,
DEU,Germany,1891,1.73e-11,,,,4.69e-12,,,,3.685568,JST,,
DEU,Germany,1892,1.67e-11,,,,4.52e-12,,,,3.685568,JST,,
DEU,Germany,1893,1.71e-11,,,,4.65e-12,,,,3.685568,JST,,
DEU,Germany,1894,1.59e-11,,,,4.30e-12,,,,3.685568,JST,,
DEU,Germany,1895,1.65e-11,,,,4.48e-12,,,,3.685568,JST,,
DEU,Germany,1896,1.68e-11,,,,4.55e-12,,,,3.685568,JST,,
DEU,Germany,1897,1.76e-11,,,,4.78e-12,,,,3.685568,JST,,
DEU,Germany,1898,1.75e-11,,,,4.75e-12,,,,3.685568,JST,,
DEU,Germany,1899,2.03e-11,,,,5.50e-12,,,,3.685568,JST,,
DEU,Germany,1900,1.82e-11,,,,4.95e-12,,,,3.685568,JST,,
DEU,Germany,1901,1.67e-11,,,,4.52e-12,,,,3.685568,JST,,
DEU,Germany,1902,1.76e-11,,,,4.77e-12,,,,3.685568,JST,,
DEU,Germany,1903,1.76e-11,,,,4.78e-12,,,,3.685568,JST,,
DEU,Germany,1904,1.92e-11,,,,5.21e-12,,,,3.685568,JST,,
DEU,Germany,1905,2.22e-11,,,,6.02e-12,,,,3.685568,JST,,
DEU,Germany,1906,2.21e-11,,,,5.99e-12,,,,3.685568,JST,,
DEU,Germany,1907,2.45e-11,,,,6.64e-12,,,,3.685568,JST,,
DEU,Germany,1908,2.42e-11,,,,6.58e-12,,,,3.685568,JST,,
DEU,Germany,1909,2.34e-11,,,,6.35e-12,,,,3.685568,JST,,
DEU,Germany,1910,2.52e-11,,,,6.83e-12,,,,3.685568,JST,,
DEU,Germany,1911,2.57e-11,,,,6.98e-12,,,,3.685568,JST,,
DEU,Germany,1912,2.49e-11,,,,6.75e-12,,,,3.685568,JST,,
DEU,Germany,1913,2.93e-11,,,,7.96e-12,,,,3.685568,JST,,
DEU,Germany,1914,2.16e-11,,,,5.87e-12,,,,3.685568,JST,,
DEU,Germany,1915,2.16e-11,,,,5.85e-12,,,,3.685568,JST,,
DEU,Germany,1916,1.75e-11,,,,4.76e-12,,,,3.685568,JST,,
DEU,Germany,1917,1.99e-11,,,,5.41e-12,,,,3.685568,JST,,
DEU,Germany,1918,2.42e-11,,,,6.56e-12,,,,3.685568,JST,,
DEU,Germany,1919,2.80e-11,,,,7.60e-12,,,,3.685568,JST,,
DEU,Germany,1920,4.28e-11,,,,1.16e-11,,,,3.685568,JST,,
DEU,Germany,1921,4.72e-11,,,,1.28e-11,,,,3.685568,JST,,
DEU,Germany,1922,7.73e-11,,,,2.10e-11,,,,3.685568,JST,,
DEU,Germany,1923,,,,,,,,,3.685568,JST,,
DEU,Germany,1924,11.75124,,,,3.188446,,,,3.685568,JST,,
DEU,Germany,1925,13.0577,,,,3.542927,,,,3.685568,JST,,
DEU,Germany,1926,14.96838,,,,4.061349,,,,3.685568,JST,,
DEU,Germany,1927,19.11321,,,,5.18596,,,,3.685568,JST,,
DEU,Germany,1928,18.80621,,,,5.102663,,,,3.685568,JST,,
DEU,Germany,1929,22.19827,,,,6.023026,,,,3.685568,JST,,
DEU,Germany,1930,15.51245,,,,4.20897,,,,3.685568,JST,,
DEU,Germany,1931,14.45784,,,,3.922825,,,,3.685568,JST,,
DEU,Germany,1932,12.20219,,,,3.310802,,,,3.685568,JST,,
DEU,Germany,1933,12.7195,,,,3.451165,,,,3.685568,JST,,
DEU,Germany,1934,11.05879,,,,3.000566,,,,3.685568,JST,,
DEU,Germany,1935,10.90761,,,,2.959548,,,,3.685568,JST,,
DEU,Germany,1936,11.11236,,,,3.015102,,,,3.685568,JST,,
DEU,Germany,1937,11.61822,,,,3.152355,,,,3.685568,JST,,
DEU,Germany,1938,12.78547,,,,3.469064,,,,3.685568,JST,,
DEU,Germany,1939,,,,,,,,,3.685568,JST,,
DEU,Germany,1940,,,,,,,,,3.685568,JST,,
DEU,Germany,1941,,,,,,,,,3.685568,JST,,
DEU,Germany,1942,,,,,,,,,3.685568,JST,,
DEU,Germany,1943,,,,,,,,,3.685568,JST,,
DEU,Germany,1944,,,,,,,,,3.685568,JST,,
DEU,Germany,1945,,,,,,,,,3.685568,JST,,
DEU,Germany,1946,,,,,,,,,3.685568,JST,,
DEU,Germany,1947,,,,,,,,,3.685568,JST,,
DEU,Germany,1948,,,,,,,,,3.685568,JST,,
DEU,Germany,1949,,,,,,,,,3.685568,JST,,
DEU,Germany,1950,,,,,,,,,3.685568,JST,,
DEU,Germany,1951,,,,,,,,,3.685568,JST,,
DEU,Germany,1952,,,,,,,,,3.685568,JST,,
DEU,Germany,1953,,,,,,,,,3.685568,JST,,
DEU,Germany,1954,,,,,,,,,3.685568,JST,,
DEU,Germany,1955,,,,,,,,,3.685568,JST,,
DEU,Germany,1956,,,,,,,,,3.685568,JST,,
DEU,Germany,1957,,,,,,,,,3.685568,JST,,
DEU,Germany,1958,,,,,,,,,3.685568,JST,,
DEU,Germany,1959,,,,,,,,,3.685568,JST,,
DEU,Germany,1960,,,,,,,,,3.685568,JST,,
DEU,Germany,1961,,,,,,,,,3.685568,JST,,
DEU,Germany,1962,51.14189,,,,13.87626,,,,3.685568,JST,,
DEU,Germany,1963,59.46329,,,,16.13409,,,,3.685568,JST,,
DEU,Germany,1964,63.19057,,,,17.14541,,,,3.685568,JST,,
DEU,Germany,1965,75.49931,,,,20.48512,,,,3.685568,JST,,
DEU,Germany,1966,83.90737,,,,22.76647,,,,3.685568,JST,,
DEU,Germany,1967,91.622,,,,24.85967,,,,3.685568,JST,,
DEU,Germany,1968,99.77003,,,,27.07046,,,,3.685568,JST,,
DEU,Germany,1969,103.584,,,,28.1053,,,,3.685568,JST,1,1
DEU,Germany,1970,112.0788,112.0788,,,30.41017,104.1836,,,1,BIS,,
DEU,Germany,1971,116.603,116.603,,,32.50337,108.2947,,,1,BIS,,
DEU,Germany,1972,.0596731,.0596731,,,34.5988,110.1657,,,1,BIS,,
DEU,Germany,1973,116.5871,116.5871,,,37.00934,109.6845,,,1,BIS,,
DEU,Germany,1974,.2421971,.2421971,,,39.66677,108.8639,,,1,BIS,,
DEU,Germany,1975,-3.330547,-3.330547,44.89708,,40.34929,105.2077,,,1,BIS,,
DEU,Germany,1976,.0835782,.0835782,47.80973,,41.06264,103.6166,,,1,BIS,,
DEU,Germany,1977,2.142838,2.142838,51.61053,,43.22456,106.4924,,,1,BIS,,
DEU,Germany,1978,121.417,121.417,56.0848,,46.10101,112.0309,,,1,BIS,,
DEU,Germany,1979,2.787289,2.787289,59.87228,,51.14492,115.2911,,,1,BIS,,
DEU,Germany,1980,2.110755,2.110755,63.00727,,54.75291,116.1678,,,1,BIS,,
DEU,Germany,1981,-1.627978,-1.627978,67.89028,,58.35382,117.0668,,,1,BIS,,
DEU,Germany,1982,120.0163,120.0163,69.4902,,59.08122,112.5626,,,1,BIS,,
DEU,Germany,1983,-2.320868,-2.320868,68.6843,,59.08343,109.4154,,,1,BIS,,
DEU,Germany,1984,111.8252,111.8252,66.68841,,57.6391,104.4161,,,1,BIS,,
DEU,Germany,1985,109.782,109.782,65.45194,,57.63736,101.7241,,,1,BIS,,
DEU,Germany,1986,.6310605,.6310605,65.37087,,57.63887,103.0787,,,1,BIS,,
DEU,Germany,1987,-1.092358,-1.092358,65.08067,,56.91672,102.3451,,,1,BIS,,
DEU,Germany,1988,.5143206,.5143206,67.41863,,57.63604,102.2102,,,1,BIS,,
DEU,Germany,1989,111.5996,111.5996,69.59064,,59.79597,101.571,,,1,BIS,,
DEU,Germany,1990,3.703684,3.703684,70.90307,,64.11031,106.4006,,,1,BIS,,
DEU,Germany,1991,115.9567,115.9567,74.55212,,67.27811,108.029,,,1,BIS,,
DEU,Germany,1992,1.189327,1.189327,77.88609,,72.03146,108.9808,,,1,BIS,,
DEU,Germany,1993,.0258823,.0258823,81.26098,,75.98786,109.8383,,,1,BIS,,
DEU,Germany,1994,118.343,118.343,84.1843,,79.15841,111.9369,,,1,BIS,,
DEU,Germany,1995,116.5709,116.5709,85.22587,,79.95564,111.9347,,,1,BIS,,
DEU,Germany,1996,-2.931529,-2.931529,84.53477,,79.23686,109.682,,,1,BIS,,
DEU,Germany,1997,108.681,108.681,82.83795,,77.79877,106.5302,,,1,BIS,,
DEU,Germany,1998,-.650652,-.650652,82.56418,,76.35449,105.1793,,,1,BIS,,
DEU,Germany,1999,107.0473,107.0473,83.62185,,77.79197,104.6916,,,1,BIS,,
DEU,Germany,2000,105.7784,105.7784,84.69759,,77.79463,104.2028,,,1,BIS,,
DEU,Germany,2001,103.5209,103.5209,83.36301,,77.7969,102.1591,,,1,BIS,,
DEU,Germany,2002,-1.796123,-1.796123,82.51669,,75.63798,99.28375,,,1,BIS,,
DEU,Germany,2003,98.63129,98.63129,82.98681,,74.9153,97.9482,,,1,BIS,,
DEU,Germany,2004,95.80365,95.80365,80.8287,,73.47499,95.24866,,,1,BIS,,
DEU,Germany,2005,93.58479,93.58479,82.44458,83.3,72.03425,95.24139,,,1,BIS,,
DEU,Germany,2006,92.63136,92.63136,82.4725,83,72.03111,93.72811,,,1,BIS,,
DEU,Germany,2007,-2.515075,-2.515075,81.17148,81.2,72.78934,89.98091,,,1,BIS,,
DEU,Germany,2008,1.552758,1.552758,81.02697,82.3,73.24239,89.39683,,,1,BIS,,
DEU,Germany,2009,-1.444645,-1.444645,82.37698,83,73.61991,90.21876,,,1,BIS,,
DEU,Germany,2010,.209305,.209305,82.55357,83.9,75.50761,89.66719,,,1,BIS,,
DEU,Germany,2011,90.29477,90.29477,85.60339,86.8,79.58503,90.98157,,,1,BIS,,
DEU,Germany,2012,91.48437,91.48437,89.75375,89.8,87.17138,92.67255,,,1,BIS,,
DEU,Germany,2013,92.36238,92.36238,91.70979,92.6,92.6,94.0935,,,1,BIS,,
DEU,Germany,2014,94.9029,94.9029,94.63877,95.5,95.49999,95.99716,,,1,BIS,,
DEU,Germany,2015,100,100,100,100,99.99999,100,,,1,BIS,,
DEU,Germany,2016,6.614183,6.614183,108.3923,107.5,107.5273,106.7499,,,1,BIS,,
DEU,Germany,2017,4.281092,4.281092,115.4321,114.1,114.1038,111.4124,,,1,BIS,,
DEU,Germany,2018,3.75446,3.75446,122.8812,121.7,121.6808,116.8409,,,1,BIS,,
DEU,Germany,2019,4.697905,4.697905,131.0615,128.7,128.7073,121.8416,,,1,BIS,,
DEU,Germany,2020,134.2161,134.2161,143.1017,138.7,138.6848,130.5613,,,1,BIS,,
DEU,Germany,2021,144.3252,144.3252,162.1846,154.7,,141.0666,,,1,BIS,,
DEU,Germany,2022,-9.144986,-9.144986,156.1724,164.1,,140.29,,,1,BIS,,
DEU,Germany,2023,-9.721046,-9.721046,143.7793,150.3,,120.3897,,,1,BIS,,
DEU,Germany,2024,115.1936,115.1936,,148,,115.7819,,,1,BIS,,
DEU,Germany,2025,116.2929,116.2929,,,,,,,1,BIS,,
DNK,Denmark,1860,17.88515,,,,,,,.1899074,94.17827,CS1,,
DNK,Denmark,1861,18.6654,,,,,,,.1981923,94.17827,CS1,,
DNK,Denmark,1862,18.62108,,,,,,,.1977216,94.17827,CS1,,
DNK,Denmark,1863,21.13417,,,,,,,.224406,94.17827,CS1,,
DNK,Denmark,1864,18.26134,,,,,,,.1939019,94.17827,CS1,,
DNK,Denmark,1865,17.68359,,,,,,,.1877673,94.17827,CS1,,
DNK,Denmark,1866,19.1336,,,,,,,.2031637,94.17827,CS1,,
DNK,Denmark,1867,20.08376,,,,,,,.2132525,94.17827,CS1,,
DNK,Denmark,1868,22.61992,,,,,,,.240182,94.17827,CS1,,
DNK,Denmark,1869,23.39572,,,,,,,.2484195,94.17827,CS1,,
DNK,Denmark,1870,27.37545,,,,,,,.2906769,94.17827,CS1,,
DNK,Denmark,1871,32.03214,,,,,,,.3401225,94.17827,CS1,,
DNK,Denmark,1872,37.48097,,,,,,,.3979789,94.17827,CS1,,
DNK,Denmark,1873,37.14542,,,,,,,.394416,94.17827,CS1,,
DNK,Denmark,1874,36.81287,,,,,,,.390885,94.17827,CS1,,
DNK,Denmark,1875,36.4833,,,,.4068876,,,.3873855,94.17827,CS1,,
DNK,Denmark,1876,36.15668,,,,.4206804,,,.3839174,94.17827,CS1,,
DNK,Denmark,1877,35.83298,,,,.4172322,,,.3804804,94.17827,CS1,,
DNK,Denmark,1878,35.92403,,,,.396543,,,.3814471,94.17827,CS1,,
DNK,Denmark,1879,36.01531,,,,.3827502,,,.3824163,94.17827,CS1,,
DNK,Denmark,1880,36.10682,,,,.396543,,,.383388,94.17827,CS1,,
DNK,Denmark,1881,36.19856,,,,.396543,,,.3843622,94.17827,CS1,,
DNK,Denmark,1882,36.29053,,,,.4103358,,,.3853388,94.17827,CS1,,
DNK,Denmark,1883,37.86969,,,,.4103358,,,.4021065,94.17827,CS1,,
DNK,Denmark,1884,39.51757,,,,.4206804,,,.4196039,94.17827,CS1,,
DNK,Denmark,1885,41.23714,,,,.4103358,,,.4378626,94.17827,CS1,,
DNK,Denmark,1886,40.15243,,,,.3724056,,,.426345,94.17827,CS1,,
DNK,Denmark,1887,37.66637,,,,.3655092,,,.3999476,94.17827,CS1,,
DNK,Denmark,1888,37.6292,,,,.34482,,,.3995529,94.17827,CS1,,
DNK,Denmark,1889,36.70151,,,,.3551646,,,.3897025,94.17827,CS1,,
DNK,Denmark,1890,39.76661,,,,.3586128,,,.4222482,94.17827,CS1,,
DNK,Denmark,1891,37.01767,,,,.34482,,,.3930595,94.17827,CS1,,
DNK,Denmark,1892,36.71931,,,,.34482,,,.3898915,94.17827,CS1,,
DNK,Denmark,1893,40.64272,,,,.34482,,,.431551,94.17827,CS1,,
DNK,Denmark,1894,37.05547,,,,.3344754,,,.3934609,94.17827,CS1,,
DNK,Denmark,1895,30.06143,,,,.3344754,,,.3191971,94.17827,CS1,,
DNK,Denmark,1896,31.39299,,,,.327579,,,.3333358,94.17827,CS1,,
DNK,Denmark,1897,29.61881,,,,.3206826,,,.3144973,94.17827,CS1,,
DNK,Denmark,1898,31.46676,,,,.3206826,,,.3341191,94.17827,CS1,,
DNK,Denmark,1899,31.67701,,,,.3206826,,,.3363515,94.17827,CS1,,
DNK,Denmark,1900,30.7475,,,,.310338,,,.3264819,94.17827,CS1,,
DNK,Denmark,1901,30.99832,,,,.310338,,,.3291451,94.17827,CS1,,
DNK,Denmark,1902,32.07168,,,,.3241308,,,.3405422,94.17827,CS1,,
DNK,Denmark,1903,32.59484,,,,.3344754,,,.3460973,94.17827,CS1,,
DNK,Denmark,1904,33.85803,,,,.3482682,,,.35951,94.17827,CS1,,
DNK,Denmark,1905,34.65655,,,,.3586128,,,.3679888,94.17827,CS1,,
DNK,Denmark,1906,36.79053,,,,.3758538,,,.3906478,94.17827,CS1,,
DNK,Denmark,1907,38.69735,,,,.4034394,,,.4108946,94.17827,CS1,,
DNK,Denmark,1908,39.15512,,,,.4172322,,,.4157554,94.17827,CS1,,
DNK,Denmark,1909,40.91049,,,,.4206804,,,.4343942,94.17827,CS1,,
DNK,Denmark,1910,41.33384,,,,.4275768,,,.4388894,94.17827,CS1,,
DNK,Denmark,1911,43.79137,,,,.4551624,,,.4649838,94.17827,CS1,,
DNK,Denmark,1912,46.63094,,,,.4689552,,,.4951348,94.17827,CS1,,
DNK,Denmark,1913,50.3895,,,,.5206782,,,.5350438,94.17827,CS1,,
DNK,Denmark,1914,53.49754,,,,.5448156,,,.5680455,94.17827,CS1,,
DNK,Denmark,1915,54.30983,,,,.5930904,,,.5766705,94.17827,CS1,,
DNK,Denmark,1916,57.05991,,,,.637917,,,.6058713,94.17827,CS1,,
DNK,Denmark,1917,62.52221,,,,.7137774,,,.6638709,94.17827,CS1,,
DNK,Denmark,1918,75.26759,,,,.8965321,,,.7992034,94.17827,CS1,,
DNK,Denmark,1919,85.92374,,,,1.055149,,,.912352,94.17827,CS1,,
DNK,Denmark,1920,86.74635,,,,1.079287,,,.9210867,94.17827,CS1,,
DNK,Denmark,1921,86.46411,,,,1.017219,,,.9180899,94.17827,CS1,,
DNK,Denmark,1922,81.52842,,,,.8896356,,,.8656819,94.17827,CS1,,
DNK,Denmark,1923,83.82073,,,,.9310141,,,.890022,94.17827,CS1,,
DNK,Denmark,1924,91.34818,,,,1.027564,,,.9699496,94.17827,CS1,,
DNK,Denmark,1925,95.6953,,,,1.065494,,,1.016108,94.17827,CS1,,
DNK,Denmark,1926,87.95101,,,,.9068766,,,.933878,94.17827,CS1,,
DNK,Denmark,1927,81.65233,,,,.7861896,,,.8669975,94.17827,CS1,,
DNK,Denmark,1928,80.11723,,,,.7723969,,,.8506977,94.17827,CS1,,
DNK,Denmark,1929,82.57132,,,,.8379126,,,.8767555,94.17827,CS1,,
DNK,Denmark,1930,84.12705,,,,.8689464,,,.8932746,94.17827,CS1,,
DNK,Denmark,1931,79.08811,,,,.7723969,,,.8397703,94.17827,CS1,,
DNK,Denmark,1932,70.33534,,,,.6482616,,,.746832,94.17827,CS1,,
DNK,Denmark,1933,71.03405,,,,.6517099,,,.7542509,94.17827,CS1,,
DNK,Denmark,1934,71.37823,,,,.7137774,,,.7579056,94.17827,CS1,,
DNK,Denmark,1935,71.38512,,,,.7448112,,,.7579787,94.17827,CS1,,
DNK,Denmark,1936,73.25063,,,,.7517076,,,.777787,94.17827,CS1,,
DNK,Denmark,1937,72.33165,,,,.7344666,,,.7680291,94.17827,CS1,,
DNK,Denmark,1938,73.5432,,,,.7482594,,,.7808935,94.17827,CS1,,
DNK,Denmark,1939,74.42572,,,,.7595397,,,.7902642,94.17827,CS1,,
DNK,Denmark,1940,76.7791,,,,.7821003,,,.8152528,94.17827,CS1,,
DNK,Denmark,1941,81.48586,,,,.8309816,,,.86523,94.17827,CS1,,
DNK,Denmark,1942,90.31105,,,,.9212239,,,.9589372,94.17827,CS1,,
DNK,Denmark,1943,99.28332,,,,1.011466,,,1.054206,94.17827,CS1,,
DNK,Denmark,1944,111.6386,,,,1.13555,,,1.185396,94.17827,CS1,,
DNK,Denmark,1945,121.1992,,,,1.233312,,,1.286912,94.17827,CS1,,
DNK,Denmark,1946,139.8792,,,,1.425077,,,1.485259,94.17827,CS1,,
DNK,Denmark,1947,161.6479,,,,1.646923,,,1.716404,94.17827,CS1,,
DNK,Denmark,1948,175.6212,,,,1.789806,,,1.864774,94.17827,CS1,,
DNK,Denmark,1949,163.413,,,,1.665723,,,1.735145,94.17827,CS1,,
DNK,Denmark,1950,165.7664,,,,1.688284,,,1.760134,94.17827,CS1,,
DNK,Denmark,1951,173.1767,,,,1.842448,,,1.838818,94.17827,CS1,,
DNK,Denmark,1952,178.9722,,,,1.883809,,,1.900356,94.17827,CS1,,
DNK,Denmark,1953,187.6724,,,,1.92517,,,1.992736,94.17827,CS1,,
DNK,Denmark,1954,205.9789,,,,1.992852,,,2.187117,94.17827,CS1,,
DNK,Denmark,1955,214.6213,,,,2.049253,,,2.278884,94.17827,CS1,,
DNK,Denmark,1956,223.0557,,,,2.113175,,,2.368442,94.17827,CS1,,
DNK,Denmark,1957,224.4934,,,,2.248538,,,2.383707,94.17827,CS1,,
DNK,Denmark,1958,221.0645,,,,2.30118,,,2.347298,94.17827,CS1,,
DNK,Denmark,1959,243.1813,,,,2.440303,,,2.582138,94.17827,CS1,,
DNK,Denmark,1960,272.3156,,,,2.744871,,,2.89149,94.17827,CS1,,
DNK,Denmark,1961,325.0032,,,,3.47809,,,3.450937,94.17827,CS1,,
DNK,Denmark,1962,370.274,,,,3.85786,,,3.931629,94.17827,CS1,,
DNK,Denmark,1963,417.4735,,,,4.162428,,,4.432801,94.17827,CS1,,
DNK,Denmark,1964,465.0851,,,,4.749003,,,4.938349,94.17827,CS1,,
DNK,Denmark,1965,509.8447,,,,5.061091,,,5.413613,94.17827,CS1,,
DNK,Denmark,1966,575.056,,,,5.78679,,,6.106037,94.17827,CS1,,
DNK,Denmark,1967,622.0107,,,,6.136479,,,6.60461,94.17827,CS1,,
DNK,Denmark,1968,643.9306,,,,6.350805,,,6.837358,94.17827,CS1,,
DNK,Denmark,1969,677.9968,,,,6.689214,,,7.199079,94.17827,CS1,1,1
DNK,Denmark,1970,769.39,769.39,,,7.772122,46.255,,8.169507,1,BIS,,
DNK,Denmark,1971,190.8043,190.8043,,,8.302296,48.72403,,8.725557,1,BIS,,
DNK,Denmark,1972,944.2373,944.2373,,,9.734305,52.61399,,10.22815,1,BIS,,
DNK,Denmark,1973,58.507,58.507,,,11.23771,55.52831,,11.80982,1,BIS,,
DNK,Denmark,1974,884.7272,884.7272,,,11.77733,50.55117,,12.38098,1,BIS,,
DNK,Denmark,1975,161.6032,161.6032,14.5803,,13.88755,53.89613,,14.59532,1,BIS,,
DNK,Denmark,1976,961.9609,961.9609,16.14379,,15.21458,53.72864,,15.99246,1,BIS,,
DNK,Denmark,1977,53.48245,53.48245,18.79461,,17.24711,55.60194,,18.12772,1,BIS,,
DNK,Denmark,1978,1034.757,1034.757,20.93579,,20.01034,59.68529,,21.02745,1,BIS,,
DNK,Denmark,1979,1006.525,1006.525,22.73727,,21.99877,59.76985,,23.10998,1,BIS,,
DNK,Denmark,1980,-185.3246,-185.3246,22.05745,,21.66702,53.90562,,22.76729,1,BIS,,
DNK,Denmark,1981,-246.2166,-246.2166,20.6639,,20.64025,45.88577,,21.69527,1,BIS,,
DNK,Denmark,1982,-133.8573,-133.8573,20.66392,,20.17622,40.55545,,21.20319,1,BIS,,
DNK,Denmark,1983,809.7107,809.7107,26.33981,,24.51214,46.10682,,25.75489,1,BIS,,
DNK,Denmark,1984,871.1013,871.1013,30.01035,,28.28744,49.70834,,29.72664,1,BIS,,
DNK,Denmark,1985,1003.827,1003.827,35.7882,,33.1063,56.04564,,34.78799,1,BIS,,
DNK,Denmark,1986,6.153431,6.153431,37.52138,,36.97398,62.13549,,38.85641,1,BIS,,
DNK,Denmark,1987,889.1424,889.1424,34.39465,,34.22965,55.1712,,35.97425,1,BIS,,
DNK,Denmark,1988,882.3826,882.3826,35.68625,,34.62439,53.42599,,36.38724,1,BIS,,
DNK,Denmark,1989,-127.8192,-127.8192,34.22467,,34.37663,50.67423,,36.12363,1,BIS,,
DNK,Denmark,1990,-137.5464,-137.5464,31.77773,,31.79397,46.03655,,33.40843,1,BIS,,
DNK,Denmark,1991,743.3764,743.3764,32.93328,,32.20341,45.35568,,33.83899,1,BIS,,
DNK,Denmark,1992,-97.34399,-97.34399,31.25649,,31.68059,44.17518,,33.2758,1,BIS,,
DNK,Denmark,1993,744.1714,744.1714,33.95638,,31.37403,43.2811,,33.03417,1,BIS,,
DNK,Denmark,1994,770.8828,770.8828,35.92938,,35.21862,47.35749,,37.03831,1,BIS,,
