ISO3,year,cgovdebt_GDP,source,nGDP,cgovdebt
BEL,1910,48.1034,Derived using data on central government debt to GDP from FZ and the spliced GDP,194.1287,93.38251
BEL,1911,46.90366,Derived using data on central government debt to GDP from FZ and the spliced GDP,200.4001,93.99498
BEL,1912,44.04005,Derived using data on central government debt to GDP from FZ and the spliced GDP,210.8822,92.8726
BEL,1913,43.51314,Derived using data on central government debt to GDP from FZ and the spliced GDP,217.0257,94.4347
BEL,1914,,Derived using data on central government debt to GDP from RR and the spliced GDP,300.3343,
BEL,1915,,Derived using data on central government debt to GDP from RR and the spliced GDP,377.679,
BEL,1916,,Derived using data on central government debt to GDP from RR and the spliced GDP,455.0236,
BEL,1917,,Derived using data on central government debt to GDP from RR and the spliced GDP,532.3683,
BEL,1918,,Derived using data on central government debt to GDP from RR and the spliced GDP,609.7129,
BEL,1919,,Derived using data on central government debt to GDP from RR and the spliced GDP,687.0576,
BEL,1920,102.6619,Derived using data on central government debt to GDP from RR and the spliced GDP,715.7403,734.7925
BEL,1921,117.1744,Derived using data on central government debt to GDP from RR and the spliced GDP,714.7809,837.5399
BEL,1922,129.1186,Derived using data on central government debt to GDP from RR and the spliced GDP,730.9954,943.8513
BEL,1923,118.1652,Derived using data on central government debt to GDP from RR and the spliced GDP,883.9664,1044.541
BEL,1924,96.941,Derived using data on central government debt to GDP from RR and the spliced GDP,1068.078,1035.406
BEL,1925,107.4322,Derived using data on central government debt to GDP from RR and the spliced GDP,1122.255,1205.664
BEL,1926,104.8824,Derived using data on central government debt to GDP from RR and the spliced GDP,1386.243,1453.924
BEL,1927,80.14805,Derived using data on central government debt to GDP from RR and the spliced GDP,1759.563,1410.255
BEL,1928,69.43927,Derived using data on central government debt to GDP from RR and the spliced GDP,2000.776,1389.324
BEL,1929,59.15204,Derived using data on central government debt to GDP from RR and the spliced GDP,2245.804,1328.439
BEL,1930,57.54632,Derived using data on central government debt to GDP from RR and the spliced GDP,2274.931,1309.139
BEL,1931,62.88077,Derived using data on central government debt to GDP from RR and the spliced GDP,2066.413,1299.377
BEL,1932,77.43339,Derived using data on central government debt to GDP from RR and the spliced GDP,1774.967,1374.417
BEL,1933,71.66553,Derived using data on central government debt to GDP from RR and the spliced GDP,1730.081,1239.871
BEL,1934,71.31859,Derived using data on central government debt to GDP from RR and the spliced GDP,1673.36,1193.417
BEL,1935,84.83669,Derived using data on central government debt to GDP from RR and the spliced GDP,1640.397,1391.659
BEL,1936,78.44723,Derived using data on central government debt to GDP from RR and the spliced GDP,1794.353,1407.62
BEL,1937,67.19913,Derived using data on central government debt to GDP from RR and the spliced GDP,2149.264,1444.287
BEL,1938,68.10804,Derived using data on central government debt to GDP from RR and the spliced GDP,2083.512,1419.04
BEL,1939,70.42426,Derived using data on central government debt to GDP from RR and the spliced GDP,2056.896,1448.553
BEL,1940,,Derived using data on central government debt to GDP from RR and the spliced GDP,1903.988,
BEL,1941,,Derived using data on central government debt to GDP from RR and the spliced GDP,1578.081,
BEL,1942,,Derived using data on central government debt to GDP from RR and the spliced GDP,1732.458,
BEL,1943,,Derived using data on central government debt to GDP from RR and the spliced GDP,1886.835,
BEL,1944,,Derived using data on central government debt to GDP from RR and the spliced GDP,3476.351,
BEL,1945,,Derived using data on central government debt to GDP from RR and the spliced GDP,5065.868,
BEL,1946,118.2628,Derived using data on central government debt to GDP from RR and the spliced GDP,5400.86,6387.208
BEL,1947,98.64206,Derived using data on central government debt to GDP from RR and the spliced GDP,6569.274,6480.067
BEL,1948,74.24051,Derived using data on central government debt to GDP from RR and the spliced GDP,8312.677,6171.374
BEL,1949,78.25406,Derived using data on central government debt to GDP from RR and the spliced GDP,8094.794,6334.505
BEL,1950,64.64597,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8470.958,5476.133
BEL,1951,65.1974,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9994.217,6515.97
BEL,1952,69.08606,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,10513.33,7263.248
BEL,1953,62.32476,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,10578.92,6593.286
BEL,1954,62.98089,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,11015.06,6937.38
BEL,1955,65.16566,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,11710.8,7631.418
BEL,1956,62.56484,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,12450.67,7789.744
BEL,1957,59.53833,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,13206.12,7862.705
BEL,1958,60.47723,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,13312.56,8051.068
BEL,1959,65.01422,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,13787.64,8963.927
BEL,1960,66.07752,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,14641.74,9674.9
BEL,1961,64.58196,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,15548.94,10041.81
BEL,1962,62.83649,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,16622.39,10444.93
BEL,1963,61.44898,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,17881.06,10987.73
BEL,1964,59.44656,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,20013.36,11897.25
BEL,1965,56.18351,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,21811.91,12254.69
BEL,1966,53.0807,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,23419.65,12431.32
BEL,1967,51.78618,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,25102.38,12999.56
BEL,1968,52.34539,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,26840.6,14049.82
BEL,1969,51.74858,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,29771.69,15406.42
BEL,1970,48.04249,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,33102.33,15903.18
BEL,1971,44.55185,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,36266.12,16157.23
BEL,1972,44.84995,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,40599.2,18208.72
BEL,1973,42.84023,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,46130.06,19762.23
BEL,1974,40.56455,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,54105.54,21947.67
BEL,1975,39.21658,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,59878.8,23482.42
BEL,1976,40.02102,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,68055.98,27236.7
BEL,1977,40.81396,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,73603.26,30040.4
BEL,1978,43.71984,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,79043.16,34557.54
BEL,1979,47.07796,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,84538.07,39798.8
BEL,1980,52.15313,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,91938.57,47948.84
BEL,1981,61.74118,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,96393.51,59514.49
BEL,1982,72.1684,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,104307.8,75277.3
BEL,1983,81.99038,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,110506,90604.3
BEL,1984,87.37513,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,119389.9,104317.1
BEL,1985,94.52627,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,126978.3,120027.8
BEL,1986,99.53831,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,132908.8,132295.2
BEL,1987,103.62,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,138264.5,143269.7
BEL,1988,105.0671,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,147935.6,155431.7
BEL,1989,103.2284,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,160411.1,165589.9
BEL,1990,103.6812,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,170096.8,176358.3
BEL,1991,106.2215,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,178197.6,189284.1
BEL,1992,108.3883,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,187121,202817.3
BEL,1993,114.8802,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,192721.4,221398.7
BEL,1994,112.0985,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,203106.9,227679.8
BEL,1995,115.9888,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,210489.1,244143.7
BEL,1996,113.1761,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,214287.1,242521.9
BEL,1997,110.4485,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,224101.5,247516.8
BEL,1998,106.0165,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,232623.8,246619.5
BEL,1999,103.0582,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,242307.6,249718
BEL,2000,98.22517,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,256376.4,251826.2
BEL,2001,97.61953,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,264334.8,258042.4
BEL,2002,94.66999,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,273255.9,258691.3
BEL,2003,88.87973,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,281200.2,249930
BEL,2004,84.54995,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,296819.7,250960.9
BEL,2005,83.46673,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,310037.6,258778.2
BEL,2006,80.49207,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,325151.4,261721.1
BEL,2007,76.95903,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,343618.9,264445.8
BEL,2008,82.19541,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,351743,289116.6
BEL,2009,85.92158,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,347734.9,298779.3
BEL,2010,85.30598,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,363242.4,309867.5
BEL,2011,87.7309,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,378745.4,332276.8
BEL,2012,88.65861,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,387935,343937.8
BEL,2013,89.72807,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,394616.2,354081.5
BEL,2014,90.69225,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,404958.3,367265.8
BEL,2015,90.03583,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,415538,374133.1
BEL,2016,90.31477,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,428467.1,386969.1
BEL,2017,88.24865,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,443407.1,391300.8
BEL,2018,86.9509,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,459491.8,399532.3
BEL,2019,103.2009,Derived using data on central government debt to GDP from WDI and the spliced GDP,479445,494791.5
BEL,2020,118.4424,Derived using data on central government debt to GDP from WDI and the spliced GDP,463751,549277.8
BEL,2021,108.4402,Derived using data on central government debt to GDP from WDI and the spliced GDP,506023.1,548732.3
BEL,2022,92.8507,Derived using data on central government debt to GDP from WDI and the spliced GDP,563543.6,523254.2
BEN,1970,4.484158,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,89017.15,3991.669
BEN,1971,4.794191,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,94113.44,4511.978
BEN,1972,3.862035,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,106083.5,4096.982
BEN,1973,5.791178,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,114923.8,6655.442
BEN,1974,6.956439,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,133327.2,9274.823
BEN,1975,9.681961,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,144437.9,13984.42
BEN,1976,11.20555,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,171510.4,19218.68
BEN,1977,12.9319,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,193076.7,24968.48
BEN,1978,13.3593,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,215241.9,28754.81
BEN,1979,18.00181,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,247126,44487.14
BEN,1980,18.10501,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,313634.4,56783.54
BEN,1981,30.89077,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,381585.6,117874.7
BEN,1982,45.69672,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,450073.3,205668.7
BEN,1983,54.46228,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,450937.6,245590.9
BEN,1984,48.50663,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,496202.2,240691
BEN,1985,51.67778,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,507477.8,262253.3
BEN,1986,47.18213,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,499653.6,235747.2
BEN,1987,48.58123,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,507235.9,246421.4
BEN,1988,47.1651,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,521149.5,245800.7
BEN,1989,50.32774,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,517656,260524.5
BEN,1990,45.27148,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,542609.8,245647.5
BEN,1991,44.03165,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,569818.4,250900.5
BEN,1992,41.79541,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,604419.6,252619.7
BEN,1993,41.87636,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,654908.5,274251.8
BEN,1994,64.60733,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,902190.4,582881.1
BEN,1995,48.25314,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1170413,564760.9
BEN,1996,43.43114,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1411348,612964.7
BEN,1997,42.94127,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1672671,718266
BEN,1998,41.57058,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1978532,822487.3
BEN,1999,39.40892,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2263338,891957.3
BEN,2000,39.59194,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2499926,989769.1
BEN,2001,37.98651,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2685133,1019988
BEN,2002,30.76804,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2909672,895248.9
BEN,2003,23.38085,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3102021,725278.9
BEN,2004,21.50953,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3264365,702149.6
BEN,2005,26.97814,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3462851,934212.8
BEN,2006,8.366122,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3674800,307438.3
BEN,2007,14.2859,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3909982,558576.3
BEN,2008,18.30666,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4365330,799145.9
BEN,2009,18.74768,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4580012,858646
BEN,2010,20.99977,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4718034,990775.9
BEN,2011,21.86041,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5039213,1101593
BEN,2012,19.54021,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5688292,1111504
BEN,2013,18.50375,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6182559,1144005
BEN,2014,22.28207,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6559333,1461555
BEN,2015,30.90023,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6732814,2080455
BEN,2016,35.92335,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7005230,2516514
BEN,2017,39.59846,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7375302,2920507
BEN,2018,41.04745,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7922004,3251781
BEN,2019,,Derived using data on central government debt to GDP from  and the spliced GDP,8432248,
BEN,2020,,Derived using data on central government debt to GDP from  and the spliced GDP,9008810,
BEN,2021,52.02813,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,9809694,5103800
BEN,2022,55.89848,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,1.09e+07,6067505
BFA,1970,2.511654,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,139921.3,3514.337
BFA,1971,2.762796,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,142290.6,3931.198
BFA,1972,2.819777,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,166296.3,4689.185
BFA,1973,3.788276,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,170191.6,6447.328
BFA,1974,5.394753,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,202440.5,10921.17
BFA,1975,7.341067,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,214416.9,15740.49
BFA,1976,10.88627,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,229232.9,24954.9
BFA,1977,12.458,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,284774.2,35477.17
BFA,1978,14.85872,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,337085.6,50086.58
BFA,1979,15.96661,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,426400.2,68081.65
BFA,1980,16.29576,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,459373.3,74858.39
BFA,1981,19.19634,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,547508,105101.5
BFA,1982,22.02297,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,607285.1,133742.2
BFA,1983,26.94042,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,643439.8,173345.4
BFA,1984,30.61079,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,659570.8,201899.8
BFA,1985,32.0473,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,792557.3,253993.2
BFA,1986,31.02001,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,801306.7,248565.4
BFA,1987,34.51118,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,809260.7,279285.4
BFA,1988,32.42452,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,885391.6,287084
BFA,1989,28.72599,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,948114.4,272355.3
BFA,1990,28.79343,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,959477.3,276266.4
BFA,1991,32.31554,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1004929,324748.1
BFA,1992,33.27944,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1009587,335985
BFA,1993,37.78063,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1029472,388941.1
BFA,1994,61.99191,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1195711,741243.8
BFA,1995,55.03483,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1349563,742729.8
BFA,1996,51.56173,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1503438,775198.8
BFA,1997,54.40245,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1623283,883105.4
BFA,1998,53.62856,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1880221,1008335
BFA,1999,52.23394,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2086188,1089698
BFA,2000,53.39047,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2108160,1125557
BFA,2001,52.44877,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2336621,1225529
BFA,2002,48.66963,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2512872,1223006
BFA,2003,44.63645,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2749159,1227127
BFA,2004,45.83594,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2874883,1317730
BFA,2005,44.09209,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3240716,1428899
BFA,2006,22.65621,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3420540,774964.8
BFA,2007,25.65947,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3649928,936552.2
BFA,2008,25.90295,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4215341,1091898
BFA,2009,29.09734,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4444601,1293261
BFA,2010,31.22602,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5002182,1561982
BFA,2011,27.56458,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5692823,1569203
BFA,2012,28.36692,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6413106,1819201
BFA,2013,29.14721,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6640135,1935414
BFA,2014,29.87281,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6884467,2056584
BFA,2015,35.61295,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6995311,2491237
BFA,2016,39.24106,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7605123,2984331
BFA,2017,38.40117,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8191299,3145555
BFA,2018,42.88017,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8826081,3784639
BFA,2019,42.23636,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,9393802,3967600
BFA,2020,46.82978,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,1.02e+07,4777700
BFA,2021,56.5666,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,1.09e+07,6178700
BFA,2022,59.85322,Derived using data on central government debt to GDP from AFRISTAT and the spliced GDP,1.17e+07,7026346
BFA,2023,61.93204,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.23e+07,7635167
BGD,1973,10.39853,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,65742.02,6836.204
BGD,1974,14.08557,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,99895.48,14070.84
BGD,1975,15.12227,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,164007.6,24801.67
BGD,1976,19.03392,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,145480.9,27690.72
BGD,1977,22.14704,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,152975.2,33879.47
BGD,1978,21.25731,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,191469.9,40701.33
BGD,1979,19.16328,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,229518.8,43983.32
BGD,1980,17.90128,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,258534.6,46280.99
BGD,1981,20.3852,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,305194.7,62214.54
BGD,1982,24.03196,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,341567.6,82085.39
BGD,1983,25.53569,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,387952.2,99066.25
BGD,1984,24.10113,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,468388.7,112887
BGD,1985,26.87757,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,536629.6,144233
BGD,1986,30.6553,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,614821.7,188475.4
BGD,1987,34.23947,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,711053.8,243461
BGD,1988,33.45253,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,787453.7,263423.2
BGD,1989,32.2,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,869823.4,280083.1
BGD,1990,35.32638,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,972647.8,343601.2
BGD,1991,35.9768,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1100327,395862.5
BGD,1992,38.1407,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1195420,455941.5
BGD,1993,38.60484,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1253700,483988.8
BGD,1994,39.35554,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1354120,532921.3
BGD,1995,37.09467,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1525180,565760.4
BGD,1996,35.07218,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1663240,583334.6
BGD,1997,32.46055,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1807010,586565.4
BGD,1998,34.73043,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2001770,695223.3
BGD,1999,36.40404,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2196970,799785.8
BGD,2000,35.25321,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2370860,835804.3
BGD,2001,42.33947,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2535460,1073500
BGD,2002,43.99871,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2732010,1202049
BGD,2003,42.05557,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3005801,1264107
BGD,2004,41.15019,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3329731,1370191
BGD,2005,39.87427,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3707070,1478167
BGD,2006,39.55807,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4823370,1908032
BGD,2007,39.10791,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5598183,2189333
BGD,2008,38.24944,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6518029,2493110
BGD,2009,37.10936,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7443223,2762133
BGD,2010,33.0355,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8572786,2832063
BGD,2011,34.03374,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.00e+07,3411433
BGD,2012,33.91127,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.18e+07,3987822
BGD,2013,33.78079,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.36e+07,4595779
BGD,2014,33.15014,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.55e+07,5146593
BGD,2015,31.4307,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.78e+07,5605052
BGD,2016,31.14777,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.08e+07,6465721
BGD,2017,30.50026,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.32e+07,7089198
BGD,2018,31.74545,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.64e+07,8378413
BGR,1888,4.515346,Derived using data on central government debt to GDP from NBS and the spliced GDP,.00129,.0000582
BGR,1889,11.0196,Derived using data on central government debt to GDP from NBS and the spliced GDP,.001223,.0001348
BGR,1890,14.19507,Derived using data on central government debt to GDP from NBS and the spliced GDP,.0012875,.0001828
BGR,1891,10.46851,Derived using data on central government debt to GDP from NBS and the spliced GDP,.0015931,.0001668
BGR,1892,10.62705,Derived using data on central government debt to GDP from NBS and the spliced GDP,.0015404,.0001637
BGR,1893,12.02141,Derived using data on central government debt to GDP from NBS and the spliced GDP,.0015081,.0001813
BGR,1894,14.22895,Derived using data on central government debt to GDP from NBS and the spliced GDP,.0014879,.0002117
