ISO3,year,cgovdebt_GDP,source,nGDP,cgovdebt
AFG,2002,345.9775,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,202531,700711.6
AFG,2003,270.6024,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,238878.5,646411
AFG,2004,244.9667,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,263344.1,645105.3
AFG,2005,206.356,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,320476.5,661322.6
AFG,2006,22.98464,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,364100.1,83687.11
AFG,2007,20.13663,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,499587,100600
AFG,2008,19.05708,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,517377.4,98597
AFG,2009,16.24726,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,600457.8,97557.95
AFG,2010,7.709434,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,703502.6,54236.06
AFG,2011,7.512624,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,837851.3,62944.62
AFG,2012,6.769371,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1007959,68232.47
AFG,2013,6.914434,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1102256,76214.79
AFG,2014,8.700291,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1116353,97125.92
AFG,2015,9.144177,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1143357,104550.6
AFG,2016,7.823194,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1236815,96758.45
AFG,2017,7.452149,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1294845,96493.77
AFG,2018,6.89441,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1359225,93710.52
AGO,1995,181.602,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,18.26765,33.17442
AGO,1996,120.9567,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1117.154,1351.272
AGO,1997,96.59251,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2342.345,2262.53
AGO,1998,126.6745,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3385.27,4288.272
AGO,1999,137.8328,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,22959.67,31645.96
AGO,2000,133.9141,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,122568.5,164136.5
AGO,2001,113.5046,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,263560.6,299153.3
AGO,2002,73.73618,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,665385,490629.4
AGO,2003,57.96784,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1328940,770357.8
AGO,2004,47.71707,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1967570,938866.7
AGO,2005,33.46404,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3222350,1078329
AGO,2006,18.72879,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4209762,788437.5
AGO,2007,21.0435,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5006335,1053508
AGO,2008,31.37823,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6643353,2084567
AGO,2009,56.30225,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5577341,3140168
AGO,2010,37.16284,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7701652,2862153
AGO,2011,29.55771,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.05e+07,3103839
AGO,2012,26.69056,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.22e+07,3262908
AGO,2013,33.14911,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.32e+07,4374026
AGO,2014,39.80986,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.43e+07,5702308
AGO,2015,57.09303,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.40e+07,7964643
AGO,2016,75.66264,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.65e+07,1.25e+07
AGO,2017,69.26495,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.03e+07,1.40e+07
AGO,2018,89.00029,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.56e+07,2.28e+07
ALB,1994,24.62986,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,216090.8,53222.87
ALB,1995,29.35959,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,269295.2,79063.95
ALB,1996,34.69009,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,338000.3,117252.6
ALB,1997,51.40934,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,336480.8,172982.6
ALB,1998,57.01023,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,393070,224090.1
ALB,1999,57.78953,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,453512.3,262082.6
ALB,2000,63.38013,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,516206.8,327172.5
ALB,2001,60.61013,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,583125.1,353432.9
ALB,2002,64.09956,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,633932.6,406348
ALB,2003,60.24022,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,700711.6,422110.2
ALB,2004,57.47035,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,760444.8,437030.3
ALB,2005,58.19977,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,824594.6,479912.2
ALB,2006,56.69032,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,897697.7,508907.7
ALB,2007,53.55013,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1005281,538329.4
ALB,2008,55.14021,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1112317,613334
ALB,2009,59.67018,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1171607,699099.8
ALB,2010,57.71025,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1256235,724976.5
ALB,2011,59.39981,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1308998,777542.3
ALB,2012,62.11995,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1324877,823013.2
ALB,2013,65.52988,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1352247,886125.6
ALB,2014,70.02558,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1402496,982106.1
ALB,2015,72.67003,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1444802,1049938
ALB,2016,72.37594,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1488303,1077174
ALB,2017,70.09162,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1579056,1106786
ALB,2018,68.04494,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1660820,1130104
ALB,2019,74.80825,Derived using data on central government debt to GDP from WDI and the spliced GDP,1712037,1280745
ALB,2020,83.4542,Derived using data on central government debt to GDP from WDI and the spliced GDP,1655985,1381989
ALB,2021,81.92023,Derived using data on central government debt to GDP from WDI and the spliced GDP,1866672,1529182
ANT,1980,43.06635,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,1698.208,731.3562
ANT,1981,39.33088,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,1955.691,769.1904
ANT,1982,34.62212,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,2091.242,724.0325
ANT,1983,39.56345,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,2080.782,823.2289
ANT,1984,38.5049,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,2101.703,809.2586
ANT,1985,35.96549,Derived using data on central government debt to GDP from WDI_ARC and the spliced GDP,2141.802,770.3094
ARE,2013,1.803268,Derived using data on central government debt to GDP from WDI and the spliced GDP,1469803,26504.47
ARG,1824,29.0451,Derived using data on central government debt to GDP from RR and the spliced GDP,1.93e-12,5.61e-13
ARG,1825,28.02847,Derived using data on central government debt to GDP from RR and the spliced GDP,2.03e-12,5.69e-13
ARG,1826,54.0506,Derived using data on central government debt to GDP from RR and the spliced GDP,2.16e-12,1.17e-12
ARG,1827,425.6331,Derived using data on central government debt to GDP from RR and the spliced GDP,2.02e-12,8.58e-12
ARG,1828,91.96811,Derived using data on central government debt to GDP from RR and the spliced GDP,2.01e-12,1.85e-12
ARG,1829,26.12454,Derived using data on central government debt to GDP from RR and the spliced GDP,2.38e-12,6.22e-13
ARG,1830,25.65541,Derived using data on central government debt to GDP from RR and the spliced GDP,3.23e-12,8.28e-13
ARG,1831,26.0753,Derived using data on central government debt to GDP from RR and the spliced GDP,2.83e-12,7.38e-13
ARG,1832,25.51752,Derived using data on central government debt to GDP from RR and the spliced GDP,3.09e-12,7.87e-13
ARG,1833,24.29182,Derived using data on central government debt to GDP from RR and the spliced GDP,3.53e-12,8.58e-13
ARG,1834,24.27157,Derived using data on central government debt to GDP from RR and the spliced GDP,3.24e-12,7.88e-13
ARG,1835,24.58874,Derived using data on central government debt to GDP from RR and the spliced GDP,3.97e-12,9.77e-13
ARG,1836,23.68231,Derived using data on central government debt to GDP from RR and the spliced GDP,3.73e-12,8.82e-13
ARG,1837,25.14386,Derived using data on central government debt to GDP from RR and the spliced GDP,4.07e-12,1.02e-12
ARG,1838,26.79436,Derived using data on central government debt to GDP from RR and the spliced GDP,7.50e-12,2.01e-12
ARG,1839,32.5765,Derived using data on central government debt to GDP from RR and the spliced GDP,1.05e-11,3.41e-12
ARG,1840,43.55468,Derived using data on central government debt to GDP from RR and the spliced GDP,1.39e-11,6.04e-12
ARG,1841,24.50094,Derived using data on central government debt to GDP from RR and the spliced GDP,8.71e-12,2.13e-12
ARG,1842,16.10766,Derived using data on central government debt to GDP from RR and the spliced GDP,9.94e-12,1.60e-12
ARG,1843,14.21137,Derived using data on central government debt to GDP from RR and the spliced GDP,1.01e-11,1.44e-12
ARG,1844,17.3397,Derived using data on central government debt to GDP from RR and the spliced GDP,1.02e-11,1.77e-12
ARG,1845,18.06772,Derived using data on central government debt to GDP from RR and the spliced GDP,1.23e-11,2.22e-12
ARG,1846,55.9548,Derived using data on central government debt to GDP from RR and the spliced GDP,1.27e-11,7.10e-12
ARG,1847,25.47968,Derived using data on central government debt to GDP from RR and the spliced GDP,1.39e-11,3.54e-12
ARG,1848,18.0415,Derived using data on central government debt to GDP from RR and the spliced GDP,1.36e-11,2.45e-12
ARG,1849,9.613947,Derived using data on central government debt to GDP from RR and the spliced GDP,1.31e-11,1.26e-12
ARG,1850,12.44154,Derived using data on central government debt to GDP from RR and the spliced GDP,1.27e-11,1.58e-12
ARG,1851,11.12758,Derived using data on central government debt to GDP from RR and the spliced GDP,1.27e-11,1.42e-12
ARG,1852,13.39056,Derived using data on central government debt to GDP from RR and the spliced GDP,9.97e-12,1.34e-12
ARG,1853,16.73092,Derived using data on central government debt to GDP from RR and the spliced GDP,1.02e-11,1.71e-12
ARG,1854,10.5108,Derived using data on central government debt to GDP from RR and the spliced GDP,1.01e-11,1.07e-12
ARG,1855,12.34209,Derived using data on central government debt to GDP from RR and the spliced GDP,1.13e-11,1.40e-12
ARG,1856,8.815479,Derived using data on central government debt to GDP from RR and the spliced GDP,1.66e-11,1.46e-12
ARG,1857,6.002816,Derived using data on central government debt to GDP from RR and the spliced GDP,2.10e-11,1.26e-12
ARG,1858,21.66912,Derived using data on central government debt to GDP from RR and the spliced GDP,1.96e-11,4.25e-12
ARG,1859,16.66197,Derived using data on central government debt to GDP from RR and the spliced GDP,2.11e-11,3.51e-12
ARG,1860,12.87905,Derived using data on central government debt to GDP from RR and the spliced GDP,2.03e-11,2.61e-12
ARG,1861,16.41139,Derived using data on central government debt to GDP from RR and the spliced GDP,2.20e-11,3.62e-12
ARG,1862,20.81317,Derived using data on central government debt to GDP from RR and the spliced GDP,2.43e-11,5.07e-12
ARG,1863,16.91416,Derived using data on central government debt to GDP from RR and the spliced GDP,2.79e-11,4.73e-12
ARG,1864,6.2,Derived using data on central government debt to GDP from RR and the spliced GDP,3.18e-11,1.97e-12
ARG,1865,6.6,Derived using data on central government debt to GDP from RR and the spliced GDP,2.96e-11,1.95e-12
ARG,1866,,Derived using data on central government debt to GDP from RR and the spliced GDP,2.64e-11,
ARG,1867,12.9,Derived using data on central government debt to GDP from RR and the spliced GDP,2.40e-11,3.09e-12
ARG,1868,17.2,Derived using data on central government debt to GDP from RR and the spliced GDP,2.46e-11,4.23e-12
ARG,1869,16.4,Derived using data on central government debt to GDP from RR and the spliced GDP,2.55e-11,4.18e-12
ARG,1870,18.5,Derived using data on central government debt to GDP from RR and the spliced GDP,2.69e-11,4.98e-12
ARG,1871,32.8,Derived using data on central government debt to GDP from RR and the spliced GDP,2.69e-11,8.83e-12
ARG,1872,28.6,Derived using data on central government debt to GDP from RR and the spliced GDP,2.92e-11,8.36e-12
ARG,1873,26.6,Derived using data on central government debt to GDP from RR and the spliced GDP,3.08e-11,8.19e-12
ARG,1874,26.3,Derived using data on central government debt to GDP from RR and the spliced GDP,3.06e-11,8.06e-12
ARG,1875,26.6,Derived using data on central government debt to GDP from RR and the spliced GDP,3.25e-11,8.65e-12
ARG,1876,28.4,Derived using data on central government debt to GDP from RR and the spliced GDP,3.62e-11,1.03e-11
ARG,1877,23.4,Derived using data on central government debt to GDP from RR and the spliced GDP,4.35e-11,1.02e-11
ARG,1878,23.8,Derived using data on central government debt to GDP from RR and the spliced GDP,4.51e-11,1.07e-11
ARG,1879,23.1,Derived using data on central government debt to GDP from RR and the spliced GDP,4.51e-11,1.04e-11
ARG,1880,25.9,Derived using data on central government debt to GDP from RR and the spliced GDP,4.25e-11,1.10e-11
ARG,1881,29.2,Derived using data on central government debt to GDP from RR and the spliced GDP,4.15e-11,1.21e-11
ARG,1882,25.9,Derived using data on central government debt to GDP from RR and the spliced GDP,5.01e-11,1.30e-11
ARG,1883,24.9,Derived using data on central government debt to GDP from RR and the spliced GDP,5.36e-11,1.33e-11
ARG,1884,33.78378,Derived using data on central government debt to GDP from FZ and the spliced GDP,5.83e-11,1.97e-11
ARG,1885,32.70833,Derived using data on central government debt to GDP from FZ and the spliced GDP,6.95e-11,2.27e-11
ARG,1886,33.2653,Derived using data on central government debt to GDP from FZ and the spliced GDP,7.08e-11,2.36e-11
ARG,1887,36.22641,Derived using data on central government debt to GDP from FZ and the spliced GDP,9.42e-11,3.41e-11
ARG,1888,70.86207,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.11e-10,7.85e-11
ARG,1889,64.2683,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.23e-10,7.90e-11
ARG,1890,84.72727,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.29e-10,1.09e-10
ARG,1891,90.58823,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.27e-10,1.15e-10
ARG,1892,105.3383,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.57e-10,1.66e-10
ARG,1893,106.1069,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.72e-10,1.83e-10
ARG,1894,102.3913,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.06e-10,2.11e-10
ARG,1895,83.3735,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.36e-10,1.96e-10
ARG,1896,81.97369,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.69e-10,2.21e-10
ARG,1897,86.21622,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.00e-10,1.73e-10
ARG,1898,76.03896,Derived using data on central government debt to GDP from FZ and the spliced GDP,1.98e-10,1.50e-10
ARG,1899,85.17242,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.10e-10,1.78e-10
ARG,1900,64.96855,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.00e-10,1.30e-10
ARG,1901,68.34437,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.11e-10,1.44e-10
ARG,1902,60.6135,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.23e-10,1.35e-10
ARG,1903,55.31429,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.47e-10,1.37e-10
ARG,1904,48.88889,Derived using data on central government debt to GDP from FZ and the spliced GDP,2.70e-10,1.32e-10
ARG,1905,35.63265,Derived using data on central government debt to GDP from FZ and the spliced GDP,3.28e-10,1.17e-10
ARG,1906,31.57509,Derived using data on central government debt to GDP from FZ and the spliced GDP,3.53e-10,1.11e-10
ARG,1907,33.21678,Derived using data on central government debt to GDP from FZ and the spliced GDP,3.64e-10,1.21e-10
ARG,1908,29.90099,Derived using data on central government debt to GDP from FZ and the spliced GDP,4.11e-10,1.23e-10
ARG,1909,29.50867,Derived using data on central government debt to GDP from FZ and the spliced GDP,4.34e-10,1.28e-10
ARG,1910,25.63591,Derived using data on central government debt to GDP from FZ and the spliced GDP,4.81e-10,1.23e-10
ARG,1911,29.4335,Derived using data on central government debt to GDP from FZ and the spliced GDP,4.81e-10,1.41e-10
ARG,1912,26.82222,Derived using data on central government debt to GDP from FZ and the spliced GDP,5.51e-10,1.48e-10
ARG,1913,27.18681,Derived using data on central government debt to GDP from FZ and the spliced GDP,5.63e-10,1.53e-10
ARG,1914,24.7,Derived using data on central government debt to GDP from RR and the spliced GDP,5.08e-10,1.25e-10
ARG,1915,23.1,Derived using data on central government debt to GDP from RR and the spliced GDP,5.49e-10,1.27e-10
ARG,1916,22,Derived using data on central government debt to GDP from RR and the spliced GDP,5.87e-10,1.29e-10
ARG,1917,21.7,Derived using data on central government debt to GDP from RR and the spliced GDP,6.50e-10,1.41e-10
ARG,1918,15.1,Derived using data on central government debt to GDP from RR and the spliced GDP,9.08e-10,1.37e-10
ARG,1919,14.5,Derived using data on central government debt to GDP from RR and the spliced GDP,9.26e-10,1.34e-10
ARG,1920,11.9,Derived using data on central government debt to GDP from RR and the spliced GDP,1.10e-09,1.31e-10
ARG,1921,14,Derived using data on central government debt to GDP from RR and the spliced GDP,9.53e-10,1.33e-10
ARG,1922,15,Derived using data on central government debt to GDP from RR and the spliced GDP,9.01e-10,1.35e-10
ARG,1923,13.6,Derived using data on central government debt to GDP from RR and the spliced GDP,1.01e-09,1.37e-10
ARG,1924,14,Derived using data on central government debt to GDP from RR and the spliced GDP,1.14e-09,1.59e-10
ARG,1925,16.2,Derived using data on central government debt to GDP from RR and the spliced GDP,1.13e-09,1.82e-10
ARG,1926,17.4,Derived using data on central government debt to GDP from RR and the spliced GDP,1.10e-09,1.92e-10
ARG,1927,19.3,Derived using data on central government debt to GDP from RR and the spliced GDP,1.17e-09,2.25e-10
ARG,1928,19.2,Derived using data on central government debt to GDP from RR and the spliced GDP,1.23e-09,2.37e-10
ARG,1929,17.9,Derived using data on central government debt to GDP from RR and the spliced GDP,1.28e-09,2.30e-10
ARG,1930,19.1,Derived using data on central government debt to GDP from RR and the spliced GDP,1.21e-09,2.31e-10
ARG,1931,24.3,Derived using data on central government debt to GDP from RR and the spliced GDP,1.03e-09,2.50e-10
ARG,1932,28.2,Derived using data on central government debt to GDP from RR and the spliced GDP,9.46e-10,2.67e-10
ARG,1933,28.9,Derived using data on central government debt to GDP from RR and the spliced GDP,1.03e-09,2.98e-10
ARG,1934,26.5,Derived using data on central government debt to GDP from RR and the spliced GDP,1.13e-09,3.00e-10
ARG,1935,30,Derived using data on central government debt to GDP from RR and the spliced GDP,1.21e-09,3.63e-10
ARG,1936,31.5,Derived using data on central government debt to GDP from RR and the spliced GDP,1.28e-09,4.04e-10
ARG,1937,27.2,Derived using data on central government debt to GDP from RR and the spliced GDP,1.48e-09,4.02e-10
ARG,1938,28.8,Derived using data on central government debt to GDP from RR and the spliced GDP,1.44e-09,4.15e-10
ARG,1939,30.6,Derived using data on central government debt to GDP from RR and the spliced GDP,1.52e-09,4.64e-10
ARG,1940,30.4,Derived using data on central government debt to GDP from RR and the spliced GDP,1.56e-09,4.75e-10
ARG,1941,29.9,Derived using data on central government debt to GDP from RR and the spliced GDP,1.68e-09,5.02e-10
ARG,1942,28.1,Derived using data on central government debt to GDP from RR and the spliced GDP,1.90e-09,5.34e-10
ARG,1943,28.9,Derived using data on central government debt to GDP from RR and the spliced GDP,2.00e-09,5.78e-10
ARG,1944,26.9,Derived using data on central government debt to GDP from RR and the spliced GDP,2.29e-09,6.15e-10
ARG,1945,27.6,Derived using data on central government debt to GDP from RR and the spliced GDP,2.53e-09,6.97e-10
ARG,1946,24.2,Derived using data on central government debt to GDP from RR and the spliced GDP,3.42e-09,8.27e-10
ARG,1947,20.1,Derived using data on central government debt to GDP from RR and the spliced GDP,4.69e-09,9.43e-10
ARG,1948,19.4,Derived using data on central government debt to GDP from RR and the spliced GDP,5.72e-09,1.11e-09
ARG,1949,19.7,Derived using data on central government debt to GDP from RR and the spliced GDP,6.86e-09,1.35e-09
ARG,1950,20.5,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8.13e-09,1.67e-09
ARG,1951,17.4,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.16e-08,2.02e-09
ARG,1952,18.7,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.34e-08,2.50e-09
ARG,1953,21.4,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.52e-08,3.26e-09
ARG,1954,23.9,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.70e-08,4.06e-09
ARG,1955,24.1,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.02e-08,4.87e-09
ARG,1956,22,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.66e-08,5.85e-09
ARG,1957,19.7,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.30e-08,6.51e-09
ARG,1958,17.2,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4.69e-08,8.06e-09
ARG,1959,10.2,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9.00e-08,9.18e-09
ARG,1960,8.4,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.18e-07,9.92e-09
ARG,1961,8.7,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.47e-07,1.28e-08
ARG,1962,25.1,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.90e-07,4.77e-08
ARG,1963,21.58932,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.27e-07,4.89e-08
ARG,1964,15.49872,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.04e-07,4.72e-08
ARG,1965,14.66971,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4.62e-07,6.78e-08
ARG,1966,12.36208,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6.08e-07,7.52e-08
ARG,1967,10.0558,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7.87e-07,7.91e-08
ARG,1968,8.672203,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9.84e-07,8.53e-08
ARG,1969,8.853843,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.13e-06,1.00e-07
ARG,1970,12.45086,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.29e-06,1.60e-07
ARG,1971,14.02102,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.84e-06,2.58e-07
ARG,1972,15.77707,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.04e-06,4.79e-07
ARG,1973,11.06968,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.21e-06,5.77e-07
ARG,1974,11.99213,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7.14e-06,8.57e-07
ARG,1975,31.17866,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.000021,6.55e-06
ARG,1976,26.48624,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.0001114,.0000295
ARG,1977,23.15941,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.000307,.0000711
ARG,1978,16.14351,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.000769,.0001241
ARG,1979,11.43982,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.002093,.0002394
ARG,1980,10.51802,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.004161,.0004377
ARG,1981,24.44594,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.0081,.0019801
ARG,1982,50.91728,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.023681,.0120577
ARG,1983,59.22909,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.118666,.0702848
ARG,1984,50.37002,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,.8571269,.431735
ARG,1985,62.64001,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.749075,3.601222
ARG,1986,51.56957,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,10.81986,5.579754
ARG,1987,68.35967,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,25.28542,17.28503
ARG,1988,56.6435,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,120.3589,68.17548
ARG,1989,109.0434,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3515.6,3833.528
ARG,1990,44.74283,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,74691.68,33419.17
ARG,1991,32.93441,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,196040.8,64564.88
ARG,1992,27.76823,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,245609.2,68201.33
ARG,1993,27.73858,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,256302.6,71094.7
ARG,1994,29.31042,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,278990,81773.15
ARG,1995,31.67343,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,279631.5,88568.87
ARG,1996,33.56123,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,294931.1,98982.52
ARG,1997,32.66203,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,317373.8,103660.7
ARG,1998,35.20024,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,323973,114039.3
ARG,1999,40.09651,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,307256.4,123199.1
ARG,2000,42.05957,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,307994.2,129541
ARG,2001,49.4355,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,291189,143950.8
ARG,2002,152.2476,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,338745.9,515732.4
ARG,2003,129.1144,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,407376.3,525981.6
ARG,2004,117.8778,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,485115.2,571843.3
ARG,2005,80.2818,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,582538.2,467672.1
ARG,2006,70.79269,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,715904.3,506807.8
ARG,2007,62.13271,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,896980.2,557318.1
ARG,2008,53.81385,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1149646,618668.9
ARG,2009,55.39708,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1247929,691316.4
ARG,2010,43.45432,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1661721,722089.4
ARG,2011,38.93485,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2179024,848399.8
ARG,2012,40.43605,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2637914,1066668
ARG,2013,43.49607,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3348309,1456383
