ISO3,year,cgovexp_GDP,source,nGDP,cgovexp
AFG,2006,20.71095,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,364100.1,75408.6
AFG,2007,27.52813,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,499587,137527
AFG,2008,50.47796,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,517377.4,261161.6
AFG,2009,44.64372,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,600457.8,268066.7
AFG,2010,51.89717,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,703502.6,365098
AFG,2011,60.48954,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,837851.3,506812.4
AFG,2012,42.13279,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1007959,424681.2
AFG,2013,42.92222,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1102256,473112.9
AFG,2014,44.25866,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1116353,494082.7
AFG,2015,36.69831,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1143357,419592.6
AFG,2016,40.73931,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1236815,503870
AFG,2017,36.59862,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1294845,473895.3
AGO,1980,36.35243,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000214,.0000778
AGO,1981,42.79131,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.0002,.0000856
AGO,1982,47.3996,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.0002,.0000948
AGO,1983,42.95641,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000209,.0000898
AGO,1984,48.8677,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000221,.000108
AGO,1985,43.77648,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000273,.0001195
AGO,1986,42.93221,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000256,.0001099
AGO,1987,36.20449,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000295,.0001068
AGO,1988,40.48433,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000318,.0001287
AGO,1989,36.74891,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.00037,.000136
AGO,1990,49.31081,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000409,.0002017
AGO,1991,47.94177,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.000892,.0004276
AGO,1992,58.76971,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.004673,.0027463
AGO,1993,52.74069,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.035827,.0188954
AGO,1994,62.08797,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,.824921,.5121767
AGO,1995,67.2354,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,18.26765,12.28233
AGO,1996,42.99989,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1117.154,480.3748
AGO,1997,65.50817,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,2342.345,1534.427
AGO,1998,42.59446,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,3385.27,1441.937
AGO,1999,81.51489,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,22959.67,18715.55
AGO,2000,54.25706,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,122568.5,66502.06
AGO,2001,50.6918,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,263560.6,133603.6
AGO,2002,45.40158,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,665385,302095.3
AGO,2003,44.89748,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1328940,596660.5
AGO,2004,35.82762,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1967570,704933.4
AGO,2005,34.9345,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,3222350,1125712
AGO,2006,30.60394,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,4209762,1288353
AGO,2007,38.12765,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,5006335,1908798
AGO,2008,56.57002,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,6643353,3758146
AGO,2009,44.95869,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,5577341,2507499
AGO,2010,39.40086,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,7701652,3034517
AGO,2011,37.40266,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.05e+07,3927632
AGO,2012,37.2067,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.22e+07,4548500
AGO,2013,36.50094,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.32e+07,4816301
AGO,2014,36.45177,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.43e+07,5221300
AGO,2015,27.29856,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.40e+07,3808228
AGO,2016,23.63885,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1.65e+07,3912127
AGO,2017,24.67993,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,2.03e+07,5000721
AGO,2018,13.96091,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2.56e+07,3577866
AGO,2019,17.84698,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3.03e+07,5413066
AGO,2020,43.85287,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3.17e+07,1.39e+07
AGO,2021,17.93596,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4.41e+07,7917184
AGO,2022,19.48651,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5.22e+07,1.02e+07
AGO,2023,20.18139,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6.20e+07,1.25e+07
ALB,1998,23.7116,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,393070,93203.19
ALB,1999,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,453512.3,
ALB,2000,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,516206.8,
ALB,2001,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,583125.1,
ALB,2002,20.50881,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,633932.6,130012
ALB,2003,18.45922,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,700711.6,129345.9
ALB,2004,18.16693,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,760444.8,138149.4
ALB,2005,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,824594.6,
ALB,2006,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,897697.7,
ALB,2007,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1005281,
ALB,2008,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1112317,
ALB,2009,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1171607,
ALB,2010,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1256235,
ALB,2011,18.87036,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1308998,247012.5
ALB,2012,18.78324,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1324877,248854.9
ALB,2013,19.87885,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1352247,268811.1
ALB,2014,19.89481,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1402496,279024
ALB,2015,19.44181,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1444802,280895.7
ALB,2016,18.87308,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1488303,280888.7
ALB,2017,18.48617,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1579056,291906.9
ALB,2018,17.84307,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1660820,296341.3
ALB,2019,17.39054,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1712037,297732.4
ALB,2020,19.34376,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1655985,320329.7
ALB,2021,18.91989,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1866672,353172.2
ALB,2022,18.16318,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2149742,390461.4
ALB,2023,17.33384,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2364276,409819.8
AND,2018,17.83043,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2725.27,485.9274
AND,2019,16.82904,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2818.422,474.3135
AND,2020,21.45902,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2531.087,543.1465
AND,2021,19.66388,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2810.965,552.7448
AND,2022,17.0148,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3210.31,546.2279
AND,2023,17.28261,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3500.58,604.9915
ARE,2011,3.862909,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1325158,51189.66
ARE,2012,3.976281,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1412481,56164.2
ARE,2013,3.676861,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1469803,54042.59
ARE,2014,3.593102,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1520802,54643.96
ARE,2015,3.94507,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1359837,53646.5
ARE,2016,4.089139,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1356090,55452.41
ARE,2017,3.765001,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1434173,53996.63
ARE,2018,3.693218,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1568339,57922.18
ARE,2019,4.02298,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1535067,61755.45
ARE,2020,4.615885,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1283440,59242.1
ARE,2021,3.704055,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1524744,56477.36
ARE,2022,3.608097,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1846283,66615.69
ARE,2023,3.558059,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1888144,67181.27
ARG,1935,10.54839,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.21e-09,1.28e-10
ARG,1936,10.73469,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.28e-09,1.38e-10
ARG,1937,10.80531,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.48e-09,1.60e-10
ARG,1938,11.61818,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.44e-09,1.67e-10
ARG,1939,12.58621,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.52e-09,1.91e-10
ARG,1940,11.01667,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.56e-09,1.72e-10
ARG,1941,10.62791,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.68e-09,1.79e-10
ARG,1942,10.64384,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.90e-09,2.02e-10
ARG,1943,11.6732,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.00e-09,2.34e-10
ARG,1944,14.23429,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.29e-09,3.25e-10
ARG,1945,14.58549,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.53e-09,3.68e-10
ARG,1946,12.67557,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.42e-09,4.33e-10
ARG,1947,11.75487,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.69e-09,5.52e-10
ARG,1948,16.15525,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.72e-09,9.25e-10
ARG,1949,14.79658,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.86e-09,1.02e-09
ARG,1950,13.98714,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.13e-09,1.14e-09
ARG,1951,13.95833,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.16e-08,1.62e-09
ARG,1952,13.75,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.34e-08,1.84e-09
ARG,1953,12.71318,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.52e-08,1.93e-09
ARG,1954,12.48276,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.70e-08,2.12e-09
ARG,1955,11.69591,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.02e-08,2.36e-09
ARG,1956,11.92661,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.66e-08,3.17e-09
ARG,1957,10.3321,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.30e-08,3.41e-09
ARG,1958,17.31266,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.69e-08,8.11e-09
ARG,1959,14.70985,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.00e-08,1.32e-08
ARG,1960,12.52485,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.18e-07,1.48e-08
ARG,1961,13.75,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.47e-07,2.03e-08
ARG,1962,13.26599,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.90e-07,2.52e-08
ARG,1963,12.18329,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.27e-07,2.76e-08
ARG,1964,13.52713,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.04e-07,4.12e-08
ARG,1965,10.9116,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.62e-07,5.04e-08
ARG,1966,13.23009,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.08e-07,8.05e-08
ARG,1967,9.323181,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.87e-07,7.34e-08
ARG,1968,8.386628,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.84e-07,8.25e-08
ARG,1969,8.208955,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.13e-06,9.32e-08
ARG,1970,8,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.29e-06,1.03e-07
ARG,1971,8.721805,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.84e-06,1.60e-07
ARG,1972,8.363636,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.04e-06,2.54e-07
ARG,1973,10.60274,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.21e-06,5.53e-07
ARG,1974,11.97183,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.14e-06,8.55e-07
ARG,1975,20.74074,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.000021,4.36e-06
ARG,1976,17.65481,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0001114,.0000197
ARG,1977,15.52795,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.000307,.0000477
ARG,1978,17.69201,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.000769,.0001361
ARG,1979,17.40351,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.002093,.0003643
ARG,1980,19.0106,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.004161,.000791
ARG,1981,22.44526,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0081,.0018181
ARG,1982,20.60811,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.023681,.0048802
ARG,1983,21.81552,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.118666,.0258876
ARG,1984,16.75819,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.8571269,.143639
ARG,1985,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,5.749075,
ARG,1986,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,10.81986,
ARG,1987,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,25.28542,
ARG,1988,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,120.3589,
ARG,1989,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,3515.6,
ARG,1990,17.93578,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,74691.68,13396.54
ARG,1991,16.7987,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,196040.8,32932.3
ARG,1992,16.13985,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,245609.2,39640.96
ARG,1993,15.93332,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,256302.6,40837.51
ARG,1994,16.01162,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,278990,44670.81
ARG,1995,16.30167,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,279631.5,45584.59
ARG,1996,15.98098,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,294931.1,47132.89
ARG,1997,15.41217,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,317373.8,48914.18
ARG,1998,15.54202,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,323973,50351.94
ARG,1999,17.23814,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,307256.4,52965.3
ARG,2000,17.32493,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,307994.2,53359.77
ARG,2001,17.8285,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,291189,51914.64
ARG,2002,12.5742,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,338745.9,42594.58
ARG,2003,13.11014,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,407376.3,53407.59
ARG,2004,12.34288,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,485115.2,59877.18
ARG,2005,14.90704,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,582538.2,86839.2
ARG,2006,14.79149,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,715904.3,105892.9
ARG,2007,15.87784,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,896980.2,142421.1
ARG,2008,16.78553,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1149646,192974.2
ARG,2009,20.02629,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1247929,249914
ARG,2010,19.80081,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1661721,329034.2
ARG,2011,20.67661,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,2179024,450548.2
ARG,2012,21.29838,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,2637914,561833
ARG,2013,22.42729,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,3348309,750934.9
ARG,2014,18.61702,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4579087,852489.4
ARG,2015,18.46151,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5954511,1099293
ARG,2016,20.72219,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,8228160,1705055
ARG,2017,18.36907,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1.07e+07,1958184
ARG,2018,16.3207,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1.47e+07,2406456
ARG,2019,16.37734,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2.16e+07,3530700
ARG,2020,19.47991,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2.72e+07,5300446
ARG,2021,17.28233,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4.62e+07,7987736
ARG,2022,15.98873,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,8.27e+07,1.32e+07
ARG,2023,15.19261,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1.91e+08,2.91e+07
ARM,2004,14.36094,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2034676,292198.6
ARM,2005,15.48791,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2391859,370449
ARM,2006,14.45388,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2832621,409423.6
ARM,2007,14.34383,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3358467,481732.8
ARM,2008,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3805239,
ARM,2009,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3350328,
ARM,2010,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3690038,
ARM,2011,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4028887,
ARM,2012,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4266461,
ARM,2013,22.63718,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4555638,1031268
ARM,2014,23.98756,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4828627,1158270
ARM,2015,25.07798,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5043633,1264841
ARM,2016,25.71152,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5067294,1302878
ARM,2017,22.62972,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5564494,1259230
ARM,2018,22.07681,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6017035,1328370
ARM,2019,21.75848,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6543322,1423727
ARM,2020,26.58129,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6181903,1643229
ARM,2021,24.96853,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6991778,1745744
ARM,2022,21.16275,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,8501449,1799141
ARM,2023,21.03432,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,9505222,1999359
AUS,1839,5.435714,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,23.30183,1.266621
AUS,1840,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,28.21039,
AUS,1841,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,28.32069,
AUS,1842,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,24.07397,
AUS,1843,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,22.06091,
AUS,1844,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,21.97818,
AUS,1845,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,24.21185,
AUS,1846,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,27.60371,
AUS,1847,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,30.19587,
AUS,1848,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,33.86349,
AUS,1849,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,36.56596,
AUS,1850,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,39.46145,
AUS,1851,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,45.96942,
AUS,1852,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,79.47443,
AUS,1853,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,134.2406,
AUS,1854,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,172.8472,
AUS,1855,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,185.4771,
AUS,1856,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,185.9735,
AUS,1857,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,193.0054,
AUS,1858,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,201.3334,
AUS,1859,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,212.5844,
AUS,1860,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,225.5728,
AUS,1861,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,231.8326,
AUS,1862,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,232.4944,
AUS,1863,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,230.0401,
AUS,1864,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,231.7774,
AUS,1865,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,236.8514,
AUS,1866,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,248.9022,
AUS,1867,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,260.429,
AUS,1868,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,270.0531,
AUS,1869,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,278.6017,
AUS,1870,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,287.8673,
AUS,1871,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,291.7004,
AUS,1872,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,313.5406,
AUS,1873,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,367.5072,
AUS,1874,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,396.5172,
AUS,1875,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,414.6624,
AUS,1876,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,429.1674,
AUS,1877,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,432.4766,
AUS,1878,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,447.147,
AUS,1879,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,461.1282,
AUS,1880,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,474.7508,
AUS,1881,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,500.2587,
AUS,1882,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,527.1454,
AUS,1883,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,568.2063,
AUS,1884,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,593.5212,
AUS,1885,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,608.9087,
AUS,1886,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,624.4616,
AUS,1887,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,651.5138,
AUS,1888,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,693.6226,
AUS,1889,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,738.6819,
AUS,1890,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,762.0941,
AUS,1891,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,744.9693,
AUS,1892,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,683.4745,
AUS,1893,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,594.4036,
AUS,1894,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,553.1773,
AUS,1895,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,531.6955,
AUS,1896,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,552.6534,
AUS,1897,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,576.0655,
AUS,1898,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,608.3847,
AUS,1899,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,658.5181,
AUS,1900,,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,678.9521,
