ISO3,year,rGDP,source,pop,rGDP_pc
ABW,1970,430.7568,Derived using data on real GDP from UN and the spliced population,.05895,7307.155
ABW,1971,469.906,Derived using data on real GDP from UN and the spliced population,.058781,7994.182
ABW,1972,512.6134,Derived using data on real GDP from UN and the spliced population,.058047,8831.006
ABW,1973,559.2021,Derived using data on real GDP from UN and the spliced population,.058299,9591.967
ABW,1974,610.0251,Derived using data on real GDP from UN and the spliced population,.058349,10454.77
ABW,1975,665.4671,Derived using data on real GDP from UN and the spliced population,.058295,11415.51
ABW,1976,725.9479,Derived using data on real GDP from UN and the spliced population,.058368,12437.43
ABW,1977,791.9255,Derived using data on real GDP from UN and the spliced population,.05858,13518.7
ABW,1978,863.8996,Derived using data on real GDP from UN and the spliced population,.058776,14698.17
ABW,1979,942.4149,Derived using data on real GDP from UN and the spliced population,.059191,15921.59
ABW,1980,1028.066,Derived using data on real GDP from UN and the spliced population,.059909,17160.46
ABW,1981,1121.502,Derived using data on real GDP from UN and the spliced population,.060563,18517.93
ABW,1982,1223.429,Derived using data on real GDP from UN and the spliced population,.061276,19965.88
ABW,1983,1334.62,Derived using data on real GDP from UN and the spliced population,.062228,21447.26
ABW,1984,1455.917,Derived using data on real GDP from UN and the spliced population,.062901,23146.16
ABW,1985,1588.238,Derived using data on real GDP from UN and the spliced population,.061728,25729.62
ABW,1986,1732.584,Derived using data on real GDP from WDI and the spliced population,.059931,28909.65
ABW,1987,2011.157,Derived using data on real GDP from WDI and the spliced population,.059159,33995.79
ABW,1988,2386.21,Derived using data on real GDP from WDI and the spliced population,.059331,40218.61
ABW,1989,2675.654,Derived using data on real GDP from WDI and the spliced population,.060443,44267.39
ABW,1990,2781.647,Derived using data on real GDP from WDI and the spliced population,.062753,44326.92
ABW,1991,3003.146,Derived using data on real GDP from WDI and the spliced population,.065896,45574.03
ABW,1992,3179.802,Derived using data on real GDP from WDI and the spliced population,.069005,46080.75
ABW,1993,3412.172,Derived using data on real GDP from WDI and the spliced population,.073685,46307.55
ABW,1994,3692.103,Derived using data on real GDP from WDI and the spliced population,.077595,47581.71
ABW,1995,3786.146,Derived using data on real GDP from WDI and the spliced population,.079805,47442.47
ABW,1996,3831.042,Derived using data on real GDP from WDI and the spliced population,.083021,46145.46
ABW,1997,4101.011,Derived using data on real GDP from WDI and the spliced population,.086301,47519.85
ABW,1998,4182.702,Derived using data on real GDP from WDI and the spliced population,.088451,47288.35
ABW,1999,4234.485,Derived using data on real GDP from WDI and the spliced population,.089659,47228.78
ABW,2000,4557.277,Derived using data on real GDP from WDI and the spliced population,.090588,50307.73
ABW,2001,4747.862,Derived using data on real GDP from WDI and the spliced population,.091439,51923.82
ABW,2002,4702.998,Derived using data on real GDP from WDI and the spliced population,.092074,51078.45
ABW,2003,4755.225,Derived using data on real GDP from WDI and the spliced population,.093128,51061.17
ABW,2004,5102.057,Derived using data on real GDP from WDI and the spliced population,.095138,53627.96
ABW,2005,5082.51,Derived using data on real GDP from WDI and the spliced population,.097635,52056.23
ABW,2006,5139.811,Derived using data on real GDP from WDI and the spliced population,.099405,51705.75
ABW,2007,5298.607,Derived using data on real GDP from WDI and the spliced population,.10015,52906.71
ABW,2008,5395.876,Derived using data on real GDP from WDI and the spliced population,.100917,53468.46
ABW,2009,4765.76,Derived using data on real GDP from WDI and the spliced population,.101604,46905.24
ABW,2010,4635.49,Derived using data on real GDP from WDI and the spliced population,.101838,45518.28
ABW,2011,4791.671,Derived using data on real GDP from WDI and the spliced population,.102591,46706.54
ABW,2012,4741.799,Derived using data on real GDP from WDI and the spliced population,.10411,45546.05
ABW,2013,5046.766,Derived using data on real GDP from WDI and the spliced population,.105675,47757.43
ABW,2014,5118.738,Derived using data on real GDP from WDI and the spliced population,.106807,47925.11
ABW,2015,5303.6,Derived using data on real GDP from WDI and the spliced population,.107906,49150.19
ABW,2016,5369.064,Derived using data on real GDP from WDI and the spliced population,.108727,49381.15
ABW,2017,5556.629,Derived using data on real GDP from WDI and the spliced population,.108735,51102.48
ABW,2018,5735.134,Derived using data on real GDP from WDI and the spliced population,.108908,52660.36
ABW,2019,5805.396,Derived using data on real GDP from WDI and the spliced population,.109203,53161.5
ABW,2020,4418.023,Derived using data on real GDP from WDI and the spliced population,.108587,40686.48
ABW,2021,5068.824,Derived using data on real GDP from WDI and the spliced population,.1077,47064.29
ABW,2022,5607.967,Derived using data on real GDP from WDI and the spliced population,.10731,52259.5
ABW,2023,6040.162,Derived using data on real GDP from WDI and the spliced population,.107359,56261.34
ABW,2024,6451.543,Derived using data on real GDP from WDI and the spliced population,.107995,59739.28
ABW,2025,6580.72,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,.107995,60935.42
ABW,2026,6672.394,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,.107995,61784.29
ABW,2027,6766.151,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,.107995,62652.45
ABW,2028,6860.95,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,.107995,63530.25
ABW,2029,6956.79,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,.1069857,65025.42
AFG,1952,480359.7,Derived using data on real GDP from Maddison and the spliced population,7.748536,61993.61
AFG,1953,507860.8,Derived using data on real GDP from Maddison and the spliced population,7.855212,64652.71
AFG,1954,516833.3,Derived using data on real GDP from Maddison and the spliced population,7.961888,64913.41
AFG,1955,524808.7,Derived using data on real GDP from Maddison and the spliced population,8.078261,64965.55
AFG,1956,546041.3,Derived using data on real GDP from Maddison and the spliced population,8.194634,66634.01
AFG,1957,544229.7,Derived using data on real GDP from Maddison and the spliced population,8.330404,65330.52
AFG,1958,572307.1,Derived using data on real GDP from Maddison and the spliced population,8.456475,67676.79
AFG,1959,586188.3,Derived using data on real GDP from Maddison and the spliced population,8.601942,68146.04
AFG,1960,606107.8,Derived using data on real GDP from WDI_ARC and the spliced population,8.766804,69136.7
AFG,1961,611690.3,Derived using data on real GDP from WDI_ARC and the spliced population,8.940529,68417.69
AFG,1962,622058.3,Derived using data on real GDP from WDI_ARC and the spliced population,9.125201,68169.27
AFG,1963,633223.3,Derived using data on real GDP from WDI_ARC and the spliced population,9.319343,67947.2
AFG,1964,645983.3,Derived using data on real GDP from WDI_ARC and the spliced population,9.522943,67834.41
AFG,1965,659541.3,Derived using data on real GDP from WDI_ARC and the spliced population,9.738051,67728.27
AFG,1966,666718.8,Derived using data on real GDP from WDI_ARC and the spliced population,9.961598,66928.9
AFG,1967,685859.1,Derived using data on real GDP from WDI_ARC and the spliced population,10.19405,67280.34
AFG,1968,709784.4,Derived using data on real GDP from WDI_ARC and the spliced population,10.43756,68002.89
AFG,1969,720949.6,Derived using data on real GDP from WDI_ARC and the spliced population,10.69032,67439.51
AFG,1970,735304,Derived using data on real GDP from UN and the spliced population,10.95494,67120.78
AFG,1971,733276.7,Derived using data on real GDP from UN and the spliced population,11.22424,65329.75
AFG,1972,613010.3,Derived using data on real GDP from UN and the spliced population,11.50177,53297.02
AFG,1973,630762.3,Derived using data on real GDP from UN and the spliced population,11.79704,53467.82
AFG,1974,665157.8,Derived using data on real GDP from UN and the spliced population,12.09893,54976.56
AFG,1975,706432.6,Derived using data on real GDP from UN and the spliced population,12.39471,56994.67
AFG,1976,745061.4,Derived using data on real GDP from UN and the spliced population,12.67212,58795.32
AFG,1977,707490.8,Derived using data on real GDP from UN and the spliced population,12.94469,54654.92
AFG,1978,759878.1,Derived using data on real GDP from UN and the spliced population,13.20733,57534.55
AFG,1979,740298.9,Derived using data on real GDP from UN and the spliced population,13.25015,55870.98
AFG,1980,712782.4,Derived using data on real GDP from UN and the spliced population,12.77833,55780.56
AFG,1981,728128.3,Derived using data on real GDP from UN and the spliced population,11.58317,62860.88
AFG,1982,742944.8,Derived using data on real GDP from UN and the spliced population,10.66506,69661.58
AFG,1983,779456.9,Derived using data on real GDP from UN and the spliced population,10.59384,73576.42
AFG,1984,793744.4,Derived using data on real GDP from UN and the spliced population,10.858,73102.28
AFG,1985,795861.1,Derived using data on real GDP from UN and the spliced population,11.0876,71779.36
AFG,1986,819673.4,Derived using data on real GDP from UN and the spliced population,11.08103,73970.89
AFG,1987,735536.4,Derived using data on real GDP from UN and the spliced population,11.04973,66566.02
AFG,1988,674682.7,Derived using data on real GDP from UN and the spliced population,11.18119,60340.88
AFG,1989,627058.1,Derived using data on real GDP from UN and the spliced population,11.52156,54424.75
AFG,1990,607479.1,Derived using data on real GDP from UN and the spliced population,11.68804,51974.42
AFG,1991,541077.9,Derived using data on real GDP from UN and the spliced population,11.87552,45562.45
AFG,1992,549813.5,Derived using data on real GDP from UN and the spliced population,12.88474,42671.69
AFG,1993,412552.9,Derived using data on real GDP from UN and the spliced population,14.49953,28452.85
AFG,1994,320713.7,Derived using data on real GDP from UN and the spliced population,15.76833,20339.11
AFG,1995,480860.8,Derived using data on real GDP from UN and the spliced population,16.55917,29038.94
AFG,1996,455518,Derived using data on real GDP from UN and the spliced population,17.2359,26428.45
AFG,1997,432100,Derived using data on real GDP from UN and the spliced population,17.90427,24133.9
AFG,1998,412488.1,Derived using data on real GDP from UN and the spliced population,18.59116,22187.32
AFG,1999,392468.6,Derived using data on real GDP from UN and the spliced population,19.29734,20337.96
AFG,2000,370869.4,Derived using data on real GDP from WDI and the spliced population,19.53268,18987.12
AFG,2001,335889.1,Derived using data on real GDP from WDI and the spliced population,19.9109,16869.61
AFG,2002,431953.4,Derived using data on real GDP from WDI and the spliced population,20.2978,21280.8
AFG,2003,470104.7,Derived using data on real GDP from WDI and the spliced population,20.6914,22719.81
AFG,2004,476752.5,Derived using data on real GDP from WDI and the spliced population,21.6777,21992.76
AFG,2005,530290.5,Derived using data on real GDP from WDI and the spliced population,22.0979,23997.32
AFG,2006,558700.3,Derived using data on real GDP from WDI and the spliced population,22.5759,24747.64
AFG,2007,635948,Derived using data on real GDP from WDI and the spliced population,23.0389,27603.23
AFG,2008,660908.9,Derived using data on real GDP from WDI and the spliced population,23.5114,28110.14
AFG,2009,802280.8,Derived using data on real GDP from WDI and the spliced population,23.9935,33437.42
AFG,2010,917507.8,Derived using data on real GDP from WDI and the spliced population,24.4856,37471.32
AFG,2011,921419.6,Derived using data on real GDP from WDI and the spliced population,24.9877,36874.93
AFG,2012,1038922,Derived using data on real GDP from WDI and the spliced population,25.5001,40741.88
AFG,2013,1097109,Derived using data on real GDP from WDI and the spliced population,26.0231,42159.05
AFG,2014,1127000,Derived using data on real GDP from WDI and the spliced population,26.55675,42437.43
AFG,2015,1143357,Derived using data on real GDP from WDI and the spliced population,27.10136,42188.16
AFG,2016,1169200,Derived using data on real GDP from WDI and the spliced population,27.65714,42274.79
AFG,2017,1200149,Derived using data on real GDP from WDI and the spliced population,28.22432,42521.79
AFG,2018,1214421,Derived using data on real GDP from WDI and the spliced population,30.07502,40379.74
AFG,2019,1261925,Derived using data on real GDP from WDI and the spliced population,30.72556,41070.85
AFG,2020,1232256,Derived using data on real GDP from WDI and the spliced population,31.39017,39256.1
AFG,2021,976700,Derived using data on real GDP from WDI and the spliced population,33.56916,29095.16
AFG,2022,915752.3,Derived using data on real GDP from WDI and the spliced population,34.26284,26727.28
AFG,2023,936511.9,Derived using data on real GDP from WDI and the spliced population,35.00242,26755.63
AFG,2024,952899.4,Derived using data on real GDP from IMF_IFS and the spliced population,36.00951,26462.44
AGO,1952,1669872,Derived using data on real GDP from Maddison and the spliced population,4.651471,358998.8
AGO,1953,1729970,Derived using data on real GDP from Maddison and the spliced population,4.71149,367181.1
AGO,1954,1678804,Derived using data on real GDP from Maddison and the spliced population,4.771509,351839.3
AGO,1955,1808637,Derived using data on real GDP from Maddison and the spliced population,4.831527,374340.6
AGO,1956,1773688,Derived using data on real GDP from Maddison and the spliced population,4.90155,361862.6
AGO,1957,1944289,Derived using data on real GDP from Maddison and the spliced population,4.981575,390296.1
AGO,1958,2048000,Derived using data on real GDP from Maddison and the spliced population,5.0616,404615.1
AGO,1959,2058082,Derived using data on real GDP from Maddison and the spliced population,5.151629,399501.2
AGO,1960,2137140,Derived using data on real GDP from Maddison and the spliced population,5.231654,408501.7
AGO,1961,2412967,Derived using data on real GDP from Maddison and the spliced population,5.301583,455140.9
AGO,1962,2330725,Derived using data on real GDP from Maddison and the spliced population,5.35431,435298.8
AGO,1963,2433890,Derived using data on real GDP from Maddison and the spliced population,5.40832,450026.9
AGO,1964,2690404,Derived using data on real GDP from Maddison and the spliced population,5.464187,492370.4
AGO,1965,2873610,Derived using data on real GDP from Maddison and the spliced population,5.521981,520394.8
AGO,1966,3020979,Derived using data on real GDP from Maddison and the spliced population,5.581386,541259.7
AGO,1967,3177169,Derived using data on real GDP from Maddison and the spliced population,5.641807,563147.4
AGO,1968,3108805,Derived using data on real GDP from Maddison and the spliced population,5.702699,545146.3
AGO,1969,3177422,Derived using data on real GDP from Maddison and the spliced population,5.763685,551283.1
AGO,1970,3373802,Derived using data on real GDP from UN and the spliced population,5.852788,576443.6
AGO,1971,3576230,Derived using data on real GDP from UN and the spliced population,5.991102,596923.6
AGO,1972,3583383,Derived using data on real GDP from UN and the spliced population,6.174262,580374.3
AGO,1973,3873637,Derived using data on real GDP from UN and the spliced population,6.388528,606342.6
AGO,1974,3993720,Derived using data on real GDP from UN and the spliced population,6.613367,603886
AGO,1975,3794034,Derived using data on real GDP from UN and the spliced population,6.842947,554444.4
AGO,1976,3596744,Derived using data on real GDP from UN and the spliced population,7.074664,508397.8
AGO,1977,3625518,Derived using data on real GDP from UN and the spliced population,7.317829,495436.3
AGO,1978,3433365,Derived using data on real GDP from UN and the spliced population,7.576734,453145.8
AGO,1979,3443666,Derived using data on real GDP from UN and the spliced population,7.847207,438839.6
AGO,1980,3526313,Derived using data on real GDP from WDI and the spliced population,8.133872,433534.4
AGO,1981,3371155,Derived using data on real GDP from WDI and the spliced population,8.435607,399634
AGO,1982,3371155,Derived using data on real GDP from WDI and the spliced population,8.751648,385202.3
AGO,1983,3512744,Derived using data on real GDP from WDI and the spliced population,9.082983,386739
AGO,1984,3723509,Derived using data on real GDP from WDI and the spliced population,9.425917,395028.8
AGO,1985,3853832,Derived using data on real GDP from WDI and the spliced population,9.77912,394087.8
AGO,1986,3965593,Derived using data on real GDP from WDI and the spliced population,10.13945,391105.3
AGO,1987,4127498,Derived using data on real GDP from WDI and the spliced population,10.49786,393175.3
AGO,1988,4380468,Derived using data on real GDP from WDI and the spliced population,10.86129,403310.1
AGO,1989,4382291,Derived using data on real GDP from WDI and the spliced population,11.23856,389933.4
AGO,1990,4231098,Derived using data on real GDP from WDI and the spliced population,11.62636,363922.8
AGO,1991,4273043,Derived using data on real GDP from WDI and the spliced population,12.02353,355390.1
AGO,1992,4023571,Derived using data on real GDP from WDI and the spliced population,12.42371,323862.2
AGO,1993,3058581,Derived using data on real GDP from WDI and the spliced population,12.82714,238446.2
AGO,1994,3099547,Derived using data on real GDP from WDI and the spliced population,13.24976,233932.2
AGO,1995,3564478,Derived using data on real GDP from WDI and the spliced population,13.69978,260185.1
AGO,1996,4047265,Derived using data on real GDP from WDI and the spliced population,14.17097,285602.4
AGO,1997,4341674,Derived using data on real GDP from WDI and the spliced population,14.66041,296149.5
AGO,1998,4545348,Derived using data on real GDP from WDI and the spliced population,15.15937,299837.5
AGO,1999,4644505,Derived using data on real GDP from WDI and the spliced population,15.66724,296447
AGO,2000,4786377,Derived using data on real GDP from WDI and the spliced population,16.19487,295549
AGO,2001,4987692,Derived using data on real GDP from WDI and the spliced population,16.74721,297822.3
AGO,2002,5669294,Derived using data on real GDP from WDI and the spliced population,17.3277,327181
AGO,2003,5867000,Derived using data on real GDP from WDI and the spliced population,17.94371,326966.9
AGO,2004,6537004,Derived using data on real GDP from WDI and the spliced population,18.60042,351443.8
AGO,2005,7462302,Derived using data on real GDP from WDI and the spliced population,19.29116,386824.9
AGO,2006,8345974,Derived using data on real GDP from WDI and the spliced population,20.01528,416980.1
AGO,2007,9431175,Derived using data on real GDP from WDI and the spliced population,20.77856,453889.7
AGO,2008,1.04e+07,Derived using data on real GDP from WDI and the spliced population,21.57866,484204.5
AGO,2009,1.07e+07,Derived using data on real GDP from WDI and the spliced population,22.41477,475444.8
AGO,2010,1.12e+07,Derived using data on real GDP from WDI and the spliced population,23.29482,481700.8
AGO,2011,1.16e+07,Derived using data on real GDP from WDI and the spliced population,24.21835,479983.5
AGO,2012,1.26e+07,Derived using data on real GDP from WDI and the spliced population,25.17739,500959.1
AGO,2013,1.32e+07,Derived using data on real GDP from WDI and the spliced population,26.16562,505577.1
AGO,2014,1.38e+07,Derived using data on real GDP from WDI and the spliced population,27.16077,509729.1
AGO,2015,1.40e+07,Derived using data on real GDP from WDI and the spliced population,28.1578,495432.6
AGO,2016,1.37e+07,Derived using data on real GDP from WDI and the spliced population,29.18307,469897.9
AGO,2017,1.37e+07,Derived using data on real GDP from WDI and the spliced population,30.23484,452874.2
AGO,2018,1.36e+07,Derived using data on real GDP from WDI and the spliced population,31.29716,434901.7
AGO,2019,1.36e+07,Derived using data on real GDP from WDI and the spliced population,32.37563,419554
AGO,2020,1.30e+07,Derived using data on real GDP from WDI and the spliced population,33.45113,389649.8
AGO,2021,1.33e+07,Derived using data on real GDP from WDI and the spliced population,34.53243,385385.7
AGO,2022,1.39e+07,Derived using data on real GDP from WDI and the spliced population,35.63503,389206.5
AGO,2023,1.40e+07,Derived using data on real GDP from WDI and the spliced population,36.7499,382166.9
AGO,2024,1.47e+07,Derived using data on real GDP from WDI and the spliced population,37.88585,387108
AGO,2025,1.51e+07,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,38.98544,386681.4
AGO,2026,1.56e+07,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,40.18499,387407.3
AGO,2027,1.61e+07,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,41.38454,388686.1
AGO,2028,1.66e+07,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,42.58409,390434.3
AGO,2029,1.72e+07,Derived using data on real GDP from IMF_WEO_forecast and the spliced population,43.88361,391741.7
AIA,1970,111.5531,Derived using data on real GDP from UN and the spliced population,.006298,17712.46
AIA,1971,108.7659,Derived using data on real GDP from UN and the spliced population,.006355,17115.01
AIA,1972,121.3158,Derived using data on real GDP from UN and the spliced population,.006403,18946.71
AIA,1973,126.3857,Derived using data on real GDP from UN and the spliced population,.006447,19603.8
AIA,1974,126.1308,Derived using data on real GDP from UN and the spliced population,.006479,19467.63
AIA,1975,130.4466,Derived using data on real GDP from UN and the spliced population,.006499,20071.79
AIA,1976,132.4695,Derived using data on real GDP from UN and the spliced population,.006521,20314.29
AIA,1977,132.7191,Derived using data on real GDP from UN and the spliced population,.006543,20284.14
AIA,1978,142.6043,Derived using data on real GDP from UN and the spliced population,.006561,21735.15
AIA,1979,156.1681,Derived using data on real GDP from UN and the spliced population,.006577,23744.58
AIA,1980,163.7754,Derived using data on real GDP from UN and the spliced population,.006588,24859.66
AIA,1981,169.8696,Derived using data on real GDP from UN and the spliced population,.006604,25722.22
AIA,1982,167.9689,Derived using data on real GDP from UN and the spliced population,.006628,25342.32
AIA,1983,168.1066,Derived using data on real GDP from UN and the spliced population,.006647,25290.59
AIA,1984,175.5865,Derived using data on real GDP from UN and the spliced population,.006742,26043.69
AIA,1985,198.1638,Derived using data on real GDP from UN and the spliced population,.006955,28492.28
AIA,1986,223.4283,Derived using data on real GDP from UN and the spliced population,.007219,30950.03
AIA,1987,247.1911,Derived using data on real GDP from UN and the spliced population,.007495,32980.8
AIA,1988,285.6541,Derived using data on real GDP from UN and the spliced population,.007782,36707.04
AIA,1989,309.9392,Derived using data on real GDP from UN and the spliced population,.00809,38311.4
AIA,1990,388.9848,Derived using data on real GDP from UN and the spliced population,.008399,46313.23
AIA,1991,318.3253,Derived using data on real GDP from UN and the spliced population,.008703,36576.5
AIA,1992,409.6986,Derived using data on real GDP from UN and the spliced population,.008982,45613.29
AIA,1993,440.1211,Derived using data on real GDP from UN and the spliced population,.009228,47694.09
AIA,1994,475.3583,Derived using data on real GDP from UN and the spliced population,.009467,50212.14
AIA,1995,464.3268,Derived using data on real GDP from UN and the spliced population,.009714,47799.76
AIA,1996,477.1463,Derived using data on real GDP from UN and the spliced population,.009977,47824.63
AIA,1997,529.4528,Derived using data on real GDP from UN and the spliced population,.010254,51633.78
AIA,1998,585.4804,Derived using data on real GDP from UN and the spliced population,.010537,55564.24
AIA,1999,608.5724,Derived using data on real GDP from UN and the spliced population,.010841,56136.19
AIA,2000,618.9962,Derived using data on real GDP from UN and the spliced population,.011177,55381.25
AIA,2001,624.3604,Derived using data on real GDP from UN and the spliced population,.011472,54424.72
AIA,2002,594.141,Derived using data on real GDP from UN and the spliced population,.011687,50837.77
AIA,2003,629.4853,Derived using data on real GDP from UN and the spliced population,.011874,53013.75
AIA,2004,717.4119,Derived using data on real GDP from UN and the spliced population,.012068,59447.46
AIA,2005,800.1167,Derived using data on real GDP from UN and the spliced population,.012267,65225.13
AIA,2006,945.9299,Derived using data on real GDP from UN and the spliced population,.01247,75856.45
AIA,2007,1065.861,Derived using data on real GDP from UN and the spliced population,.012676,84084.98
AIA,2008,1054.29,Derived using data on real GDP from UN and the spliced population,.01289,81791.27
AIA,2009,872.8881,Derived using data on real GDP from UN and the spliced population,.013114,66561.55
AIA,2010,830.6972,Derived using data on real GDP from UN and the spliced population,.013345,62247.82
AIA,2011,859.5759,Derived using data on real GDP from UN and the spliced population,.013569,63348.51
AIA,2012,816.4958,Derived using data on real GDP from UN and the spliced population,.013379,61028.16
AIA,2013,808.8083,Derived using data on real GDP from UN and the spliced population,.013252,61032.92
AIA,2014,848.8903,Derived using data on real GDP from UN and the spliced population,.013729,61831.91
AIA,2015,891.9136,Derived using data on real GDP from UN and the spliced population,.01421,62766.62
AIA,2016,852.6916,Derived using data on real GDP from UN and the spliced population,.01432,59545.5
AIA,2017,805.3154,Derived using data on real GDP from UN and the spliced population,.014425,55827.76
AIA,2018,869.7117,Derived using data on real GDP from UN and the spliced population,.014721,59079.66
AIA,2019,927.0057,Derived using data on real GDP from UN and the spliced population,.014823,62538.33
AIA,2020,657.3014,Derived using data on real GDP from UN and the spliced population,.014843,44283.59
AIA,2021,728.0736,Derived using data on real GDP from UN and the spliced population,.014475,50298.7
AIA,2022,909.6949,Derived using data on real GDP from UN and the spliced population,.01418,64153.38
AIA,2023,932.1413,Derived using data on real GDP from UN and the spliced population,.01441,64687.11
ALB,1952,130173.7,Derived using data on real GDP from Maddison and the spliced population,1.27729,101914
ALB,1953,138666.3,Derived using data on real GDP from Maddison and the spliced population,1.306541,106132.4
ALB,1954,146836.4,Derived using data on real GDP from Maddison and the spliced population,1.345542,109128.1
ALB,1955,159303.1,Derived using data on real GDP from Maddison and the spliced population,1.384543,115058.3
ALB,1956,165531.1,Derived using data on real GDP from Maddison and the spliced population,1.423544,116281
ALB,1957,180885.4,Derived using data on real GDP from Maddison and the spliced population,1.462545,123678.5
ALB,1958,194062.7,Derived using data on real GDP from Maddison and the spliced population,1.501547,129241.9
ALB,1959,209921.2,Derived using data on real GDP from Maddison and the spliced population,1.560048,134560.7
ALB,1960,227497.1,Derived using data on real GDP from Maddison and the spliced population,1.6088,141408
ALB,1961,236636.9,Derived using data on real GDP from Maddison and the spliced population,1.6598,142569.5
ALB,1962,252038,Derived using data on real GDP from Maddison and the spliced population,1.711319,147277
ALB,1963,268429.9,Derived using data on real GDP from Maddison and the spliced population,1.762621,152290.2
ALB,1964,285702.2,Derived using data on real GDP from Maddison and the spliced population,1.814135,157486.8
ALB,1965,304396.5,Derived using data on real GDP from Maddison and the spliced population,1.864791,163233.6
ALB,1966,324227.6,Derived using data on real GDP from Maddison and the spliced population,1.914573,169347.2
ALB,1967,345606.4,Derived using data on real GDP from Maddison and the spliced population,1.965598,175827.6
ALB,1968,368305.6,Derived using data on real GDP from Maddison and the spliced population,2.022272,182124.6
ALB,1969,391981.9,Derived using data on real GDP from Maddison and the spliced population,2.081695,188299.4
ALB,1970,416992.7,Derived using data on real GDP from UN and the spliced population,2.135479,195268.9
ALB,1971,433675.8,Derived using data on real GDP from UN and the spliced population,2.187853,198219.8
ALB,1972,451083.2,Derived using data on real GDP from UN and the spliced population,2.243126,201095.8
ALB,1973,469207.3,Derived using data on real GDP from UN and the spliced population,2.296752,204291.7
ALB,1974,487837.8,Derived using data on real GDP from UN and the spliced population,2.350124,207579.6
ALB,1975,507610.9,Derived using data on real GDP from UN and the spliced population,2.404831,211079.7
ALB,1976,528067.2,Derived using data on real GDP from UN and the spliced population,2.458526,214790.2
ALB,1977,548287.4,Derived using data on real GDP from UN and the spliced population,2.513546,218133
ALB,1978,571873,Derived using data on real GDP from UN and the spliced population,2.566266,222842.4
ALB,1979,594519.8,Derived using data on real GDP from UN and the spliced population,2.617832,227103.9
ALB,1980,613730.4,Derived using data on real GDP from WDI and the spliced population,2.671997,229689.8
ALB,1981,648993.2,Derived using data on real GDP from WDI and the spliced population,2.726056,238070.4
ALB,1982,668129.4,Derived using data on real GDP from WDI and the spliced population,2.784278,239965.1
ALB,1983,675511.9,Derived using data on real GDP from WDI and the spliced population,2.84396,237525.1
ALB,1984,667057.2,Derived using data on real GDP from WDI and the spliced population,2.904429,229669
ALB,1985,678935.1,Derived using data on real GDP from WDI and the spliced population,2.964762,229001.6
ALB,1986,717208.3,Derived using data on real GDP from WDI and the spliced population,3.022635,237279.1
ALB,1987,711557.8,Derived using data on real GDP from WDI and the spliced population,3.083605,230755.2
ALB,1988,701453.4,Derived using data on real GDP from WDI and the spliced population,3.142336,223226.8
ALB,1989,770452.2,Derived using data on real GDP from WDI and the spliced population,3.227943,238682.1
ALB,1990,696676.5,Derived using data on real GDP from WDI and the spliced population,3.286542,211978.6
ALB,1991,501592.1,Derived using data on real GDP from WDI and the spliced population,3.26679,153542.8
ALB,1992,465542.2,Derived using data on real GDP from WDI and the spliced population,3.247039,143374.4
ALB,1993,510045.3,Derived using data on real GDP from WDI and the spliced population,3.227287,158041.5
ALB,1994,552393.6,Derived using data on real GDP from WDI and the spliced population,3.207536,172217.4
ALB,1995,625985.4,Derived using data on real GDP from EUS and the spliced population,3.187784,196370.1
ALB,1996,671909.7,Derived using data on real GDP from EUS and the spliced population,3.168033,212090.5
ALB,1997,593218.5,Derived using data on real GDP from EUS and the spliced population,3.148281,188426.2
ALB,1998,642515.1,Derived using data on real GDP from EUS and the spliced population,3.12853,205372.8
ALB,1999,721227.9,Derived using data on real GDP from EUS and the spliced population,3.108778,231997.2
ALB,2000,775052.1,Derived using data on real GDP from EUS and the spliced population,3.089027,250904.9
ALB,2001,843750.7,Derived using data on real GDP from EUS and the spliced population,3.060173,275719.9
ALB,2002,882802.8,Derived using data on real GDP from EUS and the spliced population,3.05101,289347.8
ALB,2003,929885.1,Derived using data on real GDP from EUS and the spliced population,3.039616,305921.9
ALB,2004,978855.3,Derived using data on real GDP from EUS and the spliced population,3.026939,323381.3
ALB,2005,1029079,Derived using data on real GDP from EUS and the spliced population,3.011487,341717.7
ALB,2006,1091019,Derived using data on real GDP from EUS and the spliced population,2.992547,364578.6
ALB,2007,1161936,Derived using data on real GDP from EUS and the spliced population,2.970017,391221.9
ALB,2008,1242191,Derived using data on real GDP from EUS and the spliced population,2.947314,421465.6
ALB,2009,1275616,Derived using data on real GDP from EUS and the spliced population,2.927519,435732.7
ALB,2010,1313542,Derived using data on real GDP from EUS and the spliced population,2.913021,450920.8
ALB,2011,1345901,Derived using data on real GDP from EUS and the spliced population,2.905195,463273.9
ALB,2012,1359146,Derived using data on real GDP from EUS and the spliced population,2.860708,475108.3
ALB,2013,1382350,Derived using data on real GDP from EUS and the spliced population,2.816902,490734.2
ALB,2014,1413317,Derived using data on real GDP from EUS and the spliced population,2.773767,509530
