ISO3,year,exports,source,USDfx,exports_USD
ABW,1970,329.0844,Derived using data on exports from UN and the spliced USD exchange rate,1.79,183.846
ABW,1971,346.6273,Derived using data on exports from UN and the spliced USD exchange rate,1.79,193.6465
ABW,1972,365.1054,Derived using data on exports from UN and the spliced USD exchange rate,1.79,203.9695
ABW,1973,384.5685,Derived using data on exports from UN and the spliced USD exchange rate,1.79,214.8427
ABW,1974,405.0689,Derived using data on exports from UN and the spliced USD exchange rate,1.79,226.2955
ABW,1975,426.6628,Derived using data on exports from UN and the spliced USD exchange rate,1.79,238.3591
ABW,1976,449.4073,Derived using data on exports from UN and the spliced USD exchange rate,1.79,251.0656
ABW,1977,473.363,Derived using data on exports from UN and the spliced USD exchange rate,1.79,264.4486
ABW,1978,498.6003,Derived using data on exports from UN and the spliced USD exchange rate,1.79,278.5477
ABW,1979,525.1777,Derived using data on exports from UN and the spliced USD exchange rate,1.79,293.3954
ABW,1980,553.1678,Derived using data on exports from UN and the spliced USD exchange rate,1.79,309.0323
ABW,1981,582.6762,Derived using data on exports from UN and the spliced USD exchange rate,1.79,325.5175
ABW,1982,613.7157,Derived using data on exports from UN and the spliced USD exchange rate,1.79,342.8579
ABW,1983,646.4112,Derived using data on exports from UN and the spliced USD exchange rate,1.79,361.1236
ABW,1984,680.9863,Derived using data on exports from UN and the spliced USD exchange rate,1.79,380.4393
ABW,1985,717.1122,Derived using data on exports from UN and the spliced USD exchange rate,1.79,400.6213
ABW,1986,755.3249,Derived using data on exports from UN and the spliced USD exchange rate,1.79,421.9692
ABW,1987,909.0455,Derived using data on exports from UN and the spliced USD exchange rate,1.79,507.8466
ABW,1988,1110.261,Derived using data on exports from UN and the spliced USD exchange rate,1.79,620.2578
ABW,1989,1295.182,Derived using data on exports from UN and the spliced USD exchange rate,1.79,723.5656
ABW,1990,1429.316,Derived using data on exports from UN and the spliced USD exchange rate,1.79,798.5006
ABW,1991,1616.227,Derived using data on exports from UN and the spliced USD exchange rate,1.79,902.9202
ABW,1992,1788.903,Derived using data on exports from UN and the spliced USD exchange rate,1.79,999.3871
ABW,1993,2042.915,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1141.293
ABW,1994,2250.828,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1257.446
ABW,1995,2357.787,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1317.199
ABW,1996,2515.286,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1405.188
ABW,1997,2659.856,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1485.953
ABW,1998,2790.322,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1558.839
ABW,1999,2897.845,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1618.908
ABW,2000,2494.52,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1393.587
ABW,2001,2410.1,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1346.425
ABW,2002,2267.31,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1266.654
ABW,2003,2295.31,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1282.296
ABW,2004,2610,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1458.101
ABW,2005,2875.79,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1606.587
ABW,2006,2855.65,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1595.335
ABW,2007,3118.37,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1742.106
ABW,2008,3334.79,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1863.011
ABW,2009,2876.19,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1606.81
ABW,2010,2644.75,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1477.514
ABW,2011,3293.48,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1839.933
ABW,2012,3422.14,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1911.81
ABW,2013,3737.74,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2088.123
ABW,2014,3910.35,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2184.553
ABW,2015,3863.83,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2158.564
ABW,2016,3835.72,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2142.86
ABW,2017,4015.9,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2243.52
ABW,2018,4237.17,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2367.134
ABW,2019,4451.55,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2486.899
ABW,2020,2354.209,Derived using data on exports from UN and the spliced USD exchange rate,1.79,1315.201
ABW,2021,3709.402,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2072.292
ABW,2022,5140.397,Derived using data on exports from UN and the spliced USD exchange rate,1.79,2871.73
ABW,2023,5769.685,Derived using data on exports from UN and the spliced USD exchange rate,1.79,3223.288
ABW,2024,6542.074,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,1.79,3654.79
AFG,1956,1.423758,Derived using data on exports from Mitchell and the spliced USD exchange rate,17.19656,.0827932
AFG,1957,1.619236,Derived using data on exports from Mitchell and the spliced USD exchange rate,17.19656,.0941605
AFG,1958,1.275482,Derived using data on exports from Mitchell and the spliced USD exchange rate,17.19656,.0741708
AFG,1959,1.396565,Derived using data on exports from Mitchell and the spliced USD exchange rate,17.19656,.0812119
AFG,1960,.9999655,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,17.19656,.0581492
AFG,1961,1.099962,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,17.19656,.0639641
AFG,1962,1.199959,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,17.19656,.069779
AFG,1963,3.099893,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,35.10965,.0882918
AFG,1964,3.19989,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.082701
AFG,1965,5.099822,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.1318047
AFG,1966,5.399811,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.1395579
AFG,1967,5.099822,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.1318047
AFG,1968,5.499808,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.1421423
AFG,1969,6.399776,Derived using data on exports from IMF_WEO and the spliced USD exchange rate,38.69226,.165402
AFG,1970,7.699731,Derived using data on exports from UN and the spliced USD exchange rate,38.69226,.1989993
AFG,1971,8.999685,Derived using data on exports from UN and the spliced USD exchange rate,38.69226,.2325965
AFG,1972,10.59963,Derived using data on exports from UN and the spliced USD exchange rate,38.69226,.273947
AFG,1973,10.09965,Derived using data on exports from UN and the spliced USD exchange rate,38.69226,.261025
AFG,1974,13.59953,Derived using data on exports from UN and the spliced USD exchange rate,38.37871,.3543508
AFG,1975,13.49953,Derived using data on exports from UN and the spliced USD exchange rate,34.92963,.3864778
AFG,1976,15.19947,Derived using data on exports from UN and the spliced USD exchange rate,34.92963,.4351454
AFG,1977,15.49946,Derived using data on exports from UN and the spliced USD exchange rate,34.92963,.4437338
AFG,1978,16.09944,Derived using data on exports from UN and the spliced USD exchange rate,34.92963,.4609106
AFG,1979,19.25582,Derived using data on exports from UN and the spliced USD exchange rate,33.84616,.5689216
AFG,1980,18.43408,Derived using data on exports from UN and the spliced USD exchange rate,34.36946,.5363505
AFG,1981,19.63417,Derived using data on exports from UN and the spliced USD exchange rate,38.56166,.509163
AFG,1982,20.17579,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.513687
AFG,1983,19.7652,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.5032331
AFG,1984,19.54984,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.49775
AFG,1985,19.37647,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.4933359
AFG,1986,19.33124,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.4921843
AFG,1987,16.81698,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.4281699
AFG,1988,15.52277,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.3952184
AFG,1989,19.46484,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.4955859
AFG,1990,21.09489,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.5370879
AFG,1991,23.37185,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.5950604
AFG,1992,28.38733,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.7227573
AFG,1993,24.89232,Derived using data on exports from UN and the spliced USD exchange rate,39.27643,.6337725
AFG,1994,186.8049,Derived using data on exports from UN and the spliced USD exchange rate,38.81846,4.81227
AFG,1995,622.9484,Derived using data on exports from UN and the spliced USD exchange rate,36.56715,17.03574
AFG,1996,1985.233,Derived using data on exports from UN and the spliced USD exchange rate,47.5,41.79438
AFG,1997,2509.583,Derived using data on exports from UN and the spliced USD exchange rate,47.5,52.83333
AFG,1998,2625.248,Derived using data on exports from UN and the spliced USD exchange rate,47.5,55.26838
AFG,1999,41044.45,Derived using data on exports from UN and the spliced USD exchange rate,46.61953,880.4131
AFG,2000,58015.47,Derived using data on exports from UN and the spliced USD exchange rate,47.35757,1225.052
AFG,2001,58011.23,Derived using data on exports from UN and the spliced USD exchange rate,47.50002,1221.289
AFG,2002,60068,Derived using data on exports from UN and the spliced USD exchange rate,47.263,1270.931
AFG,2003,99150.34,Derived using data on exports from UN and the spliced USD exchange rate,48.76275,2033.321
AFG,2004,86424.22,Derived using data on exports from UN and the spliced USD exchange rate,47.84531,1806.326
AFG,2005,92952.73,Derived using data on exports from UN and the spliced USD exchange rate,49.4946,1878.038
AFG,2006,105289.2,Derived using data on exports from UN and the spliced USD exchange rate,49.92533,2108.934
AFG,2007,106013.9,Derived using data on exports from UN and the spliced USD exchange rate,49.96202,2121.89
AFG,2008,107381.1,Derived using data on exports from UN and the spliced USD exchange rate,50.24961,2136.954
AFG,2009,121124,Derived using data on exports from UN and the spliced USD exchange rate,50.325,2406.835
AFG,2010,108849,Derived using data on exports from UN and the spliced USD exchange rate,46.45246,2343.234
AFG,2011,94212.88,Derived using data on exports from UN and the spliced USD exchange rate,46.74701,2015.378
AFG,2012,127482.3,Derived using data on exports from UN and the spliced USD exchange rate,50.9214,2503.51
AFG,2013,167793.2,Derived using data on exports from UN and the spliced USD exchange rate,55.3775,3029.989
AFG,2014,177081.1,Derived using data on exports from UN and the spliced USD exchange rate,57.2475,3093.255
AFG,2015,199978.9,Derived using data on exports from UN and the spliced USD exchange rate,61.14346,3270.651
AFG,2016,225620.6,Derived using data on exports from UN and the spliced USD exchange rate,67.86609,3324.497
AFG,2017,284222.2,Derived using data on exports from UN and the spliced USD exchange rate,68.0269,4178.085
AFG,2018,212223.8,Derived using data on exports from UN and the spliced USD exchange rate,72.08324,2944.149
AFG,2019,184730.9,Derived using data on exports from UN and the spliced USD exchange rate,77.73795,2376.329
AFG,2020,159956,Derived using data on exports from UN and the spliced USD exchange rate,76.81354,2082.394
AFG,2021,179445.5,Derived using data on exports from UN and the spliced USD exchange rate,82.52611,2174.408
AFG,2022,235896.8,Derived using data on exports from UN and the spliced USD exchange rate,90.54264,2605.366
AFG,2023,227685,Derived using data on exports from UN and the spliced USD exchange rate,82.67624,2753.935
AGO,1950,6.95e-06,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,240.4719
AGO,1951,.0000102,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,353.5569
AGO,1952,8.82e-06,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,305.1077
AGO,1953,.0000113,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,391.8062
AGO,1954,9.47e-06,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,327.8356
AGO,1955,8.99e-06,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,310.9837
AGO,1956,.0000105,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.89e-08,364.6437
AGO,1957,.0000108,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,375.4461
AGO,1958,.0000118,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,411.7292
AGO,1959,.0000115,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,400.4535
AGO,1960,.0000114,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,397.9974
AGO,1961,.0000124,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,432.4943
AGO,1962,.0000137,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,476.034
AGO,1963,.000015,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.88e-08,521.1072
AGO,1964,.0000188,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.88e-08,652.8302
AGO,1965,.0000184,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.88e-08,639.3687
AGO,1966,.0000204,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.88e-08,707.4553
AGO,1967,.0000219,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.88e-08,760.7452
AGO,1968,.000025,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.87e-08,869.4542
AGO,1969,.0000301,Derived using data on exports from Mitchell and the spliced USD exchange rate,2.86e-08,1051.631
AGO,1970,.000039,Derived using data on exports from UN and the spliced USD exchange rate,2.86e-08,1363.636
AGO,1971,.00004,Derived using data on exports from UN and the spliced USD exchange rate,2.82e-08,1418.44
AGO,1972,.000039,Derived using data on exports from UN and the spliced USD exchange rate,2.71e-08,1439.114
AGO,1973,.000044,Derived using data on exports from UN and the spliced USD exchange rate,2.45e-08,1795.918
AGO,1974,.000051,Derived using data on exports from UN and the spliced USD exchange rate,2.54e-08,2007.874
AGO,1975,.000037,Derived using data on exports from UN and the spliced USD exchange rate,2.56e-08,1445.313
AGO,1976,.000042,Derived using data on exports from UN and the spliced USD exchange rate,2.94e-08,1428.571
AGO,1977,.000046,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,1538.462
AGO,1978,.000051,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,1705.686
AGO,1979,.000057,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,1906.354
AGO,1980,.000072,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,2408.027
AGO,1981,.000078,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,2608.696
AGO,1982,.000068,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,2274.248
AGO,1983,.000071,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,2374.582
AGO,1984,.00008,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,2675.585
AGO,1985,.00009,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,3010.033
AGO,1986,.000059,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,1973.244
AGO,1987,.000097,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,3244.147
AGO,1988,.000104,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,3478.261
AGO,1989,.000125,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,4180.602
AGO,1990,.000159,Derived using data on exports from UN and the spliced USD exchange rate,2.99e-08,5317.726
AGO,1991,.000223,Derived using data on exports from UN and the spliced USD exchange rate,5.51e-08,4047.187
AGO,1992,.003235,Derived using data on exports from UN and the spliced USD exchange rate,2.51e-07,12867.94
AGO,1993,.019312,Derived using data on exports from UN and the spliced USD exchange rate,2.66e-06,7259.604
AGO,1994,.704149,Derived using data on exports from UN and the spliced USD exchange rate,.0000595,11831.45
AGO,1995,13.91447,Derived using data on exports from UN and the spliced USD exchange rate,.0027502,5059.386
AGO,1996,924.1094,Derived using data on exports from UN and the spliced USD exchange rate,.1280292,7217.96
AGO,1997,1604.038,Derived using data on exports from UN and the spliced USD exchange rate,.2290401,7003.306
AGO,1998,1902.183,Derived using data on exports from UN and the spliced USD exchange rate,.3928235,4842.335
AGO,1999,19779.76,Derived using data on exports from UN and the spliced USD exchange rate,2.790706,7087.724
AGO,2000,82709.21,Derived using data on exports from UN and the spliced USD exchange rate,10.04054,8237.522
AGO,2001,198698.3,Derived using data on exports from UN and the spliced USD exchange rate,22.05786,9008.051
AGO,2002,379835,Derived using data on exports from UN and the spliced USD exchange rate,43.5302,8725.78
AGO,2003,721898,Derived using data on exports from UN and the spliced USD exchange rate,74.6063,9676.1
AGO,2004,1148680,Derived using data on exports from UN and the spliced USD exchange rate,83.54136,13749.84
AGO,2005,2111490,Derived using data on exports from UN and the spliced USD exchange rate,87.15914,24225.69
AGO,2006,2671846,Derived using data on exports from UN and the spliced USD exchange rate,80.36807,33245.12
AGO,2007,3399591,Derived using data on exports from UN and the spliced USD exchange rate,76.70615,44319.67
AGO,2008,4814772,Derived using data on exports from UN and the spliced USD exchange rate,75.03336,64168.42
AGO,2009,3277095,Derived using data on exports from UN and the spliced USD exchange rate,79.32816,41310.61
AGO,2010,4739836,Derived using data on exports from UN and the spliced USD exchange rate,91.90572,51572.8
AGO,2011,6370916,Derived using data on exports from UN and the spliced USD exchange rate,93.93475,67822.78
AGO,2012,6838653,Derived using data on exports from UN and the spliced USD exchange rate,95.46796,71632.97
AGO,2013,6696080,Derived using data on exports from UN and the spliced USD exchange rate,96.51828,69376.28
AGO,2014,6402054,Derived using data on exports from UN and the spliced USD exchange rate,98.30241,65126.11
AGO,2015,4150853,Derived using data on exports from UN and the spliced USD exchange rate,120.0607,34572.96
AGO,2016,4654480,Derived using data on exports from UN and the spliced USD exchange rate,163.6564,28440.56
AGO,2017,5876897,Derived using data on exports from UN and the spliced USD exchange rate,165.916,35420.93
AGO,2018,1.05e+07,Derived using data on exports from UN and the spliced USD exchange rate,252.8557,41388.89
AGO,2019,1.24e+07,Derived using data on exports from UN and the spliced USD exchange rate,364.8258,33912.11
AGO,2020,1.21e+07,Derived using data on exports from UN and the spliced USD exchange rate,578.2588,20937.48
AGO,2021,2.10e+07,Derived using data on exports from UN and the spliced USD exchange rate,631.442,33260.21
AGO,2022,2.29e+07,Derived using data on exports from UN and the spliced USD exchange rate,460.5675,49677.82
AGO,2023,2.50e+07,Derived using data on exports from UN and the spliced USD exchange rate,685.0203,36519.24
AGO,2024,3.17e+07,Derived using data on exports from WDI and the spliced USD exchange rate,869.8462,36445.5
AGO,2025,3.35e+07,Derived using data on exports from IMF_WEO_forecast and the spliced USD exchange rate,1033.824,32393.67
AGO,2026,3.55e+07,Derived using data on exports from IMF_WEO_forecast and the spliced USD exchange rate,1170.313,30334.67
AGO,2027,3.66e+07,Derived using data on exports from IMF_WEO_forecast and the spliced USD exchange rate,1258.678,29090.39
AGO,2028,3.76e+07,Derived using data on exports from IMF_WEO_forecast and the spliced USD exchange rate,1357.476,27682.02
AGO,2029,3.87e+07,Derived using data on exports from IMF_WEO_forecast and the spliced USD exchange rate,1464.037,26465.16
AIA,1970,3.545882,Derived using data on exports from UN and the spliced USD exchange rate,2.003376,1.769953
AIA,1971,4.090172,Derived using data on exports from UN and the spliced USD exchange rate,1.964366,2.082184
AIA,1972,4.72397,Derived using data on exports from UN and the spliced USD exchange rate,1.921872,2.458004
AIA,1973,5.45659,Derived using data on exports from UN and the spliced USD exchange rate,1.959219,2.785084
AIA,1974,6.2775,Derived using data on exports from UN and the spliced USD exchange rate,2.053232,3.057375
AIA,1975,7.245311,Derived using data on exports from UN and the spliced USD exchange rate,2.169796,3.339167
AIA,1976,8.380981,Derived using data on exports from UN and the spliced USD exchange rate,2.614671,3.205368
AIA,1977,9.680211,Derived using data on exports from UN and the spliced USD exchange rate,2.7,3.585263
AIA,1978,11.24636,Derived using data on exports from UN and the spliced USD exchange rate,2.7,4.165318
AIA,1979,12.64181,Derived using data on exports from UN and the spliced USD exchange rate,2.7,4.68215
AIA,1980,14.83014,Derived using data on exports from UN and the spliced USD exchange rate,2.7,5.492644
AIA,1981,17.35975,Derived using data on exports from UN and the spliced USD exchange rate,2.7,6.429539
AIA,1982,19.88131,Derived using data on exports from UN and the spliced USD exchange rate,2.7,7.363446
AIA,1983,23.80182,Derived using data on exports from UN and the spliced USD exchange rate,2.7,8.815489
AIA,1984,22.57482,Derived using data on exports from UN and the spliced USD exchange rate,2.7,8.361045
AIA,1985,35.87766,Derived using data on exports from UN and the spliced USD exchange rate,2.7,13.28802
AIA,1986,46.60995,Derived using data on exports from UN and the spliced USD exchange rate,2.7,17.26295
AIA,1987,51.81107,Derived using data on exports from UN and the spliced USD exchange rate,2.7,19.18928
AIA,1988,82.54763,Derived using data on exports from UN and the spliced USD exchange rate,2.7,30.5732
AIA,1989,112.9141,Derived using data on exports from UN and the spliced USD exchange rate,2.7,41.82004
AIA,1990,111.1937,Derived using data on exports from UN and the spliced USD exchange rate,2.7,41.18287
AIA,1991,117.105,Derived using data on exports from UN and the spliced USD exchange rate,2.7,43.37223
AIA,1992,123.2363,Derived using data on exports from UN and the spliced USD exchange rate,2.7,45.64308
AIA,1993,147.2715,Derived using data on exports from UN and the spliced USD exchange rate,2.7,54.54498
AIA,1994,170.4164,Derived using data on exports from UN and the spliced USD exchange rate,2.7,63.11718
AIA,1995,153.3528,Derived using data on exports from UN and the spliced USD exchange rate,2.7,56.79731
AIA,1996,167.8372,Derived using data on exports from UN and the spliced USD exchange rate,2.7,62.16194
AIA,1997,196.8329,Derived using data on exports from UN and the spliced USD exchange rate,2.7,72.90108
AIA,1998,240.1486,Derived using data on exports from UN and the spliced USD exchange rate,2.7,88.94392
AIA,1999,197.424,Derived using data on exports from UN and the spliced USD exchange rate,2.7,73.12001
AIA,2000,189.612,Derived using data on exports from UN and the spliced USD exchange rate,2.7,70.22666
AIA,2001,201.0093,Derived using data on exports from UN and the spliced USD exchange rate,2.7,74.4479
AIA,2002,187.682,Derived using data on exports from UN and the spliced USD exchange rate,2.7,69.51186
AIA,2003,207.6353,Derived using data on exports from UN and the spliced USD exchange rate,2.7,76.90195
AIA,2004,227.082,Derived using data on exports from UN and the spliced USD exchange rate,2.7,84.10445
AIA,2005,306.4039,Derived using data on exports from UN and the spliced USD exchange rate,2.7,113.4829
AIA,2006,366.7693,Derived using data on exports from UN and the spliced USD exchange rate,2.7,135.8405
AIA,2007,386.7,Derived using data on exports from UN and the spliced USD exchange rate,2.7,143.2222
AIA,2008,368.0218,Derived using data on exports from UN and the spliced USD exchange rate,2.7,136.3044
AIA,2009,364.1368,Derived using data on exports from UN and the spliced USD exchange rate,2.7,134.8655
AIA,2010,343.4087,Derived using data on exports from UN and the spliced USD exchange rate,2.7,127.1884
AIA,2011,372.9895,Derived using data on exports from UN and the spliced USD exchange rate,2.7,138.1443
AIA,2012,378.1176,Derived using data on exports from UN and the spliced USD exchange rate,2.7,140.0436
AIA,2013,403.8238,Derived using data on exports from UN and the spliced USD exchange rate,2.7,149.5644
AIA,2014,527.3538,Derived using data on exports from UN and the spliced USD exchange rate,2.7,195.3162
AIA,2015,560.5917,Derived using data on exports from UN and the spliced USD exchange rate,2.7,207.6265
AIA,2016,559.0251,Derived using data on exports from UN and the spliced USD exchange rate,2.7,207.0463
AIA,2017,759.3896,Derived using data on exports from UN and the spliced USD exchange rate,2.7,281.2554
AIA,2018,590.4429,Derived using data on exports from UN and the spliced USD exchange rate,2.7,218.6825
AIA,2019,729.4579,Derived using data on exports from UN and the spliced USD exchange rate,2.7,270.1696
AIA,2020,520.1078,Derived using data on exports from UN and the spliced USD exchange rate,2.7,192.6325
AIA,2021,625.2477,Derived using data on exports from UN and the spliced USD exchange rate,2.7,231.5732
AIA,2022,819.5855,Derived using data on exports from UN and the spliced USD exchange rate,2.7,303.5502
AIA,2023,824.7677,Derived using data on exports from UN and the spliced USD exchange rate,2.7,305.4695
ALB,1913,4.761032,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,.9186411
ALB,1914,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1915,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1916,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1917,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1918,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1919,,Derived using data on exports from Tena and the spliced USD exchange rate,,
ALB,1920,4.087083,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,.7886027
ALB,1921,4.087083,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,.7886027
ALB,1922,6.130624,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,1.182904
ALB,1923,16.34833,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,3.154411
ALB,1924,24.5225,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,4.731616
ALB,1925,34.7402,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,6.703123
ALB,1926,24.5225,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,4.731616
ALB,1927,22.68331,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,4.376745
ALB,1928,30.44877,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,5.87509
ALB,1929,30.04006,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,5.796229
ALB,1930,25.33991,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,4.889336
ALB,1931,15.32656,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,2.95726
ALB,1932,9.195936,Derived using data on exports from Tena and the spliced USD exchange rate,5.18269,1.774356
ALB,1933,11.64819,Derived using data on exports from Tena and the spliced USD exchange rate,4.016584,2.900023
ALB,1934,8.787229,Derived using data on exports from Tena and the spliced USD exchange rate,3.060897,2.870802
ALB,1935,12.05689,Derived using data on exports from Tena and the spliced USD exchange rate,3.060897,3.939007
ALB,1936,14.7135,Derived using data on exports from Tena and the spliced USD exchange rate,3.060897,4.806924
ALB,1937,20.84412,Derived using data on exports from Tena and the spliced USD exchange rate,3.060897,6.809809
ALB,1938,19.82235,Derived using data on exports from Tena and the spliced USD exchange rate,3.060897,6.475995
ALB,1939,34.37312,Derived using data on exports from NBS and the spliced USD exchange rate,,
ALB,1940,20.92029,Derived using data on exports from NBS and the spliced USD exchange rate,,
ALB,1941,27.3448,Derived using data on exports from NBS and the spliced USD exchange rate,,
ALB,1942,47.04321,Derived using data on exports from NBS and the spliced USD exchange rate,,
ALB,1943,55.70003,Derived using data on exports from NBS and the spliced USD exchange rate,,
ALB,1944,,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1945,31.36887,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1946,135.4565,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1947,337.9283,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1948,594.5827,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1949,414.9246,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1950,427.7573,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1951,712.9289,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1952,998.1005,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1953,712.9289,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1954,712.9289,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1955,855.5146,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1956,1283.272,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1957,2138.787,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1958,2138.787,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1959,2423.958,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
ALB,1960,3422.059,Derived using data on exports from Mitchell and the spliced USD exchange rate,,
