ISO3,year,cons,source,nGDP,cons_GDP
ABW,1970,236.4856,Derived using data on consumption from UN and the spliced GDP,353.7469,.6685165
ABW,1971,249.0922,Derived using data on consumption from UN and the spliced GDP,372.6045,.6685163
ABW,1972,262.3709,Derived using data on consumption from UN and the spliced GDP,392.4673,.6685165
ABW,1973,276.3574,Derived using data on consumption from UN and the spliced GDP,413.389,.6685166
ABW,1974,291.0893,Derived using data on consumption from UN and the spliced GDP,435.4261,.668516
ABW,1975,306.6071,Derived using data on consumption from UN and the spliced GDP,458.6378,.6685169
ABW,1976,322.9518,Derived using data on consumption from UN and the spliced GDP,483.0869,.6685169
ABW,1977,340.1663,Derived using data on consumption from UN and the spliced GDP,508.8394,.668514
ABW,1978,358.3029,Derived using data on consumption from UN and the spliced GDP,535.9647,.6685196
ABW,1979,377.402,Derived using data on consumption from UN and the spliced GDP,564.536,.6685171
ABW,1980,397.5136,Derived using data on consumption from UN and the spliced GDP,594.6304,.6685054
ABW,1981,418.7238,Derived using data on consumption from UN and the spliced GDP,626.329,.6685364
ABW,1982,441.0275,Derived using data on consumption from UN and the spliced GDP,659.7175,.6685096
ABW,1983,464.5103,Derived using data on consumption from UN and the spliced GDP,694.8858,.66847
ABW,1984,489.3894,Derived using data on consumption from UN and the spliced GDP,731.9289,.6686296
ABW,1985,515.3232,Derived using data on consumption from UN and the spliced GDP,770.9467,.6684292
ABW,1986,542.7307,Derived using data on consumption from UN and the spliced GDP,812.0444,.6683511
ABW,1987,653.4175,Derived using data on consumption from UN and the spliced GDP,976.5489,.6691089
ABW,1988,797.714,Derived using data on consumption from UN and the spliced GDP,1194.491,.6678275
ABW,1989,930.3693,Derived using data on consumption from UN and the spliced GDP,1392.525,.6681167
ABW,1990,1028.479,Derived using data on consumption from UN and the spliced GDP,1531.882,.6713825
ABW,1991,1159.767,Derived using data on consumption from UN and the spliced GDP,1746.681,.6639833
ABW,1992,1284.161,Derived using data on consumption from UN and the spliced GDP,1919.568,.6689844
ABW,1993,1477.441,Derived using data on consumption from UN and the spliced GDP,2168.944,.6811798
ABW,1994,1601.29,Derived using data on consumption from UN and the spliced GDP,2495.054,.6417856
ABW,1995,1694.401,Derived using data on consumption from UN and the spliced GDP,2477.24,.6839877
ABW,1996,1857.807,Derived using data on consumption from UN and the spliced GDP,2588.317,.7177662
ABW,1997,2020.761,Derived using data on consumption from UN and the spliced GDP,2873.346,.7032778
ABW,1998,2176.357,Derived using data on consumption from UN and the spliced GDP,3123.795,.696703
ABW,1999,2305.663,Derived using data on consumption from UN and the spliced GDP,3231.53,.7134897
ABW,2000,2374.49,Derived using data on consumption from UN and the spliced GDP,3353.48,.7080674
ABW,2001,2525.57,Derived using data on consumption from UN and the spliced GDP,3394.658,.7439837
ABW,2002,2720.59,Derived using data on consumption from UN and the spliced GDP,3511.7,.7747217
ABW,2003,2870.46,Derived using data on consumption from UN and the spliced GDP,3658.96,.7845016
ABW,2004,3012.92,Derived using data on consumption from UN and the spliced GDP,4036.147,.7464842
ABW,2005,3199.55,Derived using data on consumption from UN and the spliced GDP,4224.43,.7573921
ABW,2006,3418.92,Derived using data on consumption from UN and the spliced GDP,4420.91,.773352
ABW,2007,3743.47,Derived using data on consumption from UN and the spliced GDP,4792.98,.7810318
ABW,2008,3865.03,Derived using data on consumption from UN and the spliced GDP,5089.01,.7594857
ABW,2009,3751.99,Derived using data on consumption from UN and the spliced GDP,4571.29,.8207727
ABW,2010,3809.8,Derived using data on consumption from UN and the spliced GDP,4391.94,.8674527
ABW,2011,4132.45,Derived using data on consumption from UN and the spliced GDP,4721.77,.8751909
ABW,2012,4068.71,Derived using data on consumption from UN and the spliced GDP,4681.22,.8691559
ABW,2013,4148.9,Derived using data on consumption from UN and the spliced GDP,4882.85,.8496882
ABW,2014,4157.34,Derived using data on consumption from UN and the spliced GDP,4995.62,.832197
ABW,2015,4168.04,Derived using data on consumption from UN and the spliced GDP,5303.6,.7858889
ABW,2016,4167.03,Derived using data on consumption from UN and the spliced GDP,5340.71,.7802389
ABW,2017,4326.27,Derived using data on consumption from UN and the spliced GDP,5535.45,.781557
ABW,2018,4592.17,Derived using data on consumption from UN and the spliced GDP,5864.37,.7830628
ABW,2019,4646.13,Derived using data on consumption from UN and the spliced GDP,6078.48,.7643572
ABW,2020,4174.786,Derived using data on consumption from UN and the spliced GDP,4442.524,.9397327
ABW,2021,4391.465,Derived using data on consumption from UN and the spliced GDP,5243.709,.837473
ABW,2022,4509.71,Derived using data on consumption from UN and the spliced GDP,5870.025,.7682609
ABW,2023,4679.404,Derived using data on consumption from UN and the spliced GDP,6530.946,.7164971
ABW,2024,4859.746,Derived using data on consumption from WDI and the spliced GDP,7264.85,.6689397
AFG,1960,20.99927,Derived using data on consumption from WDI and the spliced GDP,24.2,.8677382
AFG,1961,21.49925,Derived using data on consumption from WDI and the spliced GDP,24.7,.8704148
AFG,1962,20.99927,Derived using data on consumption from WDI and the spliced GDP,24.6,.8536287
AFG,1963,31.5989,Derived using data on consumption from WDI and the spliced GDP,33.8,.9348785
AFG,1964,34.2988,Derived using data on consumption from WDI and the spliced GDP,36,.9527444
AFG,1965,44.79844,Derived using data on consumption from WDI and the spliced GDP,45.3,.988928
AFG,1966,63.99776,Derived using data on consumption from WDI and the spliced GDP,63,1.015838
AFG,1967,76.99731,Derived using data on consumption from WDI and the spliced GDP,75.3,1.022541
AFG,1968,61.69785,Derived using data on consumption from WDI and the spliced GDP,61.8,.998347
AFG,1969,62.39782,Derived using data on consumption from WDI and the spliced GDP,63.4,.9841928
AFG,1970,76.09724,Derived using data on consumption from UN and the spliced GDP,78.69714,.9669632
AFG,1971,82.19702,Derived using data on consumption from UN and the spliced GDP,82.39703,.9975727
AFG,1972,69.49757,Derived using data on consumption from UN and the spliced GDP,71.79749,.9679667
AFG,1973,73.69743,Derived using data on consumption from UN and the spliced GDP,77.99727,.9448719
AFG,1974,89.29688,Derived using data on consumption from UN and the spliced GDP,96.9966,.9206187
AFG,1975,97.79659,Derived using data on consumption from UN and the spliced GDP,106.4963,.9183099
AFG,1976,101.1965,Derived using data on consumption from UN and the spliced GDP,114.996,.88
AFG,1977,120.5958,Derived using data on consumption from UN and the spliced GDP,132.8954,.9074492
AFG,1978,132.3954,Derived using data on consumption from UN and the spliced GDP,148.4948,.8915825
AFG,1979,144.412,Derived using data on consumption from UN and the spliced GDP,161.7137,.8930105
AFG,1980,144.2093,Derived using data on consumption from UN and the spliced GDP,160.7062,.8973474
AFG,1981,153.8809,Derived using data on consumption from UN and the spliced GDP,172.1301,.8939801
AFG,1982,155.6972,Derived using data on consumption from UN and the spliced GDP,174.0062,.8947794
AFG,1983,154.0127,Derived using data on consumption from UN and the spliced GDP,172.0103,.8953689
AFG,1984,152.1339,Derived using data on consumption from UN and the spliced GDP,170.0372,.8947095
AFG,1985,150.4297,Derived using data on consumption from UN and the spliced GDP,168.0868,.8949527
AFG,1986,150.3806,Derived using data on consumption from UN and the spliced GDP,168.021,.8950104
AFG,1987,130.7492,Derived using data on consumption from UN and the spliced GDP,146.1064,.8948908
AFG,1988,120.6506,Derived using data on consumption from UN and the spliced GDP,134.8125,.8949512
AFG,1989,151.3487,Derived using data on consumption from UN and the spliced GDP,169.114,.8949508
AFG,1990,163.9975,Derived using data on consumption from UN and the spliced GDP,183.2515,.894931
AFG,1991,157.6938,Derived using data on consumption from UN and the spliced GDP,169.0077,.9330565
AFG,1992,170.7468,Derived using data on consumption from UN and the spliced GDP,175.8134,.9711821
AFG,1993,136.0724,Derived using data on consumption from UN and the spliced GDP,134.8176,1.009308
AFG,1994,941.5548,Derived using data on consumption from UN and the spliced GDP,898.9163,1.047433
AFG,1995,2927.662,Derived using data on consumption from UN and the spliced GDP,2696.917,1.085559
AFG,1996,8777.063,Derived using data on consumption from UN and the spliced GDP,7810.969,1.123684
AFG,1997,10513.17,Derived using data on consumption from UN and the spliced GDP,9048.963,1.16181
AFG,1998,10482.68,Derived using data on consumption from UN and the spliced GDP,8736.033,1.199935
AFG,1999,156992,Derived using data on consumption from UN and the spliced GDP,126804.8,1.238061
AFG,2000,213455.9,Derived using data on consumption from UN and the spliced GDP,167260.8,1.276187
AFG,2001,220711.2,Derived using data on consumption from UN and the spliced GDP,171975,1.283391
AFG,2002,240678,Derived using data on consumption from UN and the spliced GDP,202531,1.188351
AFG,2003,308110.2,Derived using data on consumption from UN and the spliced GDP,238878.5,1.28982
AFG,2004,317243.8,Derived using data on consumption from UN and the spliced GDP,263344.1,1.204674
AFG,2005,363697.6,Derived using data on consumption from UN and the spliced GDP,320476.5,1.134865
AFG,2006,385285.6,Derived using data on consumption from UN and the spliced GDP,364100.1,1.058186
AFG,2007,530500.4,Derived using data on consumption from UN and the spliced GDP,499587,1.061878
AFG,2008,504161.6,Derived using data on consumption from UN and the spliced GDP,517377.4,.9744561
AFG,2009,575766.5,Derived using data on consumption from UN and the spliced GDP,600457.8,.9588792
AFG,2010,722769.6,Derived using data on consumption from UN and the spliced GDP,703502.6,1.027387
AFG,2011,911697.8,Derived using data on consumption from UN and the spliced GDP,837851.3,1.088138
AFG,2012,1162263,Derived using data on consumption from UN and the spliced GDP,1007959,1.153086
AFG,2013,1213178,Derived using data on consumption from UN and the spliced GDP,1102256,1.100631
AFG,2014,1154152,Derived using data on consumption from UN and the spliced GDP,1116353,1.033859
AFG,2015,1165048,Derived using data on consumption from UN and the spliced GDP,1143357,1.018972
AFG,2016,1249790,Derived using data on consumption from UN and the spliced GDP,1236815,1.01049
AFG,2017,1265019,Derived using data on consumption from UN and the spliced GDP,1294845,.976966
AFG,2018,1501280,Derived using data on consumption from UN and the spliced GDP,1359225,1.104512
AFG,2019,1662108,Derived using data on consumption from UN and the spliced GDP,1505967,1.103681
AFG,2020,1756195,Derived using data on consumption from UN and the spliced GDP,1534966,1.144126
AFG,2021,1373045,Derived using data on consumption from UN and the spliced GDP,1251172,1.097407
AFG,2022,1533160,Derived using data on consumption from UN and the spliced GDP,1283441,1.194569
AFG,2023,1609344,Derived using data on consumption from UN and the spliced GDP,1357275,1.185717
AGO,1970,.000082,Derived using data on consumption from UN and the spliced GDP,.000109,.7522936
AGO,1971,.000085,Derived using data on consumption from UN and the spliced GDP,.000113,.7522123
AGO,1972,.000083,Derived using data on consumption from UN and the spliced GDP,.000111,.7477477
AGO,1973,.000092,Derived using data on consumption from UN and the spliced GDP,.000123,.7479675
AGO,1974,.000107,Derived using data on consumption from UN and the spliced GDP,.000143,.7482517
AGO,1975,.000079,Derived using data on consumption from UN and the spliced GDP,.000106,.745283
AGO,1976,.000087,Derived using data on consumption from UN and the spliced GDP,.000117,.7435897
AGO,1977,.000098,Derived using data on consumption from UN and the spliced GDP,.00013,.7538461
AGO,1978,.00011,Derived using data on consumption from UN and the spliced GDP,.000145,.7586207
AGO,1979,.000121,Derived using data on consumption from UN and the spliced GDP,.000161,.7515528
AGO,1980,.000156,Derived using data on consumption from UN and the spliced GDP,.000214,.728972
AGO,1981,.000149,Derived using data on consumption from UN and the spliced GDP,.0002,.745
AGO,1982,.000154,Derived using data on consumption from UN and the spliced GDP,.0002,.77
AGO,1983,.000163,Derived using data on consumption from UN and the spliced GDP,.000209,.7799043
AGO,1984,.000165,Derived using data on consumption from UN and the spliced GDP,.000221,.7466063
AGO,1985,.000212,Derived using data on consumption from UN and the spliced GDP,.000273,.7765567
AGO,1986,.000216,Derived using data on consumption from UN and the spliced GDP,.000256,.84375
AGO,1987,.000221,Derived using data on consumption from UN and the spliced GDP,.000295,.7491525
AGO,1988,.000249,Derived using data on consumption from UN and the spliced GDP,.000318,.7830189
AGO,1989,.000285,Derived using data on consumption from UN and the spliced GDP,.00037,.7702702
AGO,1990,.000299,Derived using data on consumption from UN and the spliced GDP,.000409,.7310514
AGO,1991,.00078,Derived using data on consumption from UN and the spliced GDP,.000892,.8744395
AGO,1992,.004673,Derived using data on consumption from UN and the spliced GDP,.004673,1
AGO,1993,.026904,Derived using data on consumption from UN and the spliced GDP,.035827,.7509421
AGO,1994,.555977,Derived using data on consumption from UN and the spliced GDP,.824921,.673976
AGO,1995,13.54547,Derived using data on consumption from UN and the spliced GDP,18.26765,.7415
AGO,1996,580.473,Derived using data on consumption from UN and the spliced GDP,1117.154,.5196
AGO,1997,1761.912,Derived using data on consumption from UN and the spliced GDP,2342.345,.7522
AGO,1998,2744.438,Derived using data on consumption from UN and the spliced GDP,3385.27,.8107
AGO,1999,18099.11,Derived using data on consumption from UN and the spliced GDP,22959.67,.7883
AGO,2000,90283.95,Derived using data on consumption from UN and the spliced GDP,122568.5,.7366
AGO,2001,227083.8,Derived using data on consumption from UN and the spliced GDP,263560.6,.8616
AGO,2002,403479,Derived using data on consumption from UN and the spliced GDP,665385,.6063843
AGO,2003,861252,Derived using data on consumption from UN and the spliced GDP,1328940,.6480744
AGO,2004,1100375,Derived using data on consumption from UN and the spliced GDP,1967570,.5592558
AGO,2005,1546142,Derived using data on consumption from UN and the spliced GDP,3222350,.4798181
AGO,2006,1868657,Derived using data on consumption from UN and the spliced GDP,4209762,.4438866
AGO,2007,2328843,Derived using data on consumption from UN and the spliced GDP,5006335,.4651792
AGO,2008,3030073,Derived using data on consumption from UN and the spliced GDP,6643353,.456106
AGO,2009,3464124,Derived using data on consumption from UN and the spliced GDP,5577341,.6211068
AGO,2010,4069560,Derived using data on consumption from UN and the spliced GDP,7701652,.528401
AGO,2011,5483409,Derived using data on consumption from UN and the spliced GDP,1.05e+07,.5221826
AGO,2012,6510062,Derived using data on consumption from UN and the spliced GDP,1.22e+07,.5325226
AGO,2013,7808116,Derived using data on consumption from UN and the spliced GDP,1.32e+07,.5917479
AGO,2014,8944162,Derived using data on consumption from UN and the spliced GDP,1.43e+07,.624424
AGO,2015,9650369,Derived using data on consumption from UN and the spliced GDP,1.40e+07,.6917683
AGO,2016,1.16e+07,Derived using data on consumption from UN and the spliced GDP,1.65e+07,.6990648
AGO,2017,1.42e+07,Derived using data on consumption from UN and the spliced GDP,2.03e+07,.7011832
AGO,2018,1.71e+07,Derived using data on consumption from UN and the spliced GDP,2.56e+07,.6683601
AGO,2019,1.78e+07,Derived using data on consumption from UN and the spliced GDP,3.03e+07,.5853577
AGO,2020,2.09e+07,Derived using data on consumption from UN and the spliced GDP,3.17e+07,.6598589
AGO,2021,2.58e+07,Derived using data on consumption from UN and the spliced GDP,4.41e+07,.5837351
AGO,2022,3.51e+07,Derived using data on consumption from UN and the spliced GDP,5.22e+07,.6721157
AGO,2023,4.23e+07,Derived using data on consumption from UN and the spliced GDP,6.20e+07,.6814902
AGO,2024,5.60e+07,Derived using data on consumption from WDI and the spliced GDP,8.07e+07,.6939507
AIA,1970,4.094753,Derived using data on consumption from UN and the spliced GDP,7.817934,.5237641
AIA,1971,4.721774,Derived using data on consumption from UN and the spliced GDP,9.016203,.5236987
AIA,1972,5.446982,Derived using data on consumption from UN and the spliced GDP,10.4103,.5232303
AIA,1973,6.279657,Derived using data on consumption from UN and the spliced GDP,12.00808,.5229526
AIA,1974,7.261201,Derived using data on consumption from UN and the spliced GDP,13.85868,.523946
AIA,1975,8.397018,Derived using data on consumption from UN and the spliced GDP,15.99454,.5249929
AIA,1976,9.659601,Derived using data on consumption from UN and the spliced GDP,18.45649,.5233716
AIA,1977,11.09571,Derived using data on consumption from UN and the spliced GDP,21.30153,.5208881
AIA,1978,12.81935,Derived using data on consumption from UN and the spliced GDP,24.57865,.5215644
AIA,1979,15.00064,Derived using data on consumption from UN and the spliced GDP,28.36128,.5289127
AIA,1980,17.3548,Derived using data on consumption from UN and the spliced GDP,32.73083,.5302278
AIA,1981,19.46097,Derived using data on consumption from UN and the spliced GDP,37.76886,.515265
AIA,1982,22.16155,Derived using data on consumption from UN and the spliced GDP,43.58466,.5084712
AIA,1983,26.40406,Derived using data on consumption from UN and the spliced GDP,50.29872,.524945
AIA,1984,33.02867,Derived using data on consumption from UN and the spliced GDP,58.39017,.5656545
AIA,1985,39.31623,Derived using data on consumption from UN and the spliced GDP,73.24142,.5368033
AIA,1986,41.69936,Derived using data on consumption from UN and the spliced GDP,94.67424,.440451
AIA,1987,56.03107,Derived using data on consumption from UN and the spliced GDP,118.0839,.4745022
AIA,1988,89.7645,Derived using data on consumption from UN and the spliced GDP,147.8058,.6073138
AIA,1989,98.45343,Derived using data on consumption from UN and the spliced GDP,183.9399,.5352477
AIA,1990,117.8598,Derived using data on consumption from UN and the spliced GDP,204.1248,.5773908
AIA,1991,125.8355,Derived using data on consumption from UN and the spliced GDP,209.8442,.5996612
AIA,1992,165.2449,Derived using data on consumption from UN and the spliced GDP,228.0161,.7247069
AIA,1993,179.4754,Derived using data on consumption from UN and the spliced GDP,248.6729,.7217327
AIA,1994,183.4046,Derived using data on consumption from UN and the spliced GDP,277.4786,.6609683
AIA,1995,236.8419,Derived using data on consumption from UN and the spliced GDP,280.0885,.8455967
AIA,1996,271.6071,Derived using data on consumption from UN and the spliced GDP,296.4945,.9160612
AIA,1997,293.3892,Derived using data on consumption from UN and the spliced GDP,332.8604,.881418
AIA,1998,303.557,Derived using data on consumption from UN and the spliced GDP,377.1109,.8049542
AIA,1999,365.9565,Derived using data on consumption from UN and the spliced GDP,401.6698,.9110879
AIA,2000,392.4682,Derived using data on consumption from UN and the spliced GDP,410.693,.9556242
AIA,2001,379.7673,Derived using data on consumption from UN and the spliced GDP,420.9641,.9021369
AIA,2002,404.8956,Derived using data on consumption from UN and the spliced GDP,423.1012,.9569712
AIA,2003,436.8886,Derived using data on consumption from UN and the spliced GDP,460.5411,.948642
AIA,2004,507.9049,Derived using data on consumption from UN and the spliced GDP,544.1625,.9333699
AIA,2005,555.0185,Derived using data on consumption from UN and the spliced GDP,617.7886,.8983954
AIA,2006,872.1039,Derived using data on consumption from UN and the spliced GDP,765.0447,1.139939
AIA,2007,938.6068,Derived using data on consumption from UN and the spliced GDP,957.2799,.9804936
AIA,2008,923.9983,Derived using data on consumption from UN and the spliced GDP,960.6457,.9618513
AIA,2009,765.9769,Derived using data on consumption from UN and the spliced GDP,765.4584,1.000677
AIA,2010,706.0418,Derived using data on consumption from UN and the spliced GDP,720.9688,.9792959
AIA,2011,795.5858,Derived using data on consumption from UN and the spliced GDP,790.2328,1.006774
AIA,2012,767.7675,Derived using data on consumption from UN and the spliced GDP,773.9076,.9920661
AIA,2013,735.9143,Derived using data on consumption from UN and the spliced GDP,773.5588,.951336
AIA,2014,803.6475,Derived using data on consumption from UN and the spliced GDP,853.6184,.94146
AIA,2015,851.4885,Derived using data on consumption from UN and the spliced GDP,891.9136,.954676
AIA,2016,856.7466,Derived using data on consumption from UN and the spliced GDP,859.8061,.9964417
AIA,2017,601.9089,Derived using data on consumption from UN and the spliced GDP,752.9909,.7993574
AIA,2018,961.3365,Derived using data on consumption from UN and the spliced GDP,860.5408,1.117131
AIA,2019,1118.507,Derived using data on consumption from UN and the spliced GDP,1025.034,1.09119
AIA,2020,699.8988,Derived using data on consumption from UN and the spliced GDP,705.7144,.9917592
AIA,2021,823.4377,Derived using data on consumption from UN and the spliced GDP,824.1168,.9991759
AIA,2022,1049.933,Derived using data on consumption from UN and the spliced GDP,1050.224,.9997228
AIA,2023,1167.156,Derived using data on consumption from UN and the spliced GDP,1122.485,1.039796
ALB,1970,8785.961,Derived using data on consumption from UN and the spliced GDP,13753.38,.638822
ALB,1971,9038.708,Derived using data on consumption from UN and the spliced GDP,14148.01,.6388676
ALB,1972,9298.764,Derived using data on consumption from UN and the spliced GDP,14554.39,.6388976
ALB,1973,9563.497,Derived using data on consumption from UN and the spliced GDP,14973.36,.6387007
ALB,1974,9841.419,Derived using data on consumption from UN and the spliced GDP,15401.17,.6390046
ALB,1975,10124.69,Derived using data on consumption from UN and the spliced GDP,15844.9,.6389874
ALB,1976,10403.78,Derived using data on consumption from UN and the spliced GDP,16304.05,.6381101
ALB,1977,10724.58,Derived using data on consumption from UN and the spliced GDP,16759.35,.6399162
ALB,1978,11024.38,Derived using data on consumption from UN and the spliced GDP,17254.28,.6389357
ALB,1979,11287.94,Derived using data on consumption from UN and the spliced GDP,17762.9,.6354783
ALB,1980,11747.09,Derived using data on consumption from UN and the spliced GDP,18203.09,.6453348
ALB,1981,11975.08,Derived using data on consumption from UN and the spliced GDP,18828.92,.6359942
ALB,1982,12115.12,Derived using data on consumption from UN and the spliced GDP,19380.92,.6251057
ALB,1983,12714.63,Derived using data on consumption from UN and the spliced GDP,19593.05,.6489358
ALB,1984,13177.57,Derived using data on consumption from UN and the spliced GDP,19341.07,.6813256
ALB,1985,13250.48,Derived using data on consumption from UN and the spliced GDP,19754.78,.6707481
ALB,1986,13838.42,Derived using data on consumption from UN and the spliced GDP,20372.41,.6792724
ALB,1987,14406.67,Derived using data on consumption from UN and the spliced GDP,20211.85,.7127836
ALB,1988,14318.71,Derived using data on consumption from UN and the spliced GDP,19924.71,.7186409
ALB,1989,15088.35,Derived using data on consumption from UN and the spliced GDP,21885.43,.6894246
ALB,1990,16135.75,Derived using data on consumption from UN and the spliced GDP,19703.21,.8189401
ALB,1991,20712.52,Derived using data on consumption from UN and the spliced GDP,19223.9,1.077436
ALB,1992,97309.63,Derived using data on consumption from UN and the spliced GDP,59411.99,1.637879
ALB,1993,187153.7,Derived using data on consumption from UN and the spliced GDP,146879.3,1.2742
ALB,1994,225964.9,Derived using data on consumption from UN and the spliced GDP,216090.8,1.045694
ALB,1995,267066,Derived using data on consumption from EUS and the spliced GDP,269295.2,.9917222
ALB,1996,338926,Derived using data on consumption from EUS and the spliced GDP,338000.3,1.002739
ALB,1997,352931,Derived using data on consumption from EUS and the spliced GDP,336480.8,1.048889
ALB,1998,400485,Derived using data on consumption from EUS and the spliced GDP,393070,1.018864
ALB,1999,420302,Derived using data on consumption from EUS and the spliced GDP,453512.3,.9267709
ALB,2000,456885,Derived using data on consumption from EUS and the spliced GDP,516206.8,.8850813
ALB,2001,494445,Derived using data on consumption from EUS and the spliced GDP,583125.1,.8479226
ALB,2002,551989,Derived using data on consumption from EUS and the spliced GDP,633932.6,.8707377
ALB,2003,615038,Derived using data on consumption from EUS and the spliced GDP,700711.6,.8777334
ALB,2004,650960,Derived using data on consumption from EUS and the spliced GDP,760444.8,.8560253
ALB,2005,707884,Derived using data on consumption from EUS and the spliced GDP,824594.6,.858463
ALB,2006,770635,Derived using data on consumption from EUS and the spliced GDP,897697.7,.8584571
ALB,2007,904566,Derived using data on consumption from EUS and the spliced GDP,1005281,.8998138
ALB,2008,1031981,Derived using data on consumption from EUS and the spliced GDP,1112317,.9277759
ALB,2009,1073094,Derived using data on consumption from EUS and the spliced GDP,1171607,.9159167
ALB,2010,1103226,Derived using data on consumption from EUS and the spliced GDP,1256235,.8782002
ALB,2011,1161768,Derived using data on consumption from EUS and the spliced GDP,1308998,.8875247
ALB,2012,1179562,Derived using data on consumption from EUS and the spliced GDP,1324877,.8903179
ALB,2013,1202894,Derived using data on consumption from EUS and the spliced GDP,1352247,.8895522
ALB,2014,1270377,Derived using data on consumption from EUS and the spliced GDP,1402496,.9057972
ALB,2015,1290603,Derived using data on consumption from EUS and the spliced GDP,1444802,.8932733
ALB,2016,1337398,Derived using data on consumption from EUS and the spliced GDP,1488303,.8986058
ALB,2017,1375771,Derived using data on consumption from EUS and the spliced GDP,1579056,.8712618
ALB,2018,1433965,Derived using data on consumption from EUS and the spliced GDP,1660820,.8634077
ALB,2019,1510399,Derived using data on consumption from EUS and the spliced GDP,1712037,.8822235
ALB,2020,1460924,Derived using data on consumption from EUS and the spliced GDP,1655985,.8822085
ALB,2021,1580175,Derived using data on consumption from EUS and the spliced GDP,1866672,.8465202
ALB,2022,1795067,Derived using data on consumption from EUS and the spliced GDP,2149742,.8350151
ALB,2023,1940493,Derived using data on consumption from EUS and the spliced GDP,2364276,.8207557
ALB,2024,2062935,Derived using data on consumption from EUS and the spliced GDP,2517820,.819334
AND,1970,30.85413,Derived using data on consumption from UN and the spliced GDP,41.85073,.7372423
AND,1971,34.99339,Derived using data on consumption from UN and the spliced GDP,47.23285,.7408697
AND,1972,40.77449,Derived using data on consumption from UN and the spliced GDP,55.43335,.7355587
AND,1973,48.95188,Derived using data on consumption from UN and the spliced GDP,66.83099,.7324728
AND,1974,60.80309,Derived using data on consumption from UN and the spliced GDP,81.8411,.7429407
AND,1975,72.04411,Derived using data on consumption from UN and the spliced GDP,96.09371,.7497275
AND,1976,89.28401,Derived using data on consumption from UN and the spliced GDP,115.6377,.772101
AND,1977,112.6294,Derived using data on consumption from UN and the spliced GDP,146.7274,.7676101
AND,1978,136.5558,Derived using data on consumption from UN and the spliced GDP,179.5883,.7603825
AND,1979,162.0052,Derived using data on consumption from UN and the spliced GDP,210.0827,.7711493
AND,1980,192.2274,Derived using data on consumption from UN and the spliced GDP,243.3988,.789763
AND,1981,219.4652,Derived using data on consumption from UN and the spliced GDP,273.0992,.8036097
AND,1982,251.8974,Derived using data on consumption from UN and the spliced GDP,314.0588,.8020706
AND,1983,286.051,Derived using data on consumption from UN and the spliced GDP,357.6022,.7999138
AND,1984,316.1208,Derived using data on consumption from UN and the spliced GDP,403.5302,.783388
AND,1985,351.1956,Derived using data on consumption from UN and the spliced GDP,448.3885,.7832395
AND,1986,397.091,Derived using data on consumption from UN and the spliced GDP,513.3423,.7735404
AND,1987,446.8602,Derived using data on consumption from UN and the spliced GDP,574.0248,.7784684
AND,1988,491.6092,Derived using data on consumption from UN and the spliced GDP,639.0782,.7692473
AND,1989,556.4258,Derived using data on consumption from UN and the spliced GDP,716.1261,.7769941
AND,1990,618.587,Derived using data on consumption from UN and the spliced GDP,797.6548,.7755072
AND,1991,683.5838,Derived using data on consumption from UN and the spliced GDP,874.6899,.7815155
AND,1992,751.0007,Derived using data on consumption from UN and the spliced GDP,942.0616,.7971886
AND,1993,781.5261,Derived using data on consumption from UN and the spliced GDP,974.647,.8018556
AND,1994,823.2174,Derived using data on consumption from UN and the spliced GDP,1036.591,.7941586
AND,1995,878.2943,Derived using data on consumption from UN and the spliced GDP,1117.721,.7857902
AND,1996,918.6375,Derived using data on consumption from UN and the spliced GDP,1179.017,.7791556
AND,1997,1014.547,Derived using data on consumption from UN and the spliced GDP,1314.579,.7717656
AND,1998,1053.292,Derived using data on consumption from UN and the spliced GDP,1376.919,.7649629
AND,1999,1124.562,Derived using data on consumption from UN and the spliced GDP,1472.519,.7636995
AND,2000,1183.035,Derived using data on consumption from UN and the spliced GDP,1551.086,.7627141
AND,2001,1309.963,Derived using data on consumption from UN and the spliced GDP,1728.691,.7577772
AND,2002,1404.375,Derived using data on consumption from UN and the spliced GDP,1865.833,.7526796
AND,2003,1562.589,Derived using data on consumption from UN and the spliced GDP,2092.49,.7467606
AND,2004,1758.005,Derived using data on consumption from UN and the spliced GDP,2331.566,.7540018
AND,2005,1916.179,Derived using data on consumption from UN and the spliced GDP,2540.884,.754139
AND,2006,2070,Derived using data on consumption from UN and the spliced GDP,2755.127,.7513264
AND,2007,2175.118,Derived using data on consumption from UN and the spliced GDP,2887.768,.7532178
AND,2008,2126.908,Derived using data on consumption from UN and the spliced GDP,2789.261,.7625347
AND,2009,2050.119,Derived using data on consumption from UN and the spliced GDP,2644.839,.7751396
AND,2010,2046.43,Derived using data on consumption from UN and the spliced GDP,2602.312,.786389
AND,2011,2060.263,Derived using data on consumption from UN and the spliced GDP,2607.221,.7902142
AND,2012,1969.595,Derived using data on consumption from UN and the spliced GDP,2481.846,.7936009
AND,2013,1893.466,Derived using data on consumption from UN and the spliced GDP,2404.538,.7874552
AND,2014,1940.906,Derived using data on consumption from UN and the spliced GDP,2462.69,.7881243
AND,2015,1951.541,Derived using data on consumption from UN and the spliced GDP,2514.508,.7761123
AND,2016,2014.29,Derived using data on consumption from UN and the spliced GDP,2616.862,.769735
