ISO3,year,cons,source,nGDP,cons_GDP
BOL,2021,241736.6,Derived using data on consumption from UN and the spliced GDP,279206.2,.8657996
BOL,2022,261268,Derived using data on consumption from UN and the spliced GDP,304097.3,.8591592
BOL,2023,273763.2,Derived using data on consumption from UN and the spliced GDP,311885.6,.877768
BOL,2024,289618.4,Derived using data on consumption from IMF_IFS and the spliced GDP,322193.4,.8988959
BRA,1960,8.30e-10,Derived using data on consumption from WDI and the spliced GDP,8.06e-10,1.030118
BRA,1961,1.18e-09,Derived using data on consumption from WDI and the spliced GDP,1.15e-09,1.020206
BRA,1962,2.30e-09,Derived using data on consumption from WDI and the spliced GDP,2.21e-09,1.039005
BRA,1963,3.89e-09,Derived using data on consumption from WDI and the spliced GDP,3.94e-09,.9887105
BRA,1964,7.80e-09,Derived using data on consumption from WDI and the spliced GDP,7.66e-09,1.018316
BRA,1965,1.17e-08,Derived using data on consumption from WDI and the spliced GDP,1.56e-08,.7536262
BRA,1966,1.74e-08,Derived using data on consumption from WDI and the spliced GDP,2.27e-08,.7642766
BRA,1967,2.47e-08,Derived using data on consumption from WDI and the spliced GDP,3.12e-08,.7912366
BRA,1968,3.42e-08,Derived using data on consumption from WDI and the spliced GDP,4.21e-08,.8125984
BRA,1969,4.31e-08,Derived using data on consumption from WDI and the spliced GDP,5.67e-08,.7605868
BRA,1970,5.66e-08,Derived using data on consumption from UN and the spliced GDP,7.12e-08,.7949865
BRA,1971,7.27e-08,Derived using data on consumption from UN and the spliced GDP,9.15e-08,.7949934
BRA,1972,1.05e-07,Derived using data on consumption from UN and the spliced GDP,1.32e-07,.7949998
BRA,1973,1.53e-07,Derived using data on consumption from UN and the spliced GDP,1.93e-07,.7897853
BRA,1974,2.21e-07,Derived using data on consumption from UN and the spliced GDP,2.74e-07,.8060774
BRA,1975,3.00e-07,Derived using data on consumption from UN and the spliced GDP,3.86e-07,.7767007
BRA,1976,4.73e-07,Derived using data on consumption from UN and the spliced GDP,6.00e-07,.7882668
BRA,1977,7.23e-07,Derived using data on consumption from UN and the spliced GDP,9.25e-07,.7819218
BRA,1978,1.04e-06,Derived using data on consumption from UN and the spliced GDP,1.34e-06,.7769511
BRA,1979,1.73e-06,Derived using data on consumption from UN and the spliced GDP,2.21e-06,.7844838
BRA,1980,3.67e-06,Derived using data on consumption from UN and the spliced GDP,4.07e-06,.9018994
BRA,1981,7.07e-06,Derived using data on consumption from UN and the spliced GDP,9.15e-06,.7729037
BRA,1982,.0000152,Derived using data on consumption from UN and the spliced GDP,.0000193,.7845427
BRA,1983,.0000354,Derived using data on consumption from UN and the spliced GDP,.0000437,.8089034
BRA,1984,.000112,Derived using data on consumption from UN and the spliced GDP,.0001426,.7851636
BRA,1985,.000385,Derived using data on consumption from UN and the spliced GDP,.0005109,.7535821
BRA,1986,.001056,Derived using data on consumption from UN and the spliced GDP,.0013536,.7801337
BRA,1987,.003153,Derived using data on consumption from UN and the spliced GDP,.0042642,.7394139
BRA,1988,.022784,Derived using data on consumption from UN and the spliced GDP,.0318595,.7151399
BRA,1989,.3345317,Derived using data on consumption from UN and the spliced GDP,.4680689,.7147062
BRA,1990,9.5242,Derived using data on consumption from UN and the spliced GDP,12.2247,.7790949
BRA,1991,55.52195,Derived using data on consumption from UN and the spliced GDP,67.49583,.8225982
BRA,1992,583.3096,Derived using data on consumption from UN and the spliced GDP,715.3221,.8154503
BRA,1993,12737.1,Derived using data on consumption from UN and the spliced GDP,15681.27,.8122494
BRA,1994,315329.5,Derived using data on consumption from UN and the spliced GDP,387209.4,.8143644
BRA,1995,597510.9,Derived using data on consumption from UN and the spliced GDP,714229.8,.8365809
BRA,1996,725764,Derived using data on consumption from OECD_EO and the spliced GDP,854763,.8490822
BRA,1997,807801,Derived using data on consumption from OECD_EO and the spliced GDP,952089,.8484511
BRA,1998,844108,Derived using data on consumption from OECD_EO and the spliced GDP,1002351,.8421282
BRA,1999,918711,Derived using data on consumption from OECD_EO and the spliced GDP,1087711,.8446279
BRA,2000,999569,Derived using data on consumption from OECD_EO and the spliced GDP,1199093,.8336042
BRA,2001,1098011,Derived using data on consumption from OECD_EO and the spliced GDP,1315756,.8345096
BRA,2002,1216460,Derived using data on consumption from OECD_EO and the spliced GDP,1488788,.8170807
BRA,2003,1390201,Derived using data on consumption from OECD_EO and the spliced GDP,1717951,.8092204
BRA,2004,1540244,Derived using data on consumption from OECD_EO and the spliced GDP,1957750,.7867419
BRA,2005,1723319,Derived using data on consumption from OECD_EO and the spliced GDP,2170584,.7939426
BRA,2006,1914950,Derived using data on consumption from OECD_EO and the spliced GDP,2409450,.7947664
BRA,2007,2144055,Derived using data on consumption from OECD_EO and the spliced GDP,2720263,.7881793
BRA,2008,2443379,Derived using data on consumption from OECD_EO and the spliced GDP,3109803,.7857022
BRA,2009,2719997,Derived using data on consumption from OECD_EO and the spliced GDP,3333039,.8160712
BRA,2010,3079133,Derived using data on consumption from OECD_EO and the spliced GDP,3885847,.7923968
BRA,2011,3454852,Derived using data on consumption from OECD_EO and the spliced GDP,4376382,.7894311
BRA,2012,3849015,Derived using data on consumption from OECD_EO and the spliced GDP,4814760,.7994199
BRA,2013,4297698,Derived using data on consumption from OECD_EO and the spliced GDP,5331619,.8060775
BRA,2014,4745278,Derived using data on consumption from OECD_EO and the spliced GDP,5778953,.8211311
BRA,2015,5020968,Derived using data on consumption from OECD_EO and the spliced GDP,5995787,.837416
BRA,2016,5305781,Derived using data on consumption from OECD_EO and the spliced GDP,6269327,.8463079
BRA,2017,5575017,Derived using data on consumption from OECD_EO and the spliced GDP,6585479,.8465621
BRA,2018,5919282,Derived using data on consumption from OECD_EO and the spliced GDP,7004141,.8451118
BRA,2019,6290192,Derived using data on consumption from OECD_EO and the spliced GDP,7389131,.8512763
BRA,2020,6337209,Derived using data on consumption from OECD_EO and the spliced GDP,7609597,.8327917
BRA,2021,7202107,Derived using data on consumption from OECD_EO and the spliced GDP,9012142,.799156
BRA,2022,8211543,Derived using data on consumption from OECD_EO and the spliced GDP,1.01e+07,.8146634
BRA,2023,8852876,Derived using data on consumption from OECD_EO and the spliced GDP,1.09e+07,.8154739
BRA,2024,9609214,Derived using data on consumption from OECD_EO and the spliced GDP,1.17e+07,.8243469
BRA,2025,1.04e+07,Derived using data on consumption from OECD_EO and the spliced GDP,1.26e+07,.8247962
BRA,2026,1.10e+07,Derived using data on consumption from OECD_EO and the spliced GDP,1.34e+07,.8260692
BRB,1960,188.2179,Derived using data on consumption from WDI_ARC and the spliced GDP,178.47,1.05462
BRB,1961,187.7778,Derived using data on consumption from WDI_ARC and the spliced GDP,189.754,.9895856
BRB,1962,197.4601,Derived using data on consumption from WDI_ARC and the spliced GDP,195.2075,1.011539
BRB,1963,202.3012,Derived using data on consumption from WDI_ARC and the spliced GDP,216.4412,.9346705
BRB,1964,208.4627,Derived using data on consumption from WDI_ARC and the spliced GDP,236.9449,.8797938
BRB,1965,231.3481,Derived using data on consumption from WDI_ARC and the spliced GDP,252.4325,.9164751
BRB,1966,245.138,Derived using data on consumption from WDI_ARC and the spliced GDP,278.5728,.8799784
BRB,1967,268.6103,Derived using data on consumption from WDI_ARC and the spliced GDP,303.1411,.8860899
BRB,1968,305.1389,Derived using data on consumption from WDI_ARC and the spliced GDP,343.4291,.8885062
BRB,1969,363.8195,Derived using data on consumption from WDI_ARC and the spliced GDP,382.0195,.9523584
BRB,1970,431.5955,Derived using data on consumption from UN and the spliced GDP,435.9691,.9899682
BRB,1971,458.0276,Derived using data on consumption from UN and the spliced GDP,483.8896,.9465539
BRB,1972,519.7889,Derived using data on consumption from UN and the spliced GDP,538.5359,.965189
BRB,1973,630.0754,Derived using data on consumption from UN and the spliced GDP,670.0472,.9403448
BRB,1974,735.585,Derived using data on consumption from UN and the spliced GDP,839.6308,.8760815
BRB,1975,852.5319,Derived using data on consumption from UN and the spliced GDP,970.4312,.8785084
BRB,1976,919.3663,Derived using data on consumption from UN and the spliced GDP,1043.417,.8811114
BRB,1977,999.427,Derived using data on consumption from UN and the spliced GDP,1186.879,.8420632
BRB,1978,1118.335,Derived using data on consumption from UN and the spliced GDP,1328.311,.8419231
BRB,1979,1360.407,Derived using data on consumption from UN and the spliced GDP,1610.577,.844671
BRB,1980,1542.378,Derived using data on consumption from UN and the spliced GDP,2067.124,.7461472
BRB,1981,1784.043,Derived using data on consumption from UN and the spliced GDP,2275.09,.7841637
BRB,1982,1824.542,Derived using data on consumption from UN and the spliced GDP,2377.103,.7675489
BRB,1983,1910.225,Derived using data on consumption from UN and the spliced GDP,2523.67,.7569232
BRB,1984,2080.629,Derived using data on consumption from UN and the spliced GDP,2750.75,.7563862
BRB,1985,2094.256,Derived using data on consumption from UN and the spliced GDP,2878.683,.727505
BRB,1986,2467.875,Derived using data on consumption from UN and the spliced GDP,3160.71,.7807975
BRB,1987,2788.668,Derived using data on consumption from UN and the spliced GDP,3480.484,.80123
BRB,1988,2907.648,Derived using data on consumption from UN and the spliced GDP,3702.068,.7854117
BRB,1989,3160.37,Derived using data on consumption from UN and the spliced GDP,4093.753,.7719983
BRB,1990,3263.886,Derived using data on consumption from UN and the spliced GDP,4109.401,.7942486
BRB,1991,3334.21,Derived using data on consumption from UN and the spliced GDP,4076.481,.8179137
BRB,1992,3212.003,Derived using data on consumption from UN and the spliced GDP,3940.057,.8152174
BRB,1993,3379.974,Derived using data on consumption from UN and the spliced GDP,4155.852,.8133047
BRB,1994,3432.55,Derived using data on consumption from UN and the spliced GDP,4369.325,.785602
BRB,1995,3775.202,Derived using data on consumption from UN and the spliced GDP,4594.107,.8217489
BRB,1996,3983.101,Derived using data on consumption from UN and the spliced GDP,4898.563,.8131161
BRB,1997,4278.395,Derived using data on consumption from UN and the spliced GDP,5177.673,.8263161
BRB,1998,4692.275,Derived using data on consumption from UN and the spliced GDP,5838.086,.8037353
BRB,1999,4980.823,Derived using data on consumption from UN and the spliced GDP,6117.6,.8141794
BRB,2000,5174.875,Derived using data on consumption from UN and the spliced GDP,6304.212,.8208599
BRB,2001,5286.363,Derived using data on consumption from UN and the spliced GDP,6294.417,.8398495
BRB,2002,5299.206,Derived using data on consumption from UN and the spliced GDP,6401.355,.8278257
BRB,2003,5340.673,Derived using data on consumption from UN and the spliced GDP,6613.919,.8074899
BRB,2004,5933.42,Derived using data on consumption from UN and the spliced GDP,7097.615,.8359738
BRB,2005,6636.528,Derived using data on consumption from UN and the spliced GDP,7871.025,.8431594
BRB,2006,7190.63,Derived using data on consumption from UN and the spliced GDP,8434.9,.8524855
BRB,2007,8154.152,Derived using data on consumption from UN and the spliced GDP,9671.286,.8431301
BRB,2008,9056.94,Derived using data on consumption from UN and the spliced GDP,10243.86,.8841332
BRB,2009,8538.946,Derived using data on consumption from UN and the spliced GDP,9889.944,.8633968
BRB,2010,9345.319,Derived using data on consumption from UN and the spliced GDP,10382.38,.9001136
BRB,2011,9634.149,Derived using data on consumption from UN and the spliced GDP,10684.37,.9017052
BRB,2012,9628.069,Derived using data on consumption from UN and the spliced GDP,10542.51,.9132612
BRB,2013,9703.072,Derived using data on consumption from UN and the spliced GDP,10722.32,.9049418
BRB,2014,9793.397,Derived using data on consumption from UN and the spliced GDP,10731.95,.9125457
BRB,2015,9545.871,Derived using data on consumption from UN and the spliced GDP,10576.12,.9025877
BRB,2016,9737.86,Derived using data on consumption from UN and the spliced GDP,10661.52,.9133648
BRB,2017,9797.554,Derived using data on consumption from UN and the spliced GDP,11034.68,.8878874
BRB,2018,9745.668,Derived using data on consumption from UN and the spliced GDP,11259.83,.8655252
BRB,2019,9693.169,Derived using data on consumption from UN and the spliced GDP,11576.58,.8373088
BRB,2020,9513.253,Derived using data on consumption from UN and the spliced GDP,10336.69,.9203386
BRB,2021,9623.29,Derived using data on consumption from UN and the spliced GDP,10550.48,.9121183
BRB,2022,11075.52,Derived using data on consumption from UN and the spliced GDP,12514.61,.8850077
BRB,2023,11587.18,Derived using data on consumption from UN and the spliced GDP,13441.47,.8620476
BRN,1970,171.0443,Derived using data on consumption from UN and the spliced GDP,688.5294,.2484198
BRN,1971,187.5385,Derived using data on consumption from UN and the spliced GDP,757.2316,.2476634
BRN,1972,246.0138,Derived using data on consumption from UN and the spliced GDP,959.0679,.2565135
BRN,1973,322.4165,Derived using data on consumption from UN and the spliced GDP,1337.37,.2410825
BRN,1974,806.3405,Derived using data on consumption from UN and the spliced GDP,3285.9,.2453941
BRN,1975,984.9411,Derived using data on consumption from UN and the spliced GDP,3479.573,.2830638
BRN,1976,860.2221,Derived using data on consumption from UN and the spliced GDP,4416.159,.1947897
BRN,1977,924.1516,Derived using data on consumption from UN and the spliced GDP,5308.785,.1740797
BRN,1978,840.899,Derived using data on consumption from UN and the spliced GDP,5545.538,.1516353
BRN,1979,1107.776,Derived using data on consumption from UN and the spliced GDP,7657.848,.1446589
BRN,1980,2023.764,Derived using data on consumption from UN and the spliced GDP,13255.13,.1526778
BRN,1981,1588.834,Derived using data on consumption from UN and the spliced GDP,11585.81,.1371363
BRN,1982,1780.983,Derived using data on consumption from UN and the spliced GDP,11461.46,.1553887
BRN,1983,2123.615,Derived using data on consumption from UN and the spliced GDP,10203.47,.2081266
BRN,1984,2586.569,Derived using data on consumption from UN and the spliced GDP,10133.89,.2552395
BRN,1985,2431.427,Derived using data on consumption from UN and the spliced GDP,9736.75,.2497165
BRN,1986,2316.932,Derived using data on consumption from UN and the spliced GDP,5875.665,.3943267
BRN,1987,2352.617,Derived using data on consumption from UN and the spliced GDP,6527.981,.3603897
BRN,1988,2638.467,Derived using data on consumption from UN and the spliced GDP,5935.472,.4445252
BRN,1989,2640.698,Derived using data on consumption from UN and the spliced GDP,6451.919,.4092888
BRN,1990,2727.538,Derived using data on consumption from UN and the spliced GDP,7070.153,.385782
BRN,1991,2787.834,Derived using data on consumption from UN and the spliced GDP,7084.862,.3934916
BRN,1992,3223.497,Derived using data on consumption from UN and the spliced GDP,7553.089,.4267786
BRN,1993,3675.872,Derived using data on consumption from UN and the spliced GDP,7350.93,.5000554
BRN,1994,3552.737,Derived using data on consumption from UN and the spliced GDP,6917.854,.5135605
BRN,1995,3695.628,Derived using data on consumption from UN and the spliced GDP,7434.729,.4970763
BRN,1996,3954.073,Derived using data on consumption from UN and the spliced GDP,7992.372,.4947309
BRN,1997,4259.724,Derived using data on consumption from UN and the spliced GDP,8549.7,.4982308
BRN,1998,4138.15,Derived using data on consumption from UN and the spliced GDP,7510.351,.550993
BRN,1999,4335.595,Derived using data on consumption from UN and the spliced GDP,8638.345,.5019011
BRN,2000,4732.301,Derived using data on consumption from UN and the spliced GDP,11463.85,.4128019
BRN,2001,5090.591,Derived using data on consumption from UN and the spliced GDP,11119.79,.4577956
BRN,2002,4998.042,Derived using data on consumption from UN and the spliced GDP,11593.58,.4311042
BRN,2003,5207.158,Derived using data on consumption from UN and the spliced GDP,12658.57,.4113545
BRN,2004,5699.821,Derived using data on consumption from UN and the spliced GDP,14743.47,.3865997
BRN,2005,5704.85,Derived using data on consumption from UN and the spliced GDP,17578.19,.3245414
BRN,2006,6144.894,Derived using data on consumption from UN and the spliced GDP,20195.11,.3042763
BRN,2007,7190.423,Derived using data on consumption from UN and the spliced GDP,20452.36,.3515694
BRN,2008,6366.701,Derived using data on consumption from UN and the spliced GDP,22601.97,.2816879
BRN,2009,6657.199,Derived using data on consumption from UN and the spliced GDP,17298.19,.3848495
BRN,2010,6889.948,Derived using data on consumption from UN and the spliced GDP,18689.78,.3686478
BRN,2011,7340.815,Derived using data on consumption from UN and the spliced GDP,23302.58,.3150216
BRN,2012,7664.21,Derived using data on consumption from UN and the spliced GDP,23802.31,.3219945
BRN,2013,8020.243,Derived using data on consumption from UN and the spliced GDP,22638.78,.3542701
BRN,2014,7999.615,Derived using data on consumption from UN and the spliced GDP,21663.59,.3692653
BRN,2015,7972.95,Derived using data on consumption from UN and the spliced GDP,17778.01,.4484726
BRN,2016,7460.256,Derived using data on consumption from UN and the spliced GDP,15747.72,.4737355
BRN,2017,7863.51,Derived using data on consumption from UN and the spliced GDP,16747.68,.4695284
BRN,2018,7992.679,Derived using data on consumption from UN and the spliced GDP,18300.66,.4367427
BRN,2019,8363.089,Derived using data on consumption from UN and the spliced GDP,18374.99,.4551344
BRN,2020,8151.788,Derived using data on consumption from UN and the spliced GDP,16564.44,.4921258
BRN,2021,8906.38,Derived using data on consumption from UN and the spliced GDP,18822.03,.4731892
BRN,2022,9978.633,Derived using data on consumption from UN and the spliced GDP,23003.11,.433795
BRN,2023,10236.8,Derived using data on consumption from UN and the spliced GDP,20318.51,.5038167
BRN,2024,10543.91,Derived using data on consumption from WDI and the spliced GDP,20540.91,.5133128
BTN,1970,438.0895,Derived using data on consumption from UN and the spliced GDP,463.3173,.9455497
BTN,1971,469.8598,Derived using data on consumption from UN and the spliced GDP,496.9305,.9455242
BTN,1972,503.3176,Derived using data on consumption from UN and the spliced GDP,532.3607,.9454446
BTN,1973,577.327,Derived using data on consumption from UN and the spliced GDP,610.4887,.9456801
BTN,1974,711.1746,Derived using data on consumption from UN and the spliced GDP,752.2093,.9454478
BTN,1975,686.9495,Derived using data on consumption from UN and the spliced GDP,726.7723,.945206
BTN,1976,749.7103,Derived using data on consumption from UN and the spliced GDP,792.1818,.9463867
BTN,1977,807.6351,Derived using data on consumption from UN and the spliced GDP,854.8659,.9447506
BTN,1978,727.6077,Derived using data on consumption from UN and the spliced GDP,770.3786,.9444807
BTN,1979,812.9247,Derived using data on consumption from UN and the spliced GDP,855.7744,.9499288
BTN,1980,950.2952,Derived using data on consumption from UN and the spliced GDP,1011.122,.9398423
BTN,1981,1182.444,Derived using data on consumption from UN and the spliced GDP,1253.026,.9436709
BTN,1982,1390.458,Derived using data on consumption from UN and the spliced GDP,1438.991,.9662732
BTN,1983,1604.772,Derived using data on consumption from UN and the spliced GDP,1725.093,.9302527
BTN,1984,1780.656,Derived using data on consumption from UN and the spliced GDP,1906.853,.9338192
BTN,1985,1901.121,Derived using data on consumption from UN and the spliced GDP,2129.939,.8925707
BTN,1986,2342.638,Derived using data on consumption from UN and the spliced GDP,2569.639,.9116606
BTN,1987,2660.152,Derived using data on consumption from UN and the spliced GDP,3179.304,.836709
BTN,1988,2860.931,Derived using data on consumption from UN and the spliced GDP,3682.766,.7768429
BTN,1989,3268.231,Derived using data on consumption from UN and the spliced GDP,4124.754,.7923456
BTN,1990,3434.21,Derived using data on consumption from UN and the spliced GDP,4789.458,.7170353
BTN,1991,3920.668,Derived using data on consumption from UN and the spliced GDP,5302.24,.7394363
BTN,1992,4536.051,Derived using data on consumption from UN and the spliced GDP,6083.058,.745686
BTN,1993,4878.584,Derived using data on consumption from UN and the spliced GDP,6734.678,.7243975
BTN,1994,4718.723,Derived using data on consumption from UN and the spliced GDP,8143.147,.5794717
BTN,1995,5644.429,Derived using data on consumption from UN and the spliced GDP,9375.809,.6020204
BTN,1996,6970.852,Derived using data on consumption from UN and the spliced GDP,10829.82,.6436722
BTN,1997,9741.113,Derived using data on consumption from UN and the spliced GDP,13095.43,.7438557
BTN,1998,11542.76,Derived using data on consumption from UN and the spliced GDP,15229.91,.7579008
BTN,1999,13183.28,Derived using data on consumption from UN and the spliced GDP,17934.16,.7350933
BTN,2000,13248,Derived using data on consumption from UN and the spliced GDP,20706.1,.6398117
BTN,2001,13862.73,Derived using data on consumption from UN and the spliced GDP,23409.66,.5921798
BTN,2002,15191.46,Derived using data on consumption from UN and the spliced GDP,27189.95,.5587161
BTN,2003,17394.33,Derived using data on consumption from UN and the spliced GDP,30369.29,.5727603
BTN,2004,20668.34,Derived using data on consumption from UN and the spliced GDP,33323.39,.6202351
BTN,2005,24176.5,Derived using data on consumption from UN and the spliced GDP,37943.22,.6371757
BTN,2006,24230.11,Derived using data on consumption from UN and the spliced GDP,42719.07,.5671965
BTN,2007,30790.61,Derived using data on consumption from UN and the spliced GDP,51924.16,.5929918
BTN,2008,37024.54,Derived using data on consumption from UN and the spliced GDP,57318.86,.64594
BTN,2009,42816.22,Derived using data on consumption from UN and the spliced GDP,64444.05,.6643937
BTN,2010,49465.04,Derived using data on consumption from UN and the spliced GDP,78139.96,.6330312
BTN,2011,54207.95,Derived using data on consumption from UN and the spliced GDP,92301.52,.587292
BTN,2012,55910.92,Derived using data on consumption from UN and the spliced GDP,105452.4,.5302008
BTN,2013,63975.05,Derived using data on consumption from UN and the spliced GDP,113896.5,.5616948
BTN,2014,80377.78,Derived using data on consumption from UN and the spliced GDP,127495.5,.6304362
BTN,2015,98437.54,Derived using data on consumption from UN and the spliced GDP,140352.6,.7013587
BTN,2016,104140.4,Derived using data on consumption from UN and the spliced GDP,158413.3,.657397
BTN,2017,110917.9,Derived using data on consumption from UN and the spliced GDP,168753.3,.6572782
BTN,2018,118980,Derived using data on consumption from UN and the spliced GDP,176673,.6734477
BTN,2019,129311.3,Derived using data on consumption from UN and the spliced GDP,192647.8,.6712316
BTN,2020,139546.2,Derived using data on consumption from UN and the spliced GDP,182107.4,.7662851
BTN,2021,153081.5,Derived using data on consumption from UN and the spliced GDP,204664.4,.7479637
BTN,2022,179505.2,Derived using data on consumption from UN and the spliced GDP,227813.7,.7879471
BTN,2023,198822.6,Derived using data on consumption from UN and the spliced GDP,249388.2,.7972414
BWA,1960,19.23529,Derived using data on consumption from WDI and the spliced GDP,18.81461,1.022359
BWA,1961,20.8398,Derived using data on consumption from WDI and the spliced GDP,20.29266,1.026963
BWA,1962,22.45721,Derived using data on consumption from WDI and the spliced GDP,21.84481,1.028034
BWA,1963,24.07469,Derived using data on consumption from WDI and the spliced GDP,25.87914,.9302742
BWA,1964,25.8635,Derived using data on consumption from WDI and the spliced GDP,26.99443,.9581051
BWA,1965,27.92243,Derived using data on consumption from WDI and the spliced GDP,26.55723,1.051406
BWA,1966,29.69528,Derived using data on consumption from WDI and the spliced GDP,29.32708,1.012555
BWA,1967,34.12701,Derived using data on consumption from WDI and the spliced GDP,32.427,1.052426
BWA,1968,41.78291,Derived using data on consumption from WDI and the spliced GDP,33.6674,1.24105
BWA,1969,40.97707,Derived using data on consumption from WDI and the spliced GDP,40.03983,1.023408
BWA,1970,50.5263,Derived using data on consumption from UN and the spliced GDP,47.85451,1.055832
BWA,1971,57.03153,Derived using data on consumption from UN and the spliced GDP,63.01943,.9049833
BWA,1972,74.17191,Derived using data on consumption from UN and the spliced GDP,88.21332,.8408244
BWA,1973,98.70128,Derived using data on consumption from UN and the spliced GDP,117.6062,.8392524
BWA,1974,127.0149,Derived using data on consumption from UN and the spliced GDP,160.0256,.7937163
BWA,1975,165.0038,Derived using data on consumption from UN and the spliced GDP,202.6925,.8140599
BWA,1976,218.1893,Derived using data on consumption from UN and the spliced GDP,258.2287,.844946
BWA,1977,286.5765,Derived using data on consumption from UN and the spliced GDP,322.3281,.8890832
BWA,1978,350.3712,Derived using data on consumption from UN and the spliced GDP,377.5674,.9279702
BWA,1979,424.0215,Derived using data on consumption from UN and the spliced GDP,484.5811,.875027
BWA,1980,529.5373,Derived using data on consumption from UN and the spliced GDP,662.5248,.7992717
BWA,1981,645.7336,Derived using data on consumption from UN and the spliced GDP,815.2742,.7920446
BWA,1982,748.6219,Derived using data on consumption from UN and the spliced GDP,878.7796,.8518881
BWA,1983,853.101,Derived using data on consumption from UN and the spliced GDP,1016.185,.8395137
BWA,1984,968.248,Derived using data on consumption from UN and the spliced GDP,1259.218,.7689282
BWA,1985,1158.626,Derived using data on consumption from UN and the spliced GDP,1593.574,.7270616
BWA,1986,1397.987,Derived using data on consumption from UN and the spliced GDP,2103.25,.6646793
BWA,1987,1646.534,Derived using data on consumption from UN and the spliced GDP,2588.92,.6359927
BWA,1988,2020.357,Derived using data on consumption from UN and the spliced GDP,3269.511,.6179386
BWA,1989,3282.563,Derived using data on consumption from UN and the spliced GDP,6085.329,.5394225
BWA,1990,4218.977,Derived using data on consumption from UN and the spliced GDP,6923.322,.6093861
BWA,1991,5020.437,Derived using data on consumption from UN and the spliced GDP,7818.188,.6421484
BWA,1992,5746.304,Derived using data on consumption from UN and the spliced GDP,8584.855,.6693536
BWA,1993,6646.227,Derived using data on consumption from UN and the spliced GDP,9892.479,.6718464
BWA,1994,7645.3,Derived using data on consumption from UN and the spliced GDP,11434.6,.668611
BWA,1995,9112.4,Derived using data on consumption from UN and the spliced GDP,13114.2,.6948498
BWA,1996,9919.6,Derived using data on consumption from UN and the spliced GDP,16114.9,.6155545
BWA,1997,11662.8,Derived using data on consumption from UN and the spliced GDP,18327.8,.6363447
BWA,1998,13559.9,Derived using data on consumption from UN and the spliced GDP,20244,.6698232
BWA,1999,15246.9,Derived using data on consumption from UN and the spliced GDP,25361.4,.6011853
BWA,2000,17194.3,Derived using data on consumption from UN and the spliced GDP,29530.9,.5822478
BWA,2001,18579.45,Derived using data on consumption from UN and the spliced GDP,32065.92,.5794143
BWA,2002,20400.9,Derived using data on consumption from UN and the spliced GDP,34266.17,.5953656
BWA,2003,22663.68,Derived using data on consumption from UN and the spliced GDP,36858.55,.6148823
BWA,2004,26580.75,Derived using data on consumption from UN and the spliced GDP,41490.07,.6406533
BWA,2005,30399.54,Derived using data on consumption from UN and the spliced GDP,49874.33,.6095228
BWA,2006,35296.1,Derived using data on consumption from UN and the spliced GDP,57831.7,.6103245
BWA,2007,40573.1,Derived using data on consumption from UN and the spliced GDP,64870.4,.6254486
BWA,2008,50565.5,Derived using data on consumption from UN and the spliced GDP,73257.8,.6902405
BWA,2009,58005.2,Derived using data on consumption from UN and the spliced GDP,72399,.8011879
BWA,2010,63144.3,Derived using data on consumption from UN and the spliced GDP,85852.9,.7354941
BWA,2011,71145.5,Derived using data on consumption from UN and the spliced GDP,103330.1,.6885264
BWA,2012,82704.3,Derived using data on consumption from UN and the spliced GDP,106260.3,.7783179
BWA,2013,93054.9,Derived using data on consumption from UN and the spliced GDP,119867,.7763179
BWA,2014,99373.9,Derived using data on consumption from UN and the spliced GDP,138860.8,.7156368
BWA,2015,106404,Derived using data on consumption from UN and the spliced GDP,137052.8,.7763723
BWA,2016,113735.2,Derived using data on consumption from UN and the spliced GDP,164418.2,.6917434
BWA,2017,118186.1,Derived using data on consumption from UN and the spliced GDP,166647,.7092003
BWA,2018,126065,Derived using data on consumption from UN and the spliced GDP,173725,.7256584
BWA,2019,136536.1,Derived using data on consumption from UN and the spliced GDP,179580,.7603079
BWA,2020,145143.6,Derived using data on consumption from UN and the spliced GDP,171042,.8485844
BWA,2021,155574.2,Derived using data on consumption from UN and the spliced GDP,207896.6,.7483249
BWA,2022,172094.4,Derived using data on consumption from UN and the spliced GDP,251358.4,.6846574
BWA,2023,189533.7,Derived using data on consumption from UN and the spliced GDP,263712.3,.7187142
BWA,2024,202672.5,Derived using data on consumption from WDI and the spliced GDP,263148.5,.7701829
CAF,1960,36628.59,Derived using data on consumption from WDI and the spliced GDP,20956.37,1.74785
CAF,1961,38817.56,Derived using data on consumption from WDI and the spliced GDP,23013.9,1.6867
CAF,1962,39985,Derived using data on consumption from WDI and the spliced GDP,23242.52,1.720338
CAF,1963,42319.89,Derived using data on consumption from WDI and the spliced GDP,24156.97,1.751871
CAF,1964,45822.23,Derived using data on consumption from WDI and the spliced GDP,28999.58,1.5801
CAF,1965,48011.18,Derived using data on consumption from WDI and the spliced GDP,34812.95,1.379118
CAF,1966,52680.96,Derived using data on consumption from WDI and the spliced GDP,39797.77,1.323716
CAF,1967,58080.37,Derived using data on consumption from WDI and the spliced GDP,47180.64,1.231021
CAF,1968,61728.65,Derived using data on consumption from WDI and the spliced GDP,54776.13,1.126926
CAF,1969,66982.16,Derived using data on consumption from WDI and the spliced GDP,65982.09,1.015157
CAF,1970,69900.75,Derived using data on consumption from UN and the spliced GDP,76277.41,.9164017
