ISO3,countryname,year,strate,ADB,AMECO,BORDO,ECLAC,HFS,Homer_Sylla,IHD,IMF_IFS,JST,MW,NBS,OECD_EO,OECD_KEI,OECD_MEI_ARC,CS2,CS1,CS3,chainlinking_ratio,source,source_change,source_change_count
AGO,Angola,2004,52.17667,,,,,,,,52.176667,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2005,31.62667,,,,,,,,31.626667,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2006,7.86,,,,,,,,7.86,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2007,,,,,,,,,,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2008,,,,,,,,,,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2009,,,,,,,,,,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2010,10.82,,,,,,,,10.82,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2011,6.925806,,,,,,,,6.9258056,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2012,3.447222,,,,,,,,3.4472222,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2013,3.064618,,,,,,,,3.0646181,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2014,4.279305,,,,,,,,4.2793056,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2015,7.203819,,,,,,,,7.2038194,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2016,15.09191,,,,,,,,15.091907,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2017,16.34792,,,,,,,,16.347917,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2018,13.13146,,,,,,,,13.131458,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2019,13.08438,,,,,,,,13.084375,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2020,16.49704,,,,,,,,16.497037,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2021,19.36511,,,,,,,,19.365111,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2022,10.345,,,,,,,,10.345,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2023,10.52278,,,,,,,,10.522778,,,,,,,,,,1,IMF_IFS,,
AGO,Angola,2024,17.5,,,,,,,,17.5,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1994,13.97667,,,,,,,,13.976667,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1995,13.47,,,,,,,,13.47,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1996,17.805,,,,,,,,17.805,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1997,32.59417,,,,,,,,32.594167,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1998,27.49083,,,,,,,,27.490833,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,1999,17.53667,,,,,,,,17.536667,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2000,10.80414,,,,,,,,10.804144,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2001,7.721257,,,,,,,,7.7212573,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2002,9.487044,,,,,,,,9.4870445,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2003,8.809724,,,,,,,,8.8097237,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2004,6.793702,,,,,,,,6.7937019,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2005,5.521743,,,,,,,,5.5217428,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2006,5.489127,,,,,,,,5.4891271,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2007,5.932372,,,,,,,,5.9323714,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2008,6.241735,,,,,,,,6.2417351,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2009,6.273287,,,,,,,,6.2732869,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2010,5.826085,,,,,,,,5.8260851,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2011,5.46205,,,,,,,,5.4620503,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2012,5.151644,,,,,,,,5.1516436,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2013,4.207997,,,,,,,,4.2079975,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2014,3.115,,,,,,,,3.115,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2015,2.74,,,,,,,,2.74,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2016,1.0625,,,,,,,,1.0625,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2017,1.22,,,,,,,,1.22,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2018,1.31,,,,,,,,1.31,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2019,,,,,,,,,,,,,,,,,,,1,,,
ALB,Albania,2020,.9691667,,,,,,,,.96916667,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2021,1.048333,,,,,,,,1.0483333,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2022,1.806667,,,,,,,,1.8066667,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2023,2.963889,,,,,,,,2.9638889,,,,,,,,,,1,IMF_IFS,,
ALB,Albania,2024,3.075,,,,,,,,3.075,,,,,,,,,,1,IMF_IFS,,
ARG,Argentina,1925,6.5,,,,,,,6.5,,,,,,,,,,,1,IHD,,
ARG,Argentina,1926,6.5,,,,,,,6.5,,,,,,,,,,,1,IHD,,
ARG,Argentina,1927,6.5,,,,,,,6.5,,,,,,,,,,,1,IHD,,
ARG,Argentina,1928,6,,,,,,,6,,,,,,,,,,,1,IHD,,
ARG,Argentina,1929,6.25,,,,,,,6.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1930,6.25,,,,,,,6.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1931,6.25,,,,,,,6.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1932,6.25,,,,,,,6.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1933,5.25,,,,,,,5.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1934,5.25,,,,,,,5.25,,,,,,,,,,,1,IHD,,
ARG,Argentina,1935,3.5,,,,,,,3.5,,,,,,,,,,,1,IHD,1,8
ARG,Argentina,1936,2.4,,,,,,2.4,3.5,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1937,2.25,,,,,,2.25,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1938,2.39,,,,,,2.39,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1939,2.5,,,,,,2.5,,,,,,,,,,,,1,Homer_Sylla,1,8
ARG,Argentina,1940,2.31,,,,,,2.43,,,,,,,,,2.31,,,1,CS2,,
ARG,Argentina,1941,2.1,,,,,,1.79,,,,,,,,,2.1,,,1,CS2,,
ARG,Argentina,1942,1.11,,,,,,.95,,,,,,,,,1.11,,,1,CS2,,
ARG,Argentina,1943,1.1,,,,,,.93,,,,,,,,,1.1,,,1,CS2,,
ARG,Argentina,1944,1.04,,,,,,.56,,,,,,,,,1.04,,,1,CS2,,
ARG,Argentina,1945,.99,,,,,,.64,,,,,,,,,.99,,,1,CS2,1,8
ARG,Argentina,1946,1.08,,,,,,1.08,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1947,1.42,,,,,,1.42,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1948,1.48,,,,,,1.48,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1949,1.5,,,,,,1.5,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1950,1.53,,,,,,1.53,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1951,1.5,,,,,,1.5,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1952,1.49,,,,,,1.49,,,,,,,,,,,,1,Homer_Sylla,,
ARG,Argentina,1953,1.5,,,,,,1.5,,,,,,,,,,,,1,Homer_Sylla,1,8
ARG,Argentina,1954,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1955,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1956,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1957,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1958,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1959,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1960,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1961,,,,,,,,,,,,,,,,,,,1,CS2,,
ARG,Argentina,1962,21.44,,,,,,,,,,,,,,,21.44,,,1,CS2,,
ARG,Argentina,1963,21.12,,,,,,,,,,,,,,,21.12,,,1,CS2,,
ARG,Argentina,1964,20.02,,,,,,,,,,,,,,,20.02,,,1,CS2,,
ARG,Argentina,1965,22.82,,,,,,,,,,,,,,,22.82,,,1,CS2,,
ARG,Argentina,1966,24.52,,,,,,,,,,,,,,,24.52,,,1,CS2,,
ARG,Argentina,1967,21.42,,,,,,,,,,,,,,,21.42,,,1,CS2,,
ARG,Argentina,1968,16.78,,,,,,,,,,,,,,,16.78,,,1,CS2,,
ARG,Argentina,1969,20.82,,,,,,,,,,,,,,,20.82,,,1,CS2,,
ARG,Argentina,1970,19.02,,,,,,,,,,,,,,,19.02,,,1,CS2,,
ARG,Argentina,1971,22.02,,,,,,,,,,,,,,,22.02,,,1,CS2,,
ARG,Argentina,1972,25.32,,,,,,,,,,,,,,,25.32,,,1,CS2,,
ARG,Argentina,1973,21.12,,,,,,,,,,,,,,,21.12,,,1,CS2,,
ARG,Argentina,1974,22.68,,,,,,,,,,,,,,,22.68,,,1,CS2,,
ARG,Argentina,1975,68.76,,,,,,,,,,,,,,,68.76,,,1,CS2,,
ARG,Argentina,1976,77.04,,,,,,,,,,,,,,,77.04,,,1,CS2,,
ARG,Argentina,1977,126.6,,,,,,,,,,,,,,,126.6,,,1,CS2,,
ARG,Argentina,1978,84,,,,,,,,,,,,,,,84,,,1,CS2,,
ARG,Argentina,1979,71.04,,,,,,,,,,,,,,,71.04,,,1,CS2,,
ARG,Argentina,1980,65.16,,,86.884755,,,,,,,,,,,,65.16,,,1,CS2,,
ARG,Argentina,1981,83.28,,,185.24674,,,,,,,,,,,,83.28,,,1,CS2,1,8
ARG,Argentina,1982,201.9665,,,201.96646,,,,,,,,,,,,,,,1,BORDO,,
ARG,Argentina,1983,738.9655,,,738.96544,,,,,,,,,,,,,,,1,BORDO,1,8
ARG,Argentina,1984,330.24,,,1182.3029,,,,,,,,,,,,330.24,,,1,CS2,,
ARG,Argentina,1985,60.84,,,1161.1634,,,,,,,,,,,,60.84,,,1,CS2,,
ARG,Argentina,1986,96.72,,,134.77038,,,,,,,,,,,,96.72,,,1,CS2,,
ARG,Argentina,1987,149.28,,,252.77245,,,,,,,,,,,,149.28,,,1,CS2,,
ARG,Argentina,1988,146.04,,,523.68767,,,,,,,,,,,,146.04,,,1,CS2,,
ARG,Argentina,1989,479.76,,,1387178.7,,,,,,,,,,,,479.76,,,1,CS2,,
ARG,Argentina,1990,80.31765,,,9695421.9,,,,,,,,,,,,80.317652,,,1,CS2,1,8
ARG,Argentina,1991,52,,,71.334167,52,,,,,,,,,,,13.659,,,1,ECLAC,,
ARG,Argentina,1992,12,,,15.1075,12,,,,,,,,,,,18.445485,,,1,ECLAC,,
ARG,Argentina,1993,10.9,,,6.3075,10.9,,,,,,,,,,,8.668441,,,1,ECLAC,,
ARG,Argentina,1994,8.1,,,7.655,8.1,,,,,,,,,,,9.55,,,1,ECLAC,,
ARG,Argentina,1995,12,,,9.4625,12,,,,,,,,,,,9.16,,,1,ECLAC,,
ARG,Argentina,1996,7.5,,,6.2283333,7.5,,,,,,,,,,,7.5966889,,,1,ECLAC,,
ARG,Argentina,1997,7,,,6.6333332,7,,,,,,,,,,,8.2835361,,,1,ECLAC,,
ARG,Argentina,1998,7.6,,,,7.6,,,,,,,,,,,8.0527149,,,1,ECLAC,,
ARG,Argentina,1999,8.3,,,,8.3,,,,,,,,,,,10.280935,,,1,ECLAC,,
ARG,Argentina,2000,8.5,,,,8.5,,,,,,,,,,,12.258719,,,1,ECLAC,,
ARG,Argentina,2001,16.3,,,,16.3,,,,,,,,,,,7.4225329,,,1,ECLAC,,
ARG,Argentina,2002,39.3,,,,39.3,,,,,,,,,,,20.715447,,,1,ECLAC,,
ARG,Argentina,2003,10.5,,,,10.5,,,,,,,,,,,3.4668241,,,1,ECLAC,,
ARG,Argentina,2004,2.7,,,,2.7,,,,,,,,,,,3.01,,,1,ECLAC,,
ARG,Argentina,2005,3.9,,,,3.9,,,,,,,,,,,5.0486418,,,1,ECLAC,,
ARG,Argentina,2006,6.5,,,,6.5,,,,,,,,,,,6.4796929,,,1,ECLAC,,
ARG,Argentina,2007,7.9,,,,7.9,,,,,,,,,,,9.6152165,,,1,ECLAC,,
ARG,Argentina,2008,11.1,,,,11.1,,,,,,,,,,,16.108053,,,1,ECLAC,,
ARG,Argentina,2009,11.8,,,,11.8,,,,,,,,,,,9.5328908,,,1,ECLAC,,
ARG,Argentina,2010,9.4,,,,9.4,,,,,,,,,,,9.6266291,,,1,ECLAC,,
ARG,Argentina,2011,10.8,,,,10.8,,,,,,,,,,,14.712589,,,1,ECLAC,,
ARG,Argentina,2012,12.1,,,,12.1,,,,,,,,,,,13.831014,,,1,ECLAC,,
ARG,Argentina,2013,14.8,,,,14.8,,,,,,,,,,,17.804899,,,1,ECLAC,,
ARG,Argentina,2014,20.8,,,,20.8,,,,,,,,,,,20.058528,,,1,ECLAC,,
ARG,Argentina,2015,21.7,,,,21.7,,,,,,,,,,,26.583816,,,1,ECLAC,,
ARG,Argentina,2016,24.4,,,,24.4,,,,,,,,,,,18.946697,,,1,ECLAC,,
ARG,Argentina,2017,19.1,,,,19.1,,,,,,,,,,,21.545743,,,1,ECLAC,,
ARG,Argentina,2018,32.4,,,,32.4,,,,,,,,,,,46.381969,,,1,ECLAC,,
ARG,Argentina,2019,47.7,,,,47.7,,,,,,,,,,,40.923566,,,1,ECLAC,,
ARG,Argentina,2020,29.8,,,,29.8,,,,,,,,,,,33.384335,,,1,ECLAC,,
ARG,Argentina,2021,33.6,,,,33.6,,,,,,,,,,,33.511867,,,1,ECLAC,,
ARG,Argentina,2022,52.8,,,,52.8,,,,,,,,,,,68.828245,,,1,ECLAC,,
ARG,Argentina,2023,119.6034,,,,,,,,,,,,,,,119.60342,,,1,CS2,1,8
ARM,Armenia,2001,20.59142,20.591421,,,,,,,20.591421,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2002,14.74965,14.749647,,,,,,,14.749647,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2003,11.9118,11.911798,,,,,,,11.911798,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2004,5.270594,5.2705939,,,,,,,5.2705939,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2005,4.050469,4.0504694,,,,,,,4.0504694,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2006,4.86518,4.8651799,,,,,,,4.8651799,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2007,6.088809,6.0888083,,,,,,,6.0888083,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2008,7.68778,7.68778,,,,,,,7.68778,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2009,9.41961,9.4196096,,,,,,,9.4196096,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2010,10.58583,10.585827,,,,,,,10.585827,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2011,9.5265,9.5265,,,,,,,9.5265,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2012,9.795837,9.7958375,,,,,,,9.7958375,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2013,9.297246,9.2972458,,,,,,,9.2972458,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2014,7.801641,7.8016403,,,,,,,7.8016403,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2015,12.89579,12.895788,,,,,,,12.895788,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2016,9.831202,9.8312017,,,,,,,9.8312017,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2017,6.728108,6.7281083,,,,,,,6.7281083,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2018,6.218392,6.2183917,,,,,,,6.2183917,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2019,6.036942,6.0369417,,,,,,,6.0369417,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2020,5.822113,5.8221128,,,,,,,5.8221128,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2021,7.798843,7.7988429,,,,,,,7.7988429,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2022,10.58795,10.58795,,,,,,,10.58795,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2023,11.13265,11.13265,,,,,,,11.13265,,,,,,,,,,1,IMF_IFS,,
ARM,Armenia,2024,9.418867,,,,,,,,9.4188667,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1980,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1981,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1982,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1983,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1984,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1985,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1986,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1987,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1988,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1989,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1990,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1991,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1992,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1993,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1994,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1995,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1996,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1997,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1998,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,1999,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2000,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2001,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2002,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2003,7,,,,,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2004,7,,,,3.9,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2005,7,,,,3.7,,,,7,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2006,6.52,,,,3.8,,,,6.52,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2007,6.333333,,,,3.4,,,,6.3333333,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2008,6.015,,,,3.3,,,,6.015,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2009,6.375,,,,3.3,,,,6.375,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2010,6.25,,,,3.2,,,,6.25,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2011,6.5,,,,3.1,,,,6.5,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2012,6.125,,,,3.1,,,,6.125,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2013,6,,,,3,,,,6,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2014,6,,,,2.8,,,,6,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2015,4.995,,,,2.4,,,,4.995,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2016,4.611667,,,,1.8,,,,4.6116667,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2017,2.665,,,,1.6,,,,2.665,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2018,1.98,,,,1.5,,,,1.98,,,,,,,,,,1,IMF_IFS,,
ATG,Antigua and Barbuda,2019,1.5,,,,1.5,,,,,,,,,,,,,,1,ECLAC,1,1
AUS,Australia,1870,4.88,,,,,,,,,4.88,,,,,,,,,1,JST,,
AUS,Australia,1871,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1872,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1873,4.4,,,,,,,,,4.4,,,,,,,,,1,JST,,
AUS,Australia,1874,4.5,,,,,,,,,4.5,,,,,,,,,1,JST,,
AUS,Australia,1875,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1876,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1877,4.5,,,,,,,,,4.5,,,,,,,,,1,JST,,
AUS,Australia,1878,4.8,,,,,,,,,4.8,,,,,,,,,1,JST,,
AUS,Australia,1879,4.9,,,,,,,,,4.9,,,,,,,,,1,JST,,
AUS,Australia,1880,4.7,,,,,,,,,4.7,,,,,,,,,1,JST,,
AUS,Australia,1881,4.7,,,,,,,,,4.7,,,,,,,,,1,JST,,
AUS,Australia,1882,4.5,,,,,,,,,4.5,,,,,,,,,1,JST,,
AUS,Australia,1883,4.7,,,,,,,,,4.7,,,,,,,,,1,JST,,
AUS,Australia,1884,4.9,,,,,,,,,4.9,,,,,,,,,1,JST,,
AUS,Australia,1885,4.8,,,,,,,,,4.8,,,,,,,,,1,JST,,
AUS,Australia,1886,4.7,,,,,,,,,4.7,,,,,,,,,1,JST,,
AUS,Australia,1887,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1888,4.6,,,,,,,,,4.6,,,,,,,,,1,JST,,
AUS,Australia,1889,4.5,,,,,,,,,4.5,,,,,,,,,1,JST,,
AUS,Australia,1890,4.3,,,,,,,,,4.3,,,,,,,,,1,JST,,
AUS,Australia,1891,4.3,,,,,,,,,4.3,,,,,,,,,1,JST,,
AUS,Australia,1892,4.3,,,,,,,,,4.3,,,,,,,,,1,JST,,
AUS,Australia,1893,4.2,,,,,,,,,4.2,,,,,,,,,1,JST,,
AUS,Australia,1894,3.9,,,,,,,,,3.9,,,,,,,,,1,JST,,
AUS,Australia,1895,3.6,,,,,,,,,3.6,,,,,,,,,1,JST,,
AUS,Australia,1896,3.3,,,,,,,,,3.3,,,,,,,,,1,JST,,
AUS,Australia,1897,3.1,,,,,,,,,3.1,,,,,,,,,1,JST,,
AUS,Australia,1898,3,,,,,,,,,3,,,,,,,,,1,JST,,
AUS,Australia,1899,3.1,,,,,,,,,3.1,,,,,,,,,1,JST,,
AUS,Australia,1900,3.1,,,,,,,,,3.1,,,,,,,,,1,JST,,
AUS,Australia,1901,2.88,,,,,,,,,2.88,,,,,,,,,1,JST,,
AUS,Australia,1902,2.88,,,,,,,,,2.88,,,,,,,,,1,JST,,
AUS,Australia,1903,3.13,,,,,,,,,3.13,,,,,,,,,1,JST,,
AUS,Australia,1904,3.25,,,,,,,,,3.25,,,,,,,,,1,JST,,
AUS,Australia,1905,3.25,,,,,,,,,3.25,,,,,,,,,1,JST,,
AUS,Australia,1906,3.25,,,,,,,,,3.25,,,,,,,,,1,JST,,
AUS,Australia,1907,3.19,,,,,,,,,3.19,,,,,,,,,1,JST,,
AUS,Australia,1908,3.19,,,,,,,,,3.19,,,,,,,,,1,JST,,
AUS,Australia,1909,3.13,,,,,,,,,3.13,,,,,,,,,1,JST,,
AUS,Australia,1910,3.13,,,,,,,,,3.13,,,,,,,,,1,JST,,
AUS,Australia,1911,3.25,,,,,,,,,3.25,,,,,,,,,1,JST,,
AUS,Australia,1912,3.38,,,,,,,,,3.38,,,,,,,,,1,JST,,
AUS,Australia,1913,3.3,,,,,,,,,3.3,,,,,,,,,1,JST,,
AUS,Australia,1914,3.3,,,,,,,,,3.3,,,,,,,,,1,JST,,
AUS,Australia,1915,3.39286,,,,,,,,,3.39286,,,,,,,,,1,JST,,
AUS,Australia,1916,3.5,,,,,,,,,3.5,,,,,,,,,1,JST,,
AUS,Australia,1917,3.607143,,,,,,,,,3.6071429,,,,,,,,,1,JST,,
AUS,Australia,1918,3.642857,,,,,,,,,3.6428571,,,,,,,,,1,JST,,
AUS,Australia,1919,3.642857,,,,,,,,,3.6428571,,,,,,,,,1,JST,,
AUS,Australia,1920,3.785714,,,,,,,,,3.7857143,,,,,,,,,1,JST,,
AUS,Australia,1921,3.875,,,,,,,,,3.875,,,,,,,,,1,JST,,
AUS,Australia,1922,3.916667,,,,,,,,,3.9166667,,,,,,,,,1,JST,,
AUS,Australia,1923,3.958333,,,,,,,,,3.9583333,,,,,,,,,1,JST,,
AUS,Australia,1924,4,,,,,,,,,4,,,,,,,,,1,JST,,
AUS,Australia,1925,4.041667,,,,,,,6.5,,4.0416667,,,,,,,,,1,JST,,
AUS,Australia,1926,4.041667,,,,,,,6.5,,4.0416667,,,,,,,,,1,JST,,
AUS,Australia,1927,4.041667,,,,,,,6.5,,4.0416667,,,,,,,,,1,JST,,
AUS,Australia,1928,4.041667,,,,,,,6.5,,4.0416667,,,,,,,,,1,JST,,
AUS,Australia,1929,4.5,,,,,,,6.5,,4.5,,,,,,,,,1,JST,,
AUS,Australia,1930,5.22,,,,,,,6.5,,5.22,,,,,,,,,1,JST,,
AUS,Australia,1931,5.88,,,,,,,5.5,,5.88,,,,,,,,,1,JST,,
AUS,Australia,1932,4.17,,,,,,,5,,4.17,,,,,,,,,1,JST,,
AUS,Australia,1933,3.35,,,,,,,4.75,,3.35,,,,,,,,,1,JST,,
AUS,Australia,1934,2.44,,,,,,,4.25,,2.44,,,,,,,,,1,JST,,
AUS,Australia,1935,1.95,,,,,,,4.25,,1.95,,,,,,,,,1,JST,,
AUS,Australia,1936,1.75,,,,,,,4.25,,1.75,,,,,,,,,1,JST,,
AUS,Australia,1937,1.75,,,,,,3.44,,,1.75,,,,,,,,,1,JST,,
AUS,Australia,1938,1.75,,,,,,3.38,,,1.75,,,,,,,,,1,JST,,
AUS,Australia,1939,1.75,,,,,,3.84,,,1.75,,,,,,,,,1,JST,,
AUS,Australia,1940,1.58,,,,,,,,,1.58,,,,,,,,,1,JST,,
AUS,Australia,1941,1.5,,,,,,2.38,,,1.5,,,,,,,,,1,JST,,
AUS,Australia,1942,1.5,,,,,,2.45,,,1.5,,,,,,,,,1,JST,,
AUS,Australia,1943,1.46,,,,,,2.48,,,1.46,,,,,,,,,1,JST,,
AUS,Australia,1944,1.25,,,,,,2.45,,,1.25,,,,,,,,,1,JST,1,7
AUS,Australia,1945,2.48,,,,,,2.48,,,,,,,,,,,,1,Homer_Sylla,,
