ISO3,countryname,year,strate,ADB,AMECO,BORDO,ECLAC,HFS,Homer_Sylla,IHD,IMF_IFS,JST,MW,NBS,OECD_EO,OECD_KEI,OECD_MEI_ARC,CS2,CS1,CS3,chainlinking_ratio,source,source_change,source_change_count
BRB,Barbados,2008,4.1975,,,,4.5,,,,4.1975,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2009,3.759167,,,,2.9,,,,3.7591667,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2010,3.301667,,,,2.7,,,,3.3016667,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2011,3.406667,,,,2.7,,,,3.4066667,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2012,3.5,,,,2.5,,,,3.5,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2013,3.3975,,,,2.5,,,,3.3975,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2014,3.200833,,,,2.5,,,,3.2008333,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2015,2.821667,,,,1.3,,,,2.8216667,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2016,3.305833,,,,.3,,,,3.3058333,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2017,3.303333,,,,.2,,,,3.3033333,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2018,3.134167,,,,.2,,,,3.1341667,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2019,.5,,,,.2,,,,.5,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2020,.5,,,,.2,,,,.5,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2021,.5,,,,.2,,,,.5,,,,,,,,,,1,IMF_IFS,,
BRB,Barbados,2022,.5,,,,.1,,,,.5,,,,,,,,,,1,IMF_IFS,,
BTN,Bhutan,2000,7.3,7.3,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2001,6.9,6.9,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2002,4.7,4.7,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2003,3.5,3.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2004,3.5,3.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2005,3.5,3.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2006,3.5,3.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2007,3.5,3.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2008,6,6,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2009,6,6,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2010,2,2,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2011,2,2,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2012,4.1,4.1,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2013,3,3,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2014,2.28,2.28,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2015,.1,.1,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2016,5.5,5.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2017,.7,.7,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2018,2.5,2.5,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2019,4.3,4.3,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2020,2.8,2.8,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2021,.4,.4,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2022,.3,.3,,,,,,,,,,,,,,,,,1,ADB,,
BTN,Bhutan,2023,.04,.04,,,,,,,,,,,,,,,,,1,ADB,,
CAN,Canada,1934,2.5,,,,,,,,,2.5,,,,,,,2.5,,1,CS1,,
CAN,Canada,1935,1.5,,,,,,,,,1.5,,,,,,1.3166667,1.5,,1,CS1,,
CAN,Canada,1936,.85,,,1.51,,,,,,.85,,,,,,.73,.85,,1,CS1,,
CAN,Canada,1937,.72,,,.85,,,,,,.72,,,,,,.74666667,.72,,1,CS1,,
CAN,Canada,1938,.59,,,.7191,,,,,,.59,,,,,,.71333333,.59,,1,CS1,,
CAN,Canada,1939,.71,,,.5983,,,,,,.71,,,,,,.85333333,.71,,1,CS1,,
CAN,Canada,1940,.7,,,.7033,,,,,,.7,,,,,,.64333333,.7,,1,CS1,,
CAN,Canada,1941,.58,,,.705,,,,,,.58,,,,,,.54333333,.58,,1,CS1,,
CAN,Canada,1942,.54,,,.578,,,,,,.54,,,,,,.52333333,.54,,1,CS1,,
CAN,Canada,1943,.48,,,.5375,,,,,,.48,,,,,,.41666667,.48,,1,CS1,,
CAN,Canada,1944,.39,,,.4775,,,,,,.39,,,,,,.37666667,.39,,1,CS1,,
CAN,Canada,1945,.37,,,.385,,,,,,.37,,,,,,.36,.37,,1,CS1,,
CAN,Canada,1946,.39,,,.3642,,,,,,.39,,,,,,.4,.39,,1,CS1,,
CAN,Canada,1947,.41,,,.3875,,,,,,.41,,,,,,.41,.41,,1,CS1,,
CAN,Canada,1948,.41,,,.4075,,,,,,.41,,,,,,.41,.41,,1,CS1,,
CAN,Canada,1949,.49,,,.41,,,,,,.485,,,,,,.51,.49,,1,CS1,1,2
CAN,Canada,1950,.5483333,,,.485,,,,,.54833333,.54833333,,,,,,.62333333,.55,,1,IMF_IFS,,
CAN,Canada,1951,.79,,,.5483,,,,,.79,.79,,,,,,.91333333,.79,,1,IMF_IFS,,
CAN,Canada,1952,1.066667,,,.79,,,,,1.0666667,1.0666667,,,,,,1.2333333,1.06,,1,IMF_IFS,,
CAN,Canada,1953,1.709167,,,1.0667,,,,,1.7091667,1.7091667,,,,,,1.8966667,1.71,,1,IMF_IFS,,
CAN,Canada,1954,1.425833,,,1.71,,,,,1.4258333,1.4258333,,,,,,1.1633333,1.43,,1,IMF_IFS,,
CAN,Canada,1955,1.615833,,,1.42,,,,,1.6158333,1.6158333,,,,,2.56,2.4466667,1.62,,1,IMF_IFS,,
CAN,Canada,1956,2.925,,,1.6158,,,,,2.925,2.925,,,,3.734167,3.67,3.51,2.92,,1,IMF_IFS,,
CAN,Canada,1957,3.76,,,2.925,,,,,3.76,3.76,,,,5.255833,3.62,3.6666667,3.76,,1,IMF_IFS,,
CAN,Canada,1958,2.254167,,,3.76,,,,,2.2541667,2.2541667,,,,3.158333,3.49,3.0666667,2.25,,1,IMF_IFS,,
CAN,Canada,1959,4.81,,,2.2542,,,,,4.81,4.81,,,,5.1825,5.12,5,4.81,,1,IMF_IFS,,
CAN,Canada,1960,3.201667,,,4.81,,,,,3.2016667,3.2016667,,,3.9966667,3.996667,3.25,3.41,3.2,,1,IMF_IFS,,
CAN,Canada,1961,2.811667,,,3.2017,,,,,2.8116667,2.8116667,,,3.3675,3.3675,2.99,2.6633333,2.81,,1,IMF_IFS,,
CAN,Canada,1962,4.0525,,,2.8117,,,,,4.0525,4.0525,,,4.3162083,4.316208,3.91,3.9266667,4.05,,1,IMF_IFS,,
CAN,Canada,1963,3.561667,,,4.0525,,,,,3.5616667,3.5616667,,,4.0107083,4.010708,3.78,3.6666667,3.56,,1,IMF_IFS,,
CAN,Canada,1964,3.749167,,,3.5617,,,,,3.7491667,3.7491667,,,4.209375,4.209375,3.82,3.7966667,3.75,,1,IMF_IFS,,
CAN,Canada,1965,3.984167,,,3.7492,,,,,3.9841667,3.9841667,,,4.9502917,4.950292,4.54,4.2833333,3.98,,1,IMF_IFS,,
CAN,Canada,1966,4.995,,,3.9842,,,,,4.995,4.995,,,6.2562917,6.256292,5.12,5.1,4.99,,1,IMF_IFS,,
CAN,Canada,1967,4.640833,,,4.995,,,,,4.6408333,4.6408333,,,5.8471667,5.847167,5.95,5.4533333,4.64,,1,IMF_IFS,,
CAN,Canada,1968,6.2675,,,4.6408,,,,,6.2675,6.2675,,,6.8184583,6.818459,6.24,5.8233333,6.27,,1,IMF_IFS,,
CAN,Canada,1969,7.1925,,,6.2672,,,,,7.1925,7.1925,,,7.7949167,7.794917,6.68,7.7233333,7.19,,1,IMF_IFS,,
CAN,Canada,1970,5.990833,,,7.1925,,,,,5.9908333,5.9908333,,,7.453875,7.453875,6.48,4.6166667,5.99,,1,IMF_IFS,,
CAN,Canada,1971,3.5625,,,5.9908,,,,,3.5625,3.5625,,,4.5692917,4.569292,3.21,3.3066667,3.56,,1,IMF_IFS,,
CAN,Canada,1972,3.560833,,,3.5625,,,,,3.5608333,3.5608333,,,5.0980417,5.098042,5.5,3.6333333,3.56,,1,IMF_IFS,,
CAN,Canada,1973,5.47,,,3.5608,,,,,5.47,5.47,,,7.3013333,7.301333,5.6,6.4366667,5.47,,1,IMF_IFS,,
CAN,Canada,1974,7.824167,,,5.47,,,,,7.8241667,7.8241667,,,10.554375,10.55437,7.8,7.64,7.82,,1,IMF_IFS,,
CAN,Canada,1975,7.395,,,7.8242,,,,,7.395,7.395,,,8.02375,8.02375,7.4,8.44,7.39,,1,IMF_IFS,,
CAN,Canada,1976,8.8675,,,7.395,,,,,8.8675,8.8675,,,9.2765417,9.276542,8.9,8.58,8.87,,1,IMF_IFS,,
CAN,Canada,1977,7.331666,,,8.87,,,,,7.3316667,7.3316667,,,7.4929167,7.492917,7.3,7.2233333,7.33,,1,IMF_IFS,,
CAN,Canada,1978,8.675834,,,7.33,,,,,8.6758333,8.6758333,,,8.71375,8.71375,8.7,10.223333,,,1,IMF_IFS,,
CAN,Canada,1979,11.6875,,,8.67,,,,,11.6875,11.6875,,,11.961333,11.96133,11.7,13.63,,,1,IMF_IFS,,
CAN,Canada,1980,12.79333,,,11.68,,,,,12.793333,12.793333,,,13.128958,13.12896,12.8,14.206667,,,1,IMF_IFS,,
CAN,Canada,1981,17.72,,,12.8,,,,,17.72,17.72,,,18.375625,18.37563,17.7,15.813333,,,1,IMF_IFS,,
CAN,Canada,1982,13.6575,,,17.72,,,,,13.6575,13.6575,,,14.375208,14.37521,13.8,10.576667,,,1,IMF_IFS,,
CAN,Canada,1983,9.31,,,13.64,,,,,9.31,9.31,,,9.4658333,9.465834,9.3,9.4766667,,,1,IMF_IFS,,
CAN,Canada,1984,11.05917,,,9.3,,,,,11.059167,11.059167,,,11.222083,11.22208,11.1,10.586667,,,1,IMF_IFS,,
CAN,Canada,1985,9.43,,,11.06,,,,,9.43,9.43,,,9.5960417,9.596042,,8.8733333,,,1,IMF_IFS,,
CAN,Canada,1986,8.970834,,,9.43,,,,,8.9708333,8.9708333,,,9.1879167,9.187917,,8.26,,,1,IMF_IFS,,
CAN,Canada,1987,8.145833,,,8.97,,,,,8.1458333,8.1458333,,,8.4095833,8.409583,,8.1866667,,,1,IMF_IFS,,
CAN,Canada,1988,9.4825,,,8.15,,,,,9.4825,9.4825,,,9.61,9.61,,10.663333,,,1,IMF_IFS,,
CAN,Canada,1989,12.05417,,,9.48,,,,,12.054167,12.054167,,,12.17675,12.17675,,12.2,,,1,IMF_IFS,,
CAN,Canada,1990,12.80833,,,12.5,,,,,12.808333,12.808333,,,13.021292,13.02129,,11.946667,,,1,IMF_IFS,,
CAN,Canada,1991,8.726666,,,8.7266674,,,,,8.7266667,8.7266667,,,9.1102083,9.110209,,7.5393333,,,1,IMF_IFS,,
CAN,Canada,1992,6.585,,,6.585,,,,,6.585,6.585,,,6.6770833,6.677083,,7.244,,,1,IMF_IFS,,
CAN,Canada,1993,4.843333,,,4.8433328,,,,,4.8433333,4.8433333,,,5.1029583,5.102958,,4.1096667,,,1,IMF_IFS,,
CAN,Canada,1994,5.538333,,,5.5383329,,,,,5.5383333,5.5383333,,,5.4877083,5.487709,,6.1146667,,,1,IMF_IFS,,
CAN,Canada,1995,6.8925,,,6.8924999,,,,,6.8925,6.8925,,,7.1307992,7.130799,,5.762,,,1,IMF_IFS,,
CAN,Canada,1996,4.206666,,,4.2066669,,,,,4.2066667,4.2066667,,,4.4490637,4.449064,,2.894,,,1,IMF_IFS,,
CAN,Canada,1997,3.258333,,,3.258333,,,,,3.2583333,3.2583333,,,3.5576446,3.557645,,3.8873333,,,1,IMF_IFS,,
CAN,Canada,1998,4.730834,,,,,,,,4.7308333,4.7308333,,,5.0684037,5.068404,,4.752,,,1,IMF_IFS,,
CAN,Canada,1999,4.71975,,,,,,,,4.71975,4.71975,,,4.9151082,4.915108,,4.865,,,1,IMF_IFS,,
CAN,Canada,2000,5.489833,,,,,,,,5.4898333,5.4898333,,,5.6984817,5.442333,,5.6373333,,,1,IMF_IFS,,
CAN,Canada,2001,3.768583,,,,,,,,3.7685833,3.7685833,,,4.003615,3.859167,,2.2476667,,,1,IMF_IFS,,
CAN,Canada,2002,2.58575,,,,,,,,2.58575,2.58575,,,2.6236883,2.514625,,2.736,,,1,IMF_IFS,,
CAN,Canada,2003,2.870083,,,,,,,,2.8700833,2.8700833,,,2.9644205,2.858417,,2.6516667,,,1,IMF_IFS,,
CAN,Canada,2004,2.219917,,,,,,,,2.2199167,2.2199167,,,2.3118831,2.219,,2.5386667,,,1,IMF_IFS,,
CAN,Canada,2005,2.726083,,,,,,,,2.7260833,2.7260833,,,2.8067715,2.695167,,3.2413333,,,1,IMF_IFS,,
CAN,Canada,2006,4.034167,,,,,,,,4.0341667,4.0341667,,,4.1771346,4.009459,,4.169,,,1,IMF_IFS,,
CAN,Canada,2007,4.151667,,,,,,,,4.1516667,4.1516667,,,4.6251156,4.142,,3.9166667,,,1,IMF_IFS,,
CAN,Canada,2008,2.39,,,,,,,,2.39,2.39,,,3.3406179,2.336875,,1.665,,,1,IMF_IFS,,
CAN,Canada,2009,.35,,,,,,,,.35,.35,,,.69382239,.3315417,,.22066667,,,1,IMF_IFS,,
CAN,Canada,2010,.5975,,,,,,,,.5975,.5975,,,.77585986,.5617917,,.965,,,1,IMF_IFS,,
CAN,Canada,2011,.9216667,,,,,,,,.92166667,.92166667,,,1.169322,.9116667,,.859,,,1,IMF_IFS,,
CAN,Canada,2012,.9725,,,,,,,,.9725,.9725,,,1.1598618,.9415833,,.98933333,,,1,IMF_IFS,,
CAN,Canada,2013,.9691667,,,,,,,,.96916667,.96916667,,,1.1644242,.9661667,,.914,,,1,IMF_IFS,,
CAN,Canada,2014,.9108334,,,,,,,,.91083333,.91083333,,,1.1729783,.9097083,,.895,,,1,IMF_IFS,,
CAN,Canada,2015,.5033333,,,,,,,,.50333333,.50333333,,,.82264699,.5274583,,.444,,,1,IMF_IFS,,
CAN,Canada,2016,.5,,,,,,,,.5,.5,,,.81637807,.4865417,,.49533333,,,1,IMF_IFS,,
CAN,Canada,2017,.5166667,,,,,,,,.51666667,.71,,,1.0613568,.6880834,,.939,,,1,IMF_IFS,,
CAN,Canada,2018,1.793759,,,,,,,,,1.4016667,,,1.7937593,1.373583,,1.704,,,1,OECD_EO,1,2
CAN,Canada,2019,1.890311,,,,,,,,,1.6558333,,,1.8903105,1.655625,,1.6616667,,,1,OECD_EO,,
CAN,Canada,2020,.6352521,,,,,,,,,.41916667,,,.63525214,.4514583,,.10333333,,,1,OECD_EO,,
CAN,Canada,2021,.2092651,,,,,,,,,,,,.20926507,.1130417,,.14966667,,,1,OECD_EO,,
CAN,Canada,2022,2.55652,,,,,,,,,,,,2.55652,2.177792,,4.2026667,,,1,OECD_EO,,
CAN,Canada,2023,5.021459,,,,,,,,,,,,5.0214587,4.740917,,5.08,,,1,OECD_EO,,
CAN,Canada,2024,4.486141,,,,,,,,,,,,4.486141,4.366375,,3.4213333,,,1,OECD_EO,,
CAN,Canada,2025,3.011273,,,,,,,,,,,,3.0112727,,,2.815,,,1,OECD_EO,,
CAN,Canada,2026,2.823773,,,,,,,,,,,,2.8237727,,,,,,1,OECD_EO,,
CHE,Switzerland,1837,4,,,,,,4,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1838,4.04,,,,,,4.04,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1839,4.39,,,,,,4.39,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1840,4.36,,,,,,4.36,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1841,3.92,,,,,,3.92,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1842,4.43,,,,,,4.43,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1843,4.21,,,,,,4.21,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1844,4.21,,,,,,4.21,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1845,3.98,,,,,,3.98,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1846,3.95,,,,,,3.95,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1847,4.57,,,,,,4.57,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1848,3.99,,,,,,3.99,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1849,3.46,,,,,,3.46,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1850,3.31,,,,,,3.31,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1851,3.27,,,,,,3.27,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1852,3.51,,,,,,3.51,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1853,3.89,,,,,,3.89,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1854,4.43,,,,,,4.43,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1855,4.51,,,,,,4.51,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1856,4.73,,,,,,4.73,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1857,5.43,,,,,,5.43,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1858,4.12,,,,,,4.12,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1859,3.95,,,,,,3.95,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1860,4.3,,,,,,4.3,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1861,5.36,,,,,,5.36,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1862,4.58,,,,,,4.58,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1863,5.04,,,,,,5.04,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1864,6.45,,,,,,6.45,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1865,4.62,,,,,,4.62,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1866,5.18,,,,,,5.18,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1867,3.74,,,,,,3.74,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1868,3.22,,,,,,3.22,,,,,,,,,,,,1,Homer_Sylla,,
CHE,Switzerland,1869,3.28,,,,,,3.28,,,,,,,,,,,,1,Homer_Sylla,1,4
CHE,Switzerland,1870,4.75,,,,,,4.38,,,4.75,,,,,,,,,1,JST,,
CHE,Switzerland,1871,3.82,,,,,,3.79,,,3.82,,,,,,,,,1,JST,,
CHE,Switzerland,1872,4.49,,,,,,4.53,,,4.49,,,,,,,,,1,JST,,
CHE,Switzerland,1873,5.4,,,,,,5.34,,,5.4,,,,,,,,,1,JST,,
CHE,Switzerland,1874,4.63,,,,,,4.55,,,4.63,,,,,,,,,1,JST,,
CHE,Switzerland,1875,4.18,,,,,,4.13,,,4.18,,,,,,,,,1,JST,,
CHE,Switzerland,1876,3.53,,,,,,3.5,,,3.53,,,,,,,,,1,JST,,
CHE,Switzerland,1877,3.65,,,,,,3.52,,,3.65,,,,,,,,,1,JST,,
CHE,Switzerland,1878,3.85,,,,,,3.71,,,3.85,,,,,,,,,1,JST,,
CHE,Switzerland,1879,3.35,,,,,,3.31,,,3.35,,,,,,,,,1,JST,,
CHE,Switzerland,1880,2.97,,,3.02,,,3.02,,,2.97,,,,,,,,,1,JST,,
CHE,Switzerland,1881,4.13,,,4.11,,,4.11,,,4.13,,,,,,,,,1,JST,,
CHE,Switzerland,1882,4.51,,,4.45,,,4.45,,,4.51,,,,,,,,,1,JST,,
CHE,Switzerland,1883,3.03,,,3.04,,,3.04,,,3.03,,,,,,,,,1,JST,,
CHE,Switzerland,1884,2.91,,,2.88,,,2.88,,,2.91,,,,,,,,,1,JST,,
CHE,Switzerland,1885,3.11,,,3.09,,,3.09,,,3.11,,,,,,,,,1,JST,,
CHE,Switzerland,1886,3.02,,,3.01,,,3.01,,,3.02,,,,,,,,,1,JST,,
CHE,Switzerland,1887,2.99,,,2.93,,,2.93,,,2.99,,,,,,,,,1,JST,,
CHE,Switzerland,1888,3.16,,,3.14,,,3.14,,,3.16,,,,,,,,,1,JST,,
CHE,Switzerland,1889,3.75,,,3.72,,,3.72,,,3.75,,,,,,,,,1,JST,,
CHE,Switzerland,1890,3.92,,,3.9,,,3.9,,,3.92,,,,,,,,,1,JST,,
CHE,Switzerland,1891,3.95,,,3.93,,,3.93,,,3.95,,,,,,,,,1,JST,,
CHE,Switzerland,1892,3.12,,,3.06,,,3.06,,,3.12,,,,,,,,,1,JST,,
CHE,Switzerland,1893,3.39,,,3.37,,,3.37,,,3.39,,,,,,,,,1,JST,,
CHE,Switzerland,1894,3.63,,,3.17,,,3.17,,,3.63,,,,,,,,,1,JST,,
CHE,Switzerland,1895,3.8,,,3.27,,,3.27,,,3.8,,,,,,,,,1,JST,,
CHE,Switzerland,1896,4.08,,,3.95,,,3.95,,,4.08,,,,,,,,,1,JST,,
CHE,Switzerland,1897,4.15,,,3.92,,,3.92,,,4.15,,,,,,,,,1,JST,,
CHE,Switzerland,1898,4.38,,,4.31,,,4.31,,,4.38,,,,,,,,,1,JST,,
CHE,Switzerland,1899,4.85,,,4.96,,,4.96,,,4.85,,,,,,,,,1,JST,,
CHE,Switzerland,1900,4.75,,,4.31,,,4.31,,,4.75,,,,,,,,,1,JST,,
CHE,Switzerland,1901,4.19,,,3.3,,,3.3,,,4.19,,,,,,,,,1,JST,,
CHE,Switzerland,1902,3.99,,,2.93,,,2.93,,,3.99,,,,,,,,,1,JST,,
CHE,Switzerland,1903,3.97,,,3.34,,,3.34,,,3.97,,,,,,,,,1,JST,,
CHE,Switzerland,1904,3.89,,,3.44,,,3.44,,,3.89,,,,,,,,,1,JST,,
CHE,Switzerland,1905,4.04,,,3.56,,,3.56,,,4.04,,,,,,,,,1,JST,,
CHE,Switzerland,1906,4.59,,,4.32,,,4.32,,,4.59,,,,,,,,,1,JST,1,4
CHE,Switzerland,1907,6,,,4.49,,,4.49,,,5.5,,,,,,,6,,1,CS1,,
CHE,Switzerland,1908,4,,,3.41,,,3.41,,,3.5,,,,,,,4,,1,CS1,,
CHE,Switzerland,1909,4.5,,,2.75,,,2.75,,,4,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1910,5,,,3.36,,,3.36,,,4.5,,,,,,,5,,1,CS1,,
CHE,Switzerland,1911,4.5,,,3.4,,,3.4,,,4,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1912,5.5,,,3.89,,,3.89,,,5,,,,,,,5.5,,1,CS1,,
CHE,Switzerland,1913,5,,,4.52,,,4.52,,,4.5,,,,,,,5,,1,CS1,,
CHE,Switzerland,1914,5.5,,,4.04,,,4.04,,,5,,,,,,,5.5,,1,CS1,,
CHE,Switzerland,1915,5,,,3.52,,,3.52,,,4.5,,,,,,,5,,1,CS1,,
CHE,Switzerland,1916,5,,,2.46,,,2.46,,,4.5,,,,,,,5,,1,CS1,,
CHE,Switzerland,1917,5,,,2.66,,,2.66,,,4.5,,,,,,,5,,1,CS1,,
CHE,Switzerland,1918,6,,,4.15,,,4.15,,,5.5,,,,,,,6,,1,CS1,,
CHE,Switzerland,1919,6,,,4.69,,,4.69,,,5,,,,,,,6,,1,CS1,,
CHE,Switzerland,1920,6,,,4.56,,,4.56,,,5,,,,,,,6,,1,CS1,,
CHE,Switzerland,1921,5,,,3.39,,,3.39,,,4,,,,,,,5,,1,CS1,,
CHE,Switzerland,1922,4,,,1.68,,,1.68,,,3,,,,,,,4,,1,CS1,,
CHE,Switzerland,1923,5,,,2.63,,,2.63,,,4,,,,,,,5,,1,CS1,,
CHE,Switzerland,1924,5,,,3.54,,,3.54,,,4,,,,,,,5,,1,CS1,,
CHE,Switzerland,1925,4.5,,,2.27,,,2.27,3.5,,3.5,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1926,4.5,,,2.52,,,2.52,3.5,,3.5,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1927,4.5,,,3.27,,,3.27,3.5,,3.5,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1928,4.5,,,3.81,,,3.81,3.5,,3.5,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1929,4.5,,,3.81,,,3.81,3.5,,3.5,,,,,,,4.5,,1,CS1,,
CHE,Switzerland,1930,3.5,,,2.01,,,2.01,2.5,,2.5,,,,,,,3.5,,1,CS1,,
CHE,Switzerland,1931,3,,,1.44,,,1.44,2,,2,,,,,,,3,,1,CS1,,
CHE,Switzerland,1932,3,,,1.52,,,1.52,2,,2,,,,,,,3,,1,CS1,,
CHE,Switzerland,1933,2.5,,,1.5,,,1.5,2,,2,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1934,2.5,,,1.5,,,1.5,2,,2,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1935,3.5,,,2.2,,,2.2,2.5,,2.5,,,,,,,3.5,,1,CS1,,
CHE,Switzerland,1936,2.5,,,2.06,,,2.06,1.5,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1937,2.5,,,1.03,,,1.03,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1938,2.5,,,1,,,1,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1939,2.5,,,1.08,,,1.08,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1940,2.5,,,1.36,,,1.36,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1941,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1942,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1943,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1944,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1945,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1946,2.5,,,1.25,,,1.25,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1947,2.5,,,1.28,,,1.28,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1948,2.5,,,1.56,,,1.56,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1949,2.5,,,1.55,,,1.55,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1950,2.5,,,1.5,,,1.5,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1951,2.5,,,1.5,,,1.5,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1952,2.5,,,1.5,,,1.5,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1953,2.5,,,1.5,,,1.5,,,1.5,,,,,,,2.5,,1,CS1,,
CHE,Switzerland,1954,2.5,,,1.5,,,1.5,,,1.5,,,,,,,2.5,,1,CS1,,
