ISO3,year,inv,source,nGDP,inv_GDP
ABW,1970,104.832,Derived using data on investment from UN and the spliced GDP,353.7469,.2963476
ABW,1971,110.4204,Derived using data on investment from UN and the spliced GDP,372.6045,.2963476
ABW,1972,116.3068,Derived using data on investment from UN and the spliced GDP,392.4673,.2963476
ABW,1973,122.5068,Derived using data on investment from UN and the spliced GDP,413.389,.2963475
ABW,1974,129.0374,Derived using data on investment from UN and the spliced GDP,435.4261,.2963476
ABW,1975,135.9163,Derived using data on investment from UN and the spliced GDP,458.6378,.2963477
ABW,1976,143.1615,Derived using data on investment from UN and the spliced GDP,483.0869,.2963473
ABW,1977,150.7934,Derived using data on investment from UN and the spliced GDP,508.8394,.2963477
ABW,1978,158.8322,Derived using data on investment from UN and the spliced GDP,535.9647,.2963483
ABW,1979,167.2979,Derived using data on investment from UN and the spliced GDP,564.536,.2963458
ABW,1980,176.2181,Derived using data on investment from UN and the spliced GDP,594.6304,.2963489
ABW,1981,185.6127,Derived using data on investment from UN and the spliced GDP,626.329,.2963501
ABW,1982,195.4997,Derived using data on investment from UN and the spliced GDP,659.7175,.2963385
ABW,1983,205.935,Derived using data on investment from UN and the spliced GDP,694.8858,.2963581
ABW,1984,216.9098,Derived using data on investment from UN and the spliced GDP,731.9289,.2963537
ABW,1985,228.4345,Derived using data on investment from UN and the spliced GDP,770.9467,.2963038
ABW,1986,240.7035,Derived using data on investment from UN and the spliced GDP,812.0444,.2964167
ABW,1987,289.391,Derived using data on investment from UN and the spliced GDP,976.5489,.2963405
ABW,1988,353.7538,Derived using data on investment from UN and the spliced GDP,1194.491,.2961544
ABW,1989,413.2391,Derived using data on investment from UN and the spliced GDP,1392.525,.2967552
ABW,1990,453.6086,Derived using data on investment from UN and the spliced GDP,1531.882,.2961119
ABW,1991,516.3123,Derived using data on investment from UN and the spliced GDP,1746.681,.2955962
ABW,1992,573.1016,Derived using data on investment from UN and the spliced GDP,1919.568,.2985576
ABW,1993,638.0641,Derived using data on investment from UN and the spliced GDP,2168.944,.2941819
ABW,1994,733.6679,Derived using data on investment from UN and the spliced GDP,2495.054,.2940489
ABW,1995,761.6073,Derived using data on investment from UN and the spliced GDP,2477.24,.3074419
ABW,1996,727.4591,Derived using data on investment from UN and the spliced GDP,2588.317,.2810549
ABW,1997,858.8777,Derived using data on investment from UN and the spliced GDP,2873.346,.298912
ABW,1998,977.8789,Derived using data on investment from UN and the spliced GDP,3123.795,.313042
ABW,1999,985.3398,Derived using data on investment from UN and the spliced GDP,3231.53,.3049144
ABW,2000,854.94,Derived using data on investment from UN and the spliced GDP,3353.48,.2549411
ABW,2001,814.69,Derived using data on investment from UN and the spliced GDP,3394.658,.2399918
ABW,2002,935.165,Derived using data on investment from UN and the spliced GDP,3511.7,.2662998
ABW,2003,1056.77,Derived using data on investment from UN and the spliced GDP,3658.96,.288817
ABW,2004,1148.34,Derived using data on investment from UN and the spliced GDP,4036.147,.2845139
ABW,2005,1400.84,Derived using data on investment from UN and the spliced GDP,4224.43,.3316045
ABW,2006,1526.06,Derived using data on investment from UN and the spliced GDP,4420.91,.3451914
ABW,2007,1521.61,Derived using data on investment from UN and the spliced GDP,4792.98,.3174664
ABW,2008,1633.729,Derived using data on investment from UN and the spliced GDP,5089.01,.3210308
ABW,2009,1355.03,Derived using data on investment from UN and the spliced GDP,4571.29,.2964218
ABW,2010,1242.18,Derived using data on investment from UN and the spliced GDP,4391.94,.2828318
ABW,2011,1294.55,Derived using data on investment from UN and the spliced GDP,4721.77,.2741663
ABW,2012,1101.14,Derived using data on investment from UN and the spliced GDP,4681.22,.235225
ABW,2013,1163.38,Derived using data on investment from UN and the spliced GDP,4882.85,.2382584
ABW,2014,1154.56,Derived using data on investment from UN and the spliced GDP,4995.62,.2311145
ABW,2015,1142.34,Derived using data on investment from UN and the spliced GDP,5303.6,.2153895
ABW,2016,1098.85,Derived using data on investment from UN and the spliced GDP,5340.71,.2057498
ABW,2017,1137.6,Derived using data on investment from UN and the spliced GDP,5535.45,.2055117
ABW,2018,1313.72,Derived using data on investment from UN and the spliced GDP,5864.37,.2240172
ABW,2019,1363.92,Derived using data on investment from UN and the spliced GDP,6078.48,.2243851
ABW,2020,1074.148,Derived using data on investment from UN and the spliced GDP,4442.524,.2417878
ABW,2021,1142.509,Derived using data on investment from UN and the spliced GDP,5243.709,.2178818
ABW,2022,1227.864,Derived using data on investment from UN and the spliced GDP,5870.025,.2091752
ABW,2023,1401.606,Derived using data on investment from UN and the spliced GDP,6530.946,.21461
ABW,2024,1755.85,Derived using data on investment from WDI and the spliced GDP,7264.85,.2416912
AFG,1960,3.899866,Derived using data on investment from WDI and the spliced GDP,24.2,.1611515
AFG,1961,4.099859,Derived using data on investment from WDI and the spliced GDP,24.7,.1659862
AFG,1962,4.699839,Derived using data on investment from WDI and the spliced GDP,24.6,.1910504
AFG,1963,4.799835,Derived using data on investment from WDI and the spliced GDP,33.8,.1420069
AFG,1964,4.999827,Derived using data on investment from WDI and the spliced GDP,36,.1388841
AFG,1965,5.099822,Derived using data on investment from WDI and the spliced GDP,45.3,.1125789
AFG,1966,5.299815,Derived using data on investment from WDI and the spliced GDP,63,.084124
AFG,1967,3.899864,Derived using data on investment from WDI and the spliced GDP,75.3,.051791
AFG,1968,3.99986,Derived using data on investment from WDI and the spliced GDP,61.8,.0647227
AFG,1969,4.099857,Derived using data on investment from WDI and the spliced GDP,63.4,.0646665
AFG,1970,4.29985,Derived using data on investment from UN and the spliced GDP,78.69714,.0546379
AFG,1971,4.499842,Derived using data on investment from UN and the spliced GDP,82.39703,.0546117
AFG,1972,4.699836,Derived using data on investment from UN and the spliced GDP,71.79749,.0654596
AFG,1973,5.6998,Derived using data on investment from UN and the spliced GDP,77.99727,.0730769
AFG,1974,8.499703,Derived using data on investment from UN and the spliced GDP,96.9966,.0876289
AFG,1975,10.39964,Derived using data on investment from UN and the spliced GDP,106.4963,.0976526
AFG,1976,15.69945,Derived using data on investment from UN and the spliced GDP,114.996,.1365217
AFG,1977,16.49942,Derived using data on investment from UN and the spliced GDP,132.8954,.1241535
AFG,1978,20.59928,Derived using data on investment from UN and the spliced GDP,148.4948,.1387205
AFG,1979,21.52926,Derived using data on investment from UN and the spliced GDP,161.7137,.1331319
AFG,1980,21.21354,Derived using data on investment from UN and the spliced GDP,160.7062,.132002
AFG,1981,23.17183,Derived using data on investment from UN and the spliced GDP,172.1301,.1346181
AFG,1982,23.18645,Derived using data on investment from UN and the spliced GDP,174.0062,.1332507
AFG,1983,22.9273,Derived using data on investment from UN and the spliced GDP,172.0103,.1332903
AFG,1984,22.73733,Derived using data on investment from UN and the spliced GDP,170.0372,.1337197
AFG,1985,22.42618,Derived using data on investment from UN and the spliced GDP,168.0868,.1334202
AFG,1986,22.4269,Derived using data on investment from UN and the spliced GDP,168.021,.1334767
AFG,1987,19.51088,Derived using data on investment from UN and the spliced GDP,146.1064,.1335389
AFG,1988,17.99459,Derived using data on investment from UN and the spliced GDP,134.8125,.1334786
AFG,1989,22.57639,Derived using data on investment from UN and the spliced GDP,169.114,.1334981
AFG,1990,24.46503,Derived using data on investment from UN and the spliced GDP,183.2515,.1335052
AFG,1991,22.37044,Derived using data on investment from UN and the spliced GDP,169.0077,.1323634
AFG,1992,23.07052,Derived using data on investment from UN and the spliced GDP,175.8134,.1312216
AFG,1993,17.53705,Derived using data on investment from UN and the spliced GDP,134.8176,.1300799
AFG,1994,115.9045,Derived using data on investment from UN and the spliced GDP,898.9163,.128938
AFG,1995,344.6559,Derived using data on investment from UN and the spliced GDP,2696.917,.1277963
AFG,1996,989.2943,Derived using data on investment from UN and the spliced GDP,7810.969,.1266545
AFG,1997,1135.76,Derived using data on investment from UN and the spliced GDP,9048.963,.1255127
AFG,1998,1086.508,Derived using data on investment from UN and the spliced GDP,8736.033,.1243709
AFG,1999,15626.04,Derived using data on investment from UN and the spliced GDP,126804.8,.1232291
AFG,2000,20420.42,Derived using data on investment from UN and the spliced GDP,167260.8,.1220874
AFG,2001,23382.6,Derived using data on investment from UN and the spliced GDP,171975,.1359651
AFG,2002,22875,Derived using data on investment from UN and the spliced GDP,202531,.1129457
AFG,2003,26079.29,Derived using data on investment from UN and the spliced GDP,238878.5,.1091738
AFG,2004,41304.3,Derived using data on investment from UN and the spliced GDP,263344.1,.1568453
AFG,2005,58966.41,Derived using data on investment from UN and the spliced GDP,320476.5,.1839961
AFG,2006,71623.97,Derived using data on investment from UN and the spliced GDP,364100.1,.1967151
AFG,2007,74331.77,Derived using data on investment from UN and the spliced GDP,499587,.1487864
AFG,2008,64574.21,Derived using data on investment from UN and the spliced GDP,517377.4,.1248107
AFG,2009,77013.23,Derived using data on investment from UN and the spliced GDP,600457.8,.1282575
AFG,2010,92436.27,Derived using data on investment from UN and the spliced GDP,703502.6,.1313944
AFG,2011,110912.3,Derived using data on investment from UN and the spliced GDP,837851.3,.132377
AFG,2012,153445.6,Derived using data on investment from UN and the spliced GDP,1007959,.152234
AFG,2013,165352.5,Derived using data on investment from UN and the spliced GDP,1102256,.1500127
AFG,2014,160056.1,Derived using data on investment from UN and the spliced GDP,1116353,.1433741
AFG,2015,165788.2,Derived using data on investment from UN and the spliced GDP,1143357,.1450013
AFG,2016,158244.1,Derived using data on investment from UN and the spliced GDP,1236815,.1279448
AFG,2017,179625.8,Derived using data on investment from UN and the spliced GDP,1294845,.1387238
AFG,2018,193869.3,Derived using data on investment from UN and the spliced GDP,1359225,.1426322
AFG,2019,189245.6,Derived using data on investment from UN and the spliced GDP,1505967,.1256638
AFG,2020,175840,Derived using data on investment from UN and the spliced GDP,1534966,.1145563
AFG,2021,162485.9,Derived using data on investment from UN and the spliced GDP,1251172,.129867
AFG,2022,213929.8,Derived using data on investment from UN and the spliced GDP,1283441,.1666845
AFG,2023,205645,Derived using data on investment from UN and the spliced GDP,1357275,.1515131
AGO,1970,.000027,Derived using data on investment from UN and the spliced GDP,.000109,.2477064
AGO,1971,.000028,Derived using data on investment from UN and the spliced GDP,.000113,.2477876
AGO,1972,.000027,Derived using data on investment from UN and the spliced GDP,.000111,.2432432
AGO,1973,.00003,Derived using data on investment from UN and the spliced GDP,.000123,.2439024
AGO,1974,.000035,Derived using data on investment from UN and the spliced GDP,.000143,.2447553
AGO,1975,.000026,Derived using data on investment from UN and the spliced GDP,.000106,.245283
AGO,1976,.000028,Derived using data on investment from UN and the spliced GDP,.000117,.2393162
AGO,1977,.000032,Derived using data on investment from UN and the spliced GDP,.00013,.2461538
AGO,1978,.000036,Derived using data on investment from UN and the spliced GDP,.000145,.2482759
AGO,1979,.000039,Derived using data on investment from UN and the spliced GDP,.000161,.242236
AGO,1980,.000049,Derived using data on investment from UN and the spliced GDP,.000214,.228972
AGO,1981,.00005,Derived using data on investment from UN and the spliced GDP,.0002,.25
AGO,1982,.000056,Derived using data on investment from UN and the spliced GDP,.0002,.28
AGO,1983,.000049,Derived using data on investment from UN and the spliced GDP,.000209,.2344497
AGO,1984,.000051,Derived using data on investment from UN and the spliced GDP,.000221,.2307692
AGO,1985,.000049,Derived using data on investment from UN and the spliced GDP,.000273,.1794872
AGO,1986,.000046,Derived using data on investment from UN and the spliced GDP,.000256,.1796875
AGO,1987,.000054,Derived using data on investment from UN and the spliced GDP,.000295,.1830508
AGO,1988,.000046,Derived using data on investment from UN and the spliced GDP,.000318,.1446541
AGO,1989,.000045,Derived using data on investment from UN and the spliced GDP,.00037,.1216216
AGO,1990,.000048,Derived using data on investment from UN and the spliced GDP,.000409,.1173594
AGO,1991,.000111,Derived using data on investment from UN and the spliced GDP,.000892,.1244395
AGO,1992,.00018,Derived using data on investment from UN and the spliced GDP,.004673,.0385192
AGO,1993,.003996,Derived using data on investment from UN and the spliced GDP,.035827,.111536
AGO,1994,.136866,Derived using data on investment from UN and the spliced GDP,.824921,.1659141
AGO,1995,5.100329,Derived using data on investment from UN and the spliced GDP,18.26765,.2792
AGO,1996,387.6523,Derived using data on investment from UN and the spliced GDP,1117.154,.347
AGO,1997,596.361,Derived using data on investment from UN and the spliced GDP,2342.345,.2546
AGO,1998,1191.615,Derived using data on investment from UN and the spliced GDP,3385.27,.352
AGO,1999,6327.685,Derived using data on investment from UN and the spliced GDP,22959.67,.2756
AGO,2000,14352.77,Derived using data on investment from UN and the spliced GDP,122568.5,.1171
AGO,2001,35317.12,Derived using data on investment from UN and the spliced GDP,263560.6,.134
AGO,2002,202897,Derived using data on investment from UN and the spliced GDP,665385,.3049317
AGO,2003,404677,Derived using data on investment from UN and the spliced GDP,1328940,.3045111
AGO,2004,607855,Derived using data on investment from UN and the spliced GDP,1967570,.3089369
AGO,2005,887970,Derived using data on investment from UN and the spliced GDP,3222350,.275566
AGO,2006,980907,Derived using data on investment from UN and the spliced GDP,4209762,.2330077
AGO,2007,1288159,Derived using data on investment from UN and the spliced GDP,5006335,.2573058
AGO,2008,2046422,Derived using data on investment from UN and the spliced GDP,6643353,.3080405
AGO,2009,2388265,Derived using data on investment from UN and the spliced GDP,5577341,.4282086
AGO,2010,2171659,Derived using data on investment from UN and the spliced GDP,7701652,.2819731
AGO,2011,2774806,Derived using data on investment from UN and the spliced GDP,1.05e+07,.2642435
AGO,2012,3260098,Derived using data on investment from UN and the spliced GDP,1.22e+07,.2666758
AGO,2013,3449566,Derived using data on investment from UN and the spliced GDP,1.32e+07,.2614297
AGO,2014,3939128,Derived using data on investment from UN and the spliced GDP,1.43e+07,.2750046
AGO,2015,4771347,Derived using data on investment from UN and the spliced GDP,1.40e+07,.3420249
AGO,2016,4503916,Derived using data on investment from UN and the spliced GDP,1.65e+07,.2721471
AGO,2017,4889354,Derived using data on investment from UN and the spliced GDP,2.03e+07,.2413031
AGO,2018,4579529,Derived using data on investment from UN and the spliced GDP,2.56e+07,.1786942
AGO,2019,5372203,Derived using data on investment from UN and the spliced GDP,3.03e+07,.1771226
AGO,2020,4193869,Derived using data on investment from UN and the spliced GDP,3.17e+07,.1322955
AGO,2021,4521986,Derived using data on investment from UN and the spliced GDP,4.41e+07,.1024432
AGO,2022,5183384,Derived using data on investment from UN and the spliced GDP,5.22e+07,.099329
AGO,2023,6012919,Derived using data on investment from UN and the spliced GDP,6.20e+07,.0969356
AGO,2024,6618161,Derived using data on investment from WDI and the spliced GDP,8.07e+07,.0819976
AGO,2025,8161659,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,9.94e+07,.0821356
AGO,2026,9706387,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,1.18e+08,.0822861
AGO,2027,1.11e+07,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,1.36e+08,.0818195
AGO,2028,1.27e+07,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,1.56e+08,.0812475
AGO,2029,1.44e+07,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,1.79e+08,.0805575
AIA,1970,3.578981,Derived using data on investment from UN and the spliced GDP,7.817934,.4577911
AIA,1971,4.126374,Derived using data on investment from UN and the spliced GDP,9.016203,.457662
AIA,1972,4.7691,Derived using data on investment from UN and the spliced GDP,10.4103,.4581138
AIA,1973,5.505817,Derived using data on investment from UN and the spliced GDP,12.00808,.4585093
AIA,1974,6.34949,Derived using data on investment from UN and the spliced GDP,13.85868,.4581597
AIA,1975,7.301678,Derived using data on investment from UN and the spliced GDP,15.99454,.4565108
AIA,1976,8.434917,Derived using data on investment from UN and the spliced GDP,18.45649,.4570164
AIA,1977,9.806643,Derived using data on investment from UN and the spliced GDP,21.30153,.4603727
AIA,1978,11.31815,Derived using data on investment from UN and the spliced GDP,24.57865,.4604871
AIA,1979,12.94442,Derived using data on investment from UN and the spliced GDP,28.36128,.4564117
AIA,1980,14.67211,Derived using data on investment from UN and the spliced GDP,32.73083,.4482659
AIA,1981,17.35647,Derived using data on investment from UN and the spliced GDP,37.76886,.4595445
AIA,1982,20.79662,Derived using data on investment from UN and the spliced GDP,43.58466,.4771544
AIA,1983,23.19068,Derived using data on investment from UN and the spliced GDP,50.29872,.4610589
AIA,1984,25.46016,Derived using data on investment from UN and the spliced GDP,58.39017,.436035
AIA,1985,29.84853,Derived using data on investment from UN and the spliced GDP,73.24142,.4075362
AIA,1986,48.84603,Derived using data on investment from UN and the spliced GDP,94.67424,.5159379
AIA,1987,66.74152,Derived using data on investment from UN and the spliced GDP,118.0839,.5652043
AIA,1988,56.25214,Derived using data on investment from UN and the spliced GDP,147.8058,.3805814
AIA,1989,74.9024,Derived using data on investment from UN and the spliced GDP,183.9399,.4072112
AIA,1990,78.61987,Derived using data on investment from UN and the spliced GDP,204.1248,.3851559
AIA,1991,68.87608,Derived using data on investment from UN and the spliced GDP,209.8442,.3282248
AIA,1992,75.68075,Derived using data on investment from UN and the spliced GDP,228.0161,.3319096
AIA,1993,63.66219,Derived using data on investment from UN and the spliced GDP,248.6729,.2560077
AIA,1994,69.42381,Derived using data on investment from UN and the spliced GDP,277.4786,.2501952
AIA,1995,76.71593,Derived using data on investment from UN and the spliced GDP,280.0885,.2738989
AIA,1996,85.93439,Derived using data on investment from UN and the spliced GDP,296.4945,.2898347
AIA,1997,84.88061,Derived using data on investment from UN and the spliced GDP,332.8604,.2550036
AIA,1998,126.3703,Derived using data on investment from UN and the spliced GDP,377.1109,.3351012
AIA,1999,166.321,Derived using data on investment from UN and the spliced GDP,401.6698,.414074
AIA,2000,167.9867,Derived using data on investment from UN and the spliced GDP,410.693,.4090324
AIA,2001,132.584,Derived using data on investment from UN and the spliced GDP,420.9641,.3149531
AIA,2002,99.7243,Derived using data on investment from UN and the spliced GDP,423.1012,.2356985
AIA,2003,115.7694,Derived using data on investment from UN and the spliced GDP,460.5411,.251377
AIA,2004,179.1873,Derived using data on investment from UN and the spliced GDP,544.1625,.3292901
AIA,2005,216.4367,Derived using data on investment from UN and the spliced GDP,617.7886,.350341
AIA,2006,305.2216,Derived using data on investment from UN and the spliced GDP,765.0447,.3989592
AIA,2007,497.2376,Derived using data on investment from UN and the spliced GDP,957.2799,.5194276
AIA,2008,551.2468,Derived using data on investment from UN and the spliced GDP,960.6457,.5738294
AIA,2009,227.6029,Derived using data on investment from UN and the spliced GDP,765.4584,.297342
AIA,2010,174.1134,Derived using data on investment from UN and the spliced GDP,720.9688,.2414993
AIA,2011,122.5359,Derived using data on investment from UN and the spliced GDP,790.2328,.1550631
AIA,2012,138.687,Derived using data on investment from UN and the spliced GDP,773.9076,.1792036
AIA,2013,150.6822,Derived using data on investment from UN and the spliced GDP,773.5588,.1947909
AIA,2014,210.5617,Derived using data on investment from UN and the spliced GDP,853.6184,.2466696
AIA,2015,224.7015,Derived using data on investment from UN and the spliced GDP,891.9136,.2519319
AIA,2016,178.938,Derived using data on investment from UN and the spliced GDP,859.8061,.2081144
AIA,2017,164.5005,Derived using data on investment from UN and the spliced GDP,752.9909,.2184628
AIA,2018,393.172,Derived using data on investment from UN and the spliced GDP,860.5408,.4568895
AIA,2019,199.847,Derived using data on investment from UN and the spliced GDP,1025.034,.1949662
AIA,2020,187.7715,Derived using data on investment from UN and the spliced GDP,705.7144,.266073
AIA,2021,221.606,Derived using data on investment from UN and the spliced GDP,824.1168,.2689012
AIA,2022,295.1746,Derived using data on investment from UN and the spliced GDP,1050.224,.2810585
AIA,2023,329.5366,Derived using data on investment from UN and the spliced GDP,1122.485,.2935777
ALB,1970,3916.943,Derived using data on investment from UN and the spliced GDP,13753.38,.2847986
ALB,1971,4028.388,Derived using data on investment from UN and the spliced GDP,14148.01,.2847317
ALB,1972,4142.476,Derived using data on investment from UN and the spliced GDP,14554.39,.2846204
ALB,1973,4268.063,Derived using data on investment from UN and the spliced GDP,14973.36,.2850437
ALB,1974,4382.108,Derived using data on investment from UN and the spliced GDP,15401.17,.2845308
ALB,1975,4504.493,Derived using data on investment from UN and the spliced GDP,15844.9,.2842867
ALB,1976,4668.071,Derived using data on investment from UN and the spliced GDP,16304.05,.2863136
ALB,1977,4742.766,Derived using data on investment from UN and the spliced GDP,16759.35,.2829923
ALB,1978,4892.521,Derived using data on investment from UN and the spliced GDP,17254.28,.2835541
ALB,1979,5193.772,Derived using data on investment from UN and the spliced GDP,17762.9,.2923944
ALB,1980,4969.961,Derived using data on investment from UN and the spliced GDP,18203.09,.2730285
ALB,1981,5370.749,Derived using data on investment from UN and the spliced GDP,18828.92,.2852394
ALB,1982,6180.873,Derived using data on investment from UN and the spliced GDP,19380.92,.3189153
ALB,1983,5663.267,Derived using data on investment from UN and the spliced GDP,19593.05,.2890447
ALB,1984,4971.86,Derived using data on investment from UN and the spliced GDP,19341.07,.2570623
ALB,1985,5386.895,Derived using data on investment from UN and the spliced GDP,19754.78,.2726882
ALB,1986,5181.752,Derived using data on investment from UN and the spliced GDP,20372.41,.2543515
ALB,1987,4574.872,Derived using data on investment from UN and the spliced GDP,20211.85,.226346
ALB,1988,4721.13,Derived using data on investment from UN and the spliced GDP,19924.71,.2369485
ALB,1989,5628.127,Derived using data on investment from UN and the spliced GDP,21885.43,.2571632
ALB,1990,3901.51,Derived using data on investment from UN and the spliced GDP,19703.21,.1980139
ALB,1991,1103.585,Derived using data on investment from UN and the spliced GDP,19223.9,.0574069
ALB,1992,2416.676,Derived using data on investment from UN and the spliced GDP,59411.99,.0406766
ALB,1993,15166.18,Derived using data on investment from UN and the spliced GDP,146879.3,.1032561
ALB,1994,30257.35,Derived using data on investment from UN and the spliced GDP,216090.8,.1400215
ALB,1995,44237.4,Derived using data on investment from EUS and the spliced GDP,269295.2,.164271
ALB,1996,71478.7,Derived using data on investment from EUS and the spliced GDP,338000.3,.2114753
ALB,1997,66484.5,Derived using data on investment from EUS and the spliced GDP,336480.8,.1975878
ALB,1998,89579,Derived using data on investment from EUS and the spliced GDP,393070,.2278958
ALB,1999,110074.3,Derived using data on investment from EUS and the spliced GDP,453512.3,.2427151
ALB,2000,175717.5,Derived using data on investment from EUS and the spliced GDP,516206.8,.3404014
ALB,2001,222917.3,Derived using data on investment from EUS and the spliced GDP,583125.1,.3822804
ALB,2002,244541.6,Derived using data on investment from EUS and the spliced GDP,633932.6,.3857533
ALB,2003,257316.2,Derived using data on investment from EUS and the spliced GDP,700711.6,.3672213
ALB,2004,276284.4,Derived using data on investment from EUS and the spliced GDP,760444.8,.3633195
ALB,2005,316515.6,Derived using data on investment from EUS and the spliced GDP,824594.6,.3838439
ALB,2006,335191,Derived using data on investment from EUS and the spliced GDP,897697.7,.3733896
ALB,2007,358572.5,Derived using data on investment from EUS and the spliced GDP,1005281,.3566887
ALB,2008,370464.7,Derived using data on investment from EUS and the spliced GDP,1112317,.3330567
ALB,2009,380074.5,Derived using data on investment from EUS and the spliced GDP,1171607,.3244046
ALB,2010,408183.8,Derived using data on investment from EUS and the spliced GDP,1256235,.3249263
ALB,2011,442933.6,Derived using data on investment from EUS and the spliced GDP,1308998,.3383761
ALB,2012,393687.7,Derived using data on investment from EUS and the spliced GDP,1324877,.2971503
ALB,2013,392917.5,Derived using data on investment from EUS and the spliced GDP,1352247,.2905664
ALB,2014,396973.5,Derived using data on investment from EUS and the spliced GDP,1402496,.2830479
ALB,2015,401849.5,Derived using data on investment from EUS and the spliced GDP,1444802,.2781346
ALB,2016,399078.8,Derived using data on investment from EUS and the spliced GDP,1488303,.2681435
ALB,2017,436728.8,Derived using data on investment from EUS and the spliced GDP,1579056,.2765759
ALB,2018,450502.5,Derived using data on investment from EUS and the spliced GDP,1660820,.271253
ALB,2019,432931.9,Derived using data on investment from EUS and the spliced GDP,1712037,.2528754
ALB,2020,434171.9,Derived using data on investment from EUS and the spliced GDP,1655985,.2621835
ALB,2021,535217.1,Derived using data on investment from EUS and the spliced GDP,1866672,.2867227
ALB,2022,576181.5,Derived using data on investment from EUS and the spliced GDP,2149742,.2680236
ALB,2023,554171.3,Derived using data on investment from EUS and the spliced GDP,2364276,.2343937
ALB,2024,628233.7,Derived using data on investment from EUS and the spliced GDP,2517820,.249515
ALB,2025,709162.9,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2668823,.2657212
ALB,2026,791889.2,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2831995,.2796223
ALB,2027,863157.9,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,3015590,.2862319
ALB,2028,940398,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,3212191,.292759
ALB,2029,1034039,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,3422070,.3021676
AND,1970,11.86856,Derived using data on investment from UN and the spliced GDP,41.85073,.2835928
AND,1971,12.31456,Derived using data on investment from UN and the spliced GDP,47.23285,.2607203
AND,1972,15.14033,Derived using data on investment from UN and the spliced GDP,55.43335,.2731267
AND,1973,19.17954,Derived using data on investment from UN and the spliced GDP,66.83099,.2869858
AND,1974,26.06304,Derived using data on investment from UN and the spliced GDP,81.8411,.3184591
AND,1975,28.93257,Derived using data on investment from UN and the spliced GDP,96.09371,.301087
AND,1976,32.86239,Derived using data on investment from UN and the spliced GDP,115.6377,.2841839
AND,1977,38.6856,Derived using data on investment from UN and the spliced GDP,146.7274,.2636563
AND,1978,43.40979,Derived using data on investment from UN and the spliced GDP,179.5883,.2417184
AND,1979,49.50396,Derived using data on investment from UN and the spliced GDP,210.0827,.2356403
AND,1980,59.32262,Derived using data on investment from UN and the spliced GDP,243.3988,.243726
AND,1981,62.01349,Derived using data on investment from UN and the spliced GDP,273.0992,.2270731
AND,1982,70.92553,Derived using data on investment from UN and the spliced GDP,314.0588,.2258352
AND,1983,77.7029,Derived using data on investment from UN and the spliced GDP,357.6022,.2172886
AND,1984,83.11296,Derived using data on investment from UN and the spliced GDP,403.5302,.2059646
AND,1985,93.35369,Derived using data on investment from UN and the spliced GDP,448.3885,.2081982
AND,1986,111.5434,Derived using data on investment from UN and the spliced GDP,513.3423,.2172886
AND,1987,132.9493,Derived using data on investment from UN and the spliced GDP,574.0248,.231609
AND,1988,162.0004,Derived using data on investment from UN and the spliced GDP,639.0782,.2534907
AND,1989,191.0359,Derived using data on investment from UN and the spliced GDP,716.1261,.266763
AND,1990,214.0641,Derived using data on investment from UN and the spliced GDP,797.6548,.2683668
AND,1991,227.5725,Derived using data on investment from UN and the spliced GDP,874.6899,.260175
AND,1992,226.7202,Derived using data on investment from UN and the spliced GDP,942.0616,.2406638
AND,1993,209.1974,Derived using data on investment from UN and the spliced GDP,974.647,.2146391
AND,1994,224.4413,Derived using data on investment from UN and the spliced GDP,1036.591,.2165187
AND,1995,251.7027,Derived using data on investment from UN and the spliced GDP,1117.721,.2251928
AND,1996,262.1661,Derived using data on investment from UN and the spliced GDP,1179.017,.2223599
AND,1997,297.3368,Derived using data on investment from UN and the spliced GDP,1314.579,.2261841
AND,1998,329.5556,Derived using data on investment from UN and the spliced GDP,1376.919,.2393427
AND,1999,376.1908,Derived using data on investment from UN and the spliced GDP,1472.519,.2554742
AND,2000,413.7115,Derived using data on investment from UN and the spliced GDP,1551.086,.2667237
AND,2001,457.8001,Derived using data on investment from UN and the spliced GDP,1728.691,.2648247
AND,2002,498.2829,Derived using data on investment from UN and the spliced GDP,1865.833,.2670565
AND,2003,576.0322,Derived using data on investment from UN and the spliced GDP,2092.49,.2752855
AND,2004,659.899,Derived using data on investment from UN and the spliced GDP,2331.566,.2830283
AND,2005,747.1241,Derived using data on investment from UN and the spliced GDP,2540.884,.2940411
AND,2006,842.6367,Derived using data on investment from UN and the spliced GDP,2755.127,.3058431
AND,2007,879.5847,Derived using data on investment from UN and the spliced GDP,2887.768,.3045898
AND,2008,794.3549,Derived using data on investment from UN and the spliced GDP,2789.261,.2847904
AND,2009,617.6212,Derived using data on investment from UN and the spliced GDP,2644.839,.2335194
AND,2010,582.8878,Derived using data on investment from UN and the spliced GDP,2602.312,.2239884
AND,2011,540.049,Derived using data on investment from UN and the spliced GDP,2607.221,.2071358
