ISO3,year,inv,source,nGDP,inv_GDP
BGR,2014,18098.35,Derived using data on investment from OECD_EO and the spliced GDP,84147.69,.2150784
BGR,2015,18809.93,Derived using data on investment from OECD_EO and the spliced GDP,89571.38,.2099993
BGR,2016,18080.57,Derived using data on investment from OECD_EO and the spliced GDP,95349.44,.1896243
BGR,2017,20348.68,Derived using data on investment from OECD_EO and the spliced GDP,102683,.19817
BGR,2018,23182.42,Derived using data on investment from OECD_EO and the spliced GDP,109781.7,.2111684
BGR,2019,24815.68,Derived using data on investment from OECD_EO and the spliced GDP,119906.5,.2069586
BGR,2020,24379.58,Derived using data on investment from OECD_EO and the spliced GDP,121088.4,.201337
BGR,2021,28892.3,Derived using data on investment from OECD_EO and the spliced GDP,139602,.206962
BGR,2022,38195.52,Derived using data on investment from OECD_EO and the spliced GDP,168360,.2268681
BGR,2023,36582.61,Derived using data on investment from OECD_EO and the spliced GDP,185232.5,.1974957
BGR,2024,40320.33,Derived using data on investment from OECD_EO and the spliced GDP,204220.9,.1974348
BGR,2025,45113.18,Derived using data on investment from OECD_EO and the spliced GDP,219661.6,.2053758
BGR,2026,50179.64,Derived using data on investment from OECD_EO and the spliced GDP,234671.5,.2138293
BGR,2027,52844.59,Derived using data on investment from AMECO and the spliced GDP,245557.8,.2152023
BGR,2028,50932.43,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,257329.1,.1979272
BGR,2029,53111.5,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,270110.1,.1966291
BHR,1969,56.59446,Derived using data on investment from IMF_IFS and the spliced GDP,193.9336,.2918238
BHR,1970,58.64313,Derived using data on investment from UN and the spliced GDP,200.9539,.2918238
BHR,1971,64.3323,Derived using data on investment from UN and the spliced GDP,216.0254,.2977997
BHR,1972,70.59244,Derived using data on investment from UN and the spliced GDP,252.4483,.2796313
BHR,1973,97.69949,Derived using data on investment from UN and the spliced GDP,327.806,.2980406
BHR,1974,139.9791,Derived using data on investment from UN and the spliced GDP,443.3545,.3157272
BHR,1975,105.4656,Derived using data on investment from UN and the spliced GDP,468.4737,.225126
BHR,1976,238.2239,Derived using data on investment from UN and the spliced GDP,674.3423,.3532684
BHR,1977,312.8155,Derived using data on investment from UN and the spliced GDP,848.2278,.3687871
BHR,1978,372.4641,Derived using data on investment from UN and the spliced GDP,948.7114,.3926
BHR,1979,479.7822,Derived using data on investment from UN and the spliced GDP,1114.264,.4305821
BHR,1980,642.9204,Derived using data on investment from UN and the spliced GDP,1419.146,.4530334
BHR,1981,667.7432,Derived using data on investment from UN and the spliced GDP,1597.81,.4179114
BHR,1982,628.4714,Derived using data on investment from UN and the spliced GDP,1679.79,.3741368
BHR,1983,763.8231,Derived using data on investment from UN and the spliced GDP,1720.964,.4438345
BHR,1984,732.7021,Derived using data on investment from UN and the spliced GDP,1799.513,.407167
BHR,1985,545.1116,Derived using data on investment from UN and the spliced GDP,1682.609,.3239681
BHR,1986,454.342,Derived using data on investment from UN and the spliced GDP,1406.401,.3230528
BHR,1987,369.1297,Derived using data on investment from UN and the spliced GDP,1428.949,.2583225
BHR,1988,344.6775,Derived using data on investment from UN and the spliced GDP,1569.136,.2196607
BHR,1989,473.1134,Derived using data on investment from UN and the spliced GDP,1683.834,.2809739
BHR,1990,372.5876,Derived using data on investment from UN and the spliced GDP,1845.833,.2018533
BHR,1991,706.0269,Derived using data on investment from UN and the spliced GDP,1954.282,.3612718
BHR,1992,718.1295,Derived using data on investment from UN and the spliced GDP,2042.511,.3515915
BHR,1993,489.2592,Derived using data on investment from UN and the spliced GDP,2235.881,.2188216
BHR,1994,602.1,Derived using data on investment from UN and the spliced GDP,2410.2,.2498133
BHR,1995,548.3,Derived using data on investment from UN and the spliced GDP,2551.9,.2148595
BHR,1996,587.4,Derived using data on investment from UN and the spliced GDP,2654.2,.2213096
BHR,1997,665,Derived using data on investment from UN and the spliced GDP,2750.6,.2417654
BHR,1998,635.5,Derived using data on investment from UN and the spliced GDP,2631.2,.2415248
BHR,1999,443.1025,Derived using data on investment from UN and the spliced GDP,2851,.15542
BHR,2000,571.6061,Derived using data on investment from UN and the spliced GDP,3407.653,.1677419
BHR,2001,537.5236,Derived using data on investment from UN and the spliced GDP,3375.054,.1592637
BHR,2002,850.0514,Derived using data on investment from UN and the spliced GDP,3607.159,.2356567
BHR,2003,1001.231,Derived using data on investment from UN and the spliced GDP,4164.133,.2404416
BHR,2004,1028.619,Derived using data on investment from UN and the spliced GDP,4944.463,.2080346
BHR,2005,1625.616,Derived using data on investment from UN and the spliced GDP,6004.241,.2707446
BHR,2006,2132.194,Derived using data on investment from UN and the spliced GDP,6957.789,.3064471
BHR,2007,2853.643,Derived using data on investment from UN and the spliced GDP,8170.485,.3492623
BHR,2008,3400.156,Derived using data on investment from UN and the spliced GDP,9667.289,.3517177
BHR,2009,2254.889,Derived using data on investment from UN and the spliced GDP,8624.771,.2614434
BHR,2010,2638.1,Derived using data on investment from UN and the spliced GDP,9668.19,.2728639
BHR,2011,2424,Derived using data on investment from UN and the spliced GDP,10820,.2240296
BHR,2012,3254.21,Derived using data on investment from UN and the spliced GDP,11561.7,.2814647
BHR,2013,3173.78,Derived using data on investment from UN and the spliced GDP,12234.9,.2594038
BHR,2014,3369.99,Derived using data on investment from UN and the spliced GDP,12553.8,.2684438
BHR,2015,2980.73,Derived using data on investment from UN and the spliced GDP,11675,.2553088
BHR,2016,3533.56,Derived using data on investment from UN and the spliced GDP,12120.4,.2915382
BHR,2017,4394.04,Derived using data on investment from UN and the spliced GDP,13338.1,.3294352
BHR,2018,5012.28,Derived using data on investment from UN and the spliced GDP,14213.5,.3526422
BHR,2019,4743.54,Derived using data on investment from UN and the spliced GDP,14533.8,.3263799
BHR,2020,4542.57,Derived using data on investment from UN and the spliced GDP,12992,.3496436
BHR,2021,3747.46,Derived using data on investment from UN and the spliced GDP,14745.9,.2541357
BHR,2022,3587.84,Derived using data on investment from UN and the spliced GDP,16683.7,.2150506
BHR,2023,3853.699,Derived using data on investment from UN and the spliced GDP,16793.08,.2294813
BHR,2024,3829.356,Derived using data on investment from WDI and the spliced GDP,17126.66,.2235903
BHR,2025,3973.716,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,17744.01,.2239469
BHR,2026,4183.205,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,18517.6,.2259043
BHR,2027,4413.208,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,19343.59,.2281483
BHR,2028,4764.219,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,20237.22,.2354186
BHR,2029,5009.322,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,21218.5,.2360827
BHS,1970,157.8749,Derived using data on investment from UN and the spliced GDP,764.2628,.2065715
BHS,1971,163.3031,Derived using data on investment from UN and the spliced GDP,790.5404,.2065715
BHS,1972,175.5958,Derived using data on investment from UN and the spliced GDP,850.0486,.2065715
BHS,1973,200.8842,Derived using data on investment from UN and the spliced GDP,972.4681,.2065715
BHS,1974,243.5776,Derived using data on investment from UN and the spliced GDP,1179.144,.2065715
BHS,1975,227.4567,Derived using data on investment from UN and the spliced GDP,1101.104,.2065715
BHS,1976,250.5629,Derived using data on investment from UN and the spliced GDP,1212.96,.2065715
BHS,1977,273.5227,Derived using data on investment from UN and the spliced GDP,1288.019,.2123593
BHS,1978,318.9102,Derived using data on investment from UN and the spliced GDP,1501.748,.2123593
BHS,1979,387.4758,Derived using data on investment from UN and the spliced GDP,1824.624,.2123593
BHS,1980,464.971,Derived using data on investment from UN and the spliced GDP,2189.549,.2123593
BHS,1981,481.71,Derived using data on investment from UN and the spliced GDP,2268.373,.2123593
BHS,1982,542.4055,Derived using data on investment from UN and the spliced GDP,2554.188,.2123593
BHS,1983,603.6974,Derived using data on investment from UN and the spliced GDP,2842.812,.2123593
BHS,1984,644.7488,Derived using data on investment from UN and the spliced GDP,3036.123,.2123593
BHS,1985,702.1314,Derived using data on investment from UN and the spliced GDP,3306.337,.2123593
BHS,1986,759.004,Derived using data on investment from UN and the spliced GDP,3574.151,.2123593
BHS,1987,661.8846,Derived using data on investment from UN and the spliced GDP,3935.17,.1681972
BHS,1988,679.1511,Derived using data on investment from UN and the spliced GDP,4091.463,.1659922
BHS,1989,1186.353,Derived using data on investment from UN and the spliced GDP,4612.085,.2572271
BHS,1990,1145.517,Derived using data on investment from UN and the spliced GDP,4767.542,.2402741
BHS,1991,1123.376,Derived using data on investment from UN and the spliced GDP,4685.397,.2397612
BHS,1992,1065.443,Derived using data on investment from UN and the spliced GDP,4682.385,.2275427
BHS,1993,887.7047,Derived using data on investment from UN and the spliced GDP,4656.325,.1906449
BHS,1994,1036.66,Derived using data on investment from UN and the spliced GDP,4907.553,.2112377
BHS,1995,1166.427,Derived using data on investment from UN and the spliced GDP,5164.608,.22585
BHS,1996,1367.744,Derived using data on investment from UN and the spliced GDP,5862.514,.2333034
BHS,1997,1841.4,Derived using data on investment from UN and the spliced GDP,6332.4,.2907902
BHS,1998,2194.3,Derived using data on investment from UN and the spliced GDP,6833.2,.3211233
BHS,1999,2209.3,Derived using data on investment from UN and the spliced GDP,7683.9,.2875233
BHS,2000,2437.9,Derived using data on investment from UN and the spliced GDP,8076.5,.301851
BHS,2001,2235.3,Derived using data on investment from UN and the spliced GDP,8317.8,.2687369
BHS,2002,2150,Derived using data on investment from UN and the spliced GDP,8881.2,.2420844
BHS,2003,2153.1,Derived using data on investment from UN and the spliced GDP,8870.1,.2427369
BHS,2004,2100,Derived using data on investment from UN and the spliced GDP,9055.3,.2319084
BHS,2005,2688.9,Derived using data on investment from UN and the spliced GDP,9836.2,.2733678
BHS,2006,3407.7,Derived using data on investment from UN and the spliced GDP,10167.3,.3351627
BHS,2007,3239.7,Derived using data on investment from UN and the spliced GDP,10618.3,.3051053
BHS,2008,3100.5,Derived using data on investment from UN and the spliced GDP,10526,.2945563
BHS,2009,2800.3,Derived using data on investment from UN and the spliced GDP,9982,.280535
BHS,2010,2825.4,Derived using data on investment from UN and the spliced GDP,10095.8,.2798589
BHS,2011,3039.6,Derived using data on investment from UN and the spliced GDP,10070.4,.3018351
BHS,2012,3360.029,Derived using data on investment from UN and the spliced GDP,10720.5,.313421
BHS,2013,3058.521,Derived using data on investment from UN and the spliced GDP,10395.82,.2942068
BHS,2014,3497.575,Derived using data on investment from UN and the spliced GDP,10974.15,.3187104
BHS,2015,2913.441,Derived using data on investment from UN and the spliced GDP,11671.87,.2496122
BHS,2016,3063.063,Derived using data on investment from UN and the spliced GDP,11745.06,.2607958
BHS,2017,3410.961,Derived using data on investment from UN and the spliced GDP,12236.68,.2787489
BHS,2018,3307.78,Derived using data on investment from UN and the spliced GDP,12615.81,.2621933
BHS,2019,3416.958,Derived using data on investment from UN and the spliced GDP,13016.2,.2625159
BHS,2020,2403.007,Derived using data on investment from UN and the spliced GDP,9958.194,.2413095
BHS,2021,2769.199,Derived using data on investment from UN and the spliced GDP,11368.93,.2435762
BHS,2022,2867.136,Derived using data on investment from UN and the spliced GDP,13136.38,.2182592
BHS,2023,2966.145,Derived using data on investment from UN and the spliced GDP,14338.47,.2068662
BHS,2024,3605.589,Derived using data on investment from WDI and the spliced GDP,14865.67,.2425446
BHS,2025,3814.501,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,15384.09,.247951
BHS,2026,4004.483,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,15921.56,.2515132
BHS,2027,4138.889,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,16465.05,.2513742
BHS,2028,4298.015,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,17052.66,.2520437
BHS,2029,4443.685,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,17671.35,.2514626
BIH,1990,.2742847,Derived using data on investment from UN and the spliced GDP,.8916498,.3076148
BIH,1991,.3800864,Derived using data on investment from UN and the spliced GDP,1.200117,.3167079
BIH,1992,4.719523,Derived using data on investment from UN and the spliced GDP,16.4164,.2874883
BIH,1993,391.183,Derived using data on investment from UN and the spliced GDP,1227.627,.3186497
BIH,1994,750.149,Derived using data on investment from UN and the spliced GDP,2180.754,.3439861
BIH,1995,572.9946,Derived using data on investment from UN and the spliced GDP,2867.423,.1998291
BIH,1996,1704.301,Derived using data on investment from UN and the spliced GDP,4135.306,.4121341
BIH,1997,2762.992,Derived using data on investment from UN and the spliced GDP,6578.631,.419995
BIH,1998,2517.002,Derived using data on investment from UN and the spliced GDP,7462.419,.3372904
BIH,1999,2354.417,Derived using data on investment from UN and the spliced GDP,8625.336,.2729652
BIH,2000,3513.6,Derived using data on investment from EUS and the spliced GDP,11819.6,.297269
BIH,2001,3927.7,Derived using data on investment from EUS and the spliced GDP,12678.2,.3097995
BIH,2002,4309.7,Derived using data on investment from EUS and the spliced GDP,13982.4,.3082232
BIH,2003,4372.7,Derived using data on investment from EUS and the spliced GDP,14728,.2968971
BIH,2004,4782.8,Derived using data on investment from EUS and the spliced GDP,15998.1,.2989605
BIH,2005,5072.7,Derived using data on investment from EUS and the spliced GDP,17650.3,.2874002
BIH,2006,5069.8,Derived using data on investment from EUS and the spliced GDP,20057.2,.2527671
BIH,2007,6728.6,Derived using data on investment from EUS and the spliced GDP,22547.9,.2984136
BIH,2008,8088.4,Derived using data on investment from EUS and the spliced GDP,25519.3,.3169523
BIH,2009,5864.5,Derived using data on investment from EUS and the spliced GDP,24798.5,.2364861
BIH,2010,4999.1,Derived using data on investment from EUS and the spliced GDP,25365,.1970865
BIH,2011,5823.3,Derived using data on investment from EUS and the spliced GDP,26231.3,.2219981
BIH,2012,5883.4,Derived using data on investment from EUS and the spliced GDP,26222.7,.2243629
BIH,2013,5686.1,Derived using data on investment from EUS and the spliced GDP,26778.8,.2123359
BIH,2014,6162.8,Derived using data on investment from EUS and the spliced GDP,27358.7,.2252592
BIH,2015,6274.6,Derived using data on investment from EUS and the spliced GDP,28928.9,.2168973
BIH,2016,6874.7,Derived using data on investment from EUS and the spliced GDP,30265.1,.2271494
BIH,2017,7834.5,Derived using data on investment from EUS and the spliced GDP,31802.7,.246347
BIH,2018,8285.2,Derived using data on investment from EUS and the spliced GDP,33941.8,.2441002
BIH,2019,8890.3,Derived using data on investment from EUS and the spliced GDP,35784.9,.2484372
BIH,2020,8030.5,Derived using data on investment from EUS and the spliced GDP,34727.5,.2312433
BIH,2021,10210,Derived using data on investment from EUS and the spliced GDP,39145.3,.2608231
BIH,2022,12510.1,Derived using data on investment from EUS and the spliced GDP,45617.9,.2742366
BIH,2023,13141.1,Derived using data on investment from EUS and the spliced GDP,49920.2,.2632421
BIH,2024,15763.3,Derived using data on investment from EUS and the spliced GDP,51232.5,.3076816
BIH,2025,16677.59,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,54019.55,.3087325
BIH,2026,17696.93,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,56789.66,.3116224
BIH,2027,18614.17,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,59687.35,.3118613
BIH,2028,19592.98,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,62845.21,.3117658
BIH,2029,20609.12,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,65887.45,.3127928
BLR,1987,.000082,Derived using data on investment from WDI_ARC and the spliced GDP,.0003579,.2291852
BLR,1988,.000083,Derived using data on investment from WDI_ARC and the spliced GDP,.0003787,.2192649
BLR,1989,.0001117,Derived using data on investment from WDI_ARC and the spliced GDP,.0004142,.2697905
BLR,1990,.000118,Derived using data on investment from UN and the spliced GDP,.000448,.2633929
BLR,1991,.000259,Derived using data on investment from UN and the spliced GDP,.0009,.2877778
BLR,1992,.003005,Derived using data on investment from UN and the spliced GDP,.009558,.3143963
BLR,1993,.041336,Derived using data on investment from UN and the spliced GDP,.101865,.405792
BLR,1994,.599195,Derived using data on investment from UN and the spliced GDP,1.839508,.3257366
BLR,1995,3.07219,Derived using data on investment from UN and the spliced GDP,12.55092,.2447781
BLR,1996,4.613152,Derived using data on investment from UN and the spliced GDP,19.83284,.2326017
BLR,1997,10.06554,Derived using data on investment from UN and the spliced GDP,37.92385,.2654145
BLR,1998,19.17718,Derived using data on investment from UN and the spliced GDP,72.59126,.2641803
BLR,1999,73.34858,Derived using data on investment from UN and the spliced GDP,312.8424,.2344586
BLR,2000,237.1977,Derived using data on investment from UN and the spliced GDP,944.2761,.2511953
BLR,2001,417.2099,Derived using data on investment from UN and the spliced GDP,1775.41,.2349935
BLR,2002,592.6722,Derived using data on investment from UN and the spliced GDP,2702.246,.2193258
BLR,2003,932.9327,Derived using data on investment from UN and the spliced GDP,3780.165,.2467968
BLR,2004,1465.301,Derived using data on investment from UN and the spliced GDP,5168.283,.2835179
BLR,2005,1893.41,Derived using data on investment from UN and the spliced GDP,6726.807,.2814724
BLR,2006,2608.415,Derived using data on investment from UN and the spliced GDP,8194.828,.3183002
BLR,2007,3386.913,Derived using data on investment from UN and the spliced GDP,10045.2,.3371673
BLR,2008,4995.209,Derived using data on investment from UN and the spliced GDP,13418.11,.3722737
BLR,2009,5238.06,Derived using data on investment from UN and the spliced GDP,14209.13,.3686405
BLR,2010,6930.52,Derived using data on investment from UN and the spliced GDP,17046.58,.4065637
BLR,2011,11434.92,Derived using data on investment from UN and the spliced GDP,30724.5,.372176
BLR,2012,19218.21,Derived using data on investment from UN and the spliced GDP,54761.67,.3509427
BLR,2013,26021.39,Derived using data on investment from UN and the spliced GDP,67068.85,.3879803
BLR,2014,28074.65,Derived using data on investment from UN and the spliced GDP,80579.27,.3484103
BLR,2015,26105.04,Derived using data on investment from UN and the spliced GDP,89909.81,.290347
BLR,2016,25140.2,Derived using data on investment from UN and the spliced GDP,94949,.2647758
BLR,2017,29641.6,Derived using data on investment from UN and the spliced GDP,105748.2,.2803036
BLR,2018,34346,Derived using data on investment from UN and the spliced GDP,122319.7,.2807888
BLR,2019,39274.4,Derived using data on investment from UN and the spliced GDP,134732.1,.2914999
BLR,2020,41105.6,Derived using data on investment from UN and the spliced GDP,149720.8,.2745484
BLR,2021,43124.36,Derived using data on investment from UN and the spliced GDP,176879,.243807
BLR,2022,41843.99,Derived using data on investment from UN and the spliced GDP,193741,.2159791
BLR,2023,52059.7,Derived using data on investment from UN and the spliced GDP,216100.3,.2409053
BLR,2024,61574,Derived using data on investment from IMF_IFS and the spliced GDP,244472.8,.2518644
BLR,2025,67464.6,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,266195.9,.2534396
BLR,2026,73765.65,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,287643.9,.2564478
BLR,2027,79318.43,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,309063.8,.2566409
BLR,2028,85029.91,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,329673.7,.2579214
BLR,2029,91026.59,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,347676.8,.2618138
BLZ,1963,11.69086,Derived using data on investment from IMF_IFS and the spliced GDP,43.80874,.2668614
BLZ,1964,18.31764,Derived using data on investment from IMF_IFS and the spliced GDP,68.64101,.2668614
BLZ,1965,17.52791,Derived using data on investment from IMF_IFS and the spliced GDP,65.68172,.2668613
BLZ,1966,17.00233,Derived using data on investment from IMF_IFS and the spliced GDP,63.71222,.2668614
BLZ,1967,14.59612,Derived using data on investment from IMF_IFS and the spliced GDP,54.69549,.2668614
BLZ,1968,9.503421,Derived using data on investment from IMF_IFS and the spliced GDP,35.61182,.2668614
BLZ,1969,9.719306,Derived using data on investment from IMF_IFS and the spliced GDP,36.4208,.2668614
BLZ,1970,12.41699,Derived using data on investment from UN and the spliced GDP,46.52973,.2668614
BLZ,1971,15.28557,Derived using data on investment from UN and the spliced GDP,58.16216,.2628096
BLZ,1972,19.89516,Derived using data on investment from UN and the spliced GDP,73.67207,.2700502
BLZ,1973,32.7,Derived using data on investment from UN and the spliced GDP,122.1405,.2677244
BLZ,1974,42.8,Derived using data on investment from UN and the spliced GDP,170.7531,.2506543
BLZ,1975,61,Derived using data on investment from UN and the spliced GDP,209.0674,.2917719
BLZ,1976,69.2,Derived using data on investment from UN and the spliced GDP,202.8662,.3411115
BLZ,1977,68.8,Derived using data on investment from UN and the spliced GDP,234.3149,.2936219
BLZ,1978,81.3,Derived using data on investment from UN and the spliced GDP,267.5354,.303885
BLZ,1979,109.9,Derived using data on investment from UN and the spliced GDP,312.7152,.351438
BLZ,1980,93.9,Derived using data on investment from UN and the spliced GDP,431.2015,.2177636
BLZ,1981,100.5,Derived using data on investment from UN and the spliced GDP,427.2151,.2352445
BLZ,1982,74.4,Derived using data on investment from UN and the spliced GDP,396.9844,.1874129
BLZ,1983,76.4,Derived using data on investment from UN and the spliced GDP,418.5777,.1825228
BLZ,1984,99.3,Derived using data on investment from UN and the spliced GDP,467.0796,.2125976
BLZ,1985,90.4,Derived using data on investment from UN and the spliced GDP,463.3146,.1951158
BLZ,1986,92.8,Derived using data on investment from UN and the spliced GDP,504.7294,.1838609
BLZ,1987,125.2557,Derived using data on investment from UN and the spliced GDP,644.0715,.1944748
BLZ,1988,170.3923,Derived using data on investment from UN and the spliced GDP,771.5005,.2208584
BLZ,1989,242.2326,Derived using data on investment from UN and the spliced GDP,935.7811,.2588561
BLZ,1990,213.5478,Derived using data on investment from UN and the spliced GDP,1051.021,.2031813
BLZ,1991,255.8154,Derived using data on investment from UN and the spliced GDP,1134.251,.2255368
BLZ,1992,283.3643,Derived using data on investment from UN and the spliced GDP,1322.303,.214296
BLZ,1993,332.8095,Derived using data on investment from UN and the spliced GDP,1428.498,.2329787
BLZ,1994,250.2466,Derived using data on investment from UN and the spliced GDP,1482.21,.1688334
BLZ,1995,282.1868,Derived using data on investment from UN and the spliced GDP,1582.049,.178368
BLZ,1996,273.5486,Derived using data on investment from UN and the spliced GDP,1636.203,.1671849
BLZ,1997,275.9534,Derived using data on investment from UN and the spliced GDP,1669.156,.1653251
BLZ,1998,274.4424,Derived using data on investment from UN and the spliced GDP,1757.275,.156175
BLZ,1999,377.7064,Derived using data on investment from UN and the spliced GDP,1868.434,.2021513
BLZ,2000,540.5391,Derived using data on investment from UN and the spliced GDP,2121.746,.2547614
BLZ,2001,454.5728,Derived using data on investment from UN and the spliced GDP,2222.515,.2045308
BLZ,2002,460.1271,Derived using data on investment from UN and the spliced GDP,2377.304,.19355
BLZ,2003,417.7283,Derived using data on investment from UN and the spliced GDP,2526.31,.1653512
BLZ,2004,423.597,Derived using data on investment from UN and the spliced GDP,2696.968,.1570642
BLZ,2005,474.9341,Derived using data on investment from UN and the spliced GDP,2834.156,.1675752
BLZ,2006,487.6294,Derived using data on investment from UN and the spliced GDP,3088.372,.157892
BLZ,2007,501.9795,Derived using data on investment from UN and the spliced GDP,3289.805,.1525864
BLZ,2008,689.8169,Derived using data on investment from UN and the spliced GDP,3402.236,.202754
BLZ,2009,527.0649,Derived using data on investment from UN and the spliced GDP,3327.181,.1584118
BLZ,2010,531.2045,Derived using data on investment from UN and the spliced GDP,3500.269,.1517611
BLZ,2011,421.4549,Derived using data on investment from UN and the spliced GDP,3660.704,.1151295
BLZ,2012,477.5238,Derived using data on investment from UN and the spliced GDP,3823.106,.1249047
BLZ,2013,568.4953,Derived using data on investment from UN and the spliced GDP,4068.343,.1397363
BLZ,2014,731.1376,Derived using data on investment from UN and the spliced GDP,4277.16,.17094
BLZ,2015,732.3395,Derived using data on investment from UN and the spliced GDP,4416.88,.1658047
BLZ,2016,804.2528,Derived using data on investment from UN and the spliced GDP,4510.559,.1783045
BLZ,2017,682.0996,Derived using data on investment from UN and the spliced GDP,4562.518,.1495007
BLZ,2018,757.5019,Derived using data on investment from UN and the spliced GDP,4615.974,.1641044
BLZ,2019,804.5967,Derived using data on investment from UN and the spliced GDP,4805.096,.1674466
BLZ,2020,757.9507,Derived using data on investment from UN and the spliced GDP,4110.654,.1843869
BLZ,2021,1056.54,Derived using data on investment from UN and the spliced GDP,4866.173,.2171192
BLZ,2022,1222.309,Derived using data on investment from UN and the spliced GDP,5679.286,.2152222
BLZ,2023,1226.441,Derived using data on investment from UN and the spliced GDP,6157.208,.1991879
BLZ,2024,1346.894,Derived using data on investment from IMF_IFS and the spliced GDP,6438.507,.2091935
BLZ,2025,1402.7,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,6719.783,.2087418
BLZ,2026,1462.441,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,6969.27,.2098414
BLZ,2027,1521.309,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,7212.015,.210941
BLZ,2028,1584.575,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,7455.722,.2125314
BLZ,2029,1648.293,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,7700.394,.2140531
BMU,1970,36.87431,Derived using data on investment from UN and the spliced GDP,265.5361,.1388674
BMU,1971,40.90187,Derived using data on investment from UN and the spliced GDP,300.8839,.135939
BMU,1972,45.66636,Derived using data on investment from UN and the spliced GDP,335.519,.1361066
BMU,1973,52.8278,Derived using data on investment from UN and the spliced GDP,384.1223,.1375286
BMU,1974,62.17195,Derived using data on investment from UN and the spliced GDP,445.5533,.1395387
BMU,1975,71.41155,Derived using data on investment from UN and the spliced GDP,491.7336,.1452241
BMU,1976,66.78609,Derived using data on investment from UN and the spliced GDP,550.5991,.1212971
BMU,1977,81.84397,Derived using data on investment from UN and the spliced GDP,597.6438,.1369444
BMU,1978,93.50053,Derived using data on investment from UN and the spliced GDP,646.4426,.1446386
BMU,1979,112.4203,Derived using data on investment from UN and the spliced GDP,751.5259,.1495894
BMU,1980,156.7082,Derived using data on investment from UN and the spliced GDP,902.4324,.1736509
BMU,1981,161.9873,Derived using data on investment from UN and the spliced GDP,986.9689,.164126
BMU,1982,214.8138,Derived using data on investment from UN and the spliced GDP,1101.104,.1950895
BMU,1983,238.9064,Derived using data on investment from UN and the spliced GDP,1226.39,.1948047
BMU,1984,285.0013,Derived using data on investment from UN and the spliced GDP,1291.037,.2207537
BMU,1985,295.5949,Derived using data on investment from UN and the spliced GDP,1428.256,.2069621
BMU,1986,272.4235,Derived using data on investment from UN and the spliced GDP,1585.803,.171789
BMU,1987,308.8458,Derived using data on investment from UN and the spliced GDP,1735.77,.1779302
BMU,1988,394.41,Derived using data on investment from UN and the spliced GDP,1854.572,.212669
BMU,1989,377.6869,Derived using data on investment from UN and the spliced GDP,1966.358,.1920743
BMU,1990,342.9652,Derived using data on investment from UN and the spliced GDP,2034.952,.1685373
BMU,1991,323.1242,Derived using data on investment from UN and the spliced GDP,2114.195,.1528356
BMU,1992,330.5646,Derived using data on investment from UN and the spliced GDP,2150.215,.1537356
BMU,1993,337.6507,Derived using data on investment from UN and the spliced GDP,2290.221,.1474314
BMU,1994,333.399,Derived using data on investment from UN and the spliced GDP,2382.306,.139948
BMU,1995,357.1373,Derived using data on investment from UN and the spliced GDP,2556.767,.1396832
BMU,1996,406.0311,Derived using data on investment from UN and the spliced GDP,2714,.1496062
BMU,1997,472.4601,Derived using data on investment from UN and the spliced GDP,2932.716,.1610999
BMU,1998,596.8349,Derived using data on investment from UN and the spliced GDP,3130.46,.1906541
BMU,1999,663.9982,Derived using data on investment from UN and the spliced GDP,3324.9,.1997047
BMU,2000,698.5879,Derived using data on investment from UN and the spliced GDP,3480.219,.200731
BMU,2001,690.2892,Derived using data on investment from UN and the spliced GDP,3680.483,.187554
BMU,2002,622.0834,Derived using data on investment from UN and the spliced GDP,3937.228,.1580003
BMU,2003,598.3904,Derived using data on investment from UN and the spliced GDP,4186.525,.1429325
BMU,2004,794.6116,Derived using data on investment from UN and the spliced GDP,4484.703,.1771827
BMU,2005,836.2496,Derived using data on investment from UN and the spliced GDP,4868.136,.1717802
BMU,2006,843.242,Derived using data on investment from UN and the spliced GDP,5368.123,.1570832
