ISO3,year,govdebt_GDP,nGDP,govdebt,source
DOM,1986,46.43096,19749.27,9169.776,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1987,63.22735,24449.56,15458.81,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1988,56.07249,35483.59,19896.53,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1989,45.51029,53055.12,24145.54,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1990,61.62837,81181.48,50030.82,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1991,34.40304,125238.3,43085.77,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1992,28.00036,146178.7,40930.56,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1993,26.30059,164586.6,43287.25,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1994,20.72244,185524.8,38445.27,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1995,18.73001,214123,40105.25,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1996,16.75141,235250.3,39407.75,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1997,13.848,280362.8,38824.64,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1998,13.249,318649,42217.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,1999,15.977,350520.1,56002.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2000,16.707,393303,65709.13,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2001,20.351,427319.1,86963.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2002,21.487,477430.2,102585.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2003,48.15,628611.1,302676.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2004,34.346,935984.8,321473.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2005,38.322,1083445,415197.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2006,36.022,1261400,454381.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2007,32.907,1458417,479921.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2008,33.607,1661643,558428.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2009,36.734,1736041,637717.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2010,37.311,1983202,739952.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2011,39.053,2210214,863154.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2012,42.32,2386016,1009762,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2013,46.715,2619770,1223826,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2014,44.911,2925665,1313945,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2015,44.687,3205655,1432511,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2016,46.591,3487293,1624764,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2017,48.906,3802656,1859727,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2018,50.465,4235847,2137620,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2019,53.579,4562235,2444400,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2020,71.54,4456658,3188293,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2021,63.226,5392714,3409598,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2022,59.547,6260564,3727978,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2023,60.01883,6820020,4093296,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2024,59.15084,7463610,4414788,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2025,58.10683,8160799,4741982,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2026,56.68284,8919247,5055683,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2027,54.95485,9739276,5352205,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2028,53.21785,1.06e+07,5659359,Derived using data on general government debt to GDP and central government and the spliced GDP.
DOM,2029,51.06086,1.16e+07,5929178,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1964,29.32238,14193.06,4161.743,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1965,30.64528,15653.98,4797.208,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1966,30.5606,15290.2,4672.777,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1967,29.86874,17165.76,5127.197,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1968,36.09978,19799.54,7147.592,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1969,21.91137,22244.7,4874.118,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1970,32.48046,25451.14,8266.646,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1971,38.23421,26349.8,10074.64,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1972,33.04502,32154.09,10625.33,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1973,40.10808,36572.34,14668.46,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1974,39.06304,55435.76,21654.89,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1975,43.98796,61435.21,27024.09,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1976,52.02399,73908.03,38449.91,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1977,65.40536,87044.35,56931.67,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1978,84.50444,104595.7,88388.02,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1979,78.31826,127934,100195.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1980,66.78674,162140.7,108288.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1981,53.72969,191037.4,102643.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1982,53.46543,207084.2,110718.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1983,56.16813,233225.1,130998.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1984,56.8408,263261.3,149639.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1985,56.51648,290939.7,164428.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1986,72.72067,295882.9,215168.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1987,83.27922,312001.3,259832.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1988,100.2161,346933.1,347683,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1989,94.18613,421091.7,396609.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1990,82.93087,553138.4,458722.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1991,86.064,860189.5,740313.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1992,69.305,1072273,743138.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1993,76.794,1187042,911577.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1994,106.349,1484051,1578274,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1995,95.866,2000476,1917776,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1996,90.676,2564237,2325148,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1997,79.561,2773903,2206945,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1998,79.89,2824111,2256182,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,1999,69.676,3230899,2251161,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2000,53.406,4114219,2197240,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2001,50.003,4251207,2125731,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2002,47.312,4527463,2142033,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2003,38.224,5252321,2007647,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2004,32.69,6149117,2010146,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2005,25.366,7561985,1918173,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2006,22.473,8501636,1910573,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2007,12.794,9352886,1196608,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2008,7.637,1.10e+07,843407.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2009,8.922,9968025,889347.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2010,9.513,1.20e+07,1140757,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2011,8.478,1.46e+07,1236853,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2012,8.583,1.62e+07,1391270,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2013,6.478,1.66e+07,1078452,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2014,6.853,1.72e+07,1180676,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2015,7.731,1.67e+07,1292057,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2016,18.094,1.75e+07,3169098,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2017,24.015,1.89e+07,4533114,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2018,34.493,2.04e+07,7034338,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2019,40.882,2.14e+07,8753057,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2020,45.967,2.02e+07,9264346,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2021,55.134,2.52e+07,1.39e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2022,48.085,3.20e+07,1.54e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2023,48.61884,3.36e+07,1.64e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2024,45.66984,3.61e+07,1.65e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2025,50.39083,3.88e+07,1.95e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2026,53.91582,4.16e+07,2.25e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2027,57.08681,4.45e+07,2.54e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2028,59.7908,4.75e+07,2.84e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
DZA,2029,62.34978,5.07e+07,3.16e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1939,9.9724,102.1368,10.18549,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1940,9.008439,113.4853,10.22325,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1941,10.76423,113.4853,12.21581,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1942,8.411702,147.5309,12.40986,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1943,6.506733,204.2736,13.29154,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1944,4.900132,261.0162,12.79014,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1945,7.137897,340.4559,24.30139,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1946,6.770674,431.2442,29.19814,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1947,15.19385,544.7295,82.7654,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1948,11.87737,703.6089,83.57023,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1949,11.88884,703.6089,83.65096,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1950,10.97079,817.0942,89.64167,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1951,11.30358,875.2889,98.93902,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1952,10.33962,996.0729,102.9902,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1953,8.537935,1054.772,90.05573,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1954,8.951061,1171.605,104.8711,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1955,7.160849,1243.624,89.05401,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1956,10.97079,1267.781,139.0855,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1957,10.23634,1353.684,138.5677,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1958,11.38391,1398.95,159.2552,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1959,9.778598,1463.518,143.1116,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1960,16.29552,1588.366,258.8325,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1961,18.61362,1689.396,314.4576,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1962,18.43,1803.632,332.4095,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1963,18.13164,1962.796,355.8871,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1964,21.73501,2185.062,474.9234,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1965,22.95144,2339.033,536.8417,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1966,25.22363,2442.572,616.1054,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1967,24.12196,2535.654,611.6495,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1968,28.2647,2556.129,722.4821,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1969,32.87793,3153.718,1036.877,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1970,35.34274,2798.598,989.1011,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1971,23.98425,2689.986,645.1731,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1972,26.704,3091.27,825.4927,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1973,21.82682,3900.13,851.2744,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1974,16.7775,6470.75,1085.63,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1975,17.29391,7708.141,1333.039,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1976,17.21358,9044.61,1556.901,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1977,21.78091,11055.22,2407.929,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1978,34.08289,11806.45,4023.979,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1979,32.3271,14361.49,4642.652,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1980,27.49582,18253.79,5019.029,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1981,33.71566,22115.45,7456.372,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1982,31.17953,20059.81,6254.555,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1983,60.83279,17256.55,10497.64,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1984,64.96405,16943.15,11006.96,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1985,61.71642,17304.17,10679.51,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1986,89.61388,14981.73,13425.71,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1987,101.8011,13419.72,13661.43,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1988,114.5851,12251.6,14038.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1989,115.4343,13247.37,15292.01,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1990,115.6982,14949.43,17296.22,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1991,104.3143,16437.65,17146.81,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1992,93.98615,17390.51,16344.67,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1993,106.4143,18334.69,19510.74,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1994,90.62376,22117.65,20043.84,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1995,70.52977,23898.13,16855.29,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1996,69.27969,24796.94,17179.24,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1997,61.47704,27552.82,16938.66,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1998,70.28122,27192.3,19111.08,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,1999,105.1768,19023.35,20008.16,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2000,92.15865,17530.69,16156.04,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2001,63.803,23127.05,14755.75,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2002,55.043,27054.2,14891.44,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2003,47.198,30965.21,14614.96,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2004,40.2,35194.95,14148.37,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2005,35.758,40278.85,14402.91,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2006,33.094,45690.76,15120.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2007,29.648,49848.73,14779.15,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2008,24.873,61139.44,15207.21,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2009,19.667,60094.98,11818.88,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2010,18.436,68151.33,12564.38,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2011,18.607,78986.65,14697.05,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2012,19.341,87735.05,16968.84,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2013,23.426,96570.34,22622.57,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2014,28.163,102717.8,28928.41,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2015,36.438,97209.55,35421.22,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2016,46.066,97671.43,44993.32,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2017,47.391,104467.5,49508.18,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2018,49.505,107479,53207.46,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2019,52.064,107595.8,56018.69,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2020,63.551,95865.48,60923.47,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2021,61.609,107435.1,66189.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2022,56.98,116586.1,66430.75,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2023,55.3476,118844.8,65777.76,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2024,56.47958,122306.8,69078.36,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2025,56.50758,126570.5,71521.94,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2026,55.72159,130623.7,72785.63,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2027,54.3906,135787,73855.34,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2028,52.41561,141285.6,74055.71,Derived using data on general government debt to GDP and central government and the spliced GDP.
ECU,2029,49.91763,147052.2,73404.96,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1886,335.6234,28.35157,95.15452,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1887,293.1247,32.57549,95.4868,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1888,294.6817,32.848,96.79704,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1889,283.0013,33.93804,96.0451,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1890,277.7196,35.98187,99.9287,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1891,266.1364,37.53308,99.88918,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1892,260.3765,38.34014,99.8287,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1893,251.6453,38.92708,97.95818,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1894,270.5583,36.17053,97.86237,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1895,242.7418,39.92279,96.90929,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1896,212.1707,45.58263,96.71297,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1897,223.5904,43.25581,96.71583,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1898,197.493,48.70602,96.19098,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1899,181.0981,53.18148,96.31062,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1900,161.0389,60.98995,98.21752,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1901,162.2158,61.81796,100.2785,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1902,155.724,65.70648,102.3208,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1903,139.4463,73.2634,102.1631,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1904,127.1406,80.18098,101.9426,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1905,115.4427,85.67311,98.90339,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1906,101.1839,95.88178,97.01695,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1907,95.06793,102.5583,97.50005,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1908,94.48817,102.2858,96.64795,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1909,92.56005,103.7951,96.07277,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1910,85.3294,112.2429,95.77618,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1911,85.12284,112.2429,95.54433,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1912,86.2198,110.5659,95.3297,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1913,82.40259,115.0518,94.80569,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1914,88.32677,111.4463,98.43694,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1915,83.98804,117.3996,98.60165,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1916,71.06359,139.7979,99.34541,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1917,57.16349,174.281,99.62508,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1918,47.21113,211.4158,99.81178,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1919,42.65428,234.9774,100.2279,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1920,38.84674,253.33,98.41045,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1921,45.71278,213.5434,97.61664,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1922,48.25586,204.1418,98.5104,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1923,49.54082,199.855,99.00982,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1924,55.24939,209.4243,115.7057,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1925,53.30688,218.1866,116.3085,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1926,54.0809,211.6778,114.4773,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1927,55.31018,206.1018,113.9953,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1928,53.88229,208.9003,112.5602,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1929,47.14066,209.1833,98.61037,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1930,49.06324,198.9851,97.62853,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1931,51.17249,189.2586,96.84831,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1932,51.36848,187.3719,96.25011,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1933,51.71379,184.4163,95.36864,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1934,51.97512,188.7764,98.11677,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1935,48.92324,198.765,97.24228,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1936,47.56997,202.3286,96.24765,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1937,46.57135,203.7331,94.88123,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1938,46.03937,203.775,93.81672,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1939,46.03937,201.8569,92.93366,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1940,40.70093,223.9932,91.16731,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1941,32.1893,281.1365,90.49587,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1942,27.36417,363.8644,99.56847,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1943,20.01915,489.2193,97.93752,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1944,15.78199,578.7809,91.34317,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1945,14.26073,631.2077,90.01479,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1946,,,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1947,,,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1948,,,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1949,,,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1950,,1007.335,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1951,,1064.711,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1952,,992.42,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1953,,1050.043,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1954,17.04194,1108.775,188.9568,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1955,19.35651,1165.126,225.5276,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1956,25.66557,1215.07,311.8546,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1957,25.18959,1292.706,325.6273,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1958,,1355.082,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1959,23.55633,1476.328,347.7687,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1960,33.38391,1562.619,521.6633,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1961,37.68639,1642.915,619.1556,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1962,39.161,1767.95,692.3469,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1963,,1884.983,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1964,,2013.902,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1965,,2379.376,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1966,,2898.378,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1967,,3058.029,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1968,,3071.438,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1969,,3348.744,,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1970,47.12821,3540.354,1668.505,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1971,49.20637,3751.844,1846.146,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1972,48.77714,4011.728,1956.806,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1973,51.32626,3816.173,1958.699,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1974,50.64219,4435.003,2245.983,Derived using data on general government debt to GDP and central government and the spliced GDP.
