ISO3,year,govdebt_GDP,nGDP,govdebt,source
ABW,1995,55.095,2477.24,1364.835,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,1996,54.771,2588.317,1417.647,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,1997,51.068,2873.346,1467.361,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,1998,41.039,3123.795,1281.974,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,1999,39.288,3231.53,1269.603,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2000,38.613,3353.48,1294.879,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2001,44.326,3394.658,1504.716,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2002,47.079,3511.7,1653.273,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2003,40.848,3658.96,1494.612,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2004,42.543,4036.147,1717.098,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2005,45.093,4224.43,1904.922,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2006,45.518,4420.91,2012.31,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2007,44.558,4792.98,2135.656,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2008,40.31,5089.01,2051.38,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2009,48.785,4571.29,2230.104,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2010,54.662,4391.94,2400.722,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2011,59.347,4721.77,2802.229,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2012,65.533,4681.22,3067.744,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2013,70.032,4882.85,3419.557,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2014,77.709,4995.62,3882.046,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2015,74.177,5303.6,3934.052,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2016,75.387,5340.71,4026.201,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2017,75.825,5535.45,4197.255,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2018,73.31,5864.37,4299.169,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2019,71.053,6078.48,4318.942,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2020,112.339,4442.524,4990.688,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2021,101.816,5243.709,5338.936,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2022,90.079,5870.025,5287.66,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2023,78.68061,6530.946,5138.588,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2024,70.88765,7264.85,5149.881,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2025,66.33067,7583.199,5029.987,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2026,62.44769,7851.985,4903.384,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2027,58.93271,8122.678,4786.914,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2028,55.63372,8400.995,4673.787,Derived using data on general government debt to GDP and central government and the spliced GDP.
ABW,2029,52.59274,8688.844,4569.701,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2002,345.977,202531,700710.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2003,270.602,238878.5,646410.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2004,244.967,263344.1,645106.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2005,206.356,320476.5,661322.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2006,22.985,364100.1,83688.41,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2007,20.137,499587,100601.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2008,19.057,517377.4,98596.61,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2009,16.247,600457.8,97556.38,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2010,7.697,703502.6,54148.59,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2011,7.501,837851.3,62847.23,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2012,6.759,1007959,68127.94,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2013,6.904,1102256,76099.78,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2014,8.7,1116353,97122.68,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2015,9.154,1143357,104662.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2016,8.437,1236815,104350.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2017,7.998,1294845,103561.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2018,7.384,1359225,100365.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2019,6.35,1505967,95628.93,Derived using data on general government debt to GDP and central government and the spliced GDP.
AFG,2020,7.797,1534966,119681.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,1995,138.101,18.26765,25.22782,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,1996,91.99272,1117.154,1027.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,1997,73.46271,2342.345,1720.75,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,1998,96.34131,3385.27,3261.413,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,1999,104.8277,22959.67,24068.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2000,118.243,122568.5,144928.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2001,100.221,263560.6,264143.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2002,65.107,665385,433212.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2003,50.76,1328940,674569.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2004,41.627,1967570,819040.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2005,29.886,3222350,963031.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2006,16.726,4209762,704124.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2007,18.804,5006335,941391.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2008,28.122,6643353,1868244,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2009,48.448,5577341,2702110,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2010,32.594,7701652,2510277,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2011,26.318,1.05e+07,2763638,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2012,23.805,1.22e+07,2910150,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2013,29.473,1.32e+07,3888964,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2014,35.274,1.43e+07,5052598,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2015,50.386,1.40e+07,7028994,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2016,66.67,1.65e+07,1.10e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2017,60.492,2.03e+07,1.23e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2018,82.541,2.56e+07,2.12e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2019,101.373,3.03e+07,3.07e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2020,119.145,3.17e+07,3.78e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2021,74.292,4.41e+07,3.28e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2022,56.10804,5.22e+07,2.93e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2023,73.68198,6.20e+07,4.57e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2024,59.28299,8.07e+07,4.78e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2025,52.08499,9.94e+07,5.18e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2026,44.76899,1.18e+08,5.28e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2027,38.60099,1.36e+08,5.25e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2028,34.97399,1.56e+08,5.45e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AGO,2029,32.71599,1.79e+08,5.86e+07,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2000,9.13,410.693,37.49627,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2001,10.56,420.9641,44.45382,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2002,12.25,423.1012,51.82989,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2003,11.68,460.5411,53.79121,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2004,15.99,544.1625,87.01159,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2005,17.45,617.7886,107.8041,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2006,14.04,765.0447,107.4123,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2007,14.04,957.2799,134.4021,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2008,15.4,960.6457,147.9394,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2009,25.1,765.4584,192.1301,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2010,32.5,720.9688,234.3149,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2011,29.21,790.2328,230.827,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2012,30.94,773.9076,239.447,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2013,30.42,773.5588,235.3166,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2014,24.11,853.6184,205.8074,Derived using data on general government debt to GDP and central government and the spliced GDP.
AIA,2015,22.15,891.9136,197.5589,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1994,34.58765,216090.8,74740.73,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1995,41.22959,269295.2,111029.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1996,48.7152,338000.3,164657.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1997,72.194,336480.8,242919,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1998,71.184,393070,279802.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,1999,68.183,453512.3,309218.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2000,63.769,516206.8,329179.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2001,60.613,583125.1,353449.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2002,64.097,633932.6,406331.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2003,60.245,700711.6,422143.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2004,57.474,760444.8,437058,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2005,58.203,824594.6,479938.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2006,56.688,897697.7,508886.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2007,53.55,1005281,538328.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2008,55.14,1112317,613331.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2009,59.666,1171607,699050.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2010,57.72,1256235,725099,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2011,59.413,1308998,777714.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2012,62.144,1324877,823331.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2013,70.391,1352247,951860,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2014,71.992,1402496,1009685,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2015,73.716,1444802,1065050,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2016,73.324,1488303,1091284,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2017,71.895,1579056,1135262,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2018,69.472,1660820,1153805,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2019,67.368,1712037,1153365,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2020,75.772,1655985,1254773,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2021,75.218,1866672,1404073,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2022,65.54575,2149742,1409064,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2023,59.81147,2364276,1414108,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2024,58.29546,2517820,1467775,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2025,56.96745,2668823,1520360,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2026,56.20244,2831995,1591651,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2027,55.45644,3015590,1672339,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2028,54.61643,3212191,1754384,Derived using data on general government debt to GDP and central government and the spliced GDP.
ALB,2029,53.69742,3422070,1837563,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2001,15.774,1728.691,272.6837,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2002,15.266,1865.833,284.8381,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2003,15.163,2092.49,317.2842,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2004,15.105,2331.566,352.183,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2005,14.76,2540.884,375.0344,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2006,17.165,2755.127,472.9176,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2007,20.872,2887.768,602.7349,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2008,27.749,2789.261,773.9921,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2009,33.512,2644.839,886.3383,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2010,35.02,2602.312,911.3297,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2011,36.493,2607.221,951.4532,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2012,41.532,2481.846,1030.76,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2013,42.533,2404.538,1022.722,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2014,42.025,2462.69,1034.946,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2015,40.955,2514.508,1029.817,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2016,39.773,2616.862,1040.804,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2017,37.854,2655.758,1005.311,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2018,36.344,2725.27,990.472,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2019,35.365,2818.422,996.7351,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2020,46.353,2531.087,1173.235,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2021,48.614,2810.965,1366.523,Derived using data on general government debt to GDP and central government and the spliced GDP.
AND,2022,38.915,3210.31,1249.292,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1980,43.06635,1698.208,731.3562,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1981,39.33088,1955.691,769.1904,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1982,34.62212,2091.242,724.0325,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1983,39.56345,2080.782,823.2289,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1984,38.5049,2101.703,809.2586,Derived using data on general government debt to GDP and central government and the spliced GDP.
ANT,1985,35.96549,2141.802,770.3094,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1973,.749365,17054.82,127.8028,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1974,1.155707,46593.84,538.4881,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1975,1.854354,59075.06,1095.461,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1976,3.307124,76943.77,2544.625,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1977,3.804993,98350.25,3742.22,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1978,3.612234,93243.65,3368.179,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1979,3.860047,120703.7,4659.218,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1980,2.596167,163750.3,4251.229,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1981,2.387229,183469.9,4379.847,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1982,2.631481,173388.7,4562.69,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1983,3.230878,159184.6,5143.061,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1984,3.621274,155482.6,5630.451,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1985,4.058427,151003.8,6128.381,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1986,5.586663,126235.2,7052.338,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1987,5.511879,135314.1,7458.352,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1988,5.840014,134908.1,7878.649,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1989,5.420835,154207.1,8359.313,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1990,4.486554,188557.1,8459.716,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1991,4.973335,191720.8,9534.916,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1992,5.313056,201714.1,10717.18,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1993,6.011347,206868.9,12435.61,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1994,5.583848,220554.2,12315.41,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1995,5.062284,244498.8,12377.22,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1996,3.48288,273609.4,9529.488,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1997,2.859139,293199.8,8382.989,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1998,4.183248,281546.1,11777.77,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,1999,4.727,314178.6,14851.22,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2000,3.12,388186.8,12111.43,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2001,2.69,384370.3,10339.56,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2002,3.427,408570.4,14001.71,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2003,3.332,462629.8,15414.82,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2004,4.08,549979.1,22439.15,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2005,4.482,671985.6,30118.39,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2006,5.052,826382.6,41748.85,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2007,8.892,959575.3,85325.43,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2008,8.949,1187600,106278.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2009,21.136,965761.2,204123.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2010,18.799,1102444,207248.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2011,20.862,1325158,276454.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2012,20.657,1412481,291776.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2013,15.611,1469803,229450.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2014,13.819,1520802,210159.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2015,16.104,1359837,218988.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2016,19.267,1356090,261277.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2017,21.864,1434173,313567.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2018,21.329,1568339,334511.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2019,26.801,1535067,411413.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2020,41.294,1283440,529983.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2021,36.291,1524744,553344.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2022,32.057,1846283,591862.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2023,32.43619,1888144,612442,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2024,31.42418,1995455,627055.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2025,31.28418,2081540,651192.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2026,30.74818,2203056,677399.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2027,30.23618,2330998,704804.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2028,29.86817,2465774,736481.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARE,2029,29.44217,2609172,768196.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1824,29.0451,1.93e-12,5.61e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1825,28.02847,2.03e-12,5.69e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1826,54.0506,2.16e-12,1.17e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1827,425.6331,2.02e-12,8.58e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1828,91.96811,2.01e-12,1.85e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1829,26.12454,2.38e-12,6.22e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1830,25.65541,3.23e-12,8.28e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1831,26.0753,2.83e-12,7.38e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1832,25.51752,3.09e-12,7.87e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1833,24.29182,3.53e-12,8.58e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1834,24.27157,3.24e-12,7.88e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1835,24.58874,3.97e-12,9.77e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1836,23.68231,3.73e-12,8.82e-13,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1837,25.14386,4.07e-12,1.02e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1838,26.79436,7.50e-12,2.01e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1839,32.5765,1.05e-11,3.41e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1840,43.55468,1.39e-11,6.04e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1841,24.50094,8.71e-12,2.13e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1842,16.10766,9.94e-12,1.60e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1843,14.21137,1.01e-11,1.44e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1844,17.3397,1.02e-11,1.77e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1845,18.06772,1.23e-11,2.22e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1846,55.9548,1.27e-11,7.10e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1847,25.47968,1.39e-11,3.54e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1848,18.0415,1.36e-11,2.45e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1849,9.613947,1.31e-11,1.26e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1850,12.44154,1.27e-11,1.58e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1851,11.12758,1.27e-11,1.42e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1852,13.39056,9.97e-12,1.34e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1853,16.73092,1.02e-11,1.71e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1854,10.5108,1.01e-11,1.07e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1855,12.34209,1.13e-11,1.40e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1856,8.815479,1.66e-11,1.46e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1857,6.002816,2.10e-11,1.26e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1858,21.66912,1.96e-11,4.25e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1859,16.66197,2.11e-11,3.51e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1860,12.87905,2.03e-11,2.61e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1861,16.41139,2.20e-11,3.62e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1862,20.81317,2.43e-11,5.07e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1863,16.91416,2.79e-11,4.73e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1864,5.176359,3.18e-11,1.64e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1865,5.491586,2.96e-11,1.62e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1866,8.100505,2.64e-11,2.14e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1867,10.70942,2.40e-11,2.57e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1868,14.23499,2.46e-11,3.50e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1869,13.61283,2.55e-11,3.47e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1870,15.37976,2.69e-11,4.14e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1871,27.22566,2.69e-11,7.33e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1872,23.75816,2.92e-11,6.95e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1873,22.09077,3.08e-11,6.80e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1874,21.82532,3.06e-11,6.69e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1875,22.0493,3.25e-11,7.17e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1876,23.59225,3.62e-11,8.54e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1877,19.38646,4.35e-11,8.44e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1878,19.73487,4.51e-11,8.89e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1879,19.18737,4.51e-11,8.66e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1880,21.46032,4.25e-11,9.12e-12,Derived using data on general government debt to GDP and central government and the spliced GDP.
ARG,1881,24.18123,4.15e-11,1.00e-11,Derived using data on general government debt to GDP and central government and the spliced GDP.
