ISO3,year,source,CA,USDfx,CA_USD
ABW,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-37.35852,1.79,-20.87068
ABW,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-45.19195,1.79,-25.2469
ABW,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-88.69209,1.79,-49.54865
ABW,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-93.5061,1.79,-52.23805
ABW,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-316.783,1.79,-176.9738
ABW,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-419.6063,1.79,-234.4169
ABW,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,87.70055,1.79,48.99472
ABW,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,83.55861,1.79,46.68079
ABW,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,162.3463,1.79,90.69627
ABW,1995,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.5239508,1.79,-.2927099
ABW,1996,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-129.6254,1.79,-72.41645
ABW,1997,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-367.2896,1.79,-205.1897
ABW,1998,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-35.2095,1.79,-19.67011
ABW,1999,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-816.8624,1.79,-456.3477
ABW,2000,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,370.79,1.79,207.1453
ABW,2001,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,552.68,1.79,308.7598
ABW,2002,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-609.05,1.79,-340.2514
ABW,2003,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-296.34,1.79,-165.5531
ABW,2004,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,484.89,1.79,270.8883
ABW,2005,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,187.8846,1.79,104.9635
ABW,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,555.8946,1.79,310.5556
ABW,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,462.3002,1.79,258.2682
ABW,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,.1999998,1.79,.1117318
ABW,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,307.3,1.79,171.676
ABW,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-823.6002,1.79,-460.1118
ABW,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-466.4002,1.79,-260.5588
ABW,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,162.5999,1.79,90.83794
ABW,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-576.8213,1.79,-322.2466
ABW,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-232.7248,1.79,-130.0139
ABW,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,211.8333,1.79,118.3427
ABW,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,252.7103,1.79,141.179
ABW,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,61.98574,1.79,34.62891
ABW,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-34.67992,1.79,-19.37426
ABW,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,154.0167,1.79,86.04284
ABW,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-568.8478,1.79,-317.7921
ABW,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,144.2607,1.79,80.59257
ABW,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,407.1463,1.79,227.456
ABW,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,331.2511,1.79,185.0565
ABW,2024,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,452.0916,1.79,252.5651
ABW,2025,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,441.2664,1.789876,246.5346
ABW,2026,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,435.7067,1.790091,243.3991
ABW,2027,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,387.9391,1.78996,216.7306
ABW,2028,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,328.4789,1.790008,183.5069
ABW,2029,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,259.8833,1.789908,145.1937
AFG,1979,Derived using data on CA from Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP and the spliced USD exchange rate,-4.355583,33.84616,-.1286876
AFG,1980,Derived using data on CA from Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP and the spliced USD exchange rate,2.365323,34.36946,.0688205
AFG,1981,Derived using data on CA from Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP and the spliced USD exchange rate,-10.18296,38.56166,-.2640696
AFG,1982,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1983,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1984,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1985,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1986,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1987,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1988,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1989,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1990,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1991,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1992,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1993,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,39.27643,
AFG,1994,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,38.81846,
AFG,1995,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,36.56715,
AFG,1996,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,47.5,
AFG,1997,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,47.5,
AFG,1998,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,47.5,
AFG,1999,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,46.61953,
AFG,2000,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,47.35757,
AFG,2001,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,,47.50002,
AFG,2002,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,7339.946,47.263,155.3
AFG,2003,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,18411.23,48.76275,377.5674
AFG,2004,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,20843.29,47.84531,435.6391
AFG,2005,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,19261.98,49.4946,389.1735
AFG,2006,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,10660.01,49.92533,213.5191
AFG,2007,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,23053.94,49.96202,461.4294
AFG,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-12199.71,50.24961,-242.7822
AFG,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,13426.35,50.325,266.7929
AFG,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-25630.81,46.45246,-551.7642
AFG,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-105733,46.74701,-2261.813
AFG,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-260765.8,50.9214,-5120.948
AFG,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-278761.3,55.3775,-5033.836
AFG,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-176075.8,57.2475,-3075.695
AFG,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-250539.8,61.14346,-4097.573
AFG,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-184906.3,67.86609,-2724.576
AFG,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-245450.3,68.0269,-3608.135
AFG,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-293392.4,72.08324,-4070.188
AFG,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-303760.6,77.73795,-3907.494
AFG,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-241270.5,76.81354,-3140.99
AFG,2021,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,-196158.1,82.52611,-2376.922
AFG,2022,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,-164364.5,90.54264,-1815.327
AFG,2023,Derived using data on CA from Derived using data on current account balance to GDP from ADB and the spliced GDP and the spliced USD exchange rate,-362220.3,82.67624,-4381.19
AGO,1980,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP and the spliced USD exchange rate,1.71e-06,2.99e-08,57.25752
AGO,1981,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP and the spliced USD exchange rate,-4.48e-06,2.99e-08,-149.8997
AGO,1982,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP and the spliced USD exchange rate,-.0000121,2.99e-08,-404.8829
AGO,1983,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP and the spliced USD exchange rate,-8.82e-06,2.99e-08,-294.9766
AGO,1984,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP and the spliced USD exchange rate,-4.18e-06,2.99e-08,-139.8435
AGO,1985,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,7.05e-06,2.99e-08,235.6923
AGO,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.000011,2.99e-08,-366.8058
AGO,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,.0000163,2.99e-08,545.519
AGO,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.000017,2.99e-08,-568.7708
AGO,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-4.79e-06,2.99e-08,-160.1137
AGO,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-8.58e-06,2.99e-08,-286.868
AGO,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0000488,5.51e-08,-884.8726
AGO,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0004133,2.51e-07,-1643.989
AGO,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0041518,2.66e-06,-1560.695
AGO,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0631564,.0000595,-1061.184
AGO,1995,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.9731107,.0027502,-353.8289
AGO,1996,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,484.8315,.1280292,3786.883
AGO,1997,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-270.5874,.2290401,-1181.398
AGO,1998,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-971.4915,.3928235,-2473.099
AGO,1999,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-6382.405,2.790706,-2287.021
AGO,2000,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,10681.92,10.04054,1063.879
AGO,2001,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-42203.83,22.05786,-1913.324
AGO,2002,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-5768.987,43.5302,-132.5284
AGO,2003,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-47008.38,74.6063,-630.0859
AGO,2004,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,49647.52,83.54136,594.2867
AGO,2005,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,399937.3,87.15914,4588.586
AGO,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,767242.7,80.36807,9546.61
AGO,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,725285.7,76.70615,9455.379
AGO,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,483791,75.03336,6447.679
AGO,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-516854.4,79.32816,-6515.396
AGO,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,605024.7,91.90572,6583.101
AGO,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1094378,93.93475,11650.41
AGO,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1178550,95.46796,12344.98
AGO,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,722053.8,96.51828,7481.005
AGO,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-349814,98.30241,-3558.55
AGO,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1397551,120.0607,-11640.37
AGO,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-852707.7,163.6564,-5210.353
AGO,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-151976.9,165.916,-915.987
AGO,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,2119385,252.8557,8381.796
AGO,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1930024,364.8258,5290.262
AGO,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,469657,578.2588,812.1917
AGO,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,4660202,631.442,7380.254
AGO,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,4678178,460.5675,10157.42
AGO,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,2422328,685.0203,3536.141
AGO,2024,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,5042412,869.8462,5796.9
AGO,2025,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,1532257,1033.824,1482.126
AGO,2026,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,1547622,1170.313,1322.401
AGO,2027,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,1754498,1258.678,1393.922
AGO,2028,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,1750485,1357.476,1289.515
AGO,2029,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,1907086,1464.037,1302.622
ALB,1980,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,184.5567,7,26.36525
ALB,1981,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,468.5942,7,66.94203
ALB,1982,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-695.6109,7,-99.37299
ALB,1983,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-398.8565,7,-56.9795
ALB,1984,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-292.6146,7,-41.80208
ALB,1985,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-379.0485,7,-54.14978
ALB,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-31.08324,7,-4.440464
ALB,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,50.51028,7,7.215755
ALB,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-263.2362,6.67,-39.4657
ALB,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-381.7412,6.13,-62.27425
ALB,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1149.04,7.745833,-148.343
ALB,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2937.192,16.24583,-180.7966
ALB,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-4618.68,75.0325,-61.55573
ALB,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1846.346,102.0625,18.09035
ALB,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-18071.22,94.62334,-190.9806
ALB,1995,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1066.023,92.6975,-11.50002
ALB,1996,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-11212.73,104.4989,-107.3
ALB,1997,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-39936.51,148.9329,-268.151
ALB,1998,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-9835.981,150.6171,-65.30455
ALB,1999,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-21460.74,137.3497,-156.2489
ALB,2000,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-22508.45,143.8199,-156.5044
ALB,2001,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-31231.68,143.559,-217.5529
ALB,2002,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-57218.17,140.1912,-408.1438
ALB,2003,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-49133.73,121.8555,-403.2132
ALB,2004,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-36748.42,102.7803,-357.5434
ALB,2005,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-57073.39,99.86993,-571.4772
ALB,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-65817.97,98.10376,-670.9016
ALB,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-104065.6,90.42789,-1150.813
ALB,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-168893.8,83.89858,-2013.071
ALB,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-175942.9,94.97861,-1852.448
ALB,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-140896.4,103.937,-1355.594
ALB,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-168211,100.895,-1667.188
ALB,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-135949.1,108.184,-1256.647
ALB,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-125206.4,105.6687,-1184.897
ALB,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-150349.7,105.4792,-1425.396
ALB,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-123420.4,125.9608,-979.8315
ALB,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-111773.3,124.1409,-900.3748
ALB,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-116984.2,119.0995,-982.2398
ALB,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-109741.4,107.9879,-1016.238
ALB,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-133892.3,109.8508,-1218.856
ALB,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-142829.4,108.6494,-1314.59
ALB,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-141790.8,103.5184,-1369.716
ALB,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-126242.2,113.0434,-1116.759
ALB,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-28352.79,100.5974,-281.8442
ALB,2024,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-60315.54,93.09167,-647.9155
ALB,2025,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-26421.35,92.6119,-285.2911
ALB,2026,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-33615.79,91.96022,-365.547
ALB,2027,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-21229.75,91.96412,-230.8482
ALB,2028,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-24637.51,91.98216,-267.8509
ALB,2029,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-20600.86,91.98843,-223.9505
AND,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,507.611,.8932763,568.2576
AND,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,392.9873,.8149295,482.2347
AND,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,422.2575,.8829243,478.2489
AND,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,373.7908,.9375586,398.6852
AND,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,497.829,.9049774,550.1011
AND,2024,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,599.5184,.9625565,622.8397
AND,2025,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,672.1353,.9277819,724.454
AND,2026,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,703.0085,.9249882,760.019
