ISO3,year,CA_GDP,source,nGDP,CA
ABW,1986,-4.600551,Derived using data on current account balance to GDP from WDI and the spliced GDP,812.0444,-37.35852
ABW,1987,-4.62772,Derived using data on current account balance to GDP from WDI and the spliced GDP,976.5489,-45.19195
ABW,1988,-7.425094,Derived using data on current account balance to GDP from WDI and the spliced GDP,1194.491,-88.69209
ABW,1989,-6.714859,Derived using data on current account balance to GDP from WDI and the spliced GDP,1392.525,-93.5061
ABW,1990,-20.67933,Derived using data on current account balance to GDP from WDI and the spliced GDP,1531.882,-316.783
ABW,1991,-24.02306,Derived using data on current account balance to GDP from WDI and the spliced GDP,1746.681,-419.6063
ABW,1992,4.568765,Derived using data on current account balance to GDP from WDI and the spliced GDP,1919.568,87.70055
ABW,1993,3.852501,Derived using data on current account balance to GDP from WDI and the spliced GDP,2168.944,83.55861
ABW,1994,6.506726,Derived using data on current account balance to GDP from WDI and the spliced GDP,2495.054,162.3463
ABW,1995,-.0211506,Derived using data on current account balance to GDP from WDI and the spliced GDP,2477.24,-.5239508
ABW,1996,-5.008097,Derived using data on current account balance to GDP from WDI and the spliced GDP,2588.317,-129.6254
ABW,1997,-12.78264,Derived using data on current account balance to GDP from WDI and the spliced GDP,2873.346,-367.2896
ABW,1998,-1.127138,Derived using data on current account balance to GDP from WDI and the spliced GDP,3123.795,-35.2095
ABW,1999,-25.27789,Derived using data on current account balance to GDP from WDI and the spliced GDP,3231.53,-816.8624
ABW,2000,11.05687,Derived using data on current account balance to GDP from WDI and the spliced GDP,3353.48,370.79
ABW,2001,16.28087,Derived using data on current account balance to GDP from WDI and the spliced GDP,3394.658,552.68
ABW,2002,-17.34345,Derived using data on current account balance to GDP from WDI and the spliced GDP,3511.7,-609.05
ABW,2003,-8.099023,Derived using data on current account balance to GDP from WDI and the spliced GDP,3658.96,-296.34
ABW,2004,12.01369,Derived using data on current account balance to GDP from WDI and the spliced GDP,4036.147,484.89
ABW,2005,4.447573,Derived using data on current account balance to GDP from WDI and the spliced GDP,4224.43,187.8846
ABW,2006,12.57421,Derived using data on current account balance to GDP from WDI and the spliced GDP,4420.91,555.8946
ABW,2007,9.64536,Derived using data on current account balance to GDP from WDI and the spliced GDP,4792.98,462.3002
ABW,2008,.00393,Derived using data on current account balance to GDP from WDI and the spliced GDP,5089.01,.1999998
ABW,2009,6.722391,Derived using data on current account balance to GDP from WDI and the spliced GDP,4571.29,307.3
ABW,2010,-18.75254,Derived using data on current account balance to GDP from WDI and the spliced GDP,4391.94,-823.6002
ABW,2011,-9.877656,Derived using data on current account balance to GDP from WDI and the spliced GDP,4721.77,-466.4002
ABW,2012,3.473451,Derived using data on current account balance to GDP from WDI and the spliced GDP,4681.22,162.5999
ABW,2013,-11.81321,Derived using data on current account balance to GDP from WDI and the spliced GDP,4882.85,-576.8213
ABW,2014,-4.658577,Derived using data on current account balance to GDP from WDI and the spliced GDP,4995.62,-232.7248
ABW,2015,3.994143,Derived using data on current account balance to GDP from WDI and the spliced GDP,5303.6,211.8333
ABW,2016,4.731774,Derived using data on current account balance to GDP from WDI and the spliced GDP,5340.71,252.7103
ABW,2017,1.119796,Derived using data on current account balance to GDP from WDI and the spliced GDP,5535.45,61.98574
ABW,2018,-.5913665,Derived using data on current account balance to GDP from WDI and the spliced GDP,5864.37,-34.67992
ABW,2019,2.533803,Derived using data on current account balance to GDP from WDI and the spliced GDP,6078.48,154.0167
ABW,2020,-12.80461,Derived using data on current account balance to GDP from WDI and the spliced GDP,4442.524,-568.8478
ABW,2021,2.751119,Derived using data on current account balance to GDP from WDI and the spliced GDP,5243.709,144.2607
ABW,2022,6.936023,Derived using data on current account balance to GDP from WDI and the spliced GDP,5870.025,407.1463
ABW,2023,5.072024,Derived using data on current account balance to GDP from WDI and the spliced GDP,6530.946,331.2511
ABW,2024,6.223,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7264.85,452.0916
ABW,2025,5.819,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7583.199,441.2664
ABW,2026,5.549,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7851.985,435.7067
ABW,2027,4.776,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8122.678,387.9391
ABW,2028,3.91,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8400.995,328.4789
ABW,2029,2.991,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8688.844,259.8833
AFG,1979,-2.693391,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,161.7137,-4.355583
AFG,1980,1.471831,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,160.7062,2.365323
AFG,1981,-5.915854,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,172.1301,-10.18296
AFG,1982,,Derived using data on current account balance to GDP from ADB and the spliced GDP,174.0062,
AFG,1983,,Derived using data on current account balance to GDP from ADB and the spliced GDP,172.0103,
AFG,1984,,Derived using data on current account balance to GDP from ADB and the spliced GDP,170.0372,
AFG,1985,,Derived using data on current account balance to GDP from ADB and the spliced GDP,168.0868,
AFG,1986,,Derived using data on current account balance to GDP from ADB and the spliced GDP,168.021,
AFG,1987,,Derived using data on current account balance to GDP from ADB and the spliced GDP,146.1064,
AFG,1988,,Derived using data on current account balance to GDP from ADB and the spliced GDP,134.8125,
AFG,1989,,Derived using data on current account balance to GDP from ADB and the spliced GDP,169.114,
AFG,1990,,Derived using data on current account balance to GDP from ADB and the spliced GDP,183.2515,
AFG,1991,,Derived using data on current account balance to GDP from ADB and the spliced GDP,169.0077,
AFG,1992,,Derived using data on current account balance to GDP from ADB and the spliced GDP,175.8134,
AFG,1993,,Derived using data on current account balance to GDP from ADB and the spliced GDP,134.8176,
AFG,1994,,Derived using data on current account balance to GDP from ADB and the spliced GDP,898.9163,
AFG,1995,,Derived using data on current account balance to GDP from ADB and the spliced GDP,2696.917,
AFG,1996,,Derived using data on current account balance to GDP from ADB and the spliced GDP,7810.969,
AFG,1997,,Derived using data on current account balance to GDP from ADB and the spliced GDP,9048.963,
AFG,1998,,Derived using data on current account balance to GDP from ADB and the spliced GDP,8736.033,
AFG,1999,,Derived using data on current account balance to GDP from ADB and the spliced GDP,126804.8,
AFG,2000,,Derived using data on current account balance to GDP from ADB and the spliced GDP,167260.8,
AFG,2001,,Derived using data on current account balance to GDP from ADB and the spliced GDP,171975,
AFG,2002,3.62411,Derived using data on current account balance to GDP from ADB and the spliced GDP,202531,7339.946
AFG,2003,7.70736,Derived using data on current account balance to GDP from ADB and the spliced GDP,238878.5,18411.23
AFG,2004,7.91485,Derived using data on current account balance to GDP from ADB and the spliced GDP,263344.1,20843.29
AFG,2005,6.01042,Derived using data on current account balance to GDP from ADB and the spliced GDP,320476.5,19261.98
AFG,2006,2.92777,Derived using data on current account balance to GDP from ADB and the spliced GDP,364100.1,10660.01
AFG,2007,4.6146,Derived using data on current account balance to GDP from ADB and the spliced GDP,499587,23053.94
AFG,2008,-2.357991,Derived using data on current account balance to GDP from WDI and the spliced GDP,517377.4,-12199.71
AFG,2009,2.236019,Derived using data on current account balance to GDP from WDI and the spliced GDP,600457.8,13426.35
AFG,2010,-3.643314,Derived using data on current account balance to GDP from WDI and the spliced GDP,703502.6,-25630.81
AFG,2011,-12.61954,Derived using data on current account balance to GDP from WDI and the spliced GDP,837851.3,-105733
AFG,2012,-25.87068,Derived using data on current account balance to GDP from WDI and the spliced GDP,1007959,-260765.8
AFG,2013,-25.29006,Derived using data on current account balance to GDP from WDI and the spliced GDP,1102256,-278761.3
AFG,2014,-15.77242,Derived using data on current account balance to GDP from WDI and the spliced GDP,1116353,-176075.8
AFG,2015,-21.91266,Derived using data on current account balance to GDP from WDI and the spliced GDP,1143357,-250539.8
AFG,2016,-14.9502,Derived using data on current account balance to GDP from WDI and the spliced GDP,1236815,-184906.3
AFG,2017,-18.95596,Derived using data on current account balance to GDP from WDI and the spliced GDP,1294845,-245450.3
AFG,2018,-21.58527,Derived using data on current account balance to GDP from WDI and the spliced GDP,1359225,-293392.4
AFG,2019,-20.17046,Derived using data on current account balance to GDP from WDI and the spliced GDP,1505967,-303760.6
AFG,2020,-15.7183,Derived using data on current account balance to GDP from WDI and the spliced GDP,1534966,-241270.5
AFG,2021,-15.67795,Derived using data on current account balance to GDP from ADB and the spliced GDP,1251172,-196158.1
AFG,2022,-12.80655,Derived using data on current account balance to GDP from ADB and the spliced GDP,1283441,-164364.5
AFG,2023,-26.68732,Derived using data on current account balance to GDP from ADB and the spliced GDP,1357275,-362220.3
AGO,1980,.8,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,.000214,1.71e-06
AGO,1981,-2.241,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,.0002,-4.48e-06
AGO,1982,-6.053,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,.0002,-.0000121
AGO,1983,-4.22,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,.000209,-8.82e-06
AGO,1984,-1.892,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,.000221,-4.18e-06
AGO,1985,2.581392,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000273,7.05e-06
AGO,1986,-4.284177,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000256,-.000011
AGO,1987,5.529159,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000295,.0000163
AGO,1988,-5.347876,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000318,-.000017
AGO,1989,-1.293892,Derived using data on current account balance to GDP from WDI and the spliced GDP,.00037,-4.79e-06
AGO,1990,-2.097152,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000409,-8.58e-06
AGO,1991,-5.465973,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000892,-.0000488
AGO,1992,-8.844399,Derived using data on current account balance to GDP from WDI and the spliced GDP,.004673,-.0004133
AGO,1993,-11.58836,Derived using data on current account balance to GDP from WDI and the spliced GDP,.035827,-.0041518
AGO,1994,-7.656048,Derived using data on current account balance to GDP from WDI and the spliced GDP,.824921,-.0631564
AGO,1995,-5.326961,Derived using data on current account balance to GDP from WDI and the spliced GDP,18.26765,-.9731107
AGO,1996,43.39882,Derived using data on current account balance to GDP from WDI and the spliced GDP,1117.154,484.8315
AGO,1997,-11.55199,Derived using data on current account balance to GDP from WDI and the spliced GDP,2342.345,-270.5874
AGO,1998,-28.69761,Derived using data on current account balance to GDP from WDI and the spliced GDP,3385.27,-971.4915
AGO,1999,-27.79833,Derived using data on current account balance to GDP from WDI and the spliced GDP,22959.67,-6382.405
AGO,2000,8.715063,Derived using data on current account balance to GDP from WDI and the spliced GDP,122568.5,10681.92
AGO,2001,-16.01295,Derived using data on current account balance to GDP from WDI and the spliced GDP,263560.6,-42203.83
AGO,2002,-.8670149,Derived using data on current account balance to GDP from WDI and the spliced GDP,665385,-5768.987
AGO,2003,-3.537284,Derived using data on current account balance to GDP from WDI and the spliced GDP,1328940,-47008.38
AGO,2004,2.523291,Derived using data on current account balance to GDP from WDI and the spliced GDP,1967570,49647.52
AGO,2005,12.41135,Derived using data on current account balance to GDP from WDI and the spliced GDP,3222350,399937.3
AGO,2006,18.22532,Derived using data on current account balance to GDP from WDI and the spliced GDP,4209762,767242.7
AGO,2007,14.48736,Derived using data on current account balance to GDP from WDI and the spliced GDP,5006335,725285.7
AGO,2008,7.282331,Derived using data on current account balance to GDP from WDI and the spliced GDP,6643353,483791
AGO,2009,-9.26704,Derived using data on current account balance to GDP from WDI and the spliced GDP,5577341,-516854.4
AGO,2010,7.855778,Derived using data on current account balance to GDP from WDI and the spliced GDP,7701652,605024.7
AGO,2011,10.42172,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.05e+07,1094378
AGO,2012,9.640527,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.22e+07,1178550
AGO,2013,5.472175,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.32e+07,722053.8
AGO,2014,-2.442177,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.43e+07,-349814
AGO,2015,-10.01807,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.40e+07,-1397551
AGO,2016,-5.152448,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.65e+07,-852707.7
AGO,2017,-.7500476,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.03e+07,-151976.9
AGO,2018,8.269887,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.56e+07,2119385
AGO,2019,6.363326,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.03e+07,1930024
AGO,2020,1.481532,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.17e+07,469657
AGO,2021,10.55744,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.41e+07,4660202
AGO,2022,8.964775,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.22e+07,4678178
AGO,2023,3.905087,Derived using data on current account balance to GDP from WDI and the spliced GDP,6.20e+07,2422328
AGO,2024,6.24744,Derived using data on current account balance to GDP from WDI and the spliced GDP,8.07e+07,5042412
AGO,2025,1.542,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,9.94e+07,1532257
AGO,2026,1.312,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.18e+08,1547622
AGO,2027,1.289,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.36e+08,1754498
AGO,2028,1.123,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.56e+08,1750485
AGO,2029,1.065,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.79e+08,1907086
ALB,1980,1.013876,Derived using data on current account balance to GDP from WDI and the spliced GDP,18203.09,184.5567
ALB,1981,2.488694,Derived using data on current account balance to GDP from WDI and the spliced GDP,18828.92,468.5942
ALB,1982,-3.589153,Derived using data on current account balance to GDP from WDI and the spliced GDP,19380.92,-695.6109
ALB,1983,-2.035704,Derived using data on current account balance to GDP from WDI and the spliced GDP,19593.05,-398.8565
ALB,1984,-1.512918,Derived using data on current account balance to GDP from WDI and the spliced GDP,19341.07,-292.6146
ALB,1985,-1.918769,Derived using data on current account balance to GDP from WDI and the spliced GDP,19754.78,-379.0485
ALB,1986,-.1525752,Derived using data on current account balance to GDP from WDI and the spliced GDP,20372.41,-31.08324
ALB,1987,.2499043,Derived using data on current account balance to GDP from WDI and the spliced GDP,20211.85,50.51028
ALB,1988,-1.321154,Derived using data on current account balance to GDP from WDI and the spliced GDP,19924.71,-263.2362
ALB,1989,-1.744271,Derived using data on current account balance to GDP from WDI and the spliced GDP,21885.43,-381.7412
ALB,1990,-5.831741,Derived using data on current account balance to GDP from WDI and the spliced GDP,19703.21,-1149.04
ALB,1991,-15.27885,Derived using data on current account balance to GDP from WDI and the spliced GDP,19223.9,-2937.192
ALB,1992,-7.773987,Derived using data on current account balance to GDP from WDI and the spliced GDP,59411.99,-4618.68
ALB,1993,1.257049,Derived using data on current account balance to GDP from WDI and the spliced GDP,146879.3,1846.346
ALB,1994,-8.362792,Derived using data on current account balance to GDP from WDI and the spliced GDP,216090.8,-18071.22
ALB,1995,-.3958566,Derived using data on current account balance to GDP from WDI and the spliced GDP,269295.2,-1066.023
ALB,1996,-3.317374,Derived using data on current account balance to GDP from WDI and the spliced GDP,338000.3,-11212.73
ALB,1997,-11.86888,Derived using data on current account balance to GDP from WDI and the spliced GDP,336480.8,-39936.51
ALB,1998,-2.502349,Derived using data on current account balance to GDP from WDI and the spliced GDP,393070,-9835.981
ALB,1999,-4.732119,Derived using data on current account balance to GDP from WDI and the spliced GDP,453512.3,-21460.74
ALB,2000,-4.360355,Derived using data on current account balance to GDP from WDI and the spliced GDP,516206.8,-22508.45
ALB,2001,-5.355915,Derived using data on current account balance to GDP from WDI and the spliced GDP,583125.1,-31231.68
ALB,2002,-9.025908,Derived using data on current account balance to GDP from WDI and the spliced GDP,633932.6,-57218.17
ALB,2003,-7.011977,Derived using data on current account balance to GDP from WDI and the spliced GDP,700711.6,-49133.73
ALB,2004,-4.83249,Derived using data on current account balance to GDP from WDI and the spliced GDP,760444.8,-36748.42
ALB,2005,-6.921388,Derived using data on current account balance to GDP from WDI and the spliced GDP,824594.6,-57073.39
ALB,2006,-7.331864,Derived using data on current account balance to GDP from WDI and the spliced GDP,897697.7,-65817.97
ALB,2007,-10.35189,Derived using data on current account balance to GDP from WDI and the spliced GDP,1005281,-104065.6
ALB,2008,-15.18396,Derived using data on current account balance to GDP from WDI and the spliced GDP,1112317,-168893.8
ALB,2009,-15.01724,Derived using data on current account balance to GDP from WDI and the spliced GDP,1171607,-175942.9
ALB,2010,-11.21576,Derived using data on current account balance to GDP from WDI and the spliced GDP,1256235,-140896.4
ALB,2011,-12.85037,Derived using data on current account balance to GDP from WDI and the spliced GDP,1308998,-168211
ALB,2012,-10.26126,Derived using data on current account balance to GDP from WDI and the spliced GDP,1324877,-135949.1
ALB,2013,-9.259142,Derived using data on current account balance to GDP from WDI and the spliced GDP,1352247,-125206.4
ALB,2014,-10.72015,Derived using data on current account balance to GDP from WDI and the spliced GDP,1402496,-150349.7
ALB,2015,-8.542375,Derived using data on current account balance to GDP from WDI and the spliced GDP,1444802,-123420.4
ALB,2016,-7.510117,Derived using data on current account balance to GDP from WDI and the spliced GDP,1488303,-111773.3
ALB,2017,-7.408494,Derived using data on current account balance to GDP from WDI and the spliced GDP,1579056,-116984.2
ALB,2018,-6.607665,Derived using data on current account balance to GDP from WDI and the spliced GDP,1660820,-109741.4
ALB,2019,-7.820643,Derived using data on current account balance to GDP from WDI and the spliced GDP,1712037,-133892.3
ALB,2020,-8.625047,Derived using data on current account balance to GDP from WDI and the spliced GDP,1655985,-142829.4
ALB,2021,-7.595916,Derived using data on current account balance to GDP from WDI and the spliced GDP,1866672,-141790.8
ALB,2022,-5.872435,Derived using data on current account balance to GDP from WDI and the spliced GDP,2149742,-126242.2
ALB,2023,-1.199217,Derived using data on current account balance to GDP from WDI and the spliced GDP,2364276,-28352.79
ALB,2024,-2.395546,Derived using data on current account balance to GDP from WDI and the spliced GDP,2517820,-60315.54
ALB,2025,-.99,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2668823,-26421.35
ALB,2026,-1.187,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2831995,-33615.79
ALB,2027,-.704,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,3015590,-21229.75
ALB,2028,-.767,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,3212191,-24637.51
ALB,2029,-.602,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,3422070,-20600.86
AND,2019,18.01047,Derived using data on current account balance to GDP from WDI and the spliced GDP,2818.422,507.611
AND,2020,15.52642,Derived using data on current account balance to GDP from WDI and the spliced GDP,2531.087,392.9873
AND,2021,15.0218,Derived using data on current account balance to GDP from WDI and the spliced GDP,2810.965,422.2575
AND,2022,11.64345,Derived using data on current account balance to GDP from WDI and the spliced GDP,3210.31,373.7908
AND,2023,14.22133,Derived using data on current account balance to GDP from WDI and the spliced GDP,3500.58,497.829
AND,2024,16.06267,Derived using data on current account balance to GDP from WDI and the spliced GDP,3732.37,599.5184
AND,2025,17.336,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,3877.107,672.1353
AND,2026,17.52,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,4012.606,703.0085
AND,2027,17.567,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,4142.972,727.7958
AND,2028,17.56,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,4277.444,751.1191
AND,2029,17.55,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,4414.996,774.8317
ANT,1980,.0619579,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,1698.208,1.052174
ANT,1981,4.709427,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,1955.691,92.10183
ANT,1982,15.14393,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,2091.242,316.6963
ANT,1983,7.303737,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,2080.782,151.9748
ANT,1984,14.83343,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,2101.703,311.7547
ANT,1985,34.38715,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,2141.802,736.5045
ARE,1980,24.18,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,163750.3,39594.81
ARE,1981,23.166,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,183469.9,42502.64
ARE,1982,16.202,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,173388.7,28092.43
ARE,1983,13.284,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,159184.6,21146.09
ARE,1984,19.019,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,155482.6,29571.24
ARE,1985,17.949,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,151003.8,27103.68
ARE,1986,7.791,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,126235.2,9834.987
ARE,1987,11.094,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,135314.1,15011.75
ARE,1988,7.416,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,134908.1,10004.78
ARE,1989,10.003,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,154207.1,15425.34
ARE,1990,15.671,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,188557.1,29548.78
ARE,1991,2.755,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,191720.8,5281.907
ARE,1992,4.377,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,201714.1,8829.027
ARE,1993,5.842,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,206868.9,12085.28
ARE,1994,.05,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,220554.2,110.2771
ARE,1995,.17,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,244498.8,415.6479
ARE,1996,5.973,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,273609.4,16342.69
ARE,1997,11.26,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,293199.8,33014.29
ARE,1998,3.943,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,281546.1,11101.36
ARE,1999,6.448,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,314178.6,20258.23
ARE,2000,16.307,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,388186.8,63301.63
ARE,2001,9.072,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,384370.3,34870.07
ARE,2002,3.316,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,408570.4,13548.2
ARE,2003,5.783,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,462629.8,26753.88
ARE,2004,6.43,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,549979.1,35363.66
ARE,2005,13.165,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,671985.6,88466.91
ARE,2006,17.315,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,826382.6,143088.1
ARE,2007,7.631,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,959575.3,73225.19
ARE,2008,7.059,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1187600,83832.66
ARE,2009,3.095,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,965761.2,29890.31
ARE,2010,4.063,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1102444,44792.31
ARE,2011,12.06,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1325158,159814.1
ARE,2012,19.006,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1412481,268456.1
ARE,2013,5.113704,Derived using data on current account balance to GDP from AMF and the spliced GDP,1469803,75161.34
ARE,2014,-5.198653,Derived using data on current account balance to GDP from AMF and the spliced GDP,1520802,-79061.22
ARE,2015,4.897305,Derived using data on current account balance to GDP from AMF and the spliced GDP,1359837,66595.34
ARE,2016,3.694742,Derived using data on current account balance to GDP from AMF and the spliced GDP,1356090,50104.03
ARE,2017,7.275991,Derived using data on current account balance to GDP from AMF and the spliced GDP,1434173,104350.3
ARE,2018,9.58551,Derived using data on current account balance to GDP from AMF and the spliced GDP,1568339,150333.3
ARE,2019,7.03441,Derived using data on current account balance to GDP from AMF and the spliced GDP,1535067,107982.9
ARE,2020,6.038,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1283440,77494.09
ARE,2021,12.59961,Derived using data on current account balance to GDP from AMF and the spliced GDP,1524744,192111.8
ARE,2022,13.223,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1846283,244134
ARE,2023,13.12958,Derived using data on current account balance to GDP from WDI and the spliced GDP,1888144,247905.4
ARE,2024,14.4793,Derived using data on current account balance to GDP from WDI and the spliced GDP,1995455,288927.8
ARE,2025,8.246,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2081540,171643.8
ARE,2026,7.964,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2203056,175451.4
ARE,2027,7.309,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2330998,170372.6
ARE,2028,6.604,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2465774,162839.7
ARE,2029,6.38,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2609172,166465.2
ARG,1935,.1505376,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.21e-09,1.82e-12
ARG,1936,1.193878,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.28e-09,1.53e-11
ARG,1937,3.486726,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.48e-09,5.15e-11
ARG,1938,-4.545455,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.44e-09,-6.54e-11
ARG,1939,-.4827586,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.52e-09,-7.32e-12
ARG,1940,-1.283333,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.56e-09,-2.01e-11
ARG,1941,1.325581,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.68e-09,2.23e-11
ARG,1942,2.075342,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,1.90e-09,3.95e-11
ARG,1943,7.137255,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,2.00e-09,1.43e-10
ARG,1944,6.228571,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,2.29e-09,1.42e-10
ARG,1945,6.502591,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,2.53e-09,1.64e-10
ARG,1946,5.450381,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,3.42e-09,1.86e-10
ARG,1947,-.2729805,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,4.69e-09,-1.28e-11
ARG,1948,.4155251,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,5.72e-09,2.38e-11
ARG,1949,-1.311787,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,6.86e-09,-9.00e-11
ARG,1950,.9131833,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,8.13e-09,7.43e-11
ARG,1951,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.16e-08,
ARG,1952,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.34e-08,
ARG,1953,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.52e-08,
ARG,1954,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.70e-08,
ARG,1955,,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.02e-08,
