ISO3,year,CA_GDP,source,nGDP,CA
LBY,2011,6.627463,Derived using data on current account balance to GDP from WDI and the spliced GDP,58966.5,3907.983
LBY,2012,25.75757,Derived using data on current account balance to GDP from WDI and the spliced GDP,116755.2,30073.31
LBY,2013,.0155305,Derived using data on current account balance to GDP from AMF and the spliced GDP,95823.4,14.88183
LBY,2014,-57.7597,Derived using data on current account balance to GDP from AMF and the spliced GDP,73000.7,-42164.99
LBY,2015,-54.52143,Derived using data on current account balance to GDP from AMF and the spliced GDP,67289.1,-36686.98
LBY,2016,-9.737968,Derived using data on current account balance to GDP from AMF and the spliced GDP,69396.2,-6757.78
LBY,2017,6.620302,Derived using data on current account balance to GDP from AMF and the spliced GDP,93605.4,6196.96
LBY,2018,15.71412,Derived using data on current account balance to GDP from AMF and the spliced GDP,104673.9,16448.58
LBY,2019,6.964181,Derived using data on current account balance to GDP from AMF and the spliced GDP,96835.5,6743.8
LBY,2020,-22.04649,Derived using data on current account balance to GDP from AMF and the spliced GDP,65065.19,-14344.59
LBY,2021,.5268683,Derived using data on current account balance to GDP from AMF and the spliced GDP,158988.7,837.6609
LBY,2022,22.21554,Derived using data on current account balance to GDP from WDI and the spliced GDP,208151.6,46242
LBY,2023,4.235065,Derived using data on current account balance to GDP from WDI and the spliced GDP,211910.9,8974.563
LBY,2024,11.063,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,234283.9,25918.82
LBY,2025,12.479,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,250443.7,31252.87
LBY,2026,10.817,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,261541.4,28290.94
LBY,2027,11.026,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,267072,29447.36
LBY,2028,11.33,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,274250.4,31072.57
LBY,2029,10.548,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,282355.1,29782.82
LCA,1979,-27.16434,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,416.9301,-113.2563
LCA,1980,-19.54565,Derived using data on current account balance to GDP from WDI and the spliced GDP,489.2181,-95.62087
LCA,1981,-20.46857,Derived using data on current account balance to GDP from WDI and the spliced GDP,560.2088,-114.6667
LCA,1982,-16.8,Derived using data on current account balance to GDP from WDI and the spliced GDP,605.8419,-101.7814
LCA,1983,-2.492481,Derived using data on current account balance to GDP from WDI and the spliced GDP,656.7845,-16.37023
LCA,1984,-5.328424,Derived using data on current account balance to GDP from WDI and the spliced GDP,724.3514,-38.59652
LCA,1985,-4.394531,Derived using data on current account balance to GDP from WDI and the spliced GDP,804.9182,-35.37238
LCA,1986,-1.965142,Derived using data on current account balance to GDP from WDI and the spliced GDP,975.962,-19.17904
LCA,1987,-3.811637,Derived using data on current account balance to GDP from WDI and the spliced GDP,1068.579,-40.73035
LCA,1988,-4.169827,Derived using data on current account balance to GDP from WDI and the spliced GDP,1217.702,-50.77608
LCA,1989,-12.99848,Derived using data on current account balance to GDP from WDI and the spliced GDP,1378.488,-179.1824
LCA,1990,-9.841534,Derived using data on current account balance to GDP from WDI and the spliced GDP,1502.575,-147.8764
LCA,1991,-11.7073,Derived using data on current account balance to GDP from WDI and the spliced GDP,1616.844,-189.2889
LCA,1992,-8.313187,Derived using data on current account balance to GDP from WDI and the spliced GDP,1796.207,-149.322
LCA,1993,-7.326122,Derived using data on current account balance to GDP from WDI and the spliced GDP,1797.13,-131.6599
LCA,1994,-6.778412,Derived using data on current account balance to GDP from WDI and the spliced GDP,1872.4,-126.919
LCA,1995,-4.747087,Derived using data on current account balance to GDP from WDI and the spliced GDP,1995.444,-94.72546
LCA,1996,-7.332395,Derived using data on current account balance to GDP from WDI and the spliced GDP,2123.516,-155.7046
LCA,1997,-9.764246,Derived using data on current account balance to GDP from WDI and the spliced GDP,2163.853,-211.2839
LCA,1998,-6.85648,Derived using data on current account balance to GDP from WDI and the spliced GDP,2375.26,-162.8592
LCA,1999,-12.03977,Derived using data on current account balance to GDP from WDI and the spliced GDP,2500.992,-301.1138
LCA,2000,-17.83438,Derived using data on current account balance to GDP from WDI and the spliced GDP,2527.74,-450.8067
LCA,2001,-18.82651,Derived using data on current account balance to GDP from WDI and the spliced GDP,2385.355,-449.0793
LCA,2002,-17.61896,Derived using data on current account balance to GDP from WDI and the spliced GDP,2397.396,-422.3963
LCA,2003,-20.93155,Derived using data on current account balance to GDP from WDI and the spliced GDP,2604.199,-545.0993
LCA,2004,-14.87434,Derived using data on current account balance to GDP from WDI and the spliced GDP,2860.806,-425.526
LCA,2005,-15.5065,Derived using data on current account balance to GDP from WDI and the spliced GDP,3023.108,-468.7783
LCA,2006,-29.32957,Derived using data on current account balance to GDP from WDI and the spliced GDP,3422.01,-1003.661
LCA,2007,-18.38248,Derived using data on current account balance to GDP from WDI and the spliced GDP,3592.54,-660.3979
LCA,2008,-24.23935,Derived using data on current account balance to GDP from WDI and the spliced GDP,3851.47,-933.5713
LCA,2009,-8.469494,Derived using data on current account balance to GDP from WDI and the spliced GDP,3778.82,-320.0469
LCA,2010,-12.67043,Derived using data on current account balance to GDP from WDI and the spliced GDP,3948.3,-500.2665
LCA,2011,-14.30712,Derived using data on current account balance to GDP from WDI and the spliced GDP,4235.64,-605.9982
LCA,2012,-10.0247,Derived using data on current account balance to GDP from WDI and the spliced GDP,4314.9,-432.5558
LCA,2013,-6.530534,Derived using data on current account balance to GDP from WDI and the spliced GDP,4483.06,-292.7678
LCA,2014,-2.428977,Derived using data on current account balance to GDP from WDI and the spliced GDP,4722.8,-114.7157
LCA,2015,-.4772341,Derived using data on current account balance to GDP from WDI and the spliced GDP,4880.63,-23.29203
LCA,2016,-6.338202,Derived using data on current account balance to GDP from WDI and the spliced GDP,5045.07,-319.7668
LCA,2017,-1.908428,Derived using data on current account balance to GDP from WDI and the spliced GDP,5395.96,-102.978
LCA,2018,1.472396,Derived using data on current account balance to GDP from WDI and the spliced GDP,5564.58,81.93268
LCA,2019,3.325664,Derived using data on current account balance to GDP from WDI and the spliced GDP,5657.43,188.1471
LCA,2020,-18.93962,Derived using data on current account balance to GDP from WDI and the spliced GDP,4048.04,-766.6833
LCA,2021,-11.29638,Derived using data on current account balance to GDP from WDI and the spliced GDP,5041.4,-569.4957
LCA,2022,-3.561752,Derived using data on current account balance to GDP from WDI and the spliced GDP,6325.33,-225.2925
LCA,2023,-1.566529,Derived using data on current account balance to GDP from WDI and the spliced GDP,6561.45,-102.787
LCA,2024,-2.515486,Derived using data on current account balance to GDP from WDI and the spliced GDP,7048.595,-177.3065
LCA,2025,-1.306,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7359.518,-96.1153
LCA,2026,-1.186,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7703.971,-91.36909
LCA,2027,-.996,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8037.248,-80.05099
LCA,2028,-.689,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8361.38,-57.60991
LCA,2029,-.39,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8698.721,-33.92501
LKA,1947,-7.174173,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,2755.185,-197.6617
LKA,1948,.4614838,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,3093.406,14.27557
LKA,1949,-.9749756,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,3378.917,-32.94362
LKA,1950,-1.68457,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,4497.902,-75.77032
LKA,1951,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5183.523,
LKA,1952,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4716.346,
LKA,1953,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4924.877,
LKA,1954,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5356.443,
LKA,1955,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6019.412,
LKA,1956,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5354.991,
LKA,1957,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5467.221,
LKA,1958,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5658.855,
LKA,1959,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6056.021,
LKA,1960,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6351.755,
LKA,1961,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6515.805,
LKA,1962,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6663.468,
LKA,1963,,Derived using data on current account balance to GDP from WDI and the spliced GDP,8318.657,
LKA,1964,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9109.928,
LKA,1965,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9355.862,
LKA,1966,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9819.325,
LKA,1967,,Derived using data on current account balance to GDP from WDI and the spliced GDP,10645.99,
LKA,1968,,Derived using data on current account balance to GDP from WDI and the spliced GDP,11757.95,
LKA,1969,,Derived using data on current account balance to GDP from WDI and the spliced GDP,13661.97,
LKA,1970,,Derived using data on current account balance to GDP from WDI and the spliced GDP,16756.7,
LKA,1971,,Derived using data on current account balance to GDP from WDI and the spliced GDP,17100.44,
LKA,1972,,Derived using data on current account balance to GDP from WDI and the spliced GDP,19216.05,
LKA,1973,,Derived using data on current account balance to GDP from WDI and the spliced GDP,22423.95,
LKA,1974,,Derived using data on current account balance to GDP from WDI and the spliced GDP,28990.38,
LKA,1975,-2.902178,Derived using data on current account balance to GDP from WDI and the spliced GDP,31601.08,-917.1193
LKA,1976,-.1655071,Derived using data on current account balance to GDP from WDI and the spliced GDP,36092.85,-59.73623
LKA,1977,3.464307,Derived using data on current account balance to GDP from WDI and the spliced GDP,43071.89,1492.143
LKA,1978,-2.399058,Derived using data on current account balance to GDP from WDI and the spliced GDP,51930.01,-1245.831
LKA,1979,-6.726152,Derived using data on current account balance to GDP from WDI and the spliced GDP,63256.82,-4254.75
LKA,1980,-16.28235,Derived using data on current account balance to GDP from WDI and the spliced GDP,80863.35,-13166.45
LKA,1981,-10.06436,Derived using data on current account balance to GDP from WDI and the spliced GDP,100019.5,-10066.32
LKA,1982,-11.49812,Derived using data on current account balance to GDP from WDI and the spliced GDP,115403.4,-13269.22
LKA,1983,-9.017193,Derived using data on current account balance to GDP from WDI and the spliced GDP,141050,-12718.75
LKA,1984,.0145431,Derived using data on current account balance to GDP from WDI and the spliced GDP,174350.8,25.356
LKA,1985,-6.999298,Derived using data on current account balance to GDP from WDI and the spliced GDP,186679.5,-13066.25
LKA,1986,-6.511481,Derived using data on current account balance to GDP from WDI and the spliced GDP,204046.6,-13286.46
LKA,1987,-4.879478,Derived using data on current account balance to GDP from WDI and the spliced GDP,223431.3,-10902.28
LKA,1988,-5.652734,Derived using data on current account balance to GDP from WDI and the spliced GDP,258873.2,-14633.41
LKA,1989,-5.920882,Derived using data on current account balance to GDP from WDI and the spliced GDP,293728.2,-17391.3
LKA,1990,-3.713649,Derived using data on current account balance to GDP from WDI and the spliced GDP,376172.8,-13969.74
LKA,1991,-6.608345,Derived using data on current account balance to GDP from WDI and the spliced GDP,437486.2,-28910.59
LKA,1992,-4.644567,Derived using data on current account balance to GDP from WDI and the spliced GDP,499058.7,-23179.12
LKA,1993,-3.697026,Derived using data on current account balance to GDP from WDI and the spliced GDP,591299.8,-21860.51
LKA,1994,-6.463879,Derived using data on current account balance to GDP from WDI and the spliced GDP,685313.4,-44297.83
LKA,1995,-5.90911,Derived using data on current account balance to GDP from WDI and the spliced GDP,783792.8,-46315.18
LKA,1996,-4.912,Derived using data on current account balance to GDP from WDI and the spliced GDP,912806.9,-44837.07
LKA,1997,-2.615169,Derived using data on current account balance to GDP from WDI and the spliced GDP,1054391,-27574.11
LKA,1998,-1.444477,Derived using data on current account balance to GDP from WDI and the spliced GDP,1196720,-17286.34
LKA,1999,-3.572752,Derived using data on current account balance to GDP from WDI and the spliced GDP,1302681,-46541.55
LKA,2000,-6.288231,Derived using data on current account balance to GDP from WDI and the spliced GDP,1473246,-92641.13
LKA,2001,-1.368212,Derived using data on current account balance to GDP from WDI and the spliced GDP,1641449,-22458.49
LKA,2002,-1.429259,Derived using data on current account balance to GDP from WDI and the spliced GDP,1872378,-26761.13
LKA,2003,-.3745413,Derived using data on current account balance to GDP from WDI and the spliced GDP,2085740,-7811.957
LKA,2004,-3.134031,Derived using data on current account balance to GDP from WDI and the spliced GDP,2392882,-74993.66
LKA,2005,-2.663822,Derived using data on current account balance to GDP from WDI and the spliced GDP,2807109,-74776.39
LKA,2006,-5.299428,Derived using data on current account balance to GDP from WDI and the spliced GDP,3385553,-179415
LKA,2007,-4.330416,Derived using data on current account balance to GDP from WDI and the spliced GDP,4150288,-179724.8
LKA,2008,-9.543196,Derived using data on current account balance to GDP from WDI and the spliced GDP,5149170,-491395.3
LKA,2009,-.5103857,Derived using data on current account balance to GDP from WDI and the spliced GDP,5682393,-29002.12
LKA,2010,-1.833394,Derived using data on current account balance to GDP from WDI and the spliced GDP,6629667,-121547.9
LKA,2011,-6.812098,Derived using data on current account balance to GDP from WDI and the spliced GDP,7491156,-510304.8
LKA,2012,-5.690998,Derived using data on current account balance to GDP from WDI and the spliced GDP,8989301,-511580.9
LKA,2013,-3.300468,Derived using data on current account balance to GDP from WDI and the spliced GDP,9938390,-328013.4
LKA,2014,-2.408406,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.08e+07,-259513.2
LKA,2015,-2.212678,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.16e+07,-255940.1
LKA,2016,-1.979995,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.28e+07,-253696.3
LKA,2017,-2.446764,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.44e+07,-352023.8
LKA,2018,-2.963528,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.54e+07,-454958.9
LKA,2019,-2.071266,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.59e+07,-329558.7
LKA,2020,-1.407615,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.57e+07,-220594.9
LKA,2021,-3.708666,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.76e+07,-653184
LKA,2022,-1.953594,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.41e+07,-470108.2
LKA,2023,1.719041,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.76e+07,474965.3
LKA,2024,1.21847,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.01e+07,367093.2
LSO,1975,-.7233275,Derived using data on current account balance to GDP from WDI and the spliced GDP,119.9985,-.8679823
LSO,1976,-23.13083,Derived using data on current account balance to GDP from WDI and the spliced GDP,139.3111,-32.22382
LSO,1977,-4.759071,Derived using data on current account balance to GDP from WDI and the spliced GDP,182.3847,-8.679818
LSO,1978,3.192406,Derived using data on current account balance to GDP from WDI and the spliced GDP,251.4978,8.028831
LSO,1979,6.20e-14,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,265.06,1.64e-13
LSO,1980,13.05267,Derived using data on current account balance to GDP from WDI and the spliced GDP,322.5638,42.10318
LSO,1981,.9841634,Derived using data on current account balance to GDP from WDI and the spliced GDP,369.0939,3.632487
LSO,1982,38.00563,Derived using data on current account balance to GDP from WDI and the spliced GDP,419.1082,159.2847
LSO,1983,43.8193,Derived using data on current account balance to GDP from WDI and the spliced GDP,439.0015,192.3674
LSO,1984,47.84905,Derived using data on current account balance to GDP from WDI and the spliced GDP,511.9436,244.9602
LSO,1985,52.9106,Derived using data on current account balance to GDP from WDI and the spliced GDP,619.39,327.7229
LSO,1986,43.16512,Derived using data on current account balance to GDP from WDI and the spliced GDP,709.4156,306.2201
LSO,1987,62.30002,Derived using data on current account balance to GDP from WDI and the spliced GDP,846.5333,527.3904
LSO,1988,23.32599,Derived using data on current account balance to GDP from WDI and the spliced GDP,1085.631,253.2343
LSO,1989,14.31355,Derived using data on current account balance to GDP from WDI and the spliced GDP,1321.366,189.1344
LSO,1990,17.04003,Derived using data on current account balance to GDP from WDI and the spliced GDP,1521.067,259.1903
LSO,1991,-16.92289,Derived using data on current account balance to GDP from WDI and the spliced GDP,1807.481,-305.8779
LSO,1992,-19.68483,Derived using data on current account balance to GDP from WDI and the spliced GDP,2239.145,-440.7719
LSO,1993,-12.43452,Derived using data on current account balance to GDP from WDI and the spliced GDP,2550.013,-317.082
LSO,1994,-2.879705,Derived using data on current account balance to GDP from WDI and the spliced GDP,2835.214,-81.64579
LSO,1995,-15.30625,Derived using data on current account balance to GDP from WDI and the spliced GDP,3240.715,-496.032
LSO,1996,-22.84608,Derived using data on current account balance to GDP from WDI and the spliced GDP,3848.134,-879.1477
LSO,1997,-22.92364,Derived using data on current account balance to GDP from WDI and the spliced GDP,4488.234,-1028.867
LSO,1998,-21.89444,Derived using data on current account balance to GDP from WDI and the spliced GDP,4722.653,-1033.998
LSO,1999,-18.25453,Derived using data on current account balance to GDP from WDI and the spliced GDP,5219.843,-952.8577
LSO,2000,-8.670336,Derived using data on current account balance to GDP from WDI and the spliced GDP,5705.225,-494.6621
LSO,2001,3.459488,Derived using data on current account balance to GDP from WDI and the spliced GDP,6482.352,224.2562
LSO,2002,8.187596,Derived using data on current account balance to GDP from WDI and the spliced GDP,7378.966,604.1599
LSO,2003,-1.485207,Derived using data on current account balance to GDP from WDI and the spliced GDP,7814.739,-116.065
LSO,2004,1.759048,Derived using data on current account balance to GDP from WDI and the spliced GDP,8498.227,149.4879
LSO,2005,5.687944,Derived using data on current account balance to GDP from WDI and the spliced GDP,9275.373,527.5781
LSO,2006,11.99894,Derived using data on current account balance to GDP from WDI and the spliced GDP,10313.27,1237.483
LSO,2007,18.14192,Derived using data on current account balance to GDP from WDI and the spliced GDP,11851.23,2150.041
LSO,2008,15.71139,Derived using data on current account balance to GDP from WDI and the spliced GDP,14596.78,2293.357
LSO,2009,-2.945307,Derived using data on current account balance to GDP from WDI and the spliced GDP,14751.78,-434.485
LSO,2010,-11.00204,Derived using data on current account balance to GDP from WDI and the spliced GDP,16357.95,-1799.709
LSO,2011,-11.85667,Derived using data on current account balance to GDP from WDI and the spliced GDP,18726.26,-2220.31
LSO,2012,-18.76525,Derived using data on current account balance to GDP from WDI and the spliced GDP,20346.89,-3818.145
LSO,2013,-10.75799,Derived using data on current account balance to GDP from WDI and the spliced GDP,22840.75,-2457.205
LSO,2014,-8.420167,Derived using data on current account balance to GDP from WDI and the spliced GDP,26492.02,-2230.672
LSO,2015,-5.732284,Derived using data on current account balance to GDP from WDI and the spliced GDP,30107.08,-1725.823
LSO,2016,-10.50176,Derived using data on current account balance to GDP from WDI and the spliced GDP,31102.39,-3266.297
LSO,2017,-9.010747,Derived using data on current account balance to GDP from WDI and the spliced GDP,30734.57,-2769.414
LSO,2018,-5.623728,Derived using data on current account balance to GDP from WDI and the spliced GDP,33829.19,-1902.461
LSO,2019,-7.457534,Derived using data on current account balance to GDP from WDI and the spliced GDP,34541.89,-2575.973
LSO,2020,-5.890184,Derived using data on current account balance to GDP from WDI and the spliced GDP,33802.06,-1991.004
LSO,2021,-8.127948,Derived using data on current account balance to GDP from WDI and the spliced GDP,35648.09,-2897.458
LSO,2022,-11.41746,Derived using data on current account balance to GDP from WDI and the spliced GDP,38517.72,-4397.744
LSO,2023,-7.156725,Derived using data on current account balance to GDP from WDI and the spliced GDP,39076.93,-2796.628
LSO,2024,3.928215,Derived using data on current account balance to GDP from WDI and the spliced GDP,41638.3,1635.642
LSO,2025,-2.243,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,45054.64,-1010.576
LSO,2026,-2.249,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,48380.42,-1088.076
LSO,2027,-3.197,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,51777.35,-1655.322
LSO,2028,-2.824,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,55400.68,-1564.515
LSO,2029,-2.057,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,59445.4,-1222.792
LTU,1993,-1.40446,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,3542.112,-49.74755
LTU,1994,-1.612534,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,5166.423,-83.31032
LTU,1995,-7.755949,Derived using data on current account balance to GDP from WDI and the spliced GDP,7814.274,-606.0711
LTU,1996,-8.571675,Derived using data on current account balance to GDP from WDI and the spliced GDP,9766.395,-837.1436
LTU,1997,-9.650976,Derived using data on current account balance to GDP from WDI and the spliced GDP,11779.94,-1136.88
LTU,1998,-11.49964,Derived using data on current account balance to GDP from WDI and the spliced GDP,13078.49,-1503.979
LTU,1999,-10.83351,Derived using data on current account balance to GDP from WDI and the spliced GDP,12769.1,-1383.342
LTU,2000,-5.842916,Derived using data on current account balance to GDP from WDI and the spliced GDP,13381.48,-781.8687
LTU,2001,-4.678135,Derived using data on current account balance to GDP from WDI and the spliced GDP,14204.09,-664.4866
LTU,2002,-5.046081,Derived using data on current account balance to GDP from WDI and the spliced GDP,15206.36,-767.325
LTU,2003,-6.796424,Derived using data on current account balance to GDP from WDI and the spliced GDP,16674.35,-1133.26
LTU,2004,-7.631276,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,18312.79,-1397.5
LTU,2005,-7.300113,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,20985.98,-1532
LTU,2006,-10.59685,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,23999.59,-2543.2
LTU,2007,-15.10364,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,29034.06,-4385.2
LTU,2008,-12.97561,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,32683.1,-4240.83
LTU,2009,1.934754,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,26973.46,521.87
LTU,2010,.0344498,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,27663.43,9.53
LTU,2011,-3.952819,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,31066.44,-1228
LTU,2012,-1.601784,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,33240.43,-532.4399
LTU,2013,1.578395,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,34874.03,550.45
LTU,2014,3.535225,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,36410.13,1287.18
LTU,2015,-2.499872,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,37440.71,-935.97
LTU,2016,-.9223946,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,38820.7,-358.08
LTU,2017,.935007,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,42274.55,395.27
LTU,2018,.2849345,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,45947.41,130.92
LTU,2019,3.727678,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,49239.23,1835.48
LTU,2020,7.228327,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,50264.61,3633.29
LTU,2021,1.773776,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,56679.66,1005.37
LTU,2022,-6.062504,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,67455.46,-4089.49
LTU,2023,1.094646,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,73792.84,807.77
LTU,2024,3.668308,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,78591.64,2882.984
LTU,2025,2.991322,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,83738.25,2504.881
LTU,2026,2.45761,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,88388.77,2172.251
LTU,2027,2.81,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,92690.55,2604.604
LTU,2028,2.804,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,97045.7,2721.161
LTU,2029,2.812,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,101587.4,2856.638
LUX,1995,14.36295,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,15235.69,2188.293
LUX,1996,13.67939,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,16036.56,2193.704
LUX,1997,12.01933,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,17349.54,2085.299
LUX,1998,9.510013,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,18128.57,1724.029
LUX,1999,9.402483,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,20545.25,1931.763
LUX,2000,12.83962,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,22980.99,2950.673
LUX,2001,8.568928,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,23872.7,2045.635
LUX,2002,7.612295,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,24998.07,1902.927
LUX,2003,7.149557,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,26219.54,1874.581
LUX,2004,7.071122,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,28187.24,1993.154
LUX,2005,6.939794,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,30283.65,2101.623
LUX,2006,6.645761,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,34174.96,2271.186
LUX,2007,6.535813,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,37642.71,2460.257
LUX,2008,6.125737,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,40005.93,2450.658
LUX,2009,5.786593,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,39042.64,2259.239
LUX,2010,5.778523,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,42350.28,2447.221
LUX,2011,5.635086,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,44408.71,2502.469
LUX,2012,5.006976,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,46324.33,2319.448
LUX,2013,3.945717,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,48926.3,1930.493
LUX,2014,4.092266,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,51773,2118.688
LUX,2015,5.593832,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,54255.14,3034.941
LUX,2016,7.410962,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,56153.01,4161.478
LUX,2017,6.431964,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,58288.79,3749.115
LUX,2018,8.328773,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,60079.82,5003.913
LUX,2019,8.557377,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,62213.65,5323.857
LUX,2020,9.52389,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,64515.78,6144.413
LUX,2021,11.06861,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,72255.32,7997.66
LUX,2022,6.6986,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,77755.43,5208.525
LUX,2023,5.93134,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,79651.62,4724.408
LUX,2024,7.510549,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,83044.63,6237.107
LUX,2025,3.795026,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,87177.12,3308.394
LUX,2026,5.676737,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,90829.5,5156.152
LUX,2027,7.001,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,95718.06,6701.222
LUX,2028,6.974,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,99834.34,6962.447
LUX,2029,6.951,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,104168.5,7240.752
LVA,1992,3.0108,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,1695.858,51.0589
