ISO3,year,finv,source,USDfx,finv_USD
ABW,1970,103.7065,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,57.9366
ABW,1971,109.2349,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,61.0251
ABW,1972,115.058,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,64.27823
ABW,1973,121.1915,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,67.70477
ABW,1974,127.6521,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,71.31403
ABW,1975,134.4569,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,75.11559
ABW,1976,141.6245,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,79.11981
ABW,1977,149.1748,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,83.33788
ABW,1978,157.1261,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,87.77994
ABW,1979,165.5022,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,92.45933
ABW,1980,174.3279,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,97.38991
ABW,1981,183.6145,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,102.5779
ABW,1982,193.4061,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,108.0481
ABW,1983,203.7307,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,113.8161
ABW,1984,214.549,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,119.8598
ABW,1985,226.0268,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,126.272
ABW,1986,238.1309,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,133.034
ABW,1987,286.0851,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,159.8241
ABW,1988,350.3906,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,195.749
ABW,1989,408.6389,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,228.2899
ABW,1990,447.425,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,249.9581
ABW,1991,514.3792,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,287.3627
ABW,1992,563.9508,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,315.0563
ABW,1993,624.5386,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,348.9042
ABW,1994,752.8377,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,420.5797
ABW,1995,722.5946,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,403.6841
ABW,1996,699.9122,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,391.0124
ABW,1997,836.0063,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,467.0426
ABW,1998,920.255,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,514.1089
ABW,1999,971.1498,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,542.5418
ABW,2000,806.41,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,450.5084
ABW,2001,767.61,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,428.8324
ABW,2002,881.75,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,492.5978
ABW,2003,980.01,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,547.4916
ABW,2004,1073.34,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,599.6313
ABW,2005,1338.58,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,747.8101
ABW,2006,1462.03,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,816.7766
ABW,2007,1446.76,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,808.2458
ABW,2008,1554.87,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,868.6425
ABW,2009,1265.17,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,706.799
ABW,2010,1171.21,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,654.3073
ABW,2011,1221.08,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,682.1676
ABW,2012,1025.63,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,572.9777
ABW,2013,1087.87,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,607.7486
ABW,2014,1079.05,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,602.8213
ABW,2015,1066.83,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,595.9944
ABW,2016,1023.34,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,571.6984
ABW,2017,1062.09,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,593.3464
ABW,2018,1238.21,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,691.7374
ABW,2019,1288.41,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,719.7822
ABW,2020,1074.148,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,600.0829
ABW,2021,1142.509,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,638.2731
ABW,2022,1227.864,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,685.9574
ABW,2023,1401.606,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.79,783.0204
AFG,1970,4.29985,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.69226,.1111295
AFG,1971,4.499842,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.69226,.1162983
AFG,1972,4.699836,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.69226,.1214671
AFG,1973,5.6998,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.69226,.1473111
AFG,1974,8.499703,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.37871,.2214692
AFG,1975,10.39964,Derived using data on fixed investment from UN and the spliced USD exchange rate,34.92963,.2977311
AFG,1976,15.69945,Derived using data on fixed investment from UN and the spliced USD exchange rate,34.92963,.4494594
AFG,1977,16.49942,Derived using data on fixed investment from UN and the spliced USD exchange rate,34.92963,.4723618
AFG,1978,20.59928,Derived using data on fixed investment from UN and the spliced USD exchange rate,34.92963,.5897365
AFG,1979,21.52926,Derived using data on fixed investment from UN and the spliced USD exchange rate,33.84616,.6360915
AFG,1980,21.21354,Derived using data on fixed investment from UN and the spliced USD exchange rate,34.36946,.6172206
AFG,1981,23.17183,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.56166,.6009034
AFG,1982,23.18645,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.59034
AFG,1983,22.9273,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5837419
AFG,1984,22.73733,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5789052
AFG,1985,22.42618,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5709832
AFG,1986,22.4269,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5710015
AFG,1987,19.51088,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.496758
AFG,1988,17.99459,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.4581524
AFG,1989,22.57639,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5748077
AFG,1990,24.46503,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.6228935
AFG,1991,22.37044,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.569564
AFG,1992,23.07052,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.5873884
AFG,1993,17.53705,Derived using data on fixed investment from UN and the spliced USD exchange rate,39.27643,.4465032
AFG,1994,115.9045,Derived using data on fixed investment from UN and the spliced USD exchange rate,38.81846,2.985809
AFG,1995,344.6559,Derived using data on fixed investment from UN and the spliced USD exchange rate,36.56715,9.425288
AFG,1996,989.2943,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.5,20.82725
AFG,1997,1135.76,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.5,23.91073
AFG,1998,1086.508,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.5,22.87386
AFG,1999,15626.04,Derived using data on fixed investment from UN and the spliced USD exchange rate,46.61953,335.1823
AFG,2000,20420.42,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.35757,431.1966
AFG,2001,23382.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.50002,492.265
AFG,2002,22875,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.263,483.9938
AFG,2003,26079.29,Derived using data on fixed investment from UN and the spliced USD exchange rate,48.76275,534.8199
AFG,2004,41304.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,47.84531,863.2883
AFG,2005,58966.41,Derived using data on fixed investment from UN and the spliced USD exchange rate,49.4946,1191.371
AFG,2006,71623.97,Derived using data on fixed investment from UN and the spliced USD exchange rate,49.92533,1434.622
AFG,2007,74331.77,Derived using data on fixed investment from UN and the spliced USD exchange rate,49.96202,1487.766
AFG,2008,64574.21,Derived using data on fixed investment from UN and the spliced USD exchange rate,50.24961,1285.069
AFG,2009,77013.23,Derived using data on fixed investment from UN and the spliced USD exchange rate,50.325,1530.318
AFG,2010,92436.27,Derived using data on fixed investment from UN and the spliced USD exchange rate,46.45246,1989.911
AFG,2011,110912.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,46.74701,2372.606
AFG,2012,153445.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,50.9214,3013.381
AFG,2013,165352.5,Derived using data on fixed investment from UN and the spliced USD exchange rate,55.3775,2985.915
AFG,2014,160056.1,Derived using data on fixed investment from UN and the spliced USD exchange rate,57.2475,2795.861
AFG,2015,165788.2,Derived using data on fixed investment from UN and the spliced USD exchange rate,61.14346,2711.463
AFG,2016,158244.1,Derived using data on fixed investment from UN and the spliced USD exchange rate,67.86609,2331.711
AFG,2017,179625.8,Derived using data on fixed investment from UN and the spliced USD exchange rate,68.0269,2640.511
AFG,2018,193869.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,72.08324,2689.519
AFG,2019,189245.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,77.73795,2434.404
AFG,2020,175840,Derived using data on fixed investment from UN and the spliced USD exchange rate,76.81354,2289.18
AFG,2021,162485.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,82.52611,1968.903
AFG,2022,213929.8,Derived using data on fixed investment from UN and the spliced USD exchange rate,90.54264,2362.752
AFG,2023,205645,Derived using data on fixed investment from UN and the spliced USD exchange rate,82.67624,2487.353
AGO,1970,.000026,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.86e-08,909.0909
AGO,1971,.000027,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.82e-08,957.4468
AGO,1972,.000026,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.71e-08,959.4095
AGO,1973,.000029,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.45e-08,1183.673
AGO,1974,.000034,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.54e-08,1338.583
AGO,1975,.000025,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.56e-08,976.5624
AGO,1976,.000027,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.94e-08,918.3673
AGO,1977,.000031,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1036.789
AGO,1978,.000034,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1137.124
AGO,1979,.000038,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1270.903
AGO,1980,.000047,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1571.906
AGO,1981,.000048,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1605.351
AGO,1982,.000054,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1806.02
AGO,1983,.000047,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1571.906
AGO,1984,.000049,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1638.796
AGO,1985,.000047,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1571.906
AGO,1986,.000045,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1505.017
AGO,1987,.000051,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1705.686
AGO,1988,.000046,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1538.462
AGO,1989,.000042,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1404.682
AGO,1990,.000045,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.99e-08,1505.017
AGO,1991,.000111,Derived using data on fixed investment from UN and the spliced USD exchange rate,5.51e-08,2014.519
AGO,1992,.00018,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.51e-07,715.9905
AGO,1993,.009456,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.66e-06,3554.62
AGO,1994,.251786,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0000595,4230.631
AGO,1995,5.100329,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0027502,1854.51
AGO,1996,387.6523,Derived using data on fixed investment from UN and the spliced USD exchange rate,.1280292,3027.844
AGO,1997,596.361,Derived using data on fixed investment from UN and the spliced USD exchange rate,.2290401,2603.741
AGO,1998,1191.615,Derived using data on fixed investment from UN and the spliced USD exchange rate,.3928235,3033.461
AGO,1999,6327.685,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.790706,2267.414
AGO,2000,14352.77,Derived using data on fixed investment from UN and the spliced USD exchange rate,10.04054,1429.481
AGO,2001,35317.12,Derived using data on fixed investment from UN and the spliced USD exchange rate,22.05786,1601.113
AGO,2002,201789,Derived using data on fixed investment from UN and the spliced USD exchange rate,43.5302,4635.609
AGO,2003,394360,Derived using data on fixed investment from UN and the spliced USD exchange rate,74.6063,5285.881
AGO,2004,602229,Derived using data on fixed investment from UN and the spliced USD exchange rate,83.54136,7208.753
AGO,2005,895564,Derived using data on fixed investment from UN and the spliced USD exchange rate,87.15914,10275.04
AGO,2006,923944,Derived using data on fixed investment from UN and the spliced USD exchange rate,80.36807,11496.41
AGO,2007,1259386,Derived using data on fixed investment from UN and the spliced USD exchange rate,76.70615,16418.32
AGO,2008,1941186,Derived using data on fixed investment from UN and the spliced USD exchange rate,75.03336,25870.97
AGO,2009,2386684,Derived using data on fixed investment from UN and the spliced USD exchange rate,79.32816,30086.21
AGO,2010,2174677,Derived using data on fixed investment from UN and the spliced USD exchange rate,91.90572,23662.04
AGO,2011,2771452,Derived using data on fixed investment from UN and the spliced USD exchange rate,93.93475,29504.01
AGO,2012,3261719,Derived using data on fixed investment from UN and the spliced USD exchange rate,95.46796,34165.59
AGO,2013,3451615,Derived using data on fixed investment from UN and the spliced USD exchange rate,96.51828,35761.25
AGO,2014,3936027,Derived using data on fixed investment from UN and the spliced USD exchange rate,98.30241,40039.98
AGO,2015,3935322,Derived using data on fixed investment from UN and the spliced USD exchange rate,120.0607,32777.77
AGO,2016,4338173,Derived using data on fixed investment from UN and the spliced USD exchange rate,163.6564,26507.81
AGO,2017,4709427,Derived using data on fixed investment from UN and the spliced USD exchange rate,165.916,28384.41
AGO,2018,4406613,Derived using data on fixed investment from UN and the spliced USD exchange rate,252.8557,17427.38
AGO,2019,4924921,Derived using data on fixed investment from UN and the spliced USD exchange rate,364.8258,13499.38
AGO,2020,4035921,Derived using data on fixed investment from UN and the spliced USD exchange rate,578.2588,6979.438
AGO,2021,4313264,Derived using data on fixed investment from UN and the spliced USD exchange rate,631.442,6830.816
AGO,2022,4944134,Derived using data on fixed investment from UN and the spliced USD exchange rate,460.5675,10734.87
AGO,2023,5735380,Derived using data on fixed investment from UN and the spliced USD exchange rate,685.0203,8372.57
AGO,2024,6311105,Derived using data on fixed investment from WDI and the spliced USD exchange rate,869.8462,7255.426
AIA,1970,3.578981,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.003376,1.786475
AIA,1971,4.126374,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.964366,2.100614
AIA,1972,4.7691,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.921872,2.481487
AIA,1973,5.505817,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.959219,2.81021
AIA,1974,6.34949,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.053232,3.092437
AIA,1975,7.301678,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.169796,3.365145
AIA,1976,8.434917,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.614671,3.225996
AIA,1977,9.806643,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,3.63209
AIA,1978,11.31815,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,4.191908
AIA,1979,12.94442,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,4.79423
AIA,1980,14.67211,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,5.434115
AIA,1981,17.35647,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,6.428322
AIA,1982,20.79662,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,7.70245
AIA,1983,23.19068,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,8.589139
AIA,1984,25.46016,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,9.429688
AIA,1985,29.84853,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,11.05501
AIA,1986,48.84603,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,18.09112
AIA,1987,66.74152,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,24.71908
AIA,1988,56.25214,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,20.83413
AIA,1989,74.9024,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,27.74163
AIA,1990,78.61987,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,29.11847
AIA,1991,68.87608,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,25.50966
AIA,1992,75.68075,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,28.02991
AIA,1993,63.66219,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,23.57859
AIA,1994,69.42381,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,25.71252
AIA,1995,76.71593,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,28.41331
AIA,1996,85.93439,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,31.82755
AIA,1997,84.88061,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,31.43726
AIA,1998,126.3703,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,46.80382
AIA,1999,166.321,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,61.60038
AIA,2000,167.9867,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,62.21731
AIA,2001,132.584,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,49.10517
AIA,2002,99.7243,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,36.93493
AIA,2003,115.7694,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,42.87757
AIA,2004,179.1873,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,66.36568
AIA,2005,216.4367,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,80.16174
AIA,2006,305.2216,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,113.0451
AIA,2007,497.2376,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,184.1621
AIA,2008,551.2468,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,204.1655
AIA,2009,227.6029,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,84.29738
AIA,2010,174.1134,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,64.48646
AIA,2011,122.5359,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,45.38367
AIA,2012,138.687,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,51.36556
AIA,2013,150.6822,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,55.80821
AIA,2014,210.5617,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,77.98582
AIA,2015,224.7015,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,83.22278
AIA,2016,178.938,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,66.27333
AIA,2017,164.5005,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,60.92611
AIA,2018,393.172,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,145.6193
AIA,2019,199.847,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,74.01739
AIA,2020,187.7715,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,69.54501
AIA,2021,221.606,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,82.07629
AIA,2022,295.1746,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,109.3239
AIA,2023,329.5366,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,122.0506
ALB,1970,5208.351,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1041.67
ALB,1971,5359.001,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1071.8
ALB,1972,5510.293,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1102.059
ALB,1973,5670.518,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1134.104
ALB,1974,5837.604,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1167.521
ALB,1975,5990.273,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1198.055
ALB,1976,6179.69,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1235.938
ALB,1977,6368.957,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1273.791
ALB,1978,6472.4,Derived using data on fixed investment from UN and the spliced USD exchange rate,5,1294.48
ALB,1979,6784.38,Derived using data on fixed investment from UN and the spliced USD exchange rate,6.167123,1100.088
ALB,1980,6972.02,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,996.0028
ALB,1981,6785.972,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,969.4246
ALB,1982,7799.047,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1114.15
ALB,1983,7948.428,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1135.49
ALB,1984,8282.498,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1183.214
ALB,1985,7596.704,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1085.243
ALB,1986,7409.298,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1058.471
ALB,1987,7471.767,Derived using data on fixed investment from UN and the spliced USD exchange rate,7,1067.395
ALB,1988,7357.694,Derived using data on fixed investment from UN and the spliced USD exchange rate,6.67,1103.103
ALB,1989,7949.786,Derived using data on fixed investment from UN and the spliced USD exchange rate,6.13,1296.866
ALB,1990,7890.034,Derived using data on fixed investment from UN and the spliced USD exchange rate,7.745833,1018.617
ALB,1991,1577.998,Derived using data on fixed investment from UN and the spliced USD exchange rate,16.24583,97.13245
ALB,1992,3455.564,Derived using data on fixed investment from UN and the spliced USD exchange rate,75.0325,46.05423
ALB,1993,21685.87,Derived using data on fixed investment from UN and the spliced USD exchange rate,102.0625,212.4763
ALB,1994,43264.47,Derived using data on fixed investment from UN and the spliced USD exchange rate,94.62334,457.2284
ALB,1995,63254.3,Derived using data on fixed investment from EUS and the spliced USD exchange rate,92.6975,682.3733
ALB,1996,77157.9,Derived using data on fixed investment from EUS and the spliced USD exchange rate,104.4989,738.3608
ALB,1997,70039.3,Derived using data on fixed investment from EUS and the spliced USD exchange rate,148.9329,470.2741
ALB,1998,87299,Derived using data on fixed investment from EUS and the spliced USD exchange rate,150.6171,579.6088
ALB,1999,110273.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,137.3497,802.8683
ALB,2000,167165.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,143.8199,1162.326
ALB,2001,215024.4,Derived using data on fixed investment from EUS and the spliced USD exchange rate,143.559,1497.812
ALB,2002,228358.5,Derived using data on fixed investment from EUS and the spliced USD exchange rate,140.1912,1628.908
ALB,2003,253548.4,Derived using data on fixed investment from EUS and the spliced USD exchange rate,121.8555,2080.731
ALB,2004,290270.2,Derived using data on fixed investment from EUS and the spliced USD exchange rate,102.7803,2824.181
ALB,2005,317080.4,Derived using data on fixed investment from EUS and the spliced USD exchange rate,99.86993,3174.934
ALB,2006,344476.3,Derived using data on fixed investment from EUS and the spliced USD exchange rate,98.10376,3511.347
ALB,2007,366375.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,90.42789,4051.579
ALB,2008,390000.6,Derived using data on fixed investment from EUS and the spliced USD exchange rate,83.89858,4648.477
ALB,2009,403848.8,Derived using data on fixed investment from EUS and the spliced USD exchange rate,94.97861,4251.998
ALB,2010,379064.3,Derived using data on fixed investment from EUS and the spliced USD exchange rate,103.937,3647.059
ALB,2011,414826,Derived using data on fixed investment from EUS and the spliced USD exchange rate,100.895,4111.46
ALB,2012,379220.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,108.184,3505.331
ALB,2013,376018.5,Derived using data on fixed investment from EUS and the spliced USD exchange rate,105.6687,3558.467
ALB,2014,372081.2,Derived using data on fixed investment from EUS and the spliced USD exchange rate,105.4792,3527.53
ALB,2015,376819.4,Derived using data on fixed investment from EUS and the spliced USD exchange rate,125.9608,2991.56
ALB,2016,381403.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,124.1409,3072.346
ALB,2017,414654.8,Derived using data on fixed investment from EUS and the spliced USD exchange rate,119.0995,3481.584
ALB,2018,430477.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,107.9879,3986.351
ALB,2019,421244,Derived using data on fixed investment from EUS and the spliced USD exchange rate,109.8508,3834.691
ALB,2020,417268.1,Derived using data on fixed investment from EUS and the spliced USD exchange rate,108.6494,3840.501
ALB,2021,508015.7,Derived using data on fixed investment from EUS and the spliced USD exchange rate,103.5184,4907.492
ALB,2022,552372,Derived using data on fixed investment from EUS and the spliced USD exchange rate,113.0434,4886.371
ALB,2023,574200.3,Derived using data on fixed investment from EUS and the spliced USD exchange rate,100.5974,5707.904
ALB,2024,613221.2,Derived using data on fixed investment from EUS and the spliced USD exchange rate,93.09167,6587.283
AND,1970,11.25414,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4207085,26.75045
AND,1971,11.61442,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4175151,27.81796
AND,1972,14.2729,Derived using data on fixed investment from UN and the spliced USD exchange rate,.386279,36.94972
AND,1973,18.22772,Derived using data on fixed investment from UN and the spliced USD exchange rate,.3501501,52.05688
AND,1974,23.62201,Derived using data on fixed investment from UN and the spliced USD exchange rate,.3467028,68.13331
AND,1975,26.19824,Derived using data on fixed investment from UN and the spliced USD exchange rate,.3450225,75.93197
AND,1976,29.73356,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4020946,73.94669
AND,1977,36.21691,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4565398,79.32913
AND,1978,41.97477,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4607829,91.09444
AND,1979,46.76036,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4034294,115.9072
AND,1980,55.41031,Derived using data on fixed investment from UN and the spliced USD exchange rate,.4309372,128.5809
AND,1981,61.84107,Derived using data on fixed investment from UN and the spliced USD exchange rate,.5548654,111.4524
AND,1982,70.39761,Derived using data on fixed investment from UN and the spliced USD exchange rate,.6602669,106.6199
AND,1983,77.96754,Derived using data on fixed investment from UN and the spliced USD exchange rate,.8620312,90.44632
AND,1984,80.63495,Derived using data on fixed investment from UN and the spliced USD exchange rate,.9661931,83.45635
AND,1985,92.01147,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.021986,90.03207
AND,1986,108.138,Derived using data on fixed investment from UN and the spliced USD exchange rate,.8417077,128.4745
