ISO3,year,imports,source,nGDP,imports_GDP
GBR,1924,1328.633,Derived using data on imports from CS1 and the spliced GDP,4507.696,.2947478
GBR,1925,1363.703,Derived using data on imports from CS1 and the spliced GDP,4654.551,.2929827
GBR,1926,1296.57,Derived using data on imports from CS1 and the spliced GDP,4489.991,.2887689
GBR,1927,1260.498,Derived using data on imports from CS1 and the spliced GDP,4748.288,.2654638
GBR,1928,1239.457,Derived using data on imports from CS1 and the spliced GDP,4748.288,.2610324
GBR,1929,1272.522,Derived using data on imports from CS1 and the spliced GDP,4844.107,.2626949
GBR,1930,1104.189,Derived using data on imports from CS1 and the spliced GDP,4764.952,.2317313
GBR,1931,928.8411,Derived using data on imports from CS1 and the spliced GDP,4456.662,.2084163
GBR,1932,766.5193,Derived using data on imports from CS1 and the spliced GDP,4359.801,.1758152
GBR,1933,739.4657,Derived using data on imports from CS1 and the spliced GDP,4437.915,.1666246
GBR,1934,800.5868,Derived using data on imports from CS1 and the spliced GDP,4663.924,.1716552
GBR,1935,849.6841,Derived using data on imports from CS1 and the spliced GDP,4873.27,.174356
GBR,1936,918.8212,Derived using data on imports from CS1 and the spliced GDP,5149.272,.1784371
GBR,1937,1095.171,Derived using data on imports from CS1 and the spliced GDP,5507.555,.1988488
GBR,1938,1003.99,Derived using data on imports from CS1 and the spliced GDP,5680.447,.1767449
GBR,1939,1097.175,Derived using data on imports from CS1 and the spliced GDP,6093.931,.1800438
GBR,1940,1591.154,Derived using data on imports from CS1 and the spliced GDP,7377.083,.2156887
GBR,1941,1557.086,Derived using data on imports from CS1 and the spliced GDP,8865.414,.1756361
GBR,1942,1352.681,Derived using data on imports from CS1 and the spliced GDP,9688.215,.1396213
GBR,1943,1510.995,Derived using data on imports from CS1 and the spliced GDP,10285,.1469124
GBR,1944,1713.396,Derived using data on imports from CS1 and the spliced GDP,10347.5,.1655856
GBR,1945,1672.315,Derived using data on imports from CS1 and the spliced GDP,10043.37,.1665093
GBR,1946,1832.632,Derived using data on imports from CS1 and the spliced GDP,10078.78,.1818307
GBR,1947,2241.92,Derived using data on imports from CS1 and the spliced GDP,10865.13,.2063408
GBR,1948,2450.637,Derived using data on imports from CS1 and the spliced GDP,11903.53,.2058748
GBR,1949,2718.405,Derived using data on imports from CS1 and the spliced GDP,12677.38,.2144296
GBR,1950,3102.24,Derived using data on imports from CS1 and the spliced GDP,13271.04,.23376
GBR,1951,4377.955,Derived using data on imports from CS1 and the spliced GDP,14789.24,.2960231
GBR,1952,3971.722,Derived using data on imports from CS1 and the spliced GDP,15955.21,.2489295
GBR,1953,3869.909,Derived using data on imports from CS1 and the spliced GDP,17111.06,.2261642
GBR,1954,3997.175,Derived using data on imports from CS1 and the spliced GDP,18107,.220753
GBR,1955,4523.548,Derived using data on imports from CS1 and the spliced GDP,19538.15,.2315239
GBR,1956,4598.889,Derived using data on imports from CS1 and the spliced GDP,21017.88,.2188084
GBR,1957,4827.968,Derived using data on imports from CS1 and the spliced GDP,22185.88,.2176145
GBR,1958,4631.469,Derived using data on imports from CS1 and the spliced GDP,23130.2,.2002348
GBR,1959,4936.908,Derived using data on imports from CS1 and the spliced GDP,24506.7,.2014514
GBR,1960,5616,Derived using data on imports from OECD_EO and the spliced GDP,26201,.214343
GBR,1961,5582,Derived using data on imports from OECD_EO and the spliced GDP,27918,.1999427
GBR,1962,5682,Derived using data on imports from OECD_EO and the spliced GDP,29235,.1943561
GBR,1963,6103,Derived using data on imports from OECD_EO and the spliced GDP,31099,.1962443
GBR,1964,6912,Derived using data on imports from OECD_EO and the spliced GDP,34047,.2030135
GBR,1965,7079,Derived using data on imports from OECD_EO and the spliced GDP,36828,.1922179
GBR,1966,7388,Derived using data on imports from OECD_EO and the spliced GDP,39394,.1875412
GBR,1967,8015,Derived using data on imports from OECD_EO and the spliced GDP,41673,.1923308
GBR,1968,9571,Derived using data on imports from OECD_EO and the spliced GDP,45795,.2089966
GBR,1969,10156,Derived using data on imports from OECD_EO and the spliced GDP,49761,.2040956
GBR,1970,11370,Derived using data on imports from OECD_EO and the spliced GDP,56041,.2028872
GBR,1971,12457,Derived using data on imports from OECD_EO and the spliced GDP,62870,.198139
GBR,1972,14055,Derived using data on imports from OECD_EO and the spliced GDP,70578,.1991414
GBR,1973,19325,Derived using data on imports from OECD_EO and the spliced GDP,81793,.2362672
GBR,1974,27613,Derived using data on imports from OECD_EO and the spliced GDP,92673,.2979617
GBR,1975,29364,Derived using data on imports from OECD_EO and the spliced GDP,115093,.2551328
GBR,1976,37378,Derived using data on imports from OECD_EO and the spliced GDP,136999,.2728341
GBR,1977,43298,Derived using data on imports from OECD_EO and the spliced GDP,159786,.2709749
GBR,1978,46358,Derived using data on imports from OECD_EO and the spliced GDP,186158,.249025
GBR,1979,55494,Derived using data on imports from OECD_EO and the spliced GDP,220981,.2511257
GBR,1980,58975,Derived using data on imports from OECD_EO and the spliced GDP,259970,.2268531
GBR,1981,62008,Derived using data on imports from OECD_EO and the spliced GDP,290180,.2136881
GBR,1982,69563,Derived using data on imports from OECD_EO and the spliced GDP,319558,.2176851
GBR,1983,79569,Derived using data on imports from OECD_EO and the spliced GDP,351347,.2264684
GBR,1984,94987,Derived using data on imports from OECD_EO and the spliced GDP,377920,.2513416
GBR,1985,101340,Derived using data on imports from OECD_EO and the spliced GDP,414630,.2444107
GBR,1986,103713,Derived using data on imports from OECD_EO and the spliced GDP,446600,.232228
GBR,1987,114989,Derived using data on imports from OECD_EO and the spliced GDP,496809,.2314551
GBR,1988,128496,Derived using data on imports from OECD_EO and the spliced GDP,555683,.2312398
GBR,1989,146945,Derived using data on imports from OECD_EO and the spliced GDP,614631,.2390784
GBR,1990,152996,Derived using data on imports from OECD_EO and the spliced GDP,670797,.2280809
GBR,1991,147206,Derived using data on imports from OECD_EO and the spliced GDP,705884,.2085413
GBR,1992,157168,Derived using data on imports from OECD_EO and the spliced GDP,730874,.2150412
GBR,1993,176452,Derived using data on imports from OECD_EO and the spliced GDP,769855,.2292016
GBR,1994,192416,Derived using data on imports from OECD_EO and the spliced GDP,810794,.237318
GBR,1995,214794,Derived using data on imports from OECD_EO and the spliced GDP,851845,.2521515
GBR,1996,235530,Derived using data on imports from OECD_EO and the spliced GDP,909993,.2588262
GBR,1997,240300,Derived using data on imports from OECD_EO and the spliced GDP,953405,.252044
GBR,1998,248695,Derived using data on imports from OECD_EO and the spliced GDP,998501,.2490683
GBR,1999,264214,Derived using data on imports from OECD_EO and the spliced GDP,1043248,.253261
GBR,2000,295683,Derived using data on imports from OECD_EO and the spliced GDP,1100752,.2686191
GBR,2001,312602,Derived using data on imports from OECD_EO and the spliced GDP,1146135,.2727445
GBR,2002,320131,Derived using data on imports from OECD_EO and the spliced GDP,1191439,.2686927
GBR,2003,329470,Derived using data on imports from OECD_EO and the spliced GDP,1258334,.2618303
GBR,2004,348904,Derived using data on imports from OECD_EO and the spliced GDP,1322637,.2637942
GBR,2005,383386,Derived using data on imports from OECD_EO and the spliced GDP,1398749,.2740921
GBR,2006,432813,Derived using data on imports from OECD_EO and the spliced GDP,1472038,.294023
GBR,2007,424046,Derived using data on imports from OECD_EO and the spliced GDP,1544637,.2745279
GBR,2008,465214,Derived using data on imports from OECD_EO and the spliced GDP,1593600,.2919264
GBR,2009,435567,Derived using data on imports from OECD_EO and the spliced GDP,1548802,.2812283
GBR,2010,489258,Derived using data on imports from OECD_EO and the spliced GDP,1608553,.3041603
GBR,2011,534985,Derived using data on imports from OECD_EO and the spliced GDP,1662590,.3217781
GBR,2012,541661,Derived using data on imports from OECD_EO and the spliced GDP,1713715,.3160741
GBR,2013,564864,Derived using data on imports from OECD_EO and the spliced GDP,1781361,.3170969
GBR,2014,568413,Derived using data on imports from OECD_EO and the spliced GDP,1862514,.3051859
GBR,2015,562624,Derived using data on imports from OECD_EO and the spliced GDP,1916451,.293576
GBR,2016,613388,Derived using data on imports from OECD_EO and the spliced GDP,1991645,.3079806
GBR,2017,671211,Derived using data on imports from OECD_EO and the spliced GDP,2082482,.322313
GBR,2018,709454,Derived using data on imports from OECD_EO and the spliced GDP,2152304,.3296254
GBR,2019,737872,Derived using data on imports from OECD_EO and the spliced GDP,2233921,.3303035
GBR,2020,612353,Derived using data on imports from OECD_EO and the spliced GDP,2103486,.2911134
GBR,2021,672005,Derived using data on imports from OECD_EO and the spliced GDP,2285400,.2940426
GBR,2022,892166,Derived using data on imports from OECD_EO and the spliced GDP,2526428,.3531334
GBR,2023,876290,Derived using data on imports from OECD_EO and the spliced GDP,2720029,.322162
GBR,2024,888254.3,Derived using data on imports from OECD_EO and the spliced GDP,2822158,.3147429
GBR,2025,901132.3,Derived using data on imports from OECD_EO and the spliced GDP,2929895,.3075647
GBR,2026,921687.4,Derived using data on imports from OECD_EO and the spliced GDP,3026054,.3045839
GBR,2027,930867.4,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,3131103,.2972969
GBR,2028,943396.9,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,3239094,.2912533
GBR,2029,954679.9,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,3350493,.2849371
GEO,1987,.0058333,Derived using data on imports from IMF_WEO and the spliced GDP,.0141669,.4117541
GEO,1988,.006839,Derived using data on imports from IMF_WEO and the spliced GDP,.0145659,.4695202
GEO,1989,.0065373,Derived using data on imports from IMF_WEO and the spliced GDP,.0143664,.4550395
GEO,1990,.006839,Derived using data on imports from UN and the spliced GDP,.014965,.4569997
GEO,1991,.005954,Derived using data on imports from UN and the spliced GDP,.019146,.3109788
GEO,1992,.137125,Derived using data on imports from UN and the spliced GDP,.138295,.9915398
GEO,1993,9.333,Derived using data on imports from UN and the spliced GDP,27.589,.338287
GEO,1994,813.581,Derived using data on imports from UN and the spliced GDP,1806.633,.45033
GEO,1995,1048.725,Derived using data on imports from UN and the spliced GDP,3885.482,.2699086
GEO,1996,1246.929,Derived using data on imports from UN and the spliced GDP,4069.557,.3064041
GEO,1997,1911.404,Derived using data on imports from UN and the spliced GDP,4791.688,.3988999
GEO,1998,1855.682,Derived using data on imports from UN and the spliced GDP,5283.14,.351246
GEO,1999,2150.384,Derived using data on imports from UN and the spliced GDP,5963.35,.3606
GEO,2000,2386.927,Derived using data on imports from UN and the spliced GDP,6357.165,.3754703
GEO,2001,2583.065,Derived using data on imports from UN and the spliced GDP,7020.901,.3679108
GEO,2002,3147.9,Derived using data on imports from UN and the spliced GDP,7843.578,.4013348
GEO,2003,3958.74,Derived using data on imports from UN and the spliced GDP,9009.24,.4394089
GEO,2004,4713.458,Derived using data on imports from UN and the spliced GDP,10334.95,.45607
GEO,2005,5967.193,Derived using data on imports from UN and the spliced GDP,12224.98,.4881148
GEO,2006,7829.147,Derived using data on imports from UN and the spliced GDP,14506.69,.5396922
GEO,2007,9806.149,Derived using data on imports from UN and the spliced GDP,17877.09,.5485318
GEO,2008,11093.06,Derived using data on imports from UN and the spliced GDP,20066.33,.5528196
GEO,2009,8763.874,Derived using data on imports from UN and the spliced GDP,18920.83,.4631864
GEO,2010,10898.62,Derived using data on imports from UN and the spliced GDP,22148.65,.4920669
GEO,2011,13467.73,Derived using data on imports from UN and the spliced GDP,26099.38,.5160175
GEO,2012,15090.97,Derived using data on imports from UN and the spliced GDP,27896.86,.5409558
GEO,2013,15405.97,Derived using data on imports from UN and the spliced GDP,29137.73,.5287291
GEO,2014,17690.98,Derived using data on imports from UN and the spliced GDP,31722.4,.5576811
GEO,2015,19650.58,Derived using data on imports from UN and the spliced GDP,34548.16,.5687879
GEO,2016,20077.45,Derived using data on imports from UN and the spliced GDP,36553.3,.5492651
GEO,2017,23442.97,Derived using data on imports from UN and the spliced GDP,41339.77,.5670804
GEO,2018,27293.46,Derived using data on imports from UN and the spliced GDP,45374.36,.6015173
GEO,2019,31578.88,Derived using data on imports from UN and the spliced GDP,49726.29,.6350541
GEO,2020,27877.24,Derived using data on imports from UN and the spliced GDP,49788.54,.5599128
GEO,2021,35782.55,Derived using data on imports from UN and the spliced GDP,60724.14,.5892641
GEO,2022,45330.98,Derived using data on imports from UN and the spliced GDP,72860.06,.622165
GEO,2023,45682.53,Derived using data on imports from UN and the spliced GDP,80246.08,.5692806
GEO,2024,50949.85,Derived using data on imports from IMF_IFS and the spliced GDP,91168.43,.558854
GEO,2025,52657.69,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,100071.1,.526203
GEO,2026,55339.02,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,108752.4,.5088534
GEO,2027,56552.6,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,118186,.4785052
GEO,2028,59033,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,128438.9,.4596194
GEO,2029,60975.18,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,139581.1,.4368441
GHA,1950,.0131784,Derived using data on imports from Mitchell and the spliced GDP,.1424629,.0925044
GHA,1951,.0174663,Derived using data on imports from Mitchell and the spliced GDP,.1695089,.1030407
GHA,1952,.0182384,Derived using data on imports from Mitchell and the spliced GDP,.1748552,.104306
GHA,1953,.0202071,Derived using data on imports from Mitchell and the spliced GDP,.1720248,.1174664
GHA,1954,.0194542,Derived using data on imports from Mitchell and the spliced GDP,.1987562,.0978795
GHA,1955,.0240596,Derived using data on imports from Mitchell and the spliced GDP,.2050785,.1173192
GHA,1956,.0243471,Derived using data on imports from Mitchell and the spliced GDP,.2116019,.1150611
GHA,1957,.0264719,Derived using data on imports from Mitchell and the spliced GDP,.2209794,.1197935
GHA,1958,.0231615,Derived using data on imports from Mitchell and the spliced GDP,.2361819,.0980665
GHA,1959,.0309459,Derived using data on imports from Mitchell and the spliced GDP,.2683037,.1153392
GHA,1960,.0354884,Derived using data on imports from IMF_WEO and the spliced GDP,.2901565,.1223079
GHA,1961,.0390603,Derived using data on imports from IMF_WEO and the spliced GDP,.3101882,.1259246
GHA,1962,.0323774,Derived using data on imports from IMF_WEO and the spliced GDP,.332041,.0975104
GHA,1963,.0347971,Derived using data on imports from IMF_WEO and the spliced GDP,.2233017,.15583
GHA,1964,.0339906,Derived using data on imports from IMF_WEO and the spliced GDP,.2587783,.1313501
GHA,1965,.0451671,Derived using data on imports from IMF_WEO and the spliced GDP,.3315591,.1362264
GHA,1966,.0343362,Derived using data on imports from IMF_WEO and the spliced GDP,.375961,.0913292
GHA,1967,.0345667,Derived using data on imports from IMF_WEO and the spliced GDP,.3338377,.1035433
GHA,1968,.0407887,Derived using data on imports from IMF_WEO and the spliced GDP,.3833352,.1064047
GHA,1969,.0468954,Derived using data on imports from IMF_WEO and the spliced GDP,.4355609,.1076668
GHA,1970,.059109,Derived using data on imports from UN and the spliced GDP,.479097,.1233758
GHA,1971,.058845,Derived using data on imports from UN and the spliced GDP,.530409,.1109427
GHA,1972,.053062,Derived using data on imports from UN and the spliced GDP,.597206,.0888504
GHA,1973,.063016,Derived using data on imports from UN and the spliced GDP,.742679,.0848496
GHA,1974,.111479,Derived using data on imports from UN and the spliced GDP,.988506,.1127752
GHA,1975,.106837,Derived using data on imports from UN and the spliced GDP,1.120637,.0953359
GHA,1976,.114936,Derived using data on imports from UN and the spliced GDP,1.384346,.0830255
GHA,1977,.141505,Derived using data on imports from UN and the spliced GDP,2.367995,.0597573
GHA,1978,.223111,Derived using data on imports from UN and the spliced GDP,4.451598,.0501193
GHA,1979,.345674,Derived using data on imports from UN and the spliced GDP,5.986402,.0577432
GHA,1980,.430474,Derived using data on imports from UN and the spliced GDP,9.090139,.0473562
GHA,1981,.424219,Derived using data on imports from UN and the spliced GDP,15.40554,.0275368
GHA,1982,.2829,Derived using data on imports from UN and the spliced GDP,18.33805,.0154269
GHA,1983,1.209608,Derived using data on imports from UN and the spliced GDP,39.03846,.030985
GHA,1984,2.290486,Derived using data on imports from UN and the spliced GDP,57.39166,.0399097
GHA,1985,4.3707,Derived using data on imports from UN and the spliced GDP,72.76778,.0600637
GHA,1986,9.920939,Derived using data on imports from UN and the spliced GDP,108.4788,.0914551
GHA,1987,19.17243,Derived using data on imports from UN and the spliced GDP,158.2425,.1211586
GHA,1988,24.20972,Derived using data on imports from UN and the spliced GDP,222.9819,.1085726
GHA,1989,43.77724,Derived using data on imports from UN and the spliced GDP,300.6183,.145624
GHA,1990,53.55551,Derived using data on imports from UN and the spliced GDP,430.9668,.1242683
GHA,1991,67.109,Derived using data on imports from UN and the spliced GDP,546.1699,.122872
GHA,1992,88.49828,Derived using data on imports from UN and the spliced GDP,638.2305,.1386619
GHA,1993,142.4818,Derived using data on imports from UN and the spliced GDP,821.4396,.1734538
GHA,1994,193.3925,Derived using data on imports from UN and the spliced GDP,1104.134,.1751531
GHA,1995,264.3645,Derived using data on imports from UN and the spliced GDP,1644.491,.1607577
GHA,1996,408.7997,Derived using data on imports from UN and the spliced GDP,2405.29,.1699586
GHA,1997,564.6814,Derived using data on imports from UN and the spliced GDP,2993.751,.18862
GHA,1998,804.6715,Derived using data on imports from UN and the spliced GDP,3668.849,.2193253
GHA,1999,1024.041,Derived using data on imports from UN and the spliced GDP,4365.457,.2345781
GHA,2000,1830.786,Derived using data on imports from UN and the spliced GDP,5759.68,.3178624
GHA,2001,2474.07,Derived using data on imports from UN and the spliced GDP,8075.686,.3063603
GHA,2002,2688.375,Derived using data on imports from UN and the spliced GDP,10364.77,.2593762
GHA,2003,3755.079,Derived using data on imports from UN and the spliced GDP,14033.59,.2675778
GHA,2004,4835.493,Derived using data on imports from UN and the spliced GDP,16946.09,.2853456
GHA,2005,6019.217,Derived using data on imports from UN and the spliced GDP,20631.29,.2917519
GHA,2006,7618.604,Derived using data on imports from UN and the spliced GDP,24759.02,.3077102
GHA,2007,9453.804,Derived using data on imports from UN and the spliced GDP,30648.34,.3084605
GHA,2008,13424.91,Derived using data on imports from UN and the spliced GDP,39945.93,.336077
GHA,2009,15481.81,Derived using data on imports from UN and the spliced GDP,48442.44,.3195918
GHA,2010,19917.91,Derived using data on imports from UN and the spliced GDP,60943.66,.3268249
GHA,2011,29524.61,Derived using data on imports from UN and the spliced GDP,79175.49,.3729009
GHA,2012,39773.22,Derived using data on imports from UN and the spliced GDP,99690.76,.398966
GHA,2013,43963.66,Derived using data on imports from UN and the spliced GDP,124477.6,.3531854
GHA,2014,56498.9,Derived using data on imports from UN and the spliced GDP,158684,.3560466
GHA,2015,78346.3,Derived using data on imports from UN and the spliced GDP,183525.6,.4268956
GHA,2016,80555.55,Derived using data on imports from UN and the spliced GDP,219594.6,.3668376
GHA,2017,96371.93,Derived using data on imports from UN and the spliced GDP,262798,.3667149
GHA,2018,106473.8,Derived using data on imports from UN and the spliced GDP,308587.4,.3450362
GHA,2019,140390,Derived using data on imports from UN and the spliced GDP,356544.3,.393752
GHA,2020,137375.5,Derived using data on imports from UN and the spliced GDP,391940.7,.3505008
GHA,2021,150755.9,Derived using data on imports from UN and the spliced GDP,461694.9,.3265271
GHA,2022,217790.9,Derived using data on imports from UN and the spliced GDP,614336.3,.3545141
GHA,2023,294570.1,Derived using data on imports from UN and the spliced GDP,841632.9,.3499983
GHA,2024,408044.1,Derived using data on imports from WDI and the spliced GDP,1108157,.3682188
GHA,2025,430735.4,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,1285446,.3350864
GHA,2026,453219.8,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,1455385,.3114088
GHA,2027,479248.2,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,1648957,.2906372
GHA,2028,505975.8,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,1863698,.2714902
GHA,2029,533146.8,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2104421,.2533461
GIN,1959,1527.9,Derived using data on imports from Mitchell and the spliced GDP,28630.28,.0533666
GIN,1960,1232.8,Derived using data on imports from Mitchell and the spliced GDP,31456.52,.0391906
GIN,1961,1799.3,Derived using data on imports from Mitchell and the spliced GDP,34148.66,.0526902
GIN,1962,1619.5,Derived using data on imports from Mitchell and the spliced GDP,35305.93,.0458705
GIN,1963,1137.9,Derived using data on imports from Mitchell and the spliced GDP,37621.99,.0302456
GIN,1964,,Derived using data on imports from UN and the spliced GDP,41984.48,
GIN,1965,,Derived using data on imports from UN and the spliced GDP,47233.78,
GIN,1966,,Derived using data on imports from UN and the spliced GDP,53711.48,
GIN,1967,,Derived using data on imports from UN and the spliced GDP,61759.3,
GIN,1968,,Derived using data on imports from UN and the spliced GDP,67712.97,
GIN,1969,,Derived using data on imports from UN and the spliced GDP,73735.13,
GIN,1970,18103.7,Derived using data on imports from UN and the spliced GDP,79848.8,.2267248
GIN,1971,20147.58,Derived using data on imports from UN and the spliced GDP,88863.62,.2267248
GIN,1972,21763.76,Derived using data on imports from UN and the spliced GDP,95991.98,.2267247
GIN,1973,24307.4,Derived using data on imports from UN and the spliced GDP,107211.1,.2267248
GIN,1974,26644.83,Derived using data on imports from UN and the spliced GDP,117520.6,.2267247
GIN,1975,28733.21,Derived using data on imports from UN and the spliced GDP,126731.7,.2267248
GIN,1976,32932.21,Derived using data on imports from UN and the spliced GDP,145252,.2267247
GIN,1977,33296.49,Derived using data on imports from UN and the spliced GDP,146858.7,.2267247
GIN,1978,36327.61,Derived using data on imports from UN and the spliced GDP,160227.8,.2267248
GIN,1979,38628.84,Derived using data on imports from UN and the spliced GDP,170377.7,.2267247
GIN,1980,42105.6,Derived using data on imports from UN and the spliced GDP,185712.4,.2267247
GIN,1981,46021.44,Derived using data on imports from UN and the spliced GDP,202983.7,.2267248
GIN,1982,60748.14,Derived using data on imports from UN and the spliced GDP,267937.8,.2267248
GIN,1983,79580.27,Derived using data on imports from UN and the spliced GDP,350999.5,.2267247
GIN,1984,101066.9,Derived using data on imports from UN and the spliced GDP,445769,.2267248
GIN,1985,126283,Derived using data on imports from UN and the spliced GDP,556988.2,.2267247
GIN,1986,220693.1,Derived using data on imports from UN and the spliced GDP,974420.3,.2264865
GIN,1987,317316.2,Derived using data on imports from UN and the spliced GDP,1280968,.2477159
GIN,1988,415333.8,Derived using data on imports from UN and the spliced GDP,1656646,.2507076
GIN,1989,506446.7,Derived using data on imports from UN and the spliced GDP,2107460,.2403114
GIN,1990,695691.7,Derived using data on imports from UN and the spliced GDP,2578486,.2698062
GIN,1991,654961.1,Derived using data on imports from UN and the spliced GDP,3110758,.2105471
GIN,1992,945653.8,Derived using data on imports from UN and the spliced GDP,4010089,.2358187
GIN,1993,1024436,Derived using data on imports from UN and the spliced GDP,4225775,.2424256
GIN,1994,1028513,Derived using data on imports from UN and the spliced GDP,4525557,.2272677
GIN,1995,1095436,Derived using data on imports from UN and the spliced GDP,5214978,.2100557
GIN,1996,990226.1,Derived using data on imports from UN and the spliced GDP,5526408,.1791808
GIN,1997,1142711,Derived using data on imports from UN and the spliced GDP,5886898,.1941109
GIN,1998,1451585,Derived using data on imports from UN and the spliced GDP,6068046,.2392178
GIN,1999,1600073,Derived using data on imports from UN and the spliced GDP,6592122,.242725
GIN,2000,1507430,Derived using data on imports from UN and the spliced GDP,7458153,.2021185
GIN,2001,2140232,Derived using data on imports from UN and the spliced GDP,7948832,.2692511
GIN,2002,2459995,Derived using data on imports from UN and the spliced GDP,8060552,.3051894
GIN,2003,2509809,Derived using data on imports from UN and the spliced GDP,9459699,.265316
GIN,2004,3176391,Derived using data on imports from UN and the spliced GDP,1.13e+07,.281527
GIN,2005,5341436,Derived using data on imports from UN and the spliced GDP,1.48e+07,.3607286
GIN,2006,9899630,Derived using data on imports from UN and the spliced GDP,2.17e+07,.4556199
GIN,2007,1.25e+07,Derived using data on imports from UN and the spliced GDP,2.64e+07,.4757008
GIN,2008,1.36e+07,Derived using data on imports from UN and the spliced GDP,3.20e+07,.4254379
GIN,2009,1.53e+07,Derived using data on imports from UN and the spliced GDP,3.22e+07,.4729956
GIN,2010,1.70e+07,Derived using data on imports from UN and the spliced GDP,3.92e+07,.4320536
GIN,2011,2.41e+07,Derived using data on imports from UN and the spliced GDP,4.52e+07,.5335243
GIN,2012,2.86e+07,Derived using data on imports from UN and the spliced GDP,5.34e+07,.5353693
GIN,2013,3.12e+07,Derived using data on imports from UN and the spliced GDP,5.79e+07,.5395582
GIN,2014,3.08e+07,Derived using data on imports from UN and the spliced GDP,6.16e+07,.5008345
GIN,2015,3.35e+07,Derived using data on imports from UN and the spliced GDP,6.58e+07,.5094585
GIN,2016,6.36e+07,Derived using data on imports from UN and the spliced GDP,7.71e+07,.8246796
GIN,2017,5.31e+07,Derived using data on imports from UN and the spliced GDP,9.38e+07,.5659134
GIN,2018,5.21e+07,Derived using data on imports from UN and the spliced GDP,1.07e+08,.4877702
GIN,2019,5.35e+07,Derived using data on imports from UN and the spliced GDP,1.23e+08,.4337311
GIN,2020,9.27e+07,Derived using data on imports from UN and the spliced GDP,1.35e+08,.6879544
GIN,2021,9.40e+07,Derived using data on imports from UN and the spliced GDP,1.59e+08,.5897689
GIN,2022,8.30e+07,Derived using data on imports from UN and the spliced GDP,1.70e+08,.4874643
GIN,2023,8.11e+07,Derived using data on imports from UN and the spliced GDP,1.96e+08,.414179
GIN,2024,9.95e+07,Derived using data on imports from WDI and the spliced GDP,2.14e+08,.4653294
GIN,2025,1.08e+08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2.49e+08,.4341226
GIN,2026,1.09e+08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2.87e+08,.3819387
GIN,2027,1.15e+08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,3.28e+08,.3486599
GIN,2028,1.21e+08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,3.75e+08,.3231182
GIN,2029,1.32e+08,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,4.24e+08,.3103113
GLP,1960,238,Derived using data on imports from Mitchell and the spliced GDP,480.6999,.4951114
GLP,1961,259,Derived using data on imports from Mitchell and the spliced GDP,506.6002,.5112513
GLP,1962,284,Derived using data on imports from Mitchell and the spliced GDP,538.0001,.5278809
GLP,1963,342,Derived using data on imports from Mitchell and the spliced GDP,618.5001,.5529506
GLP,1964,392,Derived using data on imports from Mitchell and the spliced GDP,711.3001,.5511035
GLP,1965,421,Derived using data on imports from Mitchell and the spliced GDP,806.7,.5218793
GLP,1966,448,Derived using data on imports from Mitchell and the spliced GDP,890.4,.5031446
GLP,1967,492,Derived using data on imports from Mitchell and the spliced GDP,938.7,.5241291
GLP,1968,504,Derived using data on imports from Mitchell and the spliced GDP,1048.1,.4808701
GLP,1969,546,Derived using data on imports from Mitchell and the spliced GDP,1162.3,.4697582
GLP,1970,709,Derived using data on imports from Mitchell and the spliced GDP,1330,.5330827
GLP,1971,692,Derived using data on imports from Mitchell and the spliced GDP,1545.7,.4476936
GLP,1972,747,Derived using data on imports from Mitchell and the spliced GDP,1725.3,.4329682
GLP,1973,896,Derived using data on imports from Mitchell and the spliced GDP,2051.5,.4367537
GLP,1974,1104,Derived using data on imports from Mitchell and the spliced GDP,2456.8,.449365
GLP,1975,1315,Derived using data on imports from Mitchell and the spliced GDP,2825.8,.4653549
GLP,1976,1515,Derived using data on imports from Mitchell and the spliced GDP,3271.3,.4631186
GLP,1977,1844,Derived using data on imports from Mitchell and the spliced GDP,3730.5,.4943038
GLP,1978,1910,Derived using data on imports from Mitchell and the spliced GDP,4571.001,.4178516
GLP,1979,2540,Derived using data on imports from Mitchell and the spliced GDP,5214.601,.4870938
GLP,1980,3074,Derived using data on imports from Mitchell and the spliced GDP,6027.002,.510038
GLP,1981,3334,Derived using data on imports from Mitchell and the spliced GDP,6473.999,.5149831
GLP,1982,4117,Derived using data on imports from Mitchell and the spliced GDP,7539.999,.5460213
GLP,1983,5039,Derived using data on imports from Mitchell and the spliced GDP,8427,.5979589
GLP,1984,5231,Derived using data on imports from Mitchell and the spliced GDP,9049.002,.5780748
