ISO3,year,imports,source,nGDP,imports_GDP
BGR,1947,.0378883,Derived using data on imports from Mitchell and the spliced GDP,,
BGR,1948,.0667698,Derived using data on imports from Mitchell and the spliced GDP,2.580531,.0258745
BGR,1949,,Derived using data on imports from Mitchell and the spliced GDP,2.708167,
BGR,1950,,Derived using data on imports from Mitchell and the spliced GDP,3.071438,
BGR,1951,,Derived using data on imports from Mitchell and the spliced GDP,3.853615,
BGR,1952,.3184487,Derived using data on imports from Mitchell and the spliced GDP,3.997615,.0796597
BGR,1953,.4069067,Derived using data on imports from Mitchell and the spliced GDP,4.549066,.0894484
BGR,1954,.4069067,Derived using data on imports from Mitchell and the spliced GDP,4.431248,.0918266
BGR,1955,.5130562,Derived using data on imports from Mitchell and the spliced GDP,4.61452,.111183
BGR,1956,.5130562,Derived using data on imports from Mitchell and the spliced GDP,4.491794,.1142208
BGR,1957,.6899721,Derived using data on imports from Mitchell and the spliced GDP,5.251062,.1313967
BGR,1958,.7607385,Derived using data on imports from Mitchell and the spliced GDP,5.704332,.1333615
BGR,1959,1.203028,Derived using data on imports from Mitchell and the spliced GDP,6.905416,.1742152
BGR,1960,1.309178,Derived using data on imports from Mitchell and the spliced GDP,7.345596,.1782262
BGR,1961,1.379944,Derived using data on imports from Mitchell and the spliced GDP,7.717049,.1788176
BGR,1962,1.627627,Derived using data on imports from Mitchell and the spliced GDP,8.440317,.1928395
BGR,1963,1.946075,Derived using data on imports from Mitchell and the spliced GDP,9.28795,.2095269
BGR,1964,2.122991,Derived using data on imports from Mitchell and the spliced GDP,10.15194,.2091216
BGR,1965,2.476823,Derived using data on imports from Mitchell and the spliced GDP,10.85885,.2280926
BGR,1966,3.007571,Derived using data on imports from Mitchell and the spliced GDP,11.90284,.2526767
BGR,1967,3.184487,Derived using data on imports from Mitchell and the spliced GDP,12.85029,.2478143
BGR,1968,3.715234,Derived using data on imports from Mitchell and the spliced GDP,14.00065,.2653615
BGR,1969,3.538319,Derived using data on imports from Mitchell and the spliced GDP,15.29992,.2312639
BGR,1970,3.715235,Derived using data on imports from UN and the spliced GDP,15.29992,.2428271
BGR,1971,3.672657,Derived using data on imports from UN and the spliced GDP,15.12556,.2428113
BGR,1972,3.970741,Derived using data on imports from UN and the spliced GDP,16.33153,.2431334
BGR,1973,4.281683,Derived using data on imports from UN and the spliced GDP,17.65375,.2425368
BGR,1974,4.617259,Derived using data on imports from UN and the spliced GDP,19.01955,.2427638
BGR,1975,5.068271,Derived using data on imports from UN and the spliced GDP,20.76313,.2440995
BGR,1976,5.299487,Derived using data on imports from UN and the spliced GDP,22.0127,.2407468
BGR,1977,5.47915,Derived using data on imports from UN and the spliced GDP,22.50671,.2434451
BGR,1978,6.75405,Derived using data on imports from UN and the spliced GDP,27.22237,.2481066
BGR,1979,7.367743,Derived using data on imports from UN and the spliced GDP,31.93803,.2306887
BGR,1980,9.426189,Derived using data on imports from UN and the spliced GDP,37.4739,.2515401
BGR,1981,10.59348,Derived using data on imports from UN and the spliced GDP,40.4191,.2620909
BGR,1982,10.45981,Derived using data on imports from UN and the spliced GDP,42.15541,.2481249
BGR,1983,11.40782,Derived using data on imports from UN and the spliced GDP,43.32012,.2633377
BGR,1984,12.78547,Derived using data on imports from UN and the spliced GDP,46.01744,.2778396
BGR,1985,14.23612,Derived using data on imports from UN and the spliced GDP,47.36,.3005938
BGR,1986,15.41129,Derived using data on imports from UN and the spliced GDP,50.01707,.3081206
BGR,1987,15.32438,Derived using data on imports from UN and the spliced GDP,53.07938,.2887068
BGR,1988,17.97482,Derived using data on imports from UN and the spliced GDP,55.7148,.3226219
BGR,1989,19.32629,Derived using data on imports from UN and the spliced GDP,57.50763,.3360648
BGR,1990,16.50847,Derived using data on imports from UN and the spliced GDP,65.95092,.2503145
BGR,1991,35.49714,Derived using data on imports from AMECO and the spliced GDP,197.2073,.1799991
BGR,1992,70.97472,Derived using data on imports from AMECO and the spliced GDP,291.8504,.2431887
BGR,1993,91.43202,Derived using data on imports from AMECO and the spliced GDP,434.3921,.2104827
BGR,1994,160.2358,Derived using data on imports from AMECO and the spliced GDP,763.7164,.2098107
BGR,1995,292.426,Derived using data on imports from OECD_EO and the spliced GDP,1275.677,.229232
BGR,1996,816.322,Derived using data on imports from OECD_EO and the spliced GDP,2187.139,.3732374
BGR,1997,7020.57,Derived using data on imports from OECD_EO and the spliced GDP,19032.36,.3688755
BGR,1998,9288.494,Derived using data on imports from OECD_EO and the spliced GDP,26460.04,.3510386
BGR,1999,11851.61,Derived using data on imports from OECD_EO and the spliced GDP,25042.94,.4732518
BGR,2000,11679.38,Derived using data on imports from OECD_EO and the spliced GDP,28124.88,.4152685
BGR,2001,13696.13,Derived using data on imports from OECD_EO and the spliced GDP,30986.69,.4420005
BGR,2002,14180.18,Derived using data on imports from OECD_EO and the spliced GDP,34068.71,.4162231
BGR,2003,16339.39,Derived using data on imports from OECD_EO and the spliced GDP,36637.91,.4459694
BGR,2004,21468.87,Derived using data on imports from OECD_EO and the spliced GDP,41201.3,.5210726
BGR,2005,26886.64,Derived using data on imports from OECD_EO and the spliced GDP,47017.24,.5718465
BGR,2006,34346.7,Derived using data on imports from OECD_EO and the spliced GDP,53608.44,.6406959
BGR,2007,45193.8,Derived using data on imports from OECD_EO and the spliced GDP,63494.49,.7117752
BGR,2008,52603.65,Derived using data on imports from OECD_EO and the spliced GDP,72847.05,.7221109
BGR,2009,36937.46,Derived using data on imports from OECD_EO and the spliced GDP,73181.47,.504738
BGR,2010,39901.97,Derived using data on imports from OECD_EO and the spliced GDP,74887.6,.5328248
BGR,2011,47564.27,Derived using data on imports from OECD_EO and the spliced GDP,81126.31,.5862989
BGR,2012,52581.54,Derived using data on imports from OECD_EO and the spliced GDP,82642.83,.6362505
BGR,2013,53566.48,Derived using data on imports from OECD_EO and the spliced GDP,82253.42,.6512371
BGR,2014,55282.98,Derived using data on imports from OECD_EO and the spliced GDP,84147.69,.6569757
BGR,2015,56385.39,Derived using data on imports from OECD_EO and the spliced GDP,89571.38,.6295023
BGR,2016,56203.33,Derived using data on imports from OECD_EO and the spliced GDP,95349.44,.5894458
BGR,2017,64324.62,Derived using data on imports from OECD_EO and the spliced GDP,102683,.626439
BGR,2018,69272.7,Derived using data on imports from OECD_EO and the spliced GDP,109781.7,.6310043
BGR,2019,72960.31,Derived using data on imports from OECD_EO and the spliced GDP,119906.5,.6084768
BGR,2020,65266.66,Derived using data on imports from OECD_EO and the spliced GDP,121088.4,.5390001
BGR,2021,82835.2,Derived using data on imports from OECD_EO and the spliced GDP,139602,.593367
BGR,2022,115937.9,Derived using data on imports from OECD_EO and the spliced GDP,168360,.6886306
BGR,2023,107032.5,Derived using data on imports from OECD_EO and the spliced GDP,185232.5,.577828
BGR,2024,108409.4,Derived using data on imports from OECD_EO and the spliced GDP,204220.9,.5308439
BGR,2025,119783.2,Derived using data on imports from OECD_EO and the spliced GDP,219661.6,.5453081
BGR,2026,129623.2,Derived using data on imports from OECD_EO and the spliced GDP,234671.5,.5523602
BGR,2027,137201.9,Derived using data on imports from AMECO and the spliced GDP,245557.8,.5587357
BGR,2028,138871.7,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,257329.1,.5396656
BGR,2029,143307.2,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,270110.1,.5305512
BHR,1962,85.42116,Derived using data on imports from Mitchell and the spliced GDP,134.4844,.635175
BHR,1963,90.93221,Derived using data on imports from Mitchell and the spliced GDP,144.7047,.6283982
BHR,1964,104.7098,Derived using data on imports from Mitchell and the spliced GDP,154.1233,.6793897
BHR,1965,107.4653,Derived using data on imports from Mitchell and the spliced GDP,162.3085,.6621053
BHR,1966,115.7319,Derived using data on imports from Mitchell and the spliced GDP,168.5666,.6865647
BHR,1967,123.9985,Derived using data on imports from Mitchell and the spliced GDP,179.9503,.6890705
BHR,1968,143.2871,Derived using data on imports from IMF_IFS and the spliced GDP,190.284,.7530169
BHR,1969,144.4419,Derived using data on imports from IMF_IFS and the spliced GDP,193.9336,.7448007
BHR,1970,178.6264,Derived using data on imports from UN and the spliced GDP,200.9539,.8888927
BHR,1971,191.7053,Derived using data on imports from UN and the spliced GDP,216.0254,.8874202
BHR,1972,224.6005,Derived using data on imports from UN and the spliced GDP,252.4483,.889689
BHR,1973,291.606,Derived using data on imports from UN and the spliced GDP,327.806,.889569
BHR,1974,391.4832,Derived using data on imports from UN and the spliced GDP,443.3545,.8830026
BHR,1975,419.9846,Derived using data on imports from UN and the spliced GDP,468.4737,.8964955
BHR,1976,599.6311,Derived using data on imports from UN and the spliced GDP,674.3423,.8892087
BHR,1977,732.2783,Derived using data on imports from UN and the spliced GDP,848.2278,.8633037
BHR,1978,773.5484,Derived using data on imports from UN and the spliced GDP,948.7114,.8153675
BHR,1979,910.3712,Derived using data on imports from UN and the spliced GDP,1114.264,.8170156
BHR,1980,1267.042,Derived using data on imports from UN and the spliced GDP,1419.146,.8928205
BHR,1981,1521.946,Derived using data on imports from UN and the spliced GDP,1597.81,.95252
BHR,1982,1423.092,Derived using data on imports from UN and the spliced GDP,1679.79,.8471845
BHR,1983,1256.943,Derived using data on imports from UN and the spliced GDP,1720.964,.7303717
BHR,1984,1341.329,Derived using data on imports from UN and the spliced GDP,1799.513,.7453845
BHR,1985,1197.903,Derived using data on imports from UN and the spliced GDP,1682.609,.7119319
BHR,1986,945.2323,Derived using data on imports from UN and the spliced GDP,1406.401,.6720928
BHR,1987,1079.53,Derived using data on imports from UN and the spliced GDP,1428.949,.7554715
BHR,1988,1045.446,Derived using data on imports from UN and the spliced GDP,1569.136,.6662559
BHR,1989,1232.861,Derived using data on imports from UN and the spliced GDP,1683.834,.7321749
BHR,1990,1457.662,Derived using data on imports from UN and the spliced GDP,1845.833,.7897041
BHR,1991,1610.896,Derived using data on imports from UN and the spliced GDP,1954.282,.8242905
BHR,1992,1728.2,Derived using data on imports from UN and the spliced GDP,2042.511,.8461154
BHR,1993,1578.5,Derived using data on imports from UN and the spliced GDP,2235.881,.7059857
BHR,1994,1548.8,Derived using data on imports from UN and the spliced GDP,2410.2,.6426023
BHR,1995,1550,Derived using data on imports from UN and the spliced GDP,2551.9,.6073906
BHR,1996,1748.3,Derived using data on imports from UN and the spliced GDP,2654.2,.6586919
BHR,1997,1659.3,Derived using data on imports from UN and the spliced GDP,2750.6,.6032502
BHR,1998,1485.4,Derived using data on imports from UN and the spliced GDP,2631.2,.5645333
BHR,1999,1567.5,Derived using data on imports from UN and the spliced GDP,2851,.5498071
BHR,2000,1929.7,Derived using data on imports from UN and the spliced GDP,3407.653,.5662842
BHR,2001,1802.8,Derived using data on imports from UN and the spliced GDP,3375.054,.5341544
BHR,2002,2114.7,Derived using data on imports from UN and the spliced GDP,3607.159,.5862508
BHR,2003,2333.1,Derived using data on imports from UN and the spliced GDP,4164.133,.5602847
BHR,2004,3072.1,Derived using data on imports from UN and the spliced GDP,4944.463,.6213213
BHR,2005,3867.9,Derived using data on imports from UN and the spliced GDP,6004.241,.6441946
BHR,2006,4346.2,Derived using data on imports from UN and the spliced GDP,6957.789,.6246525
BHR,2007,4747.5,Derived using data on imports from UN and the spliced GDP,8170.485,.5810549
BHR,2008,6119.9,Derived using data on imports from UN and the spliced GDP,9667.289,.6330523
BHR,2009,4269.1,Derived using data on imports from UN and the spliced GDP,8624.771,.4949813
BHR,2010,4924.5,Derived using data on imports from UN and the spliced GDP,9668.19,.5093507
BHR,2011,8086.5,Derived using data on imports from UN and the spliced GDP,10820,.747366
BHR,2012,9681.7,Derived using data on imports from UN and the spliced GDP,11561.7,.8373942
BHR,2013,10652.6,Derived using data on imports from UN and the spliced GDP,12234.9,.8706732
BHR,2014,9982.4,Derived using data on imports from UN and the spliced GDP,12553.8,.7951697
BHR,2015,8385.5,Derived using data on imports from UN and the spliced GDP,11675,.7182441
BHR,2016,7929.1,Derived using data on imports from UN and the spliced GDP,12120.4,.6541946
BHR,2017,8977.5,Derived using data on imports from UN and the spliced GDP,13338.1,.6730719
BHR,2018,10170.3,Derived using data on imports from UN and the spliced GDP,14213.5,.715538
BHR,2019,9478.1,Derived using data on imports from UN and the spliced GDP,14533.8,.6521419
BHR,2020,8759.6,Derived using data on imports from UN and the spliced GDP,12992,.6742303
BHR,2021,10369.1,Derived using data on imports from UN and the spliced GDP,14745.9,.7031853
BHR,2022,12433.9,Derived using data on imports from UN and the spliced GDP,16683.7,.7452724
BHR,2023,12026.16,Derived using data on imports from UN and the spliced GDP,16793.08,.7161378
BHR,2024,12273.21,Derived using data on imports from WDI and the spliced GDP,17126.66,.7166144
BHR,2025,12476.82,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,17744.01,.7031569
BHR,2026,12579.38,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,18517.6,.6793203
BHR,2027,12697.76,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,19343.59,.6564322
BHR,2028,12814.83,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,20237.22,.6332306
BHR,2029,12932.98,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,21218.5,.6095144
BHS,1970,523.5356,Derived using data on imports from UN and the spliced GDP,764.2628,.6850204
BHS,1971,558.1772,Derived using data on imports from UN and the spliced GDP,790.5404,.7060704
BHS,1972,582.3772,Derived using data on imports from UN and the spliced GDP,850.0486,.6851104
BHS,1973,645.6025,Derived using data on imports from UN and the spliced GDP,972.4681,.6638804
BHS,1974,907.0218,Derived using data on imports from UN and the spliced GDP,1179.144,.7692203
BHS,1975,685.1406,Derived using data on imports from UN and the spliced GDP,1101.104,.6222305
BHS,1976,680.3697,Derived using data on imports from UN and the spliced GDP,1212.96,.5609169
BHS,1977,477.8909,Derived using data on imports from UN and the spliced GDP,1288.019,.3710279
BHS,1978,542.7058,Derived using data on imports from UN and the spliced GDP,1501.748,.3613827
BHS,1979,749.2764,Derived using data on imports from UN and the spliced GDP,1824.624,.410647
BHS,1980,1158.292,Derived using data on imports from UN and the spliced GDP,2189.549,.5290093
BHS,1981,1299.579,Derived using data on imports from UN and the spliced GDP,2268.373,.5729125
BHS,1982,1621.517,Derived using data on imports from UN and the spliced GDP,2554.188,.6348463
BHS,1983,1850.301,Derived using data on imports from UN and the spliced GDP,2842.812,.6508701
BHS,1984,1810.317,Derived using data on imports from UN and the spliced GDP,3036.123,.5962595
BHS,1985,1968.523,Derived using data on imports from UN and the spliced GDP,3306.337,.5953788
BHS,1986,1980.881,Derived using data on imports from UN and the spliced GDP,3574.151,.5542241
BHS,1987,2215.011,Derived using data on imports from UN and the spliced GDP,3935.17,.5628757
BHS,1988,2163.994,Derived using data on imports from UN and the spliced GDP,4091.463,.5289046
BHS,1989,2051.74,Derived using data on imports from UN and the spliced GDP,4612.085,.4448617
BHS,1990,2076.588,Derived using data on imports from UN and the spliced GDP,4767.542,.4355679
BHS,1991,2011.772,Derived using data on imports from UN and the spliced GDP,4685.397,.4293706
BHS,1992,1866.316,Derived using data on imports from UN and the spliced GDP,4682.385,.3985823
BHS,1993,1862.565,Derived using data on imports from UN and the spliced GDP,4656.325,.4000075
BHS,1994,2039.081,Derived using data on imports from UN and the spliced GDP,4907.553,.4154986
BHS,1995,2207.159,Derived using data on imports from UN and the spliced GDP,5164.608,.4273623
BHS,1996,2278.023,Derived using data on imports from UN and the spliced GDP,5862.514,.3885745
BHS,1997,2713.7,Derived using data on imports from UN and the spliced GDP,6332.4,.4285421
BHS,1998,2943,Derived using data on imports from UN and the spliced GDP,6833.2,.4306913
BHS,1999,3015.6,Derived using data on imports from UN and the spliced GDP,7683.9,.392457
BHS,2000,3359.6,Derived using data on imports from UN and the spliced GDP,8076.5,.4159723
BHS,2001,3196.4,Derived using data on imports from UN and the spliced GDP,8317.8,.3842843
BHS,2002,3028.7,Derived using data on imports from UN and the spliced GDP,8881.2,.3410237
BHS,2003,3127,Derived using data on imports from UN and the spliced GDP,8870.1,.3525327
BHS,2004,3421.7,Derived using data on imports from UN and the spliced GDP,9055.3,.3778671
BHS,2005,4193.8,Derived using data on imports from UN and the spliced GDP,9836.2,.4263638
BHS,2006,5006.5,Derived using data on imports from UN and the spliced GDP,10167.3,.492412
BHS,2007,5088.4,Derived using data on imports from UN and the spliced GDP,10618.3,.4792104
BHS,2008,5045.7,Derived using data on imports from UN and the spliced GDP,10526,.4793559
BHS,2009,4225.4,Derived using data on imports from UN and the spliced GDP,9982,.4233019
BHS,2010,4414.1,Derived using data on imports from UN and the spliced GDP,10095.8,.4372214
BHS,2011,5125.7,Derived using data on imports from UN and the spliced GDP,10070.4,.5089867
BHS,2012,4944.666,Derived using data on imports from UN and the spliced GDP,10720.5,.4612348
BHS,2013,4840.258,Derived using data on imports from UN and the spliced GDP,10395.82,.4655965
BHS,2014,5140.053,Derived using data on imports from UN and the spliced GDP,10974.15,.4683783
BHS,2015,4333.71,Derived using data on imports from UN and the spliced GDP,11671.87,.3712952
BHS,2016,4407.196,Derived using data on imports from UN and the spliced GDP,11745.06,.3752381
BHS,2017,4912.832,Derived using data on imports from UN and the spliced GDP,12236.68,.401484
BHS,2018,5092.261,Derived using data on imports from UN and the spliced GDP,12615.81,.4036413
BHS,2019,4813.814,Derived using data on imports from UN and the spliced GDP,13016.2,.3698327
BHS,2020,3354.912,Derived using data on imports from UN and the spliced GDP,9958.194,.3368996
BHS,2021,4940.294,Derived using data on imports from UN and the spliced GDP,11368.93,.4345436
BHS,2022,5746.789,Derived using data on imports from UN and the spliced GDP,13136.38,.4374711
BHS,2023,6159.642,Derived using data on imports from UN and the spliced GDP,14338.47,.4295884
BHS,2024,6834.664,Derived using data on imports from WDI and the spliced GDP,14865.67,.4597615
BHS,2025,7182.822,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,15384.09,.4668993
BHS,2026,7434.077,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,15921.56,.4669188
BHS,2027,7717.241,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,16465.05,.4687043
BHS,2028,7976,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,17052.66,.4677276
BHS,2029,8234.344,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,17671.35,.4659713
BIH,1990,.6777712,Derived using data on imports from UN and the spliced GDP,.8916498,.7601316
BIH,1991,.9123563,Derived using data on imports from UN and the spliced GDP,1.200117,.7602229
BIH,1992,12.29322,Derived using data on imports from UN and the spliced GDP,16.4164,.7488375
BIH,1993,946.9117,Derived using data on imports from UN and the spliced GDP,1227.627,.7713351
BIH,1994,1658.454,Derived using data on imports from UN and the spliced GDP,2180.754,.7604955
BIH,1995,2049.296,Derived using data on imports from UN and the spliced GDP,2867.423,.7146822
BIH,1996,3468.808,Derived using data on imports from UN and the spliced GDP,4135.306,.8388275
BIH,1997,4789.091,Derived using data on imports from UN and the spliced GDP,6578.631,.7279769
BIH,1998,5768.206,Derived using data on imports from UN and the spliced GDP,7462.419,.7729673
BIH,1999,6610.776,Derived using data on imports from UN and the spliced GDP,8625.336,.7664369
BIH,2000,7502.4,Derived using data on imports from EUS and the spliced GDP,11819.6,.6347423
BIH,2001,8109.8,Derived using data on imports from EUS and the spliced GDP,12678.2,.6396649
BIH,2002,8333.7,Derived using data on imports from EUS and the spliced GDP,13982.4,.5960135
BIH,2003,8834.1,Derived using data on imports from EUS and the spliced GDP,14728,.5998166
BIH,2004,9483.1,Derived using data on imports from EUS and the spliced GDP,15998.1,.5927641
BIH,2005,10597.1,Derived using data on imports from EUS and the spliced GDP,17650.3,.600392
BIH,2006,10745,Derived using data on imports from EUS and the spliced GDP,20057.2,.5357178
BIH,2007,12728.3,Derived using data on imports from EUS and the spliced GDP,22547.9,.5645005
BIH,2008,15136.7,Derived using data on imports from EUS and the spliced GDP,25519.3,.5931472
BIH,2009,12086.3,Derived using data on imports from EUS and the spliced GDP,24798.5,.4873803
BIH,2010,13005.3,Derived using data on imports from EUS and the spliced GDP,25365,.5127262
BIH,2011,14637.1,Derived using data on imports from EUS and the spliced GDP,26231.3,.5580013
BIH,2012,14630.8,Derived using data on imports from EUS and the spliced GDP,26222.7,.5579441
BIH,2013,14510.9,Derived using data on imports from EUS and the spliced GDP,26778.8,.5418801
BIH,2014,15475,Derived using data on imports from EUS and the spliced GDP,27358.7,.5656336
BIH,2015,15383.6,Derived using data on imports from EUS and the spliced GDP,28928.9,.5317727
BIH,2016,15839.3,Derived using data on imports from EUS and the spliced GDP,30265.1,.523352
BIH,2017,17911.8,Derived using data on imports from EUS and the spliced GDP,31802.7,.5632164
BIH,2018,19159.3,Derived using data on imports from EUS and the spliced GDP,33941.8,.5644751
BIH,2019,19494.2,Derived using data on imports from EUS and the spliced GDP,35784.9,.5447605
BIH,2020,16644.8,Derived using data on imports from EUS and the spliced GDP,34727.5,.4792974
BIH,2021,21105.8,Derived using data on imports from EUS and the spliced GDP,39145.3,.5391656
BIH,2022,28237,Derived using data on imports from EUS and the spliced GDP,45617.9,.6189895
BIH,2023,27798.4,Derived using data on imports from EUS and the spliced GDP,49920.2,.5568568
BIH,2024,29281.1,Derived using data on imports from EUS and the spliced GDP,51232.5,.5715337
BIH,2025,31346.59,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,54019.55,.5802823
BIH,2026,33120.8,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,56789.66,.583219
BIH,2027,34620.18,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,59687.35,.5800254
BIH,2028,36333.88,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,62845.21,.5781488
BIH,2029,37436.62,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,65887.45,.5681905
BLR,1990,.000189,Derived using data on imports from UN and the spliced GDP,.000448,.421875
BLR,1991,.000291,Derived using data on imports from UN and the spliced GDP,.0009,.3233334
BLR,1992,.005347,Derived using data on imports from UN and the spliced GDP,.009558,.5594267
BLR,1993,.082143,Derived using data on imports from UN and the spliced GDP,.101865,.8063908
BLR,1994,1.49649,Derived using data on imports from UN and the spliced GDP,1.839508,.8135273
BLR,1995,6.56224,Derived using data on imports from UN and the spliced GDP,12.55092,.5228494
BLR,1996,9.67347,Derived using data on imports from UN and the spliced GDP,19.83284,.4877501
BLR,1997,24.08472,Derived using data on imports from UN and the spliced GDP,37.92385,.6350811
BLR,1998,44.87274,Derived using data on imports from UN and the spliced GDP,72.59126,.6181563
BLR,1999,186.5017,Derived using data on imports from UN and the spliced GDP,312.8424,.5961522
BLR,2000,623,Derived using data on imports from UN and the spliced GDP,944.2761,.6597646
BLR,2001,1251.61,Derived using data on imports from UN and the spliced GDP,1775.41,.7049694
BLR,2002,1761.06,Derived using data on imports from UN and the spliced GDP,2702.246,.6517024
BLR,2003,2522.44,Derived using data on imports from UN and the spliced GDP,3780.165,.6672831
BLR,2004,3711.9,Derived using data on imports from UN and the spliced GDP,5168.283,.7182075
BLR,2005,3844.59,Derived using data on imports from UN and the spliced GDP,6726.807,.5715327
BLR,2006,5091.623,Derived using data on imports from UN and the spliced GDP,8194.828,.6213215
BLR,2007,6530.56,Derived using data on imports from UN and the spliced GDP,10045.2,.6501173
BLR,2008,8911.663,Derived using data on imports from UN and the spliced GDP,13418.11,.6641519
BLR,2009,8491.26,Derived using data on imports from UN and the spliced GDP,14209.13,.5975918
BLR,2010,11002.73,Derived using data on imports from UN and the spliced GDP,17046.58,.6454509
BLR,2011,24428.71,Derived using data on imports from UN and the spliced GDP,30724.5,.7950889
BLR,2012,40692.5,Derived using data on imports from UN and the spliced GDP,54761.67,.7430836
BLR,2013,41235.53,Derived using data on imports from UN and the spliced GDP,67068.85,.6148239
BLR,2014,44891.05,Derived using data on imports from UN and the spliced GDP,80579.27,.5571042
BLR,2015,52061.43,Derived using data on imports from UN and the spliced GDP,89909.81,.5790406
BLR,2016,59533,Derived using data on imports from UN and the spliced GDP,94949,.6269997
BLR,2017,70405.2,Derived using data on imports from UN and the spliced GDP,105748.2,.6657816
BLR,2018,84325.6,Derived using data on imports from UN and the spliced GDP,122319.7,.6893869
BLR,2019,88594.2,Derived using data on imports from UN and the spliced GDP,134732.1,.6575583
BLR,2020,86721.4,Derived using data on imports from UN and the spliced GDP,149720.8,.5792208
BLR,2021,115294,Derived using data on imports from UN and the spliced GDP,176879,.6518242
BLR,2022,110380.1,Derived using data on imports from UN and the spliced GDP,193741,.5697302
BLR,2023,143014.7,Derived using data on imports from UN and the spliced GDP,216100.3,.6617978
BLR,2024,159432.3,Derived using data on imports from IMF_IFS and the spliced GDP,244472.8,.6521476
BLR,2025,162786.8,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,266195.9,.61153
BLR,2026,165580.2,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,287643.9,.5756431
BLR,2027,167193,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,309063.8,.5409658
BLR,2028,168612.5,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,329673.7,.5114525
BLR,2029,170224.4,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,347676.8,.4896052
BLZ,1969,16.09197,Derived using data on imports from IMF_IFS and the spliced GDP,36.4208,.4418347
BLZ,1970,20.55845,Derived using data on imports from UN and the spliced GDP,46.52973,.4418347
BLZ,1971,25.82218,Derived using data on imports from UN and the spliced GDP,58.16216,.4439686
BLZ,1972,34.00755,Derived using data on imports from UN and the spliced GDP,73.67207,.4616071
BLZ,1973,51.29028,Derived using data on imports from UN and the spliced GDP,122.1405,.4199284
BLZ,1974,76.90216,Derived using data on imports from UN and the spliced GDP,170.7531,.4503704
BLZ,1975,107.5699,Derived using data on imports from UN and the spliced GDP,209.0674,.5145226
BLZ,1976,105.7737,Derived using data on imports from UN and the spliced GDP,202.8662,.5213965
BLZ,1977,130.5873,Derived using data on imports from UN and the spliced GDP,234.3149,.5573153
BLZ,1978,137.905,Derived using data on imports from UN and the spliced GDP,267.5354,.5154645
BLZ,1979,167.6414,Derived using data on imports from UN and the spliced GDP,312.7152,.5360833
BLZ,1980,177.6866,Derived using data on imports from UN and the spliced GDP,431.2015,.4120732
BLZ,1981,193.3863,Derived using data on imports from UN and the spliced GDP,427.2151,.4526674
BLZ,1982,168.3066,Derived using data on imports from UN and the spliced GDP,396.9844,.4239628
BLZ,1983,163.4503,Derived using data on imports from UN and the spliced GDP,418.5777,.3904898
BLZ,1984,253.2582,Derived using data on imports from UN and the spliced GDP,467.0796,.5422165
BLZ,1985,249.0672,Derived using data on imports from UN and the spliced GDP,463.3146,.5375769
BLZ,1986,264.9,Derived using data on imports from UN and the spliced GDP,504.7294,.5248356
BLZ,1987,332.2759,Derived using data on imports from UN and the spliced GDP,644.0715,.5158991
BLZ,1988,395.0011,Derived using data on imports from UN and the spliced GDP,771.5005,.5119907
BLZ,1989,441.0916,Derived using data on imports from UN and the spliced GDP,935.7811,.471362
BLZ,1990,421.569,Derived using data on imports from UN and the spliced GDP,1051.021,.4011044
BLZ,1991,515.5413,Derived using data on imports from UN and the spliced GDP,1134.251,.4545213
BLZ,1992,547.1765,Derived using data on imports from UN and the spliced GDP,1322.303,.4138056
BLZ,1993,560.5708,Derived using data on imports from UN and the spliced GDP,1428.498,.3924198
BLZ,1994,607.723,Derived using data on imports from UN and the spliced GDP,1482.21,.4100113
BLZ,1995,607.6486,Derived using data on imports from UN and the spliced GDP,1582.049,.3840897
BLZ,1996,643.2426,Derived using data on imports from UN and the spliced GDP,1636.203,.3931312
BLZ,1997,727.2455,Derived using data on imports from UN and the spliced GDP,1669.156,.4356965
BLZ,1998,782.5673,Derived using data on imports from UN and the spliced GDP,1757.275,.4453299
BLZ,1999,984.6774,Derived using data on imports from UN and the spliced GDP,1868.434,.5270069
BLZ,2000,1223.076,Derived using data on imports from UN and the spliced GDP,2121.746,.5764476
