ISO3,year,source,rGDP_pc,USDfx,rGDP_pc_USD
BLZ,1992,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10005.38,2,5002.688
BLZ,1993,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10405.96,2,5202.98
BLZ,1994,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10184.67,2,5092.335
BLZ,1995,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10005.44,2,5002.722
BLZ,1996,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9819.542,2,4909.771
BLZ,1997,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9899.465,2,4949.732
BLZ,1998,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9931.92,2,4965.96
BLZ,1999,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10500.09,2,5250.045
BLZ,2000,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11406.55,2,5703.274
BLZ,2001,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11610.66,2,5805.328
BLZ,2002,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11872.8,2,5936.4
BLZ,2003,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12636.75,2,6318.376
BLZ,2004,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12855.47,2,6427.736
BLZ,2005,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12762.93,2,6381.464
BLZ,2006,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12961.23,2,6480.617
BLZ,2007,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13022.14,2,6511.069
BLZ,2008,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12462.51,2,6231.255
BLZ,2009,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12079.3,2,6039.649
BLZ,2010,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11958.6,2,5979.3
BLZ,2011,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11685.68,2,5842.842
BLZ,2012,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11888.09,2,5944.043
BLZ,2013,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12110.3,2,6055.151
BLZ,2014,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12318.59,2,6159.293
BLZ,2015,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12395.37,2,6197.686
BLZ,2016,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12108.56,2,6054.28
BLZ,2017,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11615.95,2,5807.974
BLZ,2018,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11495.09,2,5747.546
BLZ,2019,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11810.35,2,5905.177
BLZ,2020,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10083.03,2,5041.514
BLZ,2021,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11760.52,2,5880.26
BLZ,2022,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12612.76,2,6306.379
BLZ,2023,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12417.67,2,6208.835
BLZ,2024,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12669.01,2,6334.507
BLZ,2025,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,12801.78,2,6400.888
BLZ,2026,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,12928.54,2.000277,6463.377
BLZ,2027,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,13059.33,2.000267,6528.79
BLZ,2028,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,13152.71,2,6576.355
BLZ,2029,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,13264.54,2,6632.271
BMU,1960,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,39906.02,.85714,46557.18
BMU,1961,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,40887.26,.85714,47701.96
BMU,1962,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,41637.36,.85714,48577.09
BMU,1963,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,41060.98,.85714,47904.63
BMU,1964,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,44571,.85714,51999.68
BMU,1965,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,45658.6,.85714,53268.54
BMU,1966,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51062.41,.85714,59573.02
BMU,1967,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,56696.16,1,56696.16
BMU,1968,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,56867.58,1,56867.58
BMU,1969,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,57787.66,1,57787.66
BMU,1970,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,60471.26,1,60471.26
BMU,1971,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,61975.67,1,61975.67
BMU,1972,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,62864.88,1,62864.88
BMU,1973,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,63625.28,1,63625.28
BMU,1974,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,64050.32,1,64050.32
BMU,1975,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,66372.5,1,66372.5
BMU,1976,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,72195.16,1,72195.16
BMU,1977,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,76292.24,1,76292.24
BMU,1978,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,77242.71,1,77242.71
BMU,1979,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,78775.08,1,78775.08
BMU,1980,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,84785.76,1,84785.76
BMU,1981,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,86283.61,1,86283.61
BMU,1982,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,81137.14,1,81137.14
BMU,1983,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,82177.85,1,82177.85
BMU,1984,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,81986.72,1,81986.72
BMU,1985,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,79797.39,1,79797.39
BMU,1986,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,84596.36,1,84596.36
BMU,1987,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,87182.2,1,87182.2
BMU,1988,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,90024.1,1,90024.1
BMU,1989,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,89743.07,1,89743.07
BMU,1990,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,89089.74,1,89089.74
BMU,1991,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,85311.06,1,85311.06
BMU,1992,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,84642.61,1,84642.61
BMU,1993,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,86582.84,1,86582.84
BMU,1994,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,86545.79,1,86545.79
BMU,1995,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,89849.13,1,89849.13
BMU,1996,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,91743.3,1,91743.3
BMU,1997,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,95383.03,1,95383.03
BMU,1998,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,98347.91,1,98347.91
BMU,1999,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,100867.9,1,100867.9
BMU,2000,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,109502.8,1,109502.8
BMU,2001,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,116809.9,1,116809.9
BMU,2002,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,114574.4,1,114574.4
BMU,2003,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,118018.8,1,118018.8
BMU,2004,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,120432.1,1,120432.1
BMU,2005,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,122143.8,1,122143.8
BMU,2006,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,128662.9,1,128662.9
BMU,2007,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,132595.5,1,132595.5
BMU,2008,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,129525.2,1,129525.2
BMU,2009,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,121727.6,1,121727.6
BMU,2010,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,118382.9,1,118382.9
BMU,2011,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,113937.8,1,113937.8
BMU,2012,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,108040.6,1,108040.6
BMU,2013,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,107860.4,1,107860.4
BMU,2014,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,103942,1,103942
BMU,2015,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,104855.4,1,104855.4
BMU,2016,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,104190.9,1,104190.9
BMU,2017,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,107734.6,1,107734.6
BMU,2018,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,106843.2,1,106843.2
BMU,2019,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,106709.9,1,106709.9
BMU,2020,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,98999.51,1,98999.51
BMU,2021,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,103134.7,1,103134.7
BMU,2022,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,109642.7,1,109642.7
BMU,2023,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,115124.7,1,115124.7
BMU,2024,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,122117.6,1,122117.6
BOL,1892,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4438.828,2.32e-09,1.92e+12
BOL,1893,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4438.829,2.61e-09,1.70e+12
BOL,1894,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4617.659,2.60e-09,1.78e+12
BOL,1895,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4617.659,2.62e-09,1.76e+12
BOL,1896,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4317.479,2.68e-09,1.61e+12
BOL,1897,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4419.668,2.34e-09,1.89e+12
BOL,1898,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4515.471,2.89e-09,1.56e+12
BOL,1899,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4534.631,2.79e-09,1.62e+12
BOL,1900,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4668.753,2.88e-09,1.62e+12
BOL,1901,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4831.617,2.87e-09,1.68e+12
BOL,1902,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4668.754,2.26e-09,2.07e+12
BOL,1903,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4655.98,2.06e-09,2.26e+12
BOL,1904,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4662.367,2.47e-09,1.89e+12
BOL,1905,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4822.037,3.29e-09,1.47e+12
BOL,1906,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,4988.094,4.54e-09,1.10e+12
BOL,1907,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5007.254,3.91e-09,1.28e+12
BOL,1908,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5160.537,3.70e-09,1.39e+12
BOL,1909,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5272.307,5.13e-09,1.03e+12
BOL,1910,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5473.491,5.84e-09,9.37e+11
BOL,1911,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5569.293,6.34e-09,8.78e+11
BOL,1912,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5706.609,6.80e-09,8.40e+11
BOL,1913,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5946.115,6.77e-09,8.79e+11
BOL,1914,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5649.128,4.28e-09,1.32e+12
BOL,1915,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5741.737,5.90e-09,9.73e+11
BOL,1916,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5872.667,7.81e-09,7.52e+11
BOL,1917,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6249.488,1.24e-08,5.04e+11
BOL,1918,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6275.035,1.58e-08,3.98e+11
BOL,1919,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6246.294,1.13e-08,5.53e+11
BOL,1920,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6169.653,1.34e-08,4.59e+11
BOL,1921,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,5904.601,4.02e-09,1.47e+12
BOL,1922,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6393.191,5.90e-09,1.08e+12
BOL,1923,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6412.352,7.25e-09,8.84e+11
BOL,1924,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6632.696,8.05e-09,8.24e+11
BOL,1925,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6846.654,8.38e-09,8.17e+11
BOL,1926,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6888.168,8.57e-09,8.04e+11
BOL,1927,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7309.697,8.88e-09,8.23e+11
BOL,1928,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7523.655,7.73e-09,9.73e+11
BOL,1929,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7747.193,9.63e-09,8.05e+11
BOL,1930,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7284.15,6.85e-09,1.06e+12
BOL,1931,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6514.54,4.34e-09,1.50e+12
BOL,1932,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6000.402,3.92e-09,1.53e+12
BOL,1933,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6239.908,5.06e-09,1.23e+12
BOL,1934,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6702.951,7.14e-09,9.39e+11
BOL,1935,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,6939.263,8.59e-09,8.08e+11
BOL,1936,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7121.286,5.81e-09,1.22e+12
BOL,1937,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7603.49,6.70e-09,1.13e+12
BOL,1938,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7763.16,5.58e-09,1.39e+12
BOL,1939,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,7945.183,3.20e-08,2.48e+11
BOL,1940,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,8516.804,3.90e-08,2.18e+11
BOL,1941,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,9014.974,4.60e-08,1.96e+11
BOL,1942,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,9133.13,4.60e-08,1.99e+11
BOL,1943,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,9331.121,4.20e-08,2.22e+11
BOL,1944,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,9222.544,4.20e-08,2.20e+11
BOL,1945,Derived using data on real GDP per capita derived using data on real gdp from gna and the spliced population and the spliced USD exchange rate,9471.63,4.20e-08,2.26e+11
BOL,1946,Derived using data on real GDP per capita derived using data on real gdp from gna and the spliced population and the spliced USD exchange rate,9608.264,4.20e-08,2.29e+11
BOL,1947,Derived using data on real GDP per capita derived using data on real gdp from gna and the spliced population and the spliced USD exchange rate,9743.83,4.20e-08,2.32e+11
BOL,1948,Derived using data on real GDP per capita derived using data on real gdp from gna and the spliced population and the spliced USD exchange rate,9919.98,4.20e-08,2.36e+11
BOL,1949,Derived using data on real GDP per capita derived using data on real gdp from gna and the spliced population and the spliced USD exchange rate,10062.31,4.20e-08,2.40e+11
BOL,1950,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,10169.61,6.00e-08,1.69e+11
BOL,1951,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,10712.95,6.00e-08,1.79e+11
BOL,1952,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,10864.31,6.00e-08,1.81e+11
BOL,1953,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,9684.379,1.90e-07,5.10e+10
BOL,1954,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,9706.508,1.90e-07,5.11e+10
BOL,1955,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,10036.53,1.90e-07,5.28e+10
BOL,1956,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,9275.766,7.76e-06,1.20e+09
BOL,1957,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,8736.305,8.00e-06,1.09e+09
BOL,1958,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,8821.748,1.00e-05,8.82e+08
BOL,1959,Derived using data on real GDP per capita derived using data on real gdp from mitchell and the spliced population and the spliced USD exchange rate,8623.316,.000012,7.19e+08
BOL,1960,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,8823.834,.000012,7.35e+08
BOL,1961,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,8826.039,.000012,7.36e+08
BOL,1962,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9128.173,.000012,7.61e+08
BOL,1963,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9547.16,.000012,7.96e+08
BOL,1964,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9717.468,.000012,8.10e+08
BOL,1965,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,9979.608,.000012,8.32e+08
BOL,1966,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10466.63,.000012,8.72e+08
BOL,1967,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,10886.68,.000012,9.07e+08
BOL,1968,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11555.82,.000012,9.63e+08
BOL,1969,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11805.76,.000012,9.84e+08
BOL,1970,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12147.85,.000012,1.01e+09
BOL,1971,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12479.28,.000012,1.04e+09
BOL,1972,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13174.3,.000013,1.01e+09
BOL,1973,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13620.53,.00002,6.81e+08
BOL,1974,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13707.48,.00002,6.85e+08
BOL,1975,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,14380.19,.00002,7.19e+08
BOL,1976,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,14703.33,.00002,7.35e+08
BOL,1977,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,15082.29,.00002,7.54e+08
BOL,1978,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,15042.45,.00002,7.52e+08
BOL,1979,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,14723.51,.00002,7.36e+08
BOL,1980,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,14198.65,.000025,5.68e+08
BOL,1981,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13925.35,.000025,5.57e+08
BOL,1982,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,13087.95,.000064,2.04e+08
BOL,1983,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12291.42,.000232,5.30e+07
BOL,1984,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12007.42,.003136,3828897
BOL,1985,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11558.98,.440029,26268.67
BOL,1986,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11027.22,1.921958,5737.493
BOL,1987,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11063.04,2.05485,5383.865
BOL,1988,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11146.17,2.350242,4742.561
BOL,1989,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11326.27,2.691683,4207.878
BOL,1990,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11604.71,3.17265,3657.734
BOL,1991,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11963.94,3.580608,3341.315
BOL,1992,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,11915.35,3.900517,3054.813
BOL,1993,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12180.04,4.265083,2855.757
BOL,1994,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12504.13,4.620517,2706.22
BOL,1995,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,12844.18,4.800342,2675.68
