ISO3,year,source,rGDP_pc,USDfx,rGDP_pc_USD
ABW,1970,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,7307.155,1.79,4082.21
ABW,1971,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,7994.182,1.79,4466.023
ABW,1972,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,8831.006,1.79,4933.523
ABW,1973,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,9591.967,1.79,5358.641
ABW,1974,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,10454.77,1.79,5840.651
ABW,1975,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,11415.51,1.79,6377.379
ABW,1976,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,12437.43,1.79,6948.285
ABW,1977,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,13518.7,1.79,7552.347
ABW,1978,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,14698.17,1.79,8211.269
ABW,1979,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,15921.59,1.79,8894.744
ABW,1980,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,17160.46,1.79,9586.851
ABW,1981,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,18517.93,1.79,10345.21
ABW,1982,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,19965.88,1.79,11154.12
ABW,1983,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,21447.26,1.79,11981.71
ABW,1984,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,23146.16,1.79,12930.82
ABW,1985,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,25729.62,1.79,14374.09
ABW,1986,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,28909.65,1.79,16150.64
ABW,1987,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,33995.79,1.79,18992.06
ABW,1988,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,40218.61,1.79,22468.5
ABW,1989,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,44267.39,1.79,24730.38
ABW,1990,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,44326.92,1.79,24763.64
ABW,1991,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,45574.03,1.79,25460.35
ABW,1992,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,46080.75,1.79,25743.43
ABW,1993,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,46307.55,1.79,25870.14
ABW,1994,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47581.71,1.79,26581.96
ABW,1995,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47442.47,1.79,26504.17
ABW,1996,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,46145.46,1.79,25779.59
ABW,1997,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47519.85,1.79,26547.4
ABW,1998,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47288.35,1.79,26418.07
ABW,1999,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47228.78,1.79,26384.79
ABW,2000,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,50307.73,1.79,28104.88
ABW,2001,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51923.82,1.79,29007.72
ABW,2002,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51078.45,1.79,28535.45
ABW,2003,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51061.17,1.79,28525.79
ABW,2004,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,53627.96,1.79,29959.76
ABW,2005,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,52056.23,1.79,29081.69
ABW,2006,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51705.75,1.79,28885.9
ABW,2007,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,52906.71,1.79,29556.82
ABW,2008,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,53468.46,1.79,29870.65
ABW,2009,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,46905.24,1.79,26204.05
ABW,2010,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,45518.28,1.79,25429.21
ABW,2011,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,46706.54,1.79,26093.04
ABW,2012,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,45546.05,1.79,25444.72
ABW,2013,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47757.43,1.79,26680.13
ABW,2014,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47925.11,1.79,26773.81
ABW,2015,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,49150.19,1.79,27458.21
ABW,2016,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,49381.15,1.79,27587.24
ABW,2017,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,51102.48,1.79,28548.88
ABW,2018,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,52660.36,1.79,29419.2
ABW,2019,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,53161.5,1.79,29699.16
ABW,2020,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,40686.48,1.79,22729.88
ABW,2021,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,47064.29,1.79,26292.9
ABW,2022,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,52259.5,1.79,29195.25
ABW,2023,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,56261.34,1.79,31430.92
ABW,2024,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,59739.28,1.79,33373.9
ABW,2025,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,60935.42,1.789876,34044.49
ABW,2026,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,61784.29,1.790091,34514.6
ABW,2027,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,62652.45,1.78996,35002.15
ABW,2028,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,63530.25,1.790008,35491.6
ABW,2029,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,65025.42,1.789908,36328.93
AFG,1955,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,64965.55,14.44511,4497.407
AFG,1956,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,66634.01,17.19656,3874.845
AFG,1957,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,65330.52,17.19656,3799.046
AFG,1958,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,67676.79,17.19656,3935.484
AFG,1959,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,68146.04,17.19656,3962.771
AFG,1960,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,69136.7,17.19656,4020.379
AFG,1961,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,68417.69,17.19656,3978.568
AFG,1962,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,68169.27,17.19656,3964.122
AFG,1963,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,67947.2,35.10965,1935.286
AFG,1964,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,67834.41,38.69226,1753.178
AFG,1965,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,67728.27,38.69226,1750.434
AFG,1966,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,66928.9,38.69226,1729.775
AFG,1967,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,67280.34,38.69226,1738.858
AFG,1968,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,68002.89,38.69226,1757.532
AFG,1969,Derived using data on real GDP per capita derived using data on real gdp from wdi_arc and the spliced population and the spliced USD exchange rate,67439.51,38.69226,1742.972
AFG,1970,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,67120.78,38.69226,1734.734
AFG,1971,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,65329.75,38.69226,1688.445
AFG,1972,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,53297.02,38.69226,1377.459
AFG,1973,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,53467.82,38.69226,1381.874
AFG,1974,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,54976.56,38.37871,1432.476
AFG,1975,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,56994.67,34.92963,1631.7
AFG,1976,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,58795.32,34.92963,1683.251
AFG,1977,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,54654.92,34.92963,1564.715
AFG,1978,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,57534.55,34.92963,1647.156
AFG,1979,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,55870.98,33.84616,1650.733
AFG,1980,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,55780.56,34.36946,1622.969
AFG,1981,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,62860.88,38.56166,1630.139
AFG,1982,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,69661.58,39.27643,1773.623
AFG,1983,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,73576.42,39.27643,1873.297
AFG,1984,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,73102.28,39.27643,1861.225
AFG,1985,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,71779.36,39.27643,1827.543
AFG,1986,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,73970.89,39.27643,1883.341
AFG,1987,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,66566.02,39.27643,1694.808
AFG,1988,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,60340.88,39.27643,1536.313
AFG,1989,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,54424.75,39.27643,1385.685
AFG,1990,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,51974.42,39.27643,1323.298
AFG,1991,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,45562.45,39.27643,1160.046
AFG,1992,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,42671.69,39.27643,1086.445
AFG,1993,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,28452.85,39.27643,724.4257
AFG,1994,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,20339.11,38.81846,523.9544
AFG,1995,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,29038.94,36.56715,794.1264
AFG,1996,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,26428.45,47.5,556.3883
AFG,1997,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,24133.9,47.5,508.0822
AFG,1998,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,22187.32,47.5,467.1016
AFG,1999,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,20337.96,46.61953,436.2541
AFG,2000,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,18987.12,47.35757,400.931
AFG,2001,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,16869.61,47.50002,355.1496
AFG,2002,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,21280.8,47.263,450.2634
AFG,2003,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,22719.81,48.76275,465.9255
AFG,2004,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,21992.76,47.84531,459.6639
AFG,2005,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,23997.32,49.4946,484.8474
AFG,2006,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,24747.64,49.92533,495.6931
AFG,2007,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,27603.23,49.96202,552.4843
AFG,2008,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,28110.14,50.24961,559.4102
AFG,2009,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,33437.42,50.325,664.4296
AFG,2010,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,37471.32,46.45246,806.6596
AFG,2011,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,36874.93,46.74701,788.819
AFG,2012,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,40741.88,50.9214,800.0934
AFG,2013,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,42159.05,55.3775,761.3029
AFG,2014,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,42437.43,57.2475,741.2975
AFG,2015,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,42188.16,61.14346,689.9864
AFG,2016,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,42274.79,67.86609,622.9148
AFG,2017,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,42521.79,68.0269,625.0732
AFG,2018,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,40379.74,72.08324,560.182
AFG,2019,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,41070.85,77.73795,528.3243
AFG,2020,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,39256.1,76.81354,511.057
AFG,2021,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,29095.16,82.52611,352.557
AFG,2022,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,26727.28,90.54264,295.1899
AFG,2023,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,26755.63,82.67624,323.6194
AGO,1952,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,358998.8,2.89e-08,1.24e+13
AGO,1953,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,367181.1,2.89e-08,1.27e+13
AGO,1954,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,351839.3,2.89e-08,1.22e+13
AGO,1955,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,374340.6,2.89e-08,1.30e+13
AGO,1956,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,361862.6,2.89e-08,1.25e+13
AGO,1957,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,390296.1,2.87e-08,1.36e+13
AGO,1958,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,404615.1,2.87e-08,1.41e+13
AGO,1959,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,399501.2,2.87e-08,1.39e+13
AGO,1960,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,408501.7,2.87e-08,1.42e+13
AGO,1961,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,455140.9,2.87e-08,1.59e+13
AGO,1962,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,435298.8,2.87e-08,1.52e+13
AGO,1963,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,450026.9,2.88e-08,1.56e+13
AGO,1964,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,492370.4,2.88e-08,1.71e+13
AGO,1965,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,520394.8,2.88e-08,1.81e+13
AGO,1966,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,541259.7,2.88e-08,1.88e+13
AGO,1967,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,563147.4,2.88e-08,1.96e+13
AGO,1968,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,545146.3,2.87e-08,1.90e+13
AGO,1969,Derived using data on real GDP per capita derived using data on real gdp from maddison and the spliced population and the spliced USD exchange rate,551283.1,2.86e-08,1.93e+13
AGO,1970,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,576443.6,2.86e-08,2.02e+13
AGO,1971,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,596923.6,2.82e-08,2.12e+13
AGO,1972,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,580374.3,2.71e-08,2.14e+13
AGO,1973,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,606342.6,2.45e-08,2.47e+13
AGO,1974,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,603886,2.54e-08,2.38e+13
AGO,1975,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,554444.4,2.56e-08,2.17e+13
AGO,1976,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,508397.8,2.94e-08,1.73e+13
AGO,1977,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,495436.3,2.99e-08,1.66e+13
AGO,1978,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,453145.8,2.99e-08,1.52e+13
AGO,1979,Derived using data on real GDP per capita derived using data on real gdp from un and the spliced population and the spliced USD exchange rate,438839.6,2.99e-08,1.47e+13
AGO,1980,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,433534.4,2.99e-08,1.45e+13
AGO,1981,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,399634,2.99e-08,1.34e+13
AGO,1982,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,385202.3,2.99e-08,1.29e+13
AGO,1983,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,386739,2.99e-08,1.29e+13
AGO,1984,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,395028.8,2.99e-08,1.32e+13
AGO,1985,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,394087.8,2.99e-08,1.32e+13
AGO,1986,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,391105.3,2.99e-08,1.31e+13
AGO,1987,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,393175.3,2.99e-08,1.31e+13
AGO,1988,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,403310.1,2.99e-08,1.35e+13
AGO,1989,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,389933.4,2.99e-08,1.30e+13
AGO,1990,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,363922.8,2.99e-08,1.22e+13
AGO,1991,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,355390.1,5.51e-08,6.45e+12
AGO,1992,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,323862.2,2.51e-07,1.29e+12
AGO,1993,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,238446.2,2.66e-06,8.96e+10
AGO,1994,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,233932.2,.0000595,3.93e+09
AGO,1995,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,260185.1,.0027502,9.46e+07
AGO,1996,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,285602.4,.1280292,2230761
AGO,1997,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,296149.5,.2290401,1293003
AGO,1998,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,299837.5,.3928235,763288.1
AGO,1999,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,296447,2.790706,106226.5
AGO,2000,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,295549,10.04054,29435.55
AGO,2001,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,297822.3,22.05786,13501.87
AGO,2002,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,327181,43.5302,7516.183
AGO,2003,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,326966.9,74.6063,4382.564
AGO,2004,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,351443.8,83.54136,4206.824
AGO,2005,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,386824.9,87.15914,4438.145
AGO,2006,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,416980.1,80.36807,5188.38
AGO,2007,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,453889.7,76.70615,5917.253
AGO,2008,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,484204.5,75.03336,6453.189
AGO,2009,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,475444.8,79.32816,5993.393
AGO,2010,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,481700.8,91.90572,5241.249
AGO,2011,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,479983.5,93.93475,5109.754
AGO,2012,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,500959.1,95.46796,5247.406
AGO,2013,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,505577.1,96.51828,5238.149
AGO,2014,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,509729.1,98.30241,5185.316
AGO,2015,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,495432.6,120.0607,4126.518
AGO,2016,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,469897.9,163.6564,2871.246
AGO,2017,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,452874.2,165.916,2729.54
AGO,2018,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,434901.7,252.8557,1719.96
AGO,2019,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,419554,364.8258,1150.012
AGO,2020,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,389649.8,578.2588,673.8329
AGO,2021,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,385385.7,631.442,610.3264
AGO,2022,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,389206.5,460.5675,845.0585
AGO,2023,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,382166.9,685.0203,557.8914
AGO,2024,Derived using data on real GDP per capita derived using data on real gdp from wdi and the spliced population and the spliced USD exchange rate,387108,869.8462,445.0304
AGO,2025,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,386681.4,1033.824,374.0303
AGO,2026,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,387407.3,1170.313,331.0289
AGO,2027,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,388686.1,1258.678,308.8051
AGO,2028,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,390434.3,1357.476,287.6178
AGO,2029,Derived using data on real GDP per capita derived using data on real gdp from imf_weo_forecast and the spliced population and the spliced USD exchange rate,391741.7,1464.037,267.5764
