ISO3,countryname,year,gen_govtax_GDP,ADB,AMECO,AMF,EUS,IMF_GFS,CS2,CS1,chainlinking_ratio,source,source_change,source_change_count
COL,Colombia,2007,,,,,,,,,1,IMF_GFS,,
COL,Colombia,1999,13.52459,,,,,13.524587,,,1,IMF_GFS,,
COL,Colombia,2008,15.76391,,,,,15.763909,,,1,IMF_GFS,,
COL,Colombia,2002,,,,,,,,,1,IMF_GFS,,
COL,Colombia,2013,17.24744,,,,,17.247437,,,1,IMF_GFS,,
COL,Colombia,2004,,,,,,,,,1,IMF_GFS,,
COL,Colombia,2000,13.51932,,,,,13.51932,,,1,IMF_GFS,,
COL,Colombia,2001,,,,,,,,,1,IMF_GFS,,
COL,Colombia,2011,17.26728,,,,,17.267282,,,1,IMF_GFS,,
COL,Colombia,2022,18.69863,,,,,18.698626,,,1,IMF_GFS,,
COL,Colombia,2009,15.38416,,,,,15.384158,,,1,IMF_GFS,,
COL,Colombia,2017,18.41173,,,,,18.411728,,,1,IMF_GFS,,
COL,Colombia,2016,17.62779,,,,,17.627788,,,1,IMF_GFS,,
COL,Colombia,2023,21.43336,,,,,21.433362,,,1,IMF_GFS,,
COM,Comoros,2013,7.01224,,,7.01224,,,,,1,AMF,,
COM,Comoros,2020,8.29036,,,8.29036,,,,,1,AMF,,
COM,Comoros,2014,7.032907,,,7.032907,,,,,1,AMF,,
COM,Comoros,2018,9.39893,,,9.39893,,,,,1,AMF,,
COM,Comoros,2019,9.469224,,,9.469224,,,,,1,AMF,,
COM,Comoros,2017,7.880692,,,7.880692,,,,,1,AMF,,
COM,Comoros,2016,7.564404,,,7.564404,,,,,1,AMF,,
COM,Comoros,2015,6.602773,,,6.602773,,,,,1,AMF,,
CPV,Cape Verde,2009,18.90095,,,,,18.900948,,,1,IMF_GFS,,
CPV,Cape Verde,2015,19.47721,,,,,19.47721,,,1,IMF_GFS,,
CPV,Cape Verde,2016,19.34077,,,,,19.340773,,,1,IMF_GFS,,
CPV,Cape Verde,2013,18.4969,,,,,18.496896,,,1,IMF_GFS,,
CPV,Cape Verde,2008,22.03055,,,,,22.030552,,,1,IMF_GFS,,
CPV,Cape Verde,2011,20.38541,,,,,20.385407,,,1,IMF_GFS,,
CPV,Cape Verde,2014,17.72463,,,,,17.724633,,,1,IMF_GFS,,
CPV,Cape Verde,2012,18.50445,,,,,18.504447,,,1,IMF_GFS,,
CPV,Cape Verde,2010,19.01877,,,,,19.018766,,,1,IMF_GFS,,
CRI,Costa Rica,2006,14.36692,,,,,14.366923,,,1,IMF_GFS,,
CRI,Costa Rica,2019,13.39245,,,,,13.392451,,,1,IMF_GFS,,
CRI,Costa Rica,2008,15.78975,,,,,15.789753,,,1,IMF_GFS,,
CRI,Costa Rica,2020,12.61597,,,,,12.61597,,,1,IMF_GFS,,
CRI,Costa Rica,2016,14.20502,,,,,14.205016,,,1,IMF_GFS,,
CRI,Costa Rica,2017,13.97504,,,,,13.975042,,,1,IMF_GFS,,
CRI,Costa Rica,2009,13.76851,,,,,13.768512,,,1,IMF_GFS,,
CRI,Costa Rica,2002,13.79189,,,,,13.791887,,,1,IMF_GFS,,
CRI,Costa Rica,2010,13.53715,,,,,13.537153,,,1,IMF_GFS,,
CRI,Costa Rica,2003,14.03081,,,,,14.030812,,,1,IMF_GFS,,
CRI,Costa Rica,2004,13.81242,,,,,13.812417,,,1,IMF_GFS,,
CRI,Costa Rica,2007,15.37748,,,,,15.377479,,,1,IMF_GFS,,
CRI,Costa Rica,2018,13.88068,,,,,13.880677,,,1,IMF_GFS,,
CRI,Costa Rica,2021,14.7548,,,,,14.754797,,,1,IMF_GFS,,
CRI,Costa Rica,2023,14.61181,,,,,14.611807,,,1,IMF_GFS,,
CRI,Costa Rica,2014,13.72595,,,,,13.725953,,,1,IMF_GFS,,
CRI,Costa Rica,2015,13.95472,,,,,13.954718,,,1,IMF_GFS,,
CRI,Costa Rica,2011,13.79406,,,,,13.794056,,,1,IMF_GFS,,
CRI,Costa Rica,2005,14.1049,,,,,14.104896,,,1,IMF_GFS,,
CRI,Costa Rica,2012,13.7188,,,,,13.718799,,,1,IMF_GFS,,
CRI,Costa Rica,2013,14.06985,,,,,14.069852,,,1,IMF_GFS,,
CRI,Costa Rica,2022,15.04664,,,,,15.046644,,,1,IMF_GFS,,
CYP,Cyprus,2025,37.72924,,37.72924,,,,,,1,AMECO,1,1
CYP,Cyprus,2024,37.4,,37.5825,,37.4,,,,1,EUS,,
CYP,Cyprus,2014,36.2,,36.29036,,36.2,25.539771,,,1,EUS,,
CYP,Cyprus,2011,33.8,,33.98279,,33.8,23.876056,,,1,EUS,,
CYP,Cyprus,1996,26.3,,26.32082,,26.3,18.760211,,,1,EUS,,
CYP,Cyprus,2003,31.1,,31.10837,,31.1,22.779396,,,1,EUS,,
CYP,Cyprus,2023,37.3,,37.52853,,37.3,25.898914,,,1,EUS,,
CYP,Cyprus,2004,31.5,,31.70201,,31.5,22.597821,,,1,EUS,,
CYP,Cyprus,2013,34.8,,34.93596,,34.8,24.399639,,,1,EUS,,
CYP,Cyprus,2017,34.7,,34.9572,,34.7,24.472674,,,1,EUS,,
CYP,Cyprus,2021,35.4,,35.63216,,35.4,23.839936,,,1,EUS,,
CYP,Cyprus,2020,35.3,,35.48068,,35.3,22.855474,,,1,EUS,,
CYP,Cyprus,2012,34.2,,34.38247,,34.2,24.030864,,,1,EUS,,
CYP,Cyprus,2006,33.9,,34.20083,,33.9,25.066312,,,1,EUS,,
CYP,Cyprus,2022,35.4,,35.65322,,35.4,25.133415,,,1,EUS,,
CYP,Cyprus,2008,36.4,,36.71935,,36.4,27.693776,,,1,EUS,,
CYP,Cyprus,1998,27.2,,27.15044,,27.2,19.25399,,,1,EUS,,
CYP,Cyprus,2016,34.2,,34.47614,,34.2,24.128029,,,1,EUS,,
CYP,Cyprus,1999,27.4,,27.43753,,27.4,19.712254,,,1,EUS,,
CYP,Cyprus,2001,29.9,,29.94511,,29.9,22.119796,,,1,EUS,,
CYP,Cyprus,2027,37.87435,,37.87435,,,,,,1,AMECO,,
CYP,Cyprus,2002,30,,30.03164,,30,22.190528,,,1,EUS,,
CYP,Cyprus,2010,33.7,,33.84793,,33.7,23.781887,,,1,EUS,,
CYP,Cyprus,2018,34.7,,34.90106,,34.7,24.617295,,,1,EUS,,
CYP,Cyprus,2005,33.2,,33.47784,,33.2,23.895698,,,1,EUS,,
CYP,Cyprus,2007,37.9,,38.27417,,37.9,29.187083,,,1,EUS,,
CYP,Cyprus,2019,35.6,,35.80584,,35.6,23.95651,,,1,EUS,,
CYP,Cyprus,2015,35.4,,35.52461,,35.4,24.864512,,,1,EUS,,
CYP,Cyprus,1997,25.8,,25.82642,,25.8,18.077054,,,1,EUS,,
CYP,Cyprus,2026,37.80675,,37.80675,,,,,,1,AMECO,,
CYP,Cyprus,1995,26.7,,26.67628,,26.7,19.346626,,,1,EUS,,
CYP,Cyprus,2009,33.9,,34.1436,,33.9,23.985837,,,1,EUS,,
CYP,Cyprus,2000,29.4,,29.40959,,29.4,21.611496,,,1,EUS,,
CZE,Czech Republic,2012,34.1,,34.28015,,34.1,19.550037,,,1,EUS,,
CZE,Czech Republic,2009,32.5,,32.59517,,32.5,18.266179,,,1,EUS,,
CZE,Czech Republic,1995,34.2,,34.15601,,34.2,20.125393,,,1,EUS,,
CZE,Czech Republic,2002,33.1,,33.14887,,33.1,18.432474,,,1,EUS,,
CZE,Czech Republic,1998,32.1,,32.09766,,32.1,17.962925,,,1,EUS,,
CZE,Czech Republic,2003,33.9,,33.90096,,33.9,19.024304,,,1,EUS,,
CZE,Czech Republic,2022,33.9,,34.08378,,33.9,18.514904,,,1,EUS,,
CZE,Czech Republic,2020,35.1,,35.25262,,35.1,19.503998,,,1,EUS,,
CZE,Czech Republic,2013,34.6,,34.72131,,34.6,20.028395,,,1,EUS,,
CZE,Czech Republic,2024,34.9,,35.02442,,34.9,,,,1,EUS,,
CZE,Czech Republic,2025,34.79942,,34.79942,,,,,,1,AMECO,1,1
CZE,Czech Republic,2019,35.2,,35.35485,,35.2,20.013368,,,1,EUS,,
CZE,Czech Republic,2001,32.2,,32.24369,,32.2,18.087425,,,1,EUS,,
CZE,Czech Republic,2015,33.9,,34.12401,,33.9,19.693053,,,1,EUS,,
CZE,Czech Republic,2014,33.7,,33.90966,,33.7,19.382269,,,1,EUS,,
CZE,Czech Republic,2005,34.2,,34.35148,,34.2,19.509818,,,1,EUS,,
CZE,Czech Republic,2018,35.4,,35.58122,,35.4,20.19503,,,1,EUS,,
CZE,Czech Republic,1996,32.9,,32.90777,,32.9,18.915969,,,1,EUS,,
CZE,Czech Republic,2010,32.4,,32.56275,,32.4,18.067683,,,1,EUS,,
CZE,Czech Republic,2004,34.3,,34.39215,,34.3,19.613754,,,1,EUS,,
CZE,Czech Republic,2017,34.8,,34.96518,,34.8,20.132299,,,1,EUS,,
CZE,Czech Republic,2000,32.4,,32.35346,,32.4,18.091178,,,1,EUS,,
CZE,Czech Republic,1999,32.8,,32.82734,,32.8,18.639733,,,1,EUS,,
CZE,Czech Republic,2027,34.35458,,34.35458,,,,,,1,AMECO,,
CZE,Czech Republic,2023,33.8,,33.92187,,33.8,18.608826,,,1,EUS,,
CZE,Czech Republic,2006,34,,34.12637,,34,19.101753,,,1,EUS,,
CZE,Czech Republic,2008,33.4,,33.54094,,33.4,18.527855,,,1,EUS,,
CZE,Czech Republic,2007,34.5,,34.64308,,34.5,19.515178,,,1,EUS,,
CZE,Czech Republic,2011,33.6,,33.73554,,33.6,19.092338,,,1,EUS,,
CZE,Czech Republic,1997,33.2,,33.22419,,33.2,18.861262,,,1,EUS,,
CZE,Czech Republic,2016,34.6,,34.77106,,34.6,20.076006,,,1,EUS,,
CZE,Czech Republic,2026,34.4436,,34.4436,,,,,,1,AMECO,,
CZE,Czech Republic,2021,34.7,,34.8371,,34.7,18.605748,,,1,EUS,,
DEU,Germany,2009,39.6,,39.78669,,39.6,22.959633,,,1,EUS,,
DEU,Germany,2001,39.5,,39.68418,,39.5,21.825664,,,1,EUS,,
DEU,Germany,2002,39.1,,39.27632,,39.1,21.394961,,,1,EUS,,
DEU,Germany,1982,38.0459,,,,,21.683203,,,1.754626,IMF_GFS,,
DEU,Germany,2014,39.5,,39.66513,,39.5,23.341317,,,1,EUS,,
DEU,Germany,2017,40.5,,40.66824,,40.5,23.994795,,,1,EUS,,
DEU,Germany,2005,38.5,,38.71016,,38.5,21.292939,,,1,EUS,,
DEU,Germany,2023,39.9,,40.06413,,39.9,23.100477,,,1,EUS,,
DEU,Germany,1994,40.27215,,40.46681,,,22.362488,,,.9951896,AMECO,1,3
DEU,Germany,2011,38.7,,38.83487,,38.7,22.546246,,,1,EUS,,
DEU,Germany,1985,39.26553,,,,,22.378296,,,1.754626,IMF_GFS,,
DEU,Germany,1989,39.39217,,,,,22.450473,,,1.754626,IMF_GFS,,
DEU,Germany,1999,41.6,,41.81149,,41.6,23.230729,,,1,EUS,,
DEU,Germany,2003,39.5,,39.58814,,39.5,21.516639,,,1,EUS,,
DEU,Germany,1978,40.17263,,,,,22.895269,,,1.754626,IMF_GFS,,
DEU,Germany,1977,40.49249,,,,,23.077566,,,1.754626,IMF_GFS,,
DEU,Germany,1972,39.4706,,,,,22.495169,,,1.754626,IMF_GFS,,
DEU,Germany,2022,41.2,,41.40841,,41.2,24.532595,,,1,EUS,,
DEU,Germany,1990,37.13242,,,,,21.16259,,,1.754626,IMF_GFS,1,3
DEU,Germany,1993,39.73538,,39.92745,,,22.30792,,,.9951896,AMECO,,
DEU,Germany,2016,40.3,,40.51089,,40.3,23.879748,,,1,EUS,,
DEU,Germany,2008,39.2,,39.37009,,39.2,23.250595,,,1,EUS,,
DEU,Germany,1984,38.88681,,,,,22.162454,,,1.754626,IMF_GFS,,
DEU,Germany,1986,38.50249,,,,,21.94342,,,1.754626,IMF_GFS,,
DEU,Germany,2027,41.36659,,41.52733,,,,,,.9961293,AMECO,,
DEU,Germany,2021,41.8,,42.00117,,41.8,24.680154,,,1,EUS,,
DEU,Germany,1997,40.8,,41.04627,,40.8,21.863175,,,1,EUS,,
DEU,Germany,1988,38.0549,,,,,21.688334,,,1.754626,IMF_GFS,,
DEU,Germany,2020,41.1,,41.26562,,41.1,23.449047,,,1,EUS,,
DEU,Germany,1975,38.25081,,,,,21.799986,,,1.754626,IMF_GFS,,
DEU,Germany,1974,40.01385,,,,,22.80478,,,1.754626,IMF_GFS,,
DEU,Germany,1996,40.8,,41.02839,,40.8,22.143309,,,1,EUS,,
DEU,Germany,1998,40.9,,41.1072,,40.9,22.282044,,,1,EUS,,
DEU,Germany,2018,40.9,,41.13161,,40.9,24.27419,,,1,EUS,,
DEU,Germany,2007,38.8,,38.99419,,38.8,22.911864,,,1,EUS,,
DEU,Germany,1980,39.97286,,,,,22.781417,,,1.754626,IMF_GFS,,
DEU,Germany,2013,39.6,,39.7933,,39.6,23.401656,,,1,EUS,,
DEU,Germany,1973,40.36926,,,,,23.007333,,,1.754626,IMF_GFS,,
DEU,Germany,1987,38.67133,,,,,22.03965,,,1.754626,IMF_GFS,,
DEU,Germany,2019,41.2,,41.40393,,41.2,24.308435,,,1,EUS,,
DEU,Germany,2015,39.8,,40.03923,,39.8,23.585371,,,1,EUS,,
DEU,Germany,2012,39.3,,39.48862,,39.3,23.079761,,,1,EUS,,
DEU,Germany,1991,38.44487,,38.6307,,,21.910581,,,.9951896,AMECO,,
DEU,Germany,1976,38.72395,,,,,22.06964,,,1.754626,IMF_GFS,,
DEU,Germany,1983,37.9309,,,,,21.617662,,,1.754626,IMF_GFS,,
DEU,Germany,2010,38.2,,38.35179,,38.2,21.875148,,,1,EUS,,
DEU,Germany,2000,41.5,,41.64712,,41.5,23.495441,,,1,EUS,,
DEU,Germany,2025,41.35939,,41.5201,,,,,,.9961293,AMECO,1,3
DEU,Germany,2024,40.7,,40.85815,,40.7,,,,1,EUS,,
DEU,Germany,1981,38.69762,,,,,22.05463,,,1.754626,IMF_GFS,,
DEU,Germany,1979,39.81834,,,,,22.693358,,,1.754626,IMF_GFS,,
DEU,Germany,2006,38.7,,38.86435,,38.7,21.987033,,,1,EUS,,
DEU,Germany,2026,41.17566,,41.33566,,,,,,.9961293,AMECO,,
DEU,Germany,1992,39.20799,,39.39751,,,22.282428,,,.9951896,AMECO,,
DEU,Germany,2004,38.5,,38.69043,,38.5,21.03269,,,1,EUS,,
DEU,Germany,1995,40.5,,40.69576,,40.5,22.361824,,,1,EUS,,
DJI,Djibouti,2019,13.02916,,,13.02916,,,,,1,AMF,,
DJI,Djibouti,2016,20.05686,,,20.05686,,,,,1,AMF,,
DJI,Djibouti,2018,14.06262,,,14.06262,,,,,1,AMF,,
DJI,Djibouti,2014,20.34108,,,20.34108,,,,,1,AMF,,
DJI,Djibouti,2013,26.63679,,,26.63679,,,,,1,AMF,,
DJI,Djibouti,2015,21.23369,,,21.23369,,,,,1,AMF,,
DJI,Djibouti,2020,10.55157,,,10.55157,,,,,1,AMF,,
DJI,Djibouti,2017,19.24568,,,19.24568,,,,,1,AMF,,
DNK,Denmark,1975,38.94312,,,,,38.943113,,,1,IMF_GFS,,
DNK,Denmark,1987,46.19233,,,,,46.192326,,,1,IMF_GFS,,
DNK,Denmark,1984,42.0661,,,,,42.066097,,,1,IMF_GFS,,
DNK,Denmark,2020,48,,48.1325,,48,47.13482,,,1,EUS,,
DNK,Denmark,2014,49.8,,50.00011,,49.8,48.7942,,,1,EUS,,
DNK,Denmark,2024,45.7,,45.84352,,45.7,,,,1,EUS,,
DNK,Denmark,2011,46.2,,46.34772,,46.2,44.809016,,,1,EUS,,
DNK,Denmark,1994,46.64953,,,,,46.649529,,,1,IMF_GFS,1,2
DNK,Denmark,2001,47.4,,47.56802,,47.4,45.125365,,,1,EUS,,
DNK,Denmark,2002,46.9,,47.07088,,46.9,45.202412,,,1,EUS,,
DNK,Denmark,1999,49.4,,49.64178,,49.4,47.196732,,,1,EUS,,
DNK,Denmark,2004,47.6,,47.80097,,47.6,46.019538,,,1,EUS,,
DNK,Denmark,2010,46.1,,46.29802,,46.1,44.747796,,,1,EUS,,
DNK,Denmark,2006,47.6,,47.80411,,47.6,46.181795,,,1,EUS,,
DNK,Denmark,1980,41.5057,,,,,41.505694,,,1,IMF_GFS,,
DNK,Denmark,2009,45.9,,46.02445,,45.9,44.474915,,,1,EUS,,
DNK,Denmark,1973,40.63692,,,,,40.636927,,,1,IMF_GFS,,
DNK,Denmark,1985,43.49955,,,,,43.499554,,,1,IMF_GFS,,
DNK,Denmark,1974,40.96739,,,,,40.967393,,,1,IMF_GFS,,
DNK,Denmark,2007,47.6,,47.7939,,47.6,46.162509,,,1,EUS,,
DNK,Denmark,1972,39.86002,,,,,39.860017,,,1,IMF_GFS,,
DNK,Denmark,1983,41.17003,,,,,41.170031,,,1,IMF_GFS,,
DNK,Denmark,1993,45.48748,,,,,45.487483,,,1,IMF_GFS,,
DNK,Denmark,2023,44.6,,44.682,,44.6,43.234229,,,1,EUS,,
DNK,Denmark,2021,48.2,,48.29819,,48.2,47.118875,,,1,EUS,,
DNK,Denmark,1998,48.8,,48.96493,,48.8,47.174697,,,1,EUS,,
DNK,Denmark,1990,43.75683,,,,,43.756832,,,1,IMF_GFS,,
DNK,Denmark,1991,43.15235,,,,,43.152351,,,1,IMF_GFS,,
DNK,Denmark,2012,46.8,,46.98868,,46.8,45.58929,,,1,EUS,,
DNK,Denmark,1988,47.00029,,,,,47.000292,,,1,IMF_GFS,,
DNK,Denmark,2005,49.1,,49.29895,,49.1,47.584617,,,1,EUS,,
DNK,Denmark,2018,45.3,,45.4051,,45.3,44.385619,,,1,EUS,,
DNK,Denmark,2017,46.3,,46.4808,,46.3,45.42236,,,1,EUS,,
DNK,Denmark,1992,43.6305,,,,,43.630499,,,1,IMF_GFS,,
DNK,Denmark,2003,47.1,,47.26138,,47.1,45.428882,,,1,EUS,,
DNK,Denmark,2019,47.9,,48.05766,,47.9,47.064707,,,1,EUS,,
DNK,Denmark,1982,39.81424,,,,,39.81424,,,1,IMF_GFS,,
DNK,Denmark,1979,40.75401,,,,,40.754012,,,1,IMF_GFS,,
DNK,Denmark,2026,45.77609,,45.77609,,,,,,1,AMECO,,
DNK,Denmark,1989,45.68356,,,,,45.683561,,,1,IMF_GFS,,
DNK,Denmark,1996,48.3,,48.48425,,48.3,46.60998,,,1,EUS,,
DNK,Denmark,2025,45.8449,,45.8449,,,,,,1,AMECO,1,2
DNK,Denmark,1977,38.61374,,,,,38.613739,,,1,IMF_GFS,,
DNK,Denmark,1995,48,,48.26159,,48,46.324918,,,1,EUS,,
DNK,Denmark,1981,41.02018,,,,,41.020183,,,1,IMF_GFS,,
DNK,Denmark,1986,45.8852,,,,,45.885201,,,1,IMF_GFS,,
DNK,Denmark,2008,45.8,,46.01348,,45.8,44.456411,,,1,EUS,,
DNK,Denmark,1976,38.24451,,,,,38.244515,,,1,IMF_GFS,,
DNK,Denmark,1978,39.76379,,,,,39.763795,,,1,IMF_GFS,,
DNK,Denmark,2022,42.6,,42.75946,,42.6,41.766061,,,1,EUS,,
DNK,Denmark,2016,46.7,,46.87006,,46.7,45.761903,,,1,EUS,,
DNK,Denmark,2013,47.1,,47.23135,,47.1,45.982963,,,1,EUS,,
DNK,Denmark,2015,47.4,,47.61021,,47.4,46.42918,,,1,EUS,,
DNK,Denmark,2000,48.3,,48.51568,,48.3,45.955567,,,1,EUS,,
DNK,Denmark,1997,48.2,,48.37767,,48.2,46.521199,,,1,EUS,,
DNK,Denmark,2027,46.083,,46.083,,,,,,1,AMECO,,
DOM,Dominican Republic,2015,12.97107,,,,,12.971066,,,1,IMF_GFS,,
DOM,Dominican Republic,2017,13.14225,,,,,13.142255,,,1,IMF_GFS,,
DOM,Dominican Republic,2023,14.44951,,,,,14.449508,,,1,IMF_GFS,,
DOM,Dominican Republic,2018,13.13915,,,,,13.139146,,,1,IMF_GFS,,
DOM,Dominican Republic,2020,12.50193,,,,,12.501928,,,1,IMF_GFS,,
DOM,Dominican Republic,2021,14.50768,,,,,14.507679,,,1,IMF_GFS,,
DOM,Dominican Republic,2019,13.43522,,,,,13.435219,,,1,IMF_GFS,,
DOM,Dominican Republic,2016,13.04083,,,,,13.040831,,,1,IMF_GFS,,
DOM,Dominican Republic,2022,13.95426,,,,,13.954257,,,1,IMF_GFS,,
DZA,Algeria,2020,13.48108,,,13.48108,,,,,1,AMF,,
DZA,Algeria,2017,14.14922,,,14.14922,,,,,1,AMF,,
DZA,Algeria,2016,14.53106,,,14.53106,,,,,1,AMF,,
DZA,Algeria,2014,12.13947,,,12.13947,,,,,1,AMF,,
DZA,Algeria,2015,12.8983,,,12.8983,,,,,1,AMF,,
DZA,Algeria,2021,12.26495,,,12.26495,,,,,1,AMF,,
DZA,Algeria,2013,12.56315,,,12.56315,,,,,1,AMF,,
DZA,Algeria,2019,14.01824,,,14.01824,,,,,1,AMF,,
DZA,Algeria,2018,13.22197,,,13.22197,,,,,1,AMF,,
ECU,Ecuador,2020,13.03587,,,,,13.035872,,,1,IMF_GFS,,
ECU,Ecuador,2013,14.77297,,,,,14.772974,,,1,IMF_GFS,,
ECU,Ecuador,2015,16.58147,,,,,16.581473,,,1,IMF_GFS,,
ECU,Ecuador,2018,14.87926,,,,,14.879264,,,1,IMF_GFS,,
ECU,Ecuador,2016,14.73986,,,,,14.739857,,,1,IMF_GFS,,
ECU,Ecuador,2019,13.87508,,,,,13.875085,,,1,IMF_GFS,,
ECU,Ecuador,2022,13.66135,,,,,13.661352,,,1,IMF_GFS,,
ECU,Ecuador,2017,14.26042,,,,,14.260424,,,1,IMF_GFS,,
ECU,Ecuador,2021,13.47978,,,,,13.479783,,,1,IMF_GFS,,
ECU,Ecuador,2014,14.63599,,,,,14.635985,,,1,IMF_GFS,,
EGY,Egypt,2018,14.18177,,,14.18177,,,,,1,AMF,,
EGY,Egypt,2019,13.8314,,,13.8314,,,,,1,AMF,,
EGY,Egypt,2009,14.89465,,,,,14.894648,,,1,IMF_GFS,,
EGY,Egypt,2014,12.22014,,,12.22009,,12.220141,,,1,IMF_GFS,,
EGY,Egypt,2007,14.59839,,,,,14.59839,,,1,IMF_GFS,,
EGY,Egypt,2005,13.3799,,,,,13.379895,,,1,IMF_GFS,,
EGY,Egypt,2012,12.3849,,,,,12.384905,,,1,IMF_GFS,,
EGY,Egypt,2016,13.00343,,,13.00343,,,,,1,AMF,,
EGY,Egypt,2004,13.15863,,,,,13.158628,,,1,IMF_GFS,,
EGY,Egypt,2008,14.5705,,,,,14.570498,,,1,IMF_GFS,,
EGY,Egypt,2002,12.75137,,,,,12.751373,,,1,IMF_GFS,,
EGY,Egypt,2010,13.43833,,,,,13.438329,,,1,IMF_GFS,,
EGY,Egypt,2006,15.05457,,,,,15.054568,,,1,IMF_GFS,,
EGY,Egypt,2011,13.32283,,,,,13.322833,,,1,IMF_GFS,,
EGY,Egypt,2017,13.31378,,,13.31378,,,,,1,AMF,,
EGY,Egypt,2013,13.49806,,,13.49806,,13.498065,,,1,IMF_GFS,,
EGY,Egypt,2015,12.51921,,,12.51917,,12.519211,,,1,IMF_GFS,1,1
EGY,Egypt,2020,12.70847,,,12.70847,,,,,1,AMF,,
EGY,Egypt,2003,12.69638,,,,,12.696385,,,1,IMF_GFS,,
ESP,Spain,1994,30.94493,,,,,19.158671,,,1.615192,IMF_GFS,1,2
ESP,Spain,1983,22.88454,,,,,14.168311,,,1.615192,IMF_GFS,,
ESP,Spain,1993,30.4483,,,,,18.851197,,,1.615192,IMF_GFS,,
ESP,Spain,1990,32.06434,,,,,19.85172,,,1.615192,IMF_GFS,,
ESP,Spain,1992,32.57727,,,,,20.169291,,,1.615192,IMF_GFS,,
ESP,Spain,2006,36.6,,36.78317,,36.6,24.056694,,,1,EUS,,
ESP,Spain,2009,30.4,,30.52824,,30.4,17.52486,,,1,EUS,,
ESP,Spain,2003,33.8,,33.94678,,33.8,21.247865,,,1,EUS,,
ESP,Spain,2015,34.2,,34.38634,,34.2,22.058445,,,1,EUS,,
ESP,Spain,2016,33.9,,34.14339,,33.9,21.844987,,,1,EUS,,
ESP,Spain,2025,37.7916,,37.97258,,,,,,.995234,AMECO,1,2
ESP,Spain,2008,32.7,,32.87392,,32.7,20.056597,,,1,EUS,,
ESP,Spain,2024,37.1,,37.27766,,37.1,,,,1,EUS,,
ESP,Spain,2002,34,,34.08017,,34,21.421178,,,1,EUS,,
ESP,Spain,1991,31.99994,,,,,19.811854,,,1.615192,IMF_GFS,,
ESP,Spain,2001,33.5,,33.65523,,33.5,20.9499,,,1,EUS,,
ESP,Spain,1998,33.5,,33.50301,,33.5,21.319068,,,1,EUS,,
ESP,Spain,2007,37,,37.17269,,37,24.424778,,,1,EUS,,
ESP,Spain,1989,32.7189,,,,,20.256973,,,1.615192,IMF_GFS,,
ESP,Spain,2004,34.7,,34.869,,34.7,22.108948,,,1,EUS,,
ESP,Spain,2011,31.8,,31.97588,,31.8,19.154853,,,1,EUS,,
ESP,Spain,1984,23.69073,,,,,14.667437,,,1.615192,IMF_GFS,,
ESP,Spain,2014,34.4,,34.5476,,34.4,21.984428,,,1,EUS,,
ESP,Spain,2026,38.0875,,38.26989,,,,,,.995234,AMECO,,
ESP,Spain,2027,37.93681,,38.11848,,,,,,.995234,AMECO,,
ESP,Spain,1996,31.8,,32.00142,,31.8,19.845545,,,1,EUS,,
ESP,Spain,2018,34.9,,35.15429,,34.9,22.607311,,,1,EUS,,
ESP,Spain,1987,30.27534,,,,,18.744114,,,1.615192,IMF_GFS,,
ESP,Spain,2023,36.8,,37.06639,,36.8,23.641082,,,1,EUS,,
ESP,Spain,2000,33.8,,33.95221,,33.8,21.369769,,,1,EUS,,
ESP,Spain,1997,32.7,,32.86543,,32.7,20.582653,,,1,EUS,,
ESP,Spain,1981,19.97011,,,,,12.363922,,,1.615192,IMF_GFS,,
ESP,Spain,2012,33,,33.15241,,33,20.481214,,,1,EUS,,
ESP,Spain,2020,37.1,,37.32198,,37.1,22.738648,,,1,EUS,,
ESP,Spain,1986,27.29657,,,,,16.899895,,,1.615192,IMF_GFS,,
ESP,Spain,2010,32,,32.11898,,32,19.259153,,,1,EUS,,
ESP,Spain,2019,35,,35.17688,,35,22.149062,,,1,EUS,,
ESP,Spain,2017,34.2,,34.42357,,34.2,22.026984,,,1,EUS,,
ESP,Spain,1980,19.019,,,,,11.77507,,,1.615192,IMF_GFS,,
ESP,Spain,2013,33.8,,33.95187,,33.8,21.45445,,,1,EUS,,
ESP,Spain,1982,19.84952,,,,,12.289262,,,1.615192,IMF_GFS,,
ESP,Spain,1985,25.03564,,,,,15.500103,,,1.615192,IMF_GFS,,
ESP,Spain,2021,37.9,,38.14925,,37.9,24.009489,,,1,EUS,,
ESP,Spain,2005,35.9,,36.05205,,35.9,23.321826,,,1,EUS,,
ESP,Spain,1995,32,,32.24746,,32,19.811889,,,1,EUS,,
ESP,Spain,1999,33.9,,34.06783,,33.9,21.495795,,,1,EUS,,
ESP,Spain,1988,30.48834,,,,,18.87599,,,1.615192,IMF_GFS,,
ESP,Spain,2022,37.1,,37.41528,,37.1,24.080447,,,1,EUS,,
EST,Estonia,1996,33.9,,33.87691,,33.9,22.330617,,,1,EUS,,
EST,Estonia,2004,31,,31.09978,,31,20.59647,,,1,EUS,,
EST,Estonia,2027,35.24265,,35.24265,,,,,,1,AMECO,,
EST,Estonia,2007,30.9,,31.14194,,30.9,20.543758,,,1,EUS,,
EST,Estonia,2025,36.49745,,36.49745,,,,,,1,AMECO,1,1
EST,Estonia,2012,31.8,,31.99553,,31.8,20.5776,,,1,EUS,,
EST,Estonia,2015,33.3,,33.52911,,33.3,21.895122,,,1,EUS,,
