ISO3,year,gen_govrev_GDP,source,nGDP,gen_govrev
ABW,1995,25.498,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2477.24,631.6465
ABW,1996,25.114,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2588.317,650.03
ABW,1997,22.887,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2873.346,657.6228
ABW,1998,21.688,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3123.795,677.4886
ABW,1999,22.884,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3231.53,739.5032
ABW,2000,22.251,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3353.48,746.1828
ABW,2001,21.673,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3394.658,735.7242
ABW,2002,21.491,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3511.7,754.6994
ABW,2003,27.032,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3658.96,989.09
ABW,2004,20.714,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4036.147,836.0475
ABW,2005,21.52,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4224.43,909.0974
ABW,2006,22.285,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4420.91,985.1998
ABW,2007,21.574,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4792.98,1034.037
ABW,2008,26.825,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5089.01,1365.127
ABW,2009,24.257,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4571.29,1108.858
ABW,2010,26.957,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4391.94,1183.935
ABW,2011,20.77,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4721.77,980.7117
ABW,2012,21.806,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4681.22,1020.787
ABW,2013,23.406,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4882.85,1142.88
ABW,2014,22.376,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4995.62,1117.82
ABW,2015,23.898,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5303.6,1267.454
ABW,2016,23.664,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5340.71,1263.826
ABW,2017,21.971,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5535.45,1216.194
ABW,2018,22.222,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5864.37,1303.18
ABW,2019,23.445,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,6078.48,1425.1
ABW,2020,24.007,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4442.524,1066.517
ABW,2021,19.698,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5243.709,1032.906
ABW,2022,21.214,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5870.025,1245.267
ABW,2023,24.27739,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6530.946,1585.543
ABW,2024,23.598,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,7264.85,1714.359
ABW,2025,22.924,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,7583.199,1738.373
ABW,2026,22.858,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,7851.985,1794.807
ABW,2027,22.794,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,8122.678,1851.483
ABW,2028,22.73,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,8400.995,1909.546
ABW,2029,22.666,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,8688.844,1969.413
AFG,2002,6.845,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,202531,13863.25
AFG,2003,9.826,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,238878.5,23472.21
AFG,2004,12.676,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,263344.1,33381.5
AFG,2005,14.733,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,320476.5,47215.81
AFG,2006,18.946,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,364100.1,68982.4
AFG,2007,18.986,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,499587,94851.59
AFG,2008,17.036,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,517377.4,88140.41
AFG,2009,19.391,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,600457.8,116434.8
AFG,2010,21.722,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,703502.6,152814.8
AFG,2011,21.265,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,837851.3,178169.1
AFG,2012,25.21,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1007959,254106.4
AFG,2013,24.346,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1102256,268355.3
AFG,2014,23.684,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1116353,264397
AFG,2015,24.569,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1143357,280911.3
AFG,2016,28.156,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1236815,348237.7
AFG,2017,27.059,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1294845,350372
AFG,2018,30.57,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1359225,415515
AFG,2019,26.941,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1505967,405722.7
AFG,2020,25.694,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1534966,394394
AFG,2021,17.449,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1251172,218317
AFG,2022,15.118,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1283441,194030.7
AFG,2023,15.529,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1357275,210771.2
AGO,1996,34.528,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1117.154,385.7308
AGO,1997,30.8,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2342.345,721.4423
AGO,1998,24.396,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3385.27,825.8704
AGO,1999,36.315,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,22959.67,8337.804
AGO,2000,37.842,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,122568.5,46382.36
AGO,2001,33.079,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,263560.6,87183.2
AGO,2002,25.324,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,665385,168502.1
AGO,2003,26.02,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1328940,345790.2
AGO,2004,27.032,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1967570,531873.5
AGO,2005,30.095,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3222350,969766.2
AGO,2006,35.746,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4209762,1504822
AGO,2007,37.925,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5006335,1898653
AGO,2008,43.405,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,6643353,2883547
AGO,2009,31.933,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5577341,1781012
AGO,2010,37.528,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,7701652,2890276
AGO,2011,40.498,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.05e+07,4252672
AGO,2012,36.871,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.22e+07,4507461
AGO,2013,32.671,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.32e+07,4310940
AGO,2014,27.235,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.43e+07,3901103
AGO,2015,21.299,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.40e+07,2971273
AGO,2016,15.44,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1.65e+07,2555253
AGO,2017,15.285,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2.03e+07,3097092
AGO,2018,20.295,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2.56e+07,5201151
AGO,2019,18.907,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3.03e+07,5734574
AGO,2020,18.335,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3.17e+07,5812336
AGO,2021,20.679,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4.41e+07,9128000
AGO,2022,20.09471,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.22e+07,1.05e+07
AGO,2023,17.36655,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6.20e+07,1.08e+07
AGO,2024,18.014,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,8.07e+07,1.45e+07
AGO,2025,16.801,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,9.94e+07,1.67e+07
AGO,2026,16.078,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,1.18e+08,1.90e+07
AGO,2027,15.306,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,1.36e+08,2.08e+07
AGO,2028,14.835,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,1.56e+08,2.31e+07
AGO,2029,13.677,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,1.79e+08,2.45e+07
ALB,1997,18.398,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,336480.8,61905.74
ALB,1998,26.826,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,393070,105445
ALB,1999,28.266,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,453512.3,128189.8
ALB,2000,26.066,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,516206.8,134554.5
ALB,2001,25.848,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,583125.1,150726.2
ALB,2002,25.323,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,633932.6,160530.8
ALB,2003,24.674,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,700711.6,172893.6
ALB,2004,24.992,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,760444.8,190050.4
ALB,2005,25.434,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,824594.6,209727.4
ALB,2006,25.928,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,897697.7,232755
ALB,2007,26.13,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1005281,262680
ALB,2008,26.842,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1112317,298568.2
ALB,2009,26.093,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1171607,305707.3
ALB,2010,25.867,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1256235,324950.4
ALB,2011,25.407,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1308998,332577.1
ALB,2012,24.789,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1324877,328423.8
ALB,2013,23.977,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1352247,324228.2
ALB,2014,26.272,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1402496,368463.8
ALB,2015,26.44,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1444802,382005.7
ALB,2016,27.642,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1488303,411396.8
ALB,2017,27.756,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1579056,438282.7
ALB,2018,27.457,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1660820,456011.4
ALB,2019,27.209,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1712037,465828.1
ALB,2020,25.853,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1655985,428121.7
ALB,2021,27.527,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1866672,513838.8
ALB,2022,26.78666,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2149742,575844.1
ALB,2023,27.82188,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2364276,657786.1
ALB,2024,28.625,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2517820,720725.9
ALB,2025,28.256,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2668823,754102.6
ALB,2026,28.392,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2831995,804060.1
ALB,2027,28.388,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3015590,856065.6
ALB,2028,28.44,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3212191,913547.2
ALB,2029,28.479,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3422070,974571.2
AND,2001,27.362,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1728.691,473.0044
AND,2002,25.977,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1865.833,484.6875
AND,2003,25.98,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2092.49,543.6288
AND,2004,25.545,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2331.566,595.5984
AND,2005,23.305,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2540.884,592.1529
AND,2006,23.753,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2755.127,654.4253
AND,2007,24.774,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2887.768,715.4156
AND,2008,26.269,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2789.261,732.711
AND,2009,26.406,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2644.839,698.3961
AND,2010,28.501,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2602.312,741.6849
AND,2011,29.514,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2607.221,769.4952
AND,2012,32.282,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2481.846,801.1896
AND,2013,35.323,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2404.538,849.3551
AND,2014,33.805,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2462.69,832.5125
AND,2015,34.982,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2514.508,879.6252
AND,2016,38.636,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2616.862,1011.051
AND,2017,38.19,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2655.758,1014.234
AND,2018,38.601,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2725.27,1051.981
AND,2019,38.15,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2818.422,1075.228
AND,2020,41.271,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2531.087,1044.605
AND,2021,37.877,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2810.965,1064.709
AND,2022,39.733,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3210.31,1275.552
AND,2023,38.616,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3500.58,1351.784
AND,2024,38.406,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3732.37,1433.454
AND,2025,38.219,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3877.107,1481.792
AND,2026,38.225,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4012.606,1533.818
AND,2027,38.263,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4142.972,1585.225
AND,2028,38.335,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4277.444,1639.758
AND,2029,38.334,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4414.996,1692.444
ARE,1990,16.707,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,188557.1,31502.23
ARE,1991,39.854,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,191720.8,76408.39
ARE,1992,32.902,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,201714.1,66367.98
ARE,1993,28.606,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,206868.9,59176.93
ARE,1994,28.344,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,220554.2,62513.87
ARE,1995,29.727,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,244498.8,72682.14
ARE,1996,28.521,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,273609.4,78036.15
ARE,1997,29.273,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,293199.8,85828.37
ARE,1998,26.839,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,281546.1,75564.15
ARE,1999,25.586,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,314178.6,80385.73
ARE,2000,32.449,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,388186.8,125962.8
ARE,2001,26.434,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,384370.3,101604.4
ARE,2002,20.095,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,408570.4,82102.23
ARE,2003,22.402,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,462629.8,103638.3
ARE,2004,24.109,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,549979.1,132594.5
ARE,2005,31.731,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,671985.6,213227.8
ARE,2006,35.777,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,826382.6,295654.9
ARE,2007,34.783,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,959575.3,333769.1
ARE,2008,39.589,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1187600,470158.8
ARE,2009,28.87,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,965761.2,278815.3
ARE,2010,31.646,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1102444,348879.5
ARE,2011,35.459,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1325158,469887.8
ARE,2012,37.153,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1412481,524778.9
ARE,2013,28.76252,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1469803,422752.3
ARE,2014,35.0385,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1520802,532866.3
ARE,2015,28.99646,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1359837,394304.5
ARE,2016,29.13434,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1356090,395087.9
ARE,2017,28.92085,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1434173,414775
ARE,2018,30.80357,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1568339,483104.4
ARE,2019,30.80691,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1535067,472906.8
ARE,2020,28.662,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1283440,367859.5
ARE,2021,29.68872,Derived using data on general government revenue to GDP from AMF and the spliced GDP,1524744,452677
ARE,2022,33.107,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1846283,611248.9
ARE,2023,28.23106,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1888144,533043
ARE,2024,28.293,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,1995455,564573.9
ARE,2025,28.007,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2081540,582976.9
ARE,2026,27.793,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2203056,612295.4
ARE,2027,27.599,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2330998,643332
ARE,2028,27.54,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2465774,679074.2
ARE,2029,27.46,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2609172,716478.6
ARG,1864,4.511775,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.18e-11,1.43e-12
ARG,1865,3.672686,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.96e-11,1.09e-12
ARG,1866,3.835131,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.64e-11,1.01e-12
ARG,1867,6.533525,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.40e-11,1.57e-12
ARG,1868,7.280118,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.46e-11,1.79e-12
ARG,1869,6.90535,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.55e-11,1.76e-12
ARG,1870,7.858909,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.69e-11,2.11e-12
ARG,1871,5.474499,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.69e-11,1.47e-12
ARG,1872,10.01635,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.92e-11,2.93e-12
ARG,1873,10.50405,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.08e-11,3.24e-12
ARG,1874,8.522877,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.06e-11,2.61e-12
ARG,1875,9.27726,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.25e-11,3.02e-12
ARG,1876,6.035214,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.62e-11,2.18e-12
ARG,1877,5.27037,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.35e-11,2.29e-12
ARG,1878,6.94887,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.51e-11,3.13e-12
ARG,1879,8.795324,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.51e-11,3.97e-12
ARG,1880,7.947407,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.25e-11,3.38e-12
ARG,1881,8.636456,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.15e-11,3.58e-12
ARG,1882,7.563999,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.01e-11,3.79e-12
ARG,1883,8.593124,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.36e-11,4.61e-12
ARG,1884,8.718449,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.83e-11,5.08e-12
ARG,1885,8.037445,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6.95e-11,5.58e-12
ARG,1886,9.273062,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.08e-11,6.57e-12
ARG,1887,10.27852,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.42e-11,9.69e-12
ARG,1888,8.847646,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.11e-10,9.80e-12
ARG,1889,13.1343,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.23e-10,1.61e-11
ARG,1890,7.980547,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.29e-10,1.03e-11
ARG,1891,8.38558,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.27e-10,1.06e-11
ARG,1892,9.695266,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.57e-10,1.52e-11
ARG,1893,10.09916,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.72e-10,1.74e-11
ARG,1894,8.340319,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.06e-10,1.72e-11
ARG,1895,7.825769,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.36e-10,1.84e-11
ARG,1896,6.49296,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.69e-10,1.75e-11
ARG,1897,10.53445,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.00e-10,2.11e-11
ARG,1898,9.785343,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.98e-10,1.93e-11
ARG,1899,11.0262,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.10e-10,2.31e-11
ARG,1900,10.57654,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.00e-10,2.11e-11
ARG,1901,10.06744,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.11e-10,2.12e-11
ARG,1902,9.734669,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.23e-10,2.17e-11
ARG,1903,9.801529,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.47e-10,2.42e-11
ARG,1904,10.37342,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2.70e-10,2.80e-11
ARG,1905,9.040315,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.28e-10,2.97e-11
ARG,1906,9.251234,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.53e-10,3.26e-11
ARG,1907,9.500194,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3.64e-10,3.45e-11
ARG,1908,9.000642,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.11e-10,3.69e-11
ARG,1909,9.244944,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.34e-10,4.01e-11
ARG,1910,9.022294,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.81e-10,4.34e-11
ARG,1911,9.237681,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4.81e-10,4.44e-11
ARG,1912,9.270633,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.51e-10,5.11e-11
ARG,1913,9.259496,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.63e-10,5.21e-11
ARG,1914,7.5836,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.08e-10,3.85e-11
ARG,1915,6.45484,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.49e-10,3.54e-11
ARG,1916,6.111429,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5.87e-10,3.59e-11
ARG,1917,5.504764,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6.50e-10,3.58e-11
ARG,1918,4.986178,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.08e-10,4.53e-11
ARG,1919,6.095797,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.26e-10,5.64e-11
ARG,1920,6.499021,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.10e-09,7.16e-11
ARG,1921,6.947372,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.53e-10,6.62e-11
ARG,1922,7.076475,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.01e-10,6.38e-11
ARG,1923,7.571532,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.01e-09,7.63e-11
ARG,1924,7.39085,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.14e-09,8.41e-11
ARG,1925,8.299512,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.13e-09,9.34e-11
ARG,1926,8.150538,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.10e-09,9.00e-11
ARG,1927,8.219652,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1.17e-09,9.58e-11
