ISO3,year,gen_govrev_GDP,source,nGDP,gen_govrev
ITA,1895,23.44587,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6.954599,1.630566
ITA,1896,23.10131,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.085146,1.636762
ITA,1897,23.74032,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.114276,1.688952
ITA,1898,21.76629,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.264244,1.581156
ITA,1899,21.89627,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.540442,1.651076
ITA,1900,21.6326,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.72925,1.672038
ITA,1901,21.23692,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.900796,1.677886
ITA,1902,22.44565,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7.943952,1.783072
ITA,1903,21.05632,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8.288122,1.745173
ITA,1904,21.74796,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8.373355,1.821034
ITA,1905,22.0044,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8.785495,1.933196
ITA,1906,21.15335,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9.63567,2.038266
ITA,1907,18.26637,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,10.35422,1.89134
ITA,1908,20.54242,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,10.29919,2.115704
ITA,1909,20.24293,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,10.71241,2.168506
ITA,1910,22.82536,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,11.1936,2.55498
ITA,1911,21.72593,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,12.43326,2.701242
ITA,1912,20.26714,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,13.086,2.652158
ITA,1913,20.62768,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,13.67292,2.820405
ITA,1914,19.06009,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,12.92524,2.463562
ITA,1915,19.75509,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,14.37097,2.838998
ITA,1916,19.81143,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,20.47647,4.056682
ITA,1917,22.15406,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,29.26736,6.48391
ITA,1918,23.39777,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,40.23008,9.412943
ITA,1919,23.74856,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,43.59194,10.35246
ITA,1920,21.70037,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,61.50278,13.34633
ITA,1921,23.68011,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,62.01742,14.6858
ITA,1922,37.08247,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,66.08704,24.5067
ITA,1923,33.13794,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,71.49664,23.69251
ITA,1924,26.83631,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,72.70394,19.51106
ITA,1925,22.12279,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,90.07857,19.92789
ITA,1926,19.80672,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,96.56708,19.12677
ITA,1927,21.10458,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,84.81461,17.89977
ITA,1928,21.87475,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,85.71657,18.75028
ITA,1929,20.57639,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,87.49244,18.00278
ITA,1930,22.89077,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,76.96452,17.61777
ITA,1931,24.16677,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,68.58038,16.57366
ITA,1932,23.25215,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,64.37266,14.96803
ITA,1933,24.24396,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,58.87997,14.27483
ITA,1934,25.29933,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,58.95765,14.91589
ITA,1935,24.63123,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,65.32641,16.0907
ITA,1936,28.51286,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,67.7151,19.30751
ITA,1937,26.41322,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,85.24833,22.51683
ITA,1938,24.49754,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,92.89018,22.75581
ITA,1939,25.35835,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,102.5798,26.01255
ITA,1940,23.19127,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,121.5307,28.18452
ITA,1941,24.26044,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,145.1069,35.20356
ITA,1942,22.86605,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,180.7775,41.33669
ITA,1943,15.53922,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,246.4837,38.30165
ITA,1944,12.687,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,482.3229,61.19228
ITA,1945,17.68269,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,894.3986,158.1537
ITA,1946,20.70335,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2006.46,415.4044
ITA,1947,18.96491,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3880.413,735.9168
ITA,1948,20.54814,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4568.374,938.7157
ITA,1949,23.66431,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4827.445,1142.381
ITA,1950,24.98554,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5461.159,1364.5
ITA,1951,25.4611,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6359.365,1619.164
ITA,1952,26.91064,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6855.932,1844.975
ITA,1953,24.14424,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,7581.818,1830.572
ITA,1954,24.7888,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8078.978,2002.681
ITA,1955,25.49893,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8907.38,2271.287
ITA,1956,24.95527,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,9694.301,2419.239
ITA,1957,25.43133,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,10408.33,2646.978
ITA,1958,26.27365,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,11176.89,2936.576
ITA,1959,29.01533,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,11868.41,3443.657
ITA,1960,27.2742,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,13751.57,3750.63
ITA,1961,26.48234,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,15294,4050.21
ITA,1962,27.28769,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,17183.09,4688.868
ITA,1963,27.77165,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,19681.92,5465.994
ITA,1964,28.75504,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,21545.52,6195.424
ITA,1965,28.23334,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,23183.36,6545.438
ITA,1966,28.2269,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,25119.26,7090.387
ITA,1967,29.11295,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,27669.64,8055.449
ITA,1968,29.64583,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,29991.89,8891.346
ITA,1969,28.81036,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,33109.95,9539.093
ITA,1970,28.77269,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,37262.02,10721.29
ITA,1971,29.31029,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,40614.46,11904.22
ITA,1972,29.14747,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,44410.52,12944.54
ITA,1973,28.54511,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,53470.52,15263.22
ITA,1974,28.20948,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,67630.79,19078.3
ITA,1975,28.46139,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,77154.05,21959.11
ITA,1976,29.84537,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,96882.66,28914.99
ITA,1977,31.12426,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,117705.5,36634.98
ITA,1978,31.96511,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,138476.5,44264.18
ITA,1979,31.47385,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,169445.2,53330.92
ITA,1980,33.175,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,212780.8,70590.02
ITA,1981,33.14021,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,254414,84313.33
ITA,1982,36.08202,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,300026.8,108255.7
ITA,1983,38.07189,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,350032.8,133264.1
ITA,1984,36.97966,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,400147.5,147973.2
ITA,1985,36.78028,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,449260.2,165239.1
ITA,1986,37.74218,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,497233.9,187666.9
ITA,1987,37.61357,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,542712.7,204133.6
ITA,1988,38.61699,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,603687.4,233125.9
ITA,1989,39.40202,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,663374.1,261382.8
ITA,1990,40.64898,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,733093.6,297995.1
ITA,1991,41.74825,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,800656.7,334260.1
ITA,1992,44.14815,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,841483,371499.2
ITA,1993,45.41387,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,866679.4,393592.7
ITA,1994,43.6286,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,917843.3,400442.2
ITA,1995,44.2,Derived using data on general government revenue to GDP from EUS and the spliced GDP,991558.4,438268.8
ITA,1996,44.7,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1047001,468009.5
ITA,1997,46.3,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1094852,506916.7
ITA,1998,45,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1139138,512611.9
ITA,1999,45.3,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1174795,532182.1
ITA,2000,43.9,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1245697,546861
ITA,2001,44,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1307680,575379.3
ITA,2002,43.6,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1354230,590444.4
ITA,2003,43.7,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1399200,611450.4
ITA,2004,43.2,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1454016,628134.8
ITA,2005,43,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1501260,645541.6
ITA,2006,44,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1563485,687933.4
ITA,2007,45.3,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1622539,735010.1
ITA,2008,45.2,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1643914,743049.1
ITA,2009,46,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1584003,728641.1
ITA,2010,45.6,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1617061,737379.8
ITA,2011,45.5,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1659065,754874.7
ITA,2012,47.5,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1633748,776030.1
ITA,2013,48,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1621976,778548.4
ITA,2014,47.9,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1637862,784535.8
ITA,2015,47.8,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1662989,794908.7
ITA,2016,46.6,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1706567,795260.1
ITA,2017,46.3,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1747671,809171.8
ITA,2018,46.1,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1778395,819840.2
ITA,2019,47,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1804505,848117.3
ITA,2020,47.4,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1668855,791037.2
ITA,2021,47.2,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1838939,867979.4
ITA,2022,46.8,Derived using data on general government revenue to GDP from EUS and the spliced GDP,1995937,934098.4
ITA,2023,46.5,Derived using data on general government revenue to GDP from EUS and the spliced GDP,2128815,989899
ITA,2024,47.1,Derived using data on general government revenue to GDP from EUS and the spliced GDP,2183692,1028519
ITA,2025,47.56696,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,2258176,1074146
ITA,2026,47.55413,Derived using data on general government revenue to GDP from OECD_EO and the spliced GDP,2334502,1110152
ITA,2027,47.30018,Derived using data on general government revenue to GDP from AMECO and the spliced GDP,2397995,1134256
ITA,2028,47.31899,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2462578,1165267
ITA,2029,47.11108,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,2529595,1191719
JAM,1990,25.296,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,37910.28,9589.783
JAM,1991,23.639,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,57149.79,13509.64
JAM,1992,21.6,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,96953.36,20941.93
JAM,1993,22.569,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,135722,30631.1
JAM,1994,22.878,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,180403,41272.6
JAM,1995,24.202,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,231148,55942.44
JAM,1996,22.691,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,274458,62277.27
JAM,1997,21.811,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,297399,64865.7
JAM,1998,22.725,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,321172,72986.34
JAM,1999,25.171,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,346982,87338.84
JAM,2000,25.574,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,387089.3,98994.2
JAM,2001,23.677,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,422922.8,100135.4
JAM,2002,24.134,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,470554.7,113563.7
JAM,2003,26.336,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,544510.3,143402.2
JAM,2004,26.808,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,622660.8,166922.9
JAM,2005,26.022,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,700275.6,182225.7
JAM,2006,26.062,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,784336.5,204413.8
JAM,2007,27.55,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,885631.8,243991.6
JAM,2008,27.289,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,997444.3,272192.6
JAM,2009,27.541,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1065317,293399
JAM,2010,26.842,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1152781,309429.3
JAM,2011,25.575,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1240702,317309.5
JAM,2012,25.729,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1314127,338111.6
JAM,2013,27.147,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1432096,388771.2
JAM,2014,26.246,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1541904,404688.1
JAM,2015,26.99,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1659677,447946.9
JAM,2016,27.959,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1760976,492351.2
JAM,2017,29.079,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1895025,551054.3
JAM,2018,30.627,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2027251,620886.2
JAM,2019,30.633,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2110433,646488.8
JAM,2020,29.525,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,1966929,580735.6
JAM,2021,31.015,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2210219,685499.3
JAM,2022,30.062,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2623255,788602.9
JAM,2023,30.542,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2994281,914513.3
JAM,2024,31.135,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3117923,970765.2
JAM,2025,30.586,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3321966,1016057
JAM,2026,30.467,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3536483,1077460
JAM,2027,30.586,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,3763844,1151209
JAM,2028,30.585,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4005824,1225181
JAM,2029,30.585,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,4263360,1303949
JOR,1985,35.47,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2083.259,738.9318
JOR,1986,31.45,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2231.135,701.6919
JOR,1987,28.677,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2277.539,653.1299
JOR,1988,31.229,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2335.081,729.2225
JOR,1989,35.623,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2446.143,871.3895
JOR,1990,36.512,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2751.588,1004.66
JOR,1991,34.743,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,2944.219,1022.91
JOR,1992,37.339,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,3728.87,1392.323
JOR,1993,34.284,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4005.235,1373.155
JOR,1994,31.99,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4494.031,1437.64
JOR,1995,33.817,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,4862.174,1644.242
JOR,1996,33,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5065.323,1671.557
JOR,1997,30.923,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5297.738,1638.22
JOR,1998,29.458,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5784.964,1704.135
JOR,1999,29.965,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,5958.469,1785.455
JOR,2000,29.124,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,6185.865,1801.571
JOR,2001,29.306,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,6562.381,1923.172
JOR,2002,28.427,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,7006.037,1991.606
JOR,2003,33.489,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,7454.067,2496.292
JOR,2004,35.495,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,8343.13,2961.394
JOR,2005,31.909,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,9203.961,2936.892
JOR,2006,30.84,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,11008.59,3395.048
JOR,2007,30.791,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,12510.07,3851.977
JOR,2008,29.167,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,16079.84,4690.008
JOR,2009,25.693,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,17421.49,4476.104
JOR,2010,24.207,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,19265,4663.479
JOR,2011,25.827,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,20962.1,5413.881
JOR,2012,22.503,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,22460.5,5054.286
JOR,2013,23.537,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,24462.7,5757.786
JOR,2014,27.103,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,26161.8,7090.633
JOR,2015,24.301,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,27396.8,6657.697
JOR,2016,24.761,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,28323.5,7013.182
JOR,2017,25.131,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,29542,7424.2
JOR,2018,25.459,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,30793.3,7839.667
JOR,2019,24.297,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,31597.1,7677.147
JOR,2020,22.653,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,31027.27,7028.608
JOR,2021,24.728,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,32870.23,8128.151
JOR,2022,25.683,Derived using data on general government revenue to GDP from IMF_WEO and the spliced GDP,34543.9,8871.91
JOR,2023,25.245,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,36077.69,9107.813
JOR,2024,25.965,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,37676.35,9782.664
JOR,2025,26.284,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,39661.2,10424.55
JOR,2026,26.704,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,41831.48,11170.68
JOR,2027,27.061,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,44163.27,11951.02
JOR,2028,27.106,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,46625.64,12638.35
JOR,2029,27.138,Derived using data on general government revenue to GDP from IMF_WEO_forecast and the spliced GDP,49224.59,13358.57
JPN,1875,1.28672,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,566.1761,7.285101
JPN,1876,1.12228,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,555.6914,6.236413
JPN,1877,1.02825,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,533.6734,5.487497
JPN,1878,1.05302,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,621.7453,6.547102
JPN,1879,.816715,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,797.889,6.516479
JPN,1880,.864488,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,768.5317,6.643864
JPN,1881,.900378,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,832.4886,7.495544
JPN,1882,.982727,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,784.2588,7.707123
JPN,1883,1.17051,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,744.4167,8.713473
JPN,1884,1.0319,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,779.0164,8.038671
JPN,1885,.771179,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,872.3307,6.727231
JPN,1886,1.06658,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,872.6331,9.30733
JPN,1887,1.07776,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,880.8987,9.493974
JPN,1888,1.07341,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,867.6938,9.313912
JPN,1889,1.01244,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,945.6129,9.573763
JPN,1890,1.51515,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1182.697,17.91963
JPN,1891,1.3345,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1089.859,14.54417
JPN,1892,1.31556,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1157.799,15.23154
JPN,1893,1.30326,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1177.656,15.34793
JPN,1894,1.03139,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1400.426,14.44386
JPN,1895,1.79768,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1537.516,27.63961
JPN,1896,1.89076,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1599.81,30.24858
JPN,1897,1.64538,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,1925.296,31.67844
JPN,1898,2.03737,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2451.275,49.94155
JPN,1899,1.89283,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2212.781,41.88417
JPN,1900,1.54101,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2512.764,38.72194
JPN,1901,1.4372,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2539.779,36.5017
JPN,1902,1.77769,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2476.072,44.01689
JPN,1903,1.44288,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2832.202,40.86527
JPN,1904,1.67437,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,2964.251,49.63253
JPN,1905,2.29572,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3083.196,70.78155
JPN,1906,3.35251,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3592.341,120.4336
JPN,1907,4.46968,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4022.559,179.7955
JPN,1908,3.91397,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4066.105,159.1461
JPN,1909,3.64286,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3965.405,144.4541
JPN,1910,4.6828,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,3995.746,187.1128
JPN,1911,3.30047,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4630.792,152.8379
JPN,1912,3.23837,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5125.724,165.9899
JPN,1913,3.31737,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5335.39,176.9946
JPN,1914,3.34107,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,4886.826,163.2723
JPN,1915,3.21178,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,5154.956,165.5659
JPN,1916,2.93104,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,6628.665,194.2888
JPN,1917,2.89572,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,8799.915,254.8209
JPN,1918,2.94535,Derived using data on general government revenue to GDP from IMF_FPP and the spliced GDP,11674.76,343.8624
